,UKF248,UKF251,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,,0.06299019180269429
BMP1,0.03982609055803706,0.010192927201955282,0.03798031593368121,0.013801682178117291,0.0030803406532021013,0.08100940740115531
NDP,-0.004239444670639643,-0.02916079016994535,0.01598841641202241,0.013977522517589797,0.0029321966569806164,-0.0437626185069659
TNFSF18,0.010807098207709625,0.04056379828875456,,,,-0.034053223210174524
RTN4,0.028404339705965006,-0.03802979534457353,-0.010016279258234308,0.059571246823490236,0.08674696900776654,0.020126487259961284
HEBP1,0.037117047653092705,0.02156671216343446,0.005761817366621943,0.0716050180965901,0.015753187536091662,-0.007875168677741871
WNT7B,0.04079922375976605,-0.022175836319965385,0.012915375853693541,0.07839922411363218,0.04919412662008098,0.02865866589109924
PTMA,0.01111465154323431,0.009776095966368204,0.07382844828296958,-0.09332232024774516,0.017639158745418028,0.034847565761537476
FASLG,,,,,,0.006685207291964284
CEACAM1,0.019484989486154094,-0.017018620588831617,,0.018341169303077807,-0.015175137547523723,-0.024361033761675376
PDAP1,0.01349797349796287,-0.04088112724381928,0.06879351025598979,-0.018191351259494712,0.013804988939721059,0.02336695553876085
QDPR,-0.03282938108439395,-0.04999840174832027,0.031902283137368925,0.024238053668210777,-0.02967536014790745,0.03940494628426163
POMC,0.07188158715312852,0.01466636722806074,0.019173771137458905,0.019050492675272115,-0.035549929245796884,0.09774398924971255
CCL18,-0.029457563251773927,,0.022780814728241363,-0.007064612780045278,0.009978868622864897,
CCL17,,,,-0.015465279772146116,-0.02190626373639497,-0.015869832365819386
VEGFD,0.01975161221739218,0.06855871867612827,-0.0023038668496930836,,-0.015175137547523723,
TNFSF13,-0.007095829190066226,,,0.04333085876040713,-0.005534342246720759,-0.00983886324301899
WNT5A,0.013482535653253322,0.03254401898328754,0.025798852857490923,0.007354160344860062,-0.018949265008440935,0.03411278830385279
CXCL8,-0.004789888259143564,-0.022824016453177335,-0.07151094126539574,-0.05353371833854715,-0.03178986116430894,0.04373114080595488
GRN,0.032175411117781265,0.026214200127900347,-0.0022825739632645484,0.015879869898676395,-0.02971855287185656,0.028907498911397628
MIA,0.07353669399871303,0.02363129236679189,-0.02810522789187295,0.040644855353214826,-0.04054943151460831,0.0027415211124123696
COL4A4,-0.025944362384780442,-0.03645610053382222,,0.021600734546660578,0.009612018848839653,-0.046604708766248615
TAC1,0.0554956714674702,-0.029621966935907414,,,,0.039883629917402595
RARRES2,0.059037332831373336,-0.0013660513007691956,-0.00687854554056285,-0.03899273517688114,-0.0023430156924107676,-0.01139463448876066
FGF7,,0.032970868556731675,0.13163672691948056,0.026379162540909124,0.06746047987047113,0.025709848356473476
EFNA2,,,,,0.0429598631271527,
HBEGF,0.01914727174589519,0.0405543188237563,0.01061546692318667,0.06672116884601755,0.04200964728000443,0.03130447604675922
CSF3,,,0.017672275463207744,-0.02347467427689905,-0.04847259839194197,-0.016708485270606047
PI3,-0.007962469610785948,,,-0.059239051386791704,-0.052706687897645405,-0.03630198764296871
PCSK1N,0.0340041782055655,-0.02606387892575041,0.030369311037503084,0.01754894528385556,0.01954402036778801,-0.05638429869065725
NTS,,,,-0.023893430021777864,-0.017571630881975654,-0.024742988296373707
SFRP1,0.025589468858898467,0.019016327159279697,-0.002402832097343881,0.07618133869049526,0.017594021596340735,0.01107559607440582
CXCL13,,0.032172488317867266,0.07965014221851559,0.22190779293904023,0.010065489805780738,
MICA,0.009161941241184173,0.03904103067674983,0.021389325666002414,0.04769598503248986,-0.012730661061433538,0.055000851315022026
TG,-0.01564831070036222,-0.023141895015866377,0.0038617536933524457,-0.02054949027564061,-0.02164138429904157,-0.006651840171597655
ADA,0.0986141680342558,0.023465625415953168,0.03425084459645509,0.10631979215181075,-0.033341526476171966,0.08354188832572854
LAMC3,0.09096936999580602,0.040681472382611564,0.0022038331865826314,0.03144247840859213,0.016630791967965488,0.02599687685511828
CCL7,-0.00016393095513021113,,,-0.023178889621842294,,0.005713936868712441
NGF,0.0003879074695543416,,-0.04010744949876394,0.13888689843036964,0.09928613121912645,0.09843939276698131
TNFSF15,,,0.018680317683606923,-0.022596814616472845,,0.04832426113600742
HMGB1,-0.008205375759411689,-0.022086967204149294,0.06023525693809408,-0.05263031358924249,0.026729797648916327,-0.0029564799615278935
