,UKF251,UKF266,UKF269,UKF275,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,-0.01536775204448619,,,,
BMP1,-0.004030990307263409,0.0278912567554226,0.0657390267319128,0.05014406965072249,-0.029750755459902727,0.015587622208668538,0.0024712254216403755
NDP,-0.008379562970206764,-0.0417211050796711,0.02662177946810177,-0.0072686092801591785,0.06765107469181741,0.014272577025704839,0.009482155133889586
TNFSF18,-0.027734217369536872,-0.012399104051507914,0.0101442064971244,-0.010647508906761256,,,-0.025347688640956174
RTN4,-0.013484227230823645,-0.05258330569701548,-0.09996911533260505,0.039358437971310355,0.03454871656705994,0.027661012439714,0.10002874373722997
HEBP1,-0.0060692604684628206,-0.00556811703713012,0.028593311820894897,0.018271563719338944,-0.0072448591871518055,0.01295336026636891,0.02765347725670377
WNT7B,-0.017227636103705507,0.04555998272941456,-0.05105477878440989,-0.020399340713297718,0.01848826507369563,0.033996573866133244,0.10764057498645065
PTMA,-0.023704257061254626,-0.009103088830148933,-0.03760883039871914,0.012738344423031059,0.02022463955148492,-0.06104083549001619,0.01958768090765351
CEACAM1,-0.013221174537054804,,0.05319787163734252,-0.01674599491130014,0.08965052127216096,-0.017163925706042207,
PDAP1,0.050027699009976494,-0.028050304912641027,0.07505539948731536,0.012500239472758341,0.026520495788548613,-0.020032406915606978,0.014107684260203876
QDPR,0.06898283948805745,0.023351551108217426,-0.08067638190076495,0.0691256289483244,0.029954752689381376,0.03729829486215688,0.07637749452455596
POMC,0.004552146075250548,0.001737201473753126,0.0013190871753885522,-0.012354527350234958,0.02553880375787052,-0.02807792770514516,-0.021665018246974192
CCL18,,,,,-0.015065697995649031,-0.021921538359981788,
CCL17,,,,-0.013279516613040892,0.05304418229499755,,
VEGFD,-0.018936679968464327,,0.03590812813606383,-0.014148201754226626,-0.015399747854784618,,
TNFSF13,,0.10902137061672194,,,0.04539058401622217,-0.019273938198069707,0.03063993370495292
WNT5A,0.03718170233171136,0.00238509767699785,0.0822311926735684,0.004718807104461471,0.01329632601763812,-0.042320668784607315,-0.013121344175125787
CXCL8,-0.017731184709652483,-0.01710413440898105,0.029798813322496176,-0.02069876714775352,0.0007836016080505225,-0.006855582083270862,-0.09325420955533455
GRN,-0.022857603204042596,0.025271402940304544,0.040462693841448134,0.03378733749992764,-0.0016920831279197035,0.0026253526904915247,0.024478830782146126
MIA,-0.016840958868454686,0.047542230579130984,-0.025611692309562374,0.01876387915672396,-0.05515531435265884,0.004310833087054757,0.02575288562948004
COL4A4,-0.0168795179416138,-0.011440822681527482,-0.015143778965877208,-0.01386422619461683,-0.0246574042033402,-0.034591242699474764,-0.030818868636589055
TAC1,0.02228385393658991,0.013524072835630096,-0.06893250211309461,0.07449005009523252,,-0.02961266154485687,0.018055024997329267
RARRES2,0.026627327856710882,0.030192367018521814,0.0946851491518675,0.0038754260388175164,0.033668367145525825,-0.0365656346439663,-0.08283885887226772
FGF7,0.0393289686097025,-0.02129176061620352,0.02178111217538844,0.003919558153520886,-0.03031189317088062,0.013852144785427302,0.010734378306015703
EFNA2,,,,,0.0965237158553307,,
HBEGF,-0.029881173172341405,0.059713023958067324,0.0525476601324135,-0.028156033189227412,0.03440908280721958,0.009239836891464187,-0.006497215721903855
CSF3,,,0.030796044389698553,,-0.013513716069782132,0.08496940426121545,-0.03241792363754434
PI3,,,-0.0180407882892791,,0.03964856999194166,-0.06299742855615413,-0.053697916788904114
PCSK1N,0.052421426105121086,0.01449297918673783,-0.011591309592720412,0.0006913916790867449,0.03640254508226413,-0.01609428648822963,0.0534147499880661
NTS,,-0.013966645045671524,-0.01969275225788011,-0.015838266814300537,-0.017831712176073683,-0.02312938930952635,
SFRP1,-0.02165002219447203,-0.015439864045984759,0.04066674308831173,0.012977726290124881,-0.00913649927593789,0.011099355174573606,-0.011792078590120145
CXCL13,0.00784568558413693,,,,0.009638377804709417,-0.040138863684593094,-0.02629533968587071
MICA,-0.03306774225439747,-0.02964466222345999,0.04675768070694267,0.05221179866139881,0.036208444369200156,0.006424625907035629,0.002880020789093381
TG,0.0713275420563787,-0.016121190175744454,-0.019336911343475077,-0.013378610444340208,-0.021961702843880857,-0.020251800915631328,0.02458904653880707
ADA,-0.018177480520186206,0.018739386483984093,0.04655874396362837,0.00494467190187734,0.02378297297204723,0.08566035588394066,0.014311733691928629
LAMC3,-0.010897887089054531,-0.012866016022841332,0.034008418982266975,-0.004967764128689564,-0.01518052605666875,-0.04122310800590744,-0.0018980667618898753
CCL7,,,,,,,-0.054894107118462446
NGF,,-0.015383939405308474,,,-0.014439691497670236,0.025778786649865944,0.02402093472503863
TNFSF15,,-0.01867947510611807,,,,-0.015280420267644089,-0.020799828354510334
HMGB1,0.0360299799778018,0.04009608599690607,0.09786630193961507,0.004687728298065265,0.01139175919514129,-0.04186540260999517,0.07244033443035296
ITGB3BP,-0.020491021331998403,0.07006597926070904,0.12219987094290549,0.0008960021043793962,0.03352696283180902,0.011519724177030314,0.017095096179778113
AANAT,,,-0.014452121232642718,-0.012031462557437948,-0.01969667021352368,,-0.019794344245592364
RELN,-0.007067918322530956,-0.007182289165902765,-0.04240705819479933,-0.005310675649033086,,0.021735316994457715,-0.05971831348047744
IL15,0.005582045898316331,-0.013291557019966364,0.049336164576348256,0.051805906211871214,-0.035709879896460725,0.025586836537954565,0.05045268369089892
UTS2,,,0.02822749026398619,,,,
