,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.003413566832517742,,,,,,,,,,0.05255696798163164,,,-0.03599168371515996,,
BMP1,0.04795929240604405,0.004192630004312206,0.057323647478861185,0.05018744743218197,-0.02899485599008487,0.06650963481827257,0.14166210492853967,-0.010050207671146663,0.03737109148117949,0.11682212200751087,0.0696271120733238,0.1390000305318423,0.006809729624049591,0.007955171451495949,0.0050040902592465054,0.008520461358451102,0.071301863243508,-0.00399888000070049,0.09167894030732092,0.09661884477941496,0.025683092849731463,0.01652918113545621
NDP,-0.030369484155869014,0.009990832462834455,-0.01761970146007423,0.01598125434142617,0.01447037663952756,-0.03226097203837252,0.047514070740169036,-0.06471969369423136,0.001055615282620007,0.10447395943723724,0.09126622452747023,0.029724952218233028,0.11382174187691475,0.06728024619137682,0.09585291701968034,0.04238069843284371,-0.022996233798483923,0.034027742223361405,-0.013512369984560698,0.1647653078721624,0.028059543791166788,0.20043475702766478
TNFSF18,0.04850521585333452,0.019140335523012555,0.04759533075920347,-0.005458954869820625,,0.018883136633890366,0.0719801878659459,0.054634215705802354,,,-0.002560515242801264,,0.0020742194042708056,,,,0.015593032715235775,,0.07334397170051665,0.04329638200820008,-0.03855429240972725,
RTN4,-0.05970699765152373,0.004241347298307946,0.040018494053783694,-0.00751329477745673,0.035352450290584925,-0.13226645599401238,-0.16690356457346825,-0.014128323833004252,-0.08351314095990782,-0.03288765739857329,-0.04071220065617751,0.010764463778669403,0.046627514269714704,0.01580692006896885,-0.00327332820169996,-0.0031041929720188486,-0.016985747922939127,0.08025495790325993,-0.016858575873024778,-0.03797289631244536,0.0017397899125299334,0.027088373719434743
HEBP1,0.001447228960661246,0.02319539051220563,0.05786917468490289,-0.02141540910272577,-0.018522577324402167,0.03875702612754719,0.06454312099576996,0.046295193560062585,0.0661482097983154,0.0824635030223671,0.0652028559138389,0.05705495413745544,-0.053477966223853944,-0.01937163336339844,-0.030402376263902197,0.017838891119271942,0.0015538382836638794,-0.0037830491451147454,0.03283904128181598,0.07089810376456276,0.09986596194835168,0.0585585085643365
WNT7B,0.04023844642729481,0.021140690872676497,0.05979326087524287,0.007769984599177331,0.028464682996946215,0.06921559717079236,-0.011930273216368891,-0.005854815512718624,-0.02891572362814066,0.040911056395417644,-0.043291922565722486,0.057441882694429965,,0.055186946906890785,0.01963583832194694,-0.010063228617443352,0.025266284160002834,-0.01576893032733183,-0.022060218930420143,-0.016406677688485933,-0.050881044469402656,-0.05449483544511601
PTMA,0.022814317222888524,0.007245987431140004,0.028857316770988142,-0.03974453067388299,-0.01769022138744991,0.18965258455498593,-0.09946282522487705,-0.007051520874768363,-0.006894222975265503,0.15823928077280056,0.0581967981790762,-0.1180353905089612,-0.03387309666604715,-0.11338934211751446,-0.02612981360634309,-0.06421891069178737,-0.0010866497854990836,0.0002697478918533053,-0.0148227292130935,-0.10059683373702454,-0.07683100829906644,0.014258023482798332
FASLG,-0.010093467158153785,,,,,,,,,,,,,,,,,,,0.01819200076076116,,
CEACAM1,0.13605189937753612,,0.019432951026583708,-0.0142861412809033,-0.0003880575931552689,,0.018522878871255127,-0.02666520382373506,,,,0.031021708162392768,-0.05956518624012827,-0.03486417624836285,0.04401890199630732,0.051204238813521145,-0.009418034271575835,-0.05420650833389448,,0.009529031337929395,,
