,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADAM28,-0.07844904894073243,0.1040131994990946,-0.022453052837192927,0.029505540453566827,-0.011727704298602428,0.04885212048083281,-0.031580862033256496,-0.03101694414846565,0.03531133190501297,0.010397988967029032,0.017766824507920154,-0.058366822683786665,-0.008564554662933101,0.001775843337950332,0.07076185060503196,0.03958054321757464,0.02353563764274081,0.012813644059011113,0.02063216767357817,-0.07127976743995772,-0.029945975311641677
TCN2,0.04690057700748285,-0.09628164384918018,0.05742431891861112,-0.03379641826352567,-0.05115885013860217,0.012023138093575431,-0.026175124119677373,0.0724907748747446,0.09650266430178445,0.020268998356171842,0.014619697259465617,-0.056275222406539656,-0.01952796714416718,-0.03734586426438618,0.03520539218179411,0.05362928566959649,0.08755162746715292,-0.05464833959713489,-0.008696431268853855,0.0014130521746553973,-0.031561454908221424
THPO,,,-0.0217651052898071,,,-0.01536609519898889,,0.00094408031668072,0.033863217920721,-0.0322865609176669,-0.017788102347588843,0.09016789100596329,0.05013715112241991,-0.05766277696058115,,,,0.005864290173684354,0.0007539420423610961,0.01212141534497836,
CUBN,0.07369096634370868,-0.012133540217151899,0.016232231885282854,0.043062672635326156,-0.02235115625986391,0.03244655802937059,-0.03407390000680403,0.043317022745469155,0.07012709686344978,-0.036480306815247276,-0.0030028652871779467,-0.02964524714994773,0.05275787492984671,-0.04190964611375116,0.046560267679558995,0.11156976249081994,0.03873646658078597,-0.01441077972573943,0.01824884983514175,0.058744611791040686,
TIMP3,0.028514198309169587,-0.0632175645114591,-0.0665477333107207,0.033983630730394045,0.022788652586627683,0.03481216613190975,-0.04636381876780397,0.0025856075814077177,0.07205830764220876,-0.06506265352633982,-0.049048100549698846,0.08110435063769453,0.014212719215662108,-0.07830606861822216,0.021307427417505406,-0.0338902974554047,0.09570507674178218,-0.1042802265524424,-0.008333972250518863,0.011283222655183191,0.03648338221252833
PIGF,0.10269747081495527,0.028485380534079743,0.03163487124679125,-0.012017954102465504,0.009755637405738656,0.05608770036239158,0.02664231299292643,0.10833386184091255,0.11121304731047561,0.00262042363902727,-0.025904072598281147,0.06421791924574338,0.011186105480087203,-0.07162457486332725,0.11387436121036187,0.07469601337993233,0.05602345818331329,-0.012308854376570349,0.009823427020115955,0.02215749227577276,-0.10672075148871596
CRH,,,-0.0021909544535919493,-0.02708108948655151,,-0.0067380681910817935,0.03874474269818047,0.07437997605031361,-0.03136952123646216,0.08057362095651523,-0.013160392709405333,0.03465788397578071,-0.02670495132857444,,0.03323151437116098,-0.0556381407770242,-0.01485694607296555,0.08163711812718118,-0.023200774078792945,-0.008782048214834939,0.04246589991618245
BDNF,,0.0022317957027839647,0.03695210475680023,0.001839397329631472,-0.04662894025513292,0.0065879757269627645,0.04238128772396075,-0.030138898777160084,-0.0957660682509104,-0.0023083593128909183,0.05237494739647747,0.03537603791371581,0.00839079718628433,,0.012566741727304506,0.07252797631795338,0.12514852789743525,0.054535352579335776,-0.03731079051335873,0.04119650531514386,-0.04064708386242662
CCL5,-0.07529461181930217,-0.042695870209119836,-0.0013395332179164231,-0.039863441565323086,,-0.043171382348855196,-0.0025802285878010946,0.009541073310070734,0.05148067734367811,0.026129811037435224,0.004432547074006323,-0.0028192721524225558,0.024663640821252216,-0.04050319968570873,-0.019183666437571665,0.04857396573475416,0.0015041555930190632,0.014050703348052076,0.030576193626539582,-0.0505338583045644,
GAD1,0.03901193590369183,0.178122071303224,0.018517622854960412,0.009785883279080148,0.011317844681968772,0.06350634642125358,-0.004578182113475326,-0.08370982162505862,-0.04658801983148082,-0.015405098819723396,0.027621286169075436,0.09590503388483426,0.048416787537407836,-0.06336834537861798,0.05223279027500625,0.10067065668710652,0.0975401010937235,0.03150143029891461,-0.040541843227403354,0.0829808302224967,-0.004994991969963833
COL14A1,0.013998530152498646,-0.05073615204690138,-0.054541249573791264,0.028955620123752652,-0.005131803226763951,-0.003508845412282822,0.05268868573609134,-0.012094819506564233,-0.0061237158040260515,-0.03416214250552312,-0.023299924736157995,-0.02809517981363695,-0.014226925028902332,-0.05412123756831755,-0.0019803841710351725,-0.0704552879911348,0.0982132022031917,-0.10666313131670706,-0.023346742389837714,0.045728047319739125,
HLA-A,0.14539753769493188,-0.1479464911004488,-0.021403165225220195,0.00047495730503339733,0.009662125527705612,0.04893147443001835,0.08221869137500316,0.06753765755890885,0.1666604498556284,0.042472505710700464,0.0055065226366990475,-0.09394194832078805,0.0007673417713228085,-0.0030639640519870546,-0.12785429223319467,-0.14244165115606292,0.09196777382694701,-0.15191052975328923,0.006555280601287941,0.018036560833290218,0.04981365825517493
CD5L,-0.05259641328348708,,-0.014274375063495172,-0.004858022222394044,,,,,,,,-0.027186994390373573,,,,,,,,,
FGF18,,,0.03525204418488264,,-0.001121309414264059,-0.02254561348541987,0.0440646620787014,-0.04077210728264233,,-0.016851949695923987,,,,,0.00570979375028183,0.04812144465249554,,0.00774478151857504,-0.015471713146714037,0.02309681907372246,
ADM,-0.011417575316966685,-0.06956211534982452,0.004232077196918345,-0.0022942877797658173,-0.07121965130880353,0.027275758929530113,0.024658766890585798,0.062450106325580276,0.031445210843447396,-0.005146186699440991,0.03558388867065833,-0.01743435842236836,-0.007113321622832216,0.026167459429859246,-0.03324917839355534,-0.15606440350206818,0.07665319016161624,-0.07168175313581036,0.06614996019296257,0.03866326519653226,-0.08044384964154294
CCL15,,,0.054293926140209496,,,,,,,,0.02803556107271003,,,,,,,,0.04706716789958322,,
GNAI2,-0.014656984567798913,-0.009132127780390268,-0.010891064602659765,0.033143931317056466,0.006506867491082119,0.0026536313666042323,-0.013015469512439835,0.0819818235046983,0.10922464667341072,-0.036051456436660134,0.03469067068994904,-0.11272315059677802,0.04070626058550338,-0.02199541584164083,-0.10429064053666091,-0.012228718793423094,0.00045726937976837083,-0.05366513674313419,-0.05040725247164118,0.10345383540478247,-0.027052264211359374
HDC,,,,,,,,,0.041717086061101624,,0.005189731073624007,,,0.027271062780490903,,,,,0.10577133833634475,-0.025749486726042915,
COL11A1,-0.039633056980894074,,-0.016218236712480818,0.006751223625923815,0.004018610687407735,0.008691738443521552,0.060313847317057544,0.14124572719458126,-0.049145848489627324,-0.032185363287787795,-0.018284313535357036,0.04357272436660382,-0.004818417914968585,,-0.0053269268503506875,-0.03016985923292107,0.012141617034061207,-0.053131176165706444,0.011271226160787986,0.10569476222787196,-0.04793031094717015
NUCB2,0.04735067707793391,-0.0042926750784696216,-0.008622739036179146,-0.015015737508158333,0.025587545586845197,0.012510740942242068,0.02545407432590011,0.010927642689975117,0.009728248568358905,0.013393568632180065,-0.022876556030718982,-0.06451304763765205,0.009685925899746315,0.011449775093093044,-0.03109296561843424,-0.09217565063211094,0.0624098684119008,-0.07138218734698673,-0.016050710497429278,0.02817721182525948,-0.017003645089926134
FGF16,,,,,,,,,,,,,,,,,,,,-0.025372771756162964,
CXCL1,,-0.08378086498249902,0.033421824432548944,0.03785801237235461,-0.02336816031345395,0.0036666497806125274,-0.03239418748947252,,0.046189656274181055,-0.019205804732691237,-0.016187279332419965,-0.022271757915932167,-0.02648779706041411,-0.05952847796268167,0.008671474626649037,-0.058784066245959804,0.14007655876041228,-0.09569694133090312,0.030047230835709846,-0.015904521674101228,-0.032161807381523584
VCAN,0.09241354101938778,-0.045604328147210264,-0.001033236287869233,-0.023866147858506652,0.058269272776533,-0.026627147681098678,-0.016110154034322,0.1083001715618098,0.099900400831227,-0.0017428772437613066,-0.027206777787978302,-0.05907093386434506,0.033562943021225984,-0.05898303354206988,0.08885982889204352,0.08296206705593044,-0.05012221677592294,-0.004880545101738471,-0.1002576736814609,0.12030717655299934,-0.0021206560214696813
MMP7,,-0.07172273889731956,-0.027369526961441813,,,-0.004450863984601676,,0.13289063910464163,-0.030518097887472815,-0.01553179242222764,-0.031270316915242555,-0.023676716416665113,0.0035040348439789055,,0.025912756840842866,-0.04984050280639439,,-0.08526516783254157,-0.010517629153780012,0.057760101266640856,
PTPN6,0.04833737413348089,0.1306707244917371,0.0013258799200984747,-0.012007003801901703,-0.0012012648598045965,0.042238839496263905,0.007749873704585144,0.09986294107387698,0.1416820079284713,0.0339185896764079,-0.01773202873043245,0.025528815059421894,0.05383543729970783,-0.037914367513777573,-0.028394881824578774,0.06722305007098042,0.07164609511497255,-0.03113676784857633,-0.005674012181046483,-0.0037220756061622307,-0.043449465368079344
PTGS2,-0.03659010249903266,-0.05802296992730112,-0.02648076484992116,-0.025926968932280275,-0.02326062718881055,0.011758199200006878,-0.0011845820118997475,-0.05874708132020158,-0.06265025795502682,-0.0525434342404211,0.07463290386445992,-0.017698707960307442,-0.04506809261174876,0.09136852832613788,-0.0008978994318878526,-0.10886844671650375,-0.029887914188951016,-0.0884473818503733,-0.04328439565858479,-0.020413285073755866,-0.06679884324808892
XCL1,0.04406376021869645,,0.0390226575615216,,,-0.0245304343413336,0.029763710626406294,,,-0.025510387908619068,,-0.031057115167275013,,,,,,,,-0.045825877378445956,
CD58,0.053780838476577456,-0.09029723092912502,-0.03394418337145591,0.013597189531094478,0.0011999637758874024,0.013991410764542337,0.011884197575505816,0.0470149070625687,0.13752535058338317,0.012037920458059648,0.005427999479596479,-0.020766802480987546,0.013256533490095963,0.007306805559949296,0.04183410296857603,0.0639490189668867,0.0244625956023595,-0.05504255986051362,0.043257501900767506,0.05203716213300544,0.09006265173130434
TNFSF14,0.04507731365893604,-0.01875866383668378,-0.018502332959520515,-0.01934492371476166,0.04511661069243349,0.013099557469001245,0.027500168039902514,,-0.06358894193058777,0.026287075694174603,-0.015810712427756904,-0.0674398267571099,,,-0.011352261366932822,-0.03382384493708985,0.0026554014664089175,-0.003359979490377256,-0.032184258654210846,0.12274389031609742,-0.034924294015134034
CNTN4,,0.038148693834761535,-0.045701880348099785,0.06368501603858494,-0.0272632829082878,-0.031075194041101435,-0.01722386541652094,0.005989806156614831,-0.024039677346460023,-0.014611965170477938,-0.011265208247947953,0.09190018216353969,-0.0008326908732126118,,0.03275851138405803,0.05299613861589413,-0.030339234168039735,-0.03388333201884676,0.05217783345123074,0.06196090716780924,-0.0487538677630155
NTF4,,,,,,0.0334735717325215,,,,,,,,,,,,,,,
INSL3,,,-0.026472620421430025,,,-0.022545609063229374,,,,-0.0022778887140146517,,,,,0.0206689720202524,0.015509648900896785,,0.0741065473215256,-0.01837312845847182,,
BTLA,,,,,,-0.02770064887710639,-0.02694895092800473,,,,0.08317866205241577,,,,,,,,0.028905306283303706,,
MFNG,-0.03095028834526479,-0.016973165618565995,0.053537199406437475,0.010677734545708067,0.043659998877876,0.0018059177057132073,0.026926786953580185,0.08466345867443201,0.095846047180469,0.05972134327777344,0.043867517735068674,-0.02111657901640581,-0.01054827698412218,0.014044512306418306,0.0349974927268333,0.06632591392280243,-0.0003899523417776399,0.0019335259781020143,0.038385602191867985,-0.05784032143739841,-0.07029804931758565
ICAM1,-0.008603533941110963,-0.07730585109006063,-0.044394672919415276,-0.01241253904258593,-0.010320907276267319,0.011817995363484051,-0.03629392839935961,0.09936509352045203,0.09929597016480005,0.0014721904481420137,0.03196039867954202,-0.014334868627980946,-0.017613743687590385,-0.013052911532199023,0.043390975807309974,0.0010255816509033983,-0.037162594378419414,-0.04198230356053583,0.006237892066014314,0.07706174490540793,0.08409536977932494
PROS1,0.020047547560955493,-0.038716215419599166,-0.06571247051754874,0.006893932553826246,-0.0637562379793784,0.06537798749502559,0.06336360227032699,0.07441302009048892,0.1211614564494251,0.0086604448295386,0.009997290036232538,-0.06526342403430553,-0.06280298575167745,-0.03465667903775478,0.0012879517417964522,-0.0008115969107725086,0.12148201014126549,-0.1317930611062913,0.04015499514883476,0.06247938545436363,0.03814199577756738
CLCF1,0.013979711311672022,-0.02551703828075326,-0.039154249139739576,0.0869229966421427,-0.05261063851795402,0.026395068454464026,0.06031431554835733,0.06924376988162,0.004184886012917906,-0.01775795690099499,0.05653396098011214,-0.011658605072348501,0.0012362476699828947,-0.07073198878516458,0.0008641657535383273,0.019187511362078163,0.04673604097435331,0.03483595634566275,-0.015409405620938014,0.0841704062391604,
PSAP,-0.16850436743325922,0.08398847011241978,-0.0311218840036607,-0.004377962866827688,-0.013785530910414963,-0.012547251769896513,-0.02748528889096673,-0.06802652613533615,-0.1533255298600032,0.02962473029645942,0.013819741875651026,-0.015174203392596506,0.038726820520510574,0.018954690244418815,-0.020731767673028176,-0.06316964017338095,0.06513525799110972,-0.1111284373915579,-0.02148341198396303,0.07433103466014791,-0.04786582777744047
EFEMP1,-0.06838593769352978,-0.1186249055350926,-0.04757344357677343,0.04329308768125999,-0.05154242459584871,0.039537900279784904,0.06889157292357459,0.09565140545864827,0.08981235729543374,0.05240296501253739,0.0025358335968729724,-0.15275128896025342,-0.03634479266159185,0.036383356993104334,0.009786217207478165,0.006367916455322839,0.040619695541808984,-0.07038475367126634,-0.0663663646502687,0.14090794862750808,0.09981639834556025
C1QTNF1,0.13704655445539166,-0.09882122650587334,0.034119945755485215,0.02709494780153801,-0.002907452657309177,-0.027339598053696037,-0.04535521563939712,0.07500947941695416,0.09527670104174864,-0.0001482374816335897,0.01513846744823071,0.06592745031995348,-0.007684266949474765,0.12301855250316791,-0.013754942155740066,-0.08403762940188672,0.09936691022138311,-0.08206514702987101,-0.025002972163191587,0.04274313898876765,-0.055459908071773666
ALB,-0.04626572318914148,0.024264878808254845,-0.0076576585597009144,0.06392634263091962,,-0.010883888503748801,0.06195989294203233,0.008715496480712136,-0.033874398690867474,-0.005360725175164133,0.01383402605846808,-0.024223510653835295,-0.009670955309643728,0.03904348074427647,-0.0036020133204770523,0.02980177628282657,-0.0674995791871469,0.06940231067928973,-0.0005518586201336182,-0.008869097126655389,0.08885164391323164
CCL13,,,,,,,,,,,,,,,-0.035971167116923594,,,-0.01931415088223026,,,
EFNA3,0.08551378411245339,-0.0026176411725100514,0.0023764339267435958,0.020734900359973992,0.05348954481847805,0.0003863961533858392,0.06464103974754166,-0.06195351098879258,-0.0716145882449696,0.044923341424780425,0.01991866339814714,0.07325789594747315,0.003896216337233716,0.12415712511103451,0.007354776820181771,0.09003787819538751,0.07179593273121455,0.04748112806739154,0.06344686518386272,0.03190890070555063,0.05047749724535874
DRAXIN,0.10939673672566269,-0.0096653737455045,0.0300930444045749,-0.016799399389251825,-0.06477961120995993,-0.0034620094387993517,0.01771481601826806,0.10462350285194678,0.1280493286198105,-0.03160121790660183,-0.014419095659842215,0.09314014045083813,0.03635447570506632,-0.0458228286158102,-0.02222023586265781,-0.05107887474625713,0.041547759700799096,0.04511889494018651,0.015061155589287037,0.07506922439428466,0.08538773421210959
RAET1L,,,-0.020622428407391633,,,,,,,,-0.01727011208923867,,,,,0.024651303368751324,,0.019502301630441112,,,
NPTX2,0.04112960489997879,0.06968447666726567,0.07058357241586145,-0.029105816521230222,0.015218118230983502,0.0041245733082286365,-0.005114691382405917,-0.09998226197562834,-0.08527693805818574,-0.012793870656086902,0.06002707571629816,0.0011176923290773402,0.022237896782821228,,0.02058229774946145,0.08609966478537226,0.027669395821393106,-0.11202969502261476,-3.8840510961204955e-05,0.007726301748780917,-0.019247207228569405
FGF11,0.012022715838016182,-0.09144014736781758,-0.0006057333213956919,0.039436162909168064,0.019185001480089798,-0.0271288735115032,0.06328416704759851,-0.005137885418034128,0.0808045607778289,0.00045514225509986394,0.023475535925028344,0.01836122147867155,0.025126431103879014,0.05347918334737039,-0.004215265095524952,-0.04893296136688641,-0.01735325601477128,-0.027124697921137555,0.021991566727352675,0.05726388644858968,0.08392460310931428
CD59,-0.035933224617748435,0.06013916927348841,-0.015103350976083679,-0.01916136467439494,0.02737729505950433,-0.005052286148789103,-0.1125226590277719,-0.08332737966142,-0.045404288260257136,0.03466157862522804,-0.040282960303210394,-0.034262184207324554,-0.0017113217625999168,-0.09796704519185628,-0.02666239966249807,0.000524558373071846,0.06325001083173475,-0.12140991591197606,-0.035631939544837954,0.06003008968799177,0.07450378022086464
COL9A2,-0.008958355052575176,-0.0031986475336257757,-0.018909161472426526,-0.05017921012010383,-0.009001520377623518,0.012361912617514815,-0.0021307321312574036,0.04005266734517515,0.033330120842974056,0.02487760494648225,0.006020524618425308,-0.05924944740521886,0.009091467452097095,-0.04745776042914767,0.0895695346335099,0.17944296858316713,-0.028440175942132648,0.09448955964628579,0.05630830712294,0.007621245888007695,0.0642225470158472
DLL3,-0.10073694893117702,0.09977299157103853,0.0555401761519114,0.02431647207478935,0.060181884560181205,-0.03880034361843632,0.02278239680781129,0.0870510982339431,0.1107394623212241,0.03751873061940957,0.05898720242445154,0.06359695871431763,0.021337875181900844,0.058237251599419324,0.09420297717732658,0.18525030321808414,-0.04243551937453827,0.13036957382025233,0.08234336482751468,-0.0032951683290049117,0.0006806844357533217
FGF5,,,,,,,,,-0.04076252347914315,,,0.07345983786767667,,,,,,,-0.04706909659547709,0.1497005648776497,
LIN7C,0.015929799784648094,-0.031318739754973984,-0.028173469170785625,-0.0068152855435064325,0.02529442824332939,-0.006197219602175044,0.016772539520649724,-0.0034409974929713503,0.08066991241296698,0.03186574963910133,-0.01825109449556539,0.0008299358478838733,0.060399898999623086,0.06834063733453966,0.022599351592553954,0.0317029927381359,-0.022864617945285316,0.05971879013750949,0.0010148572997221523,-0.021841929649804432,0.13777460973873742
GDF7,0.025330809991404687,-0.026092390844761466,0.015826427105552772,-0.025451723641852924,,-0.019058539200830473,,0.04224792012308382,0.10282747317459047,-0.03289683926911137,0.0020535645630364785,0.023259347269626918,,,,0.033138777071892785,-0.03950329033269538,0.013637847817776569,0.07130827326339943,-0.025396280144543117,
PSPN,0.09331594573119142,-0.01664619040039473,-0.042438838578335525,0.020855850573907264,-0.013349300081616595,0.05154417758003506,0.02211063304135937,0.016695478682944454,-0.06453050931999621,-0.0019144959745145257,-0.0568949620749691,0.0016683803818311803,0.053868770011542846,-0.07337643483177252,0.008352411905352606,0.09269796197208523,-0.03494670066078494,-0.0007690194891677286,-0.0004707922054829935,-0.01446913822736943,-0.035935037154157905
ANGPT1,0.03120837474499059,0.014467707720911575,0.06156888023689496,-0.009427531828202997,-0.027863726360118874,0.011746751542591109,-0.006249261997656517,-0.04011599888729155,0.018633471705182567,-0.014602910087476035,-0.010179205845612636,-0.015133894385448663,-0.030943313845192937,-0.010055332241863326,0.02491792699433421,0.007586488130351624,-0.012591462934544403,-0.01009825204842044,0.03564199383242162,0.017570951823663746,0.0030084188079874414
PNOC,0.019203265846080543,0.18217703576635888,0.018554060348905027,-0.013665418293339704,0.017947278494870822,0.025203716969798975,-0.07646830489594242,-0.0780853524168294,-0.08932057368270702,-0.04537592496446641,0.042856532721179036,-0.0016201702211594649,0.0340013615727902,,,0.013319172974273622,,-0.04516617506070073,-0.018962774218417914,0.052727531596170225,-0.055019264065590726
L1CAM,0.07424397443054379,0.18236715853560642,0.0663395758653201,0.023171565785179184,-0.06603789920870012,0.04384930398218919,0.12996812284634704,-0.032552907573102585,-0.10024680393033514,-0.07926293253402558,-0.004792533545230515,0.044758045131119924,0.036653209849998404,0.004141050275811639,-0.054512483024752804,-0.13500618204882375,0.017878340674547792,0.03796353949106909,-0.023078601629307235,0.02793986697729386,0.04792277508473817
APOA1,0.023649994698841943,-0.033694947235358014,0.07104190395749345,-0.03524722041696274,0.058800098127224726,-0.017159659136051893,-0.023939064649801438,0.17276358393324717,-0.005216573838214959,0.025481854204951103,0.02101946902253089,-0.03126666119251918,0.0427798910668582,-0.022152744757927275,0.02533745276193169,0.030522273299494612,0.15456374553628635,-0.021660475228425145,0.0038859851135298403,-0.060674925501752845,0.055749368330066246
PSEN1,-0.03436809335665055,0.022876390870670688,-0.04851946173667882,0.05543363567659246,-0.0280655362227713,0.04802163878426215,0.039212229195082555,0.021318094592319134,0.018917076287048668,-0.013350863767232282,0.008637463928293647,-0.08492944941121199,-0.023762107796390087,-0.04412488909988271,0.059344297330884775,0.02134703494895242,-0.002805375415838868,-7.158631921466432e-05,0.01806715134307295,0.013507594848744644,0.015344074051347105
CALM2,0.007884523643456902,0.08440209371441065,0.03414793200997998,0.03766205972974932,0.014511960502031218,-0.01714847138228684,-0.020162083382129443,-0.07541268253044682,-0.161333939652005,-0.008923220206114676,0.03163838911639932,0.1002709400239359,-0.03141001213311107,0.047861344840839426,0.07326081600580799,0.08945738451044792,-0.05099306398810102,0.09123146700188661,0.025085602599580915,-0.023033312890573435,0.013184911829689514
CLEC2B,-0.08434221882032077,-0.03194261520634715,-0.008919853561990898,0.0009752944155381119,-0.0034437084256553055,0.0822825830460216,-0.045909438268161934,0.008543781647196987,0.08214391240556544,0.01294311386294733,-0.012888104862307091,0.004230588279709744,-0.020216016152710767,0.006885402550079301,0.03839214432701361,-0.029487093147474802,0.03305212316172805,-0.06266259208285406,0.028186539339226994,-0.015618542909015789,-0.03337800462508758
NTNG1,0.10434741628016073,0.12290405458212239,-0.053713812592572,0.011953067088732262,,-0.011993811103385812,-0.00022344714464359302,-0.005249737036828998,-0.005307299505767145,-0.0015847927283352905,-0.00916699308027431,-0.03580767477831815,0.0245152000473804,0.06481523574420926,0.04376786556592615,0.1580562081675986,0.0175432545036549,-0.002713900790501568,0.021953772876935288,0.13513290015065438,0.03852147845567023
LRIG1,0.02299409570029702,-0.10175687025014697,0.021265475894651137,-0.01303692744566548,0.021058239527744917,0.026384002240703006,0.055359690737963985,0.05597353934561225,0.13055005584860435,0.03514245525417895,-0.008420134343793075,-0.012065668833692743,-0.033791425504540396,-0.01800690208340447,0.0704349946429561,0.17828971057057988,0.08082264638241206,0.062393052639364545,0.052314689134647735,0.13336488416697087,-0.03944795218871967
CPAMD8,0.007566304428617891,,-0.03289001912768192,,,0.039910014072155026,-0.032820138475896876,-0.026982281194009562,0.01125725573406673,-0.01986609248158709,-0.029264320232652147,-0.0076184562997931166,0.011393650399429769,-0.04041773386212824,,-0.01648905391914047,-0.04847126427328421,,-0.019251508798348776,0.007635830387864527,-0.047365725294924964
GHRL,0.07362665285728615,,-0.020557438526085783,0.08194159302391593,,0.056786308340808486,-0.012759205355062362,0.0069863791104473084,-0.056512145621588655,0.030637132400835813,-0.014419095659842215,-0.003685810247561162,-0.02491898084401518,0.03589217480020081,,,-0.027787162142394455,-0.02961224286604764,-0.02642800489154964,0.056464508178347576,
NPY,0.007627557457519616,0.16853373646812092,0.06349594808743594,0.011371300169413415,0.024076299218449865,-0.010702870588061353,-0.031573481672630375,-0.03146467490362237,-0.07253833245547531,-0.033453787151535824,-0.0022143118175762784,0.10161252639023002,0.07237846140930602,,-0.005696310892492431,0.009718373730862392,-0.05834356317248678,-0.017503766807891893,0.012258976136731103,-0.013374028017360465,-0.0398660148127413
MMP2,0.002220566132709512,0.052150592406020504,0.02121281570565641,0.032179112417196204,0.011264273790145269,-0.021791340619125573,-0.021618683762591035,0.10284758536336958,0.14998951525558352,0.03820407644886656,0.0025879070797670046,-0.0022375693139237555,-0.005904641576475664,-0.030535374683812004,0.012002916506903256,0.029234638062276858,0.06182381901028472,0.006108512773547738,-0.012471955975148144,0.039803962465971406,-0.06700520414739025
LHB,,,,,,-0.023225319841118364,,,,,,,,,,,,,,,
PPY,,,0.015009026688229492,,,-0.01015845302871298,,,,0.06228011263597193,,,,,0.06545673637676265,-0.049095845593383564,,0.047182419008193345,0.07027899492626483,-0.006048398675121793,
ALKAL2,0.0025355391529931605,-0.034104903505596015,0.008353418848647735,0.012319843908769574,,-0.022887892169107076,,0.050819428731198005,0.13841262056134818,-0.019002496900440362,0.0026128977377095994,-0.0812078374051084,-0.012508362795690623,,0.08288857428734149,0.019187732956052188,0.0549224413855146,0.08973135407633052,0.014248478853065948,0.0879646264134845,0.07457173121170453
CSF1,0.027707650064175013,-0.1463517167415976,-0.022462053137180176,0.03520338597325268,-0.06884046364402424,0.0029941367637188548,0.05726168790791993,0.03984142407248281,0.08481053288551706,0.04947754371880762,-0.028142804799030266,-0.08519390900890354,0.012438683617766825,-0.019350688085249517,0.06268659882052996,-0.03289010970995759,0.06695126528133291,-0.033664310185782934,-0.01926962125114148,0.10073453980980035,0.040115709706638046
SEMA4C,0.03814549486025046,0.024917744133303343,0.009668644406826441,0.03424982866539815,0.0712815852644308,0.06801709881968293,-0.024182681571814215,0.08869583011983849,0.013733321458752319,0.0332578734194313,0.06333153029324513,0.08814392895726816,-0.002901043241238844,0.050509560338104505,-0.0003934365006621314,0.04579821519601547,-0.059852895447832496,-0.022743316653796197,0.008635505706807328,0.11096539090179025,-0.025607872990551034
BMP8A,,,,,,,,,,,,,,,,,,,-0.016490871802395897,,
ICAM2,0.040131610670138054,0.07583427838296185,0.03860179322949944,-0.030030762034382194,0.06777852241898498,-0.022700472515772837,-0.012149145131288381,0.05855765612306002,0.10584155635517371,0.0291040703897704,0.019354513869768733,0.009420543873925486,-0.016685540447791466,-0.0459070932626242,0.08063335563203833,0.13701418467216508,0.06595720513053158,-0.010834884228065658,0.0416071639539083,-0.05773977652484827,-0.01985588665655756
SYTL3,0.0936302131027953,-0.016715341055036022,0.019824012280321643,0.04350959088314288,-0.024010897446631756,0.039636861640459986,0.003657633319640203,0.02963552420663095,0.06690778393107864,0.010538920633232309,-0.023656718445821658,0.00984567679516628,-0.0191101332044059,-0.07245311912629727,-0.031761405873560196,0.0971509385102144,0.0029607973153816442,-0.003784746727141006,-0.0019057796230222226,0.0763607758809814,
IL1A,-0.03254644997827455,-0.020388413122605878,0.013130624934304315,0.01891038821404124,0.034557791955192194,0.027967026751893286,-0.0073705745373649125,0.033942679444692335,0.0876562282760201,0.02396283911489783,-0.040645437304623354,-0.025690213981494986,-0.019367540826670776,0.08242771728715277,-0.0038058890089911713,0.01745777917629112,0.006619072686962677,-0.0005823223201297949,0.033097263830407155,-0.04422501327854219,0.026847895154621815
HLA-G,,-0.027357029837818205,0.06458541248208055,,,0.021963415802549364,,0.0705597621809894,,,,,,-0.041540536970723636,-0.012946954957665515,0.07781210975428657,,0.037833290823864385,,,
PGF,0.08675828022842753,-0.032551978758952396,0.011355398037532863,-0.006443640371752622,-0.011914797749321015,-0.0210715524352359,-0.02063995716880497,0.05471272874302913,0.10307325695019712,0.0035003501174621066,0.018254668251743978,-0.027737962557543804,-0.0601419244120028,0.07184618063274108,0.018019349373725985,0.1150050071675706,0.050705619832430986,-0.0026282442795638973,-0.006972969929597997,0.03154186524869119,-0.05037147423812174
LGALS8,0.09883752323180957,0.030764164733107943,0.004874131059253316,0.009267671680495814,-0.03069031506212122,0.0502862767196592,-0.015193134806386904,0.0399381443750237,0.042760320537585536,-0.030673903770289362,-0.027759721513881733,0.013573575478697199,0.013093395390430737,0.10117445454186777,0.02967347004421252,0.013107011400606803,-0.022603648682479896,0.05891112132019936,0.08236509773271125,0.015013542958890668,-0.008052222595572433
DKK3,-0.07029022044883372,0.041634239812269325,0.005343603189457364,0.018971862663730688,0.027550512899163392,-0.01061754878053526,-0.01575543724468306,-0.09011305147931775,-0.11307171782761875,-0.02262573565599778,0.021027598087115323,0.10069754798732572,0.011757826090340597,-0.02387510455292013,0.0343745268520904,0.10214221698741467,0.008181826925005516,-0.03649394239278059,0.03757912537610886,-0.0176078918883534,0.09886740161797693
COL16A1,0.09854399536342533,-0.051149313659539564,-0.019107367934842655,0.04053624519827733,0.013235182521217796,0.056753065169599104,-0.04005725838181168,0.011625975107752469,0.011336266694590848,0.012853360332581127,-0.044196975635794875,-0.0259843508570709,0.01464451290269594,-0.015907910092587435,0.05313597498029158,0.09779944988911674,0.05759133296229984,0.016111253263647426,-0.007336782254386632,0.024394935731528466,-0.006857805818007686
