,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
IGFL3,,,,,,,,0.05745426608797923,,,,,,,,,-0.02200400787144208,,,-0.029963145858794244,
BMP1,-0.05585623760543584,0.0508479821080804,0.028013512862478652,0.09676205191446033,-0.01766396813629062,-0.010687729231514042,0.18908525418461727,0.044616577291824756,-0.022571944652913987,0.050714011254434165,-0.016133065024216874,0.13446782877771166,0.02559161939076159,0.06043549779684893,0.02759007714987572,0.029701521238408156,0.005507203565140917,-0.05440073737919451,0.05009949792624401,0.022586053385362747,0.18553249374981015
NDP,-0.018059146465215222,-0.016596834286416125,-0.029505951728088186,0.06607318073969858,0.07346930186540011,0.05293002372244497,-0.0002168686922028824,0.06672442676098554,0.009768088516168266,0.002309015537776691,0.04916393417349929,-0.009261522395709225,-0.03886452427197055,0.05104494676812232,0.003599009925566942,0.043610285088129225,-0.10361458473374992,0.09895187145548164,-0.07025510001281647,0.05136487255981423,0.2355078588547143
TNFSF18,-0.03130716907502497,-0.026305351322002,0.03704202761034456,,,,0.04107863080293319,0.11985213956235069,-0.024768642354472955,,,,-0.032191847737869976,,,,-0.009797603487881822,,-0.03680972611644308,0.010842759611252884,
IL36G,,,,,,,,,,,,0.03305109557871571,,,,,,,,,
RTN4,0.062524596813813,0.04600540585447297,-0.07987788168681807,0.07901208131420437,0.053479111723341057,0.0379470952459195,-0.31086616030923414,-0.09538827267962352,0.017608401332384387,-0.02847888076793128,-0.030316732288808393,-0.054842078540023736,0.07627009877994165,0.07913979888701296,-0.018472757961172565,-0.01735287016292043,0.04689144301443774,-0.010666377726104233,0.014391651025143672,-0.001118399260647828,-0.05362216102457137
HEBP1,-0.0020922812297899432,-0.02783622443987878,-0.025085931028421483,0.028724794557442368,-0.0672787823374685,0.027528946401897042,0.17868326955061606,-0.013732433485194203,-0.01619725146314508,0.028815286701354317,0.06349983801413883,0.05109295402616218,0.0538174768461167,0.007126283708600574,0.011581645975583138,0.06776461747018887,-0.024512317599461327,-0.0013179148894848542,0.021309295515757214,0.06317888612241541,0.06637833676686464
WNT7B,-0.02758063538729401,0.034574040922071086,-0.04428965289966004,0.04359107181957572,-0.01013019216396257,-0.0005495975504401961,0.01605744973126093,-0.09694165754549733,-0.021725041136030604,-0.012479995889344406,,-0.043216858589246995,0.0501598884533129,0.017469122248218227,-0.027745224915843397,-0.003989274800295526,-0.018539996083456984,-0.04514473951438743,0.027970738472463143,0.0009823141288171416,-0.03115998882443808
PTMA,0.07464273304097982,0.1634361522862613,0.0021282270617647126,0.20944849878888488,-0.07497520398065095,-0.09331151401196958,0.43186031702970284,0.1290015181842252,0.030936790192616585,-0.05246957461480957,0.16454870153751158,0.13412263538729524,0.03776951701297307,0.04618718419122567,-0.050584531948587474,-0.09096591103034979,0.12600016803734346,0.02697053322999738,-0.04017589941811777,-0.02087691437083195,0.1017706857202891
FASLG,-0.027580643184268977,,,,,,,,,,,,,,,,,,,0.00762867894462254,
CEACAM1,-0.03829596443851962,-0.005550140475967093,-0.03398964475724165,,0.07402750729533732,0.04166242870555526,,0.00011647154252515932,0.013640094138367342,,,,,0.17467798922151362,0.0741030973857526,0.0007610796580562751,0.02788630895059296,0.006707774955740656,,0.04643958532907333,
PDAP1,-0.05650621692693285,0.01721011429010624,-0.016806358262422407,-7.574138136950339e-05,0.04132605829784395,-0.12921396322952922,0.1505821693447108,0.036139141877605856,0.06881041801537402,0.04249855191557041,0.029784403208505002,0.0029529078835687055,-0.0630896992300221,0.006947485876845451,-0.021421580178854493,-0.01762260900360053,-0.05083288627424032,0.0185635549060164,0.035285787704705605,-0.017347069724587716,0.0879693196124993
QDPR,0.18405402523757164,0.010698269593687621,-0.08747546533102975,0.053479884581941244,0.06344470698563646,0.015306890653661566,-0.08581202118059522,0.12534271309059924,0.020014711059596395,0.019179954853942992,0.1162781824773778,0.03793127569298565,0.01863055366816881,0.05064944260628449,0.04163564557249857,0.06483294169817878,0.09131288490037859,0.07842286738610839,0.0861313241191962,0.03113459569491232,0.04063074856216727
POMC,-0.024308157197060712,0.01520458891250643,0.02446312979178226,,0.04030158269907057,0.01605209080644756,0.0016893244987386572,0.047883953744208146,-0.009694969410063755,0.010355014350050989,0.09679366077216646,0.01219639836877885,0.0767852683110699,0.04443229796587665,0.0518152724803605,0.12296445390702432,0.01987151825982082,0.012220264812859026,,-0.008977532107232355,-0.04682454579844601
CCL18,,-0.02206330794859319,,,,,,,,,0.01971402910323287,,,-0.04966438545798936,-0.022610180383120262,-0.043443590955981985,,-0.09301472858173417,,,
CCL17,,,,,0.002568699353013978,,,,0.014029193839513373,-0.015446736419244768,,0.0025803388385702082,,,0.05393838095313043,0.07739816492950821,-0.024295156456665065,,,0.06660676815800894,
VEGFD,,-0.00923042758260712,0.023521583867587615,,-0.0016107069229103921,0.07288119738267225,,-0.03700047656039022,-0.03291208791446412,0.013204935369300086,0.04565698657004295,-0.029495155119991394,,,,-0.01109905426392765,-0.00794646351032134,,,,
TNFSF13,,-0.001877880196656097,,,0.017270762244780215,,0.02133975829465667,,,,,,,,-0.034359656320857274,0.01782330037222273,0.007303675250454678,-0.03468544039119882,,0.11274233321067394,
WNT5A,-0.12015172662839207,0.015905770297257836,0.044484849581314656,0.09478221002536762,0.012948726799250878,0.09208176216733076,0.30116902886615304,0.009633979264902937,-0.013905242847502775,-0.0019483546350293885,-0.0389826628572038,0.08230038457109805,0.049424686219059544,0.05010530289546684,-0.00565659961204328,0.07086113315098587,-0.05980898023670182,0.017743727492188305,0.10375655876869966,0.06904725285334005,-0.030671491820434695
CXCL8,,-0.06952841054556597,0.004174546687256862,-0.1084488179997271,-0.07686480503696974,-0.11198103814384383,0.0011518033139153374,-0.0025055905970411975,-0.050326519875369166,-0.010551331312088543,0.06844899949912706,0.017380030229007283,,-0.07953275790609297,-0.06212002221163192,-0.1877687584372954,0.02704538997791805,-0.0029534988619416957,0.12049784591950767,0.015967660208474236,-0.10819000873758045
GRN,0.06539244123340071,0.04188910138616165,-0.04379885527099025,0.11962147963143668,-0.013676170534109619,-0.03834436720548513,0.10967462383388522,0.07767105213162298,0.038645449703785674,0.0037648752795251986,0.053020677816857056,-0.00090987318658336,-0.05969418491900662,0.0222458086181169,-0.008076301518133117,0.002477402607690779,-0.10819598606572703,0.013769426650561176,0.00706297972335714,0.06900956832978111,0.02194104429384299
MIA,-0.03610068303834202,0.0405024969022977,-0.026960727994593984,-0.006286825965316887,-0.009268433348296351,-0.002740019368528528,0.14658201962730144,-0.0017547319032797863,0.007377591743949311,-0.012885907409724487,,0.010649620502159663,-0.0508659552212988,-0.02483977365526081,0.10823931204804305,0.10375148442651931,0.00850294857173519,-0.03930537765365785,,0.009059550461138176,
COL4A4,-0.03194174549085439,0.016303133375974537,0.0675528794205869,-0.026424388361846157,0.036054405819632554,0.007081521772105629,0.05200265321070725,0.009772010020105257,0.03683961214615009,-0.021647299666115845,,0.018155492674782454,,0.09268726645444166,-0.0023629280810992673,0.06359050310751527,0.04363609293413783,0.06636604414552087,,0.06909289074591586,
TAC1,-0.027580628178775855,0.0694169317151365,-0.029356314873945327,0.1668353983621605,0.04395846371798056,0.10382816856657315,-0.19527369792747445,-0.11186513954404292,0.044226396839819,0.000570083391474631,-0.05422801241568199,-0.050353735620112514,,,,,,0.07773389233636567,-0.06937915255644916,0.06780824003913073,0.032604781728540005
RARRES2,-0.1498054945016384,-0.011664049006959328,0.06136524788247791,-0.12790628419950392,0.07492818543528663,-0.05978379096257501,0.17606457754116084,0.051647193436997106,0.07632519292770935,0.028006047980251407,0.07133852652588049,0.093758726218658,0.045049996570499545,-0.026257139503614777,0.004619062483128719,-0.08275793564103824,-0.017298416855781415,-0.03505491668992598,0.031550463899084016,-0.0005746818452883982,0.07403480845769343
FGF7,-0.012402879851415641,,0.0020689940264860514,0.0332249575853112,0.05985435145502276,0.058614747426411845,0.0695911681282372,-0.011807287354449053,-0.02026260803046764,-0.03713250947148881,0.0248544632489596,0.003937772609120342,0.0022849598524747722,0.13312723795911613,0.10099119642844415,0.026546090387729038,0.010202799363987838,0.017648890788289892,-0.03380117849558425,0.051293974779308825,0.015683424256228328
EFNA2,,,,,,,,,,,,,,,,-0.019987236052713915,,,,,
HBEGF,-0.08219655318529484,0.002331735614071405,-0.008105960808740407,-0.02932889239872387,-0.0012278754807898843,-0.05735442383540366,0.2307333128111801,-0.020646489103343754,-0.040789627020630666,0.0015469016257049688,0.09858743302632796,0.03812398179283433,0.011718346209773675,-0.049559269339221196,0.023058931921826283,0.014143137576546061,-0.04694736727972631,0.04531748932336791,0.04290937385257681,-0.04319466698071088,0.14997493229298708
CSF3,,,,-0.06573798864755698,-0.04494564788425874,-0.07974322716484297,,-0.044195986371941755,,,,,,,-0.03150761529407583,-0.0499829211412559,,-0.015186219274063963,-0.004348339307212766,0.0777174002968936,
PI3,,-0.06639769068202794,,-0.05840161727280313,-0.030589544566796502,-0.036943159851009905,,0.006590518366772462,,,,,,,-0.09450131120241405,-0.17167448958847306,0.018739337604148025,-0.06584791281177971,,-0.053880131035954154,
PCSK1N,-0.10007637354831006,0.08740874671779705,-0.07437051244740034,0.1294093528411993,-0.023803691525920274,0.008595063487990948,-0.13019614694010787,-0.059173016153156045,-0.011048866148287416,0.037175459356986344,-0.09152405101721638,-0.030475069957632047,0.023645607356233125,-0.00035611322406590035,0.028299893172353846,0.01892045374140453,-0.022957532561926026,-0.04506579564819518,-0.11116190191282779,0.0636434974625113,0.04871617757312931
NTS,,,,,,0.016105903850550458,-0.02199546148265237,0.06179696484972631,-0.03684358188129984,-0.029071282569353023,0.03884375040435717,,,,-0.020372665081536154,0.09077473256264465,,0.0971461707599151,,0.036066903811343295,
SFRP1,0.05844001573867979,0.012987507791856227,0.10829624988768605,,0.0249978701002612,0.009211732538856604,0.1753580304926054,-0.009993315426444827,-0.04981629994467927,-0.01544673657480609,0.00674690778413207,0.050247876509684035,-0.021676364129443553,0.04330600790278803,0.04504733810272708,0.07520271633818015,0.006429014815464217,0.0006818611374904204,0.027888590440081986,0.001314451809593078,-0.00013142704365687972
CXCL13,,,0.09863233826336266,0.004363586955826971,,0.04548049096982684,,,,,,,,,-0.018197040711081473,0.0055917260214566715,,0.06886532862271111,,,
MICA,-0.033191234144798104,-0.028411270890511223,-0.018558357871168277,-0.008064399167839404,-0.027565792896942214,0.04022861779459358,0.10046443065127224,0.002844209554501587,0.02773175162234177,0.019181423750067372,0.03548030093879459,0.028196189603362582,0.004906290208952858,-0.0035257831420383297,0.028536047595253314,0.12575642790877437,-0.0008863796951762417,0.008214647480290289,-0.09962603206422806,0.009500252038962822,-0.007651983660512261
TG,-0.03194173829265906,0.0663203711441618,-0.008439152296996518,,0.07163668999303266,-0.016074227726942596,-0.022600779771977216,-0.009600660924652027,-0.0025235667463417203,-0.011178736067283495,,0.04694149090162051,-0.023340217684295173,-0.020268489931374117,-0.0026952424585941818,0.02833571892089292,,0.014467078222956885,,-0.01395072893430466,
ADA,0.015827129859747827,0.07255303501812717,0.002705636101589232,0.08300549260547391,0.026320540698064835,0.03292836255119874,0.1366796426405974,0.022990831101226065,-0.010862356976360898,0.10702895449238589,0.055700858420756595,0.0144957670125625,-0.010569305485604133,0.006568332806847249,-0.026547896125664525,0.08421514091312537,0.02938233199957816,0.02143451177640366,-0.08554821509818503,0.04354690820754117,-0.013634673115512303
