,ZH916inf
BMP1,-0.08412004834563969
NDP,-0.11527159749910085
RTN4,0.09800426886179181
HEBP1,0.08855890082372493
WNT7B,0.19527729292843027
PTMA,0.012390736337701271
PDAP1,-0.020580952259858027
QDPR,0.043407854869446136
POMC,-0.033889125171146166
WNT5A,0.0403869857700355
CXCL8,-0.036969217222833896
GRN,-0.10841990262534222
TAC1,-0.05799557232718566
RARRES2,-0.0037334464263328363
FGF7,-0.05945525117115612
HBEGF,0.029289779715494808
PCSK1N,-0.08216440986467324
SFRP1,-0.026827224990754097
MICA,0.08108884413411258
ADA,-0.02921272453794955
LAMC3,-0.050951754474686826
HMGB1,0.10826911727667711
ITGB3BP,0.018945838272019868
RELN,-0.004688693245786253
BSG,-0.0031237849516216167
CD34,0.07672552902873672
PLAT,-0.1087114017132134
CKLF,0.06497657701185132
CD24,-0.05297268541534677
HSP90AA1,-0.0004350787149702645
IGFBP4,0.014813174623450472
ANGPTL2,0.01676975106944503
LRIG2,-0.02341216228338417
ICOSLG,0.05048884915231382
WIF1,-0.06660849153636436
NPPC,-0.013338944564060455
LYZ,0.0703855996598373
SPTAN1,-0.04667817031368702
SPX,0.008534445378858243
MFGE8,-0.025425002664973075
TGFA,0.1511910527369425
SLIT2,-0.044738549934057466
PLTP,0.022382607209133338
APOD,0.05566186372515221
B2M,0.018841656069110778
OMG,0.08580982312371453
RSPO3,-0.028448074152400846
CORT,-0.03037793549077027
NCAN,-0.09124909911081971
TGM2,-0.06734307081588473
COL9A1,-0.04628498458029445
GDF11,-0.09871308943977819
SORBS1,-0.05763294567894953
DLL1,-0.09529171280109135
TLN1,0.04374450602242256
PON2,-0.02995964666805904
ICAM5,-0.058994467181990855
SFRP2,0.09590586552418602
CXCL2,0.14182614391606205
CCK,-0.03409881534269666
SEMA6A,0.02725739327101517
IRAK4,-0.0711267857683328
GSTP1,0.09307410688828971
VCAM1,-0.004093428059290442
NXPH3,0.00950666759048901
MTMR4,-0.09573389646670731
SEMA4D,0.0750703515424486
SEMA6D,0.04164883598864888
CTHRC1,0.20357480366138828
PODXL,0.03207259688495637
JAM3,0.07086186456771205
TGFB2,0.08251705470560705
COL18A1,0.04296222218390784
INHBB,0.058210487499047184
ARF4,-0.00848071250040027
CXCL14,-0.07887726521736806
ADAM28,-0.027123170968254916
TCN2,0.02565394280309257
TIMP3,-0.11853404258558865
PIGF,0.10812672428723366
CRH,0.016778623480359613
BDNF,0.04950533864032628
GAD1,-0.043873104575513064
HLA-A,-0.06524774057101519
ADM,0.03160214851924908
GNAI2,0.0441971340460278
COL11A1,-0.021758579261711267
NUCB2,0.03143508144272049
CXCL1,-0.03279326088254926
VCAN,-0.021242255744994814
PTPN6,0.026030349705808496
PTGS2,-0.015040870137450072
CD58,-0.005100375939720785
TNFSF14,-0.03560998519738319
CNTN4,-0.049711083883437424
MFNG,0.026707160591982266
ICAM1,0.0320645865246574
PROS1,-0.05476112260347854
PSAP,0.02259923153759831
EFEMP1,-0.009793519600778351
C1QTNF1,-0.07332663849338547
ALB,-0.05799553451195565
EFNA3,0.08718686892387233
DRAXIN,-0.020884371066337223
NPTX2,-0.025892861576362752
FGF11,0.12186863087097437
CD59,0.006248054502533784
COL9A2,-0.06323426867291017
DLL3,0.0546008015750455
LIN7C,-0.04446306673606344
PSPN,-0.01342753655400719
ANGPT1,-0.07134618603916663
PNOC,-0.03355781234953456
L1CAM,-0.06984008326852766
APOA1,-0.029747254980902728
PSEN1,-0.03367082166751612
CALM2,-0.038347494106275797
CLEC2B,-0.05571533852417256
NTNG1,-0.054941291459963536
LRIG1,0.058989158061611896
CPAMD8,-0.011633529455805402
NPY,-0.00019720568896937015
MMP2,0.09254485321458443
ALKAL2,0.13312334205435047
CSF1,-0.056558084455720296
SEMA4C,-0.027351655986251604
ICAM2,0.12619420014524055
IL1A,-0.057242173102346715
PGF,0.3564595880923708
LGALS8,0.026699092582515144
DKK3,-0.12434334571533694
COL16A1,0.03379433654618662
TPH1,-0.028448166402113954
TNC,-0.03145032636055613
TNFSF9,-0.06131159157699881
CNTN2,0.028527988040096437
APOC1,0.019118872865350058
PKM,-0.0641666393395702
TNF,0.02715725714614514
GNAS,-0.0016368128586781835
BMP8B,-0.02167133623399156
PTPN11,-0.023671967670940385
EDN3,-0.04672363399802812
CCL2,-0.12390859094256276
DSCAM,-0.026676248575749576
FBLN2,0.012749464918229548
VEGFA,-0.04366952500909679
SERPINA1,-0.07546809566968365
VWF,0.020042141897730757
GDNF,-0.04025483122509007
VASP,-0.03625291505983485
ADAM15,0.06733849528588486
OLFM2,-0.09567935268419368
HLA-C,0.0060628777465994415
THBS1,0.0326875132648142
HSPA4,0.011664941281861045
LMAN1,-0.048704630870770774
APOE,-0.11460878530894626
SOSTDC1,-0.030377993480941768
ANXA1,-0.10613525873875763
WNT2B,-0.04929254161915758
GDF10,-0.05054061231410762
EFNB3,-0.03703673841610378
LTB,-0.03560990523479591
ANGPT2,0.0041189455047438185
NRTN,0.08081671249816683
ADAM17,-0.05364359018235633
LRPAP1,-0.09714053350763195
NID1,-0.031074117524061584
MST1,0.0569815363471375
DCN,0.0046080940521332076
IGFL2,-0.03506234493054132
COL7A1,-0.05648210900219127
CALR,0.022801287418240376
PIGA,0.046709688335576836
CD200,-0.043178738674371414
CDH1,0.05061991297108545
LPL,-0.07208955532288223
SEMA5A,-0.07184313035807
SEMA7A,-0.04791837574041695
SEMA4G,-0.03615072228796219
SEMA3B,-0.019089701277909765
RPH3A,-0.06331592607630507
JAG2,0.11559946390988585
CGN,-0.032204510294083805
SEMA4F,0.011802766214964289
NXPH1,-0.01913019238215232
ARF1,-0.02469904421522456
