,ZH916T1,ZH916bulk
IGFL3,-0.013000411530488505,
BMP1,0.06835066731959846,0.024132856043764167
NDP,0.03215657206547007,0.03769623133797029
TNFSF18,-0.02080476898827551,0.007736577393963897
RTN4,0.034661041338813085,-0.16965242647361758
HEBP1,0.05248617334478741,0.05815598931675822
WNT7B,0.01967432062645806,-0.04336478577193745
PTMA,0.0024595134668152917,-0.011621691171923753
FASLG,0.06272379647644925,
CEACAM1,0.0026517366481248346,
PDAP1,-0.011170896514781403,-0.0207625890708407
QDPR,0.0364888424974202,0.0017637377499287094
POMC,0.028750827425125774,0.014166621731460327
CCL17,0.08793185551163832,
TNFSF13,-0.024971192851477524,0.015073834344181622
WNT5A,0.0561440476486193,0.00989302397554787
CXCL8,-0.06971011773861416,0.06333209492323497
GRN,0.029284579285188756,-0.04784188453079153
MIA,0.015937271307297895,0.005789809593243067
COL4A4,-0.06566299699628747,0.029685845978166085
TAC1,0.07726755314153554,-0.108771985980457
RARRES2,0.050029742814828033,0.012619915418216722
FGF7,0.008737182072061788,-0.008743017702997756
HBEGF,0.033264484198647415,0.07964481199856747
CSF3,-0.023541166701397036,0.022787679874036817
PI3,-0.03454726008278961,0.02424131932539719
PCSK1N,0.03801737931666744,-0.0856565677400219
NTS,0.11016362439110569,
SFRP1,-0.009994557346337883,-0.00639246264071698
CXCL13,,0.020097900231886942
MICA,0.04841175104782124,0.10395774987094017
TG,-0.04590976536587696,-0.04022129081323889
ADA,0.08910341820494048,0.06649476143075098
LAMC3,0.05184231079630541,-0.04397926110020144
CCL7,-0.02466886074736129,-0.05370210321322946
NGF,-0.06200183712095159,0.1603389259775767
TNFSF15,0.09588410829770622,0.0964551107147717
HMGB1,-0.06373214372058174,-0.03457917827278442
ITGB3BP,-0.029195223017960757,0.0008262266464463482
AANAT,-0.02610068341593503,-0.027474810373458225
RELN,,-0.008721048379069323
IL15,0.024795811073438496,0.04112086379396857
BSG,0.09513565523750608,0.04955690528164546
ADAMTS3,0.044286490639550334,0.07832365909371439
CD34,0.026710478866903295,0.024497651946881506
PLAT,0.024770110825512982,-0.02759515929509128
LTA,-0.023527579171274127,
CKLF,0.0591774132430369,0.0630728968298343
CD24,0.056537848162617234,-0.06776080105960008
HSP90AA1,-0.07226457010117844,-0.1921992098525753
BMP4,0.026076822234068802,-0.056469734114331545
SCGB3A1,0.08066243167516361,-0.05521079073041504
IGFBP4,0.028329181648559753,-0.03316847372920907
RSPO4,0.024210988709565725,0.024122424710847967
LEFTY2,-0.004080748938898665,-0.12534704280886216
PF4,-0.03512757828167018,-0.027139112805148725
ANGPTL2,0.05532645476758049,-0.048318429555946577
LRIG2,0.025335008222762214,-0.028371342957721337
ICOSLG,0.10099307812141883,-0.03174896605155207
WIF1,,0.0014443725377974277
NPPC,,-0.06522155685784142
LYZ,0.029397717936805578,0.008330427703467569
EREG,-0.00453051288383549,0.0003543940726324866
SPTAN1,-0.006914489579177501,-0.10257229719316599
LIPC,0.027048390045542322,-0.02954063682173057
COL8A1,0.05228235744344832,0.050654583793673026
GSTM2,-0.005907443048172248,-0.0350940712906513
SPX,0.023067402864633078,-0.02221371087126329
MFGE8,0.07705667044206416,-0.05570197013725464
TGFA,0.05954202700014903,0.02819981850127186
SLIT2,0.040667056136871965,-0.009121958744824783
PLTP,0.025018917191566976,-0.010892050024486481
APOD,-0.05237010208395513,-0.028633735220573976
B2M,-0.016100887635846283,-0.045191640716932255
OMG,0.10510804368471795,-0.059110036599242445
CXCL3,0.04786859985946767,0.06638407516148913
CXCL10,0.014735402596097437,-0.023063487176773253
RSPO3,-0.008337877974266508,-0.07106255821217981
NCAN,0.05212077951070573,-0.02480401751041644
PRG4,0.05000337461070276,0.08488929410266402
ZG16B,0.021588267357393876,-0.02315244660509053
TGM2,-0.012397646876423609,0.004419249659351308
VEGFC,-0.038312479388502914,0.04119089642111175
WNT6,-0.026612763728769,0.04157112303006994
NRG4,0.042459412230018326,-0.007889747445570335
PMCH,0.01877202495706556,-0.04607393074973186
COL9A1,0.05161618960383606,0.05779087081586168
GDF11,0.0924681677900461,0.051592715365439946
RAET1E,0.03203517085744119,
IL24,,0.07056571355763443
SORBS1,0.008024569992630832,-0.021894958920377235
DLL1,0.07144021588790794,-0.013925843852188471
TLN1,0.03888803359336494,0.05136076668013415
COL2A1,0.11199950518270152,-0.01677123666405874
SHH,0.005333558334905015,-0.016063562149905144
PON2,0.03157344462239991,0.0898762931448774
ICAM5,0.008070695845509911,-0.027626791070440117
HPX,0.04290999096488801,0.007084706320076199
SFRP2,0.026415814950724596,0.0018324764476384532
CFC1,,-0.03183412560826195
CD70,-0.01698288513995321,0.07868552145854965
HP,-0.025673584977918912,-0.07548031407391878
CXCL2,-0.005185741935806485,0.034271835517089254
NPPB,0.007126476081294743,
CCK,-0.02053388794378396,-0.11530378012355558
SEMA6A,0.022123766881284,0.05496726135697443
IRAK4,0.08922047926290609,0.023323957244011328
GSTP1,-0.005601427867469479,0.0915282400642096
VCAM1,0.1056429008573484,0.029105253616617293
NXPH3,0.08881085209593523,0.011590895752481694
MTMR4,0.02162112370553245,-0.01383281688111574
LAMC2,0.02414376134737306,0.024036903396970878
IL10,0.004262450137057942,0.061108045913429034
SEMA4D,0.06309432891601331,0.03059996504137961
TRH,0.03351493633568656,-0.0011562316611774452
SEMA6D,0.06214847907827035,0.006865532928413346
CEL,0.05405105604206455,0.0037429652006609132
PDCD1LG2,0.10669602237679289,-0.004752346753650099
SPINT1,0.11011699237426273,0.09098890991218848
CTHRC1,0.05795028462543612,-0.008921201089043724
PODXL,0.0579929603963808,-0.00870360584495296
JAM3,0.025747723576970444,-0.0007077860015741926
TGFB2,-0.008394457859698466,0.10035692265084759
COL18A1,0.019272925989474814,-0.039532694997196874
NODAL,-0.03892723600501432,-0.07217043855964621
INHBB,0.04921683967018096,-0.024942977528012344
LCN1,0.08673569464390822,0.036632954301053386
ARF4,-0.008716157296457106,-0.031760882432248824
CXCL14,0.029814376803909158,0.026740247837375577
LIF,-0.012976434696622782,0.09626188022120397
IL17B,0.04817418496452746,0.047406562177749974
MMP1,0.08178947865858247,-0.061486506841659426
MATN1,0.0027381757577955106,-0.025038065554641442
