,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.02836338870233802,,,,,,,,,,,-0.02032218112887445,,0.016555521618684465,
BMP1,0.04560329295239893,0.009163548366990442,0.0173426705461623,-0.03525448062344138,-0.04950739937843176,0.0018438150174664924,0.19811949679099128,0.014256998185939647,0.06376954050087758,-0.005092828388199033,0.0068701302931828195,0.033307191299936895,0.07135011258790766,-0.007209520921534204,-0.026162523899353057,0.04651632208586459,0.05221861898460385,-0.029085015610638188,0.05495194905946997,0.03899452503990773,-0.02798801581888095
NDP,0.07381355525014292,-0.01593406757835443,0.01509674747960136,-0.027768305063986597,-0.03217952782849025,-0.01997979622103838,0.014239988723299764,0.0064972247384030455,0.03183484917078842,0.014778801501622614,0.024449719745871006,0.018604637498900765,0.12789747554520764,-0.0649446801615535,0.013784501073272223,-0.0032173140878055465,-0.005387189381140542,0.01698258687022937,-0.04477939219621294,0.08571388429768573,0.014079222795480182
TNFSF18,-0.006635732005905191,-0.028201999775549803,-0.05046235943520114,,,,0.09220243046141913,0.005805241557080514,,,,,0.07174852276850281,,0.14499232599254824,,,-0.02095790669064618,,0.048183490976272954,-0.03486568583043814
IL36G,,,,,,,,,,,,-0.022126989036348115,,,,,,,,,
RTN4,-0.0746270881495512,0.023134459529471768,0.007079685922351689,0.02892888058233947,-0.026826781418563525,0.06525853525481662,-0.2490964333994615,-0.02152480732399722,-0.04214001101506172,0.06892562903502095,0.013815261987173394,0.0006820442682425379,-0.058597479073253605,0.2109253549397819,-0.05683353173054933,0.0011192981260543173,0.05599034781110455,-0.013031166926225086,0.03831148892603882,0.020970681538197575,0.025955408514788662
HEBP1,0.04727388383017388,0.010257823903675248,0.0008572408425810167,0.0423793544602354,0.029866769248543857,0.05408094465806153,0.10414084832019464,-0.028854232188300542,-0.007320444147924884,0.023203074797759335,-0.028122278010261258,0.0555220231646917,0.04173379972281281,0.0570666283130866,-0.07473448586551283,0.028300201207421022,-0.010663349268784305,0.013828866310133416,0.01338796924912944,0.13633948716370675,-0.025035645122349074
WNT7B,-0.0002830980897170377,0.12288667287319524,0.039883186036752324,-0.05354609696105795,-0.005603432335326137,0.05694662306796034,-0.09229086944383695,0.011334482064313017,-0.027658816186263046,,-0.03260325405462982,-0.009774544332606497,0.015329220955744367,0.09241608089410053,,0.024550672360681695,-0.033141955563704396,0.03720339310852677,0.01710380232627594,0.03339201725457139,0.006980359488688667
PTMA,-0.08228442809421935,-0.023997548394104107,0.01707556882462615,0.07908655126680612,-0.0003095213190973369,0.04955678391736234,-0.11743251707940776,0.015261701948241894,0.011379322919821973,-0.06515812094417672,0.004226448364301813,0.0350377463317468,0.012931865837106971,-0.06123740381262288,-0.10167422760691296,-0.08456109569661763,0.012788893953547827,-0.060928239941496355,0.01657022572805264,-0.002961105200904305,-0.037300250508921
FASLG,,,,,,,,,,,,,,,,,,,,-0.029757045914475266,
CEACAM1,,-0.017949799961675363,-0.024055903678652443,,0.01874945617595834,0.0405210517814955,0.05415923709174287,0.041960332333623146,,,,,,0.0781492311949936,0.0941411745325522,-0.0320377354603295,0.08358870970851544,-0.013639548780266639,-0.013517655880337041,0.0001155175246122089,
PDAP1,0.014863645708982128,-0.04745949497854359,0.03516789698649085,-0.031275880479055294,0.030747493811575946,0.00599089817199869,0.21821160097029463,-0.012900112583835348,-0.02794541684227761,0.07761345085035404,-0.01883259077457256,-0.014928739505856697,0.004030620601750794,-0.050163983502190146,0.024447262571369203,-0.02490868446555005,0.029829657176544944,-0.0033079736846185794,-0.043845790035043554,-0.01844354630998723,0.010358665759182666
QDPR,0.03159927082674237,-0.03443539743668987,-0.0047962097987444005,0.02093178224369903,-0.03054594107172291,0.044773854541580727,-0.16514724724982527,-0.03823291155775117,-0.047582266617334404,-0.03648782971562052,0.0007542907474741143,0.05530561953318943,-0.049514556578546275,0.0332540302955765,0.010160341440433882,-0.09170681372925882,0.026847425777876566,-0.01097917483594308,0.0042067947685772294,0.0368052717686764,0.0073321853421568816
POMC,0.053010865711408034,-0.024574156941002824,0.05559692600698003,,-0.0007238546797961072,0.03161937533661861,0.08407631129963787,0.026244039679207996,0.01167339682247185,0.12132914925063087,-0.03473423936176478,0.017686588599469453,-0.0385650154262028,-0.03782713356687776,0.0574693653265573,0.02903884829801848,0.06770085629409707,0.04867532444330676,0.04383769113950055,0.07809141632957974,-0.012223876492701303
CCL18,-0.02809351680436714,-0.022399654382783612,,,,,,,,-0.03111309576930542,-0.00835851528969879,,,-0.06067582505687491,,-0.022715281192273784,0.005867631255650565,,0.04045244215343562,,
CCL17,,,,,-0.002768372954169783,,,0.021010252535553258,0.040956055589211976,,,-0.020213632669709755,,,,,0.1527601864462653,-0.026793621907239905,,0.0031367713301739316,
VEGFD,0.035988737793811905,0.008636094732530191,-0.03445525569896323,,0.002494745015529412,-0.0027309383979667603,0.15089040969248937,-0.01262892535485287,0.021579156355116424,-0.01982360077921119,0.05726913116416784,-0.021663576215779776,,-0.06835809935318109,-0.032521655286043394,,0.009687207497698769,0.008441871773218822,,,
TNFSF13,,-0.016903503365593625,,,-0.002633130245007008,,,,,,,,,,,,-0.025193107399899793,0.04227538690327846,0.08091677994942238,-0.005071517936393729,-0.0011713087856577026
WNT5A,0.022254110650304176,0.05868327339367696,-0.008797788380598208,0.061307040747773725,0.028961348303789002,0.04633953343144607,0.12645755285493762,0.04050073698714934,-0.0008770947984426695,0.015127070397697307,0.0012135755198380076,0.03065816373918017,0.04123385345509333,0.05178708976776027,-0.05623273038979915,0.06718080071168119,0.01972760260075183,0.044449873684498854,-0.029575786816188988,-0.007308874579649145,0.04606491455555619
CXCL8,-0.05986944010737905,-0.018415099466709994,0.03622493226923522,-0.039949242635396426,0.14711866644790347,0.005692666492763678,0.09190705211024729,0.01610263042068509,-0.023384409407585908,-0.02033920267369519,0.01689448232832459,0.007621364233067771,,0.06381179242825497,0.07503337458928226,-0.03999382890631249,0.04289136347148924,0.06104201114463248,-0.02418158203844,-0.045450206948988825,0.02554947295937393
GRN,-0.033312748285783365,-0.01562217384652541,0.05985472317830557,-0.006179903533458127,-0.016233687794448767,0.006080281664457498,0.1488565709973719,0.04515638520507514,0.0041228605729922135,-0.028238384406748855,0.000789576694741735,0.0340668924713099,0.07963917315441742,0.0981627846182497,-0.008741249979543257,-0.037103259659485,0.05477049411791851,0.04463633495675125,0.0021712761163926514,-0.01776497703481042,-0.016220637495815638
MIA,0.10798606437159741,-0.006718248979224888,-0.030642094865343226,0.007162981308973777,0.03941664167333269,-0.03652986445883388,0.029648090525279187,0.014869258508582488,-0.02855841841607348,,0.004782799621579152,-0.029669260416354697,-0.004509388152658512,0.06589209300377938,-0.03499650547597328,0.0042321469459106874,-0.04293286571495602,-0.045278586738464854,-0.04941444800726341,0.07780694900518836,0.030732761727244488
COL4A4,0.12574623472921712,0.05266942163231864,0.0225212698720701,-0.05430003911853299,-0.010209593063072099,0.029644330687703172,0.04669791655181027,-0.011523098566146651,0.039842573824356194,,,0.06949578720908055,,,0.043679049702480335,0.0661915990582811,0.038238216201009374,-0.028544040151883877,-0.0005085544796903352,-0.04179453869063178,0.0496504788702048
TAC1,-0.021905869849026247,0.011401304036511076,-0.017245019529829826,0.01031190059745721,-0.0336537326192601,-0.011892248761842082,-0.166115249755031,-0.025413249254249454,0.018348662276955734,0.05640122658973947,,-0.05100468522200586,,,,,,,-0.023321807337079642,0.03948972824446437,0.009523106290558928
RARRES2,-0.06033584343862211,-0.02744863333623817,-0.006099270226696371,0.0580346110013827,-0.00433422537282338,-0.006232253185373086,0.19489643463556766,0.006710137838908779,-0.027305727373025866,0.04558329164719085,0.014495922603379586,-0.012597637875747095,-0.03909693030644463,0.20627121438675075,-0.016155381092821573,0.019558032934961226,0.041333863528634544,-0.04000837716625578,0.009828178180092687,0.07344078248205774,-0.003386615787389378
FGF7,0.017267596523238525,,0.029852904350184475,0.017642765579034537,0.018639210242102685,-0.00680694448322428,0.03720363400259256,0.016572215085687212,-0.023857768014589456,0.05319442563779699,-0.0036742820297015846,-0.031158421679314326,0.0023532648714579014,0.07147919185538693,-0.014769390076598476,0.01652401558912607,0.002033335685951503,-0.03521463634245116,0.02149210399824426,0.04397050503603364,0.03833728780575915
EFNA2,,,,,,,,,,,,,,,,,0.011159206531725573,,,,
HBEGF,-0.02890755809214259,0.056290759088930435,0.006551660987944068,-0.008368386338343905,0.06397750167453141,-0.006551187801164408,0.10069869604242458,0.008801933715085631,0.02886576874582248,-0.059133272069515734,-0.002468777800671903,-0.027896827052331142,0.10896264943195824,-0.05833719676770726,0.1291765030382031,0.05150318571187491,0.06734605074689784,-0.03427459431576243,-0.05088575551793892,-0.04805287558151824,-0.003750643727715269
CSF3,-0.013422694360506813,,,0.016604324500812534,0.14318696588580632,0.011029341121956365,-0.03259444147513406,,,,0.07732540881343176,,,,,,0.06987611789728618,,-0.01937940619822232,-0.028396744239343942,-0.0507588368462453
PI3,-0.015978297852605905,-0.02356538081941066,,0.007900197314037447,0.0683197581670031,-0.02033716173994877,-0.02986616612582648,,,,,,,0.07015777379530544,,,0.057215898877721,-0.022765551751207837,-0.03545486663304012,-0.061696691338664705,-0.0038927721007062767
PCSK1N,-0.002176483745528041,0.002452001713603885,-0.0417423124800462,0.08060537421045168,-0.07503989557311541,-0.01188397857631428,-0.09013097895230784,0.00084253186511523,0.020559284277946413,0.03967932365066035,0.023495183358846664,-0.04824550069292071,0.022193454568878584,0.07692858997829423,-0.02586015796947558,-0.017090479324477915,-0.07407263340665275,-0.003910675806405087,0.009237264144211832,0.06843097453983879,0.03387810478850302
NTS,,,,,,0.007913914853181844,0.012683770166290968,-0.016471536944131514,-0.04975203276269755,0.042355233865885515,,,,,,,-0.018591293778188262,,0.02476140162581029,0.17537740119231876,
SFRP1,0.13145499009272646,0.015222098195944674,0.03509831694706978,,0.01694295086422681,0.091056695260124,0.004832045193425454,-0.026657292943802653,0.007480490078376733,-0.013696384622692239,0.06242118037109426,-0.012050619307381502,-0.0033181255616988752,-0.0757187190249957,0.05956439134969111,0.06671873223448563,0.05567657859241769,0.013083940279549271,0.022780953510460052,-0.010191855009413782,-0.050610393427644715
CXCL13,,,-0.005951946928483689,0.045558371054741344,,0.0666471617718878,,,,,0.013387353105965526,,,,,,0.016064850921062513,,-0.03161184428368165,,-0.04809997558447465
MICA,-0.07697316714899716,-0.0013523786782097212,0.021010716807574544,0.09695428504640378,0.01929889831162239,0.029271615930800177,0.1299125463047834,-0.03413120576896573,-0.01699514941320079,0.042255311218530434,-0.01334741010884654,-0.01537922284005716,0.10264058851015667,0.0766537753711105,0.03713409205761022,0.027475248016024762,0.056670642944395784,0.05362350965787703,0.06756767063820636,0.07322461066675151,0.030481739435869213
TG,-0.03185484599218123,0.04049309154912372,0.03579543182619994,,0.026168035870600157,0.010823525870767063,-0.0348559594359315,0.022200442514200853,-0.024774896468013625,,0.02081587414933465,0.014598852949120472,-0.0376723455412484,0.07731149074944182,-0.030581749427401807,0.16271559323760368,0.014535248943541532,,0.007491243005602314,0.04683829279260386,0.0148679967315041
ADA,0.03519585969760732,-0.05596418753745937,0.010540785954657286,-0.03119623802878519,0.014808943466112487,-0.011142117056845893,0.11721382272366307,0.011963278411544358,-0.018065710608310533,-0.06789331449038248,0.0035315859694254716,-0.012669761213718716,0.03402957587054297,-0.03748700579777153,0.053805816420053075,0.016173309722983385,-0.0045279276538823425,0.07038006503056814,0.047678743409600786,0.0691349103813758,-0.016588496679819032
LAMC3,0.07691058185211955,-0.02284178527089559,-0.011505875479315274,0.009731832305570492,-0.0776690328983444,0.015512240346865186,0.16576904521654043,0.017944397020541025,0.05418695013832172,0.007241292605705479,0.010140470876017237,0.004082734602606957,0.12837787113983345,-0.09572234701089857,0.055293118505097404,0.09489740233653784,0.013652471046686442,-0.03733370280057237,0.10397848967663997,0.015079804144194946,0.06531106592953485
CCL7,,-0.014248072460194428,,,-0.025034633094440643,0.009424499539330135,,,,,,,,,,,,,,-0.015028243283741612,-0.023527345181163752
NGF,0.059044124598882454,0.0477804121523051,,,0.03825581963191485,-0.01776760653315636,,,,-0.01784762033048752,-0.02531060283694906,,,,0.03561145399136993,-0.033756341984609535,-0.015054782403890531,,0.04860789606457244,-0.021725925200545008,0.018558462595010837
TNFSF15,-0.010910006361612656,,,,0.0576044732801484,-0.026715335610611565,,,,,-0.022451953309056184,,-0.03472436610880759,,0.005994844687626313,0.20041630479206188,,,-0.012034278545742414,0.02637404285576209,-0.015089090019911251
HMGB1,0.03100118525585086,-0.005921056634899626,-0.06365585294648142,0.036307817445382924,-0.051692105988104385,0.06572089256252482,0.13617698894076413,-0.022460627673117836,-0.04683999410098007,-0.03940128063733699,0.00040306984943354286,-0.0009402857493275813,-0.00575089916513698,-0.10174327391664927,-0.15686482262558024,0.006091678748069184,0.04800340892706036,-0.04778587745512249,-0.012294646969563162,0.015829777151564625,-0.010247053410264485
ITGB3BP,0.0058077571160951025,0.0320079553687097,-0.02944707414059895,-0.03419232423357861,0.07262871594853643,-0.007420996237855411,0.14497400308711342,0.023437707541868805,0.014083492540614077,0.11404613365795535,0.03464226165217286,0.010520501906813215,0.10203899491802729,0.045638162125046886,0.06743878410746128,-0.005127028914302128,0.05146393280396996,-0.016312203072577115,-0.02531861762658565,0.02012793553130805,-0.04304500031446545
AANAT,-0.037217800851976256,-0.020671785446860897,,,0.0951792019898279,-0.01950674354748416,-0.016172179720000537,0.013082279840941546,0.04300113886999796,-0.016779387892297663,,-0.027114654771567062,,-0.06968794466595993,,-0.02365891754409783,0.05887283780418553,-0.002966165893253809,,0.14984802032786046,0.02386192669410728
RELN,0.048578907557039065,0.09865338968415312,-0.07173232799987714,0.020899643322133756,-0.015487516048579699,0.02869868890688431,-0.08642905189099918,0.03749889969842322,-0.016494195971029312,0.0004322403774327004,,-0.030018263193963075,,,0.05317246239237059,,,0.08463376907107886,-0.014536104300475455,,-0.03109076716872276
