,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.013861821062878097,,,,,,,,,-0.0005995580274026365,,0.07524410958111803,
BMP1,-0.004278080193848328,-0.024943400239572165,0.027382874473271847,0.04380756790566227,0.0042125002047893175,0.07500156590156412,0.055236795950759414,-0.028848936787320856,-0.037273600178522666,0.05576041204355022,-0.03558029350025724,0.09140445200471632,0.021601618599786186,0.05774017068606628,0.016928807264406025,0.0475011863418495,0.16582782491896012,0.030980207085846194
NDP,-0.03963308995491865,-0.05986489505364025,-0.01439236692608188,-0.0019523668990390779,0.013029152842022369,0.009753655963739383,-0.012728096087438684,0.000659917670062028,-0.008229347857389055,0.005960935545948713,-0.008460993926929434,-0.00042594399086174327,-0.01761426396656355,0.05795413160362205,0.011269996990566224,-0.04060859343915765,-0.07694923831610373,-0.019377733973044767
TNFSF18,-0.02288514695681626,-0.03807542375405514,,,-0.01990658865944096,0.11138517759039186,,,,0.011694416224581606,,,,,-0.02369278550622375,,0.10346710423156445,-0.013139667907436934
IL36G,,,,,,,,,-0.012286830562495176,,,,,,,,,
RTN4,0.09137947396187852,-0.03699195705805176,0.022787165023880056,0.011235529530182522,-0.015468322246096837,-0.07127631265948867,0.04100101028691172,0.03297288800222005,0.02980564324872619,-0.08538240254930021,0.04270692199338479,-0.05381084669744386,0.026574460261952027,0.010338164050575286,-0.06952046495775255,-0.008160130754530103,-0.008064552504865154,-0.03500771560536299
HEBP1,0.005000546306068326,0.016014416349777308,-0.0141682075081854,-0.027898208845362978,0.00965128312018959,0.046100907277700505,-0.018153335449401255,-0.04791326399360273,-0.014734317469074335,0.006727843676660837,0.046194341033233825,0.02875097330791387,0.029175275737321774,0.050208664281448594,0.014839638775492756,0.015795674838112873,0.0266418119747321,0.0027995849256623284
WNT7B,-0.020161097686220195,-0.0035568735801073145,-0.026126256176113954,0.010065888732514322,-0.029470340628685674,-0.016508806964870244,-0.01609916865990562,,0.06035882522974711,0.0923163004979298,0.1890772856785002,-0.03405272745669049,-0.03628850787179222,0.060174931361165036,-0.03812909086830382,-0.028559031075634525,0.0571536767059111,-0.0006208053226502488
PTMA,0.06463015269643095,-0.04483615804767322,0.010882028641303231,-0.013766340469213049,0.04352431376933215,-0.029052635609325507,0.015183662724315946,-0.08912748806527099,-0.048176259869268816,-0.0642493310240381,-0.05909227768528983,-0.09298298420859669,0.005959807609284571,-0.04179051570592373,-0.06993631850842749,-0.015775071720969147,0.1115324305235083,0.03637269305234993
FASLG,-0.020161103385710866,,,,,,,,,,,,,,,,0.03826122391438676,
CEACAM1,-0.027993868494730127,-0.005933746378677388,0.040522061460443265,-0.01876222250151938,,0.05855571756728372,,,,,-0.02060386876758487,-0.030539031417553895,0.06596133967219076,0.07207087698407003,-0.03404405921215717,-0.018955044278891657,0.06125016481000569,
PDAP1,-0.0030573145762094397,-0.0018155595856748344,-0.004848054812656001,-0.0169567802209436,-0.014951134533806053,0.08599854029027736,0.017587062447415137,0.0098343904608762,-0.02155384616508727,0.02223356491993104,-0.1423383894923671,-0.033763556553635526,-0.006489025718532818,-0.01644130778790815,0.05635211258475704,-0.048013330156415984,-0.027267525169130974,0.016867225641335443
QDPR,0.09741519183216747,0.005309153276426573,-0.004196043102201504,0.03995640900515585,0.020192689521501248,-0.04571228290849603,-0.002982231277288628,-0.04065039481882837,0.012618865249463984,0.04099697786497146,0.019912437353225065,-0.09452259439366485,0.00527044836158998,-0.0043701785448159456,-0.05028211281921534,-0.03254402293353991,0.0033811200520489654,0.00015587720095706057
POMC,-0.01783566943431561,-0.01980062517827581,-0.028093978147157327,0.08589039522755726,-0.04556991487214101,0.018657566761295742,0.048029199988259594,0.02607126666465771,0.0021172410845486387,0.07525460821557639,0.032545362101788704,-0.021387605609509724,-0.028521741528236732,0.046130093297969015,-0.042556900184674396,0.05171400575483721,0.03108789260737191,0.07450891575106387
CCL18,,,,,,,,0.08270543722581204,,,0.0227621283332398,-0.021652675384887694,-0.03721141119098115,0.030570120803376857,,-0.0025626496669442027,,
CCL17,,,-0.017485940448923015,,,,-0.019926257753887098,,-0.011224368541840743,,,,-0.014426159626730942,-0.029547982074604493,-0.030290025914965085,,-0.027726715663616265,
VEGFD,,-0.009881431102943292,-0.004775344125315576,0.0029511235205426345,,0.039970692203616244,-0.014616151039190686,0.06891251657224766,-0.012029503422437492,,-0.017679969174831705,,,0.029184941535026078,0.015834545168603935,,,
TNFSF13,,,0.011444465559227896,,-0.01930523825100677,,,,,,,,-0.02768163348127725,0.024246102571756616,0.014609328627797302,0.06585649709651785,0.08586434853495553,0.005082687820313908
WNT5A,-0.0660182438525079,-0.02965604926672386,-0.02847897215386573,-0.04715413413297353,0.08105571345848225,0.07105406170745296,0.02529347259835944,-0.035471662077717556,-0.008791018870383395,0.03977783363004736,0.0036283652957954165,-0.008979783374299655,0.06457054443031474,0.015316340086693487,-0.025680754055821823,0.06663465177603167,0.08354499248461127,0.07370598658581677
CXCL8,,-0.029006133096593202,-0.023866942385359094,0.007194485692619282,-0.02746044929060563,0.03489278577672288,-0.013611195379069966,-0.03174964934594598,0.016036449417497718,,0.07977470147777352,-0.03812294408231533,-0.03884167158772952,-0.058434461162488266,0.017021982039672603,-0.035826834553431025,0.0800554782923803,0.010721731054491403
GRN,0.019448314620424262,0.06942946892297033,0.054036959836211595,-0.011875649186038192,0.02796164307138486,0.09201552460001097,0.04705066303521047,-0.04052771591377668,0.014785631001198016,-0.018390714639249288,0.10501600792218554,0.10919654616215337,-0.006909299500853498,-0.008022646943626983,-0.006695993158536712,0.011880246522057226,0.09265184413414497,0.10638203681443036
MIA,-0.02638914539331411,-0.027549828305985905,-0.03681952430751663,0.061034590392319524,0.05081019160270322,0.07306695090417159,-0.016622793674331886,,-0.016474956219821035,0.06129415930981561,0.013482496208087932,-0.013684068137090506,0.03460566433758553,-0.0042340026818611645,-0.07637590418824644,-0.04864500374631972,-0.045182341127477495,0.06327651244966397
COL4A4,0.11605043120578876,0.026820225698495365,-0.026771769072553873,0.021178707082987303,-0.018368081282378813,-0.021487528409463996,0.012219414547829602,,-0.01598131873924846,,,0.02670949343520231,-0.02598210573468764,-0.015558029662138725,0.045627980520195864,0.011634135088358746,-0.008918077588635335,-0.025730830516415018
TAC1,-0.02016109241688406,-0.03356681874224318,-0.025872323428338496,0.008496894165463273,-0.011402322723984469,-0.05624442704564838,0.0009921024348065943,0.06518769865295447,0.03242575112838449,,,,,,,-0.032702851341345346,0.021449549126148354,0.0005120203166807684
RARRES2,-0.09255035573037305,-0.022463437210323883,0.008832331858162831,0.0273236437052312,0.017988360909894408,0.04917719550449322,-0.02486850213158378,0.03570985497430042,-0.034355633199249586,0.05433314824507822,0.03415992447923196,-0.0301530622586993,-0.022057682516889287,0.024136368716969073,-0.020246245669222226,-0.03894595674431841,-0.013098031227891944,-0.09953484305460666
FGF7,0.053311020643550186,0.0235163092591468,-0.0018142038992330716,-0.0021742227191678958,-0.037021404816195334,0.09283920201870088,-0.03621594504841549,0.01495126805628509,-0.042994194863485616,-0.036221509969229335,0.02981171178996433,0.024877931354534057,-0.012572556933487576,0.046323925051858686,0.07549458555861611,0.004725340830689644,-0.018696461842157418,0.054164187416864844
EFNA2,,,,,,,,,,,,,,-0.02658816436151755,,,,
HBEGF,-0.0026555813537878755,0.0023321355357465595,-0.010381008788048153,0.028151535584601154,-0.012513583273744673,0.03470196426497415,-0.037535677303311504,-0.08924645468854715,-0.050438652645969216,0.06719696650535671,0.017737521545405296,0.061381001528487855,0.007340415263710165,0.0056754825542756696,0.04551252193417688,0.027660200918634248,0.012212858458248778,-0.02843167203522111
CSF3,,,-0.020841716362857508,-0.059806776288684846,,-0.022733391473648674,,,,,,,-0.0067413922425180245,0.005064761878064227,,-0.027174645207551515,-0.029191954243046273,-0.006108432788335338
PI3,,,0.07528318238384901,0.012527269164177693,,-0.02559809884761846,,,,,-0.022900781168696677,,-0.008444476826905075,-0.016784014147931375,0.01415430838020043,-0.0839241387060103,-0.02900901588170036,-0.0879411115825158
PCSK1N,-0.057264195306992526,-0.011337418181929364,-0.03281404782896824,-0.042651621344091006,0.057697251864733394,-0.03508607613128667,-0.01142129086758326,0.06272982238493002,0.03177008607695431,0.0035207283240748758,0.040523354665338004,0.029012387603503303,0.024018717934380263,-0.01247785662438628,-0.01899641527641807,-0.022009275830443258,-0.056331512024011814,0.030487341766779034
NTS,,,,0.10777799683747954,-0.022423253867507435,0.04176062501344673,0.01701667706754049,-0.03809465649407812,,,,,-0.020453816383902656,-0.0069580758034296555,,0.027580793632288433,0.007991074717212384,
SFRP1,0.06615721963118544,0.05978353237047824,0.0033611437408497327,0.014785393375587909,0.000288938692432599,0.051064631843586956,-0.019926257954560884,-0.07165100337739627,-0.007221173856451682,0.021062438375398937,-0.03726979010648854,-0.00787363558772414,0.08122065963048085,0.014567063019954264,-0.01701027511207367,0.006800636203057135,-0.009787126435269968,0.06587319802780843
CXCL13,,-0.03960862248497506,,0.05003401818600612,,,,,,,,,0.022885798847436894,-0.026795591164917185,,-0.027551441403522663,,-0.04026884520391063
MICA,0.036088221617502345,-0.0022101666873981063,0.007450857517618627,-0.018866118355444716,-0.047594091829459124,0.03755668735553319,-0.0029893047235277233,-0.028114911756301302,-0.036836282847978026,0.02273938838206578,0.04473718991560111,0.015438258006629907,0.01707639614273136,0.05077849910825826,0.02175251334673323,0.08347152781961398,0.0621109825088578,-0.03857597182436091
TG,-0.023349009076224975,-0.029410112296171305,-0.016464891748450856,-0.007301402129207655,-0.02588234603048896,-0.013678138181503274,-0.014420546204300158,,-0.01686058534123212,0.04634199650126486,0.015084643953877592,-0.03525561787568406,0.0036732874671957555,-0.03989506835656095,,0.04589879730916371,0.058002673730348335,0.004797106078617876
ADA,-0.04480425126209222,0.013144506576098343,-0.015080783092482754,-0.05186766815356783,-0.0034663510475400187,0.03812710677688301,-0.023420126736881087,-0.023143394970751085,-0.043891394546813574,-0.04069859587569877,-0.012448887480899663,0.045248459901372294,-0.007873615174622572,0.018545047856585537,0.0790096824952887,0.10894528536246523,0.10106229012953775,-0.02650382125069659
LAMC3,-0.07404914025642856,-0.02533727472740528,-0.006406192661805908,0.02741485840032263,0.016797409960139058,0.056030010479137374,-0.03694566938262423,0.05636568396857014,-0.03981814101774337,-0.011717069457984746,0.000776445153843392,0.0944941569655232,0.02878675658177401,0.05116882938058361,-0.02909037127084811,0.10487252500460346,0.14628315478920006,0.1798012175300005
CCL7,,,-0.011904090427689903,0.043171000726662585,,,,,,,,,-0.02162148804170466,,,,-0.016964879978496567,-0.007858318970247656
NGF,,,-0.006188218563969218,-0.015296013827636063,-0.024698700198906468,,,0.078069935709314,,,,0.11909370341837339,-0.0071376051514942685,0.03800438039720341,,0.003271632191543866,0.09306564210911182,0.006368879520288099
TNFSF15,,,-0.013255786912837362,0.054309733759464976,0.021957734496732984,,,,,0.06090720316645044,,0.012036252930451073,-0.0006953435542364381,,,-0.016874988142794457,0.0729690751133314,0.004147474167402433
HMGB1,0.00430913396830264,0.007719374371834971,-0.013483206618397825,0.012167346890998892,0.008937679945211677,0.06657902071922468,0.05971573871643156,-0.0013893711643091855,-0.004569416475246483,-0.04574513865296404,-0.0775629445510193,-0.016765013491480265,-0.010147817608491113,0.004268119657156764,0.02233765545082287,-0.004910125561622248,-0.06613164415291482,-0.003413849793706303
ITGB3BP,-0.016534339341899722,0.045068926093908196,0.022124070631144504,0.017849956775863967,-0.015798047461661868,0.07832372395546391,0.00804542352716607,0.03219066686217416,-0.03588973141604835,0.017542977570139614,-0.044208973029012354,0.03602800121921342,-0.008077212075232048,-0.009349039064433576,0.08440893679503046,-0.04661689592888143,0.06874484102025813,-0.06330508817693692
AANAT,,,-0.012061411662055363,-0.017950634769519497,,-0.020506134318465343,0.08623325849784746,0.02469616337798409,-0.01505641677643187,,-0.006209480358449493,-0.022552169053245866,-0.01896814583817495,-0.024563663385726405,0.032059960060838694,,-0.019369956125826992,-0.013116309427535095
RELN,-0.019356947556675625,-0.00501456281160741,-0.020935909551991202,0.010308415867941494,0.017852406843208372,-0.06017143209602839,-0.0252989578977511,0.06799084727949785,-0.01666875294414128,,,,,,-0.04685578204726008,-0.020383156894746294,,0.09914036598827677
IL15,-0.04414502941067059,-0.02896746417739099,0.038640329243953116,-0.02364718017824277,-0.02133940945578219,0.030908186956430855,-0.026877585143731966,-0.0006642848341542064,-0.013964130663877375,-0.01226020938943124,0.08186872188597503,0.03663722660714809,-0.008221700965681514,0.1230863589243478,-0.002456006305902507,0.020453303504817603,0.07341167812833756,-0.022418304051382246
UTS2,,,,,,0.040713328331654,,,,0.08291590040917719,-0.05472581198225059,,-0.016152764414054395,,,,,
BSG,-0.06014674799121351,0.05151311684983612,-0.04511513032362049,-0.053866810074861486,0.0588957930992553,0.019008657165307925,0.05562326096945258,0.06411072816613021,-0.04209276572893717,0.03683430585185455,0.13670091214173588,0.11943229719978324,-0.0017278212748600538,0.04623343236531356,0.017752747397437738,0.01201929082735644,-0.013931488281635481,-0.01685330498018861
ADAMTS3,-0.05259820075275062,0.003976446881198026,-0.025769246288884738,0.011764153526139968,-0.011555639262077111,0.02695138271272098,0.0023211835638012406,0.011067284084822894,0.006022762887313281,0.043358354951201106,-0.09651211866802376,-0.027003926535282715,-0.00955548740453686,0.050952166369331815,-0.012305777298952983,-0.002620001570463642,-0.022196392437874995,0.04321555592018532
CD34,-0.0563045067553655,-0.03263810320561111,0.008647268145725829,0.018081786684685675,-0.027518693071951993,0.054563244256632205,-0.03110079735094914,-0.01724474674727997,-0.020575774912538015,0.026399889673503915,-0.019140537958800538,0.0789793629540996,0.0035840975513739895,0.03906307040552759,-0.06697170552952178,0.03078879576475597,0.13306831800201097,0.034573194389998084
CCL23,,,,,,0.026162918695425637,,,,0.0031824653117769088,,,,,,,,
PLAT,-0.029083424689104295,-0.03489432930633783,0.018155912488981428,-0.009928094766699301,0.03093960416417376,0.07308206642966864,0.006379140211614122,-0.01849751213531697,-0.0045994637139056575,-0.009627687924766568,0.017820517145750354,0.132135166371348,0.024035400620011048,0.035908447660296966,0.013877340539425992,0.016939637546183623,0.11272312710629986,0.0543142809215182
NTF3,,,,,,,-0.026833155925510947,,,,,,-0.043981966691156796,-0.017485149531758625,,0.05985738776482823,,
LTA,,-0.006717138702725319,-0.015257158222312878,,,,,,-0.013964132387616185,,,,,,,,-0.03333698425818306,
CKLF,0.01681622886897165,0.11383760822706752,0.03404410477723434,0.034083722131449196,0.03908901172376425,0.10360468736406679,0.03905747782398613,-0.11633305009327967,-0.0405049405145325,0.019006122768575332,0.01639730076521922,0.091297840911542,0.02258330493756822,0.06469708747530194,-0.020086312810377035,-0.02351007393547545,-0.01629358663120279,-0.004604106233656066
CD24,0.053074842792101576,-0.052915597602289935,0.05444093669380015,0.01083456246030907,0.05759457947099317,-0.027078030706943586,0.04121120512717324,0.00642594889410907,-0.018096670436812325,0.006802417682406754,0.03609198109448847,0.043101964588261196,-0.03726494124178509,0.016952148441837435,-0.057067495409790996,-0.05136449121102628,-0.061059641924411635,0.004886227439538724
