,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PI3,-0.06099436055146631,-0.00519878402191114,,-0.06901685076718247,,-0.01484431575319897,,,,,-0.039711077321907394,-0.04656815602778335,-0.007636770507498061,-0.020321988398679,,-0.05579805681473673,-0.022941119103218954,
PCSK1N,0.03389532475494193,-0.0026961513911315555,0.0042096020221447355,0.006812964536028109,-0.05764870531690755,0.027687654411854397,0.06780922554917175,0.08671883682323875,0.09730764510596941,0.001652947104011793,-0.08139845787958253,-0.014884493821104119,0.04414269018473618,0.0555955749697205,0.014770255290343128,0.07381576519796634,0.10143141492234165,-0.035250984172134264
NTS,,,,-0.008628864997004392,-0.02386190636651269,-0.01620358422692712,0.005104895720108476,-0.03766023951435107,,,-0.017431368179734338,-0.0024276410154780727,,-0.019736597215879097,,0.05117442238213167,,
SFRP1,0.048340007385796226,-0.044318071510917975,0.12799529424523398,0.017060843115322178,0.09683517542087214,0.0313661291567255,-0.019638123514264676,-0.07825651406115808,-0.07779025663497824,0.05808211402172504,-0.001926806598984906,-0.018628014623942885,-0.03067672546542413,0.07792097615091563,-0.026995902698868677,-0.03714751891252863,0.013521035163690681,0.10606728241211652
CXCL13,,,-0.013410911689956867,0.06588425140390171,,,,,,,-0.008872880469024473,-0.004781776084768847,,-0.01542203199439644,,,0.046164877941463706,
MICA,-0.04294377225923398,-0.05824237209459049,0.04210100890277778,-0.005907909040952419,0.14039432023859777,-0.044862490637964714,0.0016909032874742771,0.02567072927211166,-0.054272795367577495,-0.03689155348032774,-0.005702698702705836,-0.010271583359983842,0.02288248037875959,-0.040312954544009065,0.0871435764804323,0.008750715882251056,0.0001144669828973245,0.016773514055169775
TG,-0.041043579838838266,-0.002052031065974025,0.03845802495385303,-0.026662154769146372,0.07060800649753388,-0.01591079131751338,-0.014212024563216486,,0.002067198565124476,0.007541757683741053,0.07694071633476467,0.00422148997257127,,-0.026853395184162278,,-0.013040448526058965,0.013835026237059914,
ADA,-0.049515376037186996,-0.023360941950389034,0.010465022612596615,-0.0455974174590473,-0.03167424050953736,-0.064156792080112,0.0019163980073105458,-0.0716605885410351,0.03283530595958915,0.11171298349026551,0.036408614324009894,0.053828275147539975,0.006164882434471317,-0.011604473234385178,0.03509227173812027,0.024013776672389908,-0.016622149588460748,0.04528735402303934
LAMC3,-0.015688220093482752,-0.004062543484488797,-0.0011970537687749844,-0.02360763477582338,0.026840115232259494,-0.0699488433153641,0.03777815034021319,-0.046540809888011146,-0.04284663536784493,0.07903971988993962,0.04842849019263044,0.021251431042011472,0.015965325085681357,0.06006866894308736,-0.0002352988121119803,-0.0032841420251798277,0.05636071666535807,-0.03511297591713441
CCL7,,-0.017315740326481234,,-0.033723982150679135,,,,,,,0.03418457266641864,,,,,-0.02691205496008287,0.026264624069514384,
NGF,-0.029663285395956047,0.015520014039772809,,-0.004797192320472672,-0.026283342952955088,,,-0.007261139675041352,,-0.04018748820741346,0.07246957489642973,-0.017310298541881843,,0.02649106458401993,,-0.03793993157301479,0.02246504363041659,
TNFSF15,-0.03669718611385763,,,0.00391032188001092,-0.0319137405225267,,,,,-0.006130984756976753,-0.03173709856388645,,,-0.02026146542406586,,-0.034759935397124526,0.017994435857442044,
HMGB1,0.040480437650619074,-0.004877338680221548,0.011618008094400467,0.03972766838150047,0.03181551626612514,-0.014374375613350658,-0.03833662244992981,0.00475124490390679,-0.000883378438496016,-0.003736808819393595,-0.07460904696551413,0.006477252892226906,-0.028269860004879632,0.02180966402952458,0.0600763549996369,0.05721202397231009,0.09005451903948627,-0.011286912338065117
ITGB3BP,-0.006258884827374187,0.018792609592131384,-0.04087346926034667,0.0012401200589548837,0.018564158861531805,-0.05403271853634802,0.017951641660633105,-0.031119800507201364,-0.01996611285101232,0.06282006392662905,0.05164053558899628,0.007555228801138507,-0.054848998312666944,0.032484986946445894,-0.07673169511368885,0.026499816501503955,-0.07618124414319798,0.019021514591465567
AANAT,0.002488269829665546,-0.02512250480776209,,-0.005581496845665303,,0.019982530113437452,-0.01638242836314389,0.029741479965350006,0.0011856599036938734,0.07049213438665283,-0.0285595871812144,0.07921096270687604,-0.03919180122017681,,,0.12317262744193001,-0.01394566626952094,
RELN,0.05356703262647629,0.0420222968919493,0.026280434164473974,0.027060887210950988,0.03306509283819131,0.12664159762482902,0.008112618805197796,0.03049819974046721,-0.0050508600552077385,,,,-0.003113870038501115,-0.024473654450095573,-0.05238510796908154,,0.026830226340089292,-0.10095099273197342
IL15,-0.040675177226081015,-0.027756948264066095,0.01987128451065824,-0.017132955308580056,0.04581970072075863,-0.031017851268705075,0.030890667603425567,-0.01876996506706586,0.12029160140095073,-0.031119491696759323,0.036387386111547404,0.038913251947186485,-0.007720687335914692,0.003808743087677838,-0.0305596072658861,0.025256394179007175,0.029984639575316947,
UTS2,,,,,,-0.03922579504297344,,,,,-0.0060325095544795,,,,,,,
BSG,0.0907997885404828,0.06140464377945907,8.385486284852749e-05,-0.018288377042448487,-0.05100243512983031,-0.04151223106360747,-0.006501407509967755,0.03305549317401743,-0.052769666902267476,0.04512253182230408,0.04396998487118439,0.0008994617367332709,0.02200038201566868,-0.020941443883729666,-0.005862197769713135,0.04050268990707885,0.05316862909978707,0.113966605647287
ADAMTS3,-0.05010243830397965,0.0288579000063767,-0.012218844923868648,0.009994020244796174,0.016421115396827345,0.02382498500511287,0.012980420002960165,-0.04632635921783857,0.02338002647233066,0.007864659261091757,-0.042193032406880035,0.025486842397226667,-0.06072511673413573,0.04801487535667706,-0.035134609198799606,0.09660319588669991,0.05502752115489513,
CD34,-0.06747628990277858,-0.012088247889404822,0.05107551819307549,0.045902354524145685,-0.062493463963625255,-0.057269922742502484,0.034077434333294944,0.01494196394649216,-0.007788298207287252,0.030647358100730562,0.03850636052528319,0.013587219130180496,0.05241116997127152,-0.012480449427598246,0.07684392065348625,-0.037179220962616846,-0.016392386428792597,0.017858711299300268
CCL23,,,,,,-0.013530627802866128,,,,,,,,,,,,
PLAT,-0.049883341099399736,-0.05307556062185142,-0.011336387447172323,0.015396320954267016,-0.0007139861731161669,-0.03870164351538984,-0.04087001434981912,-0.041172682809802325,-0.006917939860327581,0.05160134320351693,0.025459654032248865,0.03725723082887748,-0.0316375365153966,0.0823648900886553,-0.05577487464809693,0.029848600247120265,0.01604796677212679,-0.08496975996480904
NTF3,,,,,,,0.030168077649812632,,,,0.05105234785562614,0.01394148108125549,,0.03529925811499555,,,,
LTA,,,-0.01611440727888289,,,,,,-0.001989034020050561,,,,,,,-0.027554099754744685,,
CKLF,0.025195249891437538,0.006137698928109168,-0.0426023369443166,-0.06754191240037259,0.008979914082002858,-0.07722734592585394,-0.07253776426249608,-0.02535433694402865,-0.0421454841994717,0.0062153318582035795,0.04666476336328589,0.004045453574456281,-0.05716560720676211,0.020611922135191744,0.000837550998957457,0.04895233506468317,-0.00017991155343352353,-0.04320295433144871
CD24,-0.004890757239691132,-0.02188541751589446,-0.016772030779726894,0.004561487424905299,0.011709718309961798,-0.026689814150619284,-0.05251062101383299,-0.004993658033919828,0.05627658028185582,-0.023189433090720354,-0.0044365353486874514,0.008469412693062174,0.002945957252285061,0.05991671035856655,0.026194145359328926,0.06259744854680434,0.030398892902527744,-0.011467585333819138
HSP90AA1,-0.024096898706384588,-0.03857753884562313,-0.04084957410080102,0.11233667680954779,0.0020057422929292863,0.07524528623318016,-0.02804542584744646,0.11047518595228026,0.11971918163144867,-0.04427107752694333,-0.05142112870792634,-0.0744761831033899,0.03977877256139396,-0.044634231724501344,0.018098722419846322,-0.032275236438149155,0.06981018192484402,0.026197719342134763
BMP4,-0.046235773783963645,-0.04281186648248632,-0.017082216342262292,-0.034720988654457545,-0.0018425003525757682,0.037317124306221555,0.05017739054446649,0.08596313879322855,-0.016684946818447222,0.1863876681409877,0.05761651495067686,0.008627776022676009,0.03465721382187262,0.007648226720599929,,0.02307368134272419,0.0023260065599760692,
SCGB3A1,,-0.01731573859493034,,-0.026793141101527924,0.011032307232255779,,-0.013818738555756391,-0.05361644573438124,0.05055016055387098,,-0.002926084848518173,-0.03358783681749536,,0.05684660795826151,,0.012057340026824369,-0.00980455272798101,
IGFBP4,-0.06750776554550802,-0.03692479645946957,0.019659472752506638,-0.04071341903658057,-0.06012912490023566,-0.0670714592787085,-0.042708702500386386,-0.02308644880906572,-0.014474346596831097,0.02412758005958759,0.010425604650121965,-0.024288326297867403,0.06012268161956039,0.02120078448703095,-0.06345972422546772,-0.04468688899516251,0.06485513324895104,-0.03902881911927004
RSPO4,-0.03623674430315774,,-0.026050779800301186,-0.018253755824780928,,,-0.013818736534453278,,0.056407392723046054,,,,,-0.028336846763343842,,0.044359119371161,-0.013174600299412585,
LEFTY2,0.012054778616874524,-0.038458638391610116,-0.016312316717908826,-0.047998269764771916,-0.016711347869688854,-0.07482648593858618,-0.0151524136168892,-0.008312422164440083,-0.041839928261118986,0.003540444684283359,0.035072829493933796,-0.02017491807195633,0.049620884825467206,-0.03853623950031841,-0.024396895415592316,0.07814237607351679,0.021296925157445457,
PF4,,0.0585170126594307,-0.014658243597165244,,,,,,,,,0.03421520628831865,,,,-0.026866714685191865,-0.030299942716978858,
ANGPTL2,0.056735984049109844,-0.04985576958729489,-0.0037906241300250517,0.021914218862820172,-0.013140388381011578,-0.07136466181502496,-0.02076488576286037,-0.07280860071085017,-0.05053667761513698,0.03143031060236755,0.03810056533149265,0.031092995639169806,0.034808414121998414,-0.004004655007256149,-0.04389438151507268,0.029739045217651253,0.04449733858850251,0.05504918029576619
LRIG2,0.013830168549089425,-0.03343627635261317,-0.0006422506576860173,-0.04302479681536435,-0.009586005809086003,-0.03275345587041663,-0.010088351708356882,0.08867842382216737,0.02214917693047281,0.11610227902443059,0.03256830823002405,0.012741921313130674,-0.008151257754357738,-0.007806112491817109,-0.043782981588334664,0.07084876659172516,-0.008582321492877321,-0.04534279138641159
ICOSLG,0.052474342606048774,0.023084686258162648,-0.0417833173283004,0.022668650604369244,-0.0161679198489809,-0.031746106795054824,0.030783559538729792,0.008961926706663773,0.061690405137085305,0.061851270918524874,0.07798614751841158,0.050442407842020004,-0.04690058745383474,0.04371378963086741,0.01520174838021114,0.042306729692591014,-0.02873635252162141,0.04773097624767361
WIF1,0.04661596873783476,0.10028729204377802,,0.09895384169890672,0.01764953485060756,0.024398795415509378,0.09464842274256977,0.11115009251109546,0.03629866214847546,,,,,-0.0263418438275178,-0.031097048334195954,,-0.016687606954081835,0.13709824604330617
NPPC,0.008080187419079765,0.0501160667123032,,0.04364251199232858,0.016033930993271592,-0.019145805581454258,-0.019204662044571254,0.014810726618024716,-0.07303561355033646,-0.03372625511109921,0.05846528650116464,0.09347376811655331,0.0034000894497430963,0.05780116770538969,-0.012646011727383645,,0.11098184797378569,0.168589508896635
LYZ,-0.037520925180461975,-0.03983617336792566,0.0398313780566443,-0.06072661768256987,-0.026190566562514415,-0.06581641192758718,-0.04431566270495746,-0.0939974491878152,-0.07736871216089114,0.011458995300463789,0.08577265112518799,-0.004224651364983078,0.02742001164084323,-0.050917155453903816,-0.06223923541997074,-0.028845291031300825,-0.041157482585942935,0.019817015719051208
EREG,,,,-0.02679938787269893,,,,-0.038741406202163604,,,0.02094401182309947,-0.05110207016646046,,0.06672393247954435,,0.014895197041645597,-0.020184995655109363,
SPTAN1,0.14087450834811707,-0.003403416804356668,0.035316051391514475,0.12930453747757917,0.06350254479213702,0.08187608731233141,0.013085152287028673,0.069628632776198,0.07844701632863911,0.06879601522331825,-0.028553926955693622,-0.031376654098953724,0.035971865660095075,-0.028432193821116,0.07881230800126679,0.03931819956253619,0.1482266291803423,-0.00018139224343214779
PTH2,,,,,,,,,,,,,,0.03545092876219096,,,,
LIPC,0.02194513675506083,-0.02199057552937082,-0.02206144001730996,0.020957680992626855,-0.0020574592262382167,-0.017036260089055972,,-0.005960685786702053,-0.0011338627708703624,0.00018199312500388005,,,0.0365676849078538,,,0.0038241747260843524,0.07226006009204623,
COL8A1,-0.07719469436167306,-0.058427479006113524,-0.027387552651074468,-0.07967036177441722,0.005382136092636447,-0.04170455953126076,-0.02811655711369116,-0.018672654119481415,-0.03325379532304821,0.04397029236705682,0.012577663354685388,-0.01200401036481865,0.07067834290088576,-0.01377751129338637,0.03538247240444469,-0.012240885563874919,0.016888567893184513,
GSTM2,-0.07109711046018664,0.08193845376345485,0.05142233341894421,0.07163147539763155,-0.01920311449263288,-0.022979026114300603,0.0005464054708731726,0.027614698620570022,0.0012440864340960145,0.1714158691866685,0.11987925542887222,0.11528601031202344,-0.031759285476608924,0.07277137907908555,0.03980770193925163,0.0776084474621118,-0.05882767629227597,
SPX,0.010864604057241814,0.043185891334673675,-0.035528748735337894,0.1019617896267495,0.024011489188583583,0.08579922724812045,-0.02161829428143132,-0.015860849843352287,0.0940161981191803,0.04285077433287062,-0.03282306711303127,-0.019968181014614214,-0.019997584864971985,-0.03722366736519275,-0.10324088382048437,0.05046471141490127,0.03330892634763146,-0.029830655460180752
MFGE8,-0.05740998136409734,-0.01193742230624227,0.005786841902463261,-0.01213592762787142,-0.026944357837507774,-0.03469184619743685,-0.012533271713626037,0.00032941556391279596,-0.02921700724803086,0.03054103622761419,-0.005788776677426124,-0.017726940237655902,-0.04404938170049521,-0.01573681311730298,0.0024401419428809576,-0.003978860146204891,-0.031279898009561,0.1430951949356308
TGFA,-0.03069117862184482,-0.01150324775453977,0.004539170006315078,-0.016876631193387007,-0.02908433886225146,-0.06955804751313141,-0.026958029698967247,-0.010353558735135854,0.06019934684187765,0.014796661939843678,0.010884853483134041,0.051776134323019786,0.024626285959782925,-0.007944947063929316,-0.03741074287644025,0.05557940330732872,0.015646199847285505,-0.04386956106885073
SLIT2,0.05329833405758291,-0.013297818616409345,0.08298262379636998,2.554067046650384e-05,0.0471287997673837,0.06080372790072607,-0.0010187100134241998,0.058872720996319954,0.03410670697093007,-0.038141411870753435,0.05815538239841865,-0.00920349177406914,-0.02643420295925097,-0.016523986909934733,-0.03674531712349542,0.04782938029207702,0.05750284175664047,-0.012812006362320315
PLTP,-0.032458182003658576,-0.027604224593972892,0.05010804624360376,-0.09612530229585507,-0.013464840271472654,-0.06292465000178396,-0.01907532157536526,-0.122241631822681,-0.03407721840119397,0.06183373331118386,-0.05470242192188891,0.011952474818585973,0.059981060362618445,-0.03008362163187442,-0.06891991128226249,-0.07847653382527048,0.00513599196942796,-0.002237506599528002
APOD,-0.036069179878540567,0.06314763330911154,-0.019753650413577708,-0.012093630677935254,-0.01956975995441151,-0.010642037761097236,-0.05075993984645911,-0.010517246383092708,0.1588076688513645,-0.005861002292387108,0.07863247945747348,0.051935234089362424,-0.0013012956132536983,0.028849330333029263,-0.04025289232841942,-0.057659507719524626,0.03484251632819426,-0.0540630961726511
B2M,-0.0797268516612157,-0.07599841151291262,-0.013484310518250931,-0.07158410728185073,-0.04861533078533743,-0.08884242234438067,-0.033097497056637,-0.12343638961978794,-0.1489996240195208,0.035727771306365994,0.027674537527453615,0.041231953924780324,0.020123822658308976,-0.016487534447082983,0.061264327101622267,-0.08762540874937161,-0.04791421427837919,-0.14141690131933532
OMG,0.04291223244920807,0.06270295794240618,0.017461796122114917,0.048468639217257733,-0.03649485569178064,0.01286161441715696,0.018988251078078,0.0038162284899539347,0.09591819583293991,0.014091526015865998,0.02389050061401332,0.04690325695378984,-0.01733960262640026,-0.02083524324626547,0.0236547270695586,0.1422027000804414,0.07377746158390823,0.11277570235567655
CXCL3,-0.07011732578016018,-0.00425103737837514,0.08019315250703225,0.01240275870276414,,-0.01561295773297537,-0.014783127133105688,-0.005408551252758195,-0.010057171932542084,,0.0394212245138117,-0.01098986866326007,-0.02759888529308922,0.07696266861118504,-0.04262028306267414,0.0438490629247297,0.01715057418458643,
CXCL10,-0.02533983140293725,-0.009358967739226483,-0.04915966567566153,-0.03072460904239601,0.005028848695758474,-0.08372984786323673,0.0036803615982248955,0.014507961672118002,-0.03878845211027894,-0.029799861819208448,0.05837402799805374,-0.021570972432491092,0.04418531707075903,0.042609903949608396,,0.09761213428584127,0.06492804111612235,
RSPO3,,0.11965729007629546,,0.06866595120451863,0.04171025948826716,0.10236992252959379,0.04631154477054502,0.10303704395532837,0.030785347272635627,,0.01221215733219382,0.10286093746936285,,-0.005163415193138847,-0.0131238164660779,0.005658803931728119,0.018707013270608246,0.044488284149865824
CORT,0.002218014100754397,0.011385116028607535,0.022575475381660763,0.06480828992636807,0.021967542205538506,0.0184363071771317,0.10267675920961371,-0.043629127568337825,0.027050013884825676,,0.02248489046387847,0.08037658093572472,,-0.01559512612549945,-0.02482161854509619,,,0.003120441968024279
NCAN,0.0661531708954092,0.049464496882038016,-0.017184268776443752,0.11767873344758636,-0.004935199525096648,-0.015480553671391707,0.05568421130184797,0.12611718180718068,-0.01857355912987087,0.05485626586184891,0.04104106252956281,0.09649032353166644,-0.01721002783870816,-0.006799615666593287,0.08593440516162498,0.06830552740241512,0.12672436277579355,0.04860378090037017
PRG4,-0.05544737367875023,-0.026040805509809004,,0.0967189231436909,,-0.01691521673797007,,,-0.006290722093038041,,0.024652781866664714,-0.024832613848163862,,-0.056433312878638786,,0.026537226759496296,-0.004077196725026835,
ZG16B,,0.0042150110637565515,-0.017638813784945424,,,-0.018262694731205068,,,,-0.008911859992235104,,,,,,0.017908057865676723,-0.025848958694002173,
TGM2,-0.04515255596859601,-0.010172304683607627,-0.016529329696821922,-0.046789009952298025,-0.0013728767964490142,-0.03729563323028067,-0.024085825213517133,-0.018731368518325724,0.036884025913759326,0.08965007174468916,0.025418694132629368,-0.011608771319934093,0.08853690275928633,-0.023366344618266886,-0.02275431120580404,-0.022922501213482275,0.06763192313300907,-0.00057169082044998
VEGFC,-0.03978459765824011,0.02945051140253745,-0.022648916162204477,-0.00962337155390792,-0.04655274736674403,-0.02230165123387596,-0.010957374034689727,0.04057661786320389,-0.03043404296691916,-0.005107476010943984,0.0020612662717890305,0.01800055742591834,0.09279110024337797,0.016231695782267644,,-0.07089735631934828,0.016032180233180784,
WNT6,0.02577095401580376,-0.02793856421776538,-0.016312317146017476,0.059138296499362766,-0.02329194825353029,-0.016633900710005922,,,-0.026561295875899362,-0.029777274188358804,0.07721545524382567,-0.03127794560291682,,-0.016954348245878742,,-0.02082616409257725,-0.026709729578121157,
NRG4,-0.0376026956509456,-0.01594840475365509,,0.09142110299089717,0.022894936512189042,-0.02106897551908567,0.05730036616911689,0.02179756276633695,-0.015711798980633993,,,,-0.029231391927331988,0.03157792697919282,,0.051618425839986104,0.10816098857231582,
PMCH,,-0.018381394756772473,,,,,,,,,-0.03308952993323305,-0.023612362469180023,,0.012825240376679032,,-0.010467846758705606,0.06151018117564258,
COL9A1,0.0839400389370403,0.008753360058968913,-0.0074539030593349445,-0.04388522917999097,0.02011736042054225,-0.04335766394900583,-0.029272415574005364,0.021543872742738914,0.08815839875917672,0.03189743684656798,0.0346137664670882,0.05881413616927738,0.0040201222971583865,-0.024947296635962735,,0.08458288107186489,0.08241939361844533,0.0783009232675965
GDF11,-0.0008916722558319883,0.02785289344425536,-0.021961801991675696,0.008185191137460444,0.015141194125316573,-0.04754319719553722,-0.00839899540065548,0.008079078271569366,-0.04028145756860016,0.09395794041714586,-0.03678560014604235,-0.007940955147134852,0.04304801883838159,0.03588779436038792,0.015240734098151455,0.02536094609732875,0.06687033976003422,0.0728079650913146
RAET1E,,,,,,,,,,,,,,,,-0.0027687818277690314,,
IL24,,,,,,,,,,,-0.02467075616212191,-0.015825836233995763,,,,,-0.044905746056654754,
