,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
LAMC3,0.02759040924009939,-0.0118726307940362,0.10677528783614715,0.038214693817394466,0.0015546985267009138,0.14690651198436766,-0.02181114244086122,-0.0008649632166999565,0.041713742563697705,0.046039481609930134,0.009997539092124962,0.04940281627107895,0.07808497262959023,0.1267572297404399,0.09075602960380207
CCL7,,,0.07434337951810403,-0.01703919752694954,0.12868337271986258,,,,,,,,,-0.03292217010974276,0.0074336264180824094
NGF,,-0.020469147630450588,-0.010963762322481614,-0.007035296079461545,-0.023582444538496682,,,-0.019685320935813714,,,-0.020563646856688725,,0.017727539811173285,0.0395567308689776,-0.03890990873118612
TNFSF15,,0.021408301177657116,,-0.018973979822733945,-0.01635790582074089,,,,,-0.02983598112267137,,,-0.013199638299676601,0.05801872706534361,0.008515763002360453
HMGB1,-0.018755289692051525,0.08507306799964787,-0.029198368791518412,0.002273345066574021,-0.025700301574352342,0.11150775967524275,0.020806308379071103,-0.02134995591461529,-0.0393160052889305,-0.03925494706297811,-0.034719913983359704,-0.06935712820474844,-0.024277950421032424,-0.14648016509462142,0.0031960650894736
ITGB3BP,0.011118630027501736,-0.061472418407581615,-0.01968149002306159,-0.0690249417083117,-0.022329190686756425,0.10800201685107874,0.000908804649767917,0.06574561740111039,0.04843295259901742,0.06727946466572937,0.006383368410641918,-0.0441505400341587,0.021496958260779686,0.03796751323752707,-0.025927626937931054
AANAT,,-0.036687710553427386,-0.027545250260936086,0.034195522999401026,-0.01473945144140218,-0.018602766597592087,-0.0206078185111154,-0.0185070967249427,-0.019568095872996308,,-0.028050140170162975,-0.031126194030919697,,-0.04601390817546541,-0.003269659147835644
RELN,-0.017453370843279928,-0.035293237276868374,0.00996826878004378,-0.02996710252073872,0.020079767288038824,-0.040895554096497505,-0.02708794039585281,0.02778985385660727,-0.021663571123032133,,,-0.01288330836869603,0.07534481833098683,,0.03672193718347246
IL15,-0.01786757550042384,-0.019044588680749847,-0.02874441644393439,0.04654327981880378,-0.028871122950379538,0.12963715701588574,0.009392810502261222,-0.03792517504057815,-0.01814850449952517,0.0391108239737025,0.1584443301427421,0.10144125239500983,-0.009230498862294064,0.08391669913498226,-0.0861263400552234
UTS2,,,,,,0.05818898914433808,,,,-0.02626416409990182,,,,,
BSG,0.09461908038969434,-0.047851997234623744,-0.020971226885830203,0.0009365240220135579,0.02245126047994832,0.013395000495425271,0.007572366149396786,-0.09265244411916682,0.012335510896912844,0.01774417658592104,-0.011163695483512088,0.09725794430174527,0.038316891755540594,0.04906258160801516,0.03603929177572468
ADAMTS3,0.009495433462003074,0.03613732271545497,0.021432343721978272,-0.007518916263916868,-0.0020740717334510167,0.13744437274557078,0.036903084829328275,-0.029718048650155784,0.06456858633746637,0.061104910276690794,0.00357430546455774,-0.03771031676921519,0.01885117618690777,0.05557002907591752,0.0052997927116548256
CD34,0.046263300586597444,0.05532565725602437,0.05584086367669084,-0.0029499769917618428,0.01944547715422748,0.07586644967334225,-0.03091723001937706,-0.008882577354814165,0.032728605155063095,0.051684840936558216,0.04690114920281651,0.03494135469444772,0.06267435246090282,0.12169536599995213,0.04326451597275751
CCL23,,,,,,0.10635420738399344,,,,-0.0020082841157799763,,,,,
PLAT,0.08580501479218733,0.030643883087664404,0.04136551169439925,0.0155263225456171,0.03546872444693146,0.14144583719430465,0.06053782405440943,-0.031119007488052866,0.048717653419943364,-0.006164120680827055,0.008454696688163963,0.07106422327122983,0.004486272449873636,0.07620424107632934,0.0878282858645074
NTF3,,,,,,,-0.024697608821166745,,,,-0.039578477352929256,,-0.010275701540908186,,
LTA,,,,-0.021838689333642854,,,,,-0.018148506739785037,,,,,0.0044083326988994505,
CKLF,-0.010009588562560153,0.021087160011079752,0.04225553072612202,0.03893635238238446,0.03146786543311496,0.12575351187081113,0.033915958551660304,0.05085867619615821,0.0050529602417719996,0.0012746869602235497,0.009374041594773359,-0.003583179272660835,0.031348850058801205,0.012541983794966781,-0.03337023449268116
CD24,0.039451554008318186,0.00668769674585354,-0.0065682904606440586,-0.011975991142476336,-0.00333730257676551,0.033021625077702836,-0.0015729544244375076,-0.006728863756645547,0.03295034558580695,-0.0001398342801519432,0.0032145898966085547,-0.03322079879229933,0.029811096482404136,0.06359600126399068,0.036299925875370995
HSP90AA1,-0.026516607640031442,0.026769772491382748,-0.06510099278502751,0.019998026130164548,-0.010932897575035742,-0.14357811906467094,-0.06167112647832691,-0.08074563620373432,0.005122086949870533,-0.0019340077689355987,-0.057523128809408616,-0.014083887278263168,0.009183928763533748,-0.18110854078615393,0.017505952010350493
BMP4,-0.02166643905143311,0.05691163461054714,0.0526083437824558,0.06332627570698991,-0.028604286510082386,0.10958717956696029,-0.0058343331273266125,0.04577312983217296,0.11583589515093563,0.09508116229252278,0.007263649255655679,0.041110033281058944,-0.01978949749495103,0.08852932242904729,0.08496722803903697
SCGB3A1,,,-0.01898562092832948,,-0.01755286708729055,,-0.017382896472799274,0.0006504363403770257,-0.012663787999057978,0.050847129277722225,-0.006703628669873807,,0.12408045842493229,0.06356805805558555,-0.0017479167924123072
IGFBP4,0.03310087720700787,0.027832586919087365,0.0654987902560316,0.012412054461958437,-0.016134058866179832,0.13956927531898505,0.015252328626695292,0.08167550274100212,0.057029084726853266,0.10714461193973912,-0.021337622511513665,0.12654687972580217,0.0639296542472959,0.13869806166302834,0.09299092602019905
RSPO4,,0.13311805288706996,,0.02754056143520169,-0.02025886192790334,,-0.017382893930157437,,-0.02517483600069172,,,,-0.018460467690813387,0.0676947640945584,0.03498241530480494
LEFTY2,-0.020844694655903495,0.06909733675531236,0.06846794312398496,0.06386988778761515,-0.03144488533122802,0.1805310069895119,-0.019060555791881515,0.03349987145720055,0.06922457704034221,0.1277371358476512,0.00997349119361884,0.049397032531417376,-0.02510501645304191,0.11186814360784872,0.08198741632451517
PF4,,,-0.019694534075197206,0.0651779387980129,,,,,,,-0.019104806776475663,,,-0.01613841086241274,-0.01659196384678641
ANGPTL2,0.010673103319438373,-0.011146977216793384,0.04033939772882543,-0.038934517480919716,0.014773684812882493,0.08537062678093156,-0.024340174803320628,0.10685566216187498,-0.04886712638725578,0.060340211677666004,0.05892719563579087,-0.06677801413676318,-0.002203534450295964,0.10979529892299798,0.10334045226742422
LRIG2,0.007377946415176732,-0.056536799794308285,0.022921405861877384,-0.0039810203425958155,0.011738564821107998,0.03529877169148641,-0.026207282833111266,-0.01937604139553818,0.07400257996594498,0.04635736745232,0.0837198503957869,-0.029008157218690482,0.015081564366975707,0.09517826786997043,0.0046751553272323795
ICOSLG,-0.0308875703699972,-0.05998604125229778,0.041804180354478276,-0.005309450309980896,0.0008593122997938876,0.0961248049600835,-0.006500204704175577,0.012013666037744782,-0.030201242882158315,0.16364969446670788,0.031114410006222604,0.006456451763120699,0.02201377611118513,0.1007207847742928,0.08147364387232958
WIF1,,-0.013071218690048222,-0.005116135556312575,,-0.03974244801260431,-0.07881795378143255,-0.014420102065279269,0.011178925158452889,-0.049809718578534744,,,,-0.01716079283469864,,0.026697228537772424
NPPC,-0.06734646529447594,-0.028320281707182458,-0.04097161491259454,0.029082752654871962,0.019508933594988554,-0.018572106837662222,-0.024157968599588055,-0.04887306870487082,0.005613550405672395,-0.024874597312878027,0.02117426198036301,-0.012451378059458708,0.020428538191354546,,0.010580052924456454
LYZ,-0.011200335228281413,-0.055859907002179965,0.012151979500856003,0.0010931508399492189,0.03001343491466183,0.08981193535966543,-0.005809860640885116,0.10755926247406557,0.05177503045034797,0.07681287311659815,0.059167198618519976,0.08889263103832325,0.04601720073487798,0.0990989704786072,0.04087412768277536
EREG,,,,,0.023034796584517184,,,-0.02025044243699395,,,0.0022154011769139927,,-0.022992823753694432,-0.009840382889777557,-0.035715970962280665
SPTAN1,0.08360379470628747,0.05437135813517615,0.03545408878562417,0.01203234142269034,-0.012520636864867166,-0.04308906727062405,0.014904315208135939,-0.08140193917576641,-0.043977239177579515,0.02913834133802696,0.003295445868660491,0.033618231338684634,-0.026825599993556354,-0.003993398655330485,0.05986189994909441
PTH2,,,,,,,,,,,,,0.05057835292382453,,
LIPC,0.0774701510227135,0.013564049822431624,-0.024111286313750934,-0.026715963585096175,0.05428508127800483,0.01691549258678557,,-0.03626817331676804,-0.004699328181841788,-0.026376964184020975,,0.021508144915154948,,0.09811811694534146,-0.018645836747294444
COL8A1,0.027220538921609003,0.058013922018740345,0.03337856094510064,0.01868169576302042,0.062320062803420735,0.04673567389831787,-0.026527442095921974,0.10914183577534523,0.008761031854749572,0.03536939606968174,0.016794356337536797,0.060250265514305776,0.0673985194716882,0.07356424497566907,-0.026842417740342264
GSTM2,0.028699409957885356,0.044638601507203626,-0.0074250858883680056,0.047780888054949934,0.00012241877954761632,0.052463401243418806,0.025402371077691287,-0.03220857818325828,0.02422604256763657,0.07557468088663381,0.08300169683149662,0.00577729873935082,-0.007679496508844585,0.0481266071259546,0.0495927390679057
SPX,0.028878264639913113,0.010286675274094095,-0.021653325812212902,-0.0022560667934676385,-0.03933754945219628,-0.041497330343260634,0.047076854919085136,0.02007486561335298,-0.0345649447459919,-0.032976050365927725,-0.006956932561742286,-0.008841187247418099,-0.028211567777088158,0.029988846243475784,0.009074388935904463
MFGE8,0.03075426068339364,0.0029738215202564492,0.0716727592639405,0.05949918210379494,0.021018714725968436,0.10416868171592088,0.02802220254308069,0.006405320181075876,0.0366002937113143,0.07220236091900283,0.07112910623806215,0.09960400574424308,0.07522843283561892,0.149986162188652,0.07560258977130421
TGFA,-0.010881726330662275,-0.03575242115502933,-0.02014488390418155,-0.01178601847358831,-0.051072781331814796,0.0388533776404144,-0.014075464074882041,0.04903241848907343,0.012841586496825052,0.0348073836638838,0.003974387709653327,0.01106684961773037,0.01725006545541042,0.11827031327716506,0.06828778854355193
SLIT2,-0.021666435584477943,0.036183979949563565,-0.005024882447937175,0.014428341999531752,0.007530190279620077,-0.015583995637142089,0.0524404263527198,-0.06005751488772429,-0.0323926667337488,0.010189751682429688,0.03498316641413671,0.009143814525557716,0.03296688656315342,0.07945060546289529,0.04473141058321671
PLTP,0.017047138577130624,0.0279747983101081,-0.0012372134448244269,-0.04593730683900221,0.028179454577005717,0.12082980241321296,0.002817994303681769,0.12285286261212956,-0.03321872610399144,0.024146465213491154,0.017322452258243207,0.06189627812744614,0.06296408817498046,0.057934500219082946,0.06863902488556323
APOD,-0.04404213114964226,0.04848888450344566,-0.003712710090220712,0.01059713736576607,-0.02089951828591865,0.02181379570350429,-0.05349724759883897,0.09824103720162804,0.033401891882901234,-0.0599749667026085,0.00021928408367334818,-0.03324980398654344,0.034123994670757024,-0.05353571262342326,0.042695526457374455
B2M,0.010012588392188224,0.06259330113503563,0.006355161172724962,-0.004580713711552342,0.053932872251667166,0.1817219632128358,0.04541146153787718,0.14865475914202855,0.015417112474011523,0.14290965877860923,0.07400783888865313,0.15877034937528364,0.052401793426147966,0.054335609772969404,0.03963305921267302
OMG,0.02186827181495093,0.052530565848306995,-0.01086772898972013,-0.018115471337055333,-0.03416344386603115,0.031651419556447576,0.017486859759831445,0.006744238946858107,-0.019832119284536643,0.024985801198810192,0.07047937194481996,-0.029488505112655813,-0.016252553679337367,0.001140899493267596,0.009743794195461238
CXCL3,-0.016953926912914755,-0.007724728025574976,-0.03369813397309601,0.003864780467022762,-0.013025945414931595,0.006504138848166871,-0.018596022166723757,0.010893698484734224,-0.013070211300201001,-0.025635767022149307,0.008968395131716895,0.07188114662865765,-0.019399779069047343,0.03607707381277769,0.029812872176261773
CXCL10,0.045508259341004,0.12790671568017326,-0.023088753713662806,-0.001427426711063846,0.007911141306124444,0.13437250945986948,-0.028248718745742727,-0.04708721662781126,-0.020770147483728987,0.15678793136500263,-0.025625084303652467,0.03946269039646556,-0.025224530319683396,0.03568791125704803,0.01824153196854544
RSPO3,,,0.02912915872535466,-0.017264381670035214,-0.019613900671186412,-0.030546729153336335,0.026896543106722348,-0.0434919029045683,0.08601988135306766,,0.04140876759560544,,0.05868284786536725,-0.013335681699887516,0.017057758389357268
CORT,0.0015589817723655193,-0.006969051727376837,0.040759891403360865,-0.006783848110970422,0.00804252686532157,-0.052867958615014775,-0.031401457080608694,-0.049552379291020375,0.012857245028086637,,-0.01999220926868666,,-0.03070223362797584,,
NCAN,-0.020898785154530215,0.09545384731340034,0.011910528365043966,0.04262497203557939,-0.020522072942314326,-0.012926783604471885,0.014040787159464654,-0.094925340202947,-0.03790378644543773,0.005227510947926379,0.021257231256500225,0.05231910912570386,-0.053508425158224814,-0.10560924942182158,0.08573665720066163
PRG4,,0.023857233915658593,0.018541077132208757,-0.01703920018225554,0.1431232843893087,0.09152173490387411,,,0.048016573986766675,,0.02695900852300151,,0.11473167383073624,0.02231037505279921,0.052331105319455784
ZG16B,,,-0.026327326001394733,0.01019535231149137,,-0.028569729422416472,,,,,,,,0.06224761703021027,0.05408567132898629
TGM2,0.019692260497180675,0.034713613518010694,0.05116601302194032,0.010049137261262426,0.04154495257536825,0.09348388886127601,-0.003005602598908927,0.03037707950421744,0.08463510403334015,0.0841571621823936,0.032995974565098916,0.09358243311219525,0.07134888631718835,0.04114063674277265,0.05227415188730509
VEGFC,-0.021052855805513894,-0.027453358318684944,-0.006122245653450585,-0.03036841713651898,-0.021617573070886624,0.05435078044520873,-0.007255972820599966,-0.022882911780722496,-0.016296591551317522,0.08096910937299732,0.09776637603205647,-0.028911628795656775,0.016905750751171456,0.10925323959064652,-0.0262896513640996
WNT6,,-0.034818172159995164,0.039325948001942924,0.02610125253219376,0.055174847406702095,-0.026021682425222934,,,-0.014222842178205835,,-0.03715641450232197,,0.037065033741934386,0.04304363552249038,0.02173501929517267
NRG4,,0.06261250630281545,0.0021939452196565474,-0.020737486094894404,-0.02000310426678345,0.0485058796751601,0.0048859971222715735,-0.025492917759382654,0.05337629801781139,,,-0.023215620323558336,-0.02437752655526736,0.05254894683656414,-0.032939114531718064
PMCH,,,-0.020154046047347905,-0.02873380730345902,,,,,,,0.07516063053673164,,-0.014035573300032798,0.11000548287370691,0.04791208032518651
COL9A1,0.03833990406231536,0.04630600145417099,0.011159628931639963,-0.02165879068562771,0.009577670887597369,-0.00479799985132947,-0.036822418151888976,-0.01996971516629081,0.04074028229109187,-0.014077883791165672,0.06008765980146587,0.010043621014742541,-0.03888632261476823,0.07444099563810953,-0.0028216317926827105
GDF11,0.00042009114939722727,0.024442188516969252,0.007439471369006047,-0.027095429624512557,-0.00451344204880282,0.09203437803003131,0.01697779453094228,-0.037401984786151664,0.007363429600754009,0.033919489982997146,0.005681031180424393,-0.005373274693369319,-0.0386789036816536,0.08615879205998046,0.04829355149502808
RAET1E,,,,,,,,,,,,,,-0.02004532409526135,
IL24,,,,,,,,,,,-0.018800190345665664,,,,-0.024037865809758766
SORBS1,0.02963851105511324,0.03026672392638977,0.04561308612457205,0.029803532926590656,-0.006580725110507387,0.029176223250881442,0.00047959274210003896,-0.011328329256598234,-0.02522792807439127,-0.02706171335781449,-0.007299252983803439,-0.08024936639611517,-0.018664550100944737,-0.0284187179379806,0.036990031524573065
DLL1,0.03806220791145449,0.06843895321541249,0.07952586023492357,0.002570734482045736,0.013696018189409583,0.05804410960198502,-0.026569362687021352,0.013397733679688491,-0.03458175370016657,-0.028382922674687852,0.03669587778829622,-0.014669077171363462,0.019251614908462316,0.041818070910597686,0.044421099326364316
TLN1,0.08608617486578898,-0.03842167168246977,0.04787231472309225,-0.003911616786771583,-0.0008074855375726491,0.11771473510147011,0.001479074712868938,0.01682619783409776,-0.006301221220214454,0.08003062440237586,0.06723641039638159,0.07002533718385988,0.017566753151162056,0.11838719683025835,0.05170428272696497
COL2A1,-0.01977401440525768,-0.02655921754557651,0.011212824162643867,,-0.012542960260990603,-0.024424551594296486,,,-0.013268947823508353,,0.08604177201402537,,-0.0033658222474429707,0.02764017187902508,-0.048544951743187625
SHH,,,,-0.01770652658860827,0.00466572833035592,-0.019200665291333803,0.009095421305911885,,-0.012663786892164072,0.14296632386411184,0.04036561589515056,0.01842193039732049,0.058587217293302726,0.02610607845895654,0.02680102584659941
PON2,-0.006025441320974616,0.0803751790798481,0.02487619690191552,0.03805175098868983,-0.06480159773025974,0.07055281846249208,-0.032198073767338166,0.060040103548990184,-0.041116281162881005,0.019625695643557338,0.0560601865160543,-0.027800251130199665,-0.02142336121958868,-0.0167373685682275,-0.013543563178819084
ICAM5,,-0.029251655633315214,-0.015886638418073827,0.015751633789357403,-0.033263859295274804,-0.047727960652587206,0.004347398085740387,-0.07100715265191021,-0.024731691740957386,,0.01165756478766193,,-0.035501165384011345,-0.014484275055861607,0.04177287478496468
HPX,0.03882605205980655,0.015057545328330044,-0.008805564346537063,-0.029218612317255904,-0.035583432552183866,0.01008135493133257,-0.0011159372196274109,,-0.011102274598170156,-0.025635753610066956,0.10072171368299429,-0.031126181284246525,0.10692606756307842,0.08028973887999455,0.05111585417838339
SFRP2,,0.21510285491909104,-0.025241433619755293,-0.020165814930611824,,0.02037166501920206,0.01644214932664129,0.014040736633048397,-0.024843109048160623,0.03585043315679293,0.004181514073184154,0.016467590477643887,0.07901788610103437,0.1554580731440842,0.09655032634172625
CFC1,,,,,,,,-0.020801341557088657,,,,,,,-0.04767725100880043
CD70,,,0.03847195205400651,-0.03427614764469893,,,,,,,0.04084139879571947,,0.018428271783291532,0.045450840859327823,-0.043837350898608865
HP,0.04515287221567786,0.09221361550493948,-0.007295633454970691,0.01689294103502513,-0.011416217430200219,0.08688512572456511,-0.0391941935168097,-0.04693812476438408,0.011601873836843392,0.028649997745493067,0.05325923167690933,-0.029733232208078875,0.011938166850421424,0.002703277486339886,0.025156836760946603
CXCL2,0.058577291304178034,0.04624782777246861,-0.04455120777018096,0.007090935024889458,0.011420074276881555,0.02482787685689967,0.012229978234068507,0.06658356819357138,0.08493949958974893,0.03601007129401391,-0.024780690764232675,-0.048357424818061205,0.018709009534534384,0.03218427688687728,0.011756685789524228
NPPB,,,-0.009904713128040277,0.0025578041751500554,,,,,-0.01629659273661536,,0.05506199430591545,,0.10006978337282331,0.04276805819804215,
CCK,0.06550294804929548,0.029105421150593464,0.015367932516249254,0.05092498425140052,0.017662864131096696,-0.10591074331752542,0.057850257483686475,-0.1483906030064377,0.025155371989516593,0.16897809786042475,0.033940167991115926,-0.03925566343772538,0.02991055438826391,0.07193631451674755,-0.0761101428754259
SEMA6A,0.0411985552671702,0.07243589073733915,-0.0834539244444972,0.0469442353528388,-0.02019338210158422,0.06130875924644603,0.005473458561299484,0.06511163939134983,0.009476284428308314,-0.03541524464694504,0.008011291736516811,-0.01488469351237089,-0.05358812334297105,-0.06674391645144581,0.04344047738005921
IRAK4,-0.021059751359166597,0.10151808126888773,-0.0007095316635681828,0.048999294064468596,-0.01763397862091577,0.08310517152115739,0.007679433992882912,-0.0013044838032976764,-0.012113359734023462,0.11179433513120741,0.04037266323118447,-0.016118346959504246,-0.023265340020855348,0.1284199636100544,-0.0006100698599703161
