,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH881T1,ZH916T1
LAMC3,-0.016770859077390187,-0.02051156179746442,0.08188441766752848,-0.034832459390762315,-0.005228247688042928,0.0059787974529218555,0.07973182487029272,0.00949357453336387,0.03611913796511944,0.06177606669496353,0.11170314681724014,0.03667432457951483,-0.03266510897694922
CCL7,-0.017315737944739753,,,-0.019596446291211978,0.015541541503648233,,,,,,,,-0.023671919057210132
NGF,0.0419257553207683,,,0.023345652648221325,-0.022290847144506954,-0.0158356660186194,,,-0.013735303962189922,,-0.023211020148946698,-0.03327020987398998,0.0802752931267143
TNFSF15,,,,-0.008798486777766177,0.03320540008477355,-0.01922797024808416,,,-0.019330203620309128,,-0.002833134087396623,-0.012034280134144542,0.007985912326726019
HMGB1,-0.023251261516478588,0.047357577004402476,0.022323699538287604,0.051434219591258774,-0.048735327423611,-0.01656300504886675,0.01609893628337116,-0.06931735357548209,0.1072380499966168,0.009611465900266403,0.015298612606897674,-0.028674925571279347,0.044337341886358406
ITGB3BP,-0.003471737990150847,-0.05465967810342636,0.01596709409810055,0.028123238921807923,-0.011244567968192376,-0.024622139563835497,0.02192247127287668,0.022298218331711476,0.037524748833859096,0.06896423426708954,-0.0666880564315937,-0.06363342064098372,-0.003196854544024527
AANAT,0.032329619494722836,,,0.0837078652028548,-0.01393217986955661,,-0.0142948696316668,0.040482102400431985,,-0.023971491481742976,,,-0.00850305107172087
RELN,-0.005826531756675811,-0.04218878025183874,-0.032785714009845444,0.028743320012629976,-0.03208391078827452,-0.011365655117851746,-0.011858601613135374,0.007636532478466783,,-0.02653851013457757,-0.020673434510943486,-0.014536106219093087,
IL15,0.015671809249301328,0.07679682825384956,,-0.037523762618693106,0.055304351111421984,0.012778825597029607,-0.026975977130557566,0.010473429055174182,-0.0454527495289721,0.00805481780718048,-0.018265863873576257,0.03349795351222043,0.0795614300458437
UTS2,,,,,,,0.10396531990589694,,,,,,
BSG,-0.014918969138277427,0.005458398628241086,-0.058347729610094844,-0.053015151706664536,0.015667618612778093,0.04284301781232293,-0.01152250814741307,0.06145013385303457,-0.02099011459698026,0.010425632600806135,-0.006688702442106075,-0.01863876808146201,-0.020768350571172278
ADAMTS3,0.007379240325508672,0.03083653229216416,,-0.020318887094675667,-0.003932821527213683,-0.0220374925717764,0.05676223529524721,0.019332888164859872,-0.01747009481818559,-0.027874146401381986,,-0.02186824691003653,0.08725819524705758
CD34,-0.043421126032732446,-0.016982727307643938,0.08793962076797635,0.015550000443349246,-0.020740161229059403,-0.035025565712055284,0.059918287627335136,-0.021609067325032212,0.049709419084366796,-0.030413558084411457,0.027949079498283222,0.09024176743402613,-0.005582390843642328
CCL23,,,,,,,-0.016265292479637043,,,,,,
PLAT,-0.04930978257544628,-0.06756914381473017,0.05014100442305374,-0.025848344134747913,-0.03107294566603333,-0.0466906634253043,0.0649212963524418,0.13235544579291544,0.030443892818109237,0.0051628002765505155,-0.028532509447298997,-0.03740747199178494,0.03224192514871141
NTF3,,,,,,,,,-0.021670511648589443,,,0.011045201031196165,
LTA,,-0.013221175893784128,,0.021346944969343168,,,,-0.018289255716495235,,-0.022232453149387436,,,0.043196312470755005
CKLF,-0.0854973232997586,-0.015513964651740745,-0.03565004360204272,-0.0398781977673652,-0.04327008652762382,-0.03139268808131115,0.08247369383454159,0.003489585936330503,-0.01741123982705208,-0.0029855757834213745,0.054213254120198416,-0.027846549859057178,0.004068542576686322
APELA,,,,,,,,,-0.03563419438537724,,,,
CD24,-0.0419331531156481,0.04298838342368645,0.00494100513012936,-0.024444206365198798,-0.016751700056483288,0.012698929363273654,0.05491335194648639,-0.040213810986174624,0.05577972976986347,0.1031413605985789,-0.022040475844948695,-0.027326361774367283,-0.013678250404345359
HSP90AA1,0.05738733347704549,-0.028150848675783668,-0.09390534594258408,0.023149761023429877,0.010683399010268565,0.09162350853876533,-0.05100373382114898,0.0748516419487325,0.010219626584610597,-0.043255369703825076,0.08043587760199353,0.017677128402141,0.018088927386440575
BMP4,0.0668394111794766,-0.014015221472817339,-0.02216806482713652,0.023610290068327745,-0.013073537035360912,-0.021014496063350256,-0.04378567330938325,0.018193841138936396,-0.05346497937386448,0.052288674489149894,0.017122365162056667,-0.013967903643803304,0.03758745066191014
SCGB3A1,0.021102172212383963,,-0.031118944352116505,,0.09576749565515012,0.044906400141967985,,,-0.0020693220057119302,-0.01551351179574602,0.04474057794491783,-0.02499140249341454,-0.04963368539665266
IGFBP4,-0.04422952509234754,-0.05659351937055673,0.07778842377324821,0.030425363422567884,0.05506025731740407,-0.05901178408819127,0.07409018903801771,0.10491705531468894,0.01616710601449401,0.042575263286827,-0.012459218487583789,0.01906425218232234,-0.023017728383593672
RSPO4,,-0.021373540828980287,,-0.0225578013463086,0.0006379015579802628,,,-0.021271517819831515,,0.046061424558467776,0.08004394082446341,-0.016830646003687517,-0.004636006214719135
LEFTY2,-0.06029931150106638,-0.013383552049426598,0.07206226784396282,-0.02122729460117829,-0.016676382292224068,-0.039218104659843725,0.11832343507469498,0.0601489403656425,-0.021856465234007156,0.021950361738681718,,0.07913814155257246,0.033937549702444
PF4,0.01992503073116318,-0.012026456421144366,,-0.01709751331606986,,,,,,,,,0.12693859120169193
ANGPTL2,-0.049997706628827486,-0.013104233590057551,0.000453530969601059,-0.03075627098771293,-0.019679949480231256,0.0008083548449166135,0.016957966081708135,-0.010699500434695433,0.029397130738582158,0.05686188801002874,0.05134932814398311,0.06328935886154469,0.014149125036212663
LRIG2,-0.009512452012965978,-0.018825248758272593,0.011501305928591775,0.015308772029822422,0.03107606505239381,-0.008012056138860196,0.017725561891497158,0.01928276873464675,-0.028365649348429358,0.01987232884074467,-0.011449805154662276,0.012589296557212647,0.05353119426181045
ICOSLG,-0.0046238069008005854,0.012631815402736411,0.04130165727512624,0.014792771126688486,-0.03787010745156426,-0.03631624445735146,0.0659218790940649,-0.019902777354142528,-0.00601426715769929,0.04684337117891471,-0.042176219874365754,-0.0012085628596172542,0.01502278959792498
WIF1,-0.021539389981907704,,-0.03946586699250234,,0.003211592232644427,0.03952634902750418,-0.003378164205191747,-0.01641472647114505,,-0.013922517429291802,,-0.015645715708879966,
NPPC,0.000709139386173338,,-0.025943361471970208,0.016232995153371753,0.03937124475006323,0.03342445180165249,0.04456008495313864,-0.032019915783293156,,0.004171995639931809,-0.04567047177038269,-0.05103454591317043,
LYZ,-0.053166353810022125,0.0025992547913352487,0.0685135211378228,0.020130077136404103,-0.004109056038089365,-0.027873622834644347,-0.016346642732124814,-0.017278867515899243,0.01958546693396866,-0.02031220609418676,-0.010494095392468898,-0.013395562756950684,-0.04985765059308962
EREG,,,0.04159957665801732,,-0.026947602042216738,,,,0.03636608222171177,,,-0.02096285336347065,-0.0428401796928604
SPTAN1,0.006675552627199212,0.006926975850077401,0.016683273505385936,-0.03371256518086438,-0.03001105350275717,0.07320068967650224,0.028532319660192644,-0.016129018252197726,0.01442493845009299,-0.029993797482919377,-0.11480794180927273,0.02193586613611644,0.06084233539300171
PTH2,,,,,,,,,,,,-0.026766334139950953,
LIPC,0.008853272014039312,-0.018100459662655558,,0.07543403611976433,0.05957886224227824,0.014283517598121583,0.09656052922957514,-0.011148217028500185,-0.020151040229152505,0.07710194545093164,0.0447424755240644,,-0.023282699199906286
COL8A1,-0.0018090525371341375,-0.01683127719810246,-0.022012783550132968,0.007438970230639459,-0.020977056303611612,-0.04312391993375672,0.017806779776134665,0.04287507956380334,-0.11316339819651779,-0.012537655786984387,-0.0191618397499475,-0.05246491581145971,-0.08373076530111713
GSTM2,-0.01913901589058119,0.03461084373923611,-0.04844358676964488,0.03260850346172991,-0.03754002549142692,-0.011569841331330885,0.06574707986882275,0.029068767578211425,-0.029986149004237975,0.026140522574845657,-0.026957344564156865,0.05601979893652393,0.04064966155904327
SPX,-0.015315769401055302,0.014239860906623492,,0.03976699701522178,-0.03718305370959175,0.010064427150864938,-0.010506583996586938,-0.04667721364818553,,-0.00947217268525837,,0.054026308395581354,0.14401643898082472
MFGE8,-0.009597132141593825,0.03713708787945596,0.000790898133100695,-0.004797427849011245,0.017249585531933252,-0.014878594876781703,0.0274664238670742,0.015687772039164015,-0.015299143903539274,-0.03249058786515384,0.02656444254992178,0.018005481928744186,0.014254844533600914
TGFA,0.0723741716637012,-0.015355171332804788,-0.008236136709659263,-0.00233317331382154,-0.009869499391962484,-0.03358146012141615,0.006089217393777224,0.05968410772904523,0.010350931974815037,0.08457130724993522,-0.0386916375009922,0.022667565998195943,0.11746722481784036
SLIT2,-0.038788501119421524,0.011984371571152497,-0.023129783492453267,0.015807995226942217,0.03830172329891566,-0.0028170772062602145,0.033023300162096744,-0.021225466867230588,0.026176408554013778,-0.029048837851053305,0.005629989654576371,-0.0707977061046934,-0.02849089827350451
PLTP,0.02461951503591389,-0.003846811491387147,0.04024468776968855,-0.009428571138051652,-0.01682697251788295,-0.060765113728399364,0.04642999752833728,-0.053147036011446776,0.06407913526624504,0.02825237506112679,-0.04197964141989933,-0.05054029168448682,0.0074273737532881785
APOD,-0.04855438768278122,-0.036895793022803144,-0.004262992211468225,-0.0662102991558744,-0.03831364682066568,-0.0012445823599363905,-0.01630606533421686,-0.054091133744564514,-0.0406672689935854,-0.019731231505733512,0.061720260216708865,0.011313228341897824,-0.14010461689597492
B2M,-0.040581927246929134,-0.03665151702942689,0.08489646750702898,-0.01905097251968248,-0.01780360265570837,-0.09087166409501742,0.06330566505065735,-0.03535011165154282,0.016398757727171833,0.036501650465595094,0.06285880122983406,-0.0067967889404840255,-0.07006998037320192
OMG,-0.04662696117397541,-0.010408165663940728,-0.038163618277753594,-0.058822825705080926,-0.043844392422704,-0.008941647693279283,-0.018453775246145967,-0.006837359325367304,0.1029753389010729,-0.011442124758676089,-0.029278800122395334,-0.020882728292275863,0.09065398826902006
CXCL3,0.024671971854346633,0.04162060553481677,-0.00790894259338836,0.04011380607068061,0.009298166324671288,,-0.018768480494693856,0.07583317557376594,-0.009075660241914328,-0.01601139226222393,,-0.029391764924473925,-0.05013733859865267
CXCL10,0.0279351593458822,-0.015475037012608352,,-0.034225607878504996,-0.037965587482926694,0.0008398907975420283,0.041273771838648145,0.04985887263928841,-0.004773268474103857,-0.012273549000338254,0.08318351315691112,0.04441060592382581,0.06091713614581043
RSPO3,-0.008889824396315528,,-0.02911302555793568,-0.019855426149778182,0.021469754743702423,0.03396966131258131,-0.006609810690261738,-0.022812618849812727,,-0.016731596324666566,,0.01426056568718022,-0.02402236902515856
CORT,-0.011162161197769485,-0.021478489597709167,-0.03863695132548022,-0.024276641928327312,0.08914621919548682,0.00628809546217504,-0.04062517110717358,0.02010797846994182,,-0.0055557556869388095,,-0.014668309857202315,
NCAN,-0.013485940769161866,-0.013818392341404532,-0.0003753289663929416,-0.014051992700905323,-0.03708533144151066,-0.039276725973611024,0.06805359001275205,0.07612198460509711,,0.037815459487926896,0.008043755723034994,0.07799888301162246,0.0981479796181755
PRG4,0.012915145478481603,,0.1413542406967049,-0.019596449345027234,-0.013274328725733872,,-0.020333938055797786,-0.01646275639631189,,0.01585780879020423,,0.02771066778954728,-0.0392866898011512
ZG16B,-0.024011699904876255,0.008023528443798817,,-0.022744076105584966,,,0.047096284755699575,-0.014532473937628585,-0.02883264712725436,,,,0.02661355206241724
TGM2,0.020568886595840424,-0.02550746505186292,-0.0009131652427530743,0.007965679828404647,0.04506020742181823,0.016853948222448532,0.010500622405704572,0.05381851619040138,0.04547307227125251,-0.022986602648705355,0.11645877556371678,0.005074381057151301,-0.03419518240849281
VEGFC,-0.002175712037302208,-0.018582458492065256,0.005465681965968148,0.06843266469742873,-0.020433590596247057,0.050374974944197556,0.015634998321945096,0.012896952563256169,0.04095087866961414,-0.019963802716898425,0.0344791489962174,0.022237561148246127,0.027013079132714314
WNT6,-0.01483072820211442,-0.013383552400671274,0.04997153559394087,0.057306019585930186,-0.018290747004074164,-0.014033356187836117,-0.0010416813049648956,0.02743844341227272,-0.03224079316742254,0.058107618260483024,,-0.022337013991709707,0.04564298760633185
NRG4,-0.015948402559987567,,-0.021821777639002518,0.0017418982230296652,-0.01890754535216343,-0.017179422202070683,0.0816535308261901,0.011266706503345788,,-0.008077836887669915,0.02475984944050289,-0.02222530473057149,0.04555005063465607
PMCH,-0.0183813922284526,,,-0.03304618722059472,,,,0.030084869327451122,,,,-0.012796412833528368,0.009796907886471634
COL9A1,-0.0036936503873876564,-0.011698053690463388,-0.029196636278390937,-0.02490934961768065,-0.028073974923880567,-0.031030678304617212,0.053732609746332434,0.006346694716714575,,0.023273868432819728,0.127839162169232,-0.04420941671413798,0.060499427615840276
GDF11,-0.017622791424083302,0.011651915787300229,0.028266722336403774,-0.005764434802606902,-0.016612737667896657,-0.010368421847927039,0.09201025890336062,0.02011632447098829,-0.032658989589931,0.03225106096457915,0.04758551293000891,-0.05093275701627698,0.017778810659842312
RAET1E,,,,,,,,,,,,,-0.02635237109053466
IL24,,,,,,,,,-0.018181768573971354,,,,
SORBS1,-0.050969946640529666,0.03313262872583576,0.08458270750512455,0.005090080457247162,0.0019863701098819567,0.025636650624642897,-0.06269302247536698,0.000668983547544857,-0.04763244349402375,-0.026365979468341242,-0.0678423233613102,-0.026462050171148294,0.07775920359114372
DLL1,0.004646103839057352,-0.034626157521984335,0.002119241934634248,0.006339519825375515,-0.038686150628792756,-0.03632680330557174,0.040450716625477945,-0.021115963845505563,0.022288880854753813,0.016897083127654887,0.04627240510060786,-0.01360062727845199,0.016758913877478986
TLN1,-0.04575219513171835,0.00942986149908802,0.01633162734863472,-0.008696381979501585,0.023572581890682384,-0.020748036670517347,0.006216606658090141,0.07479010360231775,0.021385810010876,0.01959296740385914,-0.07481683450268045,0.02351753937221894,-0.009862430630681294
COL2A1,-0.01490603784532504,,,,-0.011855989291566036,-0.015203394939827579,-0.018768486881815778,,,-0.016254850333284773,,0.0026595502216501094,-0.034960666268144716
SHH,,,,-0.020363928333407735,0.07707462827369979,-0.016594566840861316,0.14018708539570376,0.036984108377223164,,-0.015513510439768514,,-0.04469628055376036,0.09345785281705618
PON2,0.021266631472270158,-0.030471371391546834,0.08864295636696155,-0.04084088846812247,-0.04606054045271264,-0.08572485483413436,0.029881635134912727,-0.031522903161728316,0.008637629026847626,0.02259900811396523,-0.015574446977815345,0.03265137816064519,0.09159857216223057
ICAM5,0.05070582200657622,-0.017227637668192974,-0.031118946554400995,-0.031738627661455805,0.017746919008974987,0.027622043350943988,-0.03667545747751133,0.020570397843493942,-0.01721127792598216,-0.030297047895987948,,0.01104677213310165,-0.01103882960919356
HPX,0.008780120711031632,,0.059116534105383346,0.13200815996089388,0.10238754743036298,-0.014033357134485034,0.04280069639416487,-0.028519079410812203,-0.03417490088100807,0.03281264774863746,-0.02477534721481204,0.014224509233503475,-0.017278384482542125
SFRP2,0.03753844234375308,,,-0.023192307535682546,,0.0008784835031495846,0.035553611971907255,-0.023768787748673376,-0.01794379957700526,-0.030433537365779778,,-0.04899866832914392,0.032222735857493974
CFC1,,,,,,0.13315753275432152,,-0.018289256821809437,,,,,
CD70,0.046569269573618725,,,-0.009859440100769265,,,,0.06845357595647601,0.04408453415231764,,0.01662949964511554,0.015447446913486448,-0.025597025225210814
HP,-0.046494679694353974,,-0.03297020367680827,-0.05575292853264193,0.02505878894322909,,0.025516005403264777,0.010766239514429062,,0.07579968799800546,0.04455749798328846,-0.04184780650796816,-0.013387177825812755
CXCL2,-0.0281755515709236,0.03551105217944245,-0.014305098528083435,0.013914891111513067,-0.03827359009950622,-0.021689160963755973,0.07063413132205851,0.08525641331634257,0.044613614150950824,-0.030704965747075683,0.02198552440995089,-0.017233990146404324,0.10816715243010384
NPPB,-0.02233897561181466,,0.03561479127151798,0.06000192577364529,,,,-0.016014817073254667,,0.013369431897601848,,-0.019125561548563298,-0.02436802073056365
CCK,0.047514075886016284,0.03889451365393718,-0.0643547128241801,-0.009654164201982599,-0.027694061701778242,0.05222356629410252,-0.0391168783813948,-0.08332639682362239,,-0.0008482858192073807,,0.025657196133453727,-0.01783494358329068
SEMA6A,-0.006209584017026087,-0.008532604057592862,-0.04651523031869095,-0.00903935992026025,0.0357709532977907,0.016755636845920137,0.013080928429566076,0.02332822019888604,0.07289472798467764,0.041598493475647196,0.07765178171865045,-0.013076435652543862,0.09655933352828773
IRAK4,0.009649539414722873,0.05278145326707691,-0.002127081085686827,-0.009383319166166635,0.05106145046340148,-0.05394332156349999,0.006424664126386692,0.033467520957716275,0.06147754714066632,0.05748158266160106,0.04396919739683265,-0.024128477778982485,0.12234077870809011
GSTP1,0.011776290404497423,-0.02318400554986144,-0.01523551304967562,-0.0438007693828135,-0.0813223210422952,-0.09840519301083016,0.033190790570316625,-0.060792215306127446,-0.03083186870186361,0.015303803307577605,0.034620000380482914,0.01617155524646731,0.06874608893313908
VCAM1,-0.008490091717202594,0.03389921195754864,-0.014344777447140945,-0.07029631118072756,-0.019605465522473862,-0.0482454302987449,0.021191677828276325,0.0072137809000440275,0.005410992879733104,0.10350213237580023,-0.04603889009200089,0.01927033321106974,0.10866312487769345
NXPH3,-0.026628091382353437,-0.02952488814824144,0.017871713767096113,-0.029258531650266432,-0.0430675794122525,0.002901163643897453,0.03485583156423631,-0.02706822765061059,0.009704516541396495,0.00528185702840939,-0.0035322850798735995,-0.0002995499786206534,0.08931513823440211
MTMR4,0.049307682650602154,0.007494643243047456,0.0056478137264129565,-0.0390091598804324,-0.02863748559443937,0.030453267055051667,0.020404591932936665,0.0051553777077053865,0.002439131341071472,0.012581640719673721,0.08171044895885872,0.06299114949611824,0.05127001812291736
LAMC2,-0.017533760021294673,,,0.08795957527076521,,-0.019227968358293168,,0.07772564567061961,0.0034208177856016016,,0.16229953309563477,0.01691762462771187,-0.001837134000483672
IL10,0.02052560335227055,0.04778552023316542,0.20857092867385052,-0.021393917544946787,0.05478264219374509,,-0.024628445338120347,0.006891791012010469,0.020888013947403344,-0.017870442998299096,0.08936420071917706,0.0194008927334787,-0.007422893627800102
SEMA4D,-0.003828308932951627,-0.005980013846854323,-0.02804984284150233,0.013628627591664241,-0.07916929087741253,-0.010767822499031184,-0.037608310028748676,-0.00767839621184408,0.00942165854344166,0.010194943362552441,-0.012155016876738745,0.047245742647104336,0.05451704441417556
TRH,-0.04512045159920144,,0.06780459309642334,-0.04827250654556366,-0.011667192341610113,-0.0263042305901852,-0.01764871748728523,0.14955465939747584,,0.05071810050144389,,-0.01806358626497786,-0.02729381737362169
SEMA6D,0.0017434081500669104,0.006917676598972696,-0.06659247354195989,9.825752365593283e-05,-0.03499979948516668,-0.029612617048539958,0.0030978692315522553,0.06937770681371341,0.007343645602691529,0.035902787381408195,0.0252621396018997,0.0006494896233914724,0.055995182808540774
CEL,,,-0.003979693900962526,,-0.023018155157660675,,,,,,-0.00957765083762343,0.016455327957767503,-0.05086817732803503
PDCD1LG2,0.006226410008648996,-0.02473433687353557,-0.030380373919814706,0.04008554160308738,-0.025940990910514817,-0.013502853617478777,0.0249638072395702,0.00480190663537431,-0.03866493778135785,-0.019710577592025453,0.03992240546615688,0.02985182433314853,0.03442774076471711
SPINT1,0.0282676485074546,-0.0350118616156583,0.1914816522281182,-0.03436670627916164,-0.03111990420171556,-0.01746512108318193,0.02829530282484486,0.006895061546370354,0.01854282452733608,-0.013395730154911106,-0.006336023883048407,-0.005753980823615165,-0.008771691206800459
CTHRC1,-0.013204288790752075,-0.020076838900184968,-0.02641779885481018,0.0047145292357810495,0.04490853192813708,-0.05411692983878748,-0.01640547447762875,-0.034017822444976815,0.06953231930612006,0.0006571696828588403,0.03348354692220018,-0.03088708118968337,0.007246989276479207
PODXL,-0.030235553635073763,-0.03200608400034294,0.04587673593324368,-0.014718596198414834,-0.007137728778674199,-0.045910516140509325,0.03143507941322674,0.05785142994473502,0.0504539313604377,0.027549773216710413,0.08438399324049252,0.009085691890414433,0.01082342263017026
JAM3,-0.05526247380251737,0.0070209109966409035,-0.027870193016758072,0.017706526665791134,0.02988368673538695,-0.07227630368986109,-0.019274912612890712,0.045812283519361514,0.03508178014705635,0.0035249652596243248,0.025286577610800682,-0.0044722511287601,-0.04553319910353984
