,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CCL17,,,,,,-0.02815253839427931,,,0.043485937417296096,0.001473385862959984,,,-0.005113182907652476,,,,0.04536141835797229,-0.014756727319347598,0.022302763895029026,,-0.0158983424934363,,
VEGFD,,0.031095658853490395,0.03247149855078656,0.020490090292933964,,0.025097690640762046,-0.009178815238986678,0.05039467678373785,0.10893312443665214,-0.01714615150387967,0.02362053347476357,0.0023103110522964755,-0.022525463351007195,,0.06170751705767805,0.0927993310138143,,0.016504009602582477,-0.015063501701874777,,,,
TNFSF13,,,0.04248564365358479,,,0.03615273590975702,,,,,,,,,,,0.013291854889076107,0.026603293493644282,0.1418342743882516,-0.019302670894210436,-0.04843947093143357,0.14537897872392694,
WNT5A,0.018369074651314078,-0.023093716391184915,0.03985433359099773,-0.04984825261793889,0.034730481223844326,0.041254091787031176,0.04842118359609949,0.1122545055439413,-0.024832025742912857,-0.007286369313228523,0.001222945670610666,0.05969858964813601,-0.005226050790809604,0.12042909640412947,-0.08749853807064487,0.02848951925121423,0.03143952000046627,0.08347885267789654,-0.0145194494838236,0.05862167420109269,0.06892006904360382,-0.08249661766189935,0.0378953766371458
CXCL8,,-0.013313917371049852,-0.03698384336596368,0.04737086893889622,-0.02913890864937537,0.034959658049547294,-0.07712569340443848,0.11111709288251488,-0.007026292495612732,0.0579078641091261,0.026631232075642036,-0.03651356100830476,0.011299460666542534,,0.1215920089043946,0.0737469793588476,-0.09852459278813915,-0.14163764364345272,0.04687473103045055,-0.005424311351132255,0.06307735783682036,-0.07731973494664371,-0.04466719777723368
GRN,-0.06246659844504474,0.06254243217279247,0.06388119381555668,0.06367060934027594,0.057104146653754656,-0.016940146771794184,0.03875543377411681,0.10379694265314873,-0.04354385120826283,-0.015928061924850113,0.08027848843595851,0.04981714467361799,0.03742245632997609,0.00933004985091223,-0.06728957986541145,0.11929416858184068,0.025447629698657413,-0.0002482096546771958,0.0896969197548518,-0.016367380292173543,0.04216371348827999,0.06104523681417418,-0.030189568247967456
MIA,0.06670288192093976,0.0731529453682384,0.054632345219301826,0.14844727012596484,0.03440577721161323,0.00855283678866441,-0.02385616104613913,0.06880182133131746,-0.02897899628673578,-0.019500136389778905,,0.06059709198491533,0.03659900096156392,0.018345238889566906,0.05143761409657454,0.14258711624312165,0.13778437836835034,0.10224734127585419,0.06182629275115186,-0.047606760766345776,0.09123634725780673,0.015766281963434596,
COL4A4,-0.013128166384104255,0.07839217936924903,-0.01384390322540017,-0.033925403593803895,-0.03772422612959278,0.01740292759717269,0.09745423476461253,-0.0037157764442968116,-0.02239788541658165,-0.01487952531216462,,,-0.018481350238406948,,,0.010627658320962751,0.0691939605304292,-0.015996490824050826,-0.03437004176293738,-0.004375812618690727,-0.012252809276874449,-0.0010587991150333986,
TAC1,0.01339499862889007,-0.04401872760808636,-0.016560542972590783,0.051656008899937,0.023738326326686158,-0.007368389867839481,-0.010589432699877006,-0.14085218043454412,0.034155044053721814,-0.04919918815789764,-0.045151514974203645,,-0.04620702246926573,,,,,,,-0.04673737314000819,-0.039080621048781856,0.02990470218282196,0.09081270484366889
RARRES2,-0.027121274616764557,-0.07131818732156031,0.0003363122992115695,0.020118179270294453,0.006513881024298631,0.06119311244487702,-0.07808145193537852,0.13865093339076084,0.057597654838134865,0.00950127741341111,0.02683640191107725,0.008232801782487385,0.06220768162986606,-0.059052011987117646,0.06024639316721555,0.0793985779405288,-0.0250249277896213,-0.0219806500872508,0.00824661473698466,-0.04540768400933342,0.016550775308814422,-0.061457568644281195,-0.03824516093951556
FGF7,0.022446746589938615,-0.0025570455387248646,,-0.03170603130340252,0.06392587179108997,-0.013906624188788618,0.03528471994369954,0.042327300768069245,-0.05105884347609358,0.036555427639735495,-0.0545199099268761,0.06947349146194745,0.04485729794630576,-0.01599997955814157,0.0048114483783694185,-0.011380899021288882,0.0453260062471543,0.06998890398957942,0.009685330840273756,0.033893161863619306,0.08049693809013239,0.09195577295735315,-0.03778237629528826
EFNA2,,,,,,,,,,,,,,,,,,0.07552601166689017,,,,,
HBEGF,0.016683339725853456,0.08505399284744576,0.024220120053554308,0.06019853778241062,0.03237401813694865,0.022490633881072666,-0.03623471816816106,0.12158021960172463,0.016502423954197053,0.035888397356535894,0.06122278884288986,0.09689272961629747,0.018242527770310275,-0.0053153020094109885,-0.008624314841074511,0.021802051465391097,0.022399480811044932,0.021197908934724057,0.032258275538239116,-0.006279974480764282,0.008213357005301495,0.04620658703553999,0.09674113038530494
CSF3,,0.036460144776811025,,,-0.03202134522507358,-0.03238934567417924,-0.06097877560970564,0.12869324155425355,,,,-0.04002972399849972,,,,,-0.02041784581863214,-0.03348069821821477,,-0.0015596277686989,0.022896903372422842,0.013198031853519044,
PI3,,0.041944456840087394,-0.027577208400538924,,-0.0381172019703863,0.01296990875192374,-0.05536240146307609,0.0674069207111191,,,,,,,-0.022849988573660992,,-0.16546625505706525,-0.16232892413391764,-0.02629546805042874,-0.049461736956474295,-0.0031892154498542116,-0.04306326808352776,
PCSK1N,-0.004223915796630888,-0.032370005709618135,0.0048453448230325585,-0.05344086702196445,0.07335973032216896,-0.027019878167906873,-0.008757705521715314,-0.08327848297488173,0.006712425129088126,-0.07319542847317437,-0.07208458664759958,0.113005331273936,-0.02250685691536035,-0.014608497118566469,-0.09769117158363998,-0.0006205259944909296,-0.0219268840858998,-0.004131709583055263,0.012454275272018924,0.09867793973214621,0.007514610981108491,0.07773143388669132,0.09318786780590821
NTS,,,,,,,0.06954508746866103,-0.03998768465452077,-0.0029884868165388355,0.05235021965772954,-0.02114309308299285,,,,,,-0.04191303384639076,0.013897030338284223,,0.006597982455217964,0.04964422205560119,,
SFRP1,0.10898540907111803,0.011533127544999034,-0.01933261254838279,-0.013680634087292918,,-0.003955319124784152,-0.0015414552500281247,0.0044413224089133035,0.003919247197131302,0.026265298517134092,0.010024813328176087,0.11690162429461279,0.04119226630049322,-0.002604054081796637,-0.009074516259346124,-0.004766594684717218,0.04777650372175467,0.029340396268774986,0.006827570405724613,0.014525872692754356,0.06221775778533919,-0.04533390518195776,0.011953482612610287
CXCL13,,,,-0.039642598426278715,-0.0008285200163894321,,0.029477019556754892,,,,,-0.03541339685898826,,,,,0.07061380844864548,-0.05041937773447563,,-0.0030250860713939526,,0.03124820830666366,
MICA,0.04436116668417174,-0.028258260955484955,0.010530480922219723,0.0085936508251083,0.026576473824329237,-0.004135768094427314,-0.027001120225215204,0.11279704604110108,0.06401634860029855,0.03271645356974789,-0.06730889954557538,-0.0298396394777284,0.02743011074380279,0.0317415395197549,-0.0032394611419794715,0.004419469646859067,0.10235450742182359,0.09593690385594696,0.007058775427804928,-0.02765694167135242,0.1145614592761157,0.057833747944772085,0.057639956576126555
TG,0.06734664173983779,0.05600487060040603,0.06001950100344744,-0.026669196284667008,,0.004856545781959472,-0.01122493939610868,0.03897957739562166,-0.02161336518598946,0.00019337819117436303,,0.0006988720350243603,0.012779042423838616,0.005972177827148229,-0.018357265565520756,0.0849467072505364,0.03728133521361155,0.0319789677212716,,-0.04044424168806411,0.09464562359613003,-0.012465602347113379,
ADA,-0.004231538821163585,-0.04143352920931962,0.015977976972561578,0.00694168855453928,0.02540407457253823,0.05569151183613878,-0.05309933902303671,0.140013684280151,0.013491054435129738,-0.01689913465750503,0.1029724628218135,0.03807628962254823,0.049387792333026224,0.07279633725822009,0.05519680361559264,-0.025547637619482092,0.09001798479527244,0.06352301019184194,0.03565934473900417,-0.022552835662351847,0.08391745118358238,0.027231900391707527,0.04943307305961075
LAMC3,0.005330308827798443,-0.03682156411907234,0.08270554214227994,-0.012861722089066989,-0.02655064267447569,-0.014340506170915007,0.005822114932382729,0.19273752077318806,0.008287803204714023,-0.036061878626706935,0.08606188106335617,-0.00087328727401677,0.0036564259554097687,0.034983859855614405,-0.05103151491241469,0.03803206887280821,0.11291809083339115,0.08304176858090546,0.03868217712158836,-0.01195823876280078,0.042460081257660674,0.06795781910708845,-0.029992150354826462
CCL7,,,-0.018333976002948463,,,-0.028448227325305997,-0.03642771869060918,,,,,,,,,,-0.06626832071213515,,,,-0.0327984351793482,-0.07919469849055515,
NGF,,-0.020249100866125615,0.016207545683616507,,,-0.03057012629047303,-0.03888279825693952,,,,-0.021143107004316822,0.02246227651776359,,,,-0.026337634244420184,0.07035034762965249,0.008921660981526344,,0.0339932985561599,-0.034192299488035156,-0.042088111217066425,
TNFSF15,,-0.025050664928160358,,,,0.017794438860666815,0.0315317801589637,,,,,0.08203947758987953,,0.12832792612170088,,0.13750609646052195,0.05171673853492538,,,-0.030516052027885793,0.046871465816684256,0.04255089742299856,
HMGB1,0.0922149761391529,-0.02344888896739149,0.04678543119465943,0.07479632686461374,0.07597261660308993,-0.028722640271735912,0.014545665793961639,0.060618003946490966,0.011683555398227248,-0.017923035587669996,0.09012481095937076,0.09708372545396253,0.02672059891094075,0.008797332886356897,-0.0834746427328686,-0.17160017517916568,-0.040322169708833934,-0.04505664249422388,-0.08439543459403091,-0.02506646311712718,-0.0323928825111323,-0.004060705531992486,0.01943139189537126
ITGB3BP,0.023272558460387283,0.0573859159155514,-0.018571629200475843,-0.047544973225541104,0.024903909089663813,0.048128634780454795,0.045738478157334846,0.119275535228117,-0.009199926931665115,0.00952630435206042,0.0920430667128438,0.07937315078916579,0.07483314906721171,0.07353124829820273,-0.09388787999896955,0.11497802179455383,0.03818794694906036,-0.0074085981457092725,0.028912697090219836,-0.028588853265418324,0.05192378610273921,-0.007109166874572044,-0.033575734336260696
AANAT,,0.014009700983956878,-0.056873142247674514,,,0.01040791624775752,-0.02430244735139455,0.025356066421230526,-0.019437025620659625,-0.01950013747442628,-0.019877630020388094,,0.04522465449582642,,0.006646891031030645,,-0.05649270654491591,0.027309629528905283,0.016451429332374482,,0.0027646917890182883,0.09781356624378365,
RELN,0.0726900728986884,-0.034913829066739725,0.039978821624833266,-0.013968330701460753,-0.020100182406339158,0.0190778714678274,0.04928298252342743,-0.020261858058453094,0.0853688057018267,-0.03684234720483655,-0.016983230310662657,,-0.031212542227629817,,,0.033216604984158245,,,0.036233173667460115,-0.036860083754087475,,0.022946242323648152,0.043323611800869286
IL15,0.07931863619321121,0.03207624079540316,-0.020925786539089216,-0.014605622566126535,,0.025297782562772354,-0.015972172262636947,0.10292772927957894,-0.013327899607616435,0.040485915754914434,0.059503011977588185,-0.030293788738471182,0.024985200729433894,0.013054624007058889,-0.07356476590446444,0.030879090850834526,0.024519213504921183,0.048391838596848855,-0.08040618432493138,-0.005891792860941594,-0.013706093216421937,0.0717023680074344,
UTS2,,,,,,,,0.1832703563027133,,,,,,0.11102702302569067,0.11079681356528354,,0.07568290163096862,,,,,,
BSG,-0.011540173387387177,0.022187515650856037,0.02838059891956245,0.006683323976353322,-0.04079746334928213,0.03759768234223609,0.03060747466738861,-0.042012310412750054,-0.010006022894776007,-0.009572012156333106,-0.07041114420721453,0.00809563082190357,0.05021707889548077,0.049284224339346094,0.022429827794513756,0.09444749926915906,0.082007769670977,0.016302507797861243,0.039303628597101084,-0.03678572528505776,0.015694693433218995,0.11841256266092168,0.05955398437459192
ADAMTS3,0.04224197942173362,-0.015682391587021272,0.0322244179571612,0.02206068094813232,,0.059723144222520064,-0.022785153434669872,0.15562861219617888,0.027943778671912396,-0.026030351232989808,-0.03191880308268716,0.021889338317589258,-0.01240572385651489,0.04458400405146905,0.0647360620969724,,0.05120908111075349,0.07529992942633817,0.025657157406572796,0.03367404011589744,0.07232246134174965,0.035567765475436795,
CD34,0.04680356142978299,-0.017272977844443305,0.06746544459092275,0.02167982356830332,-0.020881585018391113,0.024527205835512364,-0.030119054922535502,0.09355815850775383,0.002188717168026723,-0.036484227745115075,-0.05631221936074744,0.026028491113438332,-0.05401558972971416,0.017209558479173947,0.04542196478145861,0.039461854003162565,0.11578294711637338,0.14875835933865497,0.019955309941394352,-0.0440899291621773,0.042650828542392646,0.003044419264850415,-0.06778589850089592
CCL23,,,,,,,,0.027759208063577734,,,,,,-0.0320383823631164,,,,,,,,,
PLAT,0.06849911163256045,-0.013343337356592372,0.12698521846140182,-0.026083178859501708,0.0026230511678310546,0.01487789391647994,-0.047459287783966624,0.1659802332066957,-0.024439145199724222,0.004129469959665462,-0.0009522388309199672,0.03876546343840949,0.08110968772907266,0.07356925011238799,0.042695895510487546,-0.02276615251025256,0.1264374631642798,0.07811600580597286,0.07182157859732467,0.0343199138458528,0.073036506142988,0.11383267318143671,0.0220762269856247
NTF3,,,,,,,,,,0.023907812424722123,,-0.005868275351089825,,,,,0.09488474601451002,0.1219952553081912,,0.05877136661745302,,,
LTA,,,,-0.019612610775484766,,-0.03646134142570921,,,0.01152959133907099,,,,-0.026148091178823166,,,,,,,,0.03865266470279854,,
CKLF,0.011246264219506816,0.050754096779857566,0.06067867223568952,0.05665197174691509,0.012692116301955669,-0.007687153346170755,-0.016765252672620325,0.1570412252575297,-0.0581643781673505,0.0457805940173216,0.021327839821039026,0.05029824683404158,0.008770346661921849,0.0918555048121942,0.004563218592357407,0.04296818974848318,0.11331430381509254,0.11491099000336547,-0.0527672989312468,0.024193712179407526,0.09038426750357045,0.02614147350208844,-0.08622177093395056
APELA,,,,,,,,,,,,-0.046992610488395654,,,,,,,,,,,
CD24,0.06793462030398707,0.03082378911092366,0.013755640406261703,0.03254500493690499,0.036832815580925986,-0.0038794384627246895,0.098367532575913,-0.02152064983591932,0.043736547603668095,0.05648038661870574,-0.048586720809166435,0.048037426327598644,0.03213216167289249,-0.018703033745642476,0.021331878872373127,-0.010318512028452787,0.019140045293881122,0.06466691222505933,-0.03205631617692431,0.06306550952006783,-0.02012109053210203,-0.0012486869993941102,0.04977699776475483
HSP90AA1,0.017599955409021734,-0.08024657209678188,-0.06323595491122973,0.05611196141328853,-0.030651593226218028,0.04509283288056956,0.012640717136374411,-0.1604048018842386,0.010750167638187225,-0.019553734159874266,-0.1211871870195103,-0.09054314367841078,-0.03729971725858748,-0.08190506079172163,-0.021451368968297684,-0.09552979390080617,-0.22727065313707998,-0.20204331566887226,0.01773780979098892,-0.014214870318957957,-0.09205442447261425,0.001979846701367302,0.027295773224615853
BMP4,-0.029698859352400447,-0.02940759526697618,0.04612042860664904,-0.02079051711336917,-0.026273121382058257,-0.0009610268464698362,0.010753930131958455,0.017890870648209805,0.01576406639058135,0.04016602632351282,-0.03170525120473897,0.04229158058831643,-0.022280874374931883,0.05940855233165815,-0.005058813455392553,0.02268513290864014,0.04061341566128492,0.12298232590022433,0.04516617787899897,-0.002381398339781918,0.028309519339493508,-0.019787191307981403,
SCGB3A1,,,-0.01820129052553002,,0.0651421963750995,,-0.002391391546333875,,,-0.01644855668446775,0.029813099537025264,0.03461570850741179,0.055378291881017463,0.001888018708064629,0.12779756977258006,0.03423134057902994,0.04442493943715333,0.004782456645758961,,0.05535728178839024,0.03598532779218042,0.058124516162991725,
IGFBP4,0.020233506112245413,-0.015586454315064635,0.10694581080294438,-0.010712591468286781,0.001813940867791301,-0.030069386131426793,-0.03806218044767574,0.1479997661917708,-0.029585579795715532,-0.0010939958794023473,0.022761957647553854,0.03346223670073824,0.02034870880218197,0.048252669171137984,-0.009598303375008607,0.020679840997295685,0.04637534407201797,-0.020164847175894257,0.08818957504059859,0.008943702678816074,0.06051859446115353,0.09564757980297522,0.006046830629083052
RSPO4,,-0.024736352722233408,,0.02270228168699621,,0.030746660485448232,0.012970943053228016,,-0.021772361621321148,-0.016448554278494242,,,0.03069016518596974,,,-0.049122183068094225,,,,0.0012331953232527458,0.023341124819927714,0.05783701323679468,
LEFTY2,0.03666616852340195,-0.041433550821113975,0.10775279272145759,0.030416182374585266,0.025207407541107587,-0.029962018638464212,0.0067202100581483844,0.10712945018428202,-0.02134753820024539,0.013301508287042286,0.07850527557255028,-0.028823223735242764,0.0002505813230219752,-0.08743353862905712,0.13764952744072387,,-0.0012132393050398919,0.05101834452487133,0.034746964989306336,-0.03763396699922775,0.05757282847828192,-0.0006431846242127525,
PF4,,,0.033815290380014164,-0.01784033513290805,,0.07236517839712198,,,,,,,,,,,,-0.015714282293965237,,,0.05110995329421653,-0.03972130860635436,
ANGPTL2,0.07528035222402356,0.00272474426408718,0.11258428083189746,0.017310485880222465,0.0702416161368191,0.013414952172236951,-0.06071994187055245,0.15170420927481285,0.037014591578093566,-0.004028223616768309,-0.03317838266838624,-0.025522844559789398,0.0726334981376944,-0.01912252478131339,0.036346328498391756,0.047580913873707546,0.16492796427589956,0.08490264186533797,0.009018618762093176,-0.0002226924648024727,0.05740775593794019,0.060670127121469325,-0.005687487270382117
LRIG2,0.0915839109973143,0.0531626779490953,-0.030748034778942057,0.013163254483505993,0.033703766291085735,0.0033052294452323903,-0.059904599938815646,0.12443727372676351,-0.006711426812468194,0.032424662661486914,-0.0033980358675689748,-0.021743232529102142,0.1054005668961964,0.05868144434957384,0.008121573835875074,-0.0231619033191552,-0.030321899273270173,0.10445213641124555,0.06950130004267653,0.03559634155207181,0.02626171853714344,0.043726274602664573,-0.0037671665419777276
ICOSLG,0.014347658118493267,0.0161385304222514,0.1214724570627,-0.0033571088522696877,-1.0622408684114758e-05,-0.005553411087041479,0.006308367851359136,0.0972293888669803,0.0002444591388065869,0.026794516810516967,0.008958835135331526,-0.007086555255279516,0.0545685025343771,-0.04703101296723861,-0.06933424777397496,0.05387184894663443,0.13179782808350662,0.10001586252386695,-0.021755552208169455,0.009601764081718317,0.10429852394747414,0.04509711912055566,0.05561313392063356
WIF1,,0.052910751632184415,0.0043601001670590415,,-0.07809888093260388,,0.12920835164381114,-0.09038577115429408,0.00014889071437601854,-0.030952773556885235,-0.048432861126794284,,0.008766669502203494,,,,,,,0.011161153665433726,,0.006910200111277307,0.005286148817220667
NPPC,0.050812697882889606,-0.02820709902847769,-0.004489598403720266,,0.050741077725677805,0.06025536177471903,-0.006315076792065933,-0.025945396099908005,0.046345032268418615,0.002907541211249042,-0.03123832416804089,,0.10440627005827532,-0.028307010391838895,0.0020422336033377965,0.004824922981488987,0.03478098896637588,0.06609604258810785,-0.0075627360479236004,-0.05456053871456666,,-0.0449779957478614,0.0413686064596064
LYZ,0.07157832697855543,0.0029648638083859353,0.06353431259323068,0.021232178587217303,0.03994215560527439,0.02122787966091145,-0.05182825362448919,0.11755491754592114,0.024883908811226804,-0.055950382577992806,0.01185245423185303,0.015298865927136241,0.03502929679897106,-0.0616798702364223,0.04473153330021564,0.0032906161779779,0.07708899879043696,0.015947890362128733,-0.01104979373503278,-0.010519550272060127,0.025390133912467056,-0.05326394005261419,-0.04774767218488581
EREG,,,,,-0.022448345301633102,,-0.03920712385090877,,,,-0.021750078280469903,-0.033704261439327095,,,,,-0.029226241467251293,-0.003358745872767306,,-0.03736409837401549,-0.06361887796413151,-0.048653853262520204,
SPTAN1,0.023238140643567533,0.012220047752525262,0.05001813031096266,-0.032054718488780005,0.10419397376729478,0.03460844189173193,0.09341125269662615,-0.03897123927869921,0.004631113459642764,-0.006886737773826414,-0.04556676862024255,0.017813624002066392,-0.05172392365227614,-0.09762936824715672,0.009125773903588083,0.08892018702173507,0.019471038446311272,0.09242349522638216,0.05899415605630354,0.05204941527982095,0.05247057330083399,0.12095905149669381,-0.00927070260877218
PTH2,,,,,,,,,,,,,,,,,,,,-0.0016323301379924122,,,
LIPC,-0.036946614729412686,-0.0288578291625795,0.008949365922566253,-0.0016671110507653507,,-0.044604319192928364,0.08198947821634786,0.023503149887691175,0.021947937497185457,,-0.03895399377982442,0.0963061054475393,0.04318706616653803,-0.03001668689831164,0.18313551664644592,0.0038734509643105213,,,0.0012179275093320823,,0.013878569139154638,0.0168500092360826,
COL8A1,0.06170481883184662,0.04497206317172375,0.09844782118973402,0.007244441856792484,-0.014567453654312761,0.003697954129945101,-0.021847393548876645,0.11531589081870373,-0.013361340025630488,0.07320085710746374,0.01581521665980649,-0.034600279372967904,0.014299303569346685,-0.04376459853046753,-0.026742891922042947,0.01311874347756933,0.15088504003085443,0.04254341929841192,0.1475533030764527,-0.06835522760706003,-0.042481026844768434,-0.0059185961975909305,
GSTM2,0.02033992166051623,0.09026222193088823,-0.008672415668848563,-0.03043201526865245,-0.02808574465931437,0.011171711865820033,0.006785850057723672,-0.0011116599374513076,0.01853711355291281,-0.011355174518511865,-0.018685108847671855,0.05622422338383563,0.0237493387687125,-0.008660126842314956,0.17396538895431987,0.00908566331279533,0.043862314160001865,0.07135909892709563,0.038924008886705073,-0.014126010520501817,0.019652286918936442,0.021608468365948395,
IL4,,,,,,,,,,,,,,,0.11374854405252087,,,,,,,,
SPX,-0.05546527770045749,-0.029731184813956285,-0.04695367695632532,-0.01220662011987583,,-0.011855746206116749,0.04411977047783808,-0.05661621739606704,0.013732139708169095,0.021751957810337355,-0.08022325514911771,,-0.01869191950165155,-0.03752637233274338,,,0.07042769295614754,0.05066983175118522,0.015094770241907076,-0.05668420287944106,0.09035602353738668,0.0833899507172913,-0.07016028664245454
MFGE8,0.032615169376678334,0.06284811652523342,0.0731882891238448,0.03579739970339701,-0.017537919072491776,0.01331726700678719,-0.018676903603349608,0.06057005080236325,-0.017579067641169652,-0.042881262409559646,0.024996187780849364,-0.010423935828673096,0.013526029552031643,0.09382728490905412,0.012063461718935072,0.018746431430892985,0.03801136391895701,0.04440413267970841,0.0883403370269829,-0.028231321837632852,0.0650475790484753,0.04851027766365762,0.018711872116304044
TGFA,0.07920481107856907,0.05357821880631226,0.04740501373309324,0.01873321106899326,0.01654266312895348,0.012970606635402364,0.02120258506783726,0.059690943025281475,-0.01653112815514283,0.008068959756973559,-0.013395001284520426,0.013704636651083568,0.0034557973320906168,0.0129823529737165,0.0030723553723579766,-0.060444181942936374,0.1414786305601901,0.05993321052937991,-0.03708131243096414,0.024615853527526838,0.11167820075247885,0.03056691721719851,-0.07908206143909075
SLIT2,0.0028201119000531845,-0.004716204340491403,0.07406084723980483,0.01129401718681732,-0.035796782633736084,0.019880887249089523,0.010268434167986647,-0.05182881981455798,-0.014964932345961735,0.01551357892577667,0.007637065699638331,-0.04078067078369948,-0.029650692132073036,0.041861889972160934,-0.06309481856336512,0.007234356164515615,0.0840755235526246,0.08623824548601243,-0.03188054342353224,-0.009558678900553374,-0.031149997119474044,-0.016748785694283556,0.10488131331432277
