,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
SEMA6A,0.063518965013828,0.00652476709194531,0.031588012476475726,-0.01724741476093736,-0.022878763879118528,0.02472618700373312,0.07631560537950109,-0.019953813407289075,-0.01525957632211032,0.0037757365172092316,0.07223936125889645,0.030082501698376927,0.0658625707461605,-0.028089141981745537,0.03723684967126668
IRAK4,0.06815225162145648,-0.05896805497235482,0.0020365900668775716,0.03465879338312891,-0.03944616756449901,-0.0006066262242519821,0.03652808066073768,0.0014310564106826016,0.08294712836391088,0.0058593050720304905,-0.06087652574448149,0.008314163277910909,0.056768662867257035,-0.03073638198096399,-0.015672009137304963
GSTP1,0.07428123476966436,-0.008661356394054746,0.021680456951394367,0.08191340725134619,0.027211740429309423,0.010021736134364852,0.04330269823753612,-0.0434661919155116,-0.030610570098978603,0.04298823618581932,-0.03617871804376816,0.062123761030801826,0.06960760110302387,-0.023428554268772783,0.011708992788582478
VCAM1,0.0470328853380327,-0.03862391973698781,-0.027334228377185254,-0.022224848985312306,-0.041466400468424654,0.03585446595029153,0.08754137377568696,-0.007935891572647659,0.012991978987413971,-0.028510524280968952,0.06986425659141572,0.041681116419945374,-0.022084476602005822,-0.024359763195987056,-0.02469969885277306
NXPH3,0.07968092007215194,-0.007898407908252764,0.04630727821402317,0.05714099209114382,-0.011514932875410028,-0.029161200203014166,-0.04837109465486247,-0.0011162200753133214,-0.02202543259593219,0.07760863238674635,0.055672479152493314,0.0027891073837367935,0.03577103577025452,0.015507837254047922,-0.008389171803243911
MTMR4,0.030026569048258695,0.0357378647155101,-0.05104251236870104,0.045993398172898194,-0.014329931802131855,0.01378923513760606,0.015532760934075842,0.01671885864031697,-0.01853436851837355,0.05184484111109931,0.01010192982430285,0.03950338004923576,0.0019435997688126482,0.02932818123636266,-0.02519397239941141
LAMC2,-0.019864473248525225,-0.014908068699803479,,,0.02154913706635823,,,-0.014005706628671559,,,,0.07868911618680828,-0.024140598100722003,-0.012420912082034762,0.018093338686479575
IL10,0.03961507177914791,-0.03149911050874423,-0.023364488844660657,-0.023402266108873027,0.04694370688428096,-0.03858757047254348,0.02947367852171693,-0.01630774281647031,-0.018386068312550026,-0.06714087390732446,0.04120505378466543,-0.01391903600989175,0.07911598167966243,-0.030930612161158805,4.468008326294803e-05
SEMA4D,-0.0757327137130672,0.012631293653955385,-0.011585378955234754,0.16499723542151346,0.003400279319706439,0.03417234652465063,-0.01900799383706443,-0.025003928751561374,0.006032686958565324,0.02644402092095707,-0.10605474177746416,0.1098480965911153,0.05493797405776741,-0.03772533115038957,0.06087475666720666
TRH,0.006123293986173812,-0.027534669018735403,,-0.01732011208237743,-0.010769551587834792,-0.0026402826193537435,-0.024198446706319952,0.03491333432629617,0.0035427071416701166,0.028000479473986154,,-0.0255692752803615,0.0138576039522524,-0.07214575388280278,0.11424712773163218
SEMA6D,0.0456074744307758,-0.0047453054883021895,-0.010640237006792574,0.09799270271704859,0.026144324166602277,-0.034093770080805386,0.048551240917162924,-0.011762938590595124,0.017007050909831938,-0.002642449721069078,-0.01185098591107295,0.03254698736955923,-0.0036061048835311854,0.042154599018632354,-0.031246847031148446
CEL,,,,-0.019006741391532984,,-0.04056163493194344,,,,-0.04946809507567297,0.06962762795117361,-0.018411825589811446,-0.002820471104334026,-0.03144255477998318,-0.003787976928097715
PDCD1LG2,0.03429628989844264,-0.04158304724574058,0.003887386534319976,-0.023402253982026697,-0.0027432705757234567,-0.010379424036759975,0.03986349514344351,-0.04346348589035449,0.03391128328858907,-0.07012171201363324,-0.07025253179778873,0.03983764947872244,-0.020668541998278816,-0.03599914742712754,-0.005337145147120588
SPINT1,-0.03075626323945239,-0.03771482044890721,0.0037052622718148796,-0.022820934831538617,-0.020134285960651897,-0.054838199877497204,0.01475439106133978,-0.024331854697671258,-0.026986790102241885,-0.0786801349826478,0.009256723228391004,-7.726206566979113e-05,0.050091457718340233,0.01626594471795128,0.03225277910666863
CTHRC1,-0.04825973091568313,-0.003495934389326808,-0.024470319904757055,0.05569291447981607,-0.022489479540297543,-0.03424705659526304,0.08712769719117971,-0.021788886837742036,0.01839847690912144,0.05575576349595438,-0.03547741844603565,0.10699516294056098,0.024412107130887224,-0.01913577224918928,0.012984207016951896
PODXL,0.003941949116466636,-0.001330226327019436,-0.021097291092007243,0.1348613786054553,-0.02093274570079334,0.043200124923909906,0.11261110915551481,0.048419300349950053,-0.029660027209385126,-0.008053614123050962,0.02261487994802592,0.03050087956572375,0.009673590712898125,0.023437949727620398,-0.030291332539324364
JAM3,0.0336878625429472,0.03507999698352656,0.06417007409830677,0.02051958332324807,0.010026503197301464,-0.04002547029154724,0.09515297350859328,0.006242417664916538,0.03866004587051987,-0.002654009887567383,-0.09468092791882325,0.030452605704045337,-0.016106617407117,0.009877974835743741,0.005517364290691357
TGFB2,-0.01674477574974869,0.01969770983531084,-0.02973584420042069,0.07905116637656161,0.003404312355725365,-0.04098163753125272,0.09767325009532109,0.030645274453474976,0.025199450846731378,0.018916989546936658,0.0971417837371221,-0.052472617605723366,-0.028575550979608923,-0.030032161232548114,-0.04374322369505959
COL18A1,-0.004197064697950211,-0.01382423537256744,0.044783609230673545,0.061627843220906316,-0.07916238784665551,-0.09809266521805622,0.1259932138976574,0.01953309132070882,0.03030996450124568,0.04628204581958753,-0.05516544838896589,0.0785885727861837,-0.03631962411828792,0.05123269864180739,-0.041023237574893096
NODAL,,-0.030631906372969017,-0.015711498512597625,,-0.025413688129778754,-0.04187648542587166,0.025475653441353534,,-0.028237617660047527,-0.03878385029397182,-0.0015966558347905644,-0.004235670802069136,0.04801736344954527,-0.014204244551430451,-0.022158162562051036
INHBB,-0.06713800196648648,0.011489468326617652,-0.034252812175091955,0.041005756114578434,-0.012849732710756193,-0.012054011754847143,0.013966434472391421,-0.025809726353346208,-0.02326310281970536,-0.0452563469845229,0.01877391636065334,-0.001910780425827361,0.011735541373935588,-0.010478397414139374,-0.002950282236571976
LCN1,,-0.014908072054179636,,,,,-0.018536112025216184,,,,,-0.0068326784896629465,-0.021442927875965134,,-0.01637270814818719
ARF4,0.014023302375981418,-0.018798276296855196,-0.004060627019130978,-0.07766982338364688,0.07051368141176184,-0.020548886850734863,0.04676767411168131,-0.06454825921936644,0.07794586223965617,-0.018933940169859942,0.0778006394925052,0.0240548358369168,0.04400309601292838,0.0007415411155240018,-0.014739133555039126
CXCL14,-0.03131394488434521,0.0017415254463466344,-0.0053748575715244695,-0.02970605537884144,0.013485522423396118,0.025543328338597217,0.051832043886701984,0.015765918091690916,-0.026835341789054595,0.029233909501040916,-0.057763391749584975,-0.029190473134173854,-0.06889132294005941,0.027731093168005545,0.03216537384809799
LIF,0.08523915173946238,-0.01584834378907396,-0.01988200007775892,-0.07324700458233246,0.023822708797593486,0.05507297441860063,0.056215341117911086,0.04054663363059283,0.006132350360116324,-0.01875407233022751,0.018341689104491903,0.02558114940261441,-0.0050741522560830785,0.003989206449505717,0.014096865543207314
IL17B,0.023757604474731638,,,-0.01732011208237743,,,-0.017737373391143684,,,0.043882208038987236,,-0.02958691953537495,0.15888970866271102,-0.017671400109132845,0.0041125940326530155
MMP1,,-0.020553239122554218,,-0.07211230547714319,,0.05158253866400308,,,,0.07708192434761232,,0.09599201914164714,-0.023625997044900083,-0.012796409214251927,0.06168625736550443
MATN1,-0.018707424877999847,-0.01957386369613877,,-0.02766883125270198,,,0.0007821661964807799,0.013451362612600087,-0.016723858019325657,,,-0.011495301505356511,0.06360324119488973,-0.01821227492656003,-0.019691099667725184
ADAM28,-0.0248895151535573,0.024156297074408178,-0.10402684220263819,-0.040411967776593616,0.0019340288342313925,-0.019287801467498682,0.027245477963839485,-0.03958763368408656,0.018250162284485612,0.017358805724380078,0.007663472858663668,-0.02529914751174593,0.02205027694016192,0.017240679066777786,0.008692781117473028
TCN2,0.03887382850635348,-0.01349156967682646,0.0378796000672827,0.06822415186896767,-0.027092846298981635,0.01719872014285911,0.067083847617034,-0.030190959737864384,-0.006568889743679636,0.019045601342028696,0.03638598312652142,0.04345017177031137,-0.01777333448255859,-0.006619530668015311,-0.04517760555009001
THPO,,0.03028709447577537,,,0.04039857299535825,,-0.0378208237835752,-0.023126930138368626,-0.016723859940437354,-0.025896845333185,-0.022409539575724672,,,0.032033170522937124,0.03832764373862452
CUBN,0.060367039286023404,0.027925078950125942,-0.03784429813160177,-0.027166872216335743,0.007381049772535213,-0.01224358054571098,0.03793462897017419,0.000883768198235613,0.006137437974596451,-0.04069094499874877,0.019180230647961913,0.0290168580508776,-0.006890033730832378,0.0574292909655453,-0.032691871555229575
TIMP3,0.0018195154472934094,0.0020387043056762596,0.023620195386954222,-0.02320221488369477,-0.016653735348029306,-0.02853950036863867,0.06833516573636889,0.05478943526631148,-0.01854294948876334,0.06338739294514284,0.08372771754159418,0.03919828832872263,0.012504988389491382,0.054982912046207755,-0.015498094171083058
PIGF,0.0156191431105519,0.004507746411229164,0.01021757161782566,0.001494230004159513,0.04061584028115733,-0.05583960085559747,0.02867483524703404,0.0363896204537485,0.02371081506128992,0.039614894017416996,0.043653133255024776,0.06933018430132976,0.018173712720654392,0.09196081091390305,0.04580114123329696
CRH,,-0.017466581344279614,0.10034923758283754,,-0.014555149881111333,-0.0031206340437731394,-0.028503665968943808,-0.017734026028506437,-0.02287393291115039,,,-0.026085391471428517,-0.009711116208368106,0.018675082881543854,-0.02427863068461923
BDNF,0.03493605996495367,-0.041034222356838866,-0.017638812861420963,-0.03405473663296689,0.02718440754306362,0.015581268001241773,-0.04181495706018914,-0.014587321632692076,-0.018835361599115585,0.009535839622347267,,-0.014877816731922731,-0.009215445458608027,-0.005493173395615749,0.09803253389314777
CCL5,-0.00290175392966299,-0.0326626443460147,-0.0006173426468241722,,0.01834240438026785,-0.02576310371612338,0.04701445590422947,0.007068921838741809,-0.02268792714682735,-0.03246014907582654,-0.08890471572194779,0.11013777519955041,0.00409646060224599,-0.020719433094707432,0.02918765789379755
GAD1,-0.06580789736075374,-0.02426138476589089,0.00959474487780913,-0.019682006199943602,-0.014239594052491311,-0.028413708812209906,-0.07347439863422994,0.002921780771870553,-0.06938992855603843,0.09286944317434254,-0.03654547586404624,0.03267642054598346,0.08694358628431374,0.016257784472437333,0.0176420452356956
COL14A1,-0.028941696338245063,0.04874597072109109,0.01564730249866656,0.02566242621994066,0.01815524281880824,-0.0028604486291975216,-0.03288199108201656,-0.00015185267191287498,0.004292521614963216,0.06439544113406769,-0.013414911514152235,0.04207854619858769,0.05189797223741315,0.04735398080850244,-0.026103029677136614
HLA-A,0.07240608238834133,0.006017464200871915,0.06098459660754667,-0.08000876662445863,0.0024687780685888503,0.04113942296845726,0.08748793649077752,-0.03923683069429464,0.07178373429990992,-0.023762731903969055,-0.032385362311896135,0.044306267332671116,-0.062319112259045135,0.0613421192586216,0.011755547925834376
CD5L,,-0.017466579323529192,-0.012114692839312718,,,,,,,,-0.025579873604264163,,,,
FGF18,,-0.015804097307968813,,0.10466550570084619,-0.011563957733784387,-0.028505440827528622,,-0.012071086304508753,,,,0.041772383789180856,0.05371936757956807,-0.022113105686551796,0.16549079282609896
ADM,0.036320527264845255,0.047027789006245914,0.03312353486691353,-0.1039221277176612,0.0332006068250739,0.016944907379160577,0.09521089638533674,-0.0028089458373497704,0.09989753857019212,-0.04646242457291769,-0.031244924168836844,0.012263710185135957,-0.044479914851903835,0.026861734499292404,-0.01751842165208846
CCL15,,-0.02914144043148207,,,,,,,,,,,,,-0.01404201478849579
GNAI2,0.028459945650174925,-0.024079404738076977,-0.020922544937994565,-0.0024774555551259243,-0.058098614016994385,0.059695255306583976,0.06219638744163824,0.028473705102378892,0.013817749980559993,0.06981352035800918,0.03388192622290484,0.012518885615667306,0.0013237005515939872,0.02014425108413145,0.000112815797192949
HDC,,,,,,,-0.03195533191289207,,,,,,,,-0.002174475040731148
COL11A1,,0.0015804817898982639,0.023099039548958415,0.0256973583242711,0.006974528149821075,0.009671118447447868,0.0019177502317586704,0.00107109275875453,0.00772603348230327,-0.025283505757924023,-0.04035159469323672,0.0648789557931612,0.006771551605763019,0.04680858202994714,0.019508334581165084
NUCB2,-0.03202742978870571,0.04539071037990469,0.048550810899659395,0.010703517213658139,-0.021542453826845172,-0.05281978265534341,0.048236782144773435,-0.000797030856927345,0.012800857195763108,-0.07702055629139704,0.06175835258754897,-0.01775459026459165,0.019576842575442212,-0.018852628719101577,0.001876870314010277
CXCL1,-0.01461056026930383,0.08202918190297641,-0.00542095469458997,-0.01706658012636309,0.05411566363359911,-0.053136074166417094,0.004074097570633588,-0.025490147250664612,-0.022687930993372903,-0.03676407490100902,,0.08684311052906347,-0.049297738561842934,-0.03650204095981277,0.013886754311034609
VCAN,0.033680115996037555,0.026494019121823677,-0.059005658055892564,0.11883426945923657,-0.02374072340880823,-0.0030804202380075663,0.09293635986766988,-0.03114985522349095,0.0084066327213711,-0.0142479598172509,-0.03031118557154291,0.006602270780557682,0.02007239425790252,0.02519968475980751,-0.008154370612422381
MMP7,-0.008405380583491523,0.0018272016519089403,,,0.02889438880085198,,-0.01352983311585161,-0.011125454928088967,0.1157561867329256,0.09311443761430624,,0.09529485422696184,0.039406011371611246,0.02127686394091407,0.007151509998860181
PTPN6,-0.0015314187127548522,-0.01821110815000517,-0.029829575263316418,0.00926906698130654,-0.0170201207453107,0.026613463167794744,0.00833578638340967,-0.020548218562221266,-0.041349620181978415,0.08537705501898481,0.04527857344798368,0.0498226834859658,0.02691755680800246,0.03892698151975216,-0.021006802037970878
PTGS2,-0.03128894486548473,0.032190990107597114,0.051944107724934574,-0.07255446997508283,0.007231417924620649,0.03689122109801142,-0.0979620921103193,0.01994976143341368,0.03329967838417325,0.0896488442032526,0.09276701365039423,0.03778989901853722,-0.037086089663482126,0.015610408173974745,-0.030381181055270566
XCL1,,-0.019140246863772248,,,-0.012581999868755044,0.04376432986702438,,-0.018273143444103617,,,,,,,
CD58,0.008999674339805908,0.0037551346961008595,0.0367331706686561,0.04921821407026476,-0.006450893764068972,0.012510845803970501,0.050545373565772586,0.015795612767807617,-0.028654466067677263,0.04258373774084386,0.033461871438830705,0.03628281587680229,0.09239083161009988,-0.007722507093503008,0.0033998971072193005
TNFSF14,0.049197473140013694,-0.019285771893786417,0.02254373174869703,-0.04564353141862319,-0.005543208630739764,0.07770986319319449,0.0860265277306612,-0.010898784494361831,,-0.047463091264403345,-0.030551948099888728,0.0036359598953600745,0.0999419874148885,-0.018477343335201568,-0.03367946806732141
CNTN4,-0.03094752754840021,0.010017057743356287,-0.01726962734871639,-0.01991132361387101,-0.00920216582628606,-0.03610662514636928,-0.048041642965202386,-0.020994954012158246,-0.024554973318230103,,-0.039729796856342606,-0.05713928584117606,-0.015503492010405961,0.037921883507413795,0.046531009303061956
NTF4,,,,,0.002064879260587163,,,,,,,,,,
INSL3,,0.06285297333195992,,,-0.011563955465581572,,,-0.012828819659370643,,,,-0.031118607468895134,0.3281248795765983,-0.018477341549992685,-0.019226703335387695
BTLA,,,,,-0.01835551166149817,-0.022791043394492966,,,,,0.020885780257430066,,,,-0.018591260777480526
MFNG,-0.010300370793369025,0.004780618161947358,0.003161278109567124,0.025425429208953836,0.004593667679237103,-0.008135073321164189,0.048240308219065116,0.008575373433460043,0.09890340307481565,-0.017774785074652626,0.09796615551652138,-0.04366385950471402,0.04774411063409964,0.02138911639557813,-0.01952423550490877
ICAM1,-0.009717829573650413,0.02360823713339435,0.028106632496122646,-0.02245566171761138,0.0037122808960964706,0.06684336214435548,0.046256681862346355,-0.015296367123737133,0.05229688000622991,0.013107552399623273,-0.09255959225203225,0.11362193794474482,-0.03293686095394135,-0.04928663597850914,0.03919165862615156
PROS1,0.0031216964408076657,0.008936769919527982,-0.03176460581721099,0.033978716278663675,0.023050356864998657,0.08385440212717853,0.08377414414783857,-0.007960831748703179,0.05591787193937588,0.00339888347796095,0.01387351370483338,0.04391225575987303,0.005225589845623327,0.06042441747167208,-0.046994326262587614
CLCF1,-0.03882900280767908,-0.031057298311459744,0.034265299133890634,-0.015459353342681004,0.04055521035923316,0.05097811118902878,0.07038034424091417,0.00431195681748659,0.015160885341996706,-0.06763600684200283,0.0028384883739288724,0.06991583037885174,0.018504851388179724,-0.002887083255155227,-0.011845031023806352
PSAP,-0.0262869092904762,-0.04292392622097763,0.03832011145761456,0.012336156048860292,-0.013766874981021,-0.004200031612196818,-0.04539306585113459,-0.0025372224252837,-0.011644776148605191,-0.04383713511802483,0.04263142954042868,0.07522273422846143,-0.034710285010331424,0.05819755829352218,0.021674790155246752
EFEMP1,-0.042718788233175355,-0.05419577220359289,-0.036860931513601404,-0.06870120047745956,0.07294242068871419,0.09357036702576293,0.09260211177733647,0.03933665423467135,0.05244774663004949,-0.009209862467900884,0.08548404039839493,0.04134219726451453,0.08332822376258665,-0.0388402542331086,-0.016256809977894828
C1QTNF1,0.026869384560772994,0.0033922996502075767,0.04490157820714475,-0.00020537151094089404,-0.011815115698362797,0.0864367857503537,0.07545040229549045,-0.012832849286640073,0.027139041370133184,0.018728759442505204,0.05743095781951075,0.07593660196752447,-0.03889998293454611,0.0799510434618777,0.06260696926059853
ALB,0.017401276050860368,-0.026508362373374783,-0.02910221066335895,,-0.020530151969102125,-0.03887478103678135,-0.02269459279166884,-0.014005706270161877,-0.01800982349531768,-0.054681161612079025,0.051802732559645154,-0.02496821292229849,0.06655491128267554,0.01947356914246787,-0.021740797420031245
CCL13,,,,,,,,,,,,0.1483832652362933,,-0.02072617806775954,
EFNA3,0.007385187098720139,-0.012829825009690009,-0.01976440264704422,-0.0662514059372541,0.02000355958470435,0.008403163712693573,-0.07263715038271282,-0.006982570486956075,-0.017643519988372394,0.11424379363925173,0.12054818132025291,0.04464512200831374,-0.006913885399016295,0.00253795746110642,-0.0068398128513286255
DRAXIN,0.07213960179724556,0.06911061535328318,0.026674436655981574,-0.0681462366250751,-0.006294239052635624,-0.010344541641620868,0.00934690006628718,0.009178390559119757,0.012636395996254044,-0.008340743885576322,-0.01295859546128631,0.019495084574965134,-0.008486617347867608,0.02948809094639982,0.04198468935469689
RAET1L,,0.0881358331538538,,,,,,,,,,,0.11021179376095022,-0.022448247154572366,
NPTX2,-0.06772035598512588,-0.01321254465238048,-0.06319743522855642,-0.031001204352159882,-0.025668469303143097,-0.02743295679513021,-0.09029988338025428,-0.010928992387529101,0.07506039205140978,0.029196447167327774,-0.013788835121686143,-0.0011834464981089763,0.03611799789369654,0.02465842087209854,0.018285063498685503
FGF11,0.054450424203331786,-0.023907150222328994,-0.028026407941465055,0.014406114017895546,-0.005631247859388536,-0.014771947725535002,0.0875997467877421,0.05564991724669239,0.07750261391712532,-0.04377939997471213,-0.007548215663745773,0.03278391934517604,0.032342369243827024,0.05939363536958978,0.008621779967669852
CD59,0.009122429955711645,-0.024655259700248254,-0.05543576732505372,-0.0034067473969375322,-0.004041287478362887,0.07010917857010403,-0.0566387308419803,0.011996449909276584,-0.06993827697340667,-0.0341857230346652,0.008075594537131617,0.04263285217284688,0.000793445275836323,0.04326360341385707,0.00907037970658345
COL9A2,-0.0024692181801395426,-0.0203703241353583,0.06371276516708041,0.10061960325091705,0.07186781272021091,-0.057457302866846006,0.0101467046332304,0.03892571145687207,0.013606575935119896,0.0023413677594019333,-0.04965994299784658,-0.0053419646087379405,0.06714313798220906,-0.08287672239139138,0.01144467930833889
DLL3,-0.03299235853297961,-0.01405817466344929,-0.05334004980880399,0.08222862689161964,-0.05271059502085135,0.05382319509862336,0.05959062091787922,0.020433121894138748,-0.039040316021203975,0.010892954917543862,-0.018809670861343657,0.01635384031171687,0.08667990061884485,-0.02042475870563391,-0.013851574986991005
FGF5,,,,,,,-0.01807157648184148,,,,,,,,-0.003053668220966069
LIN7C,0.03627385113609288,-0.06333665944703232,-0.012195085970790226,0.023257064072356025,-0.0056179107771345375,0.049546952170232,0.019199884223116415,0.013448284875397508,0.08472491752740642,0.052292915325527295,-0.04358825073460189,0.004215683291494277,0.03947274554896128,-0.06454712992054218,-0.006662349788859694
GDF7,-0.018707437609021202,0.10918173891838806,-0.0005179450488617995,,0.07663158178271785,,0.02717728164558093,-0.0027979898056758566,,,0.09790827985980677,,-0.018381910041104267,-0.01502100016728655,-0.027425972645392968
PSPN,0.049916102246967776,0.044072977330901895,0.009113601576431294,-0.014871346715982153,0.03155874430718117,-0.05159432456671597,0.059062628478007126,0.001913107969152112,0.027937306702124954,-0.013555623704099365,0.04821520148363578,0.0017741503866829786,0.02520924601820713,-0.018343002745062904,0.02561455998119455
ANGPT1,-0.02700999003537655,-0.057721647806858345,0.05089469153767768,0.08258112306128657,0.05001084998664939,-0.02740464509886753,0.02927466556908717,-0.0011011994726709722,-0.026504271669885792,-0.013701032021412502,0.00782858923973087,-0.02043098256353709,0.031891900598137686,0.035285884212983176,0.06071736915811069
PNOC,-0.035626950279766256,0.052089006357796286,0.04307237477736637,0.08994777400730933,-0.0069658867799893874,0.0038898795758141296,-0.06372447079624532,-0.03204370525060423,0.010681873987565527,,,,-0.019547403994085576,0.02362403019397495,-0.01984374273208474
L1CAM,0.06566103470976595,0.0672945901127074,0.01538843236620981,-0.011064327801766256,-0.000705515082779319,0.05753253948583219,-0.04773365847782313,0.02945729061784723,-0.031721705623878355,-0.042118657646417694,0.05836578312672952,0.006785492361334697,-0.0026024690222544136,-0.0035133585080817896,-0.024150782373574722
APOA1,0.03222870102751373,0.03350899771692102,0.02466357854428457,-0.02737141247602182,0.013550705080423043,-0.0339924672268333,-0.018922229337889087,-0.01670535487050554,0.04817349298091057,0.1297082656054519,-0.04177598068583028,-0.020708260251658603,-0.026559262542546216,0.041751286139470545,0.017586785451337374
PSEN1,0.02086107282646943,0.007126581261804507,-0.030211338820966528,0.07383198182052995,-0.0006806426044504426,-0.003999495446662945,0.02596728905534284,0.036484173672811496,-0.011906562888165599,0.0411164553853119,0.008085847311476503,-0.00641832049324368,0.007946646971854128,-0.03124901382296314,-0.035461798488834094
CALM2,-0.0505201289537089,0.003283751230038015,0.04053214021032463,0.07579904420294994,-0.08596278025571842,0.018412195330021475,-0.12878285682147847,-0.001148415994597065,-0.06581700384706264,0.14027350548664558,-0.07806829771254906,-0.0009237902225252509,0.07540648280603242,-0.022351899720900324,0.06138559684851357
CLEC2B,-0.02713296871981436,-0.03285538006225993,0.020983535562103105,-0.06204967362654555,-0.015347948401124242,0.016781356945622345,0.062220880712932074,-0.028689813867293468,-0.03206390195497748,0.09592856092280269,0.010921237782987795,0.04012673789930407,-0.04477479698380151,-0.04284700147615944,-0.02696279059833649
NTNG1,-0.006801956942565701,0.02373687819208212,-0.02067497068310102,,0.003660857622381415,-0.010057474486276316,0.0164419097914001,0.037986244791974856,0.07914735972749284,-0.062082030216400734,-0.02497475807511095,-0.0051371207382750516,0.041588097177533485,0.034809357645358675,-0.012186165071967278
LRIG1,0.03454883272781447,-0.011623494980485198,-0.029120549950117466,0.007219562197135213,-0.015285692622738737,0.0034832108633166743,0.07656458068331036,-0.008288451853420788,0.008623647441173605,0.05611771422703598,0.1327567262552613,0.016603124215300222,0.07218171036368733,-0.04095624288700342,0.02300831998265795
CPAMD8,,-0.026835595660744255,,,0.13120676920778435,-0.02775637546024563,-0.016348172938757333,-0.01423012299500232,-0.030888744339838757,,-0.020877983784168722,,0.12144130122064778,,-0.020145891281448353
GHRL,,0.006640734247812241,-0.023505255915045816,,-0.036484261293084255,0.060895143764158007,0.009357385327291122,-0.024950453833686177,0.15073789740081003,-0.055588554769910994,-0.00944046728346141,,,-0.01624812802747556,0.09756323488792132
NPY,0.010314769501095014,0.0699169531764704,0.05706486286291721,0.24237915753653963,0.009376316555552358,-0.052871997102140446,-0.02835776336288243,-0.021636832988999412,-0.04276393338785279,0.10872121328340541,0.06650335826275745,0.04064187217894123,-0.006730374615622119,-0.025359761613772413,-0.02427862389726349
MMP2,-0.030411009217135937,0.0071879553146753025,-0.042955570996717665,0.074224667049836,-0.07100074370681939,-0.02863443377466846,0.0799402019532485,0.02240114939901985,0.014264845346275257,0.01199567843055014,-0.0203823350559168,0.054993922908913674,0.03409636468139058,0.04448443423426104,-0.03048577188417724
LHB,,,,,-0.011912588547213577,,,,,,,,,,
PPY,,-0.02252254285417429,,,-0.020736342316305126,,,0.015607862649107612,,,,0.06304096916444803,-0.0011021574248146664,0.012007748808444489,0.04099702841652012
ALKAL2,-0.024452161486026466,-0.025048956809587204,0.027589761424872693,,-0.01173951721607099,,-0.018536109021045983,-0.025086247007410644,0.01034227351574853,-0.025801568913510948,-0.040145109951880746,0.049940222024218356,0.014837589937515955,-0.03705393873774936,-0.002139613823387654
CSF1,-0.013261411012173884,-0.06829079206937431,-0.05767682943632128,0.033325683146113304,0.05683050644272021,0.09839004569808216,0.06948324125191345,0.06609900624994867,0.02152562927101598,0.012759214821198718,-0.04825136666682108,0.07566084456708987,0.0259262978421002,0.010804442111932546,0.015274670829872411
SEMA4C,0.009737789231023806,-0.003830504896564806,-0.021983131771300717,0.0022161933552441388,-0.019551719568763448,-0.0240148164150297,0.0308980775662154,-0.014692680926313423,0.014154035225580506,0.02320684956155715,0.05078220888400902,0.0819411371539841,0.10134037676923337,-0.034248921223499554,-0.0035982066103569933
BMP8A,,,,,,,,,,,,,,,-0.01725700120168582
ICAM2,0.04347716408106618,-0.023186258069103384,-0.013567491493980517,0.07947545215838858,-0.017249064874196862,-0.04886426775992457,0.05132807488591204,0.026043853382796984,-0.031512063089405684,0.013146578985389512,-0.003145170144834749,0.09722927850020183,0.054808248813857534,0.03205210132739656,0.0013611795935417265
SYTL3,-0.03242516049899828,0.06482219938052368,-0.021690663073621885,-0.03076600763365379,0.049057296812175,-0.03405894068265998,0.0812060145049944,0.020549683319267948,0.044105607195718335,-0.043863969863392645,0.025835495207661062,0.050303338818484936,-0.008366977623829626,-0.03838238016114975,-0.027144973924063516
IL1A,0.024049137686199963,-0.03399669687933698,-0.029680238443315507,-0.04644514245194576,-0.023976388224211782,0.013293179002617303,-0.0072456653649469365,0.006259050938452992,-0.00028360452065718405,-0.05340993253395961,-0.006116712710974876,0.07465915694848818,-0.030220718768729414,-0.023959264825291288,-0.0042401658777342
HLA-G,-0.010631473713300544,-0.020553234768795878,,,0.010187557392825843,,,,,-0.043778588029694414,,-0.03572277689444107,0.04755476879586334,0.014565233267731783,
PGF,0.0554420074369928,-0.018923976700748836,-0.018583678356046688,-0.08851243449353925,-0.01485557229743336,-0.07494776997575804,0.05325692773256079,-0.007858742326453698,0.03872847419144719,0.017587296608067467,-0.020949025539566415,0.08575200885567612,0.007103859018916203,-0.017532907596486524,0.005656473725526875
LGALS8,-0.05722307271127976,-0.03355909019133496,0.009284307683490573,0.008594292668928076,-0.006395300578584248,-0.03402217574547941,0.006524734072865076,0.015921239267026897,-0.0024458490280368154,0.0017511972710152477,0.05688621558366894,0.00986138615815978,-0.007955216908374956,0.02871072232515831,-0.009756130540042587
DKK3,-0.036551926326409405,-0.023500469912314838,0.049936331300909104,-0.019861106139232757,-0.051678596896454924,-0.08155793937690993,-0.08848140826024199,-0.05259355366897501,-0.06430266188880222,0.007705793158946044,-0.0198343021097055,0.03379293136726218,0.07148521081708056,-0.01596943740728104,0.035578169420374055
COL16A1,0.05928004841745276,0.02272072450533347,-0.018260405670108212,0.09846258802649967,0.008760228188340673,-0.023899228303851255,0.0838667147669784,0.02440410778736793,-0.0255046403128081,0.04527133767020398,-0.027491560571189313,0.07195894344859294,0.021655166114784175,-0.0018835991898132581,0.02760837656943311
