,MGH258,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
VEGFD,,0.007930506116405155,,-0.01815098259567302,-0.021995918337906376,,-0.016771984912050553,-0.010210821482018302,0.025166352765218215,0.023667541325600956,,0.04724713351160996,
TNFSF13,,0.048207198137972807,,-0.01123779225965121,,0.003329958320425215,,,,,0.07675105801368372,0.07800830941279192,0.003004601339200493
WNT5A,0.0026936835456603313,0.08636403031486409,0.06474931385792303,-0.03699909284673088,0.07786461664404619,0.21404128280536275,-0.01789833988730035,0.001845042089091161,0.016977874186331027,-0.04158488159313454,0.07235735315153634,0.06071012071859545,-0.005068297555780596
CXCL8,,-0.06940446220044853,-0.0701735800347228,-0.009276169873080225,-0.043083305812777944,0.01646925853255518,0.020612922293809673,-0.00950876094533376,-0.04694490828749121,-0.041019204959229894,-0.1420533424594375,-0.14981439385033601,-0.0319158536509385
GRN,-0.07093605446396015,0.01181829134656911,-0.016602013192136958,0.0345227961492235,-0.0015950400021318666,0.09880476631532793,0.009778742538149768,0.059961909327457104,-0.053723162217028546,-0.08758108773018752,0.022542068533765558,0.013087298070513525,0.01864291477058274
MIA,0.09974483691513461,-0.058251037525811594,0.06398456582402438,-0.014183842867089866,0.05723072995290016,0.07057627502155343,-0.030941506589915825,-0.011612659056814467,-0.023867917488197887,-0.027705034472881165,0.20589648742508898,0.16759385130908294,0.016826427921318325
COL4A4,-0.0029570829701545975,-0.011769571791994324,-0.056727114484081145,-0.03926569407983134,0.045721167433484235,0.12817977769994077,-0.016435346102122373,-0.019508343691309497,,0.05294479189806023,0.11251643180924883,0.0015499729895944862,0.0019750902835330045
TAC1,-0.019736367855970924,0.0179250341295656,0.09565372024780308,-0.0008117611629882661,-0.04491679427542296,-0.17502813334593484,-0.03647410531819248,0.025704954789220563,,,,,-0.002384812330956055
RARRES2,0.05941848071390998,0.06084966271377463,0.009896447876683307,-0.016500951700013505,-0.008759635808858275,0.11071318507674842,-0.0408113823825238,0.03304060356991617,-0.06273787124603482,0.04116798720384203,-0.07093083679905782,-0.009925934227032331,-0.006935219197077786
FGF7,0.062343117954123665,,0.09462795936305238,-0.02887891531442028,-0.0369093508194448,0.10149882784003589,-0.015236663885344951,-0.005609305313409293,0.11260927359418108,0.06745650872396529,0.04891054761602822,0.05929891631609526,-0.014705150521306902
EFNA2,,,,,,,,,,,,0.026556788830161614,
HBEGF,0.026284595664364217,0.008488733352109167,-0.037124004171569566,-0.05530560761747161,-0.014657760302509319,0.13311811405952037,0.05975087464909923,-0.01438673894224798,0.053597151081843715,0.052328827525991446,-0.021968767347148612,0.08482071258873154,0.03098492419587313
CSF3,,,0.05249891515804817,-0.004716324348450624,-0.04412331657608368,,,,0.03021684782452661,,-0.0737963417318506,-0.052460860472184775,-0.03827929492511182
PI3,,-0.04322517724142053,0.007228754181728843,-0.03351052294988905,-0.04771343300330851,,,,,,-0.11647544568452986,-0.16479824306324756,-0.02258442731646439
PCSK1N,0.04400650020464459,0.06439135516348639,0.06157553311535474,0.023483009795522498,0.12950601606131817,-0.1068198479536733,0.04244727214997698,-0.024352013931695133,0.07902745469592998,0.0371530164696979,0.0011306939887778577,0.0027175371832393823,0.032794394794786394
NTS,,,,,0.015560289413510986,-0.029750772730086566,0.010665712154956907,0.015970434478942627,,,-0.05333691722119989,0.010363274194319792,0.0014619145957898536
SFRP1,0.01913909160245729,-0.00070383034063986,,-0.014215317883117315,-0.04588130042732482,0.05357420399502307,-0.003333135339611816,0.06864428680162847,0.027412734623493532,-0.08158473323770982,0.048104474849322,0.12576220777384406,0.06745826504155368
CXCL13,,,-0.028831852297857393,,-0.004663113929827329,,,,0.024894658579067846,,0.042183776691934294,0.021653039096853073,0.011904898578049241
MICA,0.08521386345175988,-0.006846263771023894,-0.008376790116127037,0.0073393025258869085,0.0038517895484914693,0.027425373271796817,0.038236404988835536,0.01927571188266489,0.013045857797425349,-0.0036157609027649626,0.0436109140403712,0.13409893401170675,0.028839829943681543
TG,0.2480430337274131,0.06778260221034303,,0.05971268142200832,0.0002784205413352246,-0.01217756630769723,0.018862001216846006,0.018117951453839046,-0.0272496655891516,-0.037942799478291614,0.04874945930216028,0.04060268812531897,-0.0177486252256353
ADA,0.03473166443610011,0.0018920876049353676,0.0285965431947854,0.010694513883999347,0.04502114967583334,0.06918719944199622,0.031070752707901814,0.05455846660280006,0.02856083568542494,0.054566072363786244,0.05330462487615755,0.03769238132805902,-0.03580654334586066
LAMC3,0.06851887111549909,0.05004957080572676,0.011057539876432666,0.06453654121517298,0.007230432864238283,0.11261318010423386,0.023944254822170663,0.0009778773422068408,0.06550199683524806,0.031720189798589246,0.043495789291263215,0.11307974442048956,0.003318398382147172
CCL7,,-0.025166251419890255,,-0.011091214966566402,-0.008842396301546103,,,,,,0.004976510178895469,,
NGF,,-0.008864907905075317,,-0.025412806317711523,-0.0513207701642191,-0.032769794280881996,,,0.00828728595876607,0.04363933918293773,0.01423580312621402,0.0041244566404194305,-0.04175765429269255
TNFSF15,,,,-0.012350610329646823,-0.008245984053188785,-0.029604417530588036,,,0.07256448818814643,0.06857421908802523,0.029458098420503984,,-0.014278828388701231
HMGB1,0.04970264032866057,0.04498664735095476,0.014105013060602297,-0.006801075618894403,0.06673044689140938,0.14734590593349964,0.0397140897385234,-0.011892952244276249,0.052041017005045556,-0.00940354526272491,-0.03852297207142965,-0.04484099336612472,0.03815918631477235
ITGB3BP,0.019446090424740874,0.026585344089670702,0.04524370864609309,-0.010089539622842604,-0.014855729747033608,0.1406145899950712,0.0038561867253608362,0.05004352658460689,-0.004627018931255261,0.05674032743554618,0.04446478340902662,0.03166773705340386,0.0037860236772058937
AANAT,,-0.001044428580744165,,-0.011237793459039387,-0.04021759135147769,,-0.014262696559509217,-0.011612659702740214,,,-0.03288248902047073,-0.021435153518402188,
RELN,0.15204872171909362,0.0184462403278453,-0.02165181504869989,0.06848539082469782,-0.03452790342278086,-0.0513838015457755,-0.031401853810321956,0.0027078556238323954,,0.02177920810310686,,,0.019899370924932155
IL15,-0.004104219629313408,0.017439494050323145,,-0.030794902586549263,0.0026243856442245937,-0.02831274732313449,-0.005083381188145351,-0.024959411397317596,0.013934291263350366,-0.015119066672786409,0.023908232607767758,0.056225073124676034,0.046722029149067784
UTS2,,,,,,,,,,,0.040302007982440366,,
BSG,0.057599254091957826,0.104712010004701,-0.0034693530758431548,-0.01131100571002507,-0.006254515636353437,0.08396223426766898,0.03172210541816046,-0.022832447080295557,0.02882520220423444,-0.025868962057276554,0.1101883917334916,0.07475826094587651,0.041709788183028354
ADAMTS3,0.07331920596846897,0.06416364988955467,,-0.03378482581165628,0.01773904618213434,0.08142031697533081,-0.01676466133432301,-0.0420566911884935,-0.03303444184814517,,0.09403654065908659,0.08607681222176976,0.1353397054859042
CD34,0.07452411531800322,0.022319734985769543,0.05077148707759672,0.040763721005000024,-0.04554357912825734,0.06584492234347074,-0.03237295075286933,-0.021726970995816507,0.03656193975122391,0.02705005753566169,0.06024225520195428,0.03987915023362867,0.04195117200126063
PLAT,0.03865083557856605,0.0963336783173305,0.08074982615730533,-0.005414712291130646,0.0667304246310877,0.20632909154568999,0.03685771670100417,0.0341533300400546,-0.020288054591764394,0.015404994054740242,0.13542167226567864,0.1605380307612505,0.055330433125039116
NTF3,,,,,,,,0.04223437917630493,0.031001843929201117,,0.07219848531908525,0.11452995920125596,0.06017623655967809
LTA,,,,0.025763085143035283,,,-0.01373646319225087,,,,,,
CKLF,-0.05571780659706247,0.06776688423202158,0.0480448859205307,0.044639070811242486,0.04256712729802019,0.12423200522814222,0.029831395647809417,0.014160719174668702,-0.04744083416009741,0.04980739802443139,0.1148759279677289,0.1392155315666446,0.05623912519797409
APELA,,,,,,,,,-0.03103905794267258,,,,
CD24,0.035399547436682575,0.024572766459616004,0.02438523916724437,-0.005959429760725397,0.025495506439627866,0.14895104172985416,0.0019526147006838832,0.020034214446536025,0.03478962705617783,-0.08129563704830048,0.06661630681115632,0.022123535123773564,0.05882113429784284
HSP90AA1,-0.02076493550205257,-0.04705238186969293,-0.06758462297249919,-0.020789572085943245,-0.07024900320386898,-0.18037583460651038,0.09440672767387953,0.050497701683785236,-0.004165417078133378,0.0032197419129984476,-0.238366846480369,-0.20310359835335395,-0.0073250730440515745
BMP4,0.0775415961683423,0.051374048052668354,0.020504860299376586,-0.015306120922831951,-0.021775764712200964,0.14602095161250025,-0.018304688748561358,-0.0025563592101688574,0.00045164108956652116,0.027831717791858192,0.052383869002093034,0.006775189512567995,-0.006984445942386248
SCGB3A1,,0.0013734036434310168,-0.004267389640120707,,0.033737047386536045,-0.03614172270610926,,-0.0097953920390798,0.013652966328659826,-0.0409048098585592,-0.018897850472827705,0.0802396114331262,-0.05059383761482774
IGFBP4,0.07135870205772354,0.025491018430022605,0.0019979055088952327,0.04114560692601799,-0.028590717440223692,0.18999323901536547,0.014465839492007632,-0.03516110635413058,0.07592314602187185,-0.012379429887530474,0.028286134697048302,-0.04404595779395273,-0.021584672439083106
RSPO4,,,,-0.0217590335316001,0.07134372960443942,,-0.015976342947181307,-0.009795390606282128,,-0.03440527768954883,,,0.056759049591647084
LEFTY2,-0.022631131357038783,0.023481464233880915,0.10038931364262543,0.06557259130041027,0.044841109350447265,0.13521587350460323,-0.008942958521626762,-0.010740765600047678,0.06279563590949487,,0.005176021242156837,0.07229593280119449,0.006906162820005798
PF4,,-0.02726545392998728,,0.05033793714188743,,,,,,,,-0.023707775659403737,
ANGPTL2,0.04450637466975248,0.027820229703048874,0.07097736445937448,-0.05335906852157717,0.04692160968180596,0.23002714486204393,0.027464101606537658,-0.013605573010538594,0.0354696085507396,-0.030674157366273224,0.19569828782278473,0.14323555794131607,0.04852900289883252
LRIG2,0.05806410788010476,-0.03223230244343331,0.0652644375725318,0.04359102057700474,0.024054228724177177,0.1241498381022732,-0.009481840368735445,0.0026963128259898804,0.02390924281271804,0.07685707199819472,0.02716017240741428,0.14961561063280301,0.052651076086159765
ICOSLG,-0.006378388608928739,0.05171907473203662,0.1191174099486017,-0.02066119914394465,0.026242589275371944,0.13824254562766466,-0.03574092148136049,0.011385811873310992,0.036296142430382296,0.03626838697448366,0.08886655559345513,0.16599065619783007,0.013811270795105473
WIF1,,-0.027533586874213044,-0.023806947663579516,,0.008568330307775847,-0.1744242900183908,0.1419122520080936,-0.018432897031802047,,,,,-0.001995817639391468
NPPC,0.07721458121355286,-0.017497795855393457,-0.004185243315705956,-0.015011206393983689,-0.015104608144866987,-0.04714700521404741,-0.02404911393849031,-0.013613195802611689,,-0.07227027483025458,0.027206604912477384,0.00201145266136809,0.01220447711233877
LYZ,0.026359654424558697,-0.02361072530612882,-0.03898098281323726,0.016083225036790296,-0.018816922785790842,0.0831317284186621,0.06671259289550316,-0.015751522811797387,0.0620384234695389,0.04962342413341986,0.09232366337915204,0.05658256259294569,0.05376839383504787
EREG,,,0.016332856494300007,,-0.038029707350037946,,,,0.011364643138819115,,0.06074787341713065,0.023337314510184396,-0.0649187120338903
SPTAN1,0.07127523417414788,0.054593836698459054,0.03294735344410552,-0.024728886509457405,0.06096983340584393,-0.07397454891449243,0.04337872750254016,0.05051411095719666,0.04802958032887914,-0.027782397756863197,0.025084426166065887,0.07770314949448257,0.047620197997954146
PTH2,,,,,,,,,,,,,0.02204827795735373
LIPC,-0.02926396369901705,-0.025771059475361416,,0.048375343893067836,-0.022847284301648643,-0.04390581133099694,0.03690376193136395,,0.05932437168350603,-0.06334759535276696,,,
COL8A1,-0.02733978246760414,-0.015728655957052067,-0.008937666239080483,0.008153485495840874,0.03150319776913483,0.11266883745248447,0.018401941534904234,0.0955936779796285,-0.03783099850199119,0.09732554605429866,0.10846041330196937,0.08739389804611376,0.02525037770968418
GSTM2,-0.019198442839108914,0.028242609872194915,-0.0486894284862674,0.012960519647428692,0.042779106207480135,-0.02394224024707069,0.0008336400800614404,-0.02895199745329793,-0.040810830958200886,0.07121099026953953,0.02061974661612214,0.06372100006922123,-0.006070173483727568
SPX,0.012634367566620704,0.020012932587059294,,0.024054249162442625,-0.036189571884101136,-0.08292846101718693,-0.026346671302260323,-0.05071410456317973,,,0.0314879116883424,0.04312116587851892,-0.018346893225882184
MFGE8,0.10441414842122287,-0.01600614360944882,-0.03392649954141581,0.017432943576904163,-0.053570909240222266,0.0872450859031326,0.043255875500503964,0.011297630166796087,-0.01077239634017405,-0.01992750057615435,0.029805359567233104,0.058306639397040776,0.052706073001908306
TGFA,0.04400460997946787,0.029598039319317364,0.0589991641851814,-0.018936444038089858,0.04565275431405762,0.0751362865402132,0.045016763648004623,-0.013487087469241993,0.025091295914754903,0.029084550506648783,0.09431414418258717,0.10034711367448461,0.061442362632334734
SLIT2,0.05439276550114201,0.006142670564771662,0.08937393394367585,0.008205518753637417,-0.01633813272860239,0.017733052572553667,-0.020421570383939814,-0.01947902058983422,0.017892860804976297,-0.022668864744431878,0.08487131281370755,0.056879733043017806,-0.007332432581794457
PLTP,-0.01527828989019287,-0.02155712099937593,-0.03765809759453264,0.08070240730748145,0.037545467765985885,0.11618504449596039,-0.011169352869891746,0.0015058488969117135,0.01710395503885542,-0.031864622410919925,0.06790561654710134,-0.031400956523666,0.0010504056276930407
APOD,-0.07037086834694495,0.060005165261396765,0.04590458595625338,0.05351827786847223,0.04751226710527177,-0.06381384813924662,0.014492683806112263,0.06349539349015719,0.04272683635645257,0.042316933121712245,0.2395014185329357,0.17200425852940235,0.022306058732078176
B2M,0.07441354774652092,0.07246256871069132,0.011616018875243243,0.03841536299526327,0.028169120454017624,0.1505094508958777,-0.04700192816828918,0.047435907660395515,0.04638900785044029,0.06087719265624872,0.14216886937965514,0.11948718914331821,0.0164171069859974
OMG,0.015281200802578105,0.04911145751527372,0.0828951064844177,-0.01704899583829798,0.04941070018797721,-0.025109594963715322,-0.040359552122976684,-0.013287878879627563,-0.014098633830751476,-0.07016825434188288,0.12264497908068067,0.16193271898775535,0.030729454429072597
CXCL3,-0.01840691616344419,-0.09838875408160114,-0.012102883071395785,-0.01206905194803223,-0.05579758698455575,,0.05732082959138247,-0.010478997431499042,-0.002231380338946035,,-0.07642002585770341,0.05846027893646975,-0.05181671746966268
CXCL10,0.03851195715144109,0.04109760877252456,,0.03015751148803355,0.024240629255318693,-0.00020812125851177074,-0.00736110525483716,0.020026651442663412,-0.01921083287774388,-0.04841338900527536,-0.024808625616599182,0.043655467846638527,-0.035946709313131986
RSPO3,,0.008299187297173178,0.025974004475109655,-0.011237792628693686,-0.032581111851803665,-0.023657048700485083,-0.024129850974305693,-0.025446187081359338,,,0.0828177334593017,0.04011622961198886,0.015704217219692396
CORT,-0.0015764789463621918,0.04892935988208113,0.14975647876418452,0.0547223435939211,-0.03315906507136114,-0.005510812961577869,0.00651823439193747,0.023239037079563214,,,-0.037245862246326096,0.03050636194688902,0.07209417023645268
NCAN,-0.04515625180821781,0.1506156269666793,0.05006350815243178,-0.01828633393103125,-0.00826931090057384,0.12268874698254266,0.028812125741801833,-0.0406576562527259,,-0.028513268018581638,0.19080042754261406,0.1313693255581569,0.022119725266765915
PRG4,,-0.029426439140470276,-0.019210946948613424,-0.011091216694967612,0.04027213362818004,,0.006843341628196691,,,,0.06921910657928328,0.09142645629574693,-0.012354586068618797
ZG16B,,-0.007230107415590761,,0.11969991085927253,,,-0.010914866981521661,,-0.010006761845889448,,,,
TGM2,0.02120385766256185,-0.05356107729099673,-0.02266085556689109,0.03463797857180691,-0.031004345343506906,0.018204631122228622,0.015172141818528813,-0.04427284552736942,0.037737097418902445,-0.00934727708493094,-0.017947039027209157,0.0007343189903757345,0.001022412923346792
VEGFC,0.11839229287268573,-0.06454930268074614,-0.021026109560996556,-0.019767517931684596,0.036232675288393135,0.03956715432369884,0.030847919290410673,0.014040572092511343,-0.010051706192539261,0.018938160066336397,-0.023999307801562557,-0.0038761231250182895,0.05130591312424315
WNT6,,0.12143620191252798,-0.03126460532605161,-0.015340580825968307,-0.009352885975821472,0.025817541231625205,-0.01249974494292305,,-0.0280832460085587,,0.07208252563349445,0.0602665952987284,-0.01139990821451654
NRG4,,-0.0006254640689990161,0.05709155130146886,-0.01349851809516713,-0.03226048981683553,0.04750893887247131,-0.020969226745823653,-0.01594110268653003,,-0.04276390362122826,,,0.02878360213411271
PMCH,,-0.0031269312510941167,,-0.01870351189406124,,,-0.015976342176150203,,,,0.014052736064504344,0.07837551017015412,0.021139278401185194
COL9A1,0.12089642121169288,-0.03323700188072976,0.052646953392166955,0.10786238884575468,0.05118174476143722,0.2332606706456413,0.02747328414556969,-0.02074970774802047,,-0.036089974752256136,0.12196612444120783,0.16722259376895363,0.048571694061754406
GDF11,0.023687384029567875,0.038206892242284074,0.04376426838685629,0.06697189715269636,0.001312198291109626,0.13706493997165622,-0.014628057559101229,-0.04477513401659847,0.010834915609423165,0.0013922037714053388,0.02070971520376387,-0.0006962083455118355,0.03429888267720972
IL24,,,,,,,,,-0.015837174882206498,,-0.0012523992209970847,-0.009109499969360517,
SORBS1,-0.050697098187959554,0.041783121681540504,0.00733415282765145,0.01400720772439342,0.01596151024222526,-0.006919179032454138,0.030328401047880593,-0.004743100848609354,0.014833423132821854,-0.003051460091191368,0.06073005503497892,0.03276411460548104,-0.005479080466506345
DLL1,0.017082509259356726,0.09289480083915534,0.11783450521108477,0.017243699343085356,-0.013977402948997056,0.18717449755593782,-0.025298892351042733,-0.030779014445527546,0.04165671351015959,0.009148530640312784,0.1500061958136031,0.16868876366333976,0.022725124478172803
TLN1,0.010100161380353127,-0.0013185836861769943,-0.05341350698268845,0.03270439882906373,-0.0012296123959420905,0.14492667670904735,0.03961014708018385,0.021335459770057373,0.009585913301724598,-0.11890600200140551,-0.07903602233910119,-0.011568190321505491,-0.030952817658465123
COL2A1,0.04199706614332662,0.08464873339219545,,,0.019307996090566187,0.18617149129350763,,,,,-0.012656057080051342,0.06161446513970631,0.005502556687057516
SHH,,,,-0.011525595169307032,-0.04755322527116924,0.04034399224933673,0.038628451988150084,-0.011246856994745268,,,-0.05040383734781948,-0.008075761999929112,-0.021165980462909125
PON2,0.030343465372067703,0.11632191953419811,0.08328824174287018,-0.008221863389727448,0.06016627757777855,-0.013738040565584836,-0.047259141084526946,-0.011862498950574795,0.08714858939678308,0.006539426001227272,0.19434935979936355,0.1338003690023748,-0.03184764906679897
ICAM5,,-0.011585381294393444,-0.017130458184080474,-0.001553310061734884,-0.04507689712676208,-0.09244012039911978,-0.019277161808322556,-0.015740706608837758,-0.014991831919489775,,-0.004288413147760619,0.054302630312597716,0.025660910728858424
HPX,0.1331851340719882,-0.008696867869788218,0.013306042913265276,-0.02804334101783426,0.024353312110425834,0.12332593045791299,-0.008578961400133455,-0.009795391040463173,0.07703215215044384,-0.03703228645489474,0.06897932436781595,0.1257879028709328,0.019741630603508895
SFRP2,,-0.05526953659224831,,-0.013126403870702212,,0.0016112247099322463,-0.0023784694761735544,0.024990431696955258,-0.015629892702469016,,0.17925258464391797,0.07190671322321245,-0.01714994506490349
CFC1,,,,,,0.011541570965760205,-0.013736464022416298,,,,,,
CD70,,-0.012255451120983989,,0.042656343549882174,,,-0.025623314980725787,,-0.05156687664857365,-0.046411251316746414,-0.00041410802733187813,-0.0049021220156917076,0.014086884125011894
HP,-0.00967718399592636,0.10313772877472932,0.059843713521777135,0.010029155257245594,0.03523671657302943,,-0.009121187064799155,-0.045414085231522745,,0.13129626102609143,0.0802297318057403,0.07137977392066552,-0.030095228109471097
CXCL2,0.05767604758463476,0.04753245715206298,0.014347428584413301,0.035494722012875346,-0.030601520465692287,0.023199359622427862,0.01627452721028189,0.07175367891630526,-0.06454086264608237,-0.04212931342151453,0.036501337667000436,0.06928691325516352,0.007793855033201188
NPPB,,-0.0016083465457033923,0.015067973009101327,0.005670884143728511,,,-0.012028206541996428,,,,0.06344852867800102,0.03414460582323146,-0.02480981119162229
CCK,0.07289957943769072,0.08064920590770801,0.05697270361111054,0.011181858039953243,-0.025309342595967392,-0.2323912307065981,-0.013511981610627805,-0.07130053956288046,,,-0.030673565010654935,0.07681438862018646,0.07066260988587217
SEMA6A,-8.61649280682156e-05,0.07671690331612145,0.0810919132684493,0.036505067054406946,-0.03707975872859361,0.14002381087388407,0.08035333958052701,0.03753049877098892,0.04751624659786077,0.0010007005653516036,0.12501854994885545,0.029968684650008518,-0.005618969849230679
IRAK4,0.05566300760401888,0.001758107069165786,-0.0190024359768332,-0.01253066601895069,0.04161880820274615,0.09619034365556434,0.031822447553887794,0.038644989897236595,0.032953938387857665,-0.059818741180995755,0.074258194532566,0.07329854002777282,-0.01426377731936998
GSTP1,0.04269779273623596,0.07532270194104174,0.059637515929702484,0.0018676385031829836,0.09217115727240854,0.13928240268920167,0.017507402154986758,0.014286883220660728,0.05254251687251201,0.05050833901641832,0.14891764370320382,0.16862463929536056,0.017524759547387154
VCAM1,-0.009734851560763104,0.02627592458943849,0.054558206029645145,0.020090251100485,0.06175217607719774,0.14194645492388025,0.0037621070142091918,-0.0023214290590690715,0.013315004205240445,0.028502652617054605,0.04035316515097609,0.049774006199474925,0.037415871677203824
NXPH3,0.040072660817767655,0.03184178062434987,0.044988317780025634,-0.015435747596698187,-0.04460304126860119,0.16176011664434958,-0.002050675223831965,-0.042043694749083524,0.036154791532046995,-0.030855850503345637,0.1355816146011542,0.14449417308231174,0.019440674842592952
MTMR4,0.017516725373162793,-0.017166535802271735,0.04188034595799615,0.013572592996688873,0.013447456230188221,0.05943170203007567,0.0102569321012636,-0.022244609384446647,0.016635115233739926,0.10072069038419983,0.018035900613985835,0.07685691907511337,0.008171264101987192
LAMC2,,0.0753022218956444,,0.04552761480365794,,0.0349465373402166,-0.015142170119310816,,0.010805680343751407,0.0026300334217026463,0.021456401779802296,-0.0036042886471459234,0.031004240103683325
IL10,0.015994705725903488,0.10603742970589887,-0.04143536419470016,0.043533566922242195,0.029488943594802502,,-0.003544569344859016,,0.029627771181220102,0.046115249515618614,0.02346133736107478,0.06429847941164703,-0.028339850801789725
SEMA4D,-0.038850615152679936,0.019846929669775606,0.11600698824734772,-0.02991357036610353,0.025407572975818166,0.03018401682565193,0.019712206891368718,0.00591035922444949,0.061231389888753825,0.034802158136064264,0.06518630747520364,0.09775571504060673,0.04460892969842459
TRH,-0.020987233684134857,-0.010260576258775833,0.003942833288139243,-0.016628449236261764,-0.03367932213100969,0.025428655649214527,0.019603137786464175,,,,0.05809651235328487,0.08884982470346472,0.07125653259509113
SEMA6D,0.03394391193737954,0.04670730939651038,0.10124244832304617,0.025072992283949515,0.0682290299285787,0.15970242295226902,0.049174087074603384,-0.03741568755830612,-0.021341092575954942,0.015430643165674567,0.06439831792886432,0.11190037931490733,0.04063223151936829
CEL,,,-0.002295700529545498,,-0.046852123074497404,,,,,0.14854800310714733,0.041095015327470896,0.09824414439170935,-0.004725480524361039
PDCD1LG2,0.02574245566503515,-0.0304100418979644,-0.04143534272326266,-0.02589689896755361,0.060104146470791445,0.03716736624412159,0.004707410649796146,0.05358127639959878,0.10717987219201278,-0.0645689087887626,0.012758096283835401,0.12189388231272072,0.025162682288168876
SPINT1,-0.04471280006036498,0.0070211974065757425,-0.04040607612994353,0.021117969710231447,0.020315893667022418,0.04078530424774274,-0.026306211669195622,-0.016007823997489304,-0.04984779420707383,0.0024785741283253377,0.0677114127533256,0.08169517495180063,0.038772451880876004
CTHRC1,-0.011948297184032803,-0.019654488192810904,-0.03603084519079388,0.03257635143999802,0.020455891075695815,0.2527125016004891,-0.03914135929222198,-0.025446184163842752,0.023681604774530993,-0.024962113569128534,0.08739095141325065,0.057110430011391565,0.002483702168399174
PODXL,0.023437798578556657,0.05262822164754895,0.029676689348827143,0.0320003034597895,0.10911706454869842,0.15421848366243437,0.009950906126715255,-0.003176238240052681,0.03273457064245879,-0.009059226691502385,0.06788991938044449,0.07382600125216428,0.03148069031617314
JAM3,0.0698372801516222,0.008060309890606902,0.035777707935828705,0.014524119549435431,0.021392430079002562,0.09459372720443289,0.030895767589312253,-0.006078756143468468,0.0421967821404365,0.1438543837741002,0.09081784027610704,0.01769902901900098,0.01906346685966858
TGFB2,-0.06215378969768806,-0.006916760524800887,-0.0060024098674741335,-0.0029881095042938806,0.027385177928088783,0.018118785832354385,0.023584267103770977,0.024594127665428747,-0.020268383545899826,0.023282826580798464,0.06040031865505675,0.08838136590575331,-0.015249386432564937
COL18A1,0.07337810727104915,0.041692040601265176,0.053100161888868694,0.034245731646921726,0.05249210870162857,0.2251030887801824,0.012554408662422684,0.006229062094594621,0.05127449584784343,-0.06495577869447616,0.025452678511936656,-0.007222834065702606,-0.012237995983416529
