,UKF243,UKF259,UKF260,UKF269,ZH1019T1,ZH1019inf,ZH916bulk
SFRP1,0.08964779464261988,-0.025956199432453943,-0.01913199386299794,0.03040531411324781,-0.007986521246436031,0.03080205097031079,0.05273318320269216
CXCL13,,,0.05864901839619757,,,,-0.023709634673855323
MICA,0.0006737177525813066,-0.02888528734476245,0.0663103160662499,0.06400734868926798,0.10935467231785212,-0.011662706289583089,-0.013964434243206944
TG,-0.026448334274007845,-0.028010851538440434,0.033022274074566316,-0.01591079692229802,-0.0655404728193256,-0.03481117219207137,-0.026128140106502426
ADA,0.019611230378746305,0.006723905258624323,0.024071720808283983,0.07090295506737637,0.0056695480693186385,0.0042865898018971576,-0.0373398272588895
LAMC3,-0.03156179267481562,-0.027415646783444127,-0.008862872023578683,0.06717169582022368,0.018114739936814582,0.014147039303674766,-0.05638469467879201
CCL7,,-0.020251800908534043,-0.010513128805813657,,,,-0.006330339207309773
NGF,-0.01911491373067684,-0.020842375510024363,-0.026831692749295293,,-0.05404302945231827,-0.031771604148262585,-0.03312674875691121
TNFSF15,0.1014170413159945,-0.02255137081454692,0.0015774859905556202,,-0.03433323990858363,0.07682584935864639,0.037478909156033434
HMGB1,0.09023674767646392,0.03888416857207428,0.045754968258781614,0.05610640288960713,0.07485670772619664,-0.09346635841032852,0.017944658134654942
ITGB3BP,-0.057815372647061145,-0.014587745419653877,0.002983411792648156,0.09113287712057078,0.09264318439811318,0.056025319171914556,0.012566306463952832
AANAT,-0.0342604604190531,-0.020519443223283532,-0.01677028993848625,-0.011891494041865205,,-0.022267867861102186,-0.017847902946988875
RELN,-0.032958245160147705,-0.035617158208053126,-0.017562020233176198,0.011674418731521035,0.07302556474018039,,-0.0606342558406796
IL15,0.0015213827294835575,0.015734415653595898,0.058224852493475095,-0.006817215546802187,-0.02310378134132875,-0.0376424501792254,0.033821840968638404
UTS2,,,,0.15270684315358454,,,
BSG,-0.0009526987571520158,-0.019231647882983084,-0.006064766608354813,0.017502790329785304,0.024377081652543202,0.002872243995370636,0.03453033186796796
ADAMTS3,0.03372901685150937,0.08114321088793895,-0.005879573484373679,0.07263726191048518,,-0.026663504800751765,0.13182487303518775
CD34,0.04078588852880441,0.03691538015656477,-0.014280171728122253,0.08896192812721394,0.08442568105315354,0.024929068536477094,0.0008648430418649362
CCL23,,,,0.04232807382060718,,,
PLAT,0.0007243081343911002,0.0023283061386722083,-0.006967072585110899,0.0451258422387891,0.014612739985091362,0.041723437381480384,-0.017411853075432592
LTA,,0.051832168941882126,,,,,
CKLF,0.06897595202573045,0.04644618982483648,-0.019784464677542038,0.03774186660422971,0.07828883071264894,0.04918644971289896,-0.04308470779910434
CD24,-0.00038095607371931446,0.007435687479451651,0.033084637887674795,0.006490109650077118,-0.12282963825604179,-0.017987802521290834,0.03605763337212221
HSP90AA1,-0.017312467135863634,0.0012341558075218636,-0.07071209335024306,-0.054180994754479836,0.03594556267966148,0.0004179391433582887,-0.0613818090120294
BMP4,0.028080357905463565,-0.026175873952826938,-0.021492597305069007,0.02828726924536338,0.028905396304520287,0.07582416046958478,0.022497319892516597
SCGB3A1,,,-0.019971345031112756,,-0.015201045807038795,,-0.022058205083047896
IGFBP4,0.01200293884038067,-0.0014814120225095837,0.08122276586109708,0.10995351676262484,0.11052348300153397,0.012227650157400623,-0.019918886967688693
RSPO4,0.07341106572773715,0.03188112447958158,0.0239327464034957,,-0.06425718452032927,,-0.022505498644603356
LEFTY2,0.13793236154928953,0.06580938179206397,-0.02546084867788338,0.08578189780961377,,0.12079570459623377,0.015864073325386054
PF4,,-0.01766929730842753,,,,,-0.017629830554958238
ANGPTL2,0.08908408652548748,0.04948306473636414,0.01786430958199894,0.04107048662603118,0.0761900326427668,0.026134064513435248,0.014693756691351664
LRIG2,0.004678814022049509,0.017485125126651322,-0.02007182647914084,0.036525758350225195,0.013280244920528898,0.14053194011583234,0.05261591923797538
ICOSLG,0.017377912119431696,-0.014434618969846703,0.08633795287214645,0.01859871643897647,0.10021528804957877,-0.018388110859912054,-0.028549558391689264
WIF1,0.01130095810243595,,-0.009368496421315759,-0.04000203439066011,,,-0.03235036239512054
NPPC,0.029951134612869204,-0.027409437487621247,0.025654092392616134,0.00885519520318164,-0.09405910507607153,-0.02666345359189414,-0.04236855508836585
LYZ,-0.027244243100126297,0.029298929089249175,0.008493798568154907,0.0014411919074788643,-0.004617246935701222,0.018869638573732354,0.02147117993175048
EREG,,,-0.032437070410095206,,,,-0.020297157502649488
SPTAN1,0.08005913622706536,0.06689636220298247,-0.01650556944851871,0.014755192682443194,0.06592060126183774,0.0867505322428,0.0022513209493174964
LIPC,0.014526399871179898,-0.03175304322573193,-0.022316366737951964,0.017506066800957936,-0.006617109912816947,0.04134982860264031,-0.027492665447035602
COL8A1,0.03490074994435802,0.0008159626263772106,0.03108092356714645,0.0162935059914169,0.04885209394617243,-0.02848864334477669,0.007024146920327504
GSTM2,0.06393978700205966,-0.010218128347786772,-0.019153367544870164,-0.007932986701346406,-0.00675146271618669,-0.013087828405826842,0.0374892474923268
SPX,0.06722748003540766,0.00800688597941207,-0.04475757543661438,0.0006852496770074385,,0.0743905214803587,0.025983888959345065
MFGE8,0.012385152743433039,0.01966024876036417,-0.03657524557678087,-0.045592802106841454,0.07309701791478303,-0.046479978362576085,0.02243527798496094
TGFA,-0.018101430101567655,-0.04556447017084997,0.018782818735130612,0.004006053872577517,-0.034625114760578474,0.03374710828595398,-0.022948511259916395
SLIT2,0.03867350978475581,-0.012559905045471536,-0.0014801389441031732,-0.029852925965403464,0.07238817048349357,-0.03015400796783005,-0.045611392852027956
PLTP,0.04927606369699291,-0.02092029148997606,0.044583757769333515,0.04593463409749891,0.028186072755671577,0.0497099255456627,-0.03014821900161779
APOD,0.022827183642428254,0.013373705197033908,0.05931225578671779,0.012436129685180332,0.07149106205891871,-0.006657679420975336,-0.04084555431934877
B2M,0.026762989554229816,0.04242212579886143,-0.013372078286440877,0.07673333031808052,0.09487251923927636,0.031156120004376515,0.009338925017103821
OMG,0.11731856767148845,0.032365109318346345,-0.005138710901943367,-0.0027634705694401574,-0.027203002230700452,0.004635063675414402,-0.0038350197159585644
CXCL3,-0.038958074713163815,0.005982616667089976,0.004357689137880886,0.08047411381178456,,,0.05659743877987786
CXCL10,0.07375557448184153,0.031926713973737086,0.04387687330709259,0.08649034238562192,0.07469044936002725,-0.035965793811790346,0.014249218243216578
RSPO3,,-0.020519441707128997,-0.022316352978817143,-0.019526463755793578,,,0.01948670687719306
CORT,0.01917584533380008,-0.011594666751489322,-0.027084263778868838,-0.03379492031886266,,,
NCAN,0.08857033263490499,-0.022706232560247185,-0.008124465947748329,-0.003623769322842355,0.0994813565692383,0.13825121365835255,0.0034580192510544677
PRG4,0.014727767926730475,-0.020251804064476592,-0.01597842861301061,0.006138967453586779,,,-0.024538322292625748
ZG16B,,-0.0109158872979402,,0.0025994459082104137,,-0.02475441397225738,-0.01504005357548118
TGM2,0.012472242977633394,0.01872761227855902,0.0027332307886520127,0.04992912082645853,0.11448213579145086,-0.0190522185696991,0.03648349055164275
VEGFC,-0.02563705071423486,0.0221167773432247,0.021421925257026044,0.06259263936906159,0.11255790809158882,-0.032086636809994525,-0.04106099966511479
WNT6,0.004226773647137003,0.014771464411153332,0.04479397407625295,-0.016633906569515317,,0.0354370937373382,-0.015540887685149503
NRG4,-0.024231040959027134,-0.012596543413179681,0.042080108085831756,0.052029867854395465,0.021437818987280675,,-0.02337111143375727
PMCH,,0.018373134784266113,,,,,0.0039031301211955214
COL9A1,0.026773064175546694,0.05377014137965344,0.0037903306531358255,-0.014765667708849763,0.021264555162758967,0.004306748782314818,-0.002898933260137749
GDF11,0.17458306177372065,-0.032224147606363863,0.0330998274774601,0.034653759164970356,0.061168129833317035,0.013580677461137166,0.011527791011809382
IL24,,,,,,,0.07606246231372775
SORBS1,-0.0002754427951331089,0.03464013494906522,0.051892844575056864,-0.030938863771392083,0.012264665755035481,0.0337906240956056,-0.006638421297983774
DLL1,0.08372155704156233,0.04015174120634547,0.027276006010209252,0.05926738389286993,-0.018144899826191812,0.060550447152813096,0.03982887485806451
TLN1,0.03534604692764186,-0.006055815741657575,0.051773753759360525,0.0425849789540838,0.04141793976524544,-0.006936309195240659,-0.0018276635712889196
COL2A1,-0.024802066080305968,,-0.014271160707709002,-0.015612968546108654,,,-0.021056116969464533
SHH,,-0.021044949487028803,-0.036178357953606244,-0.012273690352127406,,,-0.0179542973006583
PON2,0.10756179724901979,0.032321777432104834,0.005652227695478442,0.04430805606631911,0.019729648774767038,0.07203305086899797,0.03375735897868216
ICAM5,0.02183137602563435,0.004680650159346438,-0.03784703705375491,-0.03050926628322485,,,0.019970564057301368
HPX,0.11265348097596437,-0.051205225109718006,0.018729875141355636,0.027080910012192604,-0.020245511057288706,0.03512779697026977,0.0712467403512356
SFRP2,0.02247794869504695,0.0009461935235235392,,-0.012460600171942384,,0.013577905270108088,0.03790280210002268
CFC1,,,,,,,-0.02067975634901524
CD70,,-0.003535627982517496,,,-0.05565894504565934,,0.06944897729428363
HP,0.09907847404817709,-0.023074146103234754,0.019269354310132828,-0.013036948080536993,0.014926989130337376,0.061672206629867485,0.03996320127545525
CXCL2,0.08384812462528005,0.00625930109243399,-0.0018755060784525395,-0.011501743465874922,0.0312436417786763,,0.09468318133101213
NPPB,,0.006497999466587279,,,,,
CCK,-0.0416997579144546,0.0350371688688719,-0.07520847957117807,-0.05901389028870063,,-0.030809927855560547,-0.037623190628558935
SEMA6A,0.11860155352539142,-0.023579630477373152,-0.025028906852260384,-0.00045853528413624506,0.04566869199411206,0.027527325424414727,0.012505886529164118
IRAK4,-0.016132992959047434,0.0036423798401492196,0.0788347052154976,0.05343798124357384,-0.0538681375077642,-0.023697057787131767,0.007353217391386941
GSTP1,0.01745177667524037,-0.016577781625843384,0.0009894311884678009,0.05988729202458084,0.05205917223788776,0.04097413887560285,-0.03506330128905338
VCAM1,0.06056685215037342,0.010238424936744723,-0.00811103133980444,0.06527238362808684,0.06821409307570897,0.11606458575513683,0.002739168457964282
NXPH3,-0.03096378715393872,-0.0026161026887451394,-0.035816203250835184,0.053309997734332,-0.028303776121515706,0.08913688219074378,0.002518080731397051
MTMR4,0.01381181614385351,-0.02657285900084381,-0.031114149808383524,-0.005810832055675895,-0.027538878995028243,-0.05215657218745843,-0.009734519412092043
LAMC2,0.031556236167901534,-0.020446654861341448,,,-0.03292988636715069,,0.023507419295005817
IL10,0.07142559171487065,0.07426719584206758,0.03920027560996718,-0.02048770073074896,0.05090798622325862,0.012758601270262062,0.05883087054102976
SEMA4D,0.11749976145331074,0.03542931712886302,-0.07676191503855827,-0.059925039197029226,-0.007477420436159097,-0.01917104595587209,0.07241618161907078
TRH,-0.04318139495094394,-0.01429663999592826,-0.014043904124754515,0.10299573683827218,,,0.03083364365662522
SEMA6D,0.09434532388682788,-0.009082645170207907,-0.023939212613669016,0.023892550409577478,-0.003908199235713375,0.01663849809989659,-0.011849621620454689
CEL,,,-0.027707159931701142,,0.09511510202007796,0.04618102978523647,-0.024044068125232552
PDCD1LG2,-0.034781757014276424,-0.011401550449305055,0.026358202088413628,0.03926686763014593,0.03189616675271373,0.030948419693074356,-0.0223399534430519
SPINT1,0.032252207531356034,0.018408883360437014,-0.02668749078785365,0.026726004061108283,-0.04576142876657897,-0.019793908524130266,-0.041826334588264014
CTHRC1,-0.006093853752709414,-0.00434009743176095,-0.0016376421382993242,0.011340652289913407,0.039458234095387915,0.0480556609349686,-0.03871030598708258
PODXL,0.09533402142603155,-0.029790546597328084,0.0266569502406617,0.06787431614165011,0.032008818466716854,0.02731344664179704,-0.040092025962336936
JAM3,0.0037265814562554267,-0.010317457985289524,0.027382438896896257,0.033107564234825214,0.03850974369491297,-0.07762356781540768,-0.03209302300019972
TGFB2,0.04407547387399368,0.010963758461959856,-0.0077120315275196,0.050307097106752546,-0.0320401025554404,-0.010080500745067427,0.04824001300157771
COL18A1,0.05187635683351464,-0.002937860159643734,0.06599192759853163,0.06259777354275527,0.028110756064716285,-0.040975207805384245,-0.02318633008771747
NODAL,,0.015169984704858752,0.08027458009724335,0.09376551412827992,0.008737410787830881,-0.003589866123031686,-0.02011473116793294
INHBB,-0.043432978212088726,-0.03855992789456422,0.04768782037468685,0.06021838107146785,0.11262334833002279,-0.016080263898780846,-0.05888797229619691
LCN1,,,,-0.013701285531100579,,,-0.015785695865924605
ARF4,0.0364731383949957,0.039891830566888054,0.0028080612929948794,0.06501384561346012,-0.03413142988045919,0.005481206884629953,0.04956670421405913
CXCL14,-0.0462618618175591,-0.09246815258213513,-0.02726699900117858,0.042988962100012615,-0.026553000155829377,-0.007253422693797187,0.08916735180146702
LIF,0.016311514364011976,-0.017563701342778033,0.013862858975834915,0.006219992739539146,-0.03953372850319378,0.07211073369230991,0.030842210491159767
IL17B,-0.004946535283465681,,,-0.022627876601800774,0.01035493938582661,,-0.017847899362641563
MMP1,,,-0.014043901061117338,,,,-0.03994223041915669
MATN1,-0.02083883208574401,,,-0.014364866397730061,-0.0021196603922099613,,-0.016264969909720896
ADAM28,0.047256649196178835,-0.005517234567340302,0.01744970433680435,0.0036281154730777197,0.007868762921372804,0.030055475934856923,-0.0342733645087816
TCN2,-0.07609573795854782,0.011431339535415908,-0.006006957756525482,0.05653988024515941,0.10158491242984097,0.060693563412421186,0.04147189692649508
THPO,,0.06500986517120697,,-0.012673433967176111,-0.05128490009706082,-0.025533642498739167,0.018554889854654175
CUBN,0.02944955129447049,0.009125453779218284,0.009100945479759872,-0.03497095927920468,0.12653262434085855,-0.022774271757396256,0.03110455417209887
TIMP3,0.03718694803000262,0.016602132397979735,0.03704411205404383,0.04827192685935912,-0.08605065213965057,-0.05244163121288336,-0.023975085413084754
PIGF,-0.019792952764023285,0.009541999018014141,0.023387645005711968,0.06084967195485996,0.10178896116058278,0.09785001396736093,0.01371206936210275
CRH,,-0.02373737107813384,-0.014271163326237521,-0.02106897420518039,,,-0.03562285132949411
BDNF,0.08457224886189618,-0.01593717033338841,0.02013985402531464,-0.024851260443137103,,,-0.05788705581580102
CCL5,0.06966207935373038,0.012235959214649468,-0.025249933344360816,0.10179020911847893,-0.0027154259874843066,0.022644697742060915,0.010045372694341746
GAD1,0.04333203159674082,0.025378503375188908,-0.03491357830961504,-0.03932783215032355,0.010747951903680969,0.1686670752114511,-0.01888386717640525
COL14A1,-0.03990088700527975,0.014928878076126624,0.05541479953146332,-0.024305288403141133,0.17486734152520875,0.05977687581739432,-0.01953646379645735
HLA-A,0.057793879633771666,-0.006786581270362163,0.06215172094138722,0.06473811865700181,-0.029234850724308013,-0.06549701001341855,0.005292029668060554
CD5L,,,,,,0.06954219314134197,
FGF18,,-0.0188591638080567,-0.019471720241483297,,,,-0.022328867531775303
ADM,-0.0665051405404137,-0.043167744454353105,-0.07645044879823217,0.03842012763867269,-0.012117600227455814,-0.052201994889569524,0.023691686072208125
GNAI2,0.0417418200618803,0.02352413704630919,0.07624865722478734,0.042818038408741474,0.07607208512841744,-0.012127339913272464,-0.00677817252163259
HDC,,,,0.0006266512430720743,-0.04471661252150378,,-0.01626496254346996
COL11A1,,0.022611617405682315,0.04242537490783929,-0.024910090396592807,,0.06731421124781173,-0.03455368620423066
NUCB2,-0.02126454584410372,-0.007243628501796763,-0.03192757859742971,0.02447750614447998,0.014025196212325406,0.06803858290854377,0.0032496000912163783
FGF16,,,,,,,0.04710951145972292
CXCL1,-0.07623383836828262,-0.0055824593214483685,-0.03511417215174571,0.07865620279161864,0.03328267376063268,,-0.041340549072052764
VCAN,0.08167896862941183,0.03609020041012119,0.05045904433495633,0.028764796865807355,-0.03465635442724388,0.05428448034623772,-0.0320776477946949
MMP7,-0.030768767808609675,-0.037493300504418306,,-0.010000808500522703,,,0.04884635704680604
PTPN6,-0.00348159903652931,-0.029633215805189378,-0.03483604037357097,0.036190960792236854,0.08456911561639653,0.0032703030686763775,-0.00877279190556891
PTGS2,-0.0034212969629956514,0.032648821276465866,0.007297391929648408,-0.0712046315512096,-0.048070330295503,-0.04503047101958779,0.004688817187560425
XCL1,,-0.02051944516059259,-0.014933129661265103,,,,0.02533238345512597
CD58,0.06460934303707502,0.017743790984850384,0.04068045668764865,0.032216741095093676,-4.552815706243315e-05,0.04435248425870525,-0.013679476793857087
TNFSF14,0.034389514809444986,-0.060946658888002374,-0.016038099953811818,-0.020838154243541837,,0.12789137485313096,0.014318151999922474
CNTN4,0.03436472626321117,-0.013084716235141647,0.007460910333445603,0.018894046623040762,,0.021303336896664003,0.008132432245300492
NTF4,,0.008071484034710202,,,,,
INSL3,,-0.018859160108941793,,,,,
BTLA,,-0.010030811330386157,-0.015568284794266345,,,0.12889079658905908,
MFNG,-0.020098085311494842,0.08054187628421376,0.0025869268948422873,0.010265615176150067,0.05935298668782754,0.016758491345234976,0.021581256375974866
ICAM1,0.013393374632076852,-0.005956824860020864,0.024602265168447032,0.04681550211256007,-0.10503119623769362,0.003531468649440813,-0.03621334142011342
PROS1,-0.015155747601706307,-0.02063935980678186,0.00785575606042468,0.07941702978872825,0.05479254658165994,-0.034204454936577505,-0.009108060680519765
CLCF1,0.04087806738858951,-0.018954340322009346,-0.006766165033148491,-0.05095263224643214,0.062271651063522,-0.0368963358211536,0.07203481169916008
PSAP,0.004640541047902882,-0.013309890182759677,-0.01579015300337078,-0.015068023601542331,-0.038214877504609716,0.0022819714020078344,-0.024545238982737933
EFEMP1,-0.0024963816510192565,-0.0218395653329978,0.011701454434516699,0.03145480061726957,0.0019819563039169697,-0.049192441465092114,0.03353625739232358
C1QTNF1,0.01770803761213579,-0.0027550894994141134,-0.01236992861950186,0.06836649196901189,-0.007277112408451925,0.028916367739239224,0.030603993421825702
ALB,0.049554597567138314,-0.005599640762135166,0.03272655997596594,-0.016775098004786975,-0.040680092984967914,0.11276393286101798,0.06461023421686496
EFNA3,0.018056005274835064,-0.012859572243185667,-0.025822565779293365,-0.043112401500614315,0.027469929084702784,-0.008181641570706678,-0.05145895365997532
DRAXIN,0.08952173342562647,0.005551869212294371,-0.034965503776563746,-0.029097248794604458,-0.12267041712531966,0.04369764396688912,0.012218365058740032
NPTX2,0.11015773381509639,0.04285422288278479,-0.05530302110718199,-0.07387994609963852,,0.12981898126442326,0.027170447779725517
FGF11,-0.04344464603353734,-0.025875902289402297,0.02074149869617506,0.07199287288243093,0.015958024325386375,0.07692197248684988,-0.01160757146167341
CD59,0.09367352845209952,0.009879332831488388,0.0005473342101108564,-0.041949420943874195,0.10353684459039995,0.010956197974764628,-0.0412991803818568
COL9A2,0.0851967290966248,-0.024141742183311374,0.0015908381876444302,0.0399282850947957,0.005199292646354154,-0.01513795157825178,-0.0025096359944243325
DLL3,0.06044223755635158,0.040138330906542535,-0.03712650069213025,0.01697843644909991,-0.055653939618131865,0.05786182689513107,-0.04173107307355222
FGF5,,,,-0.013357916106570594,,,-0.027492657166316572
LIN7C,0.041844313764309506,0.01056581448560598,0.018079636158065175,0.025302048922769934,0.019025622044993366,0.014191210460230693,0.014666268815863998
GDF7,-0.020838846267258467,-0.024906680041752748,,0.007822720177962997,,0.020187776390417207,-0.02486316349349148
PSPN,-0.01079176322337869,0.046313385285977594,0.006720442774745366,0.03899270759134478,0.008385673174417392,0.041432960479066666,-0.014452201683478052
ANGPT1,0.09090198344237073,-0.010262812666981322,0.10533824507272478,0.022814684943579168,-0.07804323161826374,-0.03899439414915341,0.031255205441944434
PNOC,0.050273372276044684,0.015831311437510244,-0.024154568858222678,-0.009091255763215858,,,-0.07921407153801852
L1CAM,0.05048602043794798,-0.031955521799735084,0.028444626135296348,-0.03379236270948235,-0.007875802336789929,0.11708793894941479,-0.032387719624634596
APOA1,-0.004377942369589487,0.03310890059045259,0.00776238416530951,-0.02858796082263976,-0.051105118688369235,-0.04759994966704838,-0.014426539452162017
PSEN1,-0.08176923584913928,-0.044046546354901094,0.030224650896703138,-0.022324353845999276,0.007296404067495638,-0.06418193048584023,0.03499096890776674
CALM2,0.038622660963919433,0.014078394839057966,-0.005786329567875773,-0.07134205602739298,0.1395148577578895,0.05881028616717773,0.0012420543385201718
CLEC2B,-0.03974763990118125,-0.008877688345311012,-0.029504653061021294,0.06619574314994764,0.03761957707493861,0.013807300945667943,-0.012276832445262072
NTNG1,-0.015319721279934903,0.006691308700216316,0.00039817956135401874,0.006243455223000025,-0.0473725206645889,-0.0038436967815875405,0.037585336957115016
LRIG1,0.09505832030329947,-0.02198743435667921,0.12657097501017986,0.03352846581362944,-0.008048035181783916,0.04249545612428387,0.00632513489502727
CPAMD8,,-0.022307021256841888,-0.018960042791463554,-0.012084032781039127,0.01673132568148635,0.0417473335678232,-0.017629846401988326
GHRL,,-0.01271907794142747,0.03720177993710172,0.03628642817551362,0.000380098225544291,0.008338292035896701,0.14662970247564228
NPY,-0.002463248095363432,-0.002357849354030033,-0.05074168831128604,-0.03282096657710133,,-0.03301603796143261,-0.008219678272625102
MMP2,0.07508653365303708,0.01816100886906784,0.001153068148757411,0.06191067215465167,0.013938312525729081,0.025288251719172223,-0.03969403090755431
LHB,,0.10174446845108209,,,,,
PPY,,0.08197585597752466,,,,,-0.03155958591143712
ALKAL2,-0.02723808812083188,0.043367267674137885,,-0.013701283310516585,,-0.04574172004382875,0.08028111835188316
CSF1,0.028929155129614997,-0.0129722507428136,0.031963912703682,0.06166722240094445,0.03685082267350959,-0.02058860537495701,-0.034894783493494105
SEMA4C,0.0875428125885027,-0.06258808795741543,0.025951917764347264,0.02860626628930467,0.025483925385147065,0.018656780385725217,0.02983454033766753
ICAM2,0.02137926615729741,0.02608284992188942,-0.016961547612747332,0.07327601737518659,0.07806950476693274,0.0053898084318296435,-0.02056226450996608
SYTL3,-0.037943637988689494,0.00646698487109629,-0.021910528939270577,0.04346737097078526,-0.05605547482814905,0.046137898955451395,0.0048114289957372795
IL1A,0.005393993612682975,-0.024736708788777217,0.03459215500753453,0.002273772056102968,-0.011518848504665839,0.11792591163001083,-0.027935243607494328
HLA-G,0.002140223575998492,-0.02051944330751435,,,-0.05351063389789616,,
PGF,-0.035030275383511694,0.01516242746268239,0.06677541052695204,0.06984704471686316,0.01833492260349351,0.03035977250093951,-0.010431576628757384
LGALS8,0.06433723817242691,-0.0030467324038829634,0.051838137316584404,0.021789345865629382,-0.040948511826129706,0.0605408646801492,0.024798727075769703
DKK3,0.07488604161170477,0.025904340401556772,-0.003766247200803387,-0.01329761472726602,0.0474899035762221,0.07147169346793188,-0.051037643940369457
COL16A1,0.10029551744277394,0.03705975048433521,0.06008923334112566,0.0047682102035900035,-0.0072117626133407,0.023011347857333057,-0.029510091858024782
TPH1,0.10062784613443211,-0.03734008771626332,-0.018611739853973314,-0.014364866262131773,0.059147887790508946,,-0.03670562842230845
TNC,0.021854753695014596,-0.012234228280915704,0.021802457200164344,0.06134287211126266,0.07195315399854223,-0.01701525902448875,0.07268323390211587
TNFSF9,0.020436396567366413,0.018097116622064764,-0.035373131081121334,0.05293490507311074,-0.01697333356132592,-0.002226111757989476,0.042787553275801984
C4A,,0.0018274383336145193,,,,,
CNTN2,-0.01434142677888645,0.03655338958887279,0.0474435777212079,-0.0647134691002465,-0.012630322077250863,-0.052426430028073435,0.016528214088973314
F7,,,,-0.012084025757395046,,,0.02368125030939006
LUM,0.0017401339974501735,0.008246338784696603,-0.01716297752598986,0.061307765662442525,0.23839943385860737,0.04916565665909969,-0.004598396471827447
BTC,,-0.022774701743427977,-0.004854632609520801,,0.05045655716709971,,0.01958384735384145
APOC1,-0.06725744262765815,-0.0041385656667015085,-0.06248792159395561,0.09838126193508644,-0.07907262051223285,-0.006101030097922264,-0.019888976024733152
PKM,-0.03905851261275778,-0.05480486784957376,-0.0025181264890596915,0.00017371000255064588,-0.036638050292198215,0.05110567741696433,0.01385309000214813
TNF,-0.01799789725978645,-0.03218272762622492,0.00720461684473602,0.025235868464684178,-0.05739683959849986,0.01239002934909873,0.18633668943138496
GNAS,0.06440820839011352,-0.030333000169904884,-0.0029818984965247,-0.06349523866089753,-0.02410436005582666,-0.0038763756882849703,-0.107574896447147
