,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH916bulk
CXCL8,,-0.020519558937313744,0.07013841510422533,0.05176379446004805,0.10580447265167192,-0.0018675534488179356,0.0013125021370247996,-0.020553562831605848,0.027936502564767582,,-0.030624567356388313,-0.05398219990934952
GRN,-0.12691829999894236,-0.03023872317157461,-0.03674289578279509,0.04742002101259532,-0.04196066477408021,0.03525803158140475,0.003555787446483321,0.007440408533300643,0.1040882397146241,-0.03254936960945753,0.0373861916225989,-0.015526932955544307
MIA,0.0025039225163417567,-0.01948933778091049,0.02291626278010244,0.041569537045121105,0.0008091669985166916,0.019862022767323306,-0.00736099749390184,0.02094063434463844,,-0.046930243563604465,-0.01728749042302464,-0.04011234644277834
COL4A4,0.024776965418945363,0.03879971045797196,-0.02008238811297275,-0.01819232131720706,-0.010182395686368598,-0.01481251168435079,-0.02054330709660738,0.01985314520800337,,,-0.01814871961636718,0.014502832625486685
TAC1,0.05165205431607663,0.0006043622720377727,-0.01483136790600393,-0.029692740378167135,0.08163874234608949,-0.055425071642576866,0.05539515299409751,-0.029351331113771112,-0.04564708671633097,,,-0.0027144131578840007
RARRES2,0.1409968728939096,0.051216393257612326,0.08939145179122451,0.02420915648827939,-0.019964217396677836,0.03656133290889378,0.004508769290314865,-0.053671951984911336,0.05323539816636139,0.012953629819532419,-0.08423110053633454,-0.015417546451792552
FGF7,-0.017374938391759367,-0.024734710127076998,0.023227017154314595,-0.0334190036206968,-0.029184458412480886,-0.021493154686799208,0.021317868224079828,0.022349916450832542,-0.05076087974030652,0.027372613673186018,0.040003189193299524,0.02101225846490305
HBEGF,-0.07224437427946946,-0.004170232405657986,0.07319088874968624,-0.00048118146134153297,-0.05337164822252739,0.037707377780005456,-0.005846849248437003,-0.019525768131105244,-0.003006374626711768,0.10499856157797423,0.07113209269147432,0.021093182908919077
CSF3,,,-0.0010611587359716133,-0.019007452671609717,,-0.01567135225659681,,,,,,0.033557846045815874
PI3,,,0.17630722856719885,0.03369965280778632,,-0.01764614948038937,,,,,-0.018327154761384388,-0.0430579312760244
PCSK1N,0.15707784154849658,-0.005568034813931611,-0.0184261770723796,-0.03601926319674623,0.018987189268054788,-0.008915022311721539,0.01824958323555831,0.06378017924341267,-0.12016656079114711,0.009195188754068728,0.06759014357837997,-0.07323078178798029
NTS,,,,0.0720073485306244,0.10763240508793755,-0.019261977051708623,-0.011595610115478676,-0.026262404861886045,-0.019685322421907413,,,
SFRP1,-0.015624113324514449,0.003425779958878593,-0.025434036959918638,0.11248284770083372,0.006985949757791705,-0.012433605804831372,-0.015446957299591736,-0.030089612518356002,0.05195927942207366,0.009364581015556522,0.07718632961007917,-0.022247882332681677
CXCL13,,-0.02847491198536586,,-0.019732842724537316,,,,,,,,0.044566814353505395
MICA,0.01821043377011881,0.005593985887799043,0.03984876937509234,0.014330194118887717,0.0043057234784719695,0.02065531060203711,-0.017907143916898464,0.02804053439467706,-0.01859543451669879,0.028343046606073764,-0.035001684541778766,0.07691283238200125
TG,0.044215547312439096,-0.0048987920397434905,0.046116312863090814,-0.02379785574791685,0.011726882880675839,0.0017655501393048943,-0.019823746311256402,0.03238384393607445,,0.10817673452251891,,-0.04108099358398683
ADA,0.05732350534784333,-0.02773653150577655,0.04378865347353886,0.04317351530991065,-0.0280301272289094,0.0589949085992458,-0.02737912537289276,0.03351865757139508,0.06804195865714177,0.05965812379857538,0.06089139157128694,0.15703278057966633
LAMC3,0.0847154179249242,-0.0015001751577272862,0.04268775812398326,-0.04626135413843518,0.004042119087693643,0.025854058854742474,-0.03372026133243417,-0.027080107929709954,0.0172827633889835,0.029854415024340306,-0.020925696470589197,0.09925823737557726
CCL7,,,0.10933228973732556,0.01550929209774343,,,,,,,,-0.03227151412121579
NGF,,,-0.01187433471737471,-0.014391308359544601,-0.013691791455949296,,,,-0.019685335383386127,,,-0.041866591040794335
TNFSF15,,,-0.02209770349032144,0.019345599213935954,-0.016624836520827194,,,,,-0.031121972074907016,,0.03590618638731674
HMGB1,-0.06619868748721056,0.006351070855553425,-0.028628378636433,0.01361183013125167,-0.006048695552137545,0.08534414406807617,0.03332798390601057,-0.0016848169325914008,0.12567067549404443,0.058411778032487136,0.015269845087878153,0.008452403922496278
ITGB3BP,0.028358680267328892,-0.03053379929425713,0.052399225024617024,-0.02130460783849809,-0.029904250454720845,0.058673300940335064,0.01568474420307623,0.023669709678362894,0.012769187447877707,-0.1173593327586225,0.02311858531843818,-0.03872245453846898
AANAT,,,-0.005489798749447286,-0.01745383000180175,,-0.014135983832340238,-0.017827610908046927,0.011149214786359945,0.010531198217935177,,-0.026681284105352917,0.06663620989127146
RELN,-0.004040528258823599,0.0004679032330730132,0.006411507255040303,-0.007403902597618893,-0.02573481563617096,-0.022964065891820425,-0.01791412150746324,-0.01780183171361164,-0.04427467909257197,,-0.016699191369016285,0.08953943447035131
IL15,0.011349982529917986,-0.014175401845189653,-0.022425634019546635,-0.010780308577302245,-0.011829559519679428,-0.02621276817195933,0.011604635561199771,-0.0482023991386514,0.14275168780368552,-0.02064985313097403,-0.0018261911735019997,-0.0479125268453177
UTS2,,,,,,-0.0035732125378329154,,,,0.19208976551070583,,
BSG,0.15327145691612273,-0.0047971288455434255,0.033900160547350226,-0.052384416375239225,0.07594482189954732,-0.009473266252721565,-0.11152953912069813,-0.03455765615625299,-0.09748227060150272,-0.0488236232114585,0.008055118078504854,-0.06067891859022321
ADAMTS3,0.054410423653689484,0.04736870243276171,0.043278224398817115,0.016508959400121665,0.0015078552900954062,0.06608299292702417,-0.019374997048743434,-0.05442169607837485,0.0063861197079382575,0.08673476907699923,-0.04134089379592149,-0.026782457690292277
CD34,-0.016134394778443775,0.01640803718476344,-0.001512716171323014,-0.00484174324095567,0.0013740361950073414,0.03268128390083826,0.03781924556019551,0.004451550410874992,0.03460211013868905,0.04604762603668479,-0.04911614941330601,0.032253853411099195
CCL23,,,,,,0.008050155044334336,,,,-0.02936698893900295,,
PLAT,0.12544311887636453,0.04584822534691685,-0.042146015505588906,-0.0033524785253961995,-0.03011580522637956,0.07296559442742931,-0.03323190816718434,0.025156458934488556,0.028472801280562166,-0.06732738718499418,-0.00767108831359392,0.09597203991335601
NTF3,,,,,,,,0.04267377739411469,,,,
LTA,,-0.015300314243831046,0.019076541658834018,,,,-0.017169847232070913,,,,,
CKLF,0.005307386646555923,0.028130238781766913,-0.0027133325988810877,0.05468497602489423,0.0013718808564615699,0.059486811971349945,0.010135946236982265,0.018533410903812872,0.08767921000292456,0.02377726136456813,-0.041078436851026,0.07589716870313919
CD24,-0.053265207862730334,0.06360865330764279,0.0011091341588889269,-0.05887883971223651,-0.010306749225014058,0.009371636925338697,0.01683773795569199,-0.003970727632164074,-9.509958858174872e-06,-0.004130145038131498,-0.0025177461792681402,0.015391793447994032
HSP90AA1,-0.10677896407726004,0.029735977916936464,-0.048184540129743623,-0.056585339018591765,0.03470499194103667,-0.05549088342245481,0.025924228418166058,0.02106617557352406,-0.10672954537701582,0.01699563556313294,0.04516334550509312,-0.06957937756826141
BMP4,0.0004936570571692628,-0.016219230002968987,0.0018554135076456163,0.013432580449536132,-0.006517430636308489,-0.007390778065718243,0.02140236085654046,-0.03518890629976916,0.007216454443327049,-0.0008946607779066093,-0.03618758794946405,0.0722134765754363
SCGB3A1,,,,0.014624421315289843,-0.015100641948170226,,,0.03403781220366809,0.09095225128003843,-0.03624122358339662,,-0.0089671780676423
IGFBP4,0.05751446571994526,0.052034588493932235,0.04883899475983081,0.045031689461324395,-0.03668111840602517,0.06494127998338574,-0.04389707594393287,0.0005496464440615725,0.03567723864869217,0.025057308154224002,-0.033595743549749396,0.010751108773290899
RSPO4,,-0.011638447201964353,0.03129409022760983,-0.023989680587865946,,,-0.019969577604592097,-0.021173124179248642,,,,-0.035385153388445174
LEFTY2,-0.02254216587384071,-0.015488225381765686,-0.02614532230388597,0.06081674834812017,0.02657534940061045,0.06489488647507519,-0.03806318069222898,-0.023216589615544476,-0.019685335383386127,-0.016811364744224972,0.06508515122786644,0.05126637197480597
PF4,,-0.013917715334969504,0.03297159112092678,,,,,,,,,0.027415717820927107
ANGPTL2,-0.0437061199979029,0.01894917022043028,0.021528348016105946,-0.018454634170235566,-0.06509352152658911,0.024541321311488562,0.016837181081373276,-0.0031996732981058335,0.051549180531300885,0.009078638517672868,-0.03828514812228839,0.05434198460418316
LRIG2,0.11489078181800733,0.020031445072466268,0.05541506604838501,0.040628981397590046,-0.06250459879720549,0.034088111398199415,0.018299971721687337,-0.024337043040797687,0.0184625520983128,-0.006691536475805587,0.06418133046954178,-0.04814770022682921
ICOSLG,-0.06891954596650636,-0.012975428472623896,0.016554868914929643,0.00498259875417024,0.03492272099397929,0.04727341120228253,0.03702525963189767,-0.011445824465574093,-0.010750984766749273,-0.05690428930595885,-0.027385925974921493,0.08518432648360731
WIF1,,,,0.0013580300151697445,0.03968446508759496,-0.05116205394536871,-0.015410050044387464,-0.017410544000023905,-0.04509351982484169,,,0.023399665262086367
NPPC,0.05509465575963933,,0.00572887233500734,-0.03246680748494764,-0.028970528194675015,-0.008208533045859397,0.008181827891628479,-0.029425461095984186,-0.04887310457409547,-0.02594674261801631,-0.025312757324118414,0.008057025884719399
LYZ,-0.07853105832814922,0.007964498467281676,0.03191544121121237,0.07045375023799764,-0.03384423468793983,0.012728744629186146,-0.012726103579863564,-0.04116793451317818,0.09710604650642463,0.09775960553793193,-0.0730735750129103,0.01835618386501282
EREG,,,,0.12050536114428174,,,,,0.08510778126092831,,,-0.0013446121935783762
SPTAN1,0.13955208117804263,0.010051094564779133,-0.059765333392694985,0.03868783021303452,0.05026712214101105,-0.06233160615603608,0.060524871116678966,0.00602446816140518,-0.11035161536111347,-0.025838899211957745,0.0038919463541892967,0.055795235303895636
LIPC,-0.02290258246612961,-0.020946905405488287,0.05374501538382924,-0.023225959284591535,-0.018344613557704816,0.07102727876162425,-0.021457097843179083,,0.04080465928702396,-0.027513864530908497,-0.031070132743787702,0.007451143303067581
COL8A1,-0.09227277988959598,-0.0039010468240666747,0.006035710920593768,-0.02502446589421905,0.0038126783243108476,0.03774048011058617,-0.04622254939299847,-0.007859317769458998,0.12180415217303048,0.02946567057664251,0.013677967428818848,0.06448025175744355
GSTM2,0.041426537429191196,0.046309488073898675,-0.006468075771315022,-0.0035590727251584697,0.06460352698838502,0.015496087116133306,-0.01919605338572406,-0.018311860235065987,0.08919429309644165,-0.05402169547345325,0.049310582189253264,-0.04122101158683649
SPX,-0.008883436074576857,0.01838985724772976,0.039670322503928664,-0.04658184896199824,-0.001193587201043907,-0.031768787396547614,0.02028757293526424,-0.03122328272929301,-0.15233206743314495,-0.012389989217065252,0.03484973824978688,0.14907554743348098
MFGE8,0.09323594314906668,-0.003246750117142618,-0.041599212912839106,0.06598521399673873,0.03229387482920573,0.023646348176577122,-0.035185904152176005,-0.03740046527607084,-0.058213692927417064,-0.07990481690461869,0.06935164166944939,-0.02397742442669403
TGFA,-0.03256460450356343,0.09138149983192227,0.029989976932001835,-0.004965958386966781,-0.008557274102237783,0.06063386646606671,-0.0017957622842946226,-0.016692206107123544,0.11304076711189345,-0.026071880411713072,0.05098702648741566,-0.006655443776919991
SLIT2,-0.014720248354960198,0.01986025064117996,0.07269696619821633,-0.0014505513229058319,0.0359108642258797,-0.046971708839946245,-0.0013012939867418458,0.0039702395129928595,0.02056396266447275,0.014275572152340342,-0.023059040779991984,0.0202442849426227
PLTP,0.10417131762594907,-0.0642615260830017,0.023948286077975806,0.1193459650456664,-0.020391639755986398,0.03862237218244625,-0.024336410985019288,0.027376704603667232,0.15191977161433515,0.11053125518560777,-0.033371830052711424,0.026622811078892313
APOD,-0.1741839846767365,-0.03050904681340148,-0.013026113139419409,-0.07546410974541583,-0.02803285334019508,0.024911419471389244,0.046740395966132206,-0.07828150657282107,-0.03186383887977495,0.06657157464032114,0.016907790453542865,0.009870490050230715
B2M,0.09427892073540192,-0.035528471372440106,0.07902510115373748,0.09638254979916613,-0.019628216825856696,0.05991821575829282,0.03954266821676397,-0.016418071434907124,0.15897723650096357,0.08908445134668556,0.05426161135450094,-0.016236066486610468
OMG,-0.08393141734229825,0.017709123518756396,-0.04709569388085445,-0.04531032644030725,0.05551945645172694,0.0034430659282425296,0.047611382805490925,-0.03806058851726492,-0.016406214223313103,0.07534281820442015,0.037637117718640895,-0.049951142391617
CXCL3,-0.05497397893976058,0.03939524972481438,0.02879501017080396,0.038438829548161316,,0.0017390841328701783,-0.04531205578457953,-0.022650767366934995,0.04653166750938773,-0.026740720276696515,0.08821339052426598,-0.005932453556262063
CXCL10,0.17453961065992996,0.02877146812701724,0.05693666513823288,-0.016503266962423838,0.07697836474212018,0.020957908004130332,0.04381315487517871,-0.034408173478560865,0.04838041160957262,-0.0035005118150142705,-0.025312754571772796,0.03995870384291895
RSPO3,,,0.038456254888993124,-0.023225944964648287,-0.0201877899166761,-0.023212035004424085,0.04954991539217064,-0.0550029397108961,-0.04349193482441449,,,0.04307233767353316
CORT,0.09431763512657441,-0.024856158254600427,-0.024508598628522466,-0.028188190988605134,-0.027216215374880746,-0.04017362709519863,-0.002488870958533075,-0.037621202237645354,-0.04955241565880886,,,
NCAN,-0.033652574313030224,0.05808723228232418,-0.0794442588172274,-0.07220110738999683,-0.028588092569926244,0.011708808956292649,-0.03048889850222524,0.01239898917167997,-0.05412986654702327,-0.024385587748293986,0.06808643038107119,0.057019194134916164
PRG4,,,0.09999435145970445,-0.016629693209262743,,0.018478737929024,-0.003516613891797872,,,,,-0.038581340139640735
ZG16B,,0.0024474602987438073,-0.010311010588687244,,,-0.021709740381405933,-0.01364300227855037,,,,,0.039450650469572
TGM2,0.02180320363289017,-0.026324669847783838,0.020264795313334107,0.024950298770202477,-0.032958332614033234,-0.013380629346152827,-0.023004368387038007,-0.018367810409865123,0.05422578978465403,0.020591521819048393,0.07892439744265549,0.03012346149306854
VEGFC,-0.048151757133254654,-0.02150470250420129,0.03508493139649655,0.03044884346349703,0.03672594777660083,-0.012151429080670573,-0.020340408522338805,-0.0002287673828554617,-0.022882928575090545,-0.027279125179832803,-0.024782965147590447,0.06196168067100234
WNT6,,-0.015488225788246468,-0.005421705035331902,0.02533867274559843,-0.012133483121264969,-0.01977351487605378,-0.030362014957352065,,,,,0.16125277400684526
NRG4,,,-0.024151539273304202,-0.023686823269424225,-0.014853626355082973,-0.02504570083187091,-0.026210416375851066,0.027056360268113384,-0.02549293646930242,,-0.019900363048548496,0.02267973464259246
PMCH,,,-0.033464310591238965,,,,-0.01996957664084429,,,,,0.03899933890186321
COL9A1,0.06646135012263875,0.04054415652010093,0.023482310108891586,-0.020705560773077922,-0.04499716996913661,0.08468036907210924,0.1409650658692582,-0.017343358228672074,-0.019969729822587594,0.008166677782402697,0.005964443883721577,-0.01896703626431918
GDF11,0.029449854050660005,0.024988920900340557,0.002659882419442373,0.010532290365349348,-0.017486115828439806,0.0715600543739668,-0.04623912748649177,-0.03510210195739988,-0.05077903041151078,-0.029098836230804177,0.04169860946867919,0.021419265893156392
IL24,,,,,,,,,,,,-0.04108096999413358
SORBS1,-0.059407802222040056,-0.004750449533595238,-0.05421057870273462,-0.0006985352923087332,-0.01910868128050648,-0.014514658998579951,0.0020201723010248775,0.012195631626490837,0.011420462426541081,0.007120821601507145,0.01501224507133687,0.03983609678707975
DLL1,0.008061607459641098,0.02160835573786469,-0.027048181723680134,-0.025638946883172028,-0.061840984259212965,0.02124412199216222,0.060969681344158644,-0.013478739926829107,-0.034327615773159674,0.035904342051191786,-0.012176927851075235,-0.0403410386038736
TLN1,0.06110141446893011,-0.011115021061526344,-0.0184249110334405,-0.009287173279097442,0.005712358355869137,0.08735765980112084,-0.018067159783356487,-0.030578556275982535,0.11918683288179248,0.018889675930014976,0.040681800896915386,0.005425952082861331
COL2A1,-0.0080943524718368,,,0.08209097584902343,-0.013145118916615179,0.022991482898375548,,,,,,-0.033106306174122864
SHH,,,-0.02062158693400466,-0.02696689662248923,-0.014347950267436451,0.03787546734206293,-0.004550320597736218,-0.024310526179861673,,-0.013171121567032646,-0.004360063979286011,-0.023998154302390485
PON2,0.1432280604398593,-0.04273789148686419,-0.08886693174438531,0.000737926421926791,0.036335844644366413,0.07294977259653755,-0.06723809471886814,-0.046511544061457896,0.05081044070197199,0.023868091110941212,0.02858696846253727,0.09558464112925445
ICAM5,,-0.01993682499346658,0.02397221733047048,-0.0393896440211311,-0.04699961740322355,-0.036267814069272555,-0.010208730189982676,0.05905849118371202,-0.009378218428339793,,,-0.08080400576695154
HPX,0.01628830316719027,,-0.03315403233489853,-0.032506071462242284,-0.012133483939754039,0.029529916622793133,-0.026773546407430272,-0.0073331438726265815,,0.08335862275484085,-0.026681273178941287,0.06613537360788688
SFRP2,,,-0.023485752759335884,,0.027413885808125125,-0.01481250732260428,-0.010094829852166557,-0.008582361745421405,0.09634254116839397,-0.07105285933907424,0.12502378801214814,0.0640397872831657
CFC1,,,,,0.017992201114063525,,-0.017169848269733477,,-0.02080135682373782,,,-0.03251455841975076
CD70,,,0.005741070973872077,,,,-0.014094343069982102,,,,,0.015540032317566505
HP,-0.02928334706723443,,0.02463554927230164,0.06671014162236606,,-0.016322060621540256,-0.043121291827506125,-0.0022091219389157152,0.06266652702494535,-0.04591306560044303,-0.025487241232452783,0.014375349332618569
CXCL2,-0.05205441113111785,0.009982033627079615,-0.04729571159998682,0.030681240801564553,-0.018752824694654252,-0.04436645725739377,0.005712790229481491,0.02208469885401345,0.11279496064086725,-0.04799398039795222,0.045272737426294916,-0.013653330651991855
NPPB,,,0.07606597918359073,,,,-0.015034617420179877,,,,,
CCK,0.07518727295445932,-0.07570444567960607,0.014693730065641866,-0.060143989666471546,0.0877218779802408,-0.09802584403719251,0.04319723286824137,-0.028688737066556814,-0.1676922956449426,-0.027513886738363736,-0.055714386059683936,-0.04996127522073718
SEMA6A,0.022231121907687956,-0.009422458924039515,-0.017280193177388367,-0.023453999330868867,-0.04801576817100603,0.04594072350787036,-0.0073415551255524136,-0.022946707296713973,0.06468523140804741,-0.02906973472359941,0.029540190822436477,-0.027264143898322483
IRAK4,0.05905648512451214,-0.0058232583373771536,0.02632513531102892,0.003449239815735684,-0.04664033128889177,0.011199086601269514,0.011377131094043988,-0.03613255517874185,0.0956685798781905,-0.0467526931424476,0.031141225866897132,0.07224543384996136
GSTP1,0.07589860051758578,0.0424800464979047,-0.010498254099555331,-0.007737175349275253,-0.014078057828685629,0.11561412944017532,0.06573930441584751,0.0417770619650061,0.11858170196184575,-0.022380925035234173,0.02407626993681827,0.09083660856236281
VCAM1,0.07819365461558947,0.029827861000540395,-0.045725991289093264,0.04089722105062398,-0.009413458306395365,0.03986027239047939,-0.01968521245620985,-0.0021334239526952406,0.03419316837905613,0.00519515391795296,0.057640471425914545,0.10902688543135751
NXPH3,0.10616482882941754,-0.017105033783752284,0.020468479700738226,0.07774123857922412,-0.04118264093726001,0.04509450378996739,0.021881502131457696,0.047725927214655524,-0.06408980650163475,-0.01838461763785702,0.09128970266596513,0.09760424721359766
MTMR4,0.03423048554540743,0.02554586724037338,-0.01439315940351714,-0.021556012196670464,-0.054494428448644834,0.027655151258886665,0.0034797176896461325,-0.026184633107880197,-0.044599232870653004,-0.0057817770808321674,0.03536055248019772,0.04671579040565282
LAMC2,,,-0.046092867250080126,,0.005914027528774937,,0.039975351430619845,,,,-0.019240574888833427,-0.020746755034181715
IL10,0.016046011982850474,0.007131185048975861,0.04096805266260045,0.016577723664544106,,-0.02435470305683019,-0.013292573514965695,,0.14273429120757783,0.08731721026435763,0.008334764996268729,0.07221485721866022
SEMA4D,-0.05750579868815592,0.032127618628818314,0.04140639907998059,-0.015413951864847484,-0.044016319923185304,0.011779702529156756,0.00811695778960184,-0.022841777048468768,-0.00909190543176787,0.08925605943288772,-0.043423381434636775,8.680635164590398e-06
TRH,-0.0046040408601316085,,0.03039175492069413,-0.014616319458648141,-0.022743093926491948,0.0592378031253441,0.029861781237787634,,0.03725970863328048,0.006683104911376504,-0.0425273662183372,0.025929261098689697
SEMA6D,0.05009215902721651,0.012579503912227298,-0.05395719544773381,0.03670990529152742,-0.02281769177685683,0.09533001039799884,-0.04369663007276101,-0.015004159073400174,-0.06192314344860686,0.04873845995857017,-0.04068094512315281,-0.02666453775018051
CEL,,,,-0.015575471495142025,,,,,,,0.006876940732483833,0.08544874388819823
PDCD1LG2,0.024426976425301235,0.011346673711175133,-0.020486658072835777,-0.02098036963873096,-0.011674801399155058,0.027593500146060646,0.04192578158461617,0.004424877735676677,0.052352175603839105,0.0025759262556374844,0.04501079447123223,-0.00914152940771368
SPINT1,0.0149672063884197,0.07462160159933182,-0.036646837646568405,0.0031997230138854555,-0.01510064656217587,0.12301461466321882,-0.01449802342277268,-0.0005408925853676665,-0.031459774593506566,0.07816210259778189,0.03291055212962413,0.03134678978788766
CTHRC1,0.09873536665618185,-0.02323408648848106,0.05340781691658325,0.008354599607275314,-0.03751402220801265,0.03432062670217058,-0.061908529852510136,-0.055002933404568626,0.025848275175174015,0.035551022452575305,0.03626260339583138,0.04853946760449886
PODXL,0.014246469034339976,0.05487445705196812,0.019199447160208178,0.02763315215721431,-0.019876929790532752,0.04044604047304113,-0.013715768260573927,0.0016162643301630513,-0.03341696785833306,0.03766141718895842,-0.023739257470375804,0.024133646453032117
JAM3,-0.001646343265616274,0.025662015812744392,0.02217520825702268,0.02547659233703938,-0.03610590627104135,0.08036747574815181,-0.014431703706234547,0.007367287058902195,0.06012659269135547,-0.02299987112134183,-0.013099544861230232,-0.05203074256590726
TGFB2,-0.12310245222446481,-0.01412327589513086,0.038754516924618565,0.061237206891824665,-0.009594489044013629,0.02828138262852528,-0.028443139448720976,-0.029395275371567393,-0.037387367653123595,-0.01882335221382594,-0.038950793899174954,0.060967892263379266
COL18A1,-0.054360908969784134,-0.01671399898254268,0.007526616982872171,-0.02417486189285581,-0.032774038601955685,0.05773763770045811,-0.05295802699272069,-0.010317987369990926,0.07361932871301766,0.03511838830011116,0.010965130208853443,0.04687323920610975
NODAL,0.006976597308302999,0.07122682241135765,0.03409782468107686,0.049006512021671375,0.028495173617903123,0.0730523236268739,,,,0.024076001489662772,-0.01131105487943975,-0.035485829734845806
INHBB,-0.014742640191496683,0.014471329430439672,0.004289213811347742,0.06840436640157017,-0.032460847352635346,0.07034671244184877,0.043689070666618576,-0.028703304421700604,-0.016867709218473213,-0.052675922643687756,0.06356041580413327,0.07055849744838984
LCN1,,,,,,-0.016287368943552503,,,,-0.014355616344696056,,-0.024819679776036864
ARF4,0.08357682674613427,0.05200022162330585,0.04497797840024755,0.02450732909023959,-0.05177685505893866,0.10067849319181314,0.02282095001817263,0.028390136149892126,0.029504383618884692,0.02691717469299536,-0.0010545815980154514,0.04136092354378424
CXCL14,-0.14315927712974086,-0.05121028575474607,0.09311336814021988,0.01816638138012235,0.0556368064509394,-0.06175534990332437,-0.03125729221122117,0.015476658704476629,-0.012578519295262007,0.03599977798236046,0.03554056904117225,0.07024472099036287
LIF,0.03270463526797685,-0.018877567239357438,0.01580781953087802,0.10313053451347895,-0.014728701453853587,-0.014986338520431854,-0.05668009818907255,0.022876920403187617,0.08687582891239834,-0.03322721816512457,0.008423755179072024,-0.055406285393255976
IL17B,,,,,,0.0012754385139754053,,,,-0.04216829306328711,,-0.0280620601472452
MMP1,,,,-0.01461631627014021,,,,,,-0.036057266666539446,,0.039727288661895094
MATN1,,,,,-0.014218952536850136,0.027847916998861216,0.02071623914645707,,,,-0.01946277132899196,-0.005526545910776503
ADAM28,-0.07589998603409849,0.01712964694125858,-0.018621639388504634,-0.025022562084034927,-0.02616560666768758,0.038816825937817066,-0.018976381976089394,0.008575311645678874,0.01682678707776201,0.017729873140025398,-0.030090618228956225,-0.01818871418847197
TCN2,0.01034105975344389,-0.000492954404959458,0.014935528542192815,0.012848439359257101,0.006945402743556476,0.048786399288982464,0.007589550022949949,0.018496580158648152,0.09212664481684874,0.02528656936632193,-0.004916876684750346,0.07745606251889288
THPO,,,-0.006192991716973043,,-0.020219970492470044,-0.01038686906287318,-0.004168701710363107,-0.02612020641892502,0.06893949439397748,,,0.05551147415775701
