,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.017990298393037306,,,,,,,,,,,-0.033203569285088545,
BMP1,0.024367010270412923,0.06909479466722475,-0.019178149359568256,0.07813580350504529,0.08445270887174001,0.032080021934824024,0.00957983484207572,0.017188239097686416,0.02802052677923908,0.054535694862985436,0.027129233651911805,-0.039038504745793436,0.09654488951141692,-0.00029863818867823167,-0.022053483817451962,0.1726781273995035,-0.030061279240123983
NDP,0.018278258254753668,0.050094108210357105,-0.0009944380097144125,0.0570692839022383,0.023728222870562157,0.0032239252164658646,0.025826946341314487,0.030296109482253794,0.04978086397788592,-0.00039930644694642,0.05952995345408287,-3.466631418568612e-05,0.08053232466059454,0.08064060136013629,0.03003010068065604,-0.045371366700867846,-0.014027052031424202
TNFSF18,-0.033197019841047046,,,-0.01842535040858682,0.0013132624867896242,-0.01433915972666538,,,,,0.004101103149126866,,,,,0.04551469474557012,-0.02654195555662335
IL36G,,,,,,,,,,-0.01956200301224353,,,,,,,
RTN4,0.009883566529695608,0.08467075200970298,0.01595625347457842,-0.13241044414356687,-0.05750802860642349,0.00035246253944723975,-0.004807304402801878,0.010296986872925849,-0.051852345753494206,-0.07292540957915379,-0.030009468646206024,-0.14670292670306295,-0.007027343948231379,-0.056752692357349206,0.05410809059722828,-0.010766708865625226,-0.06258585312323571
HEBP1,-0.005645699557636025,0.04978068423066648,-0.016971930293679348,0.057308599135310875,0.02324387476584627,-0.037168829775554045,-0.0051837525288373825,-0.02661182131655677,-0.05187772436098557,-0.026996161500785626,-0.050853058760851604,0.00998032018824617,0.05069167064648609,0.09704768694146554,0.0023708865183559497,0.05751705872774519,0.04444090692805293
WNT7B,0.001933762473400938,0.051741260801440495,-0.03763912023968502,0.01811880321356791,-0.004100224637426944,0.0034781362777079093,-0.010578800718955698,,0.01960846178040318,-0.021500895663059506,-0.027396254649900184,-0.06415462378258834,0.018688189641501034,0.07589508308034103,-0.04120823138571067,0.13262630782141901,-0.003971133639634661
PTMA,-0.0021461999020293138,0.02197892675761224,-0.007386165352613727,0.1688293271721246,-0.05906437306202218,-0.03624901875444141,-0.0004894819167942223,0.03493068778713982,0.06048595581856137,0.046594234457856806,0.0016433791693680035,-0.019245403988673578,-0.03829785631579822,-0.016435616467612164,-0.003722706641955653,0.17965304151561423,-0.043333110766057135
FASLG,,,,,,,,,,,,,,,,0.032628665333014784,
CEACAM1,-0.021128993341357677,,-0.008306928621666656,,0.10251645222477822,0.0032492427314623784,,,,,,-0.0483100405037157,-0.028031550792650618,-0.0073121510755312395,0.0010567160377297805,0.08011303613847828,
PDAP1,-0.0028229352139146993,-0.00505796657212419,0.02576026450495276,0.03837275383884186,0.05998097473752885,-0.033121342184356355,0.01047982947343941,-0.017404112917938912,0.05186002748637815,-0.005010421073442662,0.0034699332311187115,-0.03368922385227703,-0.008406846586552946,-0.04989572988347622,0.06505299985338447,-0.05934066774445064,-0.020667847667535905
QDPR,0.05117942738192563,0.0855649299523816,-0.021924262523877563,-0.09344470148490999,-0.06229053177247798,0.04465202363671189,6.910429143635474e-06,-0.010439930463205786,0.05221206950850131,0.009251774844417531,-0.07450867795307443,-0.07704136444081391,0.04462850571209903,0.07469401462719813,-0.046522049157887144,-0.04736115789913344,0.01888293507729418
POMC,0.0012504899427184684,,0.00324355386651593,-0.007862397669551663,0.0362997213797827,0.016546080523531164,0.012249382719711637,-0.007582612937173827,0.029172355487508274,-0.04191180112189002,-0.00753699116557086,-0.01581866032576657,0.02040933351759718,-0.008846850806149272,-0.04474182915902999,0.11815853874217176,-0.016122195879076325
CCL18,0.04168418371373555,,,,,,,0.08909072933466096,0.07149555379791041,,,-0.041423334089236395,0.12965595289135906,0.05068714990776162,0.02817364764179451,,
CCL17,,,0.010894857845901485,,,-0.017883723927799054,-0.013093589756463436,,,-0.017870445116761686,,,0.05422441431977456,-0.013102134415551485,,-0.026101648752122227,
VEGFD,-0.013183497855193458,,-0.004800696267901917,,-0.030138575593705745,0.15788691153635173,0.04862626877754593,-0.02186476938263109,-0.0033191730346161263,-0.019152309538948156,,-0.022026092363650284,,0.05458273856556467,,,
TNFSF13,0.014807383455266441,,0.036730084650150555,-0.017868746151408287,,,,,,,,,-0.008353606680304777,0.04542053054966156,-0.006247693758324729,0.047499591350436396,-0.017226240676992848
WNT5A,-0.0314758364779839,0.1049392742793697,0.03464722480135051,0.11760490585259972,0.07747587997237874,0.01103532342863705,0.014875649546414293,0.03367476922441814,0.006807038876012339,0.01881776105416359,0.015681515380807688,0.02850699997699884,0.013787254007931652,0.022091828886250983,-0.0005582220224810796,0.09508877714517393,-0.02201833340441442
