,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06811345955248493,,,,,,,,,-0.009784681654914303,,,-0.02130566363131547,,
BMP1,0.06077388196091741,-0.051958171634107,-0.03750292703309559,-0.009092068300201256,0.04514884967473709,-0.013657269469195786,-0.09849543917505944,-0.22070222691484298,-0.5334912670411717,-0.2546892960266779,-0.050207829336607133,-0.2264347457255098,-0.31252713087562245,-0.036692786502509546,-0.06663632280948958,-0.14404956080233206,-0.0749655147946318,0.027562341915581875,-0.1711269177508193,-0.06636330537091464,0.043709506965472066,-0.19719367402943278,-0.055792938385451865
NDP,-0.007426082566986398,-0.09307392526560951,0.10446848972265656,0.049063728230930755,0.044778730736776164,0.023952985520011367,0.22837622268065347,0.06449108777686334,-0.12457774547312464,0.0627818513732532,-0.023597742066640958,-0.15855542544469578,-0.04583325971331022,-0.022817878080995925,-0.07779382845568754,0.0004493228945987284,0.11963832620663176,0.033360380111032005,0.13118897947433433,-0.01669813722080382,-0.014987570993789444,0.0812133853819028,-0.05029386450956874
TNFSF18,-0.05069452792110166,-0.01482580376400972,0.03938140142731551,0.02843321851668872,,,,-0.07667316486835961,-0.10647670373954006,-0.07645186271046814,,,,0.09367762180660424,,,,-0.016104060229633784,,0.08966570691813372,-0.03593884548436331,-0.1667141675468659,
IL36G,,,,,,,,,,,,,-0.03342405947653333,,,,,,,,,,
RTN4,-0.09476826296528361,0.35269086330064825,0.09250655670100298,0.11530515932505411,0.03597986117256882,0.12029692052118328,0.29948937247010315,0.548624967964863,0.6792779876399243,0.3374777026365551,0.2963652481454467,0.6490368842731893,0.5358751951959471,-0.023322811698477323,-0.061714197062811574,0.12282648793594834,0.05782589926599442,-0.046862071636945536,0.15787001023678224,0.026088752778563578,-0.09717577725212247,0.553643011835637,0.014868365180597214
HEBP1,-0.00702936187124564,-0.0629178263046807,-0.016000263319042914,-0.03857422350327063,-0.039239119609693306,-0.0620930915028545,-0.017547249376241518,-0.23671337325473651,-0.25180463651093876,-0.03585402553340096,-0.10323992598459274,-0.2559312837942389,-0.03581827634915346,0.07366411652105027,0.03411764844993603,0.058192621354860044,0.07674580834492124,0.04887626843129176,0.018657628323930073,-0.05594428151366174,0.052845107130743106,-0.06442976412347948,-0.18148714660010062
WNT7B,-0.02196599799114268,0.2889669246922541,0.07334332344807946,0.010840312207591593,0.01647394204197644,-0.0094085362196434,0.1568867102653557,0.15769871156692544,0.327881135599671,-0.0015997300154905975,0.15179599205565633,,0.1268295558526312,0.023881111516215844,0.044203272806745214,-0.01314791933003799,0.037713390983790986,-0.0932043375755695,0.027723679816582893,-0.0020233150495827046,-0.04547514307768416,-0.03329573007508741,0.06890803763315094
PTMA,-0.09900693661690621,0.052398801053000474,0.17406480983333064,-0.09713863930791251,0.17067285370089935,-0.08505773880393362,-0.18096973818346518,-0.6669347683235212,0.0501130579409577,0.2211572304768197,-0.26565232087847146,-0.8154770496562129,-0.5172774963715664,0.01998201149273546,0.023426457478972016,-0.056093522878088,-0.027988655456479727,-0.02292666739850462,-0.21594341081315052,-0.22822786084318963,0.009638989347261031,-0.2776210695318372,-0.38608862592789067
FASLG,-0.03320378567551015,,,,,,,,,,,,,,,,,,,,0.06939458252015336,,
