,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
UTS2,,,,,,,,,0.04301656240920252,,,0.038071577219562655,-0.040882907397748254,0.08915122388981207,,
BSG,-0.07134078972150452,-0.038381150358131354,0.177725711485543,0.09738386010732951,-0.030497064937968842,-0.0384017281209873,0.022264407693571287,0.17832888367989083,0.03708652641473438,-0.18206739323146734,-0.04829355086186739,-0.08617373845745852,0.05068621887502889,-0.08872947585165761,-0.029874826123264368,0.011282806996367559
ADAMTS3,0.0567861828881315,0.022737015710205862,0.014007158075274837,0.06068935984166623,,0.05856120961534616,0.03742032926229957,-0.02958212437711985,0.26933618490604305,0.048169320488057076,-0.007284124009561812,-0.17712234556860817,-0.0628140428046743,0.09103061346863181,0.11169763644970657,-0.012747208334173152
CD34,0.02642396531401093,0.001409968706232786,0.036124837542253124,-0.026903501172235104,-0.002975165680922078,-0.004400777301014625,0.09415594925844928,0.15689436424065065,0.16630023393752127,-0.016687247532941027,0.045367927875941204,-0.06613909512504683,0.03059791565231951,0.06395198330796571,0.17930895369805844,0.0007984379613853376
CCL23,,,,,,,,,0.05420554138225918,,,-0.030852677111535384,,,,
PLAT,0.007658350310934305,0.038129510377879094,0.0926386380136749,0.19850583566173688,-4.0932158021410695e-05,0.06503116187225966,0.02790520164479216,0.5434307971075847,0.20270824191289816,-0.2150070102414012,-0.0109772399245579,-0.047598173540684116,-0.005783685300023903,0.173169454767671,0.13883122069311415,0.006262205715755015
NTF3,,,,,,,,,,,0.022114992658748014,,,0.004778858334547635,0.22213730007279864,-0.0058068325956218
LTA,,,,0.016444605251511264,,-0.02522255992134225,,,,-0.013375053840206645,,,,,,
CKLF,-0.052393956814767224,0.06610951360181122,0.16052099535926212,-0.061412040330708045,-0.011455797481465413,0.043539575441332044,0.0681032684896147,0.42466995823989007,0.2506812302095221,0.005195756275605026,0.02797808259937463,0.15235248394084971,0.02077888280665544,0.09300819846808611,0.11883899780661918,-0.0007897100590528019
APELA,,,,,,,,,,,0.03476650403606842,,,,,
CD24,0.02861828549036187,-0.061234072832287524,0.08423531311204552,0.0646052285769603,-0.03783951730073748,-0.011411108032456659,0.2282708251546841,0.20783867416979082,0.007574763599414535,0.11759884499117709,0.053219216664234,-0.005226636296970074,0.001959349929215455,0.07918354005349235,0.12231592477154514,-0.0813492933983204
HSP90AA1,0.03129669569974127,-0.01805650377889443,-0.0794082987523716,-0.06130053024414426,0.05497475083518233,0.007190984659959652,0.051677241640553394,-0.549610982539035,-0.2514304806837249,-0.044194148764228273,-0.07615922635798106,-0.2314183806556023,-0.012694304145964487,-0.3503888324890708,-0.40012530675371355,-0.06145779473325488
BMP4,-0.01755013686236949,-0.07795361590237722,0.009731649931899053,0.05144624815260497,-0.04199046149947089,-0.004753293742803194,-0.006828019451358818,0.3888231276586966,-0.07507550503165607,0.13840310386670707,-0.04594314907278551,-0.03528565877182401,-0.05614561557335066,0.1460977789247682,0.009682065869277128,0.020274721119479387
SCGB3A1,,,-0.019767000103181293,,-0.0413153556180167,,-0.0423869341355905,0.07168734783399316,,,0.03670206246986883,0.002398322573946921,-0.061455539816651555,0.12566989779152352,0.09458409382538131,0.0034777428668993794
IGFBP4,-0.004280878576675863,0.05248649892660674,-0.004147458914603658,-0.09212568963562062,0.029978455326087717,-0.025202902824830425,-0.07049138762502138,0.5192249828862519,0.245843046461243,-0.10681416892481345,0.09341407089600356,-0.1047823157646572,-0.054288812015677305,-0.06164790995908355,-0.21689038845019373,0.16059666427338073
RSPO4,,0.012662050010867043,,0.07104416356895217,,-0.038607546962257704,-0.034469853394796295,,,0.0013548512698123556,,,,,,-0.04002243682569261
LEFTY2,0.02129808026552864,0.05191598543285579,-0.0889144770194944,-0.029387536335881096,0.009898372346458552,0.016007375524739142,-0.05404639764393703,0.2852455864245059,0.19915053419256726,-0.04200751244284066,0.02898105316753332,-0.19892117040299287,0.02118621325862144,0.024608318949812902,-0.02701050704618055,-0.06264699000947964
PF4,,,0.017899936807664642,0.06783916549860405,,-0.017169883909178948,,,,,,,,,-0.002909161494529267,
ANGPTL2,-0.03488583434884379,0.0289928816248617,0.028018598479200983,0.11808615041323182,0.012078297127789458,0.018398942341353624,0.04863437069142919,0.6893498797479032,0.22916224719214642,0.056709673348566275,-0.0801827720708137,-0.19202686039842742,-0.0418917311611841,0.2107729810110564,0.21410894584197573,-0.08623211479772973
LRIG2,0.025297610872493714,0.03974251000666198,0.0221745292596989,-0.045645271417892166,0.030542544862507594,-0.007235317494452599,0.09194856060945895,0.26559387011501345,0.12238842447281868,0.0068692051684626,-0.004807878164838105,-0.0719851569114235,-0.03778589069974179,0.07362294333773851,0.07399716732842579,-0.03578287611249776
ICOSLG,0.08535678405434004,0.037488039631741105,-0.008247240442261196,-0.01806509722884955,0.03388411391964695,0.024697101212276876,-0.04244433753925453,0.22489826194760992,0.10836721661979853,-0.03542609747271059,0.03620999053564774,-0.019995488004208885,-0.013141336132461365,0.06311976371704364,0.16934993504115223,0.012804979549240387
WIF1,,-0.0383487022559127,0.06465559639437968,,-0.058855166450696106,,0.04391386836113987,-0.5132936864312148,-0.15875278973768392,0.10662001479458619,,,,,,-0.06539936498292956
NPPC,-0.031662535685014793,-0.048725744357117226,0.0318366963942945,,-0.02894579502620552,0.01600835613163027,-0.061308830420586435,-0.12075059928369669,0.010215370084191842,0.07036802816103574,,0.03754294272635855,-0.060454452004523714,0.009861784235394279,0.11453184376791559,0.051225152994335145
LYZ,0.1154625029073586,0.059722713777867,-0.07323687867591638,-0.06640802223151804,-0.01792606421894661,-0.06059713189204558,-0.1927973678477187,0.08630085011329013,0.1359154506367987,0.022482652778762786,0.043041774508056053,-0.0953726622745773,0.06760552594885119,0.018811620491746582,0.034569983807568525,0.018914884001663638
EREG,,,,,0.035062142706312915,,-0.11064740899842233,,,,-0.02389325254685018,,,-0.022574520578796563,-0.05196509337661457,0.052183101807076866
SPTAN1,-0.03399894354092558,-0.03962058364081755,0.12725205670353099,-0.002472349537186523,-0.03006091567480226,0.008540324634629162,0.11575001476606224,-0.30088307946041376,-0.05987422139468612,0.10817691638757224,0.07729974046327485,-0.09325872113231179,-0.04829580422112406,-0.0013294367023379968,0.15960823844245906,-0.04867849181541424
PTH2,,,,,,,,,,,,,,,,0.0036809306996537484
LIPC,-0.06509362243465165,0.06384870951063287,0.040767945943655945,-0.004090082103536975,,-0.03085556015229434,0.03960500825861026,-0.10015131700311,0.08200422777981779,0.040132951547693835,0.004440389910993871,-2.214999078938412e-05,0.03456616546300633,,,
COL8A1,0.11359251596601751,-0.007658030190565799,-0.1568036326017432,-0.07732504425965211,-0.03692277086882263,-0.009008969396301443,-0.0033167400693834377,0.340431798778184,0.09679278448661291,-0.0822702097624542,-0.07627378695042679,-0.14997745854347355,0.030572832439422944,0.14940685275088234,0.07067126279262338,0.07777543814779697
GSTM2,-0.02965570983613461,-0.00927407809356484,0.05551940142205472,0.008678213034102763,-0.029919377637234075,-0.005661092909821229,-0.018565202049480426,0.020795090996579627,0.12906386821230093,-0.06159944486392801,0.04611771142695372,-0.02972689976384357,0.0387785694809632,0.07035035818650368,0.0640996131681267,0.008601857140059456
IL4,,,,,,,,,,,,,-0.05291144860819811,,,
SPX,0.04824334144166006,0.014067349781296767,0.028802000711360742,-0.07871741208445793,,-0.01395567537886832,0.019909599519782377,-0.14571699715241204,-0.09115059804847091,0.15563854849255251,,-0.042250736825027176,,0.01903427201779591,0.04419467078894383,-0.07382153042605127
MFGE8,0.009106344721912418,-0.025863515376494322,-0.054075474637676,-0.06061700762076595,-0.00819440581082105,-0.012340696183080514,0.03365033629835449,0.21534139660306925,0.10220451395575268,-0.061046443340556485,-0.019495007821580902,-0.02652690877602948,-0.028415497067203185,0.04079991708437931,0.07943371137050437,-0.03026496367828186
TGFA,0.05634889687014131,0.07008570151080094,0.10114066379233684,0.0630871023050905,0.07258608660916394,0.035336342785980294,0.10512426338763109,0.31934304901425575,0.06502663191511487,-0.1372460026615595,0.0018823936051586766,0.08872098668702214,-0.04968035190200793,0.09595569823819515,0.11761501468263381,0.07473456179841773
SLIT2,0.00751971879739323,-0.04816791291449074,-0.058477869681451786,0.005308126267192536,0.0916317125980993,-0.03766333118333751,-0.00602652013252679,-0.051931623512174674,-0.07185268600449687,0.05256260183724834,0.021221787182750796,-0.009671412285447682,-0.058062513004743764,0.06827027417391993,0.0774561417118814,0.071554108946113
PLTP,-0.06840045489156657,-0.025561451562115232,0.0031549977514508743,-0.1311667019830881,-0.02440619885814198,-0.061816139814123074,-0.20026435705730028,0.24163203364869185,0.21965509782268294,0.11371983062680578,0.012473733735448406,-0.13864698806600817,-0.003058432684334113,-0.047903472070619305,-0.20114617441483795,0.2226428670357942
APOD,0.06310944550027808,-0.006119423657393527,0.17612290873945238,0.16376202566974746,0.021543830803019515,0.07429342218897539,0.39055892564881933,0.03420246480444818,0.07589967092061355,0.10901119579826894,0.07481097591847159,0.06441524750546894,-0.06944045136702985,0.3640161930419738,0.3667599634990225,-0.13923586372858232
B2M,-0.02739439506990594,-0.010073102846420679,-0.1013345451567087,-0.3212088218115617,-0.045390697203165416,0.029326138281263195,-0.16811046350421507,0.5828997500587393,0.2615117407816064,0.03775147466661471,0.10906235404276282,-0.20974378801652174,0.1474603174563208,-0.014722189352905033,-0.0012136790199846154,0.13405735707020291
OMG,0.003758933201422608,-0.008453557184801895,0.2009258385319695,0.06394950482287189,-0.018372151409470017,0.016557332292900098,0.2623048246881849,-0.0643020165747047,-0.07954801640030723,0.16044942414037053,0.05937085595842518,0.032974695261437176,0.004900830746773319,0.29592884151302035,0.3457203486035411,-0.01238596994086946
CXCL3,-0.01926365322233467,0.07199221288752872,-0.06697814282810848,-0.02334068387974558,0.058291411380290016,0.013646689454765685,-0.12999207351697148,,0.05723056992670382,-0.13882818026759425,0.014328073610282759,-0.06548136787092597,0.009904811767740542,-0.190665426772838,-0.12648364921860814,0.03833943299960445
CXCL10,-0.06817183974583182,0.027954974862056278,0.03492715476865388,0.003258621157577149,,0.021980321028787404,-0.07971918791562124,0.04991068724279778,0.2318473494802514,-0.030847133117103583,-0.027706505210211913,-0.1563262433046501,0.10488844247241001,-0.06504746465547846,-0.006752196514060014,-0.047301144118233926
RSPO3,,,-0.019365191755034556,,-0.011489171764177427,-0.01993947047484051,-0.038930027574028185,-0.13998220388741706,-0.04499022113697839,0.03274388511785291,,,,0.11830362446059403,0.1378809866735063,-0.041053882876145274
CORT,-0.01899713702956948,-0.0037056971066597487,0.025823854424833294,-0.04016688254419923,-0.029899796260378707,-0.0037937918909512302,0.07792526190614275,-0.0395335588024513,-0.04401368471136107,-0.014408172224162961,,,,0.020702341561586887,0.041169720845543774,0.010935327373019244
NCAN,-0.09507640307272561,0.040805744505581124,0.19954558949665005,0.1612280436504318,0.03500225014835359,-0.0755627365900286,0.282745664127702,0.33719412008126876,0.08481292497655579,-0.0751773223742376,,-0.047199436690897614,0.01197793808715887,0.3420288387552071,0.3174618869313772,-0.22726478483718535
PRG4,,-0.013269636727735,0.036258844460848705,,-0.04321812924027726,-0.019679397469454137,0.054286103711592995,,-0.03612039635889419,-0.05056892139611939,,,,0.0069956551580172156,0.04952270783230893,0.008608239186586318
ZG16B,,,-0.03125210206773831,-0.03177729380755769,,-0.022840347548516524,,,-0.029089093585550056,0.004070923319120319,0.0004262953450729885,,,,,
TGM2,0.029105947470966516,0.05929757034591644,-0.13686680711327098,-0.009425779982762346,0.038856526002337306,0.031340858345658924,-0.17484500958217922,0.05104349649523054,0.10139412197002615,-0.029825014243680045,0.021212654292808376,-0.07619421229150772,-0.07387418518027598,-0.008830220125324282,-0.1596878181613827,0.03861468770578372
VEGFC,-0.0063671919904027775,0.025066671051274268,0.03449688584782502,-0.009296289601134012,0.10425569714308715,-0.0028559404182102823,0.03639615533944148,0.04593299475991518,0.052765378596725004,0.03377338609232406,-0.037112876987575656,-0.07279803386377628,-0.05997883357758949,-0.027560497728479037,-0.06170019805029773,-0.0017990156604507125
WNT6,,0.10933658861648864,0.02844572026883282,-0.02938753710714239,0.10597214118580443,-0.02721914067583718,0.02075212013687239,0.08128931737667752,0.04432379375976954,-0.04712391315093797,-0.031299211506974005,,0.025595319649850914,-0.019827511454770488,0.02050596762481629,0.04751722382013919
NRG4,,-0.020774437335079846,-0.011168408307627211,,0.061358235014794635,0.060350580956785096,0.03057551936774259,-0.016799699682026437,0.01869137537106438,0.05889253216889721,,,,,,0.011801804687698552
PMCH,,,-0.009578068952994187,,,-0.03318606558330965,,,,0.02171970988167627,,,,0.03358406076726398,0.01982592217825893,-0.022371419531628613
COL9A1,-0.04610319424992234,0.00922301634838584,-0.0011138273147168578,0.18534292395878793,0.042532255009178975,-0.0005645931149231839,0.1173237731695921,0.4931274569207826,0.09173608393767387,-0.01811138757024514,,0.06241813204997532,-0.008727973306221978,0.1657166713809395,0.23905429050344348,0.11532034805323069
GDF11,-0.04361755062285387,0.03875938393339825,0.0636953080838236,0.0559537143562749,-0.04103674353417446,0.015167250002674834,0.17281595227697624,0.41434651440228465,0.14899721169028465,-0.04832022247060927,0.0014831047299252312,-0.024076536689284358,-0.01546421791415632,0.033576468238239315,-0.024120808415183985,0.11034138660610973
IL24,,,,,,,,,,,-0.017683256301225116,,,-0.04773711749881618,-0.04834874948596162,
SORBS1,-0.007606565399430882,-0.05185300106530997,-0.07804149661140643,-0.04136124429784943,-0.036676190630810485,0.07332475705725426,-0.08837969890937442,-0.0022753742878837864,-0.04185318395771898,0.053498452928027546,-0.02343282045226862,-0.11801439597545398,0.009685301681892838,0.043429591539456074,0.02117489277101276,0.09044468273814371
DLL1,0.04621723509642985,0.06968248672368599,0.09578866014483045,0.12214563174753604,0.07834078213638956,0.05096789278030508,0.12438420960725732,0.41207652001564415,0.08792442653163009,0.06889065479528253,0.04861894021057035,-0.07214194074567773,-0.0301112268104061,0.2806762806852214,0.348851770721432,0.04810796897410252
TLN1,0.05880184141398237,0.023665500720622092,-0.09083381117269383,-0.10097592769619257,-0.0006519151155250945,-0.003354678735037055,-0.04537683671540306,0.3997972439084576,0.1780500233263635,-0.05018589359338844,0.015673329575525686,-0.13249590179644682,0.049287962871135994,-0.15720007510258666,-0.13762349380812566,0.018033925684717407
COL2A1,-0.021801584897750356,-0.02167694907793931,0.11013586848904079,,,,0.008744674822295679,0.04927259492139457,0.15162995249468555,,,,,-0.04680598117547096,-0.10610161972564354,-0.025795560826239516
SHH,,,,,,0.0348229712186788,-0.03551645677586007,-0.020788469559783848,0.07038367964219655,-0.06564891108166306,,-0.14556758127152924,0.08426816202522679,-0.020308449567342617,0.012518176836881442,0.12094579979088994
PON2,0.008854417350941144,0.03218981795882624,0.1966563962166445,0.19446112619750267,-0.0168001969872597,0.021954390938348046,0.23096800393775047,0.07250033354065859,0.21708495212457066,-0.047599091204123097,0.11305575117172051,-0.07535262057047769,0.03429592710397742,0.12413529682107065,0.2103604266238146,-0.00426370800610052
ICAM5,,-0.04400529351482127,0.032872839465227344,0.02791820321317639,-0.04131535854190017,0.017338231060370926,-0.002187407978072509,-0.1856666733930556,-0.09020396738775306,0.02378707114619289,-0.002181730177779944,,,-0.04626144959561925,0.040004987451268015,0.05456927444609122
HPX,0.037000715587890656,0.01908579462587516,0.02381738157137515,,0.003195238162777673,0.04434783828447654,0.012693708164103827,0.10418309741640461,0.09299992148313074,-0.008252626626764825,0.02858839179112737,-0.06548133361248161,-0.10402094337996852,-0.00607045976700634,0.10281117422685711,-0.009015108353378546
SFRP2,,-0.02329603797764652,-0.020873439320686263,,,-0.023290476258870395,,-0.012263100393695566,-0.03863904162479751,-0.03491033320129448,-0.03081036686134324,-0.10618132024744444,-0.05291147975104499,-0.04960386820829531,-0.01596246308272328,0.021353672727847765
CFC1,,,,,,,,-0.019522444375331998,,0.07746900924109286,,,,,,
CD70,,,0.045057477621510335,,,0.012121989120201432,,,,-0.037212696871430605,-0.008995744786129564,,,-0.049045887545126024,-0.08446248720844474,0.05878326049379308
HP,0.051822888910084214,-0.0179733402255809,0.05590505334955056,,0.023076607414217198,-0.028863428802655796,-0.17216260145993062,,0.0498515842846917,-0.07324458006536967,,0.11308095432066537,-0.07439046110311415,-0.12409174878448417,-0.13748476743008825,0.12116718123389822
