,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
IGFL3,,,,-0.020322173871724785,
BMP1,0.003873876008256275,-0.03703338800127792,-0.03843086334193755,-0.01586062603229543,0.029883244430658616
NDP,-0.007721171693379821,0.037901460555365266,0.05132656798024986,-0.04539233076188591,0.015086571243817537
TNFSF18,,,,-0.020957899206475828,
RTN4,-0.010700912592649306,0.13776327335875962,-0.05716693762096006,0.05191196809864477,0.007203229146529865
HEBP1,0.011413074958340121,0.04663389024165877,-0.0002497945208537823,0.04043014230666758,-0.03161776175255796
WNT7B,-0.014267906872433875,-0.04055826090204419,0.09855073853929688,0.017740261711117058,0.04617989767797658
PTMA,0.08726088603658118,-0.012392312655582402,-0.023885620650951747,0.00034975760777460936,-0.05890255380698393
CEACAM1,,0.05450330476025606,-0.01749642227482489,-0.03011431312541367,0.03540479093052793
PDAP1,0.002042990860235647,0.03432959895781394,-0.00717374662870698,0.013820357302740276,-0.04294933815205336
QDPR,0.08929210807336754,0.030922865431031205,0.08893945841921147,-0.000753583454486388,0.013988346560653403
POMC,0.01630980410481019,0.0718923896458963,-0.008819933365042266,0.013438943676865938,0.08533264836929536
CCL18,,0.05139065943615243,-0.04272510458856012,,0.017834895492233972
CCL17,0.015154162518683708,-0.01612356032997157,-0.02525718396919529,0.012018047133880917,
VEGFD,-0.012953580788302823,,-0.01749642227482489,0.0440112956428086,
TNFSF13,,-0.01616786828145573,-0.027453695458868218,-0.011070987884929995,-0.016446959752778708
WNT5A,2.0449615331833017e-05,0.025431068224275228,-0.032585603178645,-0.013525607992416122,0.008992408839318044
CXCL8,-0.012062937670485347,-0.10014872862120419,-0.04637449066939262,0.016482401080056632,-0.008682017077305213
GRN,0.004747950371285465,0.028859892745433005,-0.053352291010540426,-0.059170895164178665,0.01964751914607253
MIA,-0.014731970147981582,-0.07235032067295433,0.0457967333884828,0.05710884955924564,0.036134577031135436
COL4A4,-0.024748538253888386,-0.04260300678995686,0.029341777410915634,-0.041273393946047274,-0.02951761962865686
TAC1,0.006451694582744913,,,,-0.02526926503529495
RARRES2,0.06416390167462815,-0.033266247015855364,-0.037915128846144786,-0.026911027162784644,-0.02723562429207424
FGF7,0.05059506228318004,0.07123537439912186,-0.02704229415633729,0.005901686663182776,-0.053797800832161194
EFNA2,,,-0.01662917845780283,,
HBEGF,0.029157898560133826,-0.08432154417889319,0.01486780698719617,0.029126008397551667,-0.029625409066710365
CSF3,,-0.07511348412877086,-0.06673394311294324,,-0.020997658730802216
PI3,,-0.010466482734420907,-0.06307440392272114,-0.022765543621518645,0.007877980467451117
PCSK1N,-0.0191366866415005,0.059126740707574794,-0.03231029060713139,0.06001583319500381,0.04610850967319063
NTS,0.01630890413737098,0.012376403756198005,-0.02025949834099315,,0.03667509157846298
SFRP1,-0.017659669192721914,0.06925539634093648,0.032477196500511944,0.009213596604860803,0.08565526648761022
CXCL13,,-0.03621682229416796,-0.042725099938872385,,0.04052096317894491
MICA,-0.01194814032389951,-0.03708820744821632,-0.03464250527628383,0.003684416767078109,-0.028481787885925747
TG,-0.012780225776812915,-0.021424180557418827,-0.024951786902886037,,0.13290367450781948
ADA,-0.020756114447985228,0.04002498808957725,0.0720344177083469,0.014118423711235043,0.009818304182940154
LAMC3,0.08796127093529987,-0.009668142996639666,0.018909832600633555,-0.016734629781773612,-0.010314876668145416
CCL7,,-0.006537242700831173,,,
NGF,,-0.027909218418172066,-0.01640565432264154,,-0.025637016413943694
TNFSF15,,-0.02355864938118243,,,-0.013039185586506437
HMGB1,0.02563902383005917,0.018436869982153634,-0.050796820341269346,-0.007311320385472104,0.02340131507633302
ITGB3BP,-0.03595940747734584,0.00675026556230587,-0.02968728088189948,-0.04125959278106893,-0.06495319090926441
AANAT,0.00421681574700205,-0.021199962546013834,0.01388389999869985,0.026490378675834446,
RELN,-0.005469073704234612,,,-0.02833591820493619,-0.015749923101603
IL15,-0.031663833564518705,-0.03883919998246284,0.019339238112054367,-0.01628152350589083,0.015111370607660178
UTS2,,-0.018053319682061586,,,
BSG,0.013300997328714224,-0.04348216791533076,-0.02015958334602523,0.056998000441554154,0.039413007335601574
ADAMTS3,0.00030035049227003486,0.10890933506536345,0.06548258745891887,0.029470648063490118,0.06621407377686776
CD34,0.015273264849125629,0.04212026665192579,0.027746747754454636,0.03673721681078764,-0.002453470071209607
PLAT,0.07021312666293147,0.031510279340597934,0.03192427664657285,-0.019117950782927714,-0.006302219912083692
NTF3,-0.02378091551970435,0.018800671959062952,0.04508469940998862,,0.03722816180308948
CKLF,-0.016528125299514796,0.09749862483359621,-0.02104042643725394,0.03973915171596395,0.003727356850980631
CD24,0.0019884918957877866,0.027010080619371005,-0.0013084921951822374,0.013247380639339133,-0.03327751076036389
HSP90AA1,0.0002840048111640204,-0.07497208702344806,-0.12808581597507215,0.032968989540401505,-0.017896846714530172
BMP4,0.005490539228938334,-0.008316538936858523,-0.0071383062394851145,0.024265939565629134,0.05314222339420918
SCGB3A1,-0.012426561599844753,0.02738705804805682,-0.031832520908863404,,0.045392439237250934
IGFBP4,0.043579036267230295,0.05559109503612528,-0.06320976187459923,-0.03861553983461376,0.04330974334130027
RSPO4,0.07775546267144133,,,,-0.018236065168552317
LEFTY2,0.07063051202913867,0.0011275667069428061,-0.019120567509296547,-0.0217256192830989,-0.009728274162189809
PF4,,,-0.015241793348234398,,
ANGPTL2,-0.018887298723752617,0.06187979787555179,0.01872095968705293,0.06710407547442063,0.03360317007336863
LRIG2,0.04079202068664575,-0.030231864010442352,0.08999334980455119,0.05697825075826326,0.00452996269052366
ICOSLG,0.024453439990906347,0.05209654104003957,0.058482971463587635,0.013650526562291921,0.03214906529396358
WIF1,0.0010304170476203164,,,,-0.016952188954200944
NPPC,-0.017269877054129003,0.014678117793215798,0.04257394202773156,-0.01473737396332236,-0.018416696717763612
LYZ,-0.02279188508024334,-0.0005581056177301547,0.003225545511501655,0.0016372706417031183,-0.0041618358967774605
EREG,,-0.040022620893514445,-0.031594956094823,,-0.022713326628775933
SPTAN1,-0.03506926088743141,-0.01406657796323904,0.06434611167826117,-0.037918612208116965,0.023419862195879184
PTH2,,,,,-0.029001418816155315
LIPC,,,,-0.03859455935819488,
COL8A1,-0.01405279014185549,-0.023335483773189176,-0.00933380032907008,-0.018765676722943683,0.0032847758891739152
GSTM2,-0.036728880105727044,0.016116067711261912,-0.03843737589936876,-0.055556533636021345,0.026084968474999273
SPX,0.037063362212447125,-0.024364770716968496,0.06606110626094422,-0.023448170367500354,0.014497079677233468
MFGE8,0.01759084729293801,-0.050089455036243756,0.04445284080787744,-0.052902844604507664,0.01212279959042913
TGFA,0.016618274205093004,0.0863071195377912,0.02601910809916564,0.004466801716885946,-0.003533504907435051
SLIT2,0.012512739330876753,0.0292142678660078,0.06666188049256258,0.04639929941146503,-0.02781724137620877
PLTP,0.0364109729022368,0.09211950361019756,-0.10590090342182833,-0.029767119362763494,0.018853625721431528
APOD,0.03324869239167426,0.02347635557522187,0.13135468440059292,0.0336404376605133,-0.006790583915893775
B2M,0.043795183824392986,0.03017293338980425,-0.08335419714363881,-0.027658644218381098,-0.030765869441653125
OMG,0.00456401688002554,0.04263415946782521,0.1428253812962367,0.03923309843151958,-0.055430183687499614
CXCL3,-0.013293792281883057,-0.04814777153627992,0.016939153179147137,0.02083737463690368,-0.05115576774141072
CXCL10,0.03847998131635142,0.04396286492654348,-0.020443663422352924,0.020474621727343857,-0.024917904923112084
RSPO3,0.012751126436943426,-0.02886386383087907,0.021090659535062617,,-0.023055024733354045
CORT,0.029135466913982857,0.035980136924625615,-0.015949762057954234,,-0.030329022137315996
NCAN,0.02649071069384492,0.02168032689138241,0.12525292826147066,0.045621717817569366,0.02112588590724326
PRG4,,-0.026467910259833496,-0.023534849946980102,,0.004414712351052721
TGM2,0.05974478037394927,-0.04760912370427086,-0.02431244515781598,0.003010017191319425,-0.02082963860648583
VEGFC,0.015355669967399992,0.02635309450702672,-0.0319575101408574,-0.03078479346542215,0.04098820762136087
WNT6,,0.051119272222463395,0.05270767760719538,,-0.007982880229026245
NRG4,0.013672086010361946,,,-0.024719744497403197,0.08561137951215703
PMCH,,-0.007278518558864837,0.013191078647527674,,-0.013864959093358348
COL9A1,0.01673577662773458,0.03570376824513997,0.0890771900049235,0.005678235298931202,-0.00690922026656116
