,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.015859550902384213,,,,,,,,,0.027424093561397227,,-0.04110734654668746,
BMP1,-0.14359000121813462,-0.22801023786542723,0.0030189143566549726,-0.23899241832537943,-0.13759814002327606,-0.053495341030376016,0.029292054357134473,-0.0037731312799139504,0.02976904682416217,-0.17692611826280405,0.12383519398854624,-0.24017377556465125,-0.06781172734747085,-0.08040015736535752,0.15606814055182805,0.1128528578932418,0.0682347817604004,0.10978177196257445,-0.10146279075779302,0.026920665173544498
NDP,-0.12495117646086494,-0.12697463020322805,0.0103835768152998,-0.10362151183709843,-0.19426024531895408,-0.16710067012367855,-0.02974291761606368,-0.006506566560401845,-0.07332832444436706,-0.20324780433420392,0.12885223208772073,-0.2721520688362523,0.16796095556991414,0.0914403938103668,0.029956185859585063,-0.08014985950700303,0.015359688856620141,-0.14338926080648956,-0.07633429054375102,-0.13583539403429826
TNFSF18,-0.06580605571857678,-0.09120443466771366,-0.011756178371680505,,,,-0.023350432572552076,-0.023550956973275427,0.012464127917620619,,,,-0.09448052459784557,,,,0.13833099982286673,,-0.060754309086299384,0.055374382106885445
IL36G,,,,,,,,,,,0.008069555243898338,,,,,,,,,
RTN4,-0.14287910644876514,-0.016536724221331234,-0.07545466507548322,-0.09344977703989321,-0.08611596716218137,-0.1470665414849018,-0.1095549411968876,0.08284824469524575,-0.09326241950725575,0.13993107857542791,-0.22547945869054042,0.12461845111775165,-0.059896751971770266,-0.18671367734211228,0.00010306620100785243,-0.0527609773772056,-0.03507605412871899,-0.04313771110610816,0.20374252813321636,-0.31132174077819097
HEBP1,0.11244043197176332,-0.06369452449941095,0.015645658586060193,0.12834575014410368,0.013074300552166174,-0.00974328219825983,0.023569131485908383,-0.05325938402025243,-0.026441388556966813,0.027034279749545573,0.0057550414271753956,0.07150145286975015,-0.08253126421214112,-0.057656360379856705,-0.02398164571728778,-0.046280371241266244,-0.020173597431427118,-0.021946996260347133,0.023880109045172196,0.06922200930502526
WNT7B,-0.24328616275481105,-0.00987982284387464,-0.015709239525174813,-0.04952505578472954,0.08921566661609692,-0.13888783708558725,0.02982498220845921,0.10233293304866621,0.13991524127188912,0.028939367888206863,-0.04617391428380619,0.1560082696220503,,-0.027423192415821675,0.030247458009887058,-8.113213546606516e-05,0.036958653455693144,-0.014320799012517886,0.16201041568317573,0.10196620783693279
PTMA,0.22862001727221398,-0.2903107792351277,-0.021159562104670952,-0.5657769580115424,0.11385294379660968,0.13167510710416214,0.16588032404996278,-0.010396288599382165,0.02315649261643184,-0.4782959718372651,0.19817022732661227,-0.05993564478785002,-0.0994819177749737,-0.042770044916764546,-0.043424789384579825,0.10317783170678775,-0.04623785964485087,0.10924452701670158,-0.012117540202613368,0.22445904293293323
FASLG,,,,,,,,,,,,,,,,,,,0.0034911079843391014,
CEACAM1,,0.02783811123306166,-0.012055896488437145,,0.009509556996214493,0.03942996414684904,,-0.03099171801461854,-0.01748791917124897,,,-0.051893173270469904,0.02444972122386875,-0.06776911809073494,-0.038011278453670236,0.004281200951288044,-0.0156800078704851,-0.057645196780350676,-0.05378703833429854,
PDAP1,0.008889119660195,-0.14752163777305619,0.04135708785683759,0.0019024639384878678,0.04275908916227777,0.16562808177481841,0.11442197851204246,0.0026941309290883994,-0.09527455307043563,-0.406084609042555,0.08145389852239676,-0.14451500907389483,0.05954520328845984,0.07568351859216386,0.05172961291272371,0.1178050346945119,-0.017841973427534043,0.046177377162895425,0.14523688387588912,0.2486945439785321
QDPR,-0.2515023962625382,-0.01890549305407642,-0.02182234266130081,-0.237856259830397,-0.08142887151097994,-0.2866310572172513,-0.06674166641071222,-0.006274499373971196,-0.2728151652940906,-0.27782554413190225,-0.11387670028171383,-0.2277895062084332,-0.10342798134629874,-0.2181848547896524,-0.11802247093181235,-0.19372498186614628,-0.029254288774546985,-0.08757459888537325,0.04838433068311504,-0.37549505185088494
POMC,-0.11910559998895057,-0.06450010511134185,-0.021421404630910947,,0.015644836518015355,-0.1317067588767933,0.018737052644205155,-0.029365967458422067,0.0060688224703913185,-0.10214328748467161,-0.0007192884641147976,0.06898417691759078,-0.09965963608988743,-0.043707523973212384,-0.12803563651861,-0.09002744474925552,0.012980189803493025,-0.10659003001108983,0.016267472000790612,-0.05378857884326175
CCL18,-0.0019581819937304636,0.17985817943600133,,,,,,,,-0.3206449378779295,,-0.12401358859216137,,-0.048049418957516424,0.06600239455198384,0.16490706078257328,,0.11576533231279071,,
CCL17,,,,,-0.05893862717274445,,,,-0.04613592338510941,,-0.024692967800181154,,,,0.14081751270833237,0.15653710539769963,-0.010457503230289301,,-0.007397268292362282,
VEGFD,0.036872188690590516,0.01204921808378111,-0.01726765295281577,,0.06012119200779302,-0.06760501956493747,,-0.02656900198713339,-0.007387533896163231,-0.08722664564647381,-0.0505653610097402,0.008934435408800075,0.07840108165292797,,,0.06717380635350478,-0.029622867759549153,,,
TNFSF13,,-0.06755193198109556,,,-0.007614909201743903,,-0.0050624638730364735,,,,,,,,-0.10796499615270266,-0.06949146291103935,0.05613768557399303,0.015521631787502614,-0.09648960280666595,-0.1193958230348146
WNT5A,0.055265373056550056,0.0050952506656628885,0.02119695770438589,-0.24565046708413782,-0.05239909078110064,-0.24028614664966313,0.10344674288284125,-0.019959262620494786,-0.08367232803999866,-0.11399596146977269,0.04165501266533094,-0.09871326769186861,-0.13406087085527255,0.021004323825652486,0.05835460559552651,-0.00438676668320348,-0.011278123773401406,0.04941051840746082,-0.012108164833532775,0.20872175961571748
CXCL8,0.2744762534855172,0.3558967182492145,-0.016168406738585335,0.5007402199864802,0.3978480678328233,0.5040659022508135,0.1347209105755349,0.023159613190857534,0.25235453199138896,0.04972819950681568,0.27216866399930695,0.49754357729788834,-0.09013490152559014,0.39018169532899044,0.5381089067741596,0.5790121864531292,-0.03987708333997394,0.2422459073847913,0.0905495640754592,0.4221393097247913
GRN,-0.05874364996247735,-0.26589720707009873,0.0016699104817649313,-0.3345724206900677,-0.09244170178125691,-0.015232023538851782,0.11033379198305898,-0.06005184187156076,-0.11263451854515379,-0.12188238298553394,-0.0271794245582472,-0.16167266787805304,-0.14065577931831072,-0.16755552604097212,0.006701378012380497,-0.01568114999866963,0.1105247518044129,-0.0663331773883963,-0.21317378874799098,-0.2897395981491227
MIA,0.018530204918866457,0.040286093876462495,-0.015356642960508524,0.10947817708932663,0.10202435638963722,0.20765134141034805,-0.031384325873730023,-0.04530427088369718,0.16214493191547336,-0.012402330564155134,0.04985497880462804,0.06313440880474835,-0.05451624233477506,0.028994142526097524,-0.17460722162509684,-0.23074987485530818,-0.015953366492016365,0.2576670533949848,-0.01865321246535839,0.0937529954633961
COL4A4,0.03347851458552159,-0.06765944267661005,0.02718625182973231,0.08161138944662727,-0.011692845720999311,-0.15935043059377924,0.06766301646595654,0.10448994203419115,0.045096661291268075,,0.03105780064852093,,0.05463428189258268,0.06906049726010295,-0.03212988255710997,-0.10266531056710858,-0.0070471940497351445,-0.04536000416736739,-0.0023657358715285307,0.0525772490217773
TAC1,-0.30408081089668904,-0.004414114953383028,-0.03514562368753116,-0.3555676143916595,-0.07297536387064185,-0.2148843078542428,-0.08668701963245641,0.060380298593024295,-0.21144847400505967,,-0.14748714205350016,,,,,,,-0.14483000818981812,-0.0043842178089272535,-0.16506002454889257
RARRES2,-0.06186473482941656,0.10556073649695717,0.004117614465514656,0.3065107221944142,0.007221947300544749,0.4951074368339128,0.12119807877149767,-0.04212701775281645,-0.2096424595566692,0.13762017081782688,0.20845606438751288,0.02722258764055684,0.3121803658577331,0.1631488736615972,0.3925389927541408,0.4154507521108203,-0.00028188990961311016,0.15508814477610897,0.24682431876428937,0.5893189162089713
FGF7,0.05124642577932284,,-0.01948973928325289,0.02118621468874369,0.0049954815202124525,-0.04127502744359163,0.17733175329766435,0.004925091791358543,0.07547843215010788,-0.14836587144841204,0.08326262772666772,0.06703315517801946,0.018744317107495197,0.06633238683558718,-0.062136503788401784,-0.07687511395739437,-0.026412561777171883,0.049781348091095134,0.11309363915234377,-0.06704866439298081
EFNA2,,,,,,,,,,,,,,,,-0.02993044258130204,,,,
HBEGF,0.027772941901634807,-0.12924003714829282,-0.043481261163054,0.10156830154154067,0.11381733425826308,0.23787601004842418,0.061405633348287574,-0.005815020090826611,0.16647418436622294,-0.27672024648854726,0.0996445546538974,-0.016459935547043093,-0.10076625607667711,0.05584393235883341,0.09953533413304701,0.08312316435011549,0.02687351351189815,0.02497540115608453,0.20128574436433216,0.27689919242048544
CSF3,0.1756786198465617,,,0.1677961308169568,0.29243118268112694,0.33273692640592584,,0.17054206337067745,,0.0945775827280021,,,,,0.41993775014485346,0.40293904529870744,,0.03272176827658069,-0.03912054015492808,0.1818649512196314
PI3,0.15217799676018412,0.16914444008877433,,0.30273120722777513,0.3435402966890955,0.27883850248507647,,0.06647045404880036,,,,0.03331253011333096,,,0.6225866408434655,0.6327209741124546,-0.023864287429741365,0.4159923360166612,0.18607385270200674,0.4983740239911654
