,UKF260,UKF266,UKF269,UKF296,UKF304,ZH916bulk
IGFL3,,,-0.014158619688225396,,,
BMP1,-0.07306396287338943,0.0066478548572877485,-0.07163627315939665,-0.02634997984618248,-0.03799146858922864,-0.02418717654136874
NDP,0.1135715997093922,0.05741577669451327,-0.016979830536538357,-0.019020375354126724,-0.12752730860903672,-0.04302623875637414
TNFSF18,,-0.021070460241715792,-0.02102512518360392,,,-0.025005828502322167
RTN4,0.10161376167207829,0.06767288528422752,0.16039191738672234,0.032014886944398725,0.14727635288102583,-0.005135449646014867
HEBP1,-0.033060388396652866,0.013505231293917444,-0.058759830090748866,-0.0048505285639030005,-0.05432349043481851,-0.05033220846110211
WNT7B,0.08934360504101337,0.04841979396294006,0.18173052443375004,-0.010917753240109424,,0.07961778034685674
PTMA,-0.09355291237599503,-0.04292140362387195,-0.028326771947829184,0.07891410131083475,-0.17902640196541622,-0.12172298179810338
CEACAM1,-0.014122257365948939,,-0.027667867240032725,,,
PDAP1,-0.026695951147138488,-0.06449254036631867,-0.038735188867018606,-0.003563748512341333,-0.006367353716188578,0.01999108537900173
QDPR,0.06022765958174123,-0.021233697427893137,0.042844203764141026,0.08066126254863995,-0.12844662767959253,0.018493092854129756
POMC,0.13956919572390744,-0.014062927137672751,0.0002537123618814443,-0.029364424270427597,-0.036879444618543894,0.07182328140892373
CCL18,,,,,-0.0611502303613334,
CCL17,,,,-0.013513117959783633,,
VEGFD,0.03923632054377469,,-0.023719485939225057,0.046243774350410514,-0.00960886522914828,
TNFSF13,,-0.002631718163453937,,,,-0.027202774586995944
WNT5A,-0.08073614038256874,-0.05298515930845456,-0.06053514690774151,-0.024607497596973643,0.03831174881151939,-0.07393183966756162
CXCL8,0.0040240158106376895,-0.02906596981009843,-0.04716347869067734,-0.009230518394511602,-0.025290881631864187,-0.00028553718338847464
GRN,-0.01526643811606698,-0.02015908613609931,-0.12178512955162853,0.002154515102248636,-0.15293493421467735,0.009303300469454505
MIA,-0.04099818418668097,-0.03694852412296409,-0.04044540388581752,-0.01127285286162542,,-0.04983136494787173
COL4A4,-0.052918656431451376,-0.019442001489964764,-0.013952268776833423,-0.01893749630728214,,-0.03040321958653626
TAC1,0.10731468154834117,0.07066100367731276,0.1583009711942699,1.9119626448712696e-06,0.12829303254301058,0.01909929441625655
RARRES2,-0.10996505820414199,-0.030381729340134087,-0.11418658045503785,0.007143800914860314,-0.04607707532474633,0.05063949719878275
FGF7,-0.011245337436025887,0.009307976782832454,-0.028651458333799215,0.008394528274705928,-0.0077733411574027475,0.04018379525650614
HBEGF,-0.021154118640481726,-0.052493136670635154,-0.07885464794711063,-0.0026077557863933547,-0.08868310876521811,-0.012192332352641768
CSF3,-0.021107509837864975,,-0.014761231818063322,,,0.08381488407779113
PI3,-0.04144745813864925,,-0.016621341854311092,,,0.08152634334660006
PCSK1N,0.037892296676023556,0.005189990595154601,0.069244317215268,-0.003797531880282635,0.17490500190952407,0.07488219344254247
NTS,-0.04526146134279117,-0.023734266437516457,-0.018143329553121288,0.037013514639663306,-0.02565680483700492,
SFRP1,0.14765616061663622,-0.04880699010458972,-0.035640580283585375,-0.013513118095871829,-0.0038829288445466317,0.04046579445767838
CXCL13,-0.015275610051885153,,,,,0.11212170190119408
MICA,0.023197279598382012,0.11431327407605214,-0.06992495599549346,-0.03931690615732361,-0.04846233108151621,0.025658586512204113
TG,-0.032692800414142555,0.040413272874645766,0.06920779123584898,-0.00977938478514385,,0.024525709271230312
ADA,-0.010342517349568864,0.013118957000987246,-0.09156732442078169,-0.015882507349721485,-0.11021206733653145,0.0434474951714014
LAMC3,-0.010619162326325662,-0.013248799150318373,-0.024806076655295727,-0.009093937911270054,-0.035270309325489115,-0.03542989159409786
CCL7,-0.020252638637106135,,,,,0.11935873916094968
NGF,0.029542594242129475,-0.02614275049664544,,,0.10088591710892626,-0.005392106183045528
TNFSF15,0.05808085606539988,0.06377685864721136,,,,0.07741116209157219
HMGB1,0.017566121745857352,-0.00716759462283788,-0.10731501688379345,0.03196178727815793,-0.09974886007788167,-0.057028580923273516
ITGB3BP,0.03489518351439238,-0.025695608375680842,-0.03890221797600375,-0.04321109887525776,-0.046335146015017946,-0.04049855134338987
AANAT,0.09384599025664757,,0.10178811985591242,0.013504695057310032,-0.024121185677677407,-0.019527381156222802
RELN,0.053144497420809504,-0.0035337936746235575,0.06150520476067096,-0.03519718153289768,0.007417673727258245,0.05989980256259049
IL15,0.0030311253163696475,-0.005785501868516148,-0.0347310255383257,-0.024229056482083636,0.09029086005732068,-0.006737900615349446
UTS2,,,-0.04392154948441455,,,
BSG,-0.030927112181196568,0.016966628797349143,0.09023804821406448,0.02216346124049209,0.13142618127297565,0.044430449910714875
ADAMTS3,-0.03435866724547774,-0.03638120867150339,-0.08340711185506125,0.056686175547534294,0.10354434821818978,0.043342427801242235
CD34,0.08440713028915083,0.006426542532203305,-0.0670068722600057,-0.007399295380733371,0.01450199109100115,-0.0229400808965135
CCL23,,,-0.015150391163460565,,,
PLAT,0.026128128664931253,-0.021845692154764913,-0.10312233032827595,0.0034732208416402618,0.05117887601689151,-0.04857261623358224
NTF3,,,,-0.01819707472086487,,
CKLF,-0.047732346725798784,0.0014336267929806398,-0.12172360593805785,0.03224013767979111,-0.03281810725681789,-0.04606692259084275
CD24,-0.0014130412901725735,-0.06643812367800855,0.029165049333840162,-0.021025871891898112,-0.09063748554096472,0.05641272329814065
HSP90AA1,0.1378382083758615,0.0499601395461381,0.10722296333427461,-0.0011678977400430297,0.20230873087252166,-0.002283366497698026
BMP4,-0.026221012004797584,-0.0018385076281681478,0.09683320484132392,-0.041453938192496646,-0.009198328091402438,-0.012151840512270673
SCGB3A1,-0.016090383462360875,0.02550465905813228,,-0.00950876217395588,0.008473450516416162,-0.0002447274169301375
IGFBP4,-0.01489500728268277,-0.03033496713880206,-0.10280870554390606,-0.006191816679318857,-0.05504730494897781,-0.04340530847295961
RSPO4,-0.018570918090470498,,,0.01985814618223416,,0.03843079589896375
LEFTY2,-0.02882493557282015,0.06212406671755971,-0.08378403041406744,-0.01042647249335151,-0.0256568217303086,0.048572006333881125
PF4,,,,,,-0.019288788267664433
ANGPTL2,0.022022788628002478,-0.013308202163062298,-0.0514375956681183,-0.002821094269667689,-0.08686206126276796,-0.010037160511519483
LRIG2,0.0005406027694508373,0.023688725764225132,-0.002793771952262694,-0.027954769619434685,0.06689204987322131,0.04094765700575884
ICOSLG,0.06635942848321334,-0.026600981989361196,-0.02595162679435372,-0.018045852282219527,-0.01652301498600385,-0.004848656428942308
WIF1,0.06356545501462439,0.024132434469696706,0.17742361998507403,-0.017893519049890786,0.04920763310272091,0.13221788963596895
NPPC,0.06138560008557016,-0.005766825203314628,0.05595396571397075,-0.013214850492772037,0.05197219372224933,0.0774759132887614
LYZ,-0.05670349004218603,-0.01154626746415142,-0.08177044554467963,-0.0027744222972666327,-0.13832675190086524,-0.04985634056723689
EREG,-0.026133688065623027,,,,-0.026393371652914485,0.07022459773701828
SPTAN1,0.017114284600356838,0.0026212344527423467,0.16199798922206665,-0.03495630830879616,0.16251261048989532,0.04703958028600217
LIPC,-0.01797970530982888,-0.035026728002643656,-0.03482527593386562,,-0.04727004758044543,-0.013826174194103192
