,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,-0.028517951135210707,,,-0.011079351814935913,,
BMP1,0.08468748416149023,0.03769300375611423,0.03887714983226916,-0.02548137340610785,-0.0748039052519084,-0.028463831270384682,0.014346251699991161,0.01943947625482646,-0.09640008424594862
NDP,-0.04423303755208627,-0.005614474867371135,-0.013353577176159585,0.020080603425172296,0.013648950595986581,-0.005964271152046034,0.003262498718534576,0.03920027283728581,-0.04436563372501699
TNFSF18,-0.04352248084661008,,,-0.02941005963434476,,0.11540113337797137,-0.0450438975013063,-0.02430872483716642,
RTN4,0.0224410723727998,-0.0029250353800241843,0.0015531184991713033,-0.05879324341407346,0.003888827215218577,0.014547721452520056,0.03839178844001969,0.021179249990513665,-0.05800728940906448
HEBP1,-0.035882033315046066,-0.005699003630886165,-0.04436062775649015,-0.07120049678679172,-0.009089657796161195,-0.07883082735924173,-0.010602526598615953,0.0033113932948634094,0.030348109485119523
WNT7B,,-0.02299617063393412,-0.015542989144951766,0.07812242380820728,-0.024901600184726813,0.04183989590633867,0.08642130965767762,-0.052854714835548204,0.09326790549728863
PTMA,0.01808766497963969,-0.020501844274017755,-0.007507108287615658,0.011052850344509896,0.021712532959588544,-0.02965804351473716,-0.059971676674945185,0.045892903258957625,-0.024750884075244235
FASLG,,,,,,,-0.023159868106303386,,
CEACAM1,-0.030603690425679186,0.0016573815931536914,-0.014716200110870426,-0.005116152868184155,-0.01652755420401692,,0.06017533297272933,,
PDAP1,0.018149236908367138,0.003650960448115036,0.019174710170439528,0.0288318598031086,-0.013521201968099746,0.024378517536385758,0.03401428279222055,-0.008078209412488595,-0.017539824577158643
QDPR,0.008230507687926276,0.04524272219380601,-0.0055231025456393325,0.0665093357433871,-0.029388189863910775,-0.043641168297671735,0.03797078016465478,0.09318922466963432,-0.047778770315523175
POMC,0.03816237612623995,-0.02766108550980128,-0.02158211321659582,-0.07059178105437391,0.027462259878646023,,0.07048986183456517,0.005947008321723459,-0.027340277453367798
CCL18,,0.04814152694787467,0.015732862131609755,,0.008238693239313373,,,,
CCL17,,-0.014063966792326285,0.15830544168998004,-0.010331817313003061,,,-0.02099181913080404,,
VEGFD,-0.04160504648970839,,0.04134460502194341,0.015262515791237094,,,,,
TNFSF13,,0.005311643926239326,-0.02309123944367323,-0.01433774453120055,-0.018559335652526744,,0.013605599866841967,0.03294062880764382,
WNT5A,-0.033834940263388895,-0.022122090065374828,0.09136407825794703,-0.04135778499145512,-0.07349735621737702,-0.06098427592818078,0.008047968854352392,0.035533685442001584,-0.09686326749557621
CXCL8,0.0028648154749037957,0.007976505790628549,0.07214287672535827,-0.03224951088350261,0.015994971456663166,-0.014606579294128102,0.018020469471499836,-0.07916409151356102,-0.041905864915739575
GRN,0.03373895682390209,-0.04726602427268198,-0.0040201641191726385,0.020609909729658937,-0.0011621728958209029,0.012962269682473814,-0.04716267394544161,-0.01719275088359479,-0.03990069717241148
MIA,-0.04691486119911111,0.04835555949014196,-0.015041568599833167,0.06631923389999064,-0.05295736586018503,,-0.015347854907675535,-0.024035792736850928,
COL4A4,-0.032577570780855665,0.06239203506873993,-0.006301680975871873,0.04388896324438482,0.06081872097490133,,-0.017072618188093257,0.038226391581021944,
TAC1,,,,,0.11982756652460494,-0.052052736470915774,-0.027595880785454014,0.014715875186954932,-0.0683369237924592
RARRES2,0.04726241982765521,0.03807362130359803,0.0332698380953615,-0.04221895140324149,-0.006668683427709502,-0.024097841079021465,0.044804039550032385,-0.042726444170563524,0.032975511409693244
FGF7,-0.028488467278747785,0.04138657093806952,-0.0010625981347431293,-0.031377016383083316,-0.030497645470944523,-0.023389262987946833,0.027686581403784598,-0.025740195563665,-0.022863817712190523
EFNA2,,,-0.013986763351986562,,,,,,
HBEGF,-0.061907972097894844,0.048830117988140284,-0.0113778751484789,0.01772511070145663,0.03531401239250401,-0.0714750184979038,0.05633425889363237,-0.0992574570314394,0.04234240139535343
CSF3,,0.026571324737478377,0.0668671919757499,,0.008311305517010458,-0.02505168961420641,-0.02210114717441479,-0.031089161487649224,
PI3,,0.012761402323656797,-0.01263837591680785,-0.031946713213997086,-0.051961515344488875,,-0.04801845042365933,-0.030275748853327813,
PCSK1N,-0.0008174576750124844,0.005221869120719975,-0.03294016484041492,0.009223682645201292,-0.0013410948610231993,0.06136225949441231,0.031238552480548753,-0.00996180692239291,0.032133040921612094
NTS,,-0.03280977052150884,-0.017040216968293682,,-0.02555622779089098,,0.07062325609850091,,
SFRP1,0.005037265740794382,0.0035291906990764224,0.033968563283287345,-0.0033685048747280656,0.02490411395541592,0.02680902924236864,-0.03196825117379528,-0.03878623212127193,-0.039744495402293724
CXCL13,,-0.03159055293277515,0.12472802579735855,,-0.001011954122091109,,,-0.02521753308468684,
MICA,-0.016741653884313482,0.026595480622148494,0.05037343149964512,-0.04356713165585787,-0.05679746423791762,0.05545701759567759,0.029012393374669026,0.04582335217631385,-0.011961753026230522
TG,-0.06644799033599111,0.02797759082513147,-0.020986889972072403,,0.07697551591666489,,-0.004794860347405725,-0.0277898519585211,
ADA,-0.051397286911671315,-0.025833176289930433,0.025359662387226173,0.041857651700957545,-0.04524336181820367,-0.06982950144279183,-0.029468948226970226,0.143155560890682,0.017067022641423638
LAMC3,-0.029137167581866966,-0.050168070883675454,0.09452318834791525,0.04795460248402144,0.035374202070556575,-0.049242881070970905,-0.002053879070419445,0.012537547239084405,-0.0731864878393509
CCL7,,0.10069570978335356,,,,,0.09881045878469516,-0.052644079861725215,
NGF,0.06782807172863281,-0.024344146888160972,-0.013798757721408254,,-0.020657769508600737,,-0.004360353981804018,-0.01943584928602106,
TNFSF15,0.1701771412620362,-0.020549311429257516,,,-0.014713881809960416,,0.028469926126529523,-0.03440780139259124,
HMGB1,0.009243675547479306,-0.03817599120905056,-0.05396042614385969,0.007311225446322274,0.09125258834897347,0.038359689250233864,-0.033110618773282634,-0.007789673671474546,0.1123114813880687
ITGB3BP,-0.0635131637843168,0.07507937123373182,-0.01581185061567844,0.04203824203011419,-0.017258413767390856,-0.05937621498850295,0.027063366231141354,0.056070278723956396,0.0192278529745228
AANAT,,-0.018491918853149807,0.0027258510875336076,-0.0036943096840428105,,,0.07539392540174854,0.03502082633335892,
RELN,0.0201157138968497,,,-0.04840062721214505,-0.01777277464880704,-0.04541924182667902,,-0.02308052305786179,-0.03628170380502587
IL15,0.07740830246777641,0.06832655958784689,-0.02033378421070133,0.007954801118288017,0.02131423095638497,-0.026495968918434462,-0.027702463886939418,0.07453828337094769,
UTS2,,-0.015747222282400972,,,,,,,
BSG,-0.03295637332342694,-0.00034448709449836365,0.02160685279080799,0.0375856701542869,0.014733337036354925,-0.10455617085071198,0.06005812841082517,-0.03086574476949373,-0.043810131293732915
ADAMTS3,,0.031150278171627587,-0.007660134657699159,-0.019306097867496944,0.02428083945425195,0.004237926485939019,-0.04920106973495606,-0.019942447866487755,
CD34,-0.1195931247104036,0.04827220676426769,0.012504918297589289,0.009647671589086346,-0.01798762087341323,0.07763131719010052,-0.027846990802103778,-0.026453585629455694,0.029245358687249007
PLAT,0.043127613090309984,0.011469341654746735,-0.002644246309221406,-0.021669275292525835,-0.004587385965617383,0.02313113407759374,-0.00563406776087274,-0.03881806134156191,-0.09260367270558818
NTF3,,0.0593616706738541,0.0586957607254152,,0.029323602533195842,,,,
LTA,,,,,,,0.03383964196698501,,
CKLF,-0.03649984900925561,0.010434949507514961,-0.009412954167464226,0.005446070401294671,-0.0011094393530974326,-0.01963586587159747,-0.011811156831247352,-0.037331439605786755,0.07991524777632654
CD24,-0.09394265076055228,0.020239961321678778,-0.0005089426483748564,0.06302434573568798,0.023175328923127122,0.058538569087236245,0.03863625388130266,-0.02504931247414642,0.06268880421450199
HSP90AA1,-0.0021685624004778438,0.02505865499821482,-0.0313939725456839,-0.012847126010719419,0.03601576998183123,0.028923573609161618,-0.016185928237763932,-0.003871964627335793,0.002517031870872474
BMP4,0.04702288445141861,-0.032827943496684844,-0.02501422662628261,0.04352428933672548,-0.05098708733097962,,0.02356111129884611,-0.008536434537007335,
