,MGH258,UKF251,UKF259,UKF275,UKF304,UKF334
BMP1,0.025412739121108734,-0.041776270602990176,0.025437434265466106,0.048586403675831134,-0.0004507161629640647,-0.015661315981876932
NDP,0.023225592679485818,-0.046991735005387614,-0.02847118383887057,0.009541179545434004,0.08999223178910629,0.09796811842816674
TNFSF18,0.1384138264224736,0.03180877707459171,,-0.010647509681371023,,
IL36G,,,,,,-0.02263372909112798
RTN4,0.0057704105944722,-0.0030078943107414062,0.04810548785806904,0.06708631097669927,0.03316580338977702,0.017004523222611714
HEBP1,0.03728241807454366,-0.0037977205886847386,-0.005669479947630176,0.010414627935540488,0.009660098614352563,0.03992335861193957
WNT7B,0.11783280345128215,0.01568405649031087,-0.022753995280856167,-0.030520095349847606,,0.0861279340036126
PTMA,0.05276844651145304,-0.016637786394706876,0.02169746831351862,0.047135545425681,0.04815574103727148,-0.003797447152240425
FASLG,-0.02293360655628557,,,,,
CEACAM1,0.05422993616432032,0.03567449579693378,0.05334845874508298,0.0003771236561728182,,
PDAP1,0.00587185535777413,0.010196381270340478,-0.0059135775234674635,0.025553159921172068,0.011966784390772148,0.047465699088391024
QDPR,0.023976290735134815,-0.004221662701455847,-0.05228485725810314,0.025945532341056447,0.07820435742608085,0.0005147518817316465
POMC,0.07326307344834736,-0.0414048584165136,-0.024467732455495543,-0.012354528249030876,0.05233936311080364,-0.0027549090804557
CCL18,,,,,-0.027831902208272603,
CCL17,,,0.0033175062589450924,0.0074987490763022335,,-0.02067655409609644
VEGFD,,0.007097707421603443,-0.01696671315743807,-0.014148202783512946,0.0347375133563568,0.03767742391650303
TNFSF13,,,-0.01050457719230214,,,
WNT5A,0.01624191120712812,-3.576826229427822e-05,0.03544883324584319,-0.03085693419846479,0.022336873605839244,0.07810204932135786
CXCL8,,-0.031251479693619966,-0.019463836286788293,-0.038405314458528905,-0.048198874577889884,-0.044420903320170305
GRN,-0.038154941268377277,0.057583162200382176,0.03818069132339642,-0.029916178077627094,0.0655135736357159,0.05849662282160519
MIA,0.04652910699967314,0.015457111983016008,-0.0019446746133788349,0.018094123627227725,,0.013818947337567696
COL4A4,0.0801143591772354,0.0682655737269702,-0.027492928574017764,-0.013864227203243833,,0.04359121082924253
TAC1,0.058597828319698994,-0.05577699635926141,0.05351218301184678,0.10191387669577852,-0.0347832725907696,0.010895948259335842
RARRES2,-0.0023907517429015497,0.057933093348884385,0.014429160035362263,0.01742214407229562,-0.044407241919071055,0.04306317130059829
FGF7,0.08722479783281067,0.015273948392892457,-0.026994696835559745,-0.0010176036917295937,0.006618757524078749,0.044847238821095294
HBEGF,0.06284087221657007,0.03224266382577824,-0.06152916918670019,-0.01231992475167638,0.02036675182088628,0.005381309899568765
CSF3,,,-0.01815156035249213,,,
PI3,,,0.009973200721359052,,,
PCSK1N,0.008432990161067475,0.006902487106845509,-0.0051261104173918005,0.029599330811367005,-0.06525914997561384,-0.008277856418962972
NTS,,,,-0.015838267966539643,-0.02903475615455533,
SFRP1,0.007810690568463117,0.013891618910735848,-0.013287832749183917,-0.02002671357623071,-0.057252256584265804,0.025661771133402404
CXCL13,,0.005830517973399249,,,,
MICA,0.028706777596260818,0.02237628248450355,0.04922688805351265,-0.04562809235013917,0.044221832967531315,0.018054086700510008
TG,0.07661082919779963,-0.0013168716325578263,-0.01433967678409954,-0.013378611417638507,,0.011297926407141182
ADA,0.058123419852871894,0.00401011967257094,-0.028538552735950518,-0.04332104898490076,0.12409884607642412,0.044558653618108054
