,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
NGF,,-0.021436315930359322,0.006280291946431875,,,-0.04114493858162486,-0.03137505491138749,,-0.027121921754399838,0.11473071522318624,-0.047033718665230345,-0.051922885786993965,0.047344686973211966
TNFSF15,,0.0013180523288300018,,,,-0.01999641822732238,0.0005608445689767429,,0.05400437324441935,0.04414664096002539,-0.047500079222029715,0.02015075858551342,0.02490506561460047
HMGB1,-0.04947681558863918,0.08243598587991059,-0.06688670174531289,0.024345872730659673,0.12654864063883256,0.05443479677820721,0.036466740703501435,0.07243194806432343,-0.015090506682775475,-0.0028533337224119965,0.02424004705022477,-0.0214932055777759,0.06467096405294322
ITGB3BP,-0.03612285278835541,0.022108501806084452,-0.0282972047975385,0.011053131418654976,0.019706282933805625,0.007458828649486394,-0.005348208216867524,0.040304983806346305,0.0014879035724208608,0.017331618700606826,0.03730817052150406,0.08932076548211582,-0.03545056096769075
AANAT,,0.04676151266435711,0.03411840112230119,,,-0.018194697424774583,-0.0058212220073287245,0.023701889930854394,,,0.05214455945941453,0.09357319446194813,-0.02253803949826956
RELN,-0.024420745100548574,0.0621706146318227,0.050918364393124985,-0.000498236165374222,-0.00504228347449069,-0.012981076606325031,0.04384641689848333,0.0015452836659903813,,-0.027499756895559266,,,0.06985644845733172
IL15,-0.002611313378454218,0.0021285850663108606,0.021847685779497812,0.019895497332678435,,0.009893785417490157,0.009841462982383543,-0.02692165028418856,0.16742833970545878,-0.048039235072657956,-0.002081159581256568,0.034259646737931956,-0.05299947165811546
BSG,0.04325900430668289,0.029131062989099673,-0.021504899760717802,-0.05871076418389222,0.004547962085144586,0.019498094145939074,0.006341816095573011,-0.05614943914280617,0.04642739635855356,-0.07348996903824803,-0.003439424533633436,0.1021504452700521,-0.011265807468081755
ADAMTS3,0.04914004926630728,0.015510969222417815,0.005068389223320834,0.02026725893613083,,0.09851792024829222,0.029757854457947496,-0.034826045508620354,0.06524077957772062,,-0.021703499125256317,0.0037182061834510447,0.024456856910181114
CD34,-0.06646737510296342,0.05858081045415507,-0.011627421638744211,-0.03678260519158601,-0.004086524648848259,0.01863617419928489,0.02929520874118188,-0.014404400610446944,0.03813504934324494,0.048980825014958033,0.027957981926270734,-0.012738929194456712,0.0015899668423856976
PLAT,0.03381420595924847,0.03754571091965911,-0.01584223453685458,-0.027143784523663686,0.10221409876856573,0.028435700589233563,0.012158419553086962,-0.02733196499133058,0.041431839953795464,0.023223108710238947,0.04678669046231209,-0.004455033539354768,0.06285191045855397
NTF3,,,,,,,,0.023647386314860915,-0.0154901960045117,,,,
LTA,,,,-0.02152632975350655,,-0.023015496460518727,,,,,,0.043324385862962056,
CKLF,-0.01907574579003542,0.04495198631809195,-0.020766645697795155,0.05558670509347737,0.05515670429207986,0.004877554320709666,0.05526828326615963,0.018741231005845186,0.045277262612185086,-0.016541383583919517,0.09945739919294821,-0.02355005628429513,0.05840726104024063
APELA,,,,,,,,,0.013185986427404631,,,,
CD24,-0.030521080520180453,0.014006283565007834,0.030168044412830778,0.021568567115245994,-0.021328892731132594,0.0005139427829915185,-0.030571872045892384,0.03025705642504833,-0.031165562255476783,0.009811816259219864,-0.016113666902251526,0.005395583166267781,-0.0016227599615873211
HSP90AA1,-0.01887096755180276,-0.08946061957827392,0.013501425149390883,-0.013502926865689093,-0.017272677165365714,-0.009277157694072048,-0.10071532013660406,0.0018319716908883434,-0.024567186669942967,0.09188994854488762,-0.10214638343851926,-0.008947240304108404,0.05609915781332903
BMP4,6.491716192611402e-06,-0.061752025584922245,-0.04286221957151263,-0.022819171412289646,0.049369184053741265,-0.010248273985387395,-0.0073234087442690474,-0.014047738313226461,-0.028617218088576913,0.019041174682233163,-0.007680121482136363,0.07477964380531607,0.0020194316659981225
SCGB3A1,,,-0.02209150802939351,,-0.0471433148147314,,0.00876758463425596,-0.024215100557966714,-0.005401382682450977,0.061585969533966035,,0.01235537509156943,0.08137213896841998
IGFBP4,-0.02857314759207545,0.02614231263026734,-0.00021880596945319326,-0.0447668924764754,0.02544095492947683,0.023500769676774964,0.06508430543566661,0.0015476415801008048,-0.008480377617812212,0.04636110490904762,0.0838866299258577,0.02622121727035652,0.004268436072769279
RSPO4,,-0.00944057407210654,,0.003491288506005589,,-0.0026906028307591623,0.060323024235036785,0.012437233624030932,,0.022353654742998063,,0.02129435210080416,-0.028419575055225046
LEFTY2,-0.012152998608697625,-0.016768578882335187,0.047466746711029115,0.07029065457151512,0.051677578268870365,0.005362726917792648,0.14010478849839925,-0.01565678852599459,-0.006546189058402356,,0.04222715492038326,0.021739142601206657,0.023553378857483123
PF4,,,0.14474033251805046,-0.019581122645032173,,0.020591342797443415,,,,,,0.04446643729535188,-0.022262661253572315
ANGPTL2,0.004411812788019562,0.029018094869653233,0.03449543771653077,0.023862203961030642,0.08374451137700571,-0.0008508624617994475,0.07813113284233751,0.06606442719198277,-0.09572669739348807,0.06598617253199991,0.05420146109885261,0.06307071077930215,-0.0231137290323851
LRIG2,0.0845514959277397,0.09383544229507008,0.0062404368848863094,0.06699079831347726,-0.012468788303858563,0.042376675103636456,-0.07818826705429202,0.03236117707020922,-0.034938250906510974,0.003222714502470108,0.10745522966843953,0.006222872521132072,0.0341365491100873
ICOSLG,-0.06477030020835821,-0.03301529760343432,0.06477256203113615,-0.01673448232261372,0.043763894855180056,-0.019555115841034098,0.03401108751885669,-0.01938099551003176,-0.05055368497759024,0.02800064346924636,0.08324518093917001,-0.004677780022966615,-0.037789222934926724
WIF1,,-0.05495249299830018,-0.0044144306356350095,,0.025696621363096386,,-0.009051436209682696,-0.02609350688211598,,,,,-0.04085150774352289
NPPC,0.03799823650096664,-0.054826080065162194,-0.00719702724626729,,-0.05914519078662369,0.035098476173910965,-0.0053118454095053246,0.027381650826526355,,-0.08089591305212677,-0.039471767589460964,,0.016855193496558025
LYZ,0.0002111191318983736,-0.031059090942879824,0.02123411870939175,-0.015543509115869754,0.0690524072094017,-0.03375459141419288,0.009544875505744033,0.06712884143887521,0.15061952765879483,0.09955241849696786,0.0075802208709896115,0.02234103403859539,0.02260463097422667
EREG,,,,,0.030222157332839575,,-0.012912221220860139,,0.11669554561332163,,,0.018800696779285694,-0.025630918033117744
SPTAN1,0.023272465656806244,0.05444672070556247,-0.03654550417306425,-0.03781576623572166,0.10952006578537186,0.06621167513990568,0.019777854570856457,-0.026367001430925536,0.05403342215160191,0.11706679537722313,0.05475155104704685,-0.011451811681276111,0.018119861733130176
LIPC,0.0012992729996856125,0.027825735501582294,0.010204661715596006,0.049957587447187236,,-0.006341855159584629,-0.0021894378920244754,,-0.011357907166107252,-0.0019694144150969573,0.05759164443551021,0.021948791783491416,-0.03471728760507056
COL8A1,0.038416314842468303,0.05984621397343061,0.007481554388583752,-0.0011980714367130166,0.024950741775580307,-0.010413469240863307,0.022061608614781496,-0.009232177829895665,-0.01219408595872671,0.0906271724019,0.06697708179037955,-0.013526566790007528,0.038583970640404135
GSTM2,0.053078189717934876,0.07302751570391472,0.06382776899491072,0.027658388633055725,-0.0589084528550112,0.06865941880366283,0.06869597707835116,0.004607982735228293,0.027845091643215702,-0.07472200815641786,0.033771858282169,-0.008052072101864587,0.0678746468186488
SPX,-0.014601219752257965,0.023276720829496507,0.05740204806565573,0.036471830734344776,,-0.026337405994422768,-0.03445877890138223,-0.02310821526456622,,,-0.020954240765716312,-0.010277150724992766,-0.013978978371917682
MFGE8,0.034920523439235004,0.03954293642718597,-0.011494173488271416,0.0005932755059952467,0.004400139847230827,-0.010466442256789669,-0.06560800600643887,0.003404881769724128,-6.839094784632953e-05,0.04450233599228261,0.08765436687032785,0.056612310965087724,0.013708814351286928
TGFA,-0.004181619501338922,0.03904540405064139,0.03151463671918281,0.002214551962657672,-0.02186910253949854,0.020984919548406086,0.05087079843183664,0.05258762403715354,-0.014167173387364933,-0.006244563248947869,-0.0588407274275002,0.023136476067193983,0.008050394150087356
SLIT2,-0.03031566253860437,-0.051738023081584504,-0.027494795166672022,-0.04388310969923587,0.010507386764103592,-0.009965230360099338,-0.04200858013315208,-0.02005260044493918,0.013801068426311337,-0.008875732813202818,-0.04463907836600657,0.01482075526719611,-0.007072387905668192
PLTP,0.006987112140112376,-0.00967166186588327,0.02874572168165447,0.04065952813845757,0.11038816640186237,-0.0053759205960313555,0.035371381168899256,-0.011178325687949716,-0.03580057905966173,0.057900917750645556,0.02845850700833712,0.013254267951666452,-0.03396161473689061
APOD,-0.060923249710762226,-0.020100205630203417,-0.0549693119951001,-0.0029119994136694197,0.09729333462527816,0.008122623347802822,0.001027384753383486,0.01804592057165449,0.036237714495967514,0.050098878798958496,-0.13021318557315023,-0.0008227953682343025,-0.05412348134704719
B2M,0.03265812894990111,0.030668053167299855,0.07095397646926184,0.04543332444881231,0.09731993436815847,-0.0038200296745492584,-0.007084032039604775,0.0876448709685982,0.12882295418235717,-0.010492634434242271,0.015903131184334583,0.039411608021506325,-0.03234764940456678
OMG,-0.02344015181982186,0.06163364902543307,-0.05329723335915138,0.06713659429256472,0.03490882908845493,-0.03645501683251354,0.013729209174388482,-0.01569549168299428,-0.017141604861413567,0.04123289771537688,-0.06582045546576663,-0.014192228929017203,0.024959171737873816
CXCL3,-0.02372192347892697,0.03811836356172159,0.0705025206920159,-0.007414134733590877,-0.00910955190671627,-0.03976810406454087,0.005800230565698601,0.021203056981950238,0.11843044544462629,,,-0.008391648405281843,-0.04785571152775325
CXCL10,-0.02196955502410128,0.0038366192437647574,0.012784215984523171,0.02760503520667939,,-0.010447016140900335,-0.042207988156731845,0.014321527551683831,-0.023357192633137965,0.0027198043646914694,-3.6834829508351846e-05,-0.06896252913978532,-0.02940330932226854
RSPO3,,,-0.030008506709722996,,-0.019657726413655718,-0.018194696080392446,0.001094374348694511,-0.03342691329219834,,,,-0.01759923396172015,0.026629736524860805
CORT,0.03452217902312934,-0.052122514048902696,-0.04855755136957116,0.030399709365406667,0.08820736514620757,0.036300723109984154,-0.01651122927526234,-0.007061897187467553,,,,,
NCAN,-0.023276217279547328,0.05803986493950519,-0.024233447765653154,-0.033464406827782976,0.051067799259472885,0.06056278916892085,0.009995231789684906,0.02602582128487408,,0.012243741990251146,0.048564663049021226,-0.0057740677407834866,0.064477715165239
PRG4,,0.017358636728872705,0.11627375447787272,,-0.007899144644133698,-0.01795738038549021,-0.02866800991860569,,,,,0.05616057772956324,-0.0309865914609185
ZG16B,,,-0.030634253994001312,0.03433185398885099,,0.008277858499824247,,,0.032339850830624864,,0.0016316950055665727,-0.002953912842815661,-0.018992333303643017
TGM2,0.049295481167176074,0.10527887803944544,0.033407791247042684,0.002752699908840476,-0.04978257219953453,-0.00689288722795538,-0.014624733467706118,0.05082448515745709,0.026822057499047425,0.00917902731455017,0.01802151548818945,0.025692891975240675,-0.03592048520335284
VEGFC,-0.02945714211206445,0.0509859453629618,-0.007603168553275043,0.07917467597796568,0.018808362829584365,-0.032004860110371826,0.009371479590060716,-0.05953531837914787,0.027692940018261305,-0.028451225785352273,-0.002210935395192133,-0.0003145328841955122,0.0012340445846328939
WNT6,,0.07059345869770196,-0.015454945446196197,-0.02179070640650294,0.022551463137406323,0.10664936974186072,-0.039501757668165334,,-0.023060870163436383,,0.006883922011147903,-0.02650231357264004,-0.01962477841382274
NRG4,,0.05678514357099201,0.09593128246586609,,0.06150307941306115,-0.021854953405186065,0.016341415214170967,-0.02987088666667775,,-0.04611399733638464,,-0.017599235934174392,0.005249591745536046
PMCH,,,-0.023451077621348477,,,-0.0302821671294719,,,,,,0.008823495876569096,0.01792966122167199
COL9A1,-0.036451656581644266,0.02896504796072792,0.06687577076997124,-0.008704257317366229,0.03130256896133598,-0.010204157686709249,0.05042291524101173,-0.005177848370747881,,-0.003972849122892332,0.03869735759319992,0.042348418620608105,0.04527156829945729
GDF11,-0.028467054136369855,0.061759072190978134,-0.04829074043387092,0.008808945993626633,0.0930305660365753,0.018120650956283804,0.030251638013776325,0.030692613154160286,0.010425925390016617,0.10140838354312058,0.0071054330111666964,0.029970611218838268,0.0482404247772054
RAET1E,,,,,,,,,,,,-0.019306236773844937,
IL24,,,,,,,,,-0.01925538298326156,,,,-0.03299416840936937
SORBS1,0.001994134003911641,0.08826411815675908,-0.020050868556212516,0.024779200511009822,0.06862058768991407,0.04918571107499153,0.044477177642481776,0.005072199790980069,-0.011828350381764845,0.05972730684606235,0.059964911165604484,-0.007487312076570456,0.10233139948086925
DLL1,0.007138523081867283,0.06779442198059805,-0.044294276872059175,0.021156907611036616,0.0342374680969452,0.006210575733525712,0.030029828314046988,-0.004902991006626367,-0.01846372030260253,-0.009661052994602634,0.10306520815545137,-0.016572493495547763,-0.0002331904870382906
TLN1,-0.044542308415531535,0.03942933377248143,0.08523546781062495,0.06675150070002903,0.005471101858017857,0.0414537889985691,0.06234178658960252,0.016114978315638233,0.022740373731310472,-0.013497565284045462,0.0016817737268605803,-0.002706863141867698,-0.033401002335207076
COL2A1,0.024890621433924308,-0.026975098327769304,-0.028076807312807917,,,,-0.02560488184585825,,,,,-0.02561283379113502,0.05158410817087863
SHH,,,,,,-0.01866066657216449,-0.047304626199396786,0.0027200026172930014,,,,0.02873372070378608,0.10184037401974791
PON2,0.07809213717151513,0.11037760635961555,-0.01670777328429019,-0.040501447553438936,0.13628790496454005,0.009357816672069611,0.07108460802509452,0.04649534084736719,0.06125155273208605,0.06102289366979759,0.014784999357598758,0.023921743103449127,0.05498467088469035
ICAM5,,0.010684379756966964,0.019046644578427085,-0.01589070328075175,-0.04714331815105894,-0.029083973315545106,-0.050364993461930595,-0.03815726468161873,-0.018227585878008674,,,0.043630636764474824,-0.009429820491338484
HPX,-0.03142734546548576,-0.026447615955184765,0.032828801109554176,,0.005517288300595487,0.014792786651050965,0.03614595663059047,0.02322478875567168,0.07342819230476527,0.028343395383027922,0.10999340480662285,-0.03035834844831238,-0.04709878049710448
SFRP2,,0.022414443395458825,0.10636471911315258,,,-0.021252476971865622,,-0.05025706992951393,0.0011338012110551395,,0.02647063715332811,-0.004226995848607048,0.015620791671554638
CFC1,,,,,,,,,,,,,-0.02611405758945641
CD70,,,-0.00964400820663901,,,-0.027511698311811078,,,-0.015282104488008416,-0.06503622301397084,,0.005422817907643342,-0.041630904124439934
HP,0.011354093117412136,0.09342806575768414,0.05828361333690917,,0.11310972293713269,-0.019173938476768463,0.02673853916257968,0.07238733447517652,,-0.0296805060356333,0.04738668277727666,0.03650789119132341,0.009093728123594233
CXCL2,0.03718715917707157,0.06371972090183811,-0.03463350994854467,-0.042068213623861594,0.00217857038792737,0.019966600847745666,0.06376168173232874,-0.024181079997855095,0.09041226733298822,-0.030636596160352764,,0.016078095603109077,-0.03843457734848837
NPPB,,,0.034240252504881594,,-0.030519567519386497,-0.03769860514889837,,,,,,-0.017852464824434845,
CCK,-0.0063010959240416145,-0.0012810257281885438,-0.05730952176357512,-0.0294366917826114,0.04209112285016611,0.03591849992276315,-0.06828897471814326,0.02411968191604875,,,-0.045610082263779,0.012152134222744684,0.030883542400432763
SEMA6A,0.018527002525435467,0.08561692887267734,-0.031629056999327304,0.038165884333777204,0.010212043417454212,0.035619730975676875,-0.02153673844429925,0.016205054822082676,-0.02429947227791944,0.08761586134638936,0.004378681621800075,-0.038344747603862,0.07666735629191558
IRAK4,0.0010145916183914425,0.062198365837432865,-0.025733544438947323,0.06630089183051788,0.023829500847508362,0.037813391384574783,0.09067212910247195,0.008890159689614343,0.012876790456350215,0.056209045080501896,0.12645993712806647,0.007920660324139472,0.015092975386436624
GSTP1,0.015511150155572759,0.04547427558655052,-0.006243936827072264,-0.01716423104565697,0.041321078042031716,-0.018957358239192593,-0.02985471264300547,0.06612683255560671,0.09650949966526866,0.004073692247261932,-0.03002608009036618,-0.024103089682884847,0.008233349997459975
VCAM1,-0.01477893710606033,0.038078530109209016,0.03837858728945961,-0.02202110294372799,-0.06417282142917653,0.04109784559165971,0.009679640217970454,0.005283455140906517,-0.060255439751243436,0.021317807032376047,0.01118327714299461,-0.04492977515637744,-0.0068284245175492435
NXPH3,-0.029497182951785415,0.04067899344595895,-0.0025673587824893906,0.0323557784278499,0.13795176070241963,0.028538026017347312,0.021707192769411392,0.04542587201830542,0.016745450551242304,0.08052976343554205,0.05781657890328814,-6.447670995050469e-05,0.06556559669133702
MTMR4,0.06519353972785127,0.07728932139539607,0.009254139900236309,0.019938956364096407,0.013335418663210606,0.04323020224853811,0.0014485656039239442,-0.038593402895998226,-0.004313324818946038,-0.0486839208013011,0.014831235045225216,0.01780943157476252,0.0003997395521636628
LAMC2,,-0.02748808480242587,0.05363421840631499,,,0.02333375109089676,,,0.00019588860591927696,0.042673161208976004,,-0.0340144201687627,0.007172001429276846
IL10,-0.030597001194387873,-0.07586542984523449,-0.01528131546393227,-0.031211301362464087,0.0005218037233351367,0.00430623896891442,0.07573842699166296,,-0.03702590668374799,0.04436820617569732,-0.018189070133384038,0.05782496131778914,-0.04943807907352182
SEMA4D,-0.05963770950894775,0.0032678415422504824,-0.02157147249502072,0.023559134362331927,0.10790667044131055,0.009108767675735624,-0.07725402270751476,0.021169186717429133,0.030155589132672585,-0.017105665568518072,-0.02061893260002599,-0.011248465758509412,0.045045975206118236
TRH,-0.027047309123846713,0.09979209195495557,0.04214090005642329,,-0.034062881572328514,-0.03777875014060288,-0.025197145006898833,,,,,0.04116030410098621,0.05491909982362317
SEMA6D,0.05928245197668238,0.0683046695247918,-0.04430569657202084,0.014030320144857118,0.12078192877502456,0.022385729766749827,-0.046971480065144615,0.05212375180351882,0.03303919262515641,0.07460988072325644,-0.01976741048875962,0.023358815715483986,0.0036730929131809876
CEL,,,,,-0.02224445105444669,,0.021702143253201474,,,0.007677760015671104,0.11259389774371542,-0.0039054946533942946,0.037709758913514274
PDCD1LG2,-0.018601893702112432,-0.019378490875358083,0.06962306867668192,-0.0189719528880248,-0.009098073948180173,-0.039498647662006316,-0.049485214773515945,0.010826252851692217,0.10361565607092571,-0.04278255755290452,0.0915188763945486,0.03568768811854481,0.016115286995385697
SPINT1,-0.02956166558859457,-0.018362882004201855,-0.024183526866629747,0.05014310295376473,0.030318156307715352,0.042679038623048886,0.08766030079083138,0.017475626078061492,0.01497011765895871,0.01761465496364337,-0.04111109497315168,-0.03947691009788374,-0.05782503419204414
CTHRC1,-0.047261289576864415,-0.06845190872956503,-0.04114564219069333,0.0176037053706667,-0.02728610011027671,0.021012156408350118,0.022657412885555946,0.005860092097331178,-0.10990279729987701,0.07758396592721133,0.04951863836974084,-0.019980698201889135,0.003190821936175347
PODXL,-0.0034005737206440193,0.05301012860380077,0.03930109269854505,0.0010290140995777705,0.12644079286342452,-0.005772362098901315,0.04840823641336875,-0.02576417737360852,0.02996906468525312,0.10419759604398444,0.04494763971288569,-0.020499648331676605,0.019800954425485837
JAM3,0.002598032944982936,0.012681439779482925,-0.004070500772044856,0.011770032520506804,0.0328380768460938,0.012206802543532926,-0.04022412623625951,-0.06703984790620825,0.016914674731358572,0.035276393333803245,-0.03450914020168518,-0.04339314915282289,-0.00752291647143017
TGFB2,-0.02877620557467722,0.019241976634293664,0.04349569117635588,0.00854186249998811,0.0063014346062100456,-0.021471049025419606,-0.025398777337763342,0.04225680325248173,0.0329818302742261,-0.006090102423836356,-0.002225839924186119,0.04075909092042565,0.010659075515656704
COL18A1,-0.01591521964543218,0.09481845626006587,0.002218851779476209,-0.0068562220570643545,0.09850543130872101,-0.0032221534265802158,0.0937240065622494,0.035875189231255586,0.012845926236666572,-0.0332806960927274,0.01006591984078774,0.01941273274041996,-0.027120258528462674
NODAL,0.01424402556505907,,-0.04596339511121683,-0.004771486668037767,,-0.028351154306422648,0.06317157400134744,,,-0.05379363549407927,0.06386238307200673,0.018299604282174683,-0.05042681417402327
