,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HMGB1,-0.022618539339228087,-0.11379170658240738,0.06355052555261116,0.018886726005176175,-0.040778273868730563,0.020228776089637916,0.02012998333260294,0.1751638752949152,0.20121681546916784,0.0023559045445530977,0.015452936589115876,0.11651254900513826,0.04025307486070891,0.06685791071006467,0.03706806366199389,-0.01842484439688883,-0.12973924557708424,-0.1310762471031805,-0.03852946031779729,0.03582880510198513,0.11985383101928455,0.012682528810591865
ITGB3BP,0.05480032778007224,0.07704099639175437,-0.0034012386249891793,0.021016206637643104,0.010567147642060896,0.008089122869042332,-0.0037777549161925384,0.22992756738106848,0.22857916577333323,-0.007438183804739522,0.033728376779026896,0.0763964073625587,0.08386253647351918,0.06203588646783102,-0.048642153580725066,0.07515265652888163,0.1437223239695275,0.05407325809358902,0.05444876921281144,-0.0017978655808040106,0.13993464088700347,0.04907227259723421
AANAT,,0.003936778362039298,-0.014272354008098842,,,-0.013245853184367568,-0.02545371736387353,,0.005629816302210855,0.013585430146269907,-0.017435590727749417,,0.043681962337600314,,0.02710092531994148,,0.027591804956888708,-0.025950744515344935,0.05897575625806354,,0.0678718064706309,0.08118437313642664
RELN,-0.04082171189904547,-0.10680028956285262,0.017743295429330022,0.010120425660074015,0.036712478231926145,0.02699887310839979,-0.022992435310751937,-0.05218236612337534,-0.12022331662790796,-0.016316733255341363,0.00619704336480518,,-0.07356332560365539,,,-0.09300459930233325,,,,-0.04173024843460347,,0.028075007275910648
IL15,0.11180038391081376,0.0525823043697728,-0.0025216489175648817,0.013888340020029357,,-0.010725860203742391,0.07684198945914439,-0.03687640032550537,0.08661797235631549,0.032288111822720886,0.01783955507773039,0.024832754867237183,0.028954204211801872,0.07222223748619312,-0.06163711027964568,-0.056787939546967994,0.14736249329283854,0.006271831906199432,-0.024370463371803697,0.035667891043691474,0.045064594125953546,0.065493984960936
UTS2,,,,,,,,,0.0709019740911313,,,,,0.02791011501883083,-0.005755970231429596,,,0.028900366773878458,,,,
BSG,0.15019849880742275,0.28249044751949054,0.0790774129316141,-0.025656691196611996,0.013249103207273058,-0.025983103326271885,0.000445679006079335,0.15945148068011897,0.06033608688461709,0.050281209231944714,-0.02224837099837519,-0.060952136212105365,0.09129860920678831,0.11584616362710613,-0.04763583608530989,0.04168729271576045,0.21644767151601785,0.09112201389739284,-0.02124440666536927,-0.06342938060928249,0.1392168111114275,0.24681815723843903
ADAMTS3,0.07843904237128872,-0.04304268011571764,0.011235663530035687,0.016375369884067934,,-0.07813588739741001,0.04629495091964716,0.033837162488027726,0.3042183530759564,-0.02162069172429871,-0.04479810087011972,-0.0017100749463441322,-0.01217152828116589,-0.0231789532100236,-0.02590247805289765,,-0.04673359850322124,0.02551700392372299,0.11946471358565906,0.039183871971096594,0.2194175260036029,0.04971989819170661
CD34,0.036583851133998674,-0.09441709090877322,0.0576115119561702,0.017309966097433828,0.021446352776646832,-0.03300783677439117,-0.03763704885390287,0.14918504140454264,0.15409605170188068,0.03569898508236305,0.043776735535294625,0.06087132183527001,-0.005116268022149003,-0.005110158378634659,0.08606121765775798,-0.045036436251322975,0.1444577337438655,0.1100108439204757,0.08718934816903338,-0.03604219535862432,-0.1024143297264755,0.06604982906123877
CCL23,,,,,,,,,-0.01046690122265817,,,,,0.025924551268417903,,,,,,,,
PLAT,0.13091422743828454,-0.050347204557186796,0.07069010287998415,0.02799385012796432,0.031518930437450944,0.031582464412016224,-0.019489585715584797,0.30223572871824866,0.26812578246943647,0.00872699835373197,-0.04039378224596084,0.03800771741745457,0.07584153164748304,0.044361203867618465,0.06148192792997938,-0.08482867178250343,0.11067684226511092,0.15681743505579704,0.1628297494412109,0.07638053836073698,-0.03162287789290098,0.19540865572797503
NTF3,,,,,,,,,,,0.011312171969906365,-0.03480237537070141,,,,,,0.09853713083451011,0.22341605500128925,0.04030866668709893,,
LTA,,,,0.04165032226779595,,0.00010367970698476368,,,,-0.03620421453973932,,,0.010739719245677282,,,,,,,,-0.008667107798066074,
CKLF,-0.0026371635221435195,0.09497856267696146,0.06480016407435764,0.039019132107830666,-0.03858355667707384,-0.005262718376034377,0.08626175994985424,0.27339325444072654,0.2685073047899367,0.026017688186823915,0.0007938418020836205,0.09872780484211101,0.08938905041019389,-0.013597070731848354,0.05912381750639284,-0.07027708871578041,0.06695095820974126,0.1205220402849468,0.12980662821324218,-0.03208693467375941,0.11290746929654824,0.0903346985419951
APELA,,,,,,,,,,,,0.05049803586766742,,,,,,,,,,
CD24,-0.0591620098128637,0.09297578482004239,0.044676936489348236,0.0781935200905216,0.09874002866309718,0.020169555301732606,0.012064091314789561,0.1950738048614485,0.07550189230231122,-0.012561069498219331,0.08753665487179989,0.10431286077863668,0.09057485449588919,-0.008332743877629474,-0.09545260779111386,0.0223645149057386,0.2936156752566833,0.1190347500906418,0.09101348946347905,0.16334586889413796,0.10037462427905966,-0.02274673858312163
HSP90AA1,-0.09855720795340484,-0.03714168070015089,-0.07881170624163165,-0.0001970624717007214,-0.023415417942882332,-0.00822653329171802,-0.050974709765638865,-0.2707174163507367,-0.2565869332010523,-0.033397542858517155,0.031046411450584642,-0.01721167535523826,-0.16384352062651092,0.005755988000313545,-0.08960867663242009,0.11129423904516628,-0.2633965955538185,-0.284882089734121,-0.31873759599584256,0.051132886306594565,0.010325566016499964,-0.2189004845265482
BMP4,0.007703667247352942,-0.15485882980568313,0.0008836103406059367,0.00018047759966010801,0.045765415249977584,0.0026173227783182038,-0.001695287044795473,0.2536682810319648,-0.02696106646496323,0.013859488144486573,0.015096176380211056,0.004621829665079315,-0.023507885480087993,-0.03894140206505402,-0.04041639472526713,0.06951706887044382,0.1204064113569807,0.07755644812233023,0.0815342858828687,0.0028129468820987796,0.032181626250159884,-0.04574756897086021
SCGB3A1,,,0.008659378089206348,,0.0849360882045655,,-0.005677394578257737,0.07760145574213316,,,0.03687057689518341,0.0005091300463126398,-0.015779428872891233,-0.031203575773190217,-0.04423874117185908,0.023249082178875592,,0.027632470173245206,0.07150015184998527,-0.01899043090827995,-0.02164440350422757,0.029921979127892406
IGFBP4,0.05656046739588093,-0.04143016956495194,0.039969832553691215,0.05215251699613951,0.11610029215832578,-0.039381177259089954,-0.04006675503389746,0.26284385166612545,0.25840013321689065,-0.008416217294017855,0.0007878323220660367,0.08610549716876133,0.05406032093276224,-0.030507113338313716,0.10644126766008648,-0.11552401862945054,0.050830388805577865,-0.05501615261092822,-0.11836569415806589,-0.0219787701856259,-0.14176925636944865,0.07697403122941453
RSPO4,,-0.0010816806428024558,,-0.0007201761532686985,,-0.02827807987418608,0.00843622690911147,,,-0.018575311458703076,0.06739072867735409,,-0.015608669345382034,,,-0.08629366144306717,,,,-0.009527230285784411,0.01419583207295314,0.1302875712349877
LEFTY2,-0.04875368360115337,-0.05170461913166827,-0.00998282021431474,0.00013553156152723586,0.04430774595678774,-0.04586828535051364,-0.021418558356173574,0.17269725710186992,0.17455263739822413,-0.032777438393952626,-0.01832755192924269,0.005593045485913231,0.053233823739692536,0.0613217300123487,0.1528661313776856,,-0.009470161619389829,0.059988408705891734,0.033585879780904555,-0.05812288508551752,0.016811156696420606,0.04572398233680323
PF4,,,0.012841339018559269,-0.022672490449441817,,0.02304993844658218,,,,,,,,,,,,,-0.027887257065581206,,0.010455343235575504,-0.023657298829267825
ANGPTL2,-0.02593383438576932,-0.0021319979953894103,0.005984940834344354,0.034719327652481126,0.004917477567007412,-0.0354907953639043,0.020517986405303463,0.32802124133545263,0.20691118073652942,-0.031521096273496176,0.04106898564765136,-0.05488793772399799,0.1618775058990756,-0.08150740114908277,0.05024327978162626,-0.14387516815443013,0.08817753248434969,0.18090497426202065,0.20754767642838928,0.01657836830261675,0.027793861888932465,0.1731052275717521
LRIG2,0.00538254727016853,0.011431585354880187,0.0321208120200664,0.023391169204302457,0.06841034289561812,0.012698719734753375,0.029631095784532054,0.17417413316844463,0.06301248699300648,0.07788547312594761,0.05020818578547659,0.02083934311537425,0.09846560502502319,0.01465951841023075,-0.07675151455428379,0.05080514588852639,0.2763465056080129,0.07645976796827841,0.07259988555765064,0.038826959101839045,0.1282277446333734,0.06483464549206197
ICOSLG,-0.00530250902544084,-0.030821783454928184,0.02351817460582199,0.03522672765741123,-0.029823637721002588,0.01999361471092565,0.027902499762845354,0.1778502817664179,0.11452938270003121,0.03259059254790985,-0.03218539799049993,0.08854324085930196,0.113596925289829,0.028046286720818672,0.004776048590830585,-0.04315891964517696,0.04154323183020275,0.1933676746009363,0.1442854381707557,0.022196530395426795,0.0580498485820535,0.10790439847395558
WIF1,,-0.19820885526508308,0.0013361039788064152,,0.09078905826514239,,0.036796818355508895,-0.2598520683689796,-0.21011241963126634,-0.010612152091186502,-0.03435704513283092,,-0.11496464595296561,,,,,,,-0.08177777013665788,,0.10815750553371854
NPPC,0.12904211975484664,0.08225023393113076,-0.01629233867916248,,0.03668054235372121,-0.008388036308659832,0.02310061304448614,-0.030122072821464296,-0.04121788372221513,0.06428895700122461,-0.01973148191520264,,0.15070677781484076,-0.01218143697319936,-0.05526662512096856,0.08434662096063414,0.07845373052438595,0.05493228183045826,0.03009212277708132,0.001242818177735697,,-0.020925270969900964
LYZ,-0.09797025382764997,-0.03444628390405883,-0.07303516544932129,0.03768893240180252,-0.028972952053705234,-0.03647043048187201,0.03181954284579558,0.054564194776533625,0.1417492743288107,0.02409178192590487,-0.013410644215384543,0.09484257453592347,0.0025632753442881365,-0.05299968327944948,0.0682969388153724,-0.017404766995797124,-0.0008277608198731888,0.05794563576571864,0.060117925456298855,0.03203039428273552,-0.10327211022230488,-0.03533350024486921
EREG,,,,,-0.02586313542656155,,0.012869994311909631,,,,,-0.027356733518379212,,,,,,-0.06092568374946287,-0.0887469344652749,-0.06019841763243995,0.021519310928383585,-0.04009685347765898
SPTAN1,0.047254346735223454,-0.05192796946064133,0.039570157085502426,-0.0590410225257747,-0.028843279587641935,-0.014894247693284759,0.016565972077855238,-0.1073007384386356,-0.07792477241310751,-0.0002728734683459199,0.056436403301845475,0.05294598474241394,-0.09448577154410673,-0.004111926374057798,-0.09866084281233421,-0.07118445296829165,0.18822978026898818,0.13830917526489714,0.13703028406691717,-0.03399410007613122,0.04859239490066865,-0.16959800766727193
PTH2,,,,,,,,,,,,,,,,,,,,0.004015189545019672,,
LIPC,-0.032469672867449104,-0.004800634460009451,0.02566525996740503,0.05634011998627044,,0.016806397030823317,0.12347817323680388,-0.06471312963032932,0.12290684002225417,-0.035424948600285305,,0.05392811013392582,0.011165111319291285,-0.020357548220039424,0.09539231786230605,0.038561663824046154,0.08151955328186095,,,,-0.025593706049714296,0.08366282394317635
COL8A1,-0.022011755276211208,-0.0027378591815220435,-0.0065275987565206715,-0.011739213673798906,0.013017785093910009,-0.023263358445115245,0.03176170101241252,0.18279703409575415,0.130587959523029,0.041986597079114805,0.014183135538804756,-0.119979179890344,0.16450909662643776,0.04373634178033565,0.05573312690838049,0.02411675798816089,0.020073639472471747,0.15891442135353637,0.06952808480323519,-0.11154966797987853,-0.11505800057853253,0.10521140499563242
GSTM2,0.07112200405437225,-0.013384269086679787,0.03511269245007036,0.003760552283544478,-0.009174710112090539,-0.028392702685217985,-0.00584103794909664,-0.016241188379151755,0.11084732984137277,-0.020474672087887037,0.017179672634886817,0.18097575715937458,0.11357550923843297,0.04627281886730549,0.0010623545531484784,0.032848193176362186,0.20179753367056696,0.1814450899628854,0.0768124222763743,-0.0018740761247893058,0.09232096599517364,0.029008206199775073
IL4,,,,,,,,,,,,,,,0.021314675195764948,,,,,,,
SPX,0.03478370976084553,-0.04906824449493119,-3.6893299393632675e-05,0.07563187966061054,,-0.009355803325934093,0.009905116796444641,-0.052752879808137,-0.06797191730251335,-0.007357777143474243,0.04195662765473213,,-0.0438950986665482,0.03667304993526534,,,0.0336318269933424,0.07529049794516317,0.023273617179314143,-0.06516206587180379,0.22456581318192514,-0.12051307695658571
MFGE8,0.07224156171536673,-0.023240880921063956,0.01903866941136305,-0.07102994484821697,0.07439164019185666,0.020768193462320884,0.03346958550309643,0.14614444922519795,0.11409656823264903,-0.0032603586368616993,-0.017987480330233653,-0.015329620905311217,0.13878738163659174,0.05067665892339422,0.1303438354701191,-0.07891017494837733,0.04566643096932752,0.027161142377184165,-0.06422002878075822,-0.05425558159443497,-0.070748091954532,0.07350664607961072
TGFA,-0.06732304006437012,0.26251964899423963,0.0014571828908109218,0.03324216773077364,0.008511247323187456,0.008981191637646869,0.051327105092522966,0.1410273366045024,0.08727556349297312,-0.013114182347745487,0.055876468255019164,0.04260814879840164,0.10301533999576977,-0.005850242589360507,-0.17990050433686625,-0.023142106545746666,0.015916220594476584,0.1392606942457309,0.14541317412001925,0.038854866637796984,0.28449031835841426,0.11559284624608121
SLIT2,-0.05067565453405406,-0.21738742587259444,-0.008278895978517256,0.001660012952975364,-0.0320694912384004,-0.019192410595879297,-0.02443799661934888,0.028271692810329107,-0.0667590349215855,0.023839651793213915,-0.0036159958609129814,0.03370562620727831,-0.09149127880710921,0.011317557644240202,0.04313823970838324,-0.07617188805976581,-0.004702805997009009,0.07818313253972235,0.1426054728010974,0.04531467139276548,-0.03462157220726431,0.11886975953123025
PLTP,0.06903570379161288,-0.06322154021296246,0.06809319282074448,-0.009237365247213773,-0.01843945512498174,-0.032300207339148686,0.02624672264003315,0.1383365962997435,0.29193891337821176,-0.05658739574941684,0.03342712676236197,0.03874418718495207,0.0145200641678272,0.060931383601617296,0.1608001933139338,0.11531725934758605,0.2804783777749679,0.010932192257309648,-0.049228282476335365,-0.09307691190336045,-0.01810298131678939,0.07489079786728968
APOD,-0.2278028625629992,-0.18575412493616686,0.07831111766998537,-0.024913581032232537,-0.08560869559813253,-0.0030509541781991536,0.05406073394395582,-0.07145749238020199,0.029717788968501094,-0.07140446806483387,-0.021833223281722713,0.03438203091512121,-0.11201572534865263,-0.035822375799598696,-0.07362920923054389,-0.0435157626929908,-0.35552801533560446,0.2658845110240118,0.2420555694691195,-0.08463020919737338,-0.1903313310685059,-0.12281462914718905
