,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PDAP1,0.08179611141719234,-0.002784838117750571,0.0359792753048781,-0.024455913770575544,-0.002508871084622696,0.08182614777249063,-0.038997908609843104,0.020584786363996844,-0.006205857327028662,-0.008941166441308525,0.050576076092976915,-0.04357353473673705,-0.06326565812310612,-0.01023453367312104,-0.04666101347655827,0.04227862884117146,0.05116726799729154,-0.0003707787786687074,-0.07002885415351083,-0.023952170530684932
QDPR,0.043504339655820554,0.002116549846779029,0.03195557368097897,0.04643573030505151,-0.005459660818381482,0.07684846031985627,-0.02302313097829451,-0.031749523358918424,0.05429223624816322,-0.030335064174744374,-0.09143444638303845,0.05075870645661442,0.0416018237487637,0.022699624368027253,0.09172119435645959,-0.030290052768288566,-0.009573798330295355,-0.037301106241079136,0.07545128002707653,0.02642804393961661
POMC,0.07598522137410468,0.1200227219408081,0.05848442063344697,,-0.018737976953781887,-0.0350215703850333,0.008139088092664806,-0.01736061830891934,0.034320067487780645,-0.038264433597436504,-0.052612915848336564,0.05737183029246021,0.04844383369083176,0.04959046838914864,-0.03754026276602953,-0.0588921607578105,-0.010892803078351559,,-0.026350537276010326,-0.04002797251548159
CCL18,-0.011256042718805847,-0.042773978293482263,,,,,,,,,-0.0478079794975163,,-0.01876387840112489,-0.035946002834819656,0.07313769622331334,,0.02203828548389634,,,
CCL17,,,,,0.019890473606181736,,,,0.0020400252439714745,0.03959013284023582,,-0.027423812653831082,,-0.02316774901954578,-0.03726797656642776,-0.002422246464185054,,,,
VEGFD,0.021792271939979197,0.08169934179153955,-0.023668631933233625,,-0.020787014471188622,0.02653411878767518,,0.02748915230807916,-0.016976526668674576,0.019877319646410107,-0.00636449819693312,-0.02939094942809535,,,0.005666406719983475,-0.04047918013178401,,,,
TNFSF13,,0.1102077334607698,,,-0.0025725354242694463,,-0.018358670546364395,,,,,,,-0.03393593418380129,0.0009763237149607663,-0.012427820343765095,0.06511430167346054,,0.0613121719122999,
WNT5A,-0.04309940298954063,0.051551338162798964,-0.036894351942935034,-0.005950687882138285,0.05791585894890704,0.16652754301449352,0.02496360459190172,0.03817581551848848,0.029199088125231115,0.02739505843445283,0.03169918928966512,-0.027990276268548612,0.02910347717507195,0.04953237997727526,-0.022920887500614513,-0.09127939898386152,0.06225974577251422,0.013058688782978459,-0.06287721485730925,0.016442550306172712
CXCL8,-0.0034967526444364674,-0.09194817625820478,-0.031123240409523436,0.041175044841329306,0.0017050313292726986,-0.1325653633860135,0.029309954203641814,0.03542156409009569,-0.05839279290233886,0.0002172027605306701,-0.03031734668868908,-0.05360170694843333,-0.03303676217086367,-0.07785980736642313,-0.1776223088172674,-0.03639724573279886,0.0014820627829938053,0.0036432610623849393,-0.028604151687750927,0.0548501239571262
GRN,-0.022365055400319658,0.05301134444808348,-0.008714824274183838,-0.07333550377011207,-0.05711123458854765,0.002932439181001143,0.007495393018790001,0.07694819935329408,0.017555654192681267,-0.05200823824061095,-0.1030669419469129,-0.003496776772578081,-0.020533586192966413,-0.016116326231620334,-0.04467423142614939,-0.06857880881403634,0.01856032098199564,0.05285309593428699,-0.028141300772778422,0.05006522647752977
MIA,-0.04385672454494732,0.01891050579536549,0.028402313852427,0.11577582577837604,0.019882533514439363,0.0011089131583517397,-0.011289925370168302,0.02599264849448704,-0.049453098760267135,0.023077384939778237,,-0.0064891566023688434,-0.0008467677644903009,0.11510099162891205,0.18162535725853815,-0.011586611316125837,0.031761855550932076,,-0.003212442458888999,
COL4A4,-0.02038178739740514,0.12184800403415064,-0.008475192458789143,0.09431512898376723,0.039957972415581,0.07786893023686263,-0.01746746393116642,-0.02421072620155183,0.02910415287206566,0.005594929641328502,,-0.039046177914827784,-0.023723405134213962,0.0443130845208689,0.012433951713909644,0.06455527523361888,0.040458602320365994,,-0.014084876593663191,
TAC1,0.045074770933062364,0.0285513338548104,0.0722599243447785,0.003146215623737276,0.07224761224739472,0.03271759159306613,-0.032329174706128366,-0.06598413633927429,0.07313284996247524,0.03695868017056562,0.08255116751147122,0.12987940477401314,,,,,-0.027084602983328553,-0.03139120933807024,0.07627045584676578,-0.024711371349257664
RARRES2,-0.01896736184914719,0.04035711228527836,-0.0617639169172539,0.03595276300821272,0.10406914221495506,-0.04487356051727131,-0.015568738307092855,0.01264777416268341,0.18566085584847203,0.033068591709989104,-0.01945260505104561,-0.0523412302419919,0.07765501587342186,-0.020472967977390084,-0.09449001478538704,0.003026488635496947,-0.013857118934129588,0.12528189798367526,0.004650082692388877,0.03260626961369537
FGF7,-0.03472793965900135,,-0.037516611935795856,0.018113009696048166,-0.029320415399100817,-0.0277021613720222,-0.02509213259149517,-0.006048258066924209,-0.0447320576594427,0.016411554588372942,-0.025502751995280664,0.054638578631279085,-0.010298087097121158,0.06586100942513418,0.07091719432080065,0.004594898619957663,-0.02271852746223709,0.03065001754057091,-0.059683185345369726,-0.012671322835609412
EFNA2,,,,,,,,,,,,,,,-0.02453701227501042,,,,,
HBEGF,-0.038475117384367236,0.029154386432558063,-0.0053611987866491635,0.0202320313421902,-0.03587935168428448,-0.07526059775042153,0.009420005620841033,-0.010034721081086183,-0.08127259173917849,-0.022241761824537454,-0.1193989353587655,0.02859256756041424,0.10517026998713308,0.02933481708240193,0.027983993277078262,-0.02947363056239011,0.002522088290827587,0.051743830565202265,-0.022243793788727328,-0.027477026669752058
CSF3,-0.00647498359000412,,,0.0647705723260858,-0.03045192214489155,-0.12247353401452125,,-0.02561448232262886,,,,,,-0.06538484797062108,-0.07892648317626591,,-0.022506125504989875,-0.04284761389585682,-0.04301744740165843,
PI3,-0.05446974506898177,0.00490731491514822,,0.0022115066211466474,-0.07303230187994414,-0.09472282242782575,,-0.028842245169853366,,,,,,-0.13413930842901065,-0.16730879883178643,-0.040601566962058515,0.0017200626515802644,,-0.01677106826812355,
PCSK1N,-0.03430828637789869,0.12649544910620053,0.09644331247998364,-0.0463658836265541,0.0054895238046027625,0.14891473016851903,0.009702241739228677,0.03287217266018729,0.012249607009979657,0.04775273803660299,0.11619629345028239,0.06324999332015438,0.06492590735060645,-0.01226317770131256,0.0354067354097846,-0.0643322331988264,0.03183228906312963,-0.03482607064836174,0.01994581628891031,0.030383562890232235
NTS,,,,,,0.03637420427529439,0.20521666580416176,0.01833254250691217,0.016392515188573886,-0.021642783178422387,-0.024026209899613668,,,0.04398862242114328,-0.0007355212531379368,,0.053034728816641855,,,
SFRP1,0.09267987216332242,-0.04460356804322317,-0.04374322359759686,,-0.0009620128076518238,-0.041571540462420634,0.03427054400812332,0.005861442665452522,0.011376980667573583,0.047823470814099815,-0.03017002694026445,0.063192221000181,0.007542335696844085,-0.03962397449037417,0.018169107633527557,-0.04956684025014846,-0.017968555872849137,0.028481750125563716,0.0892812151807437,0.12166471903081702
CXCL13,,,-0.04975795279281294,-0.016778580366094652,,-0.019109805600297614,,,,,,,,-0.05203951435199256,-0.03676538662528023,,0.005836483420913008,,0.057072351524464535,
MICA,0.003730656683748587,0.11513781415976954,-0.041310729120980015,0.015179940560233453,0.010542133254149853,-0.08653745285649102,0.04152971891460266,0.04883053786952446,0.0009971908927718816,0.01686803344721705,0.05157804894499468,-0.07871883564465354,0.02748802619014506,0.04478216264569528,0.0026160161280415497,-0.04965434302112446,-0.012167709510262727,-0.009617142937091611,0.023472932242081503,0.028350306613975144
TG,-0.020368906720929312,0.015509768073713008,0.010825028392799044,,0.026669625104128725,0.04516437481520277,-0.02461329187252942,0.01828749077875078,-0.012684004632679751,-0.014132367083233802,,0.017455701769514324,0.16370742570106278,0.025297824103999122,-0.0036632590607172722,,-0.01852288713280316,,0.060383836595566405,
ADA,-0.054203969666537455,0.043100223996301486,0.015161513134190561,-0.01982664753084469,0.014493370356240308,0.02407375456449834,0.0012019372314323756,-0.0070103104800594215,-0.02135060851601454,0.00976475580473141,-0.03489532072665749,-0.058656641986011365,-0.0209976850184156,0.07459987968523649,-0.01682247096888627,0.008669789695271827,-0.027985050149238307,0.08614573824268679,0.005723483510561391,0.002001973936934143
LAMC3,-0.025208095957538038,0.04517847550352775,-0.024641489752746406,-0.04313300773118696,-0.06662805284368083,0.07235708646927515,0.03438451776695955,0.021974925532371316,-0.04172297179784223,-0.02800657014842441,-0.013538755799048717,-0.027591544845700176,0.03951752900734578,-0.009028545743984555,0.029581034480352986,-0.03750528033466663,-0.012988383834279771,-0.07188399471011563,-0.0645587022793543,-0.0008543434270535302
CCL7,,-0.027207863644750696,,,-0.019419688255188656,-0.022603565569412856,,,,,,,,-0.034723115599743,,,,,-0.05879228183239789,
NGF,-0.026490180056282817,-0.015585208336159655,,,-0.021628577459272366,-0.03435462169744611,-0.02348768215028384,,,,0.0650383759120789,,-0.027884307964518632,0.0061772489716977585,0.042946378662227856,,-0.03863809925395327,,0.05882046888777931,
TNFSF15,-0.03277165879432685,,,,0.004612869625976045,-0.016120146450361597,-0.003138963980240756,,,,,,-0.028160793468054016,-0.033851138640151344,,,-0.013975917556097795,,-0.047609382684718475,
HMGB1,0.03319732909624655,0.06311240773875332,-0.0034044993584818996,0.0033732211118701694,0.02029479403786232,0.0023386077822813095,-0.021539066197575053,-0.012996644315211687,0.006402182697823853,-0.029919112049215706,-0.0381730308749707,-0.013683772549223192,-0.0014787384627010733,-0.013505342586776685,-0.07210668694619242,0.05808748784312335,0.006930183129750964,0.009231728587043467,0.07025985072893864,-0.051970398833286066
ITGB3BP,0.015293603368331663,-0.08338813167377901,0.005082930590468565,0.033019167802832934,0.03010850552001308,0.01774760802686483,0.016873290745331157,0.06158859889418767,0.02057665490384116,0.01919093130526362,-0.05127751348751539,-0.039577589277248575,-0.00034632525774518303,0.04343102064184493,-0.015441907358906546,-0.022610580534242277,-0.008008870377676376,-0.10572084010660057,-0.020312115052561447,0.1301621997775949
AANAT,0.030357804912361605,-0.01325821123157593,,,0.006496364003734593,-0.05755733917342288,,-0.02310495623209716,0.009512240299978082,0.023395214608169273,-0.022588185621755928,0.010110009180204452,0.11995726720140329,-0.016552405297468452,0.054075069332896776,0.012887252812231131,,,0.01175523973736723,
RELN,0.007072959277981611,-0.021926801549999028,-0.035520126612468485,-0.026022267365618863,0.053779937000244166,0.021390240257006386,0.004814933853088138,-0.04798751808250615,0.0478384979156644,0.08310526423378739,0.0833560120783871,0.044683576264577446,,,,0.07918272598716239,-0.01688139380504514,0.017586619922240122,0.04276004777157621,0.052347614168203944
IL15,0.09377267843556249,0.052626249600212366,-0.04020275982613331,,0.03496916988889357,0.006881206331450898,-0.02029310297852697,0.03629907258176645,0.05111073314990074,-0.03552634619758016,-0.046288237765549176,0.0472664211105215,-0.011190400015121268,0.044100467150471445,-0.010349014786853976,-0.03770822261045521,-0.010327237981933824,-0.04531786332566961,0.048226272664041385,
UTS2,,,,,,,,-0.011802957992656947,,,,,,-0.02594059691556761,,,,,,
BSG,0.05872776191513232,0.050496047306698676,-0.016843454519501207,-0.03197585071105197,-0.014277034447225575,0.036285749657510004,-0.002518773375177322,0.01831361245769443,-0.116737707513424,0.05157022976723274,0.0903772961749185,-0.10459185454569292,0.04878110623473979,0.04877007666293112,-0.009651206346303252,-0.025923056876895452,-0.02258092215521528,-0.024139527789632267,-0.020357365811934,0.10059154272606095
ADAMTS3,-0.014670323626373731,0.07512108912304072,-0.05544741921131528,,-0.003140143752849153,0.0631467324335521,0.002273844685036952,0.05413130717123281,-0.012369331022231624,0.01437091676526797,-0.03627131846787116,0.02594561220368859,0.09309358254221325,0.04250336892377572,0.02541550099712029,-0.028895176318398098,-0.010588250789090273,0.04650938210945217,0.12088415032886013,
CD34,-0.04904075799628455,0.08248475199776277,-0.002658606338742937,-0.024868300808377493,-0.03289946029454547,-0.004827316758420896,-0.0017183758507591455,0.019545420388388437,0.09201570773411118,0.001226769376494711,-0.03156151269085187,-0.06427427205358767,-0.07402188920953799,0.06023588370385561,0.03415723737045983,-0.057483690204686105,-0.02592701459790561,0.0869793470500263,-0.043181457365171746,-0.05025992261915725
CCL23,,,,,,,,-0.011636921811741538,,,,,,,,,,,,
PLAT,0.05215764645275394,0.05491850224374444,-0.03817597231082813,0.01035412447063077,0.07516504686740727,0.04318725258115434,0.022368225421893984,0.044102900061145096,-0.03845798747628601,-0.004839042593583105,-0.056983238660766995,-0.07756859026504166,0.0977277506263716,0.01899206792015485,0.08913839932365036,-0.054999334807065696,0.06419608168902291,0.06798947278263152,0.010447079948424275,-0.015169644403401674
NTF3,,,,,,,,,,-0.02790552263093816,,,,-0.010870707561733122,0.14882532359149817,,-0.020925514242016406,,,
LTA,,,-0.023206900304571024,,-0.04580254676818432,,,,-0.0011018300664963894,,,-0.03411770996682538,,,,,,,,
CKLF,0.02430057900741502,0.10352279879093491,-0.009213246572981617,-0.03814639521697977,0.04721339828123656,0.06906163905017319,0.025664668054056396,0.06444730854592891,0.05035351492095831,0.0038577361871374,-0.08729108916497424,-0.02955701459407881,0.041752166910117065,0.12574387453133534,0.07436051907317066,-0.06906321806849208,0.030624894666958096,-0.012127077544066223,-0.028705311239052723,0.01593353285371644
CD24,0.04106337795482033,0.02058273562514982,-0.04227859368430482,0.025619406335963837,0.03001976897886169,0.12738877849270847,0.0244258576369774,0.042340308442355964,0.09203940269776528,-0.008645904722812616,0.02652828390971226,0.061963300231768915,-0.00519740234397663,0.04231015212996229,0.05995453578902722,0.011549962431679835,-0.008126678403993769,0.11869942178464873,0.03958747592132248,0.14674994230500596
HSP90AA1,-0.0639723617871457,-0.06349451024062061,0.03984221680804631,0.014455408190406627,0.013397037613444714,-0.026436492303142257,-0.055836587434662154,-0.03993447476044904,0.07028667152831652,-0.04640637206798224,0.12172291093829203,0.08364386889686096,-0.029366736311773636,-0.14166777855652474,-0.18147293241500365,0.0065091418231645265,0.010750265072627784,0.06847740261815544,-0.03980950643706604,0.07479921239998617
BMP4,-0.01716187777727613,0.10808650576715192,0.02928519880618879,0.09675252537378488,-0.020731824810731176,0.03756289370125411,-0.012840893977987237,-0.058771576226347856,-0.04094641722381297,0.028202743176171333,-0.03602864620492932,-0.004286041960294211,0.02204932703255338,0.05059636401235228,0.1156585859108921,-0.03175673101869643,-0.0004447235550482338,,-0.005539943002095532,
SCGB3A1,,-0.027207860924000682,,-0.024699339774128904,,0.059353162235513054,0.058824332682482924,,,-0.024836564979383646,-0.039761527952851955,0.01975831936788386,,-0.035588173979523706,0.02418028822220349,,0.07456638139408596,,0.10164198634535931,
IGFBP4,-0.10088149556507228,0.06351742512475808,0.031395096402783894,-0.003059430472938795,-0.05246320703175628,-0.04426777131281215,-0.0012866239164428814,-0.02341606048348718,-0.05194620000207972,-0.009884738980196617,-0.0508336149385689,-0.04424599725613685,-0.02439407537552062,-0.08074103933946525,-0.04654689209098706,-0.10664515157924334,4.823202522891741e-06,0.06993909318326615,-0.035392231347096605,0.029370787148134854
RSPO4,-0.032360470812009025,,0.00672064558195829,,0.01428109284868957,0.02088716862351051,,,-0.03338820435099538,0.0333836080183886,,0.005104457982589532,,,,,-0.019546139722641954,,0.030939577135918186,
LEFTY2,0.0022942339036182507,0.04595814344675411,-0.023491916348991546,-0.033320354640888755,0.0014027599751355892,0.06556686061102891,0.016745124488303353,0.03765991913532566,-0.054207453861024935,-0.004492173883505614,-0.024026225719278774,-0.03363464332715295,-0.024974765325325894,0.013831976829665525,0.06027738698896789,-0.04053278446841487,0.028272074761011026,-0.07016816388801125,0.02272339067748723,
PF4,,-0.004259662801530831,-0.021109829974653112,,-0.031179404993266588,,,,,,,,,,-0.022489870526545164,,,,0.05103955818822695,
ANGPTL2,-0.03703569209561728,0.049082247621906716,-0.0599556329122208,0.053906661502925224,0.07979025773171014,0.09347089137760471,0.07821393917731738,0.010842696932031066,0.07908959290288797,0.01493455836671522,-0.09039354669454187,-0.045967427128817025,0.06890866284877008,0.0561809492745512,0.09316194231822263,-0.06058186165230673,0.009001396917924993,-0.05812790838141478,0.023080302647096103,-0.02364967001062301
LRIG2,0.05046125418372634,-0.012449774101701035,-0.006229163010907434,0.019336992200114717,0.013203395792463306,0.023486942182936545,0.006593867881430159,0.05788849117536218,-0.000547484045282334,-0.01771937521162309,0.045405707360323684,0.031916603901796535,0.10675891160502844,0.04071848803248991,0.04776339936509899,-0.00015332432279849628,0.024620286900864905,0.13105025125547806,0.013393416929107798,0.010987135536139284
ICOSLG,-0.03427675834163498,0.0006417979742195686,-0.043111567230151936,-0.019026746561222573,0.022107011695531788,0.01721405595758805,0.019119442217808716,0.00646190275204037,0.03702855167031132,-0.034580784606976285,-0.04670838062156351,-0.0022382328009704646,-0.006675605968167362,0.024054300052430904,0.12507255757170066,-0.012439266023157413,0.048633484043015235,-0.004741853898608863,-0.025187331994448885,0.05647815298397343
WIF1,-0.009123678424235329,-0.036259554088218654,,0.06104227410025097,,0.07030511972806748,0.03580020446066202,-0.035430670913074,0.003400047040538106,0.010593801614470958,0.15513643625646098,0.11684230191421234,,,,,-0.018170030148545672,0.06313058692211651,-0.04760937877765356,0.09851911201080162
NPPC,0.009476441128096025,-0.00577819978565573,,0.18616024746988644,0.008899713151861471,-0.03734308411167341,-0.0416242562532198,-0.02417673847317812,0.004148620452334846,-0.000759695879783338,-0.01058827257882668,-0.061938024432869006,-0.023401146126727262,-0.009791599309497988,0.0255681794874999,0.024390123975409964,0.06881942779670303,-0.008665445851026484,0.013736115975276544,0.03503761763684566
LYZ,0.046748188254681904,0.007197089886321225,-0.02725575553130244,-0.0211170482910704,0.022127469058610693,-0.07393219476596163,-0.001971184116706046,-0.005036445583053621,0.012981982977351232,0.047339130693400726,-0.12266537062755373,-0.009687663794988827,0.025324605575070318,-0.027253766268008153,0.06854880086222599,-0.03717986381536769,0.04525240131793069,0.010326799565011814,-0.05030592039782769,0.01245297029243127
EREG,,,,0.06989061804275015,,-0.08012935441471049,,,,,-0.024715964880273188,,,-0.05755906995326855,-0.0714625285229779,,-0.024345046573843888,,-0.02987091915233339,
SPTAN1,-0.011729932024213319,0.0504959963341848,0.010442660194065178,0.02478057296452134,0.01291914116958196,0.1044479619576237,0.003384622801160029,0.016362795377412694,0.09567031173637336,0.0029459940983208198,0.07873852286054932,0.07368908886010099,-0.017841692297650504,-0.002671939572229615,0.08116991663571752,0.06789372414069018,0.044702913650522376,-0.018611491989242265,0.042123927702117564,0.1329029994694829
PTH2,,,,,,,,,,,,,,,,,0.006868580288046953,,,
LIPC,-0.010204048673247139,-0.014605617812208788,-2.1808913029005782e-05,,0.061138853918978234,0.05815553798986726,-0.006810931151678837,-0.040796087402024395,-0.00686970927969728,,-0.04426584262333607,-0.05359573185290897,0.020040005290349782,,,-0.02937097229571942,,,0.07576160475314901,
COL8A1,-0.09022847538939939,-0.01315502725980497,0.005836904463963897,-0.0105260167320583,-0.03841238796727089,0.03889793595353979,0.02183876143302643,-0.04396482320128076,-0.06559748519168565,-0.017533328855895484,-0.06174401445239397,-0.06918351905226718,-0.03962545441945422,0.07399660237980403,0.07954037302334309,-0.11107116846795012,0.0010933762202156197,0.02172082198366198,-0.0029469345333208454,
GSTM2,-0.0543864828020919,0.004586247925436309,-0.038631815399018526,-0.03845003853479287,0.07407328401962365,0.06638155246896951,-0.017160551087652236,0.039873695311864035,-0.008318713426581605,-0.034914323361763415,0.06126288999294712,0.0024717716845006426,0.06388197873549754,0.07436291765423757,-0.0098194817953471,0.03060306254384833,0.03185658220394197,-0.019689737248556605,0.024833040610058883,
SPX,0.09418790920866853,0.07065274351776385,0.003778127462310342,,0.021830782137276933,-0.03162924177704424,0.032799806307286454,-0.031078215654588476,0.014789065903743688,-0.0024629200061090793,0.025645105699768567,0.10095746084077714,-0.05524424378123177,0.03854212026139857,0.06170030486531914,0.023642093597856868,-0.017236870372884926,-0.0014052891888905214,0.10016903000742508,-0.019684625862633115
MFGE8,-0.019183918827023548,0.013810218654984028,-0.022851844403488718,-0.008308641646139326,0.04639313278709125,-0.04398698741749022,-0.04058466988754133,0.05290868001367178,-0.0023328809302322648,-0.051235105455998284,0.1178267415024791,-0.0624967604821566,-0.012680141893019206,-0.0056104805807659815,0.0016315382707806098,-0.10735540917517744,0.004500994726940855,-0.13517330355932664,0.003263030235107154,0.13783269739783777
TGFA,0.01632800694925695,0.04269639617242531,-0.0030201348142965207,0.0297186785341915,-0.01271035572128694,0.12137998060404577,0.020574437019596048,0.02585686604489905,-0.08313824531677083,-0.05566340951709283,0.005321471345803673,-0.048369657967977354,-0.0231671034086963,-0.01014204929151429,0.07089679141974341,0.019277821473677164,0.031145805326931866,0.02196336328557706,-0.038753322028923474,-0.010415187788571206
SLIT2,-0.03908263656108776,0.024541187891132642,0.03153103816797403,-0.01835828281698398,0.03681351109153078,-0.02088755421015701,-0.01604091398440916,-0.03036214923177312,-0.0035926477499306293,0.05469086728325231,0.0861893246087259,0.13878569214375458,-0.026464626734483025,-0.005284301409176606,-0.0019750030548362544,-0.08337319564970173,0.0790671072843588,-0.05618628121744123,0.013364990592362121,0.07410961105005516
PLTP,-0.005224586242310514,0.05038262809919247,0.021252504970874782,-0.004145868348497258,0.0120517141449757,0.004170659866223572,0.007593508457958986,0.01232217840637057,0.08641349995854809,-0.03946277056643881,-0.16408169782975754,-0.0026592621127102885,-0.029334912158553605,-0.012276218099816917,-0.06741657647171671,-0.04909883832186903,-0.023284512558096087,0.03955205916056803,-0.009066061299183237,0.04084096984767214
APOD,-0.05283543617747423,0.036681586069837374,0.0488950612596828,-0.0024984166205507,0.010221007336340578,0.19377753298057984,0.053227490104305775,0.018212711160192373,0.04580962281190413,0.011343886972932458,-0.06523475582971262,0.06807456227035216,0.013048664415343872,0.15581900789959405,0.1820533778036423,0.05125728491970682,0.03251833085779129,0.10074698825635321,-0.05663070103627927,-0.13986175421345307
B2M,-0.08059661144081558,0.11716075505595994,0.10533608605566004,-0.056295425380740595,-0.00986321271613647,-0.12051319743400213,-0.003930671574783317,0.020846475458047624,0.14713582653965795,-0.037557806208561216,-0.17991872840079248,-0.13439406146862085,-0.01041953286379651,0.02458817158521301,0.030604548761089048,-0.1367682434511284,-0.03282189479206806,-0.01890151138508598,-0.09082321186569152,-0.12041213209178248
OMG,0.041404411445096635,0.046032794640803676,0.09197701462507202,-0.026386286375680846,0.06165485668770759,0.18752380984774414,-0.04846109815636996,-0.029106411551737536,0.047113516981682126,0.002781927987664119,-0.03795213592544492,0.07968196343660286,0.06516575753862153,0.10577145604514916,0.1876751666704269,0.10701125409249797,0.006168061043118922,-0.036364800699524115,0.04505045586474094,-0.09285172182699947
CXCL3,-0.03990151072993063,-0.022484608361257857,-0.014051324037584025,0.023076498223740978,0.0013893297224818744,-0.09600206222341956,,0.024069254553218747,-0.04110911382126782,-0.02656987077065165,-0.03479377097290201,-0.02457092942902162,,-0.10945645476901887,-0.08595658513550106,0.08715586457939481,-0.002245497560275925,-0.04628703096028533,-0.07066332162469842,
CXCL10,0.02505830866095598,0.05753443017840208,-0.01277527688517053,,0.012095888160573188,-0.053763921875453494,-0.014570491458308871,-0.0178417410012091,0.08426665248019562,0.0024348956645181734,0.030493487023750945,0.02368368432300572,-0.03156533318734499,-0.02350358378281259,0.08176023089498533,-0.014200893910326692,0.04715833807019958,,0.0007647265821084627,
RSPO3,,0.011375591259187865,,-0.023107226966696433,0.015439396976750615,-0.022467523693250085,0.011484805112786446,0.004291622481498611,0.06082851800976794,0.06679754530031988,0.05718527365115903,-0.02567614769505108,,0.004972634591468986,0.0865013696746592,,-0.025151753774146222,0.019192206264505143,0.006237600323235344,-0.013704912281518227
CORT,-0.03628178932114656,0.017014932959937213,0.03415387700402179,-0.030666438354282104,0.06879650043973083,0.044857868212614546,0.0058624115558070355,-0.010943094244503848,0.008769146355587454,0.07106885989291352,-0.024201290082975252,0.08675676780063284,,-0.01684063959805496,0.012850184965532262,,-0.007836691984696125,-0.07433321759129935,,-0.045326715194921194
NCAN,-0.03132123509859134,0.06729384594210878,-0.02939134304014356,-0.038697695376324844,-0.03709473237348777,0.11944980252653382,-0.01665598792546965,0.05011500172718841,-0.09783634488637709,-0.019410870447707368,0.09263858968873989,-0.04467394360322596,0.047180284405111066,0.06907207019024553,0.19466803581385783,-0.02272467656339253,-0.03857485000181782,-0.08715489770486996,0.1354131429654451,0.031006374466011524
