,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
TNFSF13,,,-0.013786699808918087,,-0.027104503086187923,-0.0015923064254488553,,,,,,,,-0.009952189200465589,-0.0062131771485979224,-0.005037431022595471,-0.026583269454578604,0.05535874289395769
WNT5A,0.023728395450879562,0.004409338141819083,-0.06503029436190952,-0.015959366415462726,0.016173351110215905,0.02372038535180494,-0.05427112832229978,-0.01587212454422075,0.02732667631803828,0.05478678918717015,-0.016739035309889617,0.016523622396461664,0.02409741661408888,0.05261324627222084,-0.002478322523274431,0.00484230293406701,0.014221181947553075,0.04229794046656276
CXCL8,,0.0008267425035070714,-0.04777044958143023,-0.020143432998912466,0.14471274088623548,0.00916307732049591,-0.061817925730441786,-0.0026567314494157306,-0.013805423146858644,-0.02912915017259836,-0.04034478730942957,0.025130190708469474,0.07557033493002335,-0.029529411979583618,0.019487262886937605,-0.03630361337356169,0.010388920572029852,-0.006714400684514409
GRN,0.030822362641039894,0.04194385495141239,0.00876859316396737,-0.03727183225852399,-0.052300080807475925,-0.01928816969830643,-0.08478829741142459,-0.05289318406496852,-0.018236123779803277,-0.03690886838485207,-0.07545609222903665,-0.011106160118016203,0.009210383569801197,-0.018822034905622412,-0.04307406447481804,0.018401910647467795,-0.021366712482451124,0.037944210475519144
MIA,-0.010744974367550963,-0.007728118374767964,-0.0333499025522276,-0.019132095917961167,0.011168377937068787,0.02263670707987525,-0.05301243765221681,-0.034378228834845106,-0.016859996066911,,-0.020704004912234564,-0.02679940156619951,-0.037758702054253086,0.027782757625761833,0.031608317797085964,-0.0034968116101475924,0.08110831459926204,0.005454453055706996
COL4A4,-0.024305466586062963,0.008084152757508864,-0.016136838269333174,-0.022010580690260306,0.0026834644402141854,0.031161982698042667,-0.018287461802259677,-0.02770536438549975,0.013742403154412407,,,0.07761199203358558,-0.032577732492458815,0.07137197524783202,0.04193702603586175,-0.024144968865999407,0.0161219360030942,0.026465867565005304
TAC1,-0.020986956921743734,-0.03785830241094893,0.014495312961484028,-0.00218197755050877,0.001365499361856178,0.03439664992050799,0.09226731374595526,0.008031036348540764,-0.025556152758027,0.09025629055098108,,-0.009090316512391186,,,,0.002231728909859367,-0.021447192956805864,-0.020382465659701275
RARRES2,-0.029306744895637844,-0.0012476600790197058,-0.014438185068425749,0.017679392068410283,-0.015310519667497557,-0.005447590557100383,-0.07222054518350758,-0.0020037907446060588,-0.013029015136682438,-0.028015716577864835,-0.02501952402865335,0.05522828895900407,0.007827977772527184,-0.041389246880784665,0.029158604240706425,0.049025149911164065,0.0034899574614683606,-0.024069750343410502
FGF7,-0.030061639986054465,0.019246678262269144,,0.002316051106784226,0.04373807549036622,0.0005571645186580699,-0.03594331350898564,0.043880484122609205,-0.023274524171476327,0.018727972596605025,-0.03326261613508476,0.014015355451823799,0.052457512311294884,0.031957108098930216,0.051399755767176834,0.023891899480968117,-0.02139582532624877,0.0002648090024130523
EFNA2,,,,,,,,,,,,,,,-0.02720245387366479,,,
HBEGF,-0.0699385978824774,-0.0023947891783923066,0.010447968952148496,0.09137295087859565,0.005855914554208827,0.022290535183884755,-0.09439914601397556,0.04369563560152749,-0.02320999192794109,-0.04876687840718469,-0.018540083475971292,0.018448521236544578,0.022451048949538775,0.07475832365366207,0.019522664170310487,0.034345569136912474,-0.024068392711780545,0.021723134404830854
CSF3,,-0.030228047142632976,,,0.09926466141340243,,-0.01934778259686017,,,,-0.022935139728856555,,,-0.029344155246056398,-0.019185309649042977,-0.02757146827193074,-0.017176750823850912,-0.026089885730072003
PI3,,0.02959574357525601,-0.037069984517211566,,0.11991986032827374,,-0.02178585856715418,,,,,,,-0.006393809511565182,0.006781774203263871,-0.02444313044534169,0.047056292020568366,0.003579958078601392
PCSK1N,0.019550586967440154,-0.029959778987742845,-0.004149832633391773,-0.024190590160579985,-0.08857656582051085,0.06321039760900043,0.0886073586882839,-0.015413660489637928,-0.0020490398449693496,0.1410245640459199,0.0005385181635435846,-0.03663898321243591,-0.026166528292295606,0.12426875538124928,-0.08181280203277624,0.014734097869146616,0.020073084765170644,-0.03866166122709322
NTS,,,,,,-0.01959421894588298,-0.023780752182715498,-0.022649136896080578,-0.020003828216804614,-0.01700378897812408,,,,0.15823785383992406,-0.033141028014276964,0.02269454512169073,-0.0087787313324521,
SFRP1,-0.030536552447197603,0.011972805559208573,-0.01578314167043692,0.01846898972805488,-0.006213752836776018,-0.028471993837557212,-0.007113254316837984,0.022800189441351787,0.05100665376262618,-0.032207231221589964,0.06272057861931857,-0.031814031349058816,0.0020118169780095688,0.16051985359038654,-0.04076539675982892,0.053245223962347536,-0.024845347635268196,-0.017913491882316893
CXCL13,,,,-0.02653257720341329,,,,,,,-0.00510598248475534,,,0.0011414256030383792,-0.05079870771968461,-0.01103579931322204,,0.05663972171057066
MICA,0.012583868123279211,0.0164273668885569,0.0011856342964665834,-0.019612061682721234,0.07651500199202059,0.03169660689221391,-0.03479819505364676,0.02925905125638826,0.028468435040030427,0.0034048748631802643,-0.04544670103715909,-0.013356273736174621,0.10276559413340988,0.03271504708647215,0.006576187516763722,0.024985671195844657,-0.02149165683683757,0.010836757175204381
TG,-0.02430546110873249,-0.00026112030188951463,-0.049188178826922536,0.13694471567006486,0.02485002867295525,0.004116656817286423,-0.023351042587473385,0.017404461192875302,0.04339391125411475,,0.016234362575413813,-0.027426694867767304,-0.004986447722066448,-0.004796593511714161,0.030554708553831633,0.07427905078367916,-0.02029853109467325,-0.05369408273414137
ADA,-0.03963377042678072,-0.019417192336328385,-0.010088656065632473,0.023314588945789444,0.0057721430250387016,0.048225929714879205,-0.0620465835516661,-0.01739763729974395,0.0011869804625015445,-0.06401682005276024,-0.050814648147555284,0.0028632464010251426,0.013011293584984948,-0.01090545969049364,-0.05779939201531649,-0.010162631926426663,0.042098880644528845,0.0266365183808797
LAMC3,0.08127533459279748,0.10436985683390644,0.017857514151572006,-0.0363193008744297,-0.06272372027689989,-0.0030816785281519913,-0.06087343603063221,0.03330090636427702,0.02595316355071044,-0.013450999986792361,-0.030469473005041527,0.02230103749934129,0.014645462280569276,-0.05961558086581051,-0.0495657967287802,0.021960899063204507,-0.014806002206228762,0.046937861708230964
CCL7,,,0.00977286216280266,,-0.026750972374728982,,,,,,,,,0.009117915717688635,,,0.0055080221794061995,-0.06450047295446841
NGF,,0.015132361722121167,-0.03848236829284912,,0.098335077648254,-0.0357018282051346,,,,-0.01700380017399094,-0.02714508489309944,,0.05499044835967178,-0.012205663974088874,-0.011091455789689602,-0.008624712182075552,-0.02265422210828854,-0.03036077612561993
TNFSF15,,-0.021544821942364088,,,0.10916435058638121,0.026266084851833932,,,,,-0.01460554778431084,,0.12041313775498355,0.033280383186097405,,-0.006678973325023812,-0.011452166605650972,-0.028441169205188747
HMGB1,-0.0005321111439514532,-0.012341799460449684,0.008627007419362865,0.011618116796637415,-0.04143345963969302,0.03364733957387853,-0.04393237919537214,-0.03169486482588591,0.015378643951227403,0.0052432059733029225,-0.02536339426778266,0.0054420239323166265,0.07828841388495485,0.02429404488469272,0.018125637038256107,0.0010217605916417192,-0.012995589572446701,-0.024959430339973256
ITGB3BP,-0.03063617186628798,0.09082145387931365,-0.019875807635330728,-0.02210637170970851,0.024871901249223942,0.07661117351996297,-0.04702215254467568,0.058828953667362474,0.003644659287217901,-0.019295421250958095,0.002209603704826591,0.06107666308068728,-0.020991938166736567,-0.008271367679723873,-0.015658877694157972,0.005715294523431575,-0.025805964253348274,0.061022691160186826
AANAT,,0.24426036902928497,0.020708008587257864,,-0.004550557762239484,,-0.01745222349052362,0.06839717214462196,-0.01685999700470703,-0.015986072847769893,,-0.010997574260689478,,-0.03314347597757658,0.05398721612426341,,0.13068573899317681,-0.022529889038053252
RELN,-0.020149871649226325,-0.030027635303342955,-0.024337989272870012,0.03101338521086413,-0.014083965706246464,0.053465978556232696,0.030853891793445554,-0.013130038833479149,0.01771498802140928,0.06917026639015043,,-0.027114645878109973,0.1356928273072908,,,-0.02850407057406572,,-0.031341928688677606
IL15,0.12256462791448658,-0.030625592496972016,0.024163369060290988,0.023905635571999637,6.820407100962872e-05,0.017859507391363997,-0.045522510571186635,0.04602002951142066,0.019333279824140074,-0.016848021863468003,-0.022808461137572494,-0.0076874758964428636,0.03608901175305029,-0.06072020593494355,-0.05221880956227554,-0.009124943433135385,0.12545038237653197,0.1155213740196711
UTS2,,,,,,,-0.05756867727677083,,,,,,,-0.02822409548598116,,,,
BSG,0.024425371336792807,-0.035790384847971576,0.05067151121257714,-0.037793499819448184,0.11221041517071112,-0.032316004786269045,0.09689927603073241,0.059734142759288955,0.027230442054150022,0.1065673556898558,-0.03764420892552298,0.02088214997194117,0.03948662958192195,0.008727480294688878,-0.023069890082557946,-0.04524460491096777,0.014073335758615057,-0.02606682138501169
ADAMTS3,0.017288289257490517,0.02924287550515324,-0.004765641500803232,0.019260636000054947,0.0010432073627632073,0.10988795087953923,-0.05913443693559422,-0.007837995556703446,-0.013897054669361898,0.017621268921649277,-0.028655421933443472,-0.028742429285445174,,0.02759486043138076,-0.009722199431957736,0.033549122550085346,0.04534259906786223,0.027596018559836663
CD34,0.014408288768673855,-0.02432892697254945,0.02138553132869177,0.09802799884660086,-0.037720822952470534,-0.006678811674061324,-0.026820946879376313,-0.013594232221987627,0.024578613967556614,0.0532691420999914,-0.038482285107071065,0.008603083473144648,-0.044132955945122794,-0.01854089286726581,0.009585668604294623,-0.05182211549363765,-0.021529098167599948,0.01021075615861146
CCL23,,,,,,,-0.01985785997407936,,,,,,,,,,,
PLAT,0.007839591024452421,0.015487916151111936,0.03407541649152932,-0.011050514977113454,-0.08855162859354651,-0.008818419410385568,-0.02105658890287723,-0.023996952314424093,-0.007341207324179651,0.009462367726636311,-0.03969346202571165,-0.008068888867001543,0.03575055015466545,0.12400863883167701,-0.06452827534236891,0.01631290957761237,0.07189910318969618,-0.012014815142106847
NTF3,,,,,,,,,-0.016651290201985643,,-0.005431317723277516,,,0.06832082638592238,-0.00863903736447232,0.0584711041672815,,
LTA,,,,0.07059566069448833,0.016386533046807074,,,0.00072945471383679,,,,0.036574334952736,,,,,-0.025630751715455834,
CKLF,-0.029208801369954955,0.019956925253792997,0.01631972343782345,0.05369152382255482,-0.004560067590760826,-0.03005485654284513,-0.12308110079593239,0.006340847649750777,0.044169991527611564,-0.011366663621528059,0.007913097979711998,0.007859118951078988,0.17231485233648852,0.017102921313764535,0.0589455893553909,0.028352311636207838,0.08335046514697494,0.05420498889707115
APELA,,,,,,,,,,,-0.026924544566319743,,,,,,,
CD24,-0.045701036317228015,-0.08038198810643983,0.010707419560172082,0.072392278637298,0.04971840114271699,0.022109282766121025,0.02142847858271737,0.0017891317073892004,0.018333976434180853,0.06591917062549656,0.007303165526023345,-0.022957994654486773,-0.15515412830617265,0.06902594704928991,0.008217063227766323,0.09958089051140322,0.010537040152751663,0.01649711738128103
HSP90AA1,-0.09748983362201102,0.03209311976795925,-0.022203544275307744,0.038959133639201386,-0.06260064794248252,-0.0002729045054211353,0.06738122641246179,0.013671166605997534,-0.036795284607148065,0.10468024414440034,0.04164349556113808,-0.018246128007616033,-0.05959671848230969,-0.045390666184588,-0.041390206457783504,-0.037276028446592835,-0.02475744235996991,-0.04600009116255154
BMP4,0.10457000226665007,-0.03769083337123627,-0.006193861190118989,-0.015921929601744503,-0.006280673696675829,0.024802928128337495,0.035012889075712185,-0.0070300106015127855,-0.03266178115144284,-0.025498133071998174,0.24420847695743705,0.015989558821952982,0.06094940427229724,0.013241754589360926,0.044239765271643104,-0.06176132850574103,0.015117215037262299,0.017575301264616646
SCGB3A1,,,0.008790589663668007,,,0.095812962344245,,,-0.014221572375865483,-0.028139961882583407,0.06729324342989039,-0.015850301186255005,-0.0226153564628369,0.06615946846465816,0.061032780509764975,0.007652700979111459,-0.0045429088662284,0.06178829217213819
IGFBP4,-0.030750885225193186,-0.04342222483629037,0.006707405375664882,-0.0012360483012675155,-0.002943443226935223,0.06372409649875765,-0.07611089146093085,0.013595447630779613,0.011767549885323447,-0.022377871348224825,-0.026158461233007566,0.0369858183058738,0.0384692716677039,-0.02121739898015741,-0.051637050848755146,-0.014765406516706476,-0.01751046956842738,0.05156503418454426
RSPO4,,-0.021274497760134684,,0.0815634977795798,0.02545107581906115,,,-0.026931614348067068,-0.014221570295638808,,,-0.02086666996064092,0.05558276240593378,,,0.000960170885294808,-0.021135371683549672,-0.0018115477898295897
LEFTY2,-0.02406514624912636,-0.03563492136599144,-0.01393208569774099,-0.015204324381569543,-0.0046410178225775025,0.07574860779850254,-0.06951114840391204,-0.04177711511205257,-0.015594125762794283,-0.01700380017399094,-0.01651434478610604,-0.02804154576955797,,0.021461953109237996,-0.031277934567229125,-0.04488253655031423,-0.021068501110856012,0.033165232451629466
PF4,,,-0.02325010504789997,0.009556976598634928,-0.023339696371369914,,,,,,,,,,-0.024932932288830523,,-0.025630745784309773,-0.03622981109823578
ANGPTL2,-0.039864252717703885,-0.02093895068633809,0.018056656498082815,0.017277650846300976,-0.01834514828008002,0.014019162626559337,-0.09540341221860231,-0.0369684191707875,0.0005350188621409917,0.004466692252236566,0.08746989006562762,0.023067743516247633,0.10802282893099753,0.015072187483381834,-0.06982026141995598,0.019220853433697394,0.05500989253760417,0.06596020416623721
LRIG2,0.023774247218951706,0.04748835481190091,-0.02212765064140442,0.03660766408870861,0.016106564556876948,0.07115328125540905,0.006010798309087009,0.019646438466931614,-0.019647184531443943,0.07975172793738587,-0.07100733769793018,0.02758241796523611,-0.03697723786639234,-0.0010380149144351794,-0.03979188708185729,-0.004297979921990621,-0.007291569468969807,0.051343437261448306
ICOSLG,-0.0558852039029317,-0.017288407834046414,0.024538569116389915,0.023819440890714774,0.0140988109403645,-0.023686889101123126,-0.08037585323176363,-0.009903734818010603,-0.026989884658035732,-0.06438761206680295,0.03496240395373338,-0.021769844895771086,0.04231536763579494,0.031040417631743998,0.021321834724138213,0.08952577532878517,0.0070153669027062885,0.06432589437822661
WIF1,,-0.049509156455321106,-0.009295411304589536,,,0.026819162561264362,0.08011830010021527,-0.007063850493281521,0.02944195710263675,0.1942251637151483,,-0.036861455471043025,,,,-0.03067992060775593,,-0.04133283261242812
NPPC,0.02646130297494631,-0.043418156941660686,-0.025951163344630997,,0.05572276544917277,0.05844460896078267,0.014205829117048652,0.0025911608111978193,-0.01976450239064221,0.06237943121775936,,0.04041704867238786,0.01122467168523293,0.06750481797374976,-0.030121578956055706,0.00023922411795590195,,0.056645529584607855
LYZ,-0.030050308480682297,-0.03714471746853834,-0.01448117226783566,-0.03338748617808226,-0.046084442621266423,0.03162180690610166,-0.09092144706698724,0.03672159257921582,-0.0008109470872217743,-0.08759591496430756,-0.02876391709301933,-0.031080841220430568,-0.04602360471736912,-0.022862527216465155,0.055362765428142696,-0.0249334865767495,0.00932382521192001,-0.06807836046917966
EREG,,,,,,,,,,-0.017491941216315136,-0.019310948673986632,,,0.010725648502835004,0.016314658118037582,-0.03143276637958391,-0.0387083631488599,0.010601475245275781
SPTAN1,0.05947102851581906,-0.014398536956450525,0.044165042600648324,-0.013920312739871977,-0.0652309822787148,0.018205623527774276,0.12844061074561952,0.010914103060870478,-0.048376405131041245,0.12487137025870017,0.01984933961590174,-0.04226439621484169,-0.07286732940344902,0.07565452674851057,-0.055030534174081484,0.044341269791811376,0.04238977429428685,0.07232005370183817
PTH2,,,,,,,,,,,,,,,,0.0011443065876345032,,
LIPC,-0.015705885692223795,-0.016433114845044575,-0.028464239747651342,0.1538795237809132,0.008836594214715816,0.08124778712978584,-0.04564604607181762,-0.010286669117939106,,-0.01320914480907729,-0.0073785332453215014,0.013790091945683463,0.014759102681000585,,,,-0.03240696385028902,-0.03749084627154894
COL8A1,-0.04146208652543317,-0.010403012191381681,0.008029523927368899,-0.02689811213695706,-0.0012277620351220013,-0.02672840658783199,-0.06120656894257391,-0.05022082360460448,-0.057453944339902745,-0.045301102323660386,0.08110339467176149,0.012261585331426888,-0.0970941155874368,0.04569383697773546,-0.004364344942624417,0.004991910256304405,-0.03113988875535399,-0.0276407922372355
GSTM2,0.0026749969778472973,-0.01262013776257745,-0.04451878146923821,0.012605244987633055,0.060370904553048936,-0.02608444047040172,-0.028955732911850458,-0.05498157301042503,0.01706635298406907,0.047409544878130816,0.04122616138196254,0.0332850258398097,-0.08262217864111074,0.015905361560564414,0.00792168142931093,0.011109036248071285,0.045116186285848306,0.0005365203855766229
SPX,-0.018158764426108503,0.017130932464412333,0.05805010214650151,0.07116083866166818,0.03499883534598904,-0.05757621490606044,0.05760490598193838,0.025572085681138317,-0.02262390645809969,-0.029467320757514976,,-0.030600292775543825,,0.07692926148987696,-0.030957422328760278,-0.006511589766066309,0.02875797973010861,0.023641347293864558
MFGE8,0.0015009104175879454,-0.01736653259405073,0.008943008247389262,-0.037130001835227175,0.0379684996826426,-0.019289841073901654,-0.009757408350085648,0.04136735271689056,-0.0020737738975236623,0.05773419714245365,0.014490524601695533,0.044763948371766296,0.003411654074161697,-0.039158271944848194,-0.03482802570584943,-0.03270980143063575,0.03813872077368354,0.1000806908764511
TGFA,-0.024825400019398477,0.0005784606263146802,0.11219057133160568,0.010176162624237177,0.042831074099748824,0.02617310422674473,-0.07500904455207819,-0.0013910182446257666,-0.035594684095169055,-0.05599561798355327,0.0035328802373945757,-0.004815575580038294,0.007501311403444729,-0.012117097357574875,0.0020225508242112515,-6.649421301262953e-05,0.017878056996575874,0.039691942702420956
SLIT2,-0.025013844032974034,-0.04311420681540815,0.004764359083622897,0.02876448560170316,-0.021411122867946244,-0.007827309931496254,0.018486764847418072,-0.007129295101216151,0.022601062700672334,0.03808154148089194,-0.019569799634035004,0.022185310889970385,0.022746223401532227,0.046689219166685725,-0.04111359349864136,0.02666023209410032,0.029473778687398765,0.009748321110480018
PLTP,-0.012448853458548112,-0.022307466339881964,-0.03463184046852377,-0.01272822905168112,-0.10163915881951936,0.021760567848747258,-0.13173992761498468,-0.005535655690362475,-0.03008588858848099,-0.08990431773061931,-0.015264188780502829,0.06224158404529707,-0.012228926846824834,0.00718484362471137,0.032827122810274,-0.013528727920578616,-0.03800284434103977,0.05954742607785658
APOD,-0.0423755060170133,0.0994553431343124,0.05671006474848095,-0.00443735979056784,-0.03721843664020975,-0.05793720526578307,-0.12446203200872648,-0.0011890975993140815,-0.043448404894738585,-0.11177086292021507,0.013932432362877499,-0.050757457079964534,0.044331772290011576,-0.0153003670977564,-0.04340111356425113,-0.07234029951054076,-0.042330768085813875,0.010604007317400977
B2M,0.008358357131950777,-0.002195222755091777,0.023400568202341706,-0.07166333190456523,-0.10729993130629342,-0.04132180871782774,-0.1102447295324279,0.03031094396134283,-0.05948505485832871,-0.11510599802245353,-0.06271774226114753,0.00576264363033827,0.10401605385858084,-0.0014514070092217096,0.02404809398827041,-0.026280910570534673,-0.023887937101985383,0.07979255462344503
OMG,-0.04815432924516422,0.04092275537612807,0.0342474346121745,0.048219140910098324,-0.054850406133387604,-0.005191831291479344,0.06147868143183521,-0.015013918990963576,-0.0023089699398364974,-0.03595500262943527,-0.012229729897131227,-0.009962551578843645,-0.016617481938245755,-0.014247912599785814,0.038613703638611226,-0.03334904047768239,0.07109970598129473,0.011523677269971111
CXCL3,-0.019573264919030234,0.04811620061512628,0.002935223668628613,0.019106186306784793,0.10256892520436676,,-0.022913935181704596,0.024865724942874742,-0.015214074107908001,-0.024624189243677503,-0.03631690158586527,0.02575970831547639,,-0.06643502253155492,0.04918570361216048,-0.010372144648058678,0.00539463238271395,-0.014517556394325832
CXCL10,0.04533782286253966,-0.03459005115979939,0.04745405079680266,-0.04582056101213849,-0.02149552348782838,0.04501202101886075,-0.0340697273583715,0.003312350533674242,0.02589323458314422,0.014306068431012446,-0.016664259815109553,-0.02599641539518272,0.03682145978075395,0.006786746748884463,0.09654477588071332,0.023321145143213987,-0.0022997305096310464,-0.03401259662360623
RSPO3,,,-0.007106912634267403,,0.09903495583890726,-0.009567221189964373,0.012965639832910316,-0.02648723172174051,0.033292824660879336,0.1768592940095478,,-0.01709482962752015,,0.021505126647422598,-0.002137045595609663,0.015089677087729793,-0.01826604374383822,0.03315082230004923
CORT,-0.02430546619482495,-0.0238524603096926,0.02298574568030948,-0.010803760624757531,-0.035172182176760776,-0.04220832622258831,0.10902553183527222,0.0003495633522864702,-0.02289455446266975,-0.01803061706322978,,-0.014465573656464422,,0.07125985308806328,0.00515887020451217,0.008787972815319392,,
NCAN,-0.04507855110799865,0.07665325542154063,0.044822050615894206,0.0466894236475225,-0.08348267345396644,0.02406518481151634,-0.03770006026303095,-0.012906411027287122,0.01586146119369205,0.07319381172012451,,0.01172169779604739,0.0780550984051358,0.04988971812511334,-0.05606239422227462,0.009473947201198776,0.02353395440913329,-0.013095724319104688
PRG4,,-0.032553007998324196,0.07275579330618635,,0.01755598051635409,,0.08340738487952953,-0.034417533992413686,,,,0.013393367645743282,,-0.00999560264015492,0.07076326571994787,-0.047500336253349686,0.0019041329330685066,0.08247539286491938
ZG16B,,,-0.008783730038168963,-0.016440720906183523,-0.021301790621239977,,-0.026802750027963007,-0.01839939147392016,,,-0.021785420041972214,,,,,,-0.0227757907591087,-0.01465439196798697
TGM2,0.014224922166382766,0.024163900073793345,0.01180986358960209,-0.03741363632914797,-0.03135643425471402,0.013233080227303365,-0.044889861830345504,-0.030646048519600913,0.0004469869698068027,0.038269004463833745,-0.03795207646901012,0.009906660029199035,0.02896358416919432,-0.09159441162041991,-0.00539603006683646,-0.022086947198133994,0.013859235791795484,0.015111322124329063
VEGFC,-0.02430546775977712,-0.02335743318127871,0.016373833483318757,-0.02111051876788693,0.07282491908864834,0.0590544957046755,-0.03273041531001639,-0.031437745010935735,0.10625093471258083,0.11383455974433654,-0.041314215362299324,-0.020397205355694205,0.05802214790430926,-0.01242056424394614,-0.044166187617290936,0.013721319535915166,-0.03801643259359791,0.00808488872171455
WNT6,,0.054751068669216856,0.048540055173223066,-0.015204324780599484,0.003073150035496168,0.003973550180274479,-0.024412294531674875,0.05146550578973483,,,-0.02436055276293783,-0.017801650838272343,,-0.015078175050415902,-0.04849137589932819,-0.026626272268472948,0.06425181138122459,-0.015337312358707762
NRG4,,0.08661514815728108,-0.0034197804656069066,,0.04191870874403404,-0.029399673595071937,0.11256384052433167,-0.018465587790695275,-0.01972636215001313,-0.0220202901870855,,-0.023795719161237662,0.024928013847907243,,,0.028718884210714085,-0.018266045791025927,-0.037541612278066884
PMCH,,,-0.023792575440064575,,-0.003903173696901748,,,-0.01610635313856662,,,,,,-0.038400486445854067,0.008637250115488628,-0.025092679497806376,-0.039388533816500676,-0.045083775533045496
COL9A1,0.05610381672742189,0.00011508065816739918,0.007056745667332019,-0.03776380348467122,-0.03400357970995309,0.06140571484881517,-0.004184415199703228,-0.007612136439233017,-0.0013848097830793215,-0.017249454419681735,,-0.02711465627830035,0.009698418441881537,0.10302967935466487,0.0309752808350229,-0.053503315857158125,0.08491409109859999,0.04623389034851934
