,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CSF3,,-0.010106906889687914,,-0.013593890927787308,,,,,-0.030069481384874457,-0.07088491910287352,,0.0340919503868705,-0.01219656881093566,-0.004740708850192811,-0.0330001336376149,
PI3,0.06415414168833218,0.014254713150297827,,-0.01530690060462824,,,,,-0.12695856320255225,-0.15896043895780698,-0.04761140512458496,0.11913883321326424,,-0.01916513198536996,-0.08436368485328986,
PCSK1N,0.015599764123696952,0.0891502061434208,-0.021641738590391042,0.03233195415455814,-0.06231911702706574,0.052420870339996255,-0.11932565422817379,0.12896735060261677,0.02260131288617697,0.05831403146521381,0.021871910619384077,-0.006328954559661851,0.015514618070478194,0.06788899736314737,0.1271123477980137,0.029495541844628142
NTS,,-0.01919168823848501,-0.021323808175996353,0.07720112663053902,-0.021329629412428035,-0.001801912272823586,0.016683857319662536,,-0.025380112317424826,0.0024353687746917385,,0.012496777347892962,,-0.0364896024469523,,
SFRP1,0.07306181681123669,-0.01932967054176185,0.03818367214418229,-0.007525597663469501,0.028404249498393035,-0.018749185935014904,0.027805112455666473,-0.017359651461350017,0.02825566981025247,0.05376420082340872,0.06435831743997202,-0.05627464422135072,-0.07066670099155256,-0.004157670145251638,0.11596912746774429,0.079174613163509
CXCL13,,-0.01915595035805514,,,,,,,-0.0053766619707407,0.05002417055164557,,0.05062540857081763,,,-0.010096079943653302,
MICA,0.024838350773196346,0.003135491692109586,0.016181660924703363,-0.07877165186334084,-0.0007000797164468328,0.0034196351521971944,-0.018691799136380916,-0.03120640645145792,-0.03154247076379646,0.031682840793726436,-0.0455323384137333,-0.029070632596059274,0.020028303916527504,0.10022502996616431,-0.0539302984749289,0.02120663693984423
TG,-0.03942195490155098,-0.04099748944048443,-0.024613295874005882,-0.01640661013194057,0.011988631318345324,-0.013568704303911305,,-0.03767236076900741,-0.0025845738423824153,0.132330606061866,,0.009628333773342471,,0.09013462259033049,0.005515281403415416,
ADA,0.0660504226186959,0.04089641931466074,0.011982077196728554,-0.0483037235586915,0.021531446132626184,0.055753426396464176,-0.0369181138656979,0.08903556838232494,-0.035701330627186376,0.056402279890681785,-0.006078638430143852,-0.06363359911224786,-0.044074748072563036,-0.036153639139064025,0.0011544363649563557,0.0553897344145081
LAMC3,0.032896086679253186,0.044422978609976814,-0.04190966952577032,-0.08761585961421195,-0.021443931296878653,-0.025366942088422443,-0.008095097459217571,-0.0742948827985967,0.10729022136486994,0.09422492471787265,-0.03538658707321,-0.0027469247116116433,0.15128642448489388,-0.01350147020446552,0.04319444796211974,-0.07860610578802114
CCL7,-0.01592352802876096,-0.025397253467082114,,,,,,,-0.05046700624948742,,,,,-0.008245596065119598,-0.06272375227587511,
NGF,0.022576975940830277,-0.027108924696277705,0.03998171948859061,,,,0.01591452892078915,,0.020395111083735696,0.13456788976671313,,0.1014428721256967,,0.06645961813873888,-0.021566877384274118,
TNFSF15,,-0.018804040283413977,-0.014913479396887554,,,,,-0.034724380144946596,-0.019773509326885888,,,-0.03382228335657156,,0.00908324759191518,-0.027251213512414118,
HMGB1,0.013250287827673636,-0.01870271741894281,-0.0009623913187876493,-0.04905314923292662,0.05515524865963729,-0.04842766154676584,0.09303168231176373,0.06672939115512729,-0.010302474870056585,0.026261430114782703,0.037598351422046136,-0.0019259029812144772,-0.07502570298329028,-0.07838995950856233,0.03217978457828608,-0.01860000058966559
ITGB3BP,0.030305030222168926,0.02754079187370643,-0.011758875228609252,-0.10303193539793938,-0.03248397186976991,0.013747398977678627,0.023768083509865284,-0.036803775086585166,0.009110140765039534,-0.022406454022833873,0.06295530281829287,0.03216603964623477,-0.05665045359545612,0.04907388556368829,0.00015080615508805827,0.03555546810867267
AANAT,0.006099246406365652,0.004223311451986653,,-0.012262057493660612,-0.016202949517679813,0.02061863000879738,-0.03662148117871746,,0.08528438577052004,-0.02771571694262765,0.003757850660685879,,,0.014479152957920195,0.1047484397019074,
RELN,-0.011437386742487402,-0.027279185388288465,-0.07256569676712851,-0.02495137507402945,-0.027724295400641318,0.012306711773100434,0.05609624097463297,,,,-0.08972189656755042,-0.040853652895154004,0.11137926618742604,,-0.009862440430075867,0.010380881861255875
IL15,0.013541660417945146,-0.023240610954987893,-0.020293106277653895,-0.03198444268048482,0.022839670187729342,0.0014025629814063381,0.02006100661627614,0.04976700714166311,0.018204752589471962,0.11278267884730926,0.027096455900721062,-0.00883009404093212,-0.03321453579401548,0.030780198261478677,-0.020063355610818446,
UTS2,,,,-0.04044816587325158,,,,-0.06417523627865059,-0.03770238482468072,,,,,,,
BSG,-0.009925819571944113,-0.025123364568582208,-0.031108378733354928,-0.004333008362015916,-0.008902395997643746,0.012349987941344433,-0.0942340675259334,-0.00301829227547031,-0.037845466910351476,-0.00605966212924141,0.030186412826009073,0.04008477648152706,-0.010654760888610336,0.0282670078443946,0.02260482344180713,0.10675340929468968
ADAMTS3,0.009629386919746014,-0.03599303036094099,-0.020881026045776994,-0.10753618652516135,0.011388327817110178,0.05427802782963328,-0.04885691161535038,0.006834174703754906,0.002199641661982489,0.05022900613817202,0.014584053322034109,-0.007158830290173502,0.006635055909604378,0.037355067355550636,-0.026530141233681095,
CD34,0.0026736208539630316,0.07625185562921535,-0.05951940975706617,-0.04239698528831278,0.019590340417106583,-0.029263629608222375,0.06682186183779933,0.014858591376387951,0.08052645829693647,-0.016367282295477365,-0.013217455788291053,-0.04294263421769388,0.16148841056518934,0.04626989142209302,0.004172047218891271,0.0039726622111393535
CCL23,,,,-0.01395227495427388,,,,-0.010078860344129402,,,,,,,,
PLAT,0.03407836081335225,-0.0063452510403147295,0.051782561644505655,-0.08226810361985346,-0.013759904271713152,-0.011130233187383853,6.616900230103136e-05,-0.024627180197985658,0.08178666668445342,0.1325205176715355,0.03833992577553437,-0.019043237045310763,0.008369046470263077,0.01934177457525525,0.08536581370511884,-0.11856173237837996
NTF3,,,,,,-0.002102430584579348,,,0.02810950200881431,0.04831507921968798,,-0.04704495765982417,,,,
LTA,,,,,-0.0156051289969508,,,,,,,,,-0.04684300200652506,,
CKLF,0.009523588964591068,-0.08212500092963027,-0.009774810508383518,-0.07916014118264725,-0.02758511459865833,0.02028474692410714,0.03479105291921977,0.031633116324329816,0.07222039658518914,0.06089233780908165,-0.06614448664355316,-0.016493046386068827,0.0105129935989862,-0.0029055882027441506,-0.0016919152365748376,0.008445954887486326
CD24,0.09100045166500491,-0.0283115779139093,-0.0039083231970654005,-0.0276447597151484,0.048045997172422174,-0.07624727453205284,0.0842584690581297,-0.055449307952623844,-0.004399161766706379,0.06615451481185253,-0.055398354658103936,-0.01758447686507055,0.10314006389820109,0.06258500522522864,0.09039517496313118,0.016043530040984112
HSP90AA1,-0.039532551406205645,0.15157532867913237,0.05431299887121111,0.08995834790083965,0.014050944037539027,0.03391341709930986,-0.08553509152208831,0.06780297412599627,-0.08448814830955656,-0.09917940715706007,0.12678306583831211,0.0711485378434296,-0.01195147616401929,-0.024111180825484798,0.07973612513111762,0.10546642529919986
BMP4,0.016337848422842652,-0.02086030690613513,-0.04835032287642616,-0.037559100387241154,0.03687290008986724,-0.0034693205550546903,0.028667929146534887,-0.010127448971215354,0.07873339453661463,0.016126175162051396,-0.01587034630934704,0.018540982813979985,,-0.005500220105821062,-0.040108050624178625,
SCGB3A1,-0.01592352643642943,-0.02017769410191368,-0.025904509073666777,,,-0.013193220746424114,-0.010294521201073034,0.08567119356603324,-0.010810871312040907,0.07806777818105275,,0.028892243872729685,,-0.02289220837173536,0.030247148616403794,
IGFBP4,0.035510757650748806,-0.04643532130790423,0.004370942809870571,-0.08755387910806883,-0.03953719648302868,-0.03034177232238249,-0.006071702627757762,0.0053166349971476975,0.009746159609934902,-0.05723139833547235,-0.010946521221150649,0.09475287708073046,0.03562832024817274,0.029837271567625553,0.08789280779252025,0.02698587081781332
RSPO4,,-0.023288338981961573,,,-0.018149715039525893,-0.013193218816617128,,,,,,-0.016223663923180715,,0.048561595983357526,-0.03950609782479748,
LEFTY2,0.03306431466261222,0.030697226052045706,-0.02972750391183705,-0.07715826056911544,-0.003108025409649766,-0.01446652578903208,-0.038952928212469096,0.11441734311919054,-0.0015000824075362671,-0.02574329122992602,-0.001718608021113384,-0.06432820058160066,0.10328824704036309,0.029193541682354447,0.04048963646948405,
PF4,-0.016518102577915365,,,,,,,,,-0.035253453738680315,,,,-0.027177359126999766,0.07615449610379965,
ANGPTL2,0.06164274017944663,-0.06299783890720986,0.01135817926666784,-0.09535706446634498,-0.0033040671646064447,0.03916365640541797,0.008013132250285184,0.021505328974498323,0.13278899341746442,0.10540861037778318,0.05898792114782158,-0.04765533752179766,-0.021971748459109857,-0.016072817144457296,0.05536664620280933,0.16777183105212232
LRIG2,0.022069345854096603,0.0066300401050488605,-0.04381434636036816,-0.0960995210195164,0.05550313852992813,0.02433514213838133,0.08365843695744955,-0.02121979099958498,0.05050988050532921,0.053904376993234644,0.04282823176029915,-0.036352658463835424,0.0440413081203743,0.04479252278275633,0.030062469723999667,-0.043302565102596925
ICOSLG,0.013990591257692888,-0.020700575405221154,-0.020029954065624675,-0.06046421895892889,0.006507006642559575,-0.025038265587163717,0.022615385760200075,0.032408999715762415,0.01314106325684618,0.1353101293465838,-0.016495931993587763,-0.05214792716861979,0.08086836782810454,0.031202909455877198,-0.00938985907584511,0.014444218113630627
WIF1,-0.018217452338748347,0.13466136447860771,0.0016997367487411226,0.04036142603598104,0.006046182943891849,0.023657764950151785,0.002191282351634276,,,,,0.039369744254820094,0.031700657306904224,,0.030781138143446855,0.05385184066324496
NPPC,-0.020835455220275453,0.11953801308592145,0.03551605695405814,-0.03301510457305103,0.013961800428723319,-0.018335345494249596,-0.028957659599795363,0.1052511066238866,0.05696017979318419,0.022955433237177376,-0.001395143521350939,0.04715056570620688,-0.08249246719583822,,0.07059430367591714,0.011703466792529918
LYZ,-0.0043601782472844335,-0.04551435610059553,-0.032815464048486065,-0.07530391308472696,-0.031724024214132944,0.004871244053423229,0.06662170083362175,0.050391025788372255,0.02966083229139673,0.02928178625781882,-0.0839149026351739,0.0036332358228635094,0.010005807387195916,0.0438268170255673,-0.05224716222976445,-0.10275693569942979
EREG,,-0.032772218560017,,,,,0.08304577004755762,,-0.05682741693104975,-0.03146907604072262,,0.0744471845173459,,-0.03177051861563582,0.05668836662880584,
SPTAN1,-0.030708808945269093,0.07302629153449619,-0.020450421737138617,0.059688422010756,0.041292141185745646,-0.00012355290402831708,-0.07133881639528536,-0.07521113515342255,0.016026549709556318,0.05283484822355229,-0.00722513425181688,-0.05804999402747972,0.016716355679562332,0.010706045618901617,0.14614825643169002,-0.07799713934843244
PTH2,,,,,,,,,,,,0.09657089074053217,,,,
LIPC,0.013139389377629231,0.0889491680071045,-0.007265563538551561,-0.03207123960994586,0.01641016240340617,,0.053031462599584765,-0.030698629538265975,,,-0.035965808703272456,,,0.05082029095591407,-0.03445193346322583,
COL8A1,-0.042751631425505456,-0.08936212570682799,-0.002218450143158667,-0.0430041746698389,-0.0026652283966359307,0.03616123921227968,0.12354901607130264,-0.03818684806084958,0.06132804219175899,0.0636801655116245,0.03413460277335324,0.04041800950908003,0.11578976357024345,0.05836937136219726,-0.05371319394565761,
GSTM2,-0.03981523200775935,-0.0072500879550037,-0.017160553877508283,-0.04491943139875211,-0.04315172656869069,-0.01612312409478516,0.03399615183924216,0.0046901288406760375,-0.022285033656778912,0.09254690368501572,-0.02030142981444107,-0.020419729660384106,0.12641098504352544,0.0808068378963893,0.025699084635653187,
SPX,0.02226340321409881,0.08542270495409711,0.008309198276331402,-0.04300415802951006,0.03205887840934541,0.04790370623196362,-0.030885585924509865,-0.038378925897472056,0.010423127756096374,0.02615120196955167,-0.010107723326692328,-0.09187293346605718,-0.05386756309319647,0.03236681475956284,0.010356147140152304,0.13477631003104726
MFGE8,0.03975512625034091,0.07414742149145011,-0.028739280679046807,0.020155041221640718,0.042944105872275685,-0.018696282401332195,-0.007388670594973853,0.03675753407513127,-0.03645297531189921,-0.027723623206956902,-0.055006617492858075,-0.0637795644390806,0.04578497144867145,0.039705054637434865,-0.03627148376220116,0.026190420332959763
TGFA,0.04870400011013275,-0.07735742069286664,0.04949473533068728,-0.024283958653888656,-0.04237756800307173,0.04495372794214131,0.047547481235277175,0.019999135366404564,0.031458832298764366,0.060396420508841635,0.05889983739104116,-0.048009680252751805,0.06552806602873763,0.07095552704054978,0.0029275560940078857,0.0731158001986767
SLIT2,0.0015978552275012982,0.028452319317982415,0.00027306793713678776,-0.030845639376793212,-0.009292461969497618,0.014866082903396438,-0.04414210175347983,0.011099108679401788,0.02457746328478488,0.05854416388271528,-0.0012249341974254378,0.02787212145992038,-0.018061278780299426,0.053950153663631976,0.03519700949381821,0.0060581518439326515
PLTP,0.019932951376798326,-0.12281687972653789,-0.08267901610276691,-0.07232643340678145,0.05007975696253357,-0.04301617830007448,0.07253706670416783,-0.0721332569572647,-0.024415998370453957,-0.05835845435779563,-0.005713423405012643,0.1585370180313335,0.09053977078158083,-0.040614658150685996,0.016841751003273935,0.047479969512387234
APOD,0.015181413920324833,-0.057144885944297126,-0.009470945722246715,-0.036701547468855136,-0.03261518485711815,-0.03068911325904778,0.04874601309014805,0.1491961655065333,0.12390416770706045,0.16056338643431295,0.03325389138263593,-0.04098660341933374,-0.021553121988295044,0.010437106198694663,0.13224326267617212,0.026815779372893412
B2M,0.05849972016931378,-0.1069211462955088,0.024834894284214478,-0.09136693797746585,-0.015307518529471683,-0.0504805015726847,0.07278543845751077,0.07186852249437395,-0.013886403984033123,0.037309718703563234,-0.009432980952992638,0.1146480188318154,0.022101041671708593,-0.03186074646583584,0.09273772620652498,0.00955544958505439
OMG,0.01355469362876896,0.008936681484516085,0.04781450544514857,0.06134152951148913,0.05119377520703003,-0.011991923660208955,-0.062334583086404285,0.1014547021175982,0.07020509188926322,0.09811512490765464,0.0006247160444387805,-0.050497808333460875,-0.06123061827459244,0.07481659826320226,0.15325994822232625,0.0045696012931605015
CXCL3,-0.04079095700996313,-0.05377938997819714,,-0.01609949533116163,-0.05976976249866403,-0.014113955394884413,-0.005292930381791748,-0.029835992847842878,-0.056425153239271025,-0.08214366383145563,-0.01236981090261515,0.09020477370272752,-0.017937852897976465,0.05061960236086332,-0.0823584443518546,
CXCL10,0.06224491427411196,-0.004426218270709849,-0.0277383773165015,-0.07366552084054252,-0.027806318683536505,-0.021440131269228915,0.09994418963080055,-0.07533879982968512,-0.05211365824335222,-0.020947979223798173,-0.045486940868100956,0.009565835363817544,,0.07071895433172026,0.04638291503006979,
RSPO3,-0.021630087419756947,0.2211869405055923,-0.05355956373836726,-0.02013494859253742,0.012670620899382213,-0.02575481240410202,-0.0029674414480084545,,0.06791351598359233,0.022637685840205028,,0.023700521397916237,-0.004761965042158198,0.01774413416573654,0.04880462996034241,-0.021360263918879827
CORT,-0.029658336396096587,0.10495836935515913,0.030529825281713805,-0.03484803965629994,-0.023432824243717648,0.017885452183579224,-0.012032055388650705,,-0.01551690790827948,-0.003311867304041582,,-0.03588116699247981,-0.00025672081772364476,,,0.033451777059242904
NCAN,0.04874197156629952,0.1626421868008778,0.040488595129381307,-0.02006457528839265,-0.003832047084461383,0.003267741987702159,-0.048734647838017266,0.14442058309735017,0.10015061427807558,0.08117920577902898,-0.0010382130064966978,-0.13919664288995257,0.003170600824337268,-0.0048320529994462956,0.06329330939074168,0.06314376340602666
PRG4,-0.02394708447970938,0.02864112533945553,,-0.01744233588254509,0.0237457646592843,,,,-0.055275337483383154,0.03779739831792506,,-0.037650003446110726,,0.08901431911769014,-0.019781277404312778,
ZG16B,-0.022081125140245385,,,-0.018831804555422597,-0.012399691598001106,,,,,,,,,0.025059198986153854,-0.023122636626425868,
TGM2,0.01435695681467328,-0.03799545228268152,0.005029910934102835,-0.09025401844077628,-0.03859523928994706,0.016710566866269604,0.01866850507179244,0.03996334962079014,-0.0496273709564653,-0.07258070781523936,-0.044162918686367764,0.007314865511308047,-0.0372022395533514,0.060192791733420827,0.016696238914594954,-0.10636601831382787
VEGFC,0.0035621809781995533,-0.024850229565399586,0.10777596086546581,0.012272737045668374,0.008941044261237971,-0.028220343796771238,0.013408009992469532,-0.01652912374475412,0.008106048375973356,-0.02790256341046991,-0.00011782458494575426,-0.03034737403967969,,0.016087440046006873,-0.021267235261259357,
WNT6,-0.025692260453026222,-0.022244218892071226,-0.02081447429114607,-0.017152253365430206,-0.02759507138373541,,,,0.001992299421284158,0.06896504014702538,,-0.03391824902590438,,0.011518624539114593,-0.03955426028516148,
NRG4,-0.014666128350312238,-0.00740030423750906,-0.025480764328613657,-0.021725535853176034,-0.02382181524859233,-0.024650798385823215,-0.050444887266277286,,,,-0.008808686620107354,-0.03613122711039885,,0.005631165982993364,-0.05948354067880619,
PMCH,0.06292306925263601,,,,-0.018149714163606112,,,,0.0311023169657726,0.04077443463352672,,0.005651189498617682,,0.02759579804229646,-0.01009472345754176,
COL9A1,-0.011654761316761417,-0.016042313639653933,-0.046236004727886235,0.07475379490475355,-0.03323279296099419,-0.02794737297407221,0.06269644012947984,0.015000407055569756,0.08913322743753634,0.12727322081330222,-0.018272505591445137,-0.010690865880675077,,-0.008546709214037829,-0.04421650442005393,0.0666244147128187
GDF11,0.06279680078468956,-0.017218311222309157,0.013185452334570904,-0.03385887670665725,-0.03700538563096593,0.03192938493673661,0.018303531644423433,0.04040782626371244,0.008596235303369198,0.06157703047220049,0.014334778064990542,0.016174586845237655,0.07841316507001847,0.00010709599850207393,-0.017085523811251106,0.033435760443706414
RAET1E,,,,,,,,,,,,,,0.0372655222495486,,
IL24,,,,,,,,,-0.038245238919493094,-0.02118895799234304,,,,,-0.06650061965731179,
SORBS1,0.03318431007721791,0.018630024985269562,-0.05197826876532611,0.05261647106842849,-0.011768301658125993,0.020481220732113555,-0.02857616886744342,0.08692178362835504,0.008251036586613978,-0.009042521405873916,-0.05182611130353113,0.04168700346739084,0.007986196541308253,-0.014034485208641721,0.021063573564833016,-0.033363936410691616
DLL1,0.032119972494297364,0.03280533080778792,0.02764257728477908,-0.08757298963119266,0.018322310909000956,0.002452793935799665,0.042283640397187204,-0.0805595138740155,0.1455140057608142,0.15813567551563276,-0.008876769857356744,-0.06449020977330024,0.06187874649440255,0.022357416646398787,0.03120469667263921,0.1061144948806195
TLN1,0.0024861797843571533,-0.11478258367677613,-0.029139812085759425,-0.0682364204553216,0.011426930188540107,0.01807266774862781,0.12915289755595832,0.024495703913536195,-0.0056283642187671575,-0.05455614480563681,-0.03418059000870503,-0.023514964257525757,-0.03878931783494772,-0.014756837218871353,-0.029138436415346632,0.02867196919283644
COL2A1,-0.00794888649799528,-0.014418614008761016,0.009786995496670121,-0.016099500809998318,,,,,0.014221156827388524,-0.00843442582231121,,-0.028583629553453473,,-0.005066254578947736,0.0029577762922311413,
SHH,,-0.03655216204818273,0.0064332782779605874,-0.01265616382830626,-0.00027602007392410363,-0.015148170327757273,,-0.045393155182765356,-0.034666389076872445,0.03449594203526301,-0.02305987713719525,0.0058045783565795865,,0.04021313530689511,0.010831356116292892,
PON2,-0.009034838932727742,-0.042298223627335124,-0.04552242464329753,-0.039435993419425386,-0.012252667459059266,-0.059541368580733854,0.05615513375301366,0.06657615052431597,0.03586968655622274,0.14897420367402048,-0.038573471619700095,-0.06006822082497061,-0.038209668704892535,0.0332500501372276,0.013791580576693847,0.014318742116208738
ICAM5,0.0065499990826898835,0.22708601744062154,-0.03559232673628671,-0.03145999787219546,0.0029807799224901028,-0.016623556404119156,-0.051740237121489493,,-0.018730622957531237,0.008346269627155872,,0.11197508364782686,-0.08155345079505921,-0.0079991996766137,0.028424901462879713,-0.018607874347282137
HPX,0.07153927027971987,0.04039783698953716,-0.020814475695229262,-0.023444227326862313,-0.02433362625460036,-0.013193219401407032,,0.15173217720482038,-0.0272070080016373,0.07397459925361045,0.0015001399680965029,0.043842003333662366,,0.03544076383175353,-0.008283872667944024,
SFRP2,-0.021170370832475985,,-0.04920535612627977,-0.012848898143156198,-0.020280486241146516,-0.012098905222835373,0.0896300472069906,0.09955971030541995,-0.020147214870613647,0.05789186855618324,0.01585979044989046,0.025615561473568627,0.05433299975828474,0.05711574636536085,-0.02665772106220897,-0.0594234729118293
CFC1,,,0.009222504401809098,,0.019228149010441255,,-0.04116128799923124,,,,,,,,0.03227144639928358,
CD70,0.015282057271969388,,,,-0.029109031197295212,,,,-0.036534907060218426,0.012369511428893594,,0.07515562795411432,,0.03296909000755978,-0.06584815132074784,
HP,-0.03143353685222858,-0.04591335876009265,,-0.060028961790631725,-0.03696559578969268,-0.021295917596705113,-0.034522883530162224,0.03157437554578371,-0.00015430955281679976,0.01780505782827232,-0.05845217546048684,0.09944802075313659,,0.0471225643185195,0.007365288965167465,
