,MGH258,UKF243,UKF248,ZH916T1,ZH916bulk
TRH,0.008090457687102428,0.049836987366183944,0.02638058034574998,0.02656913120835027,0.06542220984505298
SEMA6D,0.009293852130963128,0.041338791856919715,0.00467257136355178,0.02179773469017063,0.08230652781234421
CEL,,,,0.0809126004671213,-0.04579626493207292
PDCD1LG2,0.027963350002981845,0.14221775864391123,-0.030980381970500057,0.029851144078540393,0.027959210588195914
SPINT1,-0.013742175940145644,0.001302971300328803,0.0016310015466861263,0.06143687310068751,-0.012796470995776145
CTHRC1,0.04675520293758695,0.08862380132365465,0.036987444091958976,0.10175094002056875,-0.018122715344886593
PODXL,-0.019926109702758817,0.07717314395918931,0.05105175030129091,0.037701309292987845,0.09759938116428327
JAM3,0.04058849678252278,0.018504099562557778,0.01625331765001143,0.012491577294519223,0.007575315275979019
TGFB2,0.03430451469343531,0.07422466747636607,0.041733233586914824,-0.06296849259139137,0.12182419519946168
COL18A1,0.08151571804385893,0.015205015194180606,0.06630663270711239,0.045436158873158064,-0.04587893214923914
NODAL,0.04943044093139272,,0.08576364742928762,0.06483189771857581,-0.003918443434586847
INHBB,0.06686773688469913,0.02065519379242338,-0.012189977837128286,0.03880450281999499,0.042162820218857464
LCN1,,,0.03456910133788785,0.018582094765563068,-0.03639397992171195
ARF4,0.05835510446868599,-0.06671366801016204,0.05684785915268982,0.05006619426557103,0.04679281643292221
CXCL14,0.018261502594499674,-0.048675146829277434,-0.06542002317559063,-0.015173818436068113,-0.00042714969084805643
LIF,0.10587519730883263,0.01521469309770528,0.04714755587468239,0.06234276658845103,-0.003819330182583552
IL17B,,0.025620394303812744,,0.02833100834606513,0.007924260275350446
MMP1,,,0.017344573821095537,0.10676027926677273,-0.06145109757589598
MATN1,,0.027332179915909735,-0.01861138157235233,0.04164076422110055,-0.03749894799376079
ADAM28,0.04401500749455309,-0.013057792094311769,0.07802665987183618,0.029098032591449403,-0.017694702019084033
TCN2,0.06717979826985207,0.07680314315942377,0.08143588250232403,0.037263101249568394,0.08031486176871307
THPO,,,-0.010359209185414926,-0.014237176474718642,-0.019397329255258822
CUBN,0.03079377536128194,0.07964136835632689,0.08189721502156223,0.11692509011269256,0.03141908369812207
TIMP3,0.0033395657964839856,0.10340054118850764,0.005412418879322118,0.05318735082037598,0.01121981214620517
PIGF,0.02105473713725437,0.024482948270257654,0.02298085669076872,0.06137989477353468,-0.014338611493185294
CRH,,,-0.022666981253988895,0.0375951209848417,0.04899283517562221
BDNF,,-0.0441202566839756,0.012880103350583231,0.013760731050551528,0.07137862922817338
CCL5,-0.025661373781377894,-0.028120131782184036,-0.030214259054655742,0.11432722666509719,-0.03204436123019756
GAD1,-0.06120888241964246,-0.08873972514987725,0.02656199304356249,0.059856693231001706,2.1028668352500225e-05
COL14A1,0.03753260542133609,0.07377383517087205,0.005925323806044558,0.09664484059161949,-0.026842721982643203
HLA-A,0.021236597759751917,0.11720888329493875,0.025282962942647615,0.03416981810979481,-0.027454011653073034
CD5L,0.004005418712012911,,-0.010440800353043588,,
FGF18,,,-0.005397329626659129,0.06939313210922265,-0.010911542503712358
ADM,0.057743675079223275,-0.03252830629456206,0.004174432016335964,0.05688512341424204,0.07715092453065456
CCL15,,,0.010051079379465418,-0.04184515905368013,
GNAI2,0.021856062163616113,0.09952253400988773,0.028145909330685955,0.059489969437714015,-0.008047688946265376
HDC,,,,0.0748193584910693,0.06020088423694079
COL11A1,-0.03451947397576116,,-0.019505460689819655,0.0009510038329530842,0.11329006984454484
NUCB2,0.034396781239079494,0.010849741530483266,-0.021267969814880865,0.10189035670882184,-0.04107938852645053
FGF16,,,,,-0.036950321680622275
CXCL1,,0.08670996271941125,-0.04780550656469175,0.02529465408913261,0.006935654408966284
VCAN,-0.007487153527809851,0.09299371779739513,-0.02053282493917606,0.03327173173459309,0.002859761826856685
MMP7,,0.06230221273412186,0.05374776180031968,0.08478932044405443,-0.021978075816062082
PTPN6,-0.022787117252017944,0.05437425251132382,0.07427547529743567,0.050265535243727254,0.012518904369208958
PTGS2,0.006682288332011778,0.04633675665387381,0.014759188541806698,0.08673520867395007,0.010611505805037844
XCL1,-0.02676652188359366,,-0.036189318399739656,,-0.02511436822682162
CD58,-0.03438736070392472,0.08589000304925246,-0.014913353416091263,0.0021613653315444925,0.09012729119113798
TNFSF14,-0.03212249695896806,-0.00978726990638856,-0.03646446906439919,-0.02348749421390189,-0.011771946565128527
CNTN4,,0.0007109706303999088,0.03248984573305787,0.009687571212090464,-0.03382946176887315
INSL3,,,-0.021685820150418565,0.018473162633080607,
BTLA,,,,0.04286356378903794,
MFNG,0.015601590842580651,-0.028246553743809,0.02279307895525037,0.07611464169722007,0.005783766553224414
ICAM1,-0.018138892476279873,0.08506841491732395,0.02854698070856636,0.03700130697412647,0.06868098886530909
PROS1,0.00545409355652015,0.11898825702616475,0.071954249908136,-0.005814879861417161,0.02198018601801866
CLCF1,0.01312556618757692,0.0018268305321326053,0.05053095768018809,0.08930806395191425,0.0389100834990299
PSAP,-0.04295544992256457,-0.062175930288542694,0.04070377090418424,0.06520819850273549,-0.06558220355343278
EFEMP1,-0.01183069479239919,0.10449867596935163,0.019843992892606722,0.0032964171351595644,0.05347591600190924
C1QTNF1,0.011867156985558524,0.08810065974339987,-0.012253896152607986,-0.006291250414402867,0.06903764529685995
ALB,-0.028268133067457426,0.10041518846474666,0.011890005946534395,0.017250173099148194,-0.003689523438683633
EFNA3,-0.012637020210262738,-0.09878972342414293,-0.020619606390101273,0.049965706209060816,0.012838245006254401
DRAXIN,0.009855268925508675,0.03085171568264044,-0.06028237730077215,0.09920783336195241,-0.0279105994492346
RAET1L,,,-0.02525467707120515,,
NPTX2,-0.06350651317071825,0.035371200961720216,0.06688343623568228,0.031208179026325104,-0.03761011392918743
FGF11,-0.053093662795723764,0.04418699916948052,-0.008885120736387303,0.11529113733060849,0.009625343773110414
CD59,0.019832848343084627,0.10217107940596223,0.03511648363951979,-0.02702369716042944,-0.032399853565863536
COL9A2,-0.058180192449046084,0.09607220025725198,0.0074958319233204935,-0.014766017611032817,0.06411297429786957
DLL3,-0.024567467657374772,-0.04034308841957629,0.003843292019044115,0.012594564025368392,0.03963453678703653
FGF5,,,,0.033841988486909176,-0.014640001070123069
LIN7C,-0.05708810885223208,-0.004333780263365524,0.011312755782713043,0.017034407541995613,0.005105543743902242
GDF7,-0.02772488698727152,-0.052336905019536015,0.01554409655139475,0.03271934146899004,-0.027618835977355462
PSPN,0.02940653257430488,0.04163661178067796,0.03770765669380486,0.08238782915545598,-0.0271769502177085
ANGPT1,-0.02280149889516465,0.11105271717694129,-0.04476279798885818,0.04752545756689188,-0.06629452444479769
PNOC,-0.014841517832581318,-0.0055513729727468255,0.0644391550256019,-0.0069326542115178864,-0.002680378156462514
L1CAM,0.027057751004151767,-0.06601354790222357,0.06719885049732735,-0.039175560162146926,-0.07751675737406011
APOA1,-0.022425564999932722,0.007166432992039025,-0.005319839123847966,0.09131412019678466,0.05991644664908326
PSEN1,-0.0750286682319528,0.0776597950391319,-0.02841896670444674,0.025764659358622616,0.03799995947607622
CALM2,-0.054773298084076966,-0.01444992424115221,0.03223606182755665,-0.06568896640904215,0.03441370777682176
CLEC2B,0.029533061165146042,0.023488830387329285,0.05033627064815148,0.09966000304430639,0.025963989618082026
NTNG1,0.04815800773431706,-0.03172115186419285,0.008591899756153114,0.08139576957728947,0.007526880168922063
LRIG1,-0.03270769408619173,0.0866261983423099,-0.032880484764503046,-0.0546532622235021,0.0017002078901277393
CPAMD8,0.14999289150061973,,0.12740826358180057,-0.0005921207145925023,-0.0019140583165992936
GHRL,-0.02563624656807183,,0.09415507787209122,0.04045980828574188,0.03648621334468736
NPY,0.0055571494614685656,-0.09667355650005069,0.01782116004273374,0.01713297494996679,-0.037003338611539476
MMP2,-0.025667071541024152,0.030967198997665042,0.04326237125625528,0.031379598467915416,0.10178831203720326
PPY,,,-0.03470715841682185,0.019274002746639683,0.006788061894010202
ALKAL2,-0.023332029934061596,-0.0008768638053556349,0.02085396154652699,0.10209272126171592,0.0023024266009514594
CSF1,-0.04421241581454905,0.06751167374054444,0.05243623734688097,0.02216178875142491,0.12747875205075362
SEMA4C,-0.02171046225807434,-0.040622124865592045,0.043591434586635204,0.09360414600121948,0.022583325676904173
BMP8A,,,,0.04484733935621592,
ICAM2,-0.02777084916437635,-0.05000043222861117,0.02672070982870226,0.09509998947431633,-0.09568370178812154
SYTL3,0.11216954790738426,-0.015127032089165717,-0.007698734324096404,0.10174296703106027,0.0413239819040825
IL1A,0.1038475192611509,-0.047245870574251746,-0.00843114714995835,-0.006193570563093064,0.013010245476077945
HLA-G,,0.016774822996154445,-0.028979621524068255,,
PGF,0.0444849800169365,-0.1299820222938448,0.0737982461083483,0.06823547531960666,-0.03040471898964931
LGALS8,0.005160733751379497,0.08394220482120213,0.05505240237916226,0.028749548813787208,-0.07375736550832747
DKK3,-0.048582459717539044,0.03722435810492985,0.009623026655293312,0.003375782355512056,-0.11106700556704001
COL16A1,-0.007181987474976856,0.09754087138141497,-0.04484382631370359,0.0765509253646906,0.07988085720833879
TPH1,0.07369060934208796,0.013383272886541508,-0.028533782928473098,0.08932058131769319,0.0260872575923779
TNC,0.04640653605041536,0.1434525911512939,0.012264920477376418,0.05802704281409171,0.0037668256171437407
TNFSF9,-0.005683396127236538,-0.05804172168887897,0.06687124144793996,0.017373617080820296,0.010148754801228605
C4A,,,,0.08505801935272954,
CNTN2,-0.053007858912193964,-0.05154562874157677,0.04474844319107305,0.03798024020266044,-0.10733937106165062
F7,,,-0.027836855740870026,,0.001877297305139832
LUM,0.05688969080265214,-0.0038053052912905222,0.02208660558964023,0.039514253297410006,-0.030355041746627204
IZUMO1,-0.023310682245318525,,,,
BTC,,,-0.025254666551820484,0.0010594055932358847,0.01628775470728261
APOC1,-0.03532408103747009,-0.08803160218146473,0.04713476493837075,-0.048417753272119196,0.08288513321983466
PKM,-0.03841468278134474,0.049073664328139054,-0.0153010181124812,0.05329212050411568,-0.0030507750536419445
TNF,,0.032819589726739595,-0.035813547166453255,0.021264859803554484,0.08231312022475475
GNAS,0.06329327316256396,0.00019461807023458304,-0.044015600521969206,-0.0627030778722955,-0.017543979197243428
BMP8B,-0.010892147031126008,-0.04543996745745849,-0.04178163476528498,0.08650263382499757,0.033540459492299356
LIPH,,-0.0474510265990974,-0.015608392342979997,-0.005556031170567865,-0.03652561081746639
CCL28,,-0.0523368590788194,-0.03080110703681621,0.031820029857340476,0.03870018397611143
PTPN11,0.01567068721467805,-0.05044287803269759,-0.016931494263943064,0.04472961687427524,-0.02496674800839345
ADAM12,0.01840250301979539,0.12255228757504033,0.029306939893753783,0.06004626102026999,0.03504974058802387
EPO,,-0.0879746393195351,-0.03834011746018748,0.019515958144229916,
EDN3,0.07981731230438294,0.08392412225734155,-0.013780834211308008,0.02025947813187348,-0.0019201108486978083
CCL22,,,,0.04001318072344196,
CCL2,0.06855633631866129,0.14974016971610926,0.02996139498978401,-0.012675349372676897,0.06516063640228183
DSCAM,-0.007704573390537285,0.043528833123493066,0.021742562617287173,0.08576261843547633,0.10380928789541534
GPHA2,,,-0.010084193634640444,,
ANG,-0.026939961644154763,0.03861058103668713,-0.021290262753038504,0.13333134615672762,-0.03431124689513621
FBLN2,0.10281402942394993,-0.03501764449673866,-0.04035592947558285,0.03529284593308294,-0.002082502904446439
VTN,,0.044819281767927634,-0.012957066500124358,0.06570286533378396,0.032988824242188755
VEGFA,0.026657664113949948,0.0192591874185662,-0.03198304128222155,-0.03753022825305902,0.053297314889932494
F10,,,,0.037843946752016966,-0.000870455808410054
SERPINA1,0.01726109726632,-0.001858891092830542,0.03980098360542622,-0.0016364481931019181,-0.030749299199854693
VWF,0.0113941240051767,-0.04194716703306034,0.02356429350986163,-0.028788854115329617,-0.08993333561898632
GDNF,,,-0.004553638034685686,,
VASP,-0.005506404695750947,0.025481109146081746,0.04238790152974113,0.09857925552994726,0.03218072174616457
ADAM15,0.02490225315160677,0.030173198664253973,0.03176831182014868,0.13247453099166104,0.01903952502131249
WNT2,,-0.039213832855747775,-0.04991287185285447,0.13632927094740838,0.06721894016972293
CALCB,,0.0013354319896703277,,,-0.042342147419933585
OLFM2,0.019530944409436795,0.16315183470564673,0.021625181203895137,0.026021524417567943,0.13025068076601537
MFAP2,0.008212499929590958,0.09071840477270086,0.022932214621307435,0.10893124378116519,-0.005319545902364182
HLA-C,-0.012101806397296896,0.14304291349492276,0.05865303854573129,-0.029569609901190213,-0.03458845457214779
THBS1,-0.007184446868248895,0.06938363711251753,-0.031310821833445565,-0.01084724959950203,0.020281055894765202
HSPA4,0.03880619283881323,0.02420761351211866,0.04642491184093761,-0.010821010087110663,-0.06706111069297241
LMAN1,0.09484491706984556,-0.0366724775131021,-0.020582013766047343,0.0536678418510912,-0.06623559342020786
LYPD3,,,0.013003362369093496,0.12619975970247904,0.05021913507600218
APOE,-0.043330774453398724,-0.03714911392625961,0.02201941895893596,-0.04874773691669835,-0.010166102874176361
SOSTDC1,-0.024395519156926147,-0.06908483386416722,0.024347253717909426,-0.039171281902516716,0.04492608936960101
ANXA1,0.06397335208845016,0.12442622746213025,0.02477646471920985,-0.057642011629742494,0.0484375499096541
WNT2B,-0.025307208494413265,0.07931225604241038,-0.022888543989793616,0.0836786307322534,0.03252071931533001
AMH,,-0.0166520193982243,-0.006092684813558107,0.02522987788497633,-0.009980389717300538
GDF10,,0.04888286599850238,-0.0330248420509968,0.04882093999417801,0.031986346217137696
EFNB3,-0.041347986238774795,0.02317811759352362,0.04522566521919342,0.08339403306701058,0.005692603115433671
LTB,-0.02546300943406747,0.029103958733122697,0.0085486498718162,0.03006482872679828,-0.026322182020108765
ANGPT2,0.031564164117049265,-0.01150850229521076,0.031802039126633375,0.08494980267978104,-0.07715300403932161
ADAM17,-0.04211343536753214,0.014120519507989869,-0.04374670672495111,0.01928277797461055,-0.02433280581822595
LRPAP1,-0.02801672031208237,0.08426861384493851,0.027791032816408583,-0.08132510125710382,-0.017188292968616434
NID1,-0.002203613111535382,0.10117632121506336,0.02346631007718871,0.02332592246159599,-0.03381192029350242
MST1,-0.015614851615723768,0.06714653222345753,-0.013375292024223828,0.057908532257060774,-0.007019605478002315
DCN,0.07676020085570538,0.03609881154966419,-0.010327062673609362,-0.018466957809162608,-0.037331825739355166
IGFL2,,,,0.03041917179242469,
COL7A1,0.03186533920089795,0.054113168119765215,0.03933042239653506,0.09649108778613893,0.05767512495287513
CALR,0.0823071879136888,-0.0013488996387880441,-0.0024884572747648514,0.042476985118872684,0.06100452560368692
PIGA,0.026426103033531143,0.1173229740896556,-0.03068235180451255,0.04278821608156518,0.04027025355026676
CD200,0.06135068721660847,-0.008342448359118331,0.02163176781249165,0.07987743611267915,-0.04275487982895625
GRP,,,0.08278033105275955,0.048548266253335734,-0.022400803090818846
CDH1,0.01180607170903641,,0.051259617253282846,0.10372323045963018,0.03073404585896864
LPL,0.03822978482481029,0.15571898059370298,0.019153253866319254,-0.017283206176160963,0.12144742495711723
SEMA5A,-0.05240043129921083,0.04224287411361399,-0.017074087449678227,-0.003714544279221328,0.05156012003556114
SEMA7A,-0.01648401229347618,-0.08098089129242195,-0.01536903736401295,0.11501612823768333,-0.012352955160664668
SEMA4G,-0.05440000082733432,-0.014379411340714802,0.036924546150906894,0.056588053757785965,0.04113005640109917
SEMA3B,-0.07087161173163743,0.12391302542005843,0.006545583383720226,0.03055437526700415,-0.009698149937698082
RPH3A,0.04215329430787582,0.04268071749646278,-0.027045867117333505,-0.0057177839950863256,0.011138224929122085
JAG2,-0.01896449415869621,-0.06773153686078347,0.027669035018270983,0.11006484434709432,0.01621344885156393
CGN,0.07584065885673505,0.027432548847817456,-0.051290773009924386,0.04229123648702324,0.06902051539727187
GDF15,-0.006493860421596754,-0.06245900037148626,0.014891220589900849,0.07144964648036342,0.008237143495526166
SEMA4F,0.07006611160141608,0.09696574243268338,0.05165221081681812,0.06801408664493619,0.029750979054833385
NXPH1,0.02577738732655607,-0.011175060479671543,-0.044225964874791114,-0.016776025044193784,0.026280711121688935
ARF1,0.0009894365206459292,-0.07041382395187744,0.038446576388208996,0.04664803162982958,0.0028189230180781927
DSC3,,,-0.024067384184798375,0.04921852270699088,
EBI3,-0.05414349456429939,-0.08677134302730038,0.05242834490338843,0.03557473142752462,0.06658682235480161
TIMP1,-0.018165302882310157,0.09366916553518559,0.0365438381816792,0.07622763388876572,-0.027523794644799416
SEMA3C,-0.01439596030274628,-0.07433919520126334,0.00358229210948161,0.014346347417143383,0.03650299638860919
GNRH2,,,,0.036457195701299246,
GAS6,0.024894814471431815,-0.05242767196661755,-0.005663705249707586,-0.0673737127754886,-0.02107258607454719
MEPE,,0.026891611181698274,-0.002106647295882709,0.05350585579596952,-0.058659354958087995
SERPINE1,0.055714650714276434,0.10090896067134195,-0.011352740916846248,0.05169262771830706,0.06645336064527536
RSPO2,-0.007386917511734512,-0.047116573777439524,0.027974291806941682,0.023337408934127044,-0.04471039662356916
