,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.056586866683007386,,,,,,,-0.028517959055236117,,0.02684001201543344,
BMP1,0.03302845690512561,0.09038556788671795,0.034736207735216844,-0.00991226569425202,0.053313882735799636,-0.026768490636106517,0.036688689916165765,0.06560319250582156,0.010763445041598468,0.030712466258220168,0.03987894595339139,0.0054815499162734135,0.021555457235363402,-0.0033383025323620195,0.02843120456520983
NDP,0.09002224199025649,-0.0009571226717084026,0.0748078191365453,-0.028894671759698374,0.041618479658292684,0.01958354863458123,0.029898569736588703,0.05687630438214617,-0.032150210826078274,0.025710797963990333,-0.00016984922994816697,-0.052310367621775676,-0.03691591395390187,0.002957753129495644,-0.0024879079636777835
TNFSF18,-0.02089570037821296,0.049935004872802106,-0.005229654718236026,,-0.030721405880413832,0.030921011989314535,,,,,,-0.029410067802127172,,0.06046798187014425,-0.02322655666201454
IL36G,,,,,,,,,,-0.012934681165351347,,,,,
RTN4,0.024144400469777026,-0.018468216367838446,-0.05136904527506952,-0.03136873575081812,0.012302190382649446,-0.024411998248078985,0.0011179104730253597,-0.0982453446089243,-0.022972428507960677,-0.034278927736036434,-0.038728819882168926,-0.022130120307022067,-0.03260105302027164,0.07039492815526771,0.008548291077633762
HEBP1,0.027614390170009724,0.008109378264293988,0.018022218697204072,-0.024926584471052397,0.0017042789780583776,0.060165120894176825,0.0012263441365660786,0.06370691107596298,-0.08455925448872714,-0.012964485937752889,0.033531261613384655,0.02553690347748276,0.02186767235583974,0.012840949433308955,0.03604791474798816
WNT7B,-0.018408457561670272,-0.04358031860178012,0.0187523576082379,0.012917305381810539,-0.02789334380467402,-0.03618004443778265,-0.011246855396774986,,0.02316582583944528,-0.01421670521148052,-0.041462248535634315,0.06882747520577749,-0.02233890984864436,-0.011641326744928102,-0.026932087126184393
PTMA,0.06274812324917947,-0.009551076300460003,0.0464809278984976,0.026777099670921452,0.02179645469609281,-0.00046396742722880547,0.00276174033731426,0.19901283036799647,-0.08288648880318919,0.05231088237643518,0.005760989541430282,0.07631734378887024,-0.049482674874618396,-0.013955738221899164,-0.06380119125340715
FASLG,-0.018408462765694068,,,,,,,,,,,,,-0.021285004696465132,
