,MGH258,UKF248,UKF251,UKF259,UKF275,UKF296,UKF304,UKF313,ZH8812bulk,ZH916T1,ZH916bulk
DCN,0.007400437617492319,0.03548758038565332,0.0485905581333276,-0.009730231765823452,-0.01741627255974453,0.06490556803580451,-0.01406627305447484,-0.04493793479835827,0.06831223811820256,0.04294817821899848,0.07660254121937703
RARRES2,0.07862748961611611,-0.04651782612156681,-0.0012776177933248244,0.07906695468552287,0.003490208698822827,0.00858723925576253,0.01700739800555654,0.18919230940499998,0.006812155851835601,0.0031770293240007234,0.012830941785623112
SEMA4A,0.05919608835449706,-0.012825033749549972,-3.3532499671317357e-06,-0.01719361075253489,-0.0010283975678228102,-0.024983596581394565,-0.001072609096476118,0.07846121304068945,0.012996612538749024,-0.036866620865851546,0.04084441940571959
GDF11,0.027138419666824447,0.04517998302910882,0.05958305038547293,0.04002231805904795,0.045534437349149325,0.009680210764573541,0.028320477922698522,0.014789283350571215,0.02280819826442136,0.025616955541305,0.025155049373200285
GPC3,0.06173920555799949,0.011780107974649278,-0.023080647753163066,-0.02449119654044285,-0.014082240914024413,-0.009443772483397676,0.15108742340649778,0.009113447175203085,0.07861962117852496,0.00901212444910142,-0.05213023107989924
OSTN,,,,0.03549262295990558,0.021000006281518265,-0.020018447288923984,,,0.05106414912027576,,-0.008076050422059196
GRN,-0.08010657159680423,0.06656592078134423,0.00075332989427457,0.014610159529561484,0.07463852859232886,0.02839454076192981,-0.023146767146681603,0.05588205281986358,0.039159986027075155,0.03389579480015193,0.0487432477160951
CALM1,0.0521656375225685,-0.008496542505188694,-0.02839557732364836,-0.020831339486927072,0.018773489633864864,-0.0823930226180496,-0.045714575580071345,0.06910188457717481,-0.030261569853947023,-0.06706038134551767,0.0011661617795736465
ANGPTL4,-0.022681147306581596,0.01647435919647041,0.05138497663440401,-0.019531936881582366,-0.04648364748518811,0.04690072845915798,-0.02035498112959186,-0.06739278857856365,0.049863988456232196,0.06400971051098742,-0.01919750269847127
BMP8B,0.0162608297366173,-0.007984840968494623,-0.01485087361612224,-0.024187464543744798,-0.0542259855085334,0.04181346403442954,0.017501207177297393,0.06482409290994888,-0.01557306335980527,0.07268103437905968,-0.029570726292276837
TNFSF4,-0.02851742637267483,-0.0037499594935245764,-0.010230759328039551,0.009826427048281251,0.05115921256920512,-0.014613384362292908,0.09855668710875472,0.0416177310118103,-0.032878996155937944,0.022271759449134152,-0.00566189303014325
RBP4,,0.04233001944119528,-0.024911942556409467,0.007502239897014589,0.04331595809681345,-0.006441339360829738,0.007259238898913643,-0.022392369766652022,0.02234437613191813,-0.040511259820742336,-0.011821246162621556
DKK3,-0.019101510038517403,0.04467190589871475,-0.033757074098958145,-0.0944015988763071,-0.001992393782718834,-0.0053342913643680805,-0.026644217856074407,0.14957579482314723,0.10624906936410702,0.035131936736614515,0.00574318262278825
COL11A1,0.03494327080131508,-0.02151693889908304,0.04469824278318234,-0.02115988269746587,0.029711929390898735,0.006776194201730448,0.08218236986541176,0.049367974440555,0.01156212285720225,-0.009225917757037596,0.019641447547250415
COL5A1,-0.030441076193885894,0.028792563035373395,0.0040330349588345886,-0.04597594780303612,-0.0110565693210404,-0.02331720685659648,-0.017211858950872842,-0.23952277421707852,0.07005303233265953,0.053136834217370525,0.020476880121734032
KISS1,,,0.009046142482399804,-0.024641788940351902,,,,,,,
MEGF10,-0.029092862332906918,0.04337905510351332,0.04964049016362818,0.05541872871425444,-0.005552258582788166,-0.01495825885011808,-0.046874447253742506,-0.022818718046676883,0.05682903816267277,0.04763298433242294,-0.0045359131024727195
CEACAM1,-0.02425939909916598,-0.022480780399560394,-0.016114408953902013,-0.005057485509548108,-0.013289981909846597,,,,0.013595373074307058,0.026213103353984173,
EFEMP2,-0.015284859782680103,-0.00554138308953691,-0.03299161137425309,0.007628122430591315,-0.0015967164375545147,-0.0006094397060146679,-0.005315539141348115,0.0188993050470989,-0.0033823928236176156,0.040943145909446164,0.012668489101486933
IGF1,-0.05250547855887841,-0.0034056001611439484,-0.03740496195305948,-0.005898862242694003,0.020807103908929366,-0.03192922817458663,0.053857197959360864,0.08371557250432109,0.02190994069428585,0.0763735696446486,0.001445380823241554
COL6A3,0.009474927290834803,0.06868716474127375,-0.02264891699312837,-0.02039964578033386,-0.028629621098345943,0.05644949767243239,0.0025731331513209744,-0.26976967308762806,0.03923120220493022,0.039536932920306404,0.014654425969479187
RLN2,,,0.06790575030532565,-0.02004031625862396,0.02958229415455006,0.013226056166609405,-0.02676503217199113,,0.011631750679563216,0.0038744301442547474,0.038239316795855634
WIF1,,0.009161817221800603,,,0.08337441680503233,0.03435831174964519,-0.03496726181378433,,,,-0.02832893383070534
PLAU,0.09934442965600927,0.06597074556096205,0.005360524457648603,-0.004016707707600622,-0.00866127064429995,-0.011796783214640526,-0.05408615806728824,-0.02263279042654013,0.05187202137116719,-0.02245314976629815,0.00012357328261681244
CXCL12,-0.027840159449765624,0.07885100306943166,-0.02066572646145986,-0.02113491373256132,-0.005053077331194201,0.022206290363287445,-0.026091938824289358,-0.027884520717738816,-0.024265293016358404,0.056752824507728936,0.10677602202100918
