,UKF260,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
RSPO4,0.006860296490062548,,,-0.054057935850216524,,,0.08294200536812973,0.06499321379842714
LEFTY2,-0.01128906969200551,-0.010348236272306046,0.02443067800942852,,-0.030919710963300137,0.05328487535857083,-0.009070653869369186,0.01816775536158824
PF4,,,,,,,-0.021124046693807685,-0.025330276380845927
ANGPTL2,-0.0007743688064197883,-0.02144960081335857,0.06762754203623673,-0.10472880545133295,-0.037608866076892664,0.03808555706058364,-0.022126695118283697,-0.0155073976418543
LRIG2,0.023394354496650234,-0.044470028670592875,-0.040350135907120346,0.06807306204392898,-0.011307025136804594,0.032602091035278835,0.044637835788601775,0.031307737293802936
ICOSLG,0.03510859681168557,-0.012587290873189685,-0.04874571361797789,-0.002043587707367529,-0.009066119085381023,-0.013163131315108111,0.07520676995626906,-0.01930854037081923
WIF1,0.009433628444029138,,,,,,,0.04715943244370126
NPPC,-0.03565422158963053,-0.024507827847143202,-0.05603833962346447,-0.07146319213422085,-0.028971510443568733,0.0668824861784711,,-0.008548596941256231
LYZ,-0.026483951977874336,0.03990769418203131,0.09409493995792159,0.08779975059934268,0.036166061658175985,0.026580228084391408,-0.0007068412022697443,-0.010360455997575808
EREG,0.014156723057944728,,,,,,-0.018346036756359232,0.004778543636281495
SPTAN1,0.015022657455228261,-0.00670921484007071,-0.029085255443556026,0.016161190665442676,-0.031750884886570026,0.03738214261510603,0.040379796328168904,0.007148175030230749
LIPC,-0.011192198829469176,-0.025988042709643108,0.012227312959806507,-0.008490834577467365,0.07598980604081101,-0.018891168899962205,0.06791126831051655,0.11814062610602484
COL8A1,0.02007415122480838,9.051631542836631e-05,0.028609317691032924,0.05284408827264498,0.029562272798509516,0.061046593588397854,0.07167398395804739,-0.0493658676344494
GSTM2,0.04018215130347052,-0.0013164615885410498,-0.017765480856557967,0.035929780622460515,-0.07288935095630698,-0.005659320987677436,0.12212828938565246,-0.060718809822699525
IL4,,,0.07869045459036765,,,,,
SPX,-7.08129235869075e-05,-0.007625733153829321,,,0.02545887118309707,-0.0069845071702384996,0.1107119823550655,0.12819136215838717
MFGE8,-0.023187581876431246,-0.008378705121429025,0.036126883442835156,0.021268367807338838,-0.020588369511284798,0.056159608066221396,0.02066428902156469,0.03250935064222959
TGFA,0.053132143183203084,-0.05396479423785583,0.019880153241585426,0.012755181230996076,-0.0199106126451071,-0.02450775237621185,0.012352857056938565,0.034740693396517246
SLIT2,-0.01022836237004228,-0.03698779109942808,0.0623014541429464,-0.02194345172817427,-0.0327642161486922,0.01332703296332104,0.03463897028440415,-0.003356531241158476
PLTP,0.01998135974298887,-0.016337435708897858,0.038042270963771406,0.06721109884946695,0.004021915853995864,0.051019498115591144,-0.023272981029362334,0.10770618016227401
APOD,0.02917947765025495,-0.01638708839067901,-0.04991852595808895,-0.016779663664897897,0.02596026363621232,-0.022462972261082924,-0.040564729332810724,0.052915760587574835
B2M,-0.07456420182411866,-0.045456759983743045,0.17455335986542142,-0.04908415860424168,0.023770764721183876,-0.0006485138502020954,-0.02574254777369436,-0.02240739819984256
OMG,0.04395161690284104,0.04325447122008561,0.003748328978182431,0.03301917121565523,0.012198012371712464,-0.019687917227643716,0.06517662173411473,0.06924758846817591
CXCL3,-0.01646110619065828,-0.025257774307085392,-0.0629008136415817,,,-0.020409535748583247,0.02999081482553976,0.003271325245898951
CXCL10,-0.00022810406566419681,-0.06377835027542741,0.10131545183784134,-0.07946820292974602,0.0001675086977687848,-0.027495998112108736,-0.00021444228919725088,-0.015552497386326627
RSPO3,-0.023179955188678495,,,,,,-0.015054293160372163,0.026145447074651756
CORT,0.00552652587227739,,,,,,,
NCAN,0.007692913849617864,0.030305098032582998,-0.05223676024516631,0.06131208187988617,0.021575620460661082,-0.004855324829013556,-0.009270648203126274,0.03794717075104152
PRG4,-0.024203718807414187,,,,,,0.039181932621577195,-0.007106531553571049
ZG16B,,,,,-0.026897219463712065,,-0.01877108342974274,0.0016688749930724091
TGM2,-0.026588234249577347,-0.007277076857165505,0.07095242369590074,-0.008282688272744091,0.10127916202732859,0.042677589806874174,-0.03378676429261977,-0.00930207297276865
VEGFC,0.005376260906004434,-0.04180507106475384,0.23042395247526337,0.018456430089568463,-0.03486413829461151,-0.02692051396375859,0.0010691935255260521,0.04828581609397714
WNT6,0.056658153609334426,,-0.04897294592100565,,0.08892394500248034,,-0.022669941135985534,0.06655772401920816
NRG4,-0.02413729887382728,,,-0.020835288860211562,,-0.02161678387319211,-0.015054294847599257,-0.002363978076207298
PMCH,,,,,,,-0.018690562967072204,0.01717452454670746
COL9A1,0.0187984619445615,-0.08705730567986418,-0.002936559445768143,0.03737569572871338,-0.024394774485131256,-0.007762354128319546,0.08377952934479203,0.0662447197540272
GDF11,-0.018696571288936335,0.037831248461382624,0.007548530909091284,-0.00727073631172115,-0.0488572877829813,0.0714285270655816,0.036209576957771,0.061116010180540296
RAET1E,,,,,,,-0.016514454484166198,
IL24,,,,,,,,-0.03754049865136384
SORBS1,-0.00886269359581211,0.005186142278428823,0.10460889799795686,-0.08628172143512863,-0.09879152606892931,-0.0469537370109006,0.019041824588096504,-0.013699919736790989
DLL1,0.027859183471946897,-0.052510470465841605,0.0423323052061579,0.0010536989874623344,0.09200651665459969,0.03795807866921882,0.011886176719009052,0.06173068732521471
TLN1,-0.017540898592415866,-0.07030495267153729,0.003920967873597831,-0.028864458731675757,-0.062450433856447544,-0.01029765959321375,-0.004826485837787482,-0.05125173999896554
COL2A1,-0.02161759264259244,,,,,,0.0719181300482668,-0.030253113362678035
SHH,-0.006745199861433106,-0.02761200786447461,-0.12396214103071927,,,0.03320354870394653,0.06172851326074012,0.09008825650575394
PON2,0.08869957912681055,0.024260563414384435,-3.598422114739542e-05,0.037144624312926575,-0.010176531884281486,0.041278011602028125,0.11401653168122555,0.06047635574788203
ICAM5,0.027628392720955377,,,,,,0.02008799637647248,-0.03914217026963443
HPX,-0.05518954567299488,-0.025257761092760705,0.03377742821744453,-0.05612712214333801,-0.00884321573435734,-0.028982552447094148,0.03163100117920309,0.013652609017028753
SFRP2,,-0.009354932221655171,-0.011089970924180754,,0.03818468836823273,0.03441585949461191,-0.0052093940205195565,-0.02899079280928012
CFC1,,,,,,,,0.03944879277006342
CD70,,,,-0.04682445555667119,,,0.0514142244059006,-0.04950812837238077
HP,-0.006782238513261742,0.00596624086818353,0.011900492828706758,0.037806267629638415,0.034442528129210295,-0.02768553437451122,0.014864790782511924,-0.005711673387904971
CXCL2,0.022503435174571183,0.01816525273531652,0.13825257793061005,-0.04250439511909869,,-0.011286408690347683,0.009521155439899853,-0.021404797192037275
NPPB,,,,,,,-0.015270905522754119,
CCK,0.0338491830752398,-0.025988063685551264,,,0.05703797688262419,0.012432369940588023,-0.01981048692653046,0.008571683630672306
SEMA6A,-4.920137821730318e-05,-0.010703573808317879,0.06901480243328,0.07471636076291488,0.02815711410027664,0.07785975474852455,0.049449940191856376,0.06691233934330215
IRAK4,0.017273969095713593,-0.011570548212605912,0.05962012106661829,0.0411632562285974,-0.045938655295028746,0.03824157964981807,0.023618335341506175,0.06607523374611635
GSTP1,0.004126412681627145,0.01906998533409495,-0.0038589436140678704,-0.004288602671030023,0.04912610050598911,-0.039993140738697634,0.0327569633538486,-0.0329079836075323
VCAM1,0.04335305268914423,-0.04719842194070708,0.02339459759229715,0.038796311042618686,-0.04821348385970608,-0.033291101552367246,0.04912601261122766,0.02852709180955653
NXPH3,0.049006306895713114,0.009778498373822315,-0.08428749291751285,0.039724764400470215,-0.005721121240744038,-0.027699369486838193,0.056367912475701325,0.012570724402636202
MTMR4,-0.030856402154013897,0.05257860547974883,0.0019978713757358656,-0.09831978042546516,-0.010930408887163116,0.015932597991388554,0.006599155894984778,0.01188287346304937
LAMC2,,,,-0.04314466100735697,,0.0029121865632855655,-0.029095758032105862,-0.032335581037022824
IL10,0.034942603500491436,0.013275139842208187,0.04809840338386242,-0.0038604036273692873,-0.04628321031029547,-0.020160142496680734,-0.025683120135077737,0.0016341427173770609
SEMA4D,0.03919714113008113,0.005586426543165683,0.08642398227527859,0.03622492101478075,0.09946805700687071,-0.05165620420460947,0.04975611591516358,-0.004851722606511212
TRH,0.06318471871508258,0.06553624864751377,-0.03197553383892036,,,0.060353668965389545,-0.01710443827491938,0.0340355735134399
SEMA6D,-0.04735611115160195,-0.040201204479558654,-0.04779028528883588,0.04677012300741864,-0.005911811573522168,-0.006509181041899823,0.06899927296212999,-0.04394982213422425
CEL,-0.004437698963705072,,-0.049468129467236874,0.02515491471436234,-0.037184009521058256,-0.015372899844005522,0.04982605418304167,-0.018594270266804686
PDCD1LG2,0.06671314901929463,0.01356567781412523,-0.004719939333877172,-0.14315564074535256,-0.07322525915928553,0.025737366579120683,0.06395814988991413,0.04839906053060378
SPINT1,0.009960243240726264,-0.02094890145039778,0.09172539764214936,-0.09584765555580915,0.024345056880595944,0.053860416440420424,0.04553342894026979,0.002930519788185845
CTHRC1,-0.024333364051627036,0.019423611154284166,0.12476068850444,-0.03908547958911522,0.06233846931510989,0.017658982921878133,0.0014151730875296069,0.07177602298686685
PODXL,0.038216070965109615,0.011826109849122296,0.05965342984115211,-0.07301802575469304,0.07712248256458178,0.09350125067605071,-0.025454548579837883,-0.01581843834599924
JAM3,0.004797972489945748,0.10919241072355489,0.05413693685102901,0.01866361198249776,0.01900227144991995,0.006867977223806437,-0.004546981205296583,0.04476284802299088
TGFB2,0.027631861042786192,-0.024088018160341118,0.055501259523463804,0.016711596355273292,-0.024878831835971543,0.08135211794766196,0.02971066301547957,-0.04152678427810666
COL18A1,0.03738025675015984,-0.03890670774792444,0.04048745822904437,-0.009474291802397294,0.036155199760542954,0.05104618263459771,-0.04062823769136474,0.011789022143551852
NODAL,-0.018414746784171987,-0.028938079621619907,0.11533587185849606,-0.006096066181257855,-0.04129688166579814,0.06941186714967,-0.023408979248076337,0.013390512456941523
INHBB,0.01830203013631599,0.08051175449632533,0.02824316421718534,-0.03564606174998745,-0.007449696599179067,-0.009230802503222222,0.043423519630308716,0.06682173577349668
LCN1,,-0.03337011369333654,,,,,-0.017296938958834305,0.02043892776173222
ARF4,0.04171692705365226,0.028451915208090307,0.09572878943413371,0.05275583644940801,-0.013838958244616272,0.002584549704556955,-0.0008781421527781999,-0.07311729353805141
CXCL14,-0.01325419683933622,-0.06566934032711702,-0.011094622258037416,0.006609193738578325,0.020967236565166004,0.07382171137376561,0.08749212868940427,0.022595646856683495
LIF,0.00439943734372276,-0.04148185385955688,0.07017988900671268,-0.038578784955211005,-0.021367045836469072,0.03652421341331866,-0.0037600252134693366,-0.027975936767426896
IL17B,,0.039532220469392365,0.08380681149686058,-0.04119780010321906,,,-0.029216950129681264,-0.025643594376242466
MMP1,-0.02127334548815711,-0.01830885787418906,0.0056177919389678865,,,,-0.006869663032951737,-0.04870160843026038
MATN1,,,,-0.045017172889991186,,-0.02114144954872399,-0.02080265194384939,-0.023369265056464337
ADAM28,0.005285296311951257,-0.021088205255607846,0.016429094869614493,-0.08566385345996025,0.02221943380641153,0.03910057095420886,0.032632460997294485,0.027097137823280663
TCN2,0.03958457339268836,-0.02403882968424145,0.13640807367628488,0.086679779904375,0.021921811626977244,0.048085431609665774,0.0550687389450513,0.05091182603510144
THPO,,,0.10892190781129835,0.04368963699915085,0.19849270601785426,,0.08834955187950277,-0.03502096843005409
CUBN,0.06519788506571868,-0.064277407860183,0.022985085659102844,0.10174794623908483,-0.08974866647388652,0.014370126895420582,0.040907894248801924,0.0010158640205641938
TIMP3,0.014312808872629142,-0.07243258001764012,0.09961815999015887,-0.09723841612558037,0.05195229214122523,-0.0058765020828886565,-0.03245642314608283,0.023748168933698258
PIGF,0.007789096635436139,0.047052065768060015,0.012249156894664931,-0.06857673285889329,0.013786068745403017,-0.04866694685496993,0.024076052929882748,0.046356592972736387
CRH,0.01189823022794874,,,,,0.16075781234246272,-0.00871700737219668,-0.011652363590767868
BDNF,0.05490615356654363,-0.030665671984875874,0.042911332370630335,,,0.05354926057746271,0.03090624352139103,-0.07315242013243628
CCL5,-0.035133596250913675,-0.01477530919471295,0.06728575680861826,0.024087940732251796,0.027457561780926218,-0.03933162381639647,-0.065635365357994,0.015601898734961083
GAD1,0.0006398134671693999,-0.03551881996639156,0.03604699964347529,0.12383460814254647,0.016156371499820212,0.06291590208800915,0.04394297656857526,0.01523814531128615
COL14A1,0.05411808204103149,-1.6961549283308866e-05,0.12195728925535605,0.016166218240029825,0.0595616426927606,0.031299335353231546,0.011983290017200797,-0.029495798441642396
HLA-A,-0.04357035847424615,-0.016619001251523772,0.13669908850844997,-0.05584665473827896,0.038367762761089406,0.02842270288893163,-0.04390529694602666,-0.026196112920235836
CD5L,,,,,0.12187972686359055,,,
FGF18,-0.02949526845448027,,,,,,-0.01710443964719504,0.01633146743231953
ADM,-0.08699730281830939,-0.057894449472327,-0.059362508472662716,-0.03594721540447916,-0.043401123643677764,0.0003085288382169408,0.03906301574046497,-0.030067045513812066
CCL15,,-0.025257774307085392,,,,,-0.014834679178139064,
GNAI2,0.04109027673623125,-0.022190651018556832,-0.0795579930552495,0.019923603971010152,0.05444312477358771,0.02066390751620294,0.0004642558811052201,-0.016581889420418716
HDC,,,,-0.05137681617486366,,,-0.02430140910168532,0.06041004989472074
COL11A1,-0.042622747956970505,0.004044116970568576,0.05489387586644125,,0.08783814610978148,0.015575936983230685,-0.018373927995066604,0.006741588270679049
NUCB2,-0.041490121758001444,0.06688426298924988,-0.04182402755242442,0.025670443626135804,0.030855110166591617,0.0027809706667115386,-0.010421936391515353,-0.04552966057832263
FGF16,,,,,,,,-0.02302736229879717
CXCL1,-0.018451603846496068,-0.02705036258349715,0.08515265257702759,0.004885321749402664,,0.0019914022792195665,0.04304896433694051,0.06143166715353228
VCAN,0.028116620778678828,-0.006815035239479089,-0.039857892215726186,0.08369411505829046,0.004042517799024768,-0.034749120671652554,-0.0431742588980243,0.008997643422610198
MMP7,,-0.01937446451472094,0.031042208040590324,,,,-0.04677454809377844,-0.03258074205774911
PTPN6,0.011758443101841863,-0.10480491948065038,0.03310502534004751,-0.023671613719198754,0.059007133344568835,0.02387842935667582,0.06613046989222131,0.02827225901297821
PTGS2,-0.05568411665729964,-0.0350750672832522,-0.021585461753689247,-0.009303682609489588,0.008467330832133458,-0.026136216114479093,-0.028282204728883795,-0.03629942303022319
XCL1,-0.022620326440712237,,,,,,,-0.04158982279093777
CD58,0.008055435332071377,0.016223149923932912,0.11145175316446676,0.016878100681421624,-0.026235188810901106,-0.04833448868669337,0.03888745180150847,0.010716963346071303
TNFSF14,-0.033959057920030296,-0.0321919129296912,0.04220310530988855,,0.0769589100383821,-0.01721835751178318,0.04879898962466827,-0.009664588626043814
CNTN4,0.06045007681535421,-0.03003669407187452,,,-0.04918706640917744,-0.02653088388673219,-0.02524212915715304,0.02184046016788757
INSL3,,,,,,,0.06096919007970807,
BTLA,-0.0235824433428543,,,,-0.03554016149004945,,0.0010032042224574112,
MFNG,0.010907534261872296,-0.060583059476268956,-0.0556959982801566,0.030731093508166177,0.038009018174720924,0.02758745562095825,0.0017735558967742605,0.04677044812807268
ICAM1,-0.028011178294458938,0.03982465303368054,0.11331522195879316,-0.028916342011026438,0.04244621577221416,0.06040306578147007,0.0687831793751732,-0.027521964517508036
PROS1,-0.03879402973937432,0.07622519802431126,0.04665653445987605,0.004299319929633986,-0.0301061113694048,0.06263052458490825,0.026671525324478976,-0.0454570010905267
CLCF1,-0.025889520655325564,0.08218142341605617,0.029153528895776683,0.07053336448309458,-8.742179402497383e-05,0.002659637778607946,0.032833054530606164,-0.05844645896585858
PSAP,-0.02520811814748709,-0.0020476461268036416,0.07746572084708224,0.0045244520287731765,0.005273619826788101,0.020238196866581997,0.07544464594556691,-0.04128433388442769
EFEMP1,0.010776304130575213,-0.09771075270610066,0.14319058071897683,-0.049392094159100605,0.006497210411305533,0.024924754069709655,0.027662504554574134,-0.08327511580892187
C1QTNF1,-0.011771711926667415,-0.03038987311522633,0.05622850477711719,-0.020801056214302522,-0.026011933207706325,0.04970573978575603,-0.017235229911901764,-0.0993470732004646
ALB,-0.04855232292034291,-0.011231162722564083,-0.05468119962790844,-0.04000093244998537,-0.05097001192058251,0.005865745044233773,0.051413885820303394,0.031951201220413235
EFNA3,0.017912804988575656,0.0998372881039797,-0.06337695856734658,-0.08115885779648505,-0.007855279978882678,-0.02824002860438233,0.03029508190345872,0.13740575097268726
DRAXIN,0.04445740914970461,-0.06992719044958941,-0.005411404222633526,0.04747045440360498,0.012054188284795438,0.008531747293455011,0.05010647734179558,0.017417960328998217
NPTX2,0.004277595493000835,0.010357034889701192,0.03654226945309169,,-0.04650632609696857,0.003113665591663663,0.029694612981261595,0.026904982492619522
FGF11,0.04151817637661054,0.0288134947502711,0.0342888071006634,-0.03265357781900995,0.0227148661796016,-0.015480953388773241,0.037950978447945184,0.017641263679833354
CD59,-0.028898347298348264,-0.014873820588417018,0.10108732091368906,0.02259358281548425,0.026366035858493463,0.0428133757700483,-0.015887579879037172,0.03349002240306051
COL9A2,0.06448086307931267,-0.0013264523107471343,0.08119655563882476,-0.025156092161435238,3.28067838261084e-05,0.0009545275270787505,0.10958465262560314,0.09357817709315652
DLL3,0.029284102198554932,-0.09237567898751609,0.002446259996615055,-0.057520780109205936,0.03375131368960741,-0.014938017294937664,0.058076004283796605,0.04430680990882021
FGF5,,,,,,,0.014319707388130118,0.028378497108428186
LIN7C,-0.02368655669804934,-0.025711568086183797,-0.042282007611971324,-0.0010154917013703126,0.015015675840891876,0.0203806553188624,-0.007076370921337196,0.035397231485309245
GDF7,,,,,-0.0403011145291351,-0.03454461649083636,-0.02897415445511048,-0.035723020764664964
PSPN,0.03345635278323953,-0.051377517693812574,0.008747804591402335,-0.007816015870441083,0.016195255555937812,0.05182963942365932,0.03765401194457464,0.0029436913502550997
ANGPT1,0.039911081203575685,0.016400539190747958,-0.02320052801419283,0.18515361701112934,-0.025818360181553077,-0.016273935684118526,0.013361480802670297,-0.006071498024634244
PNOC,-0.05133570596029351,,,,,,-0.0010929734090935673,0.0036304449000480275
L1CAM,0.00010846200499448374,-0.03932411835308628,-0.042118686928452984,0.0008282430542426994,-0.06942972059622957,-0.0032768424231880674,-0.025514081405650996,-0.02926495476507568
APOA1,-0.03309160356932498,-0.01898951800666394,-0.04048202609599734,0.0048518341774388745,-0.051720323255929436,-0.029163836986078717,0.049714326186991106,0.1326569413895669
PSEN1,0.06849089617439029,-0.005775275607459935,0.07901984034929636,-0.02937966313968624,0.08440317233078623,-0.011054871777991736,-0.017918076697476075,0.00979627634917699
CALM2,0.08460659189575141,-0.02886458248917303,0.01435930293739229,0.03852868233380183,0.03590737592925122,-0.012851260219974221,0.04220727864581979,0.009707310053267918
CLEC2B,-0.03077388470589332,-0.04378935142102061,0.002728664865225961,-0.033129488537583913,0.04236146542813109,0.011770566834840955,0.035563583918173526,0.03300127838494684
NTNG1,-0.057475893740627004,-0.020614220857297267,-0.062082073377515104,-0.039853297374696124,-0.030919742389709987,-0.050573395099737496,0.08575589510862595,-0.04744518274202826
LRIG1,0.035033293883080664,-0.0751197005423752,0.056040064200286364,0.07789981559464,-0.041093258726601606,0.11112430632335778,0.07409254650480372,-0.051544898828724345
CPAMD8,-0.028720192417886266,-0.027050359032688022,,-0.05137676625980983,0.005736461814094326,0.007651487156556496,0.07645107992442393,0.13535858088436795
GHRL,0.015008377635353527,-0.03644548271370897,-0.01483175965911398,0.009895396802338028,0.056148196123864416,-0.016578108077687514,0.02795326893513284,-0.022328922263269414
NPY,0.06524729900135086,-0.007437084193763641,-0.053762166309620704,,0.04684744190796016,-0.05101995295906586,-0.025649139516480016,0.010213153790962222
MMP2,0.032495573379220315,0.07007736762144376,0.107656124872293,-0.04158668365244333,0.04566353001515676,0.05967927433319549,0.013154724292396221,0.02671036102074251
PPY,,,,,,,-0.019925513574969255,-0.023239021378154638
ALKAL2,,0.024901231888940528,-0.0018668952070742474,,0.0681210225632894,-0.009402326363049192,0.02372439779876021,-0.04694442590723764
