,MGH258,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
IGFL3,,,,,,,,,,-0.03289961540039584
BMP1,0.06374621805596803,0.032109429353014855,-0.014347321676652676,0.17222953027226243,0.14874060638683057,0.04006946820209602,0.1389501902560965,0.0473049873842958,0.13817948779468422,0.22983759711078122
NDP,-0.011718003452099477,-0.031125607578721612,-0.03014127238010347,0.13760943689473812,0.14439353428657467,-0.06740234669761434,0.03343198780818592,-0.02169962369563085,-0.06618906510849182,-0.022932353551032868
TNFSF18,-0.007160572095613433,0.04118006898084402,,0.08891967798285656,,-0.04706727272000678,,,,0.12168239348668078
RTN4,-0.010825182085275145,-0.05367513999726441,-0.0016062161164487096,0.0022516668161160977,0.03921575751844931,0.06997344278038459,-0.128750949775185,-0.05411423443473335,-0.024426187395693657,-0.05615577518318406
HEBP1,-0.011217498457124211,-0.007828735202709573,0.007546391664523006,0.0259716111152264,0.05294277025251801,0.02478885913087638,-0.04709899932149493,-0.005917499880424548,-0.0005286435878538807,0.02539288802747241
WNT7B,-0.02293360788193102,-0.03052009312950082,-0.024905037380234554,0.09164900015056567,-0.11538442075204966,,0.11310604139352388,-0.036288494551591985,-0.03519505916773938,0.04858563365425973
PTMA,-0.03361179883873444,0.0048163003254969574,0.11875885196370414,0.1945694662062091,0.07346162970657455,-0.033543042403333515,-0.011517582855522674,0.000652304289517578,0.07251306174943979,0.192379708082192
FASLG,-0.02293361436520322,,,,,,,,,-0.04486003222485674
CEACAM1,0.025224886955341155,-0.01674599491130014,,,-0.03822274237329374,0.06466363061003866,-0.03585657280275601,0.02121170980206113,-0.02335947263602638,0.025299910855512087
PDAP1,0.03856531666887643,-0.02145660314683563,0.05667968825836462,0.08048608872527467,0.04750474523873024,-0.1394194916699855,-0.021755821409396213,0.02033796398840616,-0.006874385938232319,-0.045345104345468006
QDPR,-0.07393148128875321,0.005268406175924658,0.047926979631219564,-0.09691162023073369,0.10427121000825043,-0.015470571548785693,-0.1826913636531894,0.02113261064783462,-0.04567356597843396,-0.06750267892263362
POMC,0.03485365048272363,-0.012354527350234958,-0.03495995408523431,0.06527411969634575,0.05643023517005694,0.0037474220330594755,0.04530897054840855,0.0038470924555145092,0.08148087542807529,0.09344282138323963
CCL18,,,0.14377283965911122,,0.07197248082239416,,0.05005427355802264,0.021847935628137645,-0.05472412298657075,
CCL17,,-0.013279516613040892,,,,,,-0.014426154331408923,,-0.006729601995388363
VEGFD,,-0.014148201754226626,0.17296051048694736,,0.04903105953749938,0.06563196019056677,,,,
TNFSF13,,,,,,,,0.03419470812890754,0.03012199445282406,0.05764705023370029
WNT5A,0.018078316184917582,0.06046924466944977,0.09110801803274558,0.09188689882210445,-0.005564229261905066,-0.07300636751659997,0.0024157514021726596,-0.033279157527313134,0.09790129976779136,0.05919189710318206
CXCL8,,-0.00949251227698672,0.03956059429032225,,-0.16179489070803132,0.04199290007578377,-0.041844011893973965,-0.07693553187479864,-0.0681534033322699,-0.0529732679036509
GRN,-0.03271194632453828,-0.026106170944475544,0.062240351000822834,0.03685017665952338,0.10838173751450271,0.19455306493502209,0.16986440345598477,0.05521547949694709,0.08566185183828794,0.15554556338488953
MIA,-0.014270489761535127,-0.003224315930249344,0.018357531924367898,0.05622590921617855,-0.06790370691449464,0.028404146514074188,0.08136822804943152,0.009269486166489265,0.004189572375729061,0.06664556177696444
COL4A4,0.04449354099711479,-0.01386422619461683,,,,0.05656984143763349,-0.04636306041156485,0.006654376601270709,0.05999363158923989,0.007294800460208824
TAC1,-0.003008564575450535,-0.07505976138533232,,,,,,,-0.0403017450019306,-0.013225451870966461
RARRES2,0.010474202700887569,-0.06643683783880525,-0.04375529979755558,-0.048122961711756077,-0.08372846910643336,-0.004957526593260704,0.01825838987904412,-0.08610689211369368,0.029523291517948393,-0.042870605148098484
FGF7,0.059029614853623576,0.06222839906998695,0.16621836011187222,0.09810222153280145,0.0017127027289445377,0.0074685874994101014,0.014946265833150863,-0.0015190194274364564,-0.015365800092586954,-0.017055017222374173
HBEGF,0.006667909386601612,0.0393326024726227,0.12896650289995876,0.10117737668480718,0.048001912579703536,0.03676509859610111,0.12093921716068225,0.05737615238519686,0.038641870927746916,0.0737957278015835
CSF3,,,-0.023921236846351484,,,,,-0.07713011670898826,-0.009524789716769193,-0.01940153330346125
PI3,,,,,-0.01325500275196623,,,-0.12065703652705713,-0.1065676882702922,-0.08819402616763228
PCSK1N,0.033053362699769495,0.03627814768399418,0.028456025269590686,0.006383174019436868,0.01785163480646862,-0.033638019737871956,-0.03870311558414283,0.0483077457028723,-0.026493569684152982,-0.03424963018136307
NTS,,-0.015838266814300537,,,,,,0.029614100733928558,-0.020986343613344175,-0.03364856203576977
SFRP1,-0.018969896551092647,0.019742297038862204,0.051997265983651036,-0.038923280926505155,0.07113374765565772,-0.055520260903322106,0.04292992497584376,-0.00384194620387008,0.024765933517264967,0.08881705025418606
CXCL13,,,0.014571461416082088,,,,,-0.0324041004044049,0.025899431270044505,
MICA,0.02670780401575113,0.02628489349004979,0.03639531703988432,0.1326331445628972,0.04867333765528639,-0.00026941966186705505,0.09503930495699815,0.006275748921615858,0.018628218362966128,0.10499533823540767
TG,-0.02655991389555056,-0.013378610444340208,-0.024272093766254704,0.06628143458614545,0.09086630351149176,0.08542870504320355,0.03929829038592518,0.0031297724004857126,-0.013680936912797708,-0.006438207620637021
ADA,0.03405104737899283,-0.017748271363837238,0.07447370357796504,0.009545465000374067,0.08751617918514888,-0.04647156453945918,0.07984849319051955,0.09982667914280721,0.11531755279832728,0.20674812648244054
LAMC3,0.06539482623244228,0.08296915383058172,0.01822683344636112,0.14496393271878166,0.22702245487917555,0.03891387233858375,0.17133130807125505,0.11621352019344984,0.18627880765333124,0.22779174305287775
CCL7,,,,,,,,-0.021621480105237526,,0.03353142427204647
NGF,,,0.0925852054898416,,,-0.018891753404853176,-0.02774444077141051,-0.02497107859119231,0.04341869292571788,0.024929898567992295
TNFSF15,,,-0.005556971767864176,0.01681812025530175,,0.0184666782114895,-0.041313692401110734,-0.02107851521978883,-0.002775060604713165,0.044505516068839894
HMGB1,0.026052773566828183,-0.02176609017267548,0.13784569369173916,-0.06896791078554121,0.11274916879127142,-0.14108621302057373,0.04611399785021232,-0.025603961576609154,0.09306973438353747,-0.09184719036132415
ITGB3BP,0.001594261797206143,0.0365591975119141,0.051496306366850764,0.0765845558278372,-0.15018949338393586,-0.03633574698148381,0.09193090244348243,-0.01551251394339015,-0.0639635508778521,0.03432927076688822
AANAT,,-0.012031462557437948,,,0.01987223602376665,,-0.038193937540492134,-0.01896813887565388,,-0.04746376797740081
RELN,-0.022018872779894193,0.035716638415670895,,,,-0.07299435759285514,,,-0.025119424081160694,
IL15,-0.009721240806446018,0.03598735771042439,-0.01577785578010632,0.06287096732136224,-0.014331298651992433,0.00286617636488749,0.12520866512384024,0.028803724644595453,-0.050728066126200747,0.05278672186642017
UTS2,,,,0.08482691403484371,-0.020360598847734137,,,-0.016152758484958136,,
BSG,0.08949593260848486,0.06132744341513511,-0.07569679015766027,-0.029550611069737328,-0.10928374331302855,0.033604393759555484,0.03747537364980974,0.0024813767703792786,0.010425746399309327,0.08231140294225514
ADAMTS3,0.03671110494732218,0.03388306151415993,0.009354069967368308,0.10884457491567869,0.16494700950143473,,0.09341852555729975,-0.04833060379544597,0.053551536591368305,0.08317246240510351
CD34,0.06612305010418788,-0.004314620168967233,0.08915405853851198,0.14660986884586663,0.3155666578709462,0.09234971908015709,0.10537584288689501,0.1316735861784147,0.13016897131785093,0.22571054342432806
CCL23,,,,0.09820954794614736,,,,,,
PLAT,0.06628294801853418,0.09659509426022377,0.030318652919455517,0.14578363424366655,0.1573542492957746,0.012648536114393556,0.09702768530156926,0.07436559013076319,0.09192325504222223,0.14113180340292528
NTF3,,,0.04413968875620413,,,,,0.01206765310674245,-0.028001203767117674,
LTA,,-0.011587552317307227,,,,,,,,0.05150769098747177
CKLF,-0.010209426956804598,0.04920770294640663,0.10827882156671681,0.033697724738509655,0.16416865576785747,0.039944920029440834,0.13541559142702228,0.06792863825834636,0.03158182083318046,0.0681089440734771
APELA,,,0.007885946618603284,,,,,,,
CD24,-0.010690972939381914,-0.015352949871335073,0.03451015565845035,0.11431134280633501,0.003999714857332313,0.062207786471746636,0.06659589339058838,0.017372343698555393,-0.06204588301339206,-0.07768529945271407
HSP90AA1,-0.0503322146782608,0.030159820448056388,-0.0023528855094041567,0.019978617978016932,-0.19024968145707613,-0.0318111242422833,-0.1653123202530305,-0.05596761197773809,0.00857276111940822,-0.21662551863862747
BMP4,0.03923677415885754,-0.033236465044504546,-0.033578538358813574,0.21222787626657577,0.05517818885948652,-0.024912695385926692,0.05609005180524344,0.06273160902876594,0.007601075393814496,0.18850796572676842
SCGB3A1,,,-0.030984314385151746,-0.02648694020879428,0.12056896892336579,-0.021634561705136533,,-0.032908806765749705,-0.043186918708015845,0.06205441000919797
IGFBP4,0.06841084756560346,0.10205654707640698,0.08312382229840509,0.2639458384056118,0.30137160546916003,0.09763712325873578,0.11002623237595963,0.13196832893632554,0.18657620603703773,0.2632978290273601
RSPO4,,0.0688583734455266,,,,-0.00787549562560588,,,0.05943797648023678,0.027848310671428234
LEFTY2,-0.026297308633695775,0.036691598263816044,0.03488221565539881,0.015279167988800576,0.07151380411211067,,0.09328535295292711,0.07464911518453174,-0.039553068973640526,0.05690591539251757
PF4,,,,,,,,,,0.020056158788800935
ANGPTL2,-0.0025210523483768913,0.0018062771838266774,-0.029546866001639145,0.14499107213552115,0.033581339637226565,0.0334638190872149,0.10171580676208805,-0.0029239711521062894,0.08778509342255242,0.13980563623782066
LRIG2,0.05300472997987833,0.00526276013691398,-0.01081303762505819,0.05039004587483627,-0.1807958482600703,0.009357855512898314,0.05711441176748707,0.04233418776851998,0.04664167417725192,0.08262714530480322
ICOSLG,-0.015439158155866836,-0.0023454151052570036,0.05262628237402418,0.0888817863260839,-0.023603070185123178,0.019081735185253995,0.011851595526065087,0.0016378246151989336,-0.024372850461444776,0.14323907426961002
WIF1,,-0.0103999038947841,,,,,,,0.0006745241223817521,
NPPC,-0.04458955673985316,-0.020286908067015743,,-0.07787265273525816,-0.0013585259221941127,-0.03048197695537472,-0.04573326406707933,0.059373123798425645,0.000919685005741699,
LYZ,-0.033344926300608736,0.02454611016883159,0.08994743287550472,0.17019255679267892,0.07950478900294956,-0.019685961401539297,0.13374036616280938,0.046411432205119056,0.05662386809696683,0.05494881025339628
EREG,,,-0.029878098233848568,,,,,-0.043887727652246536,-0.025570082041676104,-0.030474632142093915
SPTAN1,0.013262648464028562,-0.016921855486213895,0.010092659401757239,0.07888173857321941,0.09503694271386125,0.10342634807648805,0.10292907303577929,-0.002503061265350785,-0.07540680266395493,-0.048948962065992606
PTH2,,,,,,,,,0.09441164118309488,
LIPC,0.052610185461527625,0.019125391547629916,-0.03735872371935353,0.05088666405658916,-0.03283230020881589,0.052742411047760326,-0.00104868677869247,,,0.021629199600112052
COL8A1,-0.04530790192043391,0.03171018820442535,-0.07771946369351859,-0.002010070307223187,0.0538939948908975,0.05910000593348871,0.15684090857690688,0.006481050811935561,-0.007089816390210431,0.014807655665969137
GSTM2,-0.009612869842292456,-0.00509507359117435,0.04943875061650325,-0.07223102311247145,-0.0376840919047102,0.03402902369788573,0.006885515027324731,0.03352714203936498,0.006006205304413276,0.01743784666055466
IL4,,,,,0.08688621748232965,,,,,
SPX,-0.010002038081513325,-0.03197059565916245,,0.03432790122022768,,,0.06081261398723158,-0.02179977222270239,-0.04459160299830506,-0.011501707222606877
MFGE8,0.02502585518406034,0.004964542978054672,-0.051862128983700594,0.14587099583746926,0.21558403517081945,0.12542968102689137,0.06621708240067545,0.07479829138869529,0.18726827018264922,0.26800483052797297
TGFA,0.017625010225858773,0.0218355752388977,0.017361240229165246,0.038325982635903616,-0.05285398498675913,-0.005195937508049581,-0.01534373824171443,-0.022276295243644835,0.009238153203062817,0.06063556683418959
SLIT2,0.039374604423410585,-0.034681346197868695,-0.02343753159087215,0.1863663615397747,0.0328654856531273,0.008454100042825477,0.029900498286999165,0.02993022941210252,-0.06311689958333144,0.044638826487288036
PLTP,0.052778962823609214,-0.06130180282783412,0.06728601119960442,0.08718082134276915,0.1494796940195683,-0.07717017669472473,0.0544785170666878,0.04401292521772473,0.03406503436833563,-0.009576951416197847
APOD,-0.05211199301056609,0.013059806996157998,-0.0003758025869584731,-0.01631568441462968,0.09402594184931394,0.02702410540792479,-0.17146384616433244,0.04752474582593016,0.1831344213954001,-0.11792206209503817
B2M,-0.012258224338743424,-0.029485831015501632,0.14629100730694705,0.1749912862462975,0.20019107628923907,0.06146808106280292,0.1899950562375263,0.061110692058889124,0.11102227644651211,0.18879094422759077
OMG,0.011668750208538012,-0.09061164397281501,0.022918651343600372,0.03704316575748323,0.13239187322826762,-0.0707731066206552,-0.11098930506647654,0.023777486148383042,-0.012206668662427821,0.00210682129515276
CXCL3,-0.021388782898567035,0.010975474500078478,0.16441190204416595,-0.05105815616190952,-0.09816769619355023,,,-0.05429926220975628,-0.027329628509997563,0.010205761238190336
CXCL10,0.00524849552132563,-0.014147514977625127,0.01995700294733968,0.036797292578584266,-0.06784914224774351,-0.08752717321240534,0.15421980193368995,-0.022326951976297027,-0.039741363620625476,0.13866358674197718
RSPO3,,0.006383459120987411,,,,,,0.015968747767278517,-0.02997901307939515,-0.04552414456910484
CORT,-0.02655991945340348,0.05678619213628459,,,,,,-0.007553337035585126,-0.032710126439646915,
NCAN,0.02275687959198889,0.07856750120089162,,-0.05987494984498483,0.07048806730943034,0.04845057703876714,-0.03387385642448758,0.0548283473212616,-0.022874514245242603,-0.05706202337290761
PRG4,,-0.01722310775964659,,,,,,0.14034609673544343,0.08601307783471801,0.0319624477711094
ZG16B,,-0.009207362216511491,0.035221301838992206,,,,0.006797669890775096,,,0.16303433995817745
