,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916bulk
POMC,-0.051702715814936386,0.004249414079038121,0.0604713568095396,0.025683132690756453,-0.008857899569080561,0.055457991983525606,-0.01402760055769103,-0.03548879747036768,-0.007286920123978141,0.04287954758729309,0.018401418792086698,-0.03994304250970086,-0.004007481517540198,-0.019867561646007625
CCL18,0.022514027041270174,,,,,,,,-0.028041889317084994,,,-0.01907057247237175,,
CCL17,,,-0.015007678406814691,,,,-0.015077853596998765,0.07034657230385795,,-0.013442175777742834,,,0.02500507300152857,
VEGFD,-0.02722239829300245,-0.01870692979874985,0.10410746639395504,-0.0171152233558155,,0.013668592433068697,-0.01606417770519892,-0.011979333057237291,-0.009349303884939427,-0.014406396130044151,-0.018518783893147792,,0.02190113664033701,
TNFSF13,-0.020542895313536712,,-0.010351960683259971,,0.007947580050529564,,,,,,,,0.10743077413426923,0.06833841238202833
WNT5A,0.0993193751223824,0.05827880676117968,0.00157936493050025,-0.07516399058861951,-0.0348635530719004,-0.008109785638151276,-0.03776099193456837,-0.023670013467192927,-0.01856389532984666,0.0012702613761920137,0.11406639402865688,0.06022620263925226,-0.007025688072864564,-0.06698198483733714
CXCL8,0.030571064255336837,-0.0175160602684587,-0.003146094071260476,-0.024176950633718483,-0.012789888724725218,-0.013059760971124742,0.04058167072439281,-0.01115567582161745,-0.0464164753830759,-0.03533588477920317,0.09503685052233876,-0.033576745370199945,-0.030163436927521266,-0.026931587906412296
GRN,-0.06116903304229153,-0.047301390628576905,0.03118586263515506,-0.00032399448360220453,-0.04455558689787723,-0.01204840374513871,-0.014789754673413771,0.007389246853424843,-0.03955428772334102,0.013197546157612726,0.04709581217153974,0.08733588012292567,0.04572155363044916,-0.03462237442946664
MIA,0.005804809968524122,-0.01663663513458869,-0.03160113586759584,-0.012796351457773837,-0.00033730907906807624,0.03303161122472559,0.07058767191707811,-0.013623968528556265,,-0.019730219710082122,0.030503361161729605,-0.033051323793846996,0.025296282014913435,-0.015825110388085283
COL4A4,-0.022526178721078958,-0.027977865132257397,-0.02020616908694871,-0.041292081243420764,-0.006955795865863845,0.020754224416395142,-0.015741745644026035,0.00242298031936843,,-0.019139045092142284,-0.032094305397009845,-0.024111162267835894,-0.032726387446259705,-0.019957785999904477
TAC1,-0.01067062483437796,-0.02842920606343654,0.04231454078136374,0.08351859667448928,0.0886674656340561,0.06073440060932011,0.024794741824854746,0.04683029381187592,0.09755344045542227,0.07607247248853147,,,,0.10047071993169462
RARRES2,-0.0042304303575214286,0.030282791352410146,-0.017436179092764223,-0.09993301256977596,-0.08046081901712016,-0.047213934113460865,-0.024706284792423816,0.03942830891929966,-0.012682203218012195,-0.03833188356710695,-0.06529756636701872,-0.03773200122677588,-0.05974301469144319,0.03507704296518548
FGF7,,-0.021114229337594846,-0.026602502431322905,-0.032770675140668754,0.08180796017242008,-0.0015790537052388586,0.05802521208701878,0.02705296525236434,0.10917488773408243,0.006620668215697949,0.02009715514835615,-0.010598140428508245,0.027898367039265463,0.033513217501330156
HBEGF,-0.01728713170294886,-0.03536753490540421,-0.01757205038583233,-0.025681339606886802,-0.03592330407658576,-0.05265039348432901,0.008401908668742936,-0.012401585512479482,-0.07614823098331659,0.027536188788975152,0.08098829466401974,0.07079286689769823,0.0270473334369098,-0.12683659157791216
CSF3,,,0.04623138084360531,0.012728403698179904,,-0.02034602431486233,,,,,,,,-0.02281286367694112
PI3,0.018021952672478105,,-0.03086901840126196,0.004033839622700789,,-0.02290989191698918,,,,,,,-0.018051193026588908,0.04179690530261345
PCSK1N,-0.032142762076343034,0.025670634853360588,-0.02929975746407995,-0.041548372049526466,0.0378892331489726,-0.012051788214048266,0.04944794129260538,0.034275383585456114,0.12876284502950397,0.08280904529400217,0.03632800906771668,0.05766458691769607,-0.08316069373608258,0.06402458390124054
NTS,,,,-0.001598579185230189,-0.014955789696001968,-0.009354809220149437,-0.017983114537596316,-0.03157133274090264,-0.025656821621928137,,,,,
SFRP1,0.035642418110398616,-0.04814572388495716,-0.013094779510601146,0.03650160722003241,-0.01416003681442416,0.04172790387979792,-0.033390870964988016,0.0008860023112802148,-0.00488751666102725,0.04882172405335493,0.0898554420072757,0.06971270628298197,0.03145677424629549,-0.021604581640947255
CXCL13,,-0.03158205757013718,,0.01757127435279221,,,,,,,,,,-0.02994015397189503
MICA,-0.04034436992314116,-0.03316098167990223,0.03883726157468336,0.05639184914227424,-0.021167410846745133,-0.04399010544486787,-0.058674009310546074,0.07265520929831955,0.0918137163264764,-0.019940216353143934,0.005612405404321281,0.03889097808624351,0.07659756704361284,0.06642354103712464
TG,0.05109047711930285,-0.017760012951963586,-0.014131341753424908,0.0264634372381719,-0.03220741816827755,-0.024555831030436553,-0.01519036690032409,-0.011819016195535697,,-0.020192044748675718,0.011479485014493595,0.013693137704211865,,0.028262216123984392
ADA,-0.022948310150665046,0.0453127052539056,0.016743076779054653,-0.015508938660773236,0.08174492316153743,-0.02060608092432999,0.024573516375853904,-0.019195032787465045,-0.04512102893566619,0.0015792169789341428,0.10345497284748281,-0.02468334603786075,0.06911785713447494,0.013296849397308852
LAMC3,-0.005587881079985862,-0.031582057688932255,0.0147448538005033,0.038067019336349914,-0.005055772313080464,0.043271038052948387,0.047717325496120344,0.07433189152817794,-0.0011517083596064368,0.008771929031120628,0.07642618834539222,0.06429960538004743,0.02737841968507864,-0.07884251564713181
CCL7,-0.01731573950316308,,-0.010216937509667356,0.002588418651209589,,,,,,,,,,-0.015025726606683075
NGF,-0.029730264843129815,,0.027676284236446694,-0.013901502188558195,-0.017632815336894616,,,,-0.025656838515242874,,0.018041278464954506,-0.028340074717570427,,-0.04183193760736797
TNFSF15,,,-0.011377059621027074,-0.01899455029487337,-0.02738754186648179,,,,,,0.1178999648682673,-0.004846030997290301,,-0.04085153246627966
HMGB1,-0.020720842076686546,-0.0075798827783697615,-0.006222014575702542,-0.07677365192173584,-0.03650887193155455,-0.021657953301837497,-0.002446180183402019,0.0004547422163776054,0.027685414809967654,-0.05647377123987429,0.02727536394464273,-0.002081784781718754,-0.029089464332277343,0.04337477717821592
ITGB3BP,-0.0067044097666280195,0.011009632758515558,-0.030075917114308563,-0.00751867129231296,-0.03366933513380165,-0.04054104498423508,-0.04423387468305458,-0.022293042723338853,-0.03692216219388925,-0.06894017147905251,-0.017783236050439872,0.0254603447581972,0.06303455260705436,-0.016126044687359075
AANAT,-0.025122503613252706,,-0.010351961788105032,0.003764281610023117,,0.024073741739629926,-0.013660785726241938,-0.013623969286356181,-0.0018700581915617339,-0.018031393047841085,,-0.01986280063290827,0.011100234918739516,-0.02253805128838767
RELN,-0.041849843718167704,-0.024799956842629502,-0.017968687393636627,0.018358427252672036,-3.2844059735391824e-05,0.0014353123598019636,0.04033448316725271,-0.0055402836536113595,0.004822419294867724,0.0810400704532781,0.10581669189137485,,-0.032864172420798664,0.038434233607976986
IL15,0.07292715032225446,-0.02262598478844266,-0.03593135135799051,0.022738445055798275,-0.026554288509892436,-0.0038920181425289944,0.018207765529917985,-0.029282374838069464,0.014947171497961605,-0.016723283654442905,-0.027298591249026272,-0.03357683312600402,-0.002777601453598019,0.02758010828344061
UTS2,,,,,,-0.034740307744273426,,,,,,,,
BSG,-0.03776412761169969,0.006767593966548973,-0.0055656030822929395,-0.022051769145634087,0.0374489726078097,0.03826895401573689,0.056577870159380234,0.03964337081246435,0.11402907801167785,-0.04379545251538149,0.009529724573233079,0.03574699894276041,0.03823752105021252,-0.04904091613052081
ADAMTS3,0.01399228965642443,-0.01977258299518707,0.024223437431088388,-0.041438826055558965,0.10664857722736248,-0.04859004588377116,-0.0018531876968877544,-0.025345271099577196,-0.038732981681695956,0.024862083581677904,,-0.023783681640982702,0.008423480992673793,0.04502596383651374
CD34,-0.019206218480360006,0.026354160881319956,-0.04937992586307003,0.024936013792866134,0.06874456848690474,-0.007320753862753671,-0.05893792322682477,0.019913686120976066,0.03441804215205732,0.02050850363196332,0.03554548055731842,0.1332893186172942,0.013315190313694653,0.015420244321589137
CCL23,,,,,,-0.020882418946516247,,,,,,,,
PLAT,-0.05863552120274978,-0.031487405412463934,0.012385344003968794,0.017978828388280185,-0.047818057288736386,-0.037309907887096795,0.005645636200560725,0.01971084442805757,-0.007977166676813205,-0.0214651883843935,0.05503335495295476,0.05521965153347093,0.11989334002717161,0.004285766742246961
NTF3,,,,,,,,-0.0219923364876691,,,,,,
LTA,,-0.013060769348894507,-0.013094778898006778,,,,0.028114094217544155,,,0.06328571471714169,,,,
CKLF,-0.07077749081784604,0.030275144134030346,-0.02609351719310081,0.007461366850612134,-0.03797572811474115,-0.043380714327883346,0.01002180115294599,-0.017711148937387865,-0.058031361093421004,-0.033698951125342325,0.15135183641297376,0.0022473106123881916,0.00501656030057154,-0.020239735123910866
CD24,-0.04910815575685122,0.02096465991467312,-0.04446883986944206,0.00910641773105805,0.0015492967844051239,0.02453726608558036,-0.039920756273322325,-0.06675101182825681,-0.02385470849006257,-0.0021371572177671843,-0.07291627773907923,0.04859314953601415,-0.01289551825554941,0.06492978757715429
HSP90AA1,0.04476263388865199,0.0017506129664473927,-0.03605245549100463,0.05094105941809275,0.06572762660387839,0.03713321810198364,-0.026242266904392915,-0.06434626698720965,0.14061909255248206,0.10775565509413243,0.008599790557237462,-0.026282031005391344,0.03735355420643375,0.06302058795620287
BMP4,-0.011429577712338051,-0.013845181132201767,0.002093550539059131,-0.03321486043010604,-0.04046343554917416,0.05204876249003569,-0.008031684452401915,0.03776439995235557,0.045522710422382984,0.009116029544318895,0.009763880876559309,-0.004678896704752463,-0.004228482443746496,0.07264744882103522
SCGB3A1,0.05952008599478804,,,-0.002049883527181236,-0.03389701893035175,,,0.037662122220037404,0.008223161438250895,-0.011669287618355409,-0.04397905391718317,,,0.012350036604533461
IGFBP4,-0.05083690553894611,0.03026298318239363,-0.027482325626332495,-0.03637452747826608,0.03540997506717025,-0.08255145462758938,-0.0015499526805256784,0.001767583765042993,0.010933203210911322,-0.06642125291651538,0.0718840218962677,0.10272893149170681,0.016737362552064827,-0.05792229154320773
RSPO4,,0.03870299396173247,-0.020043853313929362,-0.023524280921005232,,,-0.015302113228012924,-0.011491949663896474,,-0.007805555459640919,0.03280280081324731,,,-0.028419589922096963
LEFTY2,-0.009856893761428445,-0.013221175468111449,-0.02925914460019056,-0.03651332037767437,0.03442584937671082,-0.005020798020078026,0.04280639571709308,0.07845637812049489,0.058623144406309065,0.06284185212934229,,-0.02538297583982165,0.024481304846358996,-0.014278834579592536
PF4,0.07653111973361618,-0.011880544867037568,-0.00891407669151362,,,,,,,,,,,-0.022262672899634326
ANGPTL2,-0.0670283618437147,-0.02911528865720702,-0.03949097396457749,-0.01696638070162762,-0.04462096609455815,0.0005310721233474275,-0.017623558216999336,-0.02751456362775673,-0.034770899295936394,-0.07281796294715687,0.1045550419034986,0.04904486928739171,-0.03270022791850079,-0.08431272235428981
LRIG2,-0.03189893238902462,0.023828745884965936,0.008422490947375188,0.016829539920758124,-0.025359398723628003,-0.015415023165716288,0.02460009453501292,-0.024711775515690083,-0.02317206635721947,0.020706288475666964,0.013555427485392856,-0.01250075854951949,-0.03898371588483288,0.022281935762286296
ICOSLG,-0.004111075060789509,0.011381482251431544,-0.020305447601117445,-0.0014316189122465003,0.006985870036647635,-0.011714126274491098,-0.016765887036161914,0.004324537982998848,-0.02075511435215607,-0.0402615986559384,0.041068282352707465,0.0548210166219152,0.035975490432861454,0.02778640782259734
WIF1,-0.010912143946597834,,,0.024399583600615872,0.0673253965233551,0.08992470138666238,-0.011808278337060957,0.13800929304490347,0.00036389018502696436,0.06057584597151129,,,,0.04901533853648632
NPPC,0.013501353586294907,,-0.013827931217127061,0.07552255253832996,0.09304585495970974,0.04093661183881972,-0.010474399857601464,-0.01597099770866191,-0.016436217128875552,-0.04449846451197446,0.013258155421001236,0.09465415212289524,0.07497149406515613,-0.009002990546578066
LYZ,-0.06008989352963712,-0.022249100818602038,0.05598211564072832,-0.06977904094846422,0.0028814234520530553,-0.07211987605017865,0.0036069836714975032,0.02514302757997583,-0.10276541162207047,0.000844698879701198,0.06336437778321348,0.04417355364550144,0.05124029359990408,0.046027305829755207
EREG,,,,-0.022081441856972892,,,,,-0.026393388919706648,,,,,-0.025630931441185063
SPTAN1,-0.0013568289505042784,0.004497701895232411,-0.020039384493768877,0.06893844610223646,0.07255054690660895,-0.018422137877458,0.000872393277443659,-0.01278042730472001,0.1420206308856906,0.05432873519429024,0.06693777882469296,0.04453664872664171,-0.011731497229602912,0.06834732749819004
LIPC,0.008688277305416459,-0.01788085497554406,0.0024377840424284884,-0.02277537580666741,0.02407253273597677,-0.0480011370091187,0.00969400457720378,,0.0570051999918946,0.0666061227054409,-0.06378918709592386,0.05993950822659893,-0.03060229319946479,0.04093067548143193
COL8A1,-0.01915088465810602,-0.002316286664157853,0.02133505166768086,-0.05914498406416993,0.020799247705087932,-0.0011274655072754326,-0.045624494388847664,0.02757566084253179,-0.07785325526795116,-0.05276569201574426,-0.02308527621162162,-0.0006220747531500774,0.053902193490415494,0.018083712348649524
GSTM2,0.008184351990842586,-0.026033342315715316,0.006377484882440849,-0.013951201242657757,-0.022455226539403444,0.0861674102485872,-0.03638143103075448,0.032039293018614176,-0.028303006287540726,-0.007821102070143651,0.03621286282432124,0.09647401322508015,0.00039624281875767363,0.014013655339464668
SPX,0.0018882318611801803,-0.010919818810186532,-0.026249357957191726,0.1137417758257635,0.0271312455080603,0.013398971193674048,0.03552877890592875,-0.03287813746291036,0.06613951813931605,0.08502136053372758,,-0.014212143162964765,-0.006281946511769721,0.09534927628343133
MFGE8,-0.0116060953636069,-0.015309184145717053,-0.038741624582834124,0.10778249640975694,-0.0015403046094694655,-0.009870444482319449,0.022346760563480693,0.022847654671774974,0.013358877910960952,-0.023179936868662477,0.06100628244792798,0.13242097248209322,0.022137756526696546,0.03258459603712745
TGFA,0.010131761248906657,0.04227427403161706,0.03445719691269777,-0.023796215534040863,-0.0072323798593071555,0.0004140101099456431,0.03587378503359291,-0.003177187005904749,0.009655148598538305,-0.04064933471254659,0.06764691496715004,-0.011701526118939234,0.000387426247801726,-0.0484228542483918
SLIT2,-0.029733815463596408,0.0010420675651516996,-0.03033889592768395,0.05475821155960303,0.0496807391543402,0.03127994411394376,0.004113211644714742,-0.010464846617948796,0.10955331697213314,0.07053730671522067,0.1308456861178001,0.20844919294408049,0.047476646750105884,0.020896411569983394
PLTP,0.042366636625402194,0.04282816486248909,-0.037141533385418285,-0.0514248924728852,0.04540918385738739,-0.02530368962876343,-0.027047602843383457,-0.0212169550368482,-0.15017889817785784,0.0003614034709902283,0.017874118826522567,-0.04538838755334954,0.07770500846754745,0.024675466529453596
APOD,0.036502851259046856,-0.05156057404993939,0.011054011451628473,-0.024765521851489912,0.01294186686980073,-0.0613520623284158,-0.04090025993479722,0.03885554213108399,-0.12236430425343621,0.018242654883254578,0.06368512307590282,-0.014702175563190563,-0.04759482440532523,0.021980265704733378
B2M,-0.03189844376252381,-0.020205023261765032,0.06995530592200282,-0.0755988277883902,-0.05542358605791964,-0.061205887125753124,-0.061817525312332845,0.008696824393729527,-0.12326343341213522,-0.08951200334379242,0.15632422077127267,0.04806679845566892,0.024612878747711956,-0.1196615367076281
OMG,-0.015276809953326934,0.023244737155998993,-0.014021009132959502,0.050616413766378536,-0.0022640703099383436,-0.0172835512408292,0.0015415069718566982,-0.016664818204438818,-0.03168812677855259,0.05484489064661446,0.054647574820164024,0.027132943510625056,0.01598857475457155,0.04479110093958085
CXCL3,0.005877459901245649,0.0014221543212947988,0.03457645340994654,-0.037669883284493846,,-0.02409617122903784,0.05811317607910343,0.01071862517208611,-0.037155155937446546,-0.012043794076943646,,,0.16734374688450124,-0.028630851534317527
CXCL10,0.008249619922029596,-0.013434440627961593,0.04272450447032948,-0.030592454431667925,0.004443639003456849,-0.05491236562043074,-0.07157564240685481,-0.0186754205139825,0.02318357536775382,-0.01913904630125866,0.024958049739971157,-0.0320812659992369,0.05520973836467997,-0.051566015136247804
RSPO3,0.05043262356148235,,0.04524886956538365,0.10595411607690733,-0.04529462619974014,0.09976656358638752,-0.023111528902742286,0.007687129631626981,-0.01826316725210584,-0.012585532689013135,,,,0.0029743188543071607
CORT,0.03143405601606404,-0.005748199762468747,0.040117558506249845,0.013780074383202756,0.08013180944726518,0.045274504383756665,-0.03662157713377398,0.018800872916359648,0.004378227842380673,-0.03338902739240932,,,,
NCAN,-0.05681919020255773,0.02405450656820594,-0.0005112926214633465,0.1281869681812318,-0.005328884089277165,0.019684196973366236,0.027752112591798578,-0.04468365661671402,0.0705742127172326,-0.09642718752183473,0.14062261312017368,0.01374985105211639,0.07364132525240591,0.11083013070705319
PRG4,0.06335183237307204,,-0.010216939101825404,0.02817757654889135,,-0.026106005400473125,0.0359704588874323,,,0.03098678725745567,,,,-0.030986607670650188
ZG16B,-0.02401170206593883,-0.014296304818804579,-0.0118580073566751,,,0.03988018634017152,-0.010454240433628862,,,,,-0.02208078441018242,,-0.01899234323892833
TGM2,0.051874804821236326,0.021258498070194348,-0.004929654340900325,0.017559876229039737,0.0742535833737387,-0.023912208750720053,-0.0103784670592124,0.05146728798198913,0.03898981359375133,0.10934485573645931,0.09702335627747011,0.002987318125287184,-0.015032772964113482,-0.03048040638678619
VEGFC,-0.033063981643697705,0.05308924996376737,-0.018209321164367798,-0.02510199553951573,-0.04074043688425671,-0.01095903549920559,-0.017975111131387275,0.012775816846676993,-0.02982441455899369,-0.015016803347097337,-0.05182285813841003,-0.0286210819065778,-0.02440979483585634,-0.02001524611810589
WNT6,-0.02793856288935974,0.0827581151114815,0.06586446020591782,0.12647679349877017,0.0669512845448187,0.0050038797097454,0.0652652770602812,,,-0.01310590765893321,,-0.020998828566449093,,-0.019624788679953268
NRG4,0.07098928109931076,,-0.012434482269721226,0.04024484685227062,-0.03334253308374275,-0.020863059839856136,-0.02008428856524277,-0.02836988733091719,-0.03322616259940653,-0.017518852652395635,0.027993666506012135,,-0.019600712678295256,0.004761783807006622
PMCH,-0.01838139388278524,,-0.017229186595785723,,,,-0.015302112489520684,,,,,,,-0.024187982346608877
COL9A1,0.03456047394163062,0.0058887678297378345,-0.012986909191001069,-0.04423216736943305,-0.014746036779115243,0.0055456397449068036,-0.02801872975221807,-0.000806118031697041,0.01551205918073508,0.04719811597146681,0.058216426143965466,-0.010949270380153822,0.04970100686641183,0.00517496663312988
GDF11,-0.020301033966331785,-0.02073396106513839,0.09782242769508745,0.054703947992364846,0.014233470186275488,-0.05836821579681927,0.031087956876587098,-0.022572994004394286,-0.002609874662123282,-0.036936000200693195,0.07163498014520607,0.05132406928296307,0.05661930234026967,0.01900575413148642
IL24,,,,,,,,,,,,,,0.00018926277418120928
SORBS1,-0.0026865725887542866,0.011164025255572418,0.03494504549120114,-0.05590217136392645,-0.00710520215859438,0.024285801104540226,-0.008750143693643624,0.036448014231603786,0.030503795806393456,0.029702406513882958,0.05716531700694034,0.0508016711442306,0.03399102148783566,-0.006325895359793454
DLL1,0.02097096549322565,-0.0014572874229469414,-0.052575285173636806,-0.022666126307965464,-0.06561440635739589,-0.014447100841227611,0.028943666042599774,0.006419925067219795,0.0033883543943330307,-0.0045572364802691475,0.035471782065507385,0.013386104833637644,0.03487283407366512,-0.026872690781451904
TLN1,-0.04157062460908882,-0.018017869415767558,0.004135098838822809,-0.05002946377590064,-0.006760905825489706,-0.06555616845024727,0.0014109262349119114,0.029125894422639704,-0.08185445705752249,-0.0715683114451943,0.07891930201889995,0.04919450880250714,-0.03224118557771129,-0.06653961547635744
COL2A1,0.03167123209810083,,,-0.014564693802179696,-0.004126696363181325,0.05820054966821413,,,,-0.012226923615350162,,,,0.05127936529719383
SHH,,,0.23368299703949028,0.09632254007131535,0.03799644389263266,-0.018942524870288493,-0.01385769516409495,-0.013194809646259858,,-0.011669286598387027,,,0.006311820453314968,-0.03285152153662537
PON2,-0.029958829702968797,0.022266140769152745,-0.004846433211918557,-0.012262099213022737,0.007785868242422143,-0.09060002021050377,-0.030763970201410556,-0.04562747589095442,-0.09163894833739146,-0.06809421148185539,0.03148889446921245,0.06295655267793938,-0.024075206575020654,0.10163364737788486
ICAM5,-0.038535126145545266,-0.0170186225354116,0.0014567645797132062,0.0859720283189285,0.02170457184219231,0.09504766236108507,0.008671260867182352,0.041169719715290376,0.0806473712759012,0.0855410701472832,,,,0.009388667977766581
HPX,0.022896986091949643,,-0.014598146369154125,0.0160717969707686,0.026411095962926595,-0.01178775065769507,0.00765986329230697,-0.011491950173277561,,0.01623062549274681,-0.018146336834529604,-0.03618705893621087,-0.026279519031673068,-0.047098805135458
SFRP2,0.03885881386470214,,-0.012091700366270901,,-0.009765963577484533,0.021524414710611815,-0.01709857681541257,-0.02389297154934621,-0.044520082949967885,0.007530526950648433,,0.0016301252500631228,-0.0020159072715777962,-0.06325063524490791
CFC1,,,,,0.04564856894880771,,-0.013156761126026336,,0.05390047679878006,,,,,-0.006729276759599673
CD70,0.035813185904019273,,-0.02055245019632773,,,,0.021844974546494332,,,,-0.03483160105586626,,,-0.05184541526397739
HP,-0.01496389671791353,,0.024771308418443168,0.006568481999933473,,-0.029790289972834234,-0.03250109072353989,0.05193865457087596,-0.043541965836259515,-0.04076021659767629,-0.01175190512444253,0.09474260993132597,0.05426360896152789,0.04705744016898934
CXCL2,0.006184865946867271,-0.033561117465503686,-0.006403226766438881,-0.02418262854651891,-0.013649225793229084,0.008005339950784762,-0.004158348206173356,0.019522194345861527,-0.054729405134357714,0.03580162761900875,0.08905646108216286,,0.03874726942352157,-0.1159030553626438
NPPB,-0.022338977622331384,,0.01707600308860853,,,,-0.011520595110161186,,,-0.015016804439312506,,,,
CCK,0.07061990680358524,0.01860053233141956,-0.012615843845169152,0.1408934000221738,0.093277865313015,0.07048037494936553,-0.047377632906909106,0.07604148521006843,0.1590824192779264,0.12113811663522644,,-0.02748226540262017,-0.037127741969636495,0.04801072997265483
SEMA6A,0.00844543872695356,0.0431422347096723,0.029894451258799498,0.01852578359334884,-0.03317380443413969,-0.042360853846773565,0.01457394468666832,0.0205304606564625,-0.04224097205746081,-0.09063840305008743,0.09009344866184778,0.026203371934517626,-0.04081311380960986,0.03209232721749823
IRAK4,0.010022217786639892,-0.0019276136400595003,0.0375302356157367,0.0075934166018073734,0.005144946962148513,-0.04792901328390917,0.004356319975740832,-0.01743411552708428,-0.05851685066124142,-0.05135328356117669,0.050635354664254076,-0.0005881019359067254,0.03935617423550585,0.06381572709445234
GSTP1,-0.013385973884965041,0.051810580084809287,0.020149317568600337,-0.012746246883224243,-0.08960079807497243,-0.059291546935154975,-0.03940715835899286,0.04670397119504149,-0.11488960702383717,-0.07887165163937383,-0.07661763625854741,0.022889194174436547,-0.00292353962634255,-0.009468549163999378
VCAM1,0.006397198204780059,-0.01069630035640283,0.01753989828560007,0.001668411816501196,-0.024706101879208808,-0.039611517689579205,-0.03659120386877632,-0.008279415193412885,-0.04396712490537499,-0.005770637569385016,0.08708038490578979,0.02789127088885995,0.07190250480352736,0.1300301976707268
NXPH3,-0.039003377435801505,0.026702358807619453,0.006464123506960199,-0.05290710808812323,0.029586629288876953,-0.013110581080118998,0.014612473942909604,-0.0014699631890187363,0.07602791077539439,-0.032898807833000025,0.081617172178833,-0.08630128874227302,0.02643662009737791,0.05290761988040013
MTMR4,0.01782197268412908,0.03186527376038339,0.04536032241141068,0.0012881069101181284,0.062402700380933415,0.015193891421572084,0.03779512541589312,0.05419157168149352,0.05723936096835459,-0.006107352969014925,-0.016392369189148884,-0.0017883381116969314,0.04462260742069315,0.03913402842798088
LAMC2,-0.017533761599340076,,0.06538398056937439,,-0.026547991509620433,,-0.014503143957886053,,,,-0.032094289234821424,,-0.018950859300466576,-0.028419605567004742
IL10,-0.037046910996517586,-0.01893697684843729,-0.026661017914194483,-0.04514842648943251,,0.09550281180829982,-0.01678719223146599,,-0.03018960088280539,-0.01344217492210632,-0.0380410390745524,-0.0187640881929701,-0.018279923736526562,-0.049438104935611175
SEMA4D,-0.0277190774347282,-0.012882704616953998,0.0427562767300097,-0.007180273356627198,-0.0171331806167644,0.013484912132464945,-0.011614907603765766,-0.011928803536345308,-0.039495147709488344,0.031442502098323596,0.05268298691771501,-0.05353822255332433,-0.06184006921327887,0.04991318109862425
TRH,0.0012814868184939587,,-0.02516768476701852,0.21420677916376554,-0.036738893734047234,-0.025487066919422464,0.0007485410418294072,,-0.04222008729747104,-0.011127764291152914,,,0.0555159933342022,-0.04633666821364785
SEMA6D,-0.017576267860734632,0.032090776124983185,-0.0056781808953673745,0.0928033286951446,-0.002852626224327929,-0.024630074972039756,0.02548645630135158,-0.05577361906235207,-0.030049716408815232,-0.06538953812949529,0.02277512229057704,-0.04962290667673227,0.012534230227576593,-0.07159065832080427
