,ZH8812bulk,ZH916inf
SFRP2,0.000555995279745416,-0.03481407556948806
HP,-0.006875383906626466,
CXCL2,0.01424557790766911,0.024365289044160496
CCK,-0.036441319343121586,0.05689462757206819
SEMA6A,-0.016760275894357215,0.010252053222769139
IRAK4,0.005811623173075466,0.025130614024921658
GSTP1,0.055916406843360966,-0.12668187442748408
VCAM1,0.004512809878153678,-0.009393603842507026
NXPH3,-0.013583399119627549,-0.06263524751042432
MTMR4,0.009261541101259476,0.06768755780324048
LAMC2,-0.019526271171103365,
IL10,0.007432569443711061,
SEMA4D,-0.06933456873514733,0.04625754874081013
TRH,0.018772580180207332,
SEMA6D,-0.009524842550075794,0.12050788325798993
CEL,-0.02355142160581177,
PDCD1LG2,-0.023297702629332805,
SPINT1,0.044650791574900046,
CTHRC1,0.02184035125105013,-0.05964584784806495
PODXL,-0.02493114821182984,-0.043789711544928896
JAM3,0.024755277818660326,-0.05370060482806596
TGFB2,-0.0010934105868061594,-0.02275342517918788
COL18A1,0.13496342721225627,0.11285136027322591
NODAL,-0.02937377984022545,
INHBB,-0.029136647482760552,0.2933610774322787
ARF4,-0.018356050401403735,-0.012354617015502927
CXCL14,-0.009852120330926532,0.09641587645269242
LIF,0.08777556477067669,
MATN1,-0.01975176692519891,
ADAM28,0.01495254593564537,0.018002439851861486
TCN2,0.025934449091148008,-0.018121981451384002
CUBN,0.08701081194812414,
TIMP3,0.0029851238383912246,0.11359947319894532
PIGF,0.0010756661370195332,0.01514969948679355
CRH,-0.03329135550744818,0.04441695365684321
BDNF,0.034532931652284465,-0.02527233163316145
CCL5,0.05490812537541772,
GAD1,-0.05032389645348307,0.07264610946877424
COL14A1,0.0545350146504395,
HLA-A,-0.03546160400226531,0.0018290011196495934
ADM,-0.0241640120702593,-0.04965247291790928
GNAI2,-0.04907379443225518,0.001223119219684455
COL11A1,-0.03844269948279805,-0.054215775358449854
NUCB2,-0.010142343713384126,-0.0045443075975008405
CXCL1,-0.02968978998935631,-0.03637942858414453
VCAN,-0.010633409834786561,-0.03332236890077131
PTPN6,0.06734278131802511,0.029573087194094943
PTGS2,0.03899529192898821,0.06354449134369616
CD58,-0.014499877008357896,-0.025805938381765307
TNFSF14,0.0385767857707677,0.17437606889921456
CNTN4,-0.024786939686539992,0.10829208540001314
MFNG,-0.036044094332649955,-0.023347329312475507
ICAM1,-0.00808523670719486,-0.03635234105035581
PROS1,-0.005693007751053283,-0.015188069858176455
CLCF1,-0.007431438953511012,
PSAP,-0.03744794448533553,-0.0018162274338166396
EFEMP1,-0.02097814212210176,-0.057013289362939805
C1QTNF1,-0.05466531361235864,0.06966064830504891
ALB,0.04392894864256314,0.11502360878297926
EFNA3,-0.03081851107608182,0.017190552700003
DRAXIN,0.03521575892317081,-0.0031805435788058813
NPTX2,-0.022288311738914202,-0.08919819726601344
FGF11,-0.009558255797138284,-0.08061652853258464
CD59,-0.03979308346344695,-0.09388577076355102
COL9A2,-0.014124462315874744,0.008775772012706972
DLL3,0.05618233610028904,0.06928597773286953
LIN7C,0.05838683142127031,0.045709610903173895
GDF7,-0.01656621325667492,
PSPN,0.0001445621915234357,0.043624884347688325
ANGPT1,-0.025557118950689732,0.030326822835764183
PNOC,,-0.005828463800806084
L1CAM,0.0009427204567452692,0.07552217645248119
APOA1,-0.027246821910954996,-0.03300032107291801
PSEN1,0.028774448354145568,0.04218764973240748
CALM2,0.017630034013671827,-0.006099489796679717
CLEC2B,0.09594311439085114,-0.061808192425297066
NTNG1,0.08648781009915493,-0.016260915420047418
LRIG1,-0.01199987924637657,0.036793073178916266
CPAMD8,-0.014681357164394003,-0.007991355855972068
GHRL,0.012481473835626901,
NPY,-0.025524747394088255,-0.03299579807988687
MMP2,0.03441564623550125,-0.012817202800901418
ALKAL2,-0.03484346694714487,0.07097993877174981
CSF1,-0.0044252308946349005,0.08040595718421154
SEMA4C,0.04523412866094395,0.025116101411531543
ICAM2,-0.03335357792216466,-0.041813651174064624
SYTL3,-0.03581153843854245,
IL1A,-0.03819264753018935,0.019458530847705935
PGF,-0.04416163333802581,0.10784903215879318
LGALS8,-0.01645064557715971,-0.0028245880894801254
DKK3,-0.02144594187055941,0.09308170866861598
COL16A1,0.048716235301889614,0.09252056522648518
TPH1,-0.03832216845835648,-0.0315591682596681
TNC,-0.007387232130596307,0.0021069705025510027
TNFSF9,-0.03373295560019258,0.011592049057345821
C4A,-0.02690719536187279,
CNTN2,-0.016651911539136283,0.052448579231743085
LUM,0.0381842315009586,
BTC,-0.023087389091387963,
APOC1,0.02357344627192485,-0.02690635916564451
PKM,0.013087509773494774,-0.020178867648770964
TNF,,0.04372692138451194
GNAS,-0.021142880213320316,0.05926797377648912
BMP8B,0.002317350684089173,-0.04857266750942552
CCL28,-0.018599288001174025,
PTPN11,0.0032656136694977685,0.01993416124979214
ADAM12,0.04145775459728711,
EDN3,0.06505383491896176,0.03925217427105705
CCL22,-0.0018087329604039508,
CCL2,-0.05815293817867832,-0.013043123250921067
DSCAM,0.0058426425931200334,-0.00821987718131929
ANG,-0.03906121802542779,
FBLN2,0.07858927836089975,-0.0322870177665987
VEGFA,0.06768192571975064,-0.039836351690574826
F10,-0.01997494037874747,
SERPINA1,0.006053728359999615,-0.0863084071270538
VWF,0.05240009340537542,-0.010770645452133208
GDNF,,-0.044656972753180896
VASP,-0.02341427869257727,0.03132845639523907
ADAM15,-0.0403894671780044,0.06861192595933815
OLFM2,-0.07670471279798415,0.06889410687088943
MFAP2,0.08599795922094673,
HLA-C,0.07545564210506195,-0.004513236297706381
THBS1,-0.0020663037211783525,-0.0926331982239985
HSPA4,-0.028381211499793207,0.0803618441740273
LMAN1,0.024339739450592188,-0.03350060756435921
APOE,-0.036735208485298224,0.05074852779649504
SOSTDC1,,-0.03370003514830755
ANXA1,0.007423540850115666,0.10406681503019241
WNT2B,-0.036879772978230585,0.14062061204448384
AMH,-0.01859928562936945,
GDF10,0.021655498870818822,-0.05606757445882529
EFNB3,-0.016770887881744984,-0.07754550269983493
LTB,0.0035731795083801536,0.058727809036154745
ANGPT2,0.017051809080940634,0.11243326367368248
NRTN,-0.02347439568183779,0.10696711234655037
ADAM17,-0.031492201308934535,0.07201186747573182
LRPAP1,0.05064917081695309,-0.013786929083089936
NID1,0.035262910326406036,0.02380022856696614
MST1,-0.060780638653090704,-0.05183311962811795
DCN,0.06506937040073679,-0.09535177731672434
IGFL2,,0.025983036369885998
COL7A1,0.008344419973197554,-0.019895986188971718
CALR,-0.020849061751987048,0.047025061945210396
PIGA,-0.03453571925713165,0.035737330549522474
CD200,0.06209190452897749,-0.037514350383565556
GRP,-0.025688618245437837,
CDH1,0.02486699060390734,-0.01221639262706929
LPL,0.05125430001126908,0.032773365915908584
SEMA5A,-0.058158868107801076,-0.0585506437336202
SEMA7A,-0.05315064376379004,-0.030619307295162233
SEMA4G,0.0010630802315698524,-0.0401040513918519
SEMA3B,-0.005350085220139044,0.04065074490250204
RPH3A,-0.016075191451834753,-0.013111984238401514
JAG2,0.025884870119482532,-0.08170850224978918
CGN,0.0013562062632193816,-0.03572629408606386
GDF15,0.05165492094367061,
SEMA4F,-0.05566836267116292,-0.013721062603166715
NXPH1,0.012946342956345424,0.036249977258294125
ARF1,-0.05151980395020552,0.027541499724851065
EBI3,0.07825092508863629,-0.07273980990170469
TIMP1,0.0321588192497654,0.07557465312228101
SEMA3C,0.011047777120837836,-0.1364115941825547
GAS6,0.02449188009958759,-0.04625397861195595
MEPE,,-0.03572603440044432
SERPINE1,0.004591890354511265,-0.018897862056234546
RSPO2,-0.04423647350363189,0.006206031367455311
SHBG,-0.03107930039271371,
LGALS3BP,-0.0764332068371108,0.051418500287515434
LAMB1,-0.010358823436950574,0.07002703338457089
SPTBN2,-0.004799093887829564,0.019197103070728666
COL1A2,0.03389128423208419,0.006052033333753033
LGALS1,0.03125829068384958,0.05557838704064821
BCAN,0.041174989988290576,0.01687222967757842
ANOS1,-0.03104050734080472,0.05995409708336965
EDA,0.05759607393496481,-0.02176143823103191
FGF22,-0.025150959051876254,0.0919677261411443
TGFB1,0.003563386599836773,0.06083313175972979
MSTN,-0.03850883301315367,-0.04069628646907133
WNT4,-0.018119437628441967,0.05832414555706191
TNFSF4,-0.008682846469667306,0.038743386161065464
NTN1,-0.03333462577577642,0.04352479039236953
CXCL12,-0.0033664650172192923,0.019734501567228228
GNRH1,0.035904405102296304,
RIMS1,0.007746418367625979,-0.007956647745017002
FGF14,-0.0069718957900188625,-0.01315050295987893
IGF1,0.05508805369990318,0.028765635232774582
TNFSF10,0.00350925536255935,0.01164236391512735
GDF5,-0.04364699960731966,
CHAD,-0.020414594242039123,0.002905347789542555
RGMA,-0.025546751182679163,-0.0546313783950499
WNT16,-0.016864628784150168,
CX3CL1,0.011041560544008561,0.024762426328648737
FGF1,-0.06733607508864672,0.0027051387153236256
ALOX5AP,0.01074239241958915,0.08092476132500183
FGF23,,0.2137277290425351
NPW,-0.01883495749349522,0.08564617581840793
CXCL9,-0.022093734999578913,
ANGPTL4,-0.051313803703780726,0.02670067207818913
COL4A3,-0.016184543329602313,
NRG3,0.0067180872371275365,-0.07680167282048836
COLQ,-0.01702632761444701,-0.04519939235509416
TNFSF12,0.02337807971898205,0.010109695382029769
FYN,-0.003123920152542891,0.03291123772795235
ACE,-0.01466108237668786,0.07927058306432942
IL18,0.03655302212995597,-0.08654044715367581
PPBP,0.024897499761599235,
CCL27,0.021258573233902373,
SERPING1,0.020197678794119694,-0.023500608643190018
AZGP1,-0.05744029072962104,0.09917821363607392
INHA,-0.018834957381855966,-0.028481061389660254
SEMA3G,0.04109410828149594,
COL6A1,-0.018360787221657942,-0.01865205110252679
FGF17,,-0.030815943935573926
TNFSF8,-0.016864635340608676,
FGF20,-0.019663438741366425,
ICAM3,-0.004992779857935298,0.0052236537061865285
LAMA4,-0.02285751910172368,0.07025844868851953
DLL4,0.012048785188029912,0.031052518345094225
SEMA3A,0.008546767774445756,0.08108288079555143
RLN2,0.0071473700109555985,
C5,0.004534365632671781,-0.059645844455627976
COMP,-0.020195853037963455,
C1QA,0.048017822008776086,-0.036894968299152404
COL9A3,-0.03348520352167128,0.002097815134217994
HGF,-0.08717738427232942,-0.024761274940220405
P4HB,-0.032781547388161573,-0.00375723030187184
ADCYAP1,0.044670600261152285,-0.058765719940951054
GREM1,-0.06875432953978171,0.01742296312004126
EGF,-0.02279756827396813,-0.0412814583996891
VEGFB,-0.04596653865796678,0.042789305002715806
FARP2,0.026640998024948508,-0.07181426441928339
LAMA2,0.05865870505669037,0.03573891298904352
EFEMP2,0.0007497711553029594,-0.0033020945154682733
SELPLG,0.009367694560540235,0.10123488234382448
HLA-E,0.057120206208361196,-0.009004958267453865
PTN,0.029025804897224866,-0.00033252830534026903
CD274,-0.0215103389445265,
CD14,-0.044342992828785996,-0.025562077828416265
SFTPD,0.019992825058353415,0.11440637612301863
SLIT1,0.029642591120356485,0.07283514168753298
CNTF,-0.017376700900734125,-0.04010421580194116
BST1,0.040570754570702895,-0.04128146739728327
AGTRAP,-0.017662818781866662,0.030233906390152884
LAMC1,0.0749727445226943,-0.017430538967978408
COL6A3,0.10090375944653528,0.06638488407055963
FN1,0.0421896577498169,0.03439510624726107
MIF,-0.03025781157136916,0.02465780463259274
JAG1,0.06274142357899427,0.038816612992842184
NID2,0.037958488065395375,0.025762863243329045
EFNB1,0.0016072650982734565,0.033749878495406276
COL4A2,0.049633281318469405,0.024533822693192715
SPP1,-0.01041007743947346,-0.014812879636761924
PODXL2,0.04944546543840777,-0.014277499761906202
FGF9,,-0.009162873017353846
ITIH2,0.017883012081030443,
ADAM10,-0.03264662063023919,0.011112753730290668
CFH,-0.06295501780198208,0.03438443806571289
COL4A5,0.031098921116534308,-0.031461115296218554
LTBP3,0.00689141622776044,0.04812059745471256
GNB3,0.02529622614451372,
COL6A2,-0.01486051803070251,0.07527121381274518
GDF9,-0.025510477286924994,-0.04243126384253477
NCAM1,0.007327015883520265,0.0666151303551652
APOC2,-0.0043547226670986715,0.11514661495109313
BST2,-0.021890307919644796,-0.005544585188309726
COL5A1,-0.0006471871027908889,-0.03300017177413117
CALM3,-0.018709502611013527,-0.0031292384473172704
THBS2,-0.11105934033144352,0.0785405318222717
SERPINE2,-0.0323518531892476,0.05234681241943734
EFNB2,0.030709225978551944,-0.06178894417798454
PROK1,-0.017376683938811362,
MMP9,-0.0011145629983126922,
NPPA,0.0029677765308291065,
APOB,0.007058306020111935,
C4B,-0.019298353676349835,
NTNG2,0.03844538981188492,0.0010107921078903383
LAMA1,-0.04146670406713759,-0.016980605533549714
UCN,0.021402039342529284,0.002899929505637626
ARTN,-0.02404458607924614,
PDGFD,-2.5250201318123054e-05,0.044337126549000086
EDN1,0.007884392345817752,0.015619022285922081
ARPC5,0.005613764507089135,0.06302985495811046
GSTO1,0.006541858395721945,0.06893047441300695
SYK,-0.027380994908575835,0.07091010543040244
ST6GAL1,0.01787062902555495,-0.0388357649118545
WNT3,0.028892397926863597,0.08997121008904396
HSP90B1,0.05555466029946487,-0.00547777091963666
ZP3,0.008283518947213835,0.11871213358162383
ANGPT4,0.05998098281880387,
NRG2,-0.06433462312500877,0.05934260327102789
MELTF,-0.05059706490570285,0.0012002745675354016
NLGN1,-0.03219009581291275,-0.0309914940150519
SLIT3,-0.024418213041467345,0.021087354509660816
CCL8,,0.02719430983894082
S100A4,-0.012821017359313833,0.15395334563478388
TNFSF13B,0.009802286133408363,0.09914977900294765
HSPG2,0.0448676150336592,0.13761287101301967
FAM3C,0.0270101409989034,0.08488979533904785
FLT3LG,0.004523236906292616,
A2M,0.05888742773254058,-0.0572744114133807
VCL,-0.057652858757028816,-0.04739212248386615
FGF2,-0.00230392975032964,0.002176141912700992
CNTN3,0.01179386321953653,-0.011176803624103443
RNASE2,0.042508173026133314,-0.051346674277884786
PDGFC,-0.012128032749988424,-0.0014055962579407502
COL8A2,0.031406095105353374,-0.03828071785747895
SPON2,-0.010571811512072461,
SEMA3D,-0.038580250115057876,0.04119235366729996
BMP6,-0.022891725474188444,
TIMP2,0.006513929856192934,0.028527900155071614
EFNA1,-0.0414575291929902,0.0554309560762586
S100A12,-0.018599278626904088,0.054900342327500885
TFPI,-0.044666270838381004,-0.0493644641781866
GPC3,0.05522550663531365,
LAMB3,0.038877341852277834,0.014137665390942918
LGALS9,-0.003035584394004422,0.11897573972882461
VIM,0.03708472427048704,0.07599446666175187
PLAU,0.02774352915578629,0.07974197341371829
TGFB3,-0.027728488446928167,0.16141145357958886
APLN,0.02127744852504895,0.04227256721227045
SHANK2,0.0955646991802575,0.0379342027823676
LTF,0.0365283160517223,-0.06769992111377296
PENK,-0.021269105011916038,0.05081149553419364
CTF1,0.0719483149531169,0.07854425977381464
COL3A1,-0.007970714342245474,0.14492416799853008
S100A10,0.04325286997125595,0.05797463159596298
FGF13,0.013082869011732206,0.06987986463299421
SEMA4A,0.02363884842321722,-0.04072092701534897
EFNA4,0.0810372916755403,-0.047836395561147015
HSPA8,0.008749311880189816,0.05228124456437041
NPB,0.051037080664062276,0.1335715674747533
SEMA3E,0.01946465440735101,-0.033842418008373065
ADAM9,0.04802098160928648,-0.03770360932159341
ASIP,-0.022977694252826742,
IBSP,0.0008000467593871977,
FAT4,-0.04915526601171371,0.004858936884690428
MDK,0.00852633733024868,0.08189791684359737
HSPA1A,0.030260645002331193,-0.1498032190694412
SEMA3F,-0.013492034434200224,
ARF6,0.03591798322006434,-0.022348414265450048
CALM1,0.0228026109562756,0.06307996847816633
VIP,,0.03145079841783122
NMB,0.057347405474630235,-0.10090029701069081
CCL26,-0.020414590819532254,
FBLN1,0.024597108490633394,0.029396917413846375
SAA1,-0.013000601210508089,
MICB,-0.003315248034385654,0.05054458325650462
F13A1,0.1139014624591465,-0.03228681538831815
COL5A2,0.02346422556832802,0.04272333414292182
EFNA5,-0.050208713088309216,0.1017110853461945
AREG,-0.02328159122484462,
EDIL3,-0.026223517345326824,-0.029798698558911832
CD86,0.01059866816542757,0.055753634609925204
HRAS,-0.02050895355085324,0.06963906982739397
C1QTNF5,0.033499853678498656,
RLN1,-0.016337577078714666,
COL4A1,0.01590002483885352,0.10052518845838293
CCL3,-0.021578036616777353,0.019107254649849966
BGN,0.020346150967694557,0.003221731430052667
S100A9,-0.006327955513294206,-0.024423648449764176
HCRT,0.0142366753737375,0.04376349730786883
FADD,0.01612969475113903,0.004259149017050313
ACTR2,-0.05510026627081398,0.04187460373640158
BMP2,-0.038069313768932286,0.04122646190787059
PDYN,,0.03654861671307015
CD55,0.07636512325075945,0.09907353712874974
OSTN,-0.016864633608713233,
CD6,0.12199572439745285,
IL16,-0.05251896994313177,0.047880588686855345
LAMA5,0.03938601822792159,-0.0032584010969847845
RGMB,0.03030365712131963,0.055772830166910745
IL12A,0.02317940539509862,-0.05697704118510709
S100A8,-0.03936404142418639,0.07556234318091949
TAC3,,-0.04731828331234457
MFAP5,-0.02328159500517084,
CXCL16,-0.05947122775622764,0.05631986210766905
AGRN,0.04010415358230632,0.0183240892230808
COL4A6,-0.021982936927090076,
FST,0.01844686795475381,
MEGF10,-0.08469238900812266,0.019336282899229118
C1QB,-0.013061471853462993,0.052741785467871345
HLA-B,0.043085645427049415,-0.05476674238113321
PDGFA,0.02466689158830212,0.023918134635381654
LAMA3,-0.019067951254892343,
DKK1,0.0115737579578598,-0.03300028465839291
INHBA,-0.025274705123719408,0.09411194567970896
IL7,0.03957691013044943,
FABP5,0.0035875462178251803,0.03232349570721963
CCL4,-0.00020355008758391325,0.021481050860740578
FBN1,0.0027922356356414315,0.05665958835040879
TCTN1,0.039217701098173234,-0.01932081673238345
NCR3LG1,-0.017875036290257558,
BMP7,0.0033855924906738065,-0.04013154913592667
NLGN2,-0.010560357700330949,-0.07062558093111082
NPNT,-0.05833943633733112,-0.05186537958528233
KITLG,0.0010403346569516458,0.054649424995104036
MADCAM1,0.02053030232872679,
F12,-0.02267535460241632,-0.061379771390990975
S100B,0.008512856085903082,-0.051907279129557865
CD99,0.025509947450921652,-0.026423114058436923
PDGFB,-0.03504582499668511,-0.010338492748597999
CLEC2D,0.014148555169461055,0.029881148358496756
F8,0.005848518665223061,0.024666468766227665
C3,0.0318197434430929,0.03969183331333414
DLK2,-0.0190679588713597,0.09881709575225238
TSLP,-0.03183009361277735,-0.03350269791174391
OSM,-0.04146670406713759,0.09886457179187727
SLPI,-0.0023165835018064056,
AFDN,0.044595665921405014,0.008239651835792939
ULBP2,-0.026735999907354657,
ANGPTL1,0.06164125840418393,0.00205640998998207
LTBP1,0.008965286251087678,-0.021069978032641604
NTN4,-0.0094391121824814,-0.004470312801261847
APP,0.011201506706342058,-0.04349383799916849
RIMS2,0.016571378922358913,-0.00656527143989868
WNT7A,-0.020936769724451593,0.04987993209669179
GAST,-0.020631229996776777,
GPI,0.0842129276381359,0.06263846935790977
IL1B,-0.032850302521634775,0.04358338311570769
HAS2,0.03636988465688638,
IL11,-0.021684939968751638,
SEMA4B,-0.012799806041020871,-0.11605601755595236
FGF12,-0.014404327878751844,0.08860039857598143
CP,-0.01216223307945184,0.04111704635951845
NLGN3,0.011529986486567355,0.06087775104468607
PROC,0.03649826024838027,
AGT,-0.03798085104802073,0.011745262925491202
PTHLH,0.047256019590529004,0.04803210764948616
COL1A1,0.013508737038114184,-0.04185940911129074
LAMB2,-0.012539552989352774,-0.07478411662865997
DSC2,0.07741736852953315,0.028109941296210247
WNT5B,0.03521263343200125,0.09037287945221138
LEFTY1,0.042420350429153174,
FGL1,-0.027915630011755694,-0.0429964587437061
CXCL5,-0.03883711417949727,-0.038280681088562266
S100A1,0.006674431377568,0.09375287672026272
NPTX1,-0.017122451527959423,0.024493858830555618
TGS1,-0.06973527300699069,0.07615968692647551
SST,-0.036210429485866336,0.004795269963708036
IL34,0.048478764642984166,0.15240507113676607
DHH,-0.030158702812968587,
TF,-0.031427358574890145,0.047015007520405494
IL33,-0.020001898766428182,0.016177055376670142
RBP4,-0.02269456664496647,-0.030637002499296892
CCL20,0.007599380650600056,
NAMPT,0.0090471157785399,0.087993799099729
