,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH881inf,ZH916T1
RSPO4,0.04557722612182203,0.03471809456081851,,,-0.029211235713274147,-0.004057975126152414,,,-0.029600245029715665,,0.01519935603685784
LEFTY2,-0.013235708754398138,0.009704567393541766,0.08902937278510092,0.059401099991617405,-0.051191365766379296,-0.025860587831842478,-0.028131051464681568,-0.01946375999614415,,-0.0029867715594261,0.025968498700215427
PF4,-0.011371212350410017,,,,,,,,,,-0.0037610879500056737
ANGPTL2,0.005816093413269101,0.03468476400013138,-0.03616181657128866,0.023287067639801567,0.006300827433047351,0.06586555218362854,0.012671570362482523,-0.01754550321543005,-0.014144682505367883,-0.029492440475033913,-0.04609631778104321
LRIG2,0.05983736751673942,-0.01949602242138116,0.032984809191167,0.09816003542028227,0.008066482697794168,0.0372032105355606,0.037955992376529676,0.015111321150750413,0.03646220742572422,-0.04614627004145711,-0.009651199288957224
ICOSLG,-0.04469082585250978,-0.042877959396358974,-0.04238803284686122,0.08135358965401955,-0.009660204091265032,-0.03995477235183195,-0.006518322561350336,0.035539203204551915,0.008264220141385208,0.059619311052265325,0.0180147780059738
WIF1,,-0.037797050700407064,0.023441101610766863,-0.04091806381315392,0.0019050150959473498,-0.05780878631618688,-0.02982291201696834,,,0.03352347977934552,
NPPC,-0.017639554569517154,-0.022964215417569236,0.005140670740259697,0.006007720386113725,0.12558558444746395,0.02004153551916283,-0.05274009864859133,,-0.06490471486301687,0.17108602776697357,
LYZ,-0.019204605825313772,-0.006808674687144584,-0.02889704527186006,0.03753505028150437,-0.03949484702872466,0.07334040973086273,-0.0414365318598662,0.05555220418491281,0.00987930760560415,0.0202059306164337,-0.04448173629514054
EREG,,0.014497603218684775,,,,,-0.0289386309847379,-0.02275982941839498,,,-0.03391975677771712
SPTAN1,0.016874410256878858,0.06835357443089586,0.04018470185045344,-0.043371344546384624,0.004640812052154188,0.04095038130610191,-0.006150539018838332,0.011549272188834137,-0.006058067351096918,-0.0040795837731795155,0.08826569268794389
LIPC,0.008165980061386306,0.09142702517922092,-0.028659732088130968,0.06229619128228272,-0.03824705286467996,,-0.04173985011853812,0.06544366455310179,-0.06618471909153291,,-0.028397902734320375
COL8A1,0.06561405179671487,0.04175458233527322,0.0013339716256083175,0.09830458094311972,-0.009318211922839778,0.02501447248306906,-0.07157940791986128,-0.06440514966740966,-0.08782165714934477,-0.0659091946191523,-0.11967407801385525
GSTM2,0.059926577305760086,0.037018918065060934,0.008088351921185387,-0.02581571287128629,-0.03357886768221885,0.011482030510391188,0.04953165995036732,0.03725580967199262,-0.02340916055722751,0.04240920617123698,0.10089584459429851
SPX,0.005516130372094919,-0.059890761024929726,-0.005862352907518593,0.00894974509070509,0.034836934430171766,0.018823819552997136,0.06557611755107685,,,-0.09485285023776203,0.2128581383791735
MFGE8,-0.009564247253873503,-0.04652119154789796,-0.00045912342837264153,-0.00490528351901975,-0.01620801047070584,-0.013764917914839879,-0.04603848113667888,0.03060872683945942,0.06834410087923501,0.02087683566165163,-0.039672050805288676
TGFA,-0.004029290988964608,0.008953408077160465,-0.03358721282707005,0.03754991539377933,-0.050181087938886995,-0.004079701637917432,0.03183727767696565,0.018073383255805854,-0.059202367264351116,0.019037567179397946,-0.04326123961266534
SLIT2,-0.022010241837973676,0.04176390008141115,0.05562625735779471,-0.04535346154453729,-0.018255954456750958,0.016657056265109455,-0.03541793094210799,-0.005606570245314147,0.08131684578116083,-0.047880155466539356,-0.0738405518247836
PLTP,0.049148263552921366,0.1042212214558377,-0.04818360260097002,0.06484241335805728,0.06843967931405597,0.22514772768862634,-0.04227107952385058,0.06270323914541029,0.0432563056724232,-0.16718495444925102,0.08070204287611597
APOD,0.0025921370159886774,0.0615516665745266,0.050991595889037095,0.06922725328142142,0.01933711907907344,-0.04318704595099284,-0.005240495708136871,0.018138412037731862,0.06344550335564621,0.003870690882235475,0.0038677325163556328
B2M,0.01581358931019882,0.05431381814231678,-0.07613557593236933,0.10929901838152295,0.11542848583752503,0.19738349136026426,-0.021282216875502313,0.03902125680767243,0.016222780883208367,-0.09323310866182273,-0.1608219747244705
OMG,0.041287738615693445,-0.019564070852729605,0.01797106875392776,0.027355077214013167,0.024443176387880083,-0.044725549365144654,0.04306832397540758,-0.014413925022063087,0.056806569143745295,0.0023715584577040094,0.17537810286617767
CXCL3,-0.013222068812534802,-0.03361585522739353,,0.0675733640800019,-0.021576429303405725,0.0031624006914119226,-0.04073820721261548,0.03231511856350947,,-0.017921219202804924,-0.011459545588311611
CXCL10,-0.07943087566898349,0.044386308865846595,0.036284996378581756,0.06699358638912718,0.09495529184779251,-0.04505270144821593,-0.042757202822636196,-0.0004949788341004471,0.04261492037958277,,0.044328916605942285
RSPO3,-0.013205444726561613,-0.035677396527382596,0.1256491625727972,-0.022412344854873836,-0.044119155858567724,0.0048897846787091205,0.011425110375704808,,,0.07596369083568234,-0.016006353942155334
CORT,0.04182117781913459,-0.025615733241356076,0.02342029722468516,-0.03878958412552311,-0.015856855162108725,-0.0324754395351274,0.062421862665690483,,,0.01894460819755451,
NCAN,0.03663004194498981,-0.045116640059194385,-0.02276320069573864,0.05610319683781352,-0.05432997533554862,0.010520650018169039,-0.03137788302981895,,0.06285724417562134,-0.07502069266934015,0.13211957893116932
PRG4,0.03135346971868961,0.03263292290232633,,-0.019415179784418625,-0.03733079959962294,,,,,,-0.036258705448175055
ZG16B,0.00422276811471296,,,0.052132240995141466,-0.005781273637998521,,,-0.025676234364979497,,,-0.01995820076395812
TGM2,0.014734053096559235,-0.03210874576346529,-0.013503195570537103,0.017301504753738005,-0.04619806670954961,0.005849514427757526,-0.06939149006872604,0.06597561447622857,0.03407676248137305,0.011408488694679086,-0.08025281146898
VEGFC,0.013901786287367842,-0.03932204712052505,-0.02787209341342816,-0.009841741284736838,-0.008472484068020212,0.06805342252359847,0.03471590350603669,-0.015649687684361983,0.0508582906764496,,-0.027445568885645765
WNT6,-0.018026599961759912,0.02745048944314585,-0.018956102534264604,0.022430491524605585,0.003516255544230045,,,-0.015480180598632223,,,-0.02410362929729481
NRG4,-0.015862006043881063,-0.03638535213717099,0.04194657747040407,-0.024182838086747,-0.024079257144104776,0.028901887971566176,-0.036430322056339094,,-0.03961354759807642,,-0.016006355736085724
PMCH,-0.021978354706330267,,,,-0.029211234303516517,,,,,,-0.034515783624034235
COL9A1,-0.016566707612798093,0.051038100888738294,-0.036275664821683797,-0.003061642892059508,-0.014250680303738585,0.02930679429841377,-0.028537461335259532,,0.010356936786907463,,0.040868749214089894
GDF11,0.0009656293271302892,0.03453220027947684,-0.012543703629268162,0.04111685897087968,-0.06541968512106672,0.018829002534836662,0.036688712156194,0.03574210814787747,0.013045579048991727,0.023767057908513575,0.03270473706184309
RAET1E,,,,,,,,,,,0.07540921892254662
IL24,,,,,,,,-0.016191345491611924,,,
SORBS1,0.007264370551457178,-0.039042262437459764,-0.04493949363339193,0.0054653479124753416,0.014403083440565546,0.05441660445874602,0.0646032832611428,-0.005017811953677649,-0.020151261416956327,0.0377317045287042,0.00721943228200061
DLL1,0.07065196696391098,0.03263416640757982,0.00657013544603685,0.03378922088217968,0.02368076891864872,-0.0013078486457265403,-0.017734140041579603,-0.022569556774281182,0.06747479656936255,0.030177525196458468,0.045434584537799146
TLN1,-0.041278549575596256,0.032515084722882316,-0.0031948742064488267,0.0424921932205353,-0.00014533207289022283,0.03486822105988415,0.043407836775552336,0.013607124608665153,-0.056439810762226476,-0.02522659393150491,-0.12317048881480154
COL2A1,,-0.022815460033197746,-0.020536577956889304,-0.017920461156714144,,,,,,,-0.02329465498408733
SHH,0.02911919206810985,-0.010932195949785048,0.1254801509155528,-0.014087659919077738,0.02171776987359737,0.03364531184265434,,,,,-0.028098884595330845
PON2,0.005662223354974852,0.0841012443169355,-0.01465154124145734,0.03330210123265426,-0.029843310688954194,0.09295142375960358,0.06318628428484746,0.06193306439391783,0.05287869679199984,-0.04823501049753658,0.16649551068915533
ICAM5,-0.021108723132842778,-0.060506470283699834,0.05229850550936714,-0.03501833233915327,-0.005185236957908761,-0.061019297362174714,-0.01932030027431726,-0.015327097917783129,,0.06448294343590535,-0.010936211304106044
HPX,0.02453777124440983,-0.03457134944536768,0.057988596255576,-0.010446612957625797,0.01783774006183851,-0.057787524106793914,,-0.003996429283472554,0.025523305487124663,,0.025000338604988178
SFRP2,-0.015424737446257011,,-0.009143463555745529,-0.014302193763548823,0.028326051469724337,-0.0137305987950291,-0.03309121303841701,-0.015979427809869665,,0.10512984452995984,-0.0015515252378963647
CFC1,,,0.0879126559834785,,0.020000035676359888,,0.024764040265635504,,,,
CD70,-0.02621766489020244,,,,-0.008992184627365226,,,0.09830932491448519,-0.04299220037081861,,0.04296344822128816
HP,0.014204262985702711,0.12120109323353355,,-0.026453992800217187,0.02366593141287852,0.012400321294785919,-0.05151580855541082,,-0.06734358763100587,,-0.023943757497420084
CXCL2,-0.0326926954095415,0.026218611870314188,-0.02929747906402452,0.06811802287223769,0.06746230578220148,0.00728901083372281,-0.07702865971063048,0.0732368469357955,-0.03902570675678443,0.08472450729498814,-0.025728017824357175
NPPB,0.0014051588694072924,,,,-0.021992440802492515,,,,,,-0.016236665262892646
CCK,-0.03270359026610571,-0.0033052288969035383,-0.010999950104852739,-0.08044174767207267,0.028488271505761543,-0.1729628139440464,0.01142160501608544,,,0.023477588569193908,-0.021063338021554013
SEMA6A,0.01919981280642973,0.048758321935831066,-0.04698828034840196,0.06870727846847946,-0.025253403216448363,0.07219789612011966,0.060341067536882224,0.029395673963796404,0.07075628443308966,-0.1296314959840038,0.08817172350925118
IRAK4,0.0011703846060502588,0.028428554781082527,-0.021627967795824765,0.03938894877639904,-0.005314024559446724,0.06591139099740781,0.013495074409413152,0.06713024659977516,0.060174187366505226,0.032434908547332796,-0.010850770371684467
GSTP1,0.018913657645209508,0.031867685552451994,-0.055589596498507435,0.08564161497555733,0.02200311590684742,0.08889382778675278,0.001670331557377176,0.047577500166341435,0.13458461900242633,-0.04952738531639252,0.00024716049234740884
VCAM1,0.0026322126844471796,0.012307674963668781,0.0466024605054291,0.024098868304815217,0.07577174334767904,0.09423871088922396,0.05722305896316117,-0.004755063013316504,-0.010260660691544372,-0.06387059145640621,0.10667417136650062
NXPH3,0.10156659452040852,-0.05160824924190808,0.020191451984344588,0.08064160111076836,0.03159381299402414,0.031919055421172585,-0.0024132041997316192,0.007741482851173021,-0.04169807158517475,-0.05004882249673147,0.09645184989508795
MTMR4,-0.0037992586139248214,-0.054126934592041834,0.010939899417823426,0.023476435877479756,0.06075193745848154,0.030245260011968228,0.020790112128704182,-0.017704784576125582,-0.07472283596060318,-0.02107975424791211,-0.0031660782612547684
LAMC2,-0.009432026477712315,,0.0041011400355802025,,0.02187769081606554,,,-0.023518666459493683,-0.03961357134658805,,-0.030935826499188628
IL10,-0.006284874187548178,0.06212810228381781,,0.043471085298686755,0.05786146196296166,,-0.05974374174362859,0.0031019105816888133,0.012384193753787217,,-0.023292815841614616
SEMA4D,0.005787568609789411,0.0017210484194515577,0.03534413789584987,-0.03309950460517292,0.05319518608739094,-0.03348062063745434,0.029042285281077124,-0.004894335286048275,0.017603863542194086,-0.10408942619465157,0.026495068447725714
TRH,-0.022222640568490146,-0.02245214245925449,-0.03553146414003877,0.05130804758861324,0.044048160412834846,,0.05811029850200581,,,-0.03214809522041537,-0.0181861539491463
SEMA6D,0.0538397272280338,-0.027140193421028937,0.014239786927836397,0.05280746854665556,-0.03697415009426583,0.028255309619402157,0.03372841297513249,0.012829472237068255,-0.054055198663075704,0.0890224525836734,0.047711119063678496
CEL,,0.10699306819933549,,,,,,,0.26031575509140925,,-0.043093679890567615
PDCD1LG2,0.002136354264945951,0.07958052543381501,0.1610221476123462,0.041522719108799955,0.08291275801317656,0.015379542981802951,-0.035004564666566276,-0.034432149077393184,0.04913080696864516,,0.007068699404331843
SPINT1,0.029824981360209824,-0.03016587622180712,-0.02359169264962503,0.020117373016433814,0.00016708172576210473,-0.050455372252567264,0.0024122411266388026,0.030903130922490633,-0.0040452734672906075,,-0.02345066474883069
CTHRC1,-0.026183612342332924,0.09046805801152402,-0.0617819733094594,0.03329633797114016,0.006134538512253486,-0.015102085123927309,-0.052832461219193556,0.010469907207215155,0.07542380914417131,,-0.040735252383952335
PODXL,0.01701829400535994,-0.0011030156350821873,-0.06263987871869063,0.051662539120100534,-0.01683333483938469,0.03303930721741055,0.008167820034901086,0.08335009969570065,-0.016187749793021265,-0.07090945854169738,-0.03990971064212396
JAM3,0.03588229322693482,0.003835008691198628,-0.02809360092537814,0.053559963276117825,-0.08490021313428506,0.06301920056091284,0.02857492321980122,-0.005176346536573701,-0.05946769848586633,0.02502480686665991,-0.07011422047531643
TGFB2,0.031513376128130335,-0.005356441640459944,-0.012303948940459022,0.08316995217321069,0.007963019565317697,0.022579010523840044,0.046030698410594234,0.012396262114726959,-0.0346489313122777,-0.08206072869923504,0.07648593182331377
COL18A1,0.025051596429422476,0.04452239901776308,-0.029788946670332283,0.003421381668147564,-0.019287164772730167,-0.03320193767729321,-0.012537030008773794,0.07811549857868835,0.04420191487857393,-0.06943443273846336,-0.1209268608615689
NODAL,-0.02667295452857729,-0.0032905559006739847,0.02459748778417601,0.0387210030473051,,,,,0.10644128832223954,,-0.00840677336566812
INHBB,-0.02118825361350053,0.03335636882015074,-5.177529296348533e-05,0.01780974833631549,0.030474792982269926,0.06860096625034,-0.041458884446572385,0.01568892926733387,-0.05414026634716965,0.06273613181633772,0.09774080593800417
LCN1,,,,-0.015726244143259592,,,,,,,-0.018390828725173648
ARF4,-0.03660602149881542,-0.08547815247995016,-0.05020872123726305,0.06605429505729947,0.016869551901508826,0.06334056775103748,0.029262481673627168,0.07104611276725964,0.01855630698245381,-0.03300996250348476,-0.08426007313747944
CXCL14,-0.03724175250659962,-0.009798638658733722,-0.017212812374775895,-0.07260971885582536,-0.016090529627518908,0.04504168447863246,-0.006733131326783053,0.023864217509728267,-0.0004306724038289982,0.004914422642249922,-0.044828791477252695
LIF,-0.03713747895824994,-0.02469817606987231,-0.02301060397624001,0.004515827319369224,-0.06681919358492959,-0.03864812026956652,0.0005224328271043833,0.014656728749429734,0.027243603367175063,-0.058713868324034316,-0.0745199477539649
IL17B,,,,0.003641454178069674,,,,0.02122868260258123,0.012154909016370227,,-0.01749883967420347
MMP1,,0.05875599212887173,,,,,,-0.10592259004232482,,,-0.07911547188833033
MATN1,,,0.09943832603742361,-0.016487897835807137,-0.02226864861355665,,,-0.016191347825405218,0.05455930947558661,,-0.022118249352631004
ADAM28,-0.03357866230909502,-0.003785350671210896,-0.007461270930505225,0.05816772889532306,-0.013598670365383057,0.025250690356414366,-0.0029049473878421796,-0.028323840873990366,-0.1091149232727144,0.0487180491644491,0.017437930267866726
TCN2,-0.02490930604305097,0.12755192204664698,-0.004352099226582508,0.02137775724819462,-0.026083749113843188,-0.013641338005703881,-0.02965763717531422,-0.014718963312325245,0.09528802199912653,-0.037401789973940426,-0.02989381724662145
THPO,0.10912679876885782,,0.07737608136591417,0.028187188221448667,-0.020072859550977463,-0.05118107221924188,0.08583054161367164,,-0.03961359129537082,,-0.006233906953150982
CUBN,0.027536498737127792,-0.04350823519960402,-0.021162298103936546,-0.0009316797914203313,-0.011584841796787383,0.01329171886022748,-0.03087207688339711,0.027047282240880103,0.059048111156084514,-0.04011102975228881,0.042273242777734706
TIMP3,0.0011847279491597445,0.03995504916367957,-0.09008641789034509,0.06675467264499776,-0.027623245210312203,-0.03548397805431722,0.032695944063087144,-0.06764291180947624,-0.015312889076682209,-0.03948368879159381,-0.08509760054446215
PIGF,-0.035304327900294745,-0.001746977367331821,-0.03935730913401749,0.0892335433480027,0.02791129650811902,-0.010119768762450007,0.025165697673898865,0.06435133269582059,0.05150298615204892,-0.03333897938600836,0.029433587726716347
CRH,-0.015276367953874371,-0.022815464219467806,-0.018720111414681936,-0.024182828059936826,-0.0031047648828140865,-0.0352663236573155,-0.003926470011475341,,,-0.037465485508611465,0.035481336173240736
BDNF,0.025795047718565403,-0.026217898127402346,0.023081260357282255,-0.06266096456194227,-0.01016982584516444,0.01704052390374815,-0.0005343330397350105,-0.02497512333032276,,0.10965477372030526,-0.07198045182356042
CCL5,0.006966739432808645,-0.03577334797807627,-0.0003249640450957886,0.03232758161983558,0.05093634026400257,0.017313841871061324,-0.02478727792024944,0.0417750439757855,0.04096132390621122,0.0006152252193038622,-0.042440364469518974
GAD1,-0.04337002380803744,-0.05251214507490764,-0.00924906586231285,-0.07824716356966212,0.040198120219014845,-0.14730012696182382,0.03824081237165888,-0.024256471623070767,-0.04353324392629413,0.05245888637917195,0.026812779131986503
COL14A1,-0.04540657357921419,0.14345153096835428,-0.028980133329891116,-0.00010602616414531493,0.033991310767725755,0.029911730276981,-0.054628445107343555,0.015773079197144074,-0.04228571499333255,,-0.08110025904089578
HLA-A,-0.029970343299465664,-0.007180716953664571,-0.08652035223004409,0.07543581753933867,0.05002382918611623,0.025260808384562395,-0.018921249105150244,-0.09496887354554974,0.04317349340658841,-0.011352860763013492,-0.12692124323756737
CD5L,,,,,,,0.024110163129888618,,,,
FGF18,-0.01213696009915999,0.026143264375588723,-0.010980968651947774,,-0.012374601714955611,,,-0.016811979930061078,,,-0.018186155408207158
ADM,-0.0364412559183702,-0.0787148866680271,0.03361740133279133,0.03704567650711873,-0.09851845921704647,0.04608155259598874,0.008449664994960238,-0.13452065763105023,-0.010604361973533582,-0.03494309204176136,0.011119872917383663
CCL15,,,,,,-0.02915190350634447,,,,,-0.015772851173687766
