,ZH916T1,ZH916inf
IGFL3,-0.017325835840455123,
BMP1,0.062266659204955624,0.043353491104727526
NDP,-0.03980671492375049,0.05342693643909632
TNFSF18,0.0744686200791602,
RTN4,-0.05159331110393534,-0.02170784643985312
HEBP1,-0.030382933858733422,-0.01102012986958225
WNT7B,-0.02460011049158798,-0.0399649215107308
PTMA,0.04454741527918855,0.13971731168265267
FASLG,-0.015026691513632418,
CEACAM1,-0.020907434221962416,
PDAP1,-0.027022073295498644,0.00499082092687923
QDPR,0.013569906043628671,0.09109683636835544
POMC,-0.034596614875360185,0.248361914468406
CCL17,-0.013620008064843318,
TNFSF13,0.035179363271365005,
WNT5A,0.0673928606698875,0.03670166783611297
CXCL8,-0.02759955234674673,-0.04080878182265985
GRN,0.03816741812679275,-0.051051784155288805
MIA,-0.027330264451902588,
COL4A4,0.10050279053745176,
TAC1,-0.01790488554194885,0.04239792082610646
RARRES2,-0.01820125108620169,0.019084824935881435
FGF7,0.01992573128205148,0.0607321515491829
HBEGF,0.006434146466409703,0.12063238111726884
CSF3,-0.014339767358041676,
PI3,-0.03115555054834682,
PCSK1N,-0.026110713674344616,-0.006359495314000702
NTS,-0.021235240069124316,
SFRP1,-0.020741786888164346,0.07217083542250478
MICA,0.01372795355300298,0.10370309858943122
TG,0.0028459248786854643,
ADA,0.07991991269051332,0.03089693440317642
LAMC3,0.05606242073663664,-0.05472132851379307
CCL7,-0.01502668617032028,
NGF,0.03569152958585863,
TNFSF15,-0.03970310647956399,
HMGB1,0.021311508788407287,0.07547606111239633
ITGB3BP,0.02238293706663803,0.008340582256706463
AANAT,-0.015898860613743227,
RELN,,0.020198395090164575
IL15,-0.0121077276066462,
BSG,-0.037890667113067183,0.0794675946762589
ADAMTS3,0.018603725087130468,
CD34,0.0512331710785333,-0.07974365451219416
PLAT,-0.005903444156470873,0.08050118479351404
LTA,-0.021397470370299317,
CKLF,-0.008900660142494273,0.11164925229129066
CD24,-0.040735663646123695,-0.056891774400253815
HSP90AA1,0.017945801087604397,-0.062411334288920366
BMP4,-0.014084423362602929,
SCGB3A1,0.09142815446320243,
IGFBP4,0.0726678799644407,0.2396895104630225
RSPO4,0.03143521375289943,
LEFTY2,0.05675565951361179,
PF4,-0.02139746541876596,
ANGPTL2,0.03328765497264504,0.2322064819189458
LRIG2,0.0029708651300827072,0.012073152704611822
ICOSLG,0.03713749411557381,0.005613360581040271
WIF1,,0.05076385158176251
NPPC,,0.1280482559981614
LYZ,0.06574434487163928,0.007609086113080436
EREG,-0.03231512921492109,
SPTAN1,-0.016134085857859165,-0.039829990783023614
LIPC,0.033171920962989376,
COL8A1,-0.0020863068691352933,
GSTM2,0.012851533051081115,
SPX,-0.004982057030655187,0.08592537219816261
MFGE8,-0.007137372485676201,0.04533558093779231
TGFA,0.0105747119300946,0.03688008304174042
SLIT2,0.016717960221758983,-0.01281433822605497
PLTP,0.040130664758292946,-0.0473324077968596
APOD,0.058432025612076104,0.0956031506066845
B2M,0.04133794151753412,0.14831446797391226
OMG,-0.027171645509276535,0.10692714628791207
CXCL3,-0.015485537762305992,
CXCL10,0.034101727954691595,
RSPO3,0.1213551205857351,-0.030552753822278275
CORT,,-0.03262539248549539
NCAN,-0.03367073831418368,-0.024487266114795733
PRG4,0.04847008476095277,
ZG16B,-0.019014046616287396,
TGM2,0.0041911992025373684,-0.008904081357367989
VEGFC,0.007141540914202001,
WNT6,-0.022963369118328397,
NRG4,-0.015249149846834948,
PMCH,-0.005273654596756103,
COL9A1,-0.027321993729891213,0.09922335169464969
GDF11,-0.02938533397652716,0.06265592463070503
RAET1E,-0.016728209033845635,
SORBS1,-0.005522640713189053,-0.05523448078692036
DLL1,0.014690925880697142,0.11932069314000116
TLN1,0.02495082487326468,0.10766290044020692
COL2A1,0.0522938130271845,
SHH,-0.05312551216265606,
PON2,-0.034661357415065784,-0.06007765586302676
ICAM5,-0.03288295868824192,0.08322092349087526
HPX,0.07080978197411492,
SFRP2,0.10727743658344162,0.014186203809318345
CD70,-0.023265333403011828,
HP,-0.022811060305956025,
CXCL2,0.02246228862478425,-0.055160232250446396
NPPB,-0.015468564218434516,
CCK,0.0660073042277235,-0.00353788139643592
SEMA6A,-0.008144173670393039,0.012658062266102157
