,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
WNT5A,0.020601785131049745,-0.05620904248887023,-0.055909766385921,-0.047063440252551804,-0.04391351110070278,0.0012719309470808175,0.04508397678715985,0.05562595286180319,-0.03772417082104464,0.0038098725072858047,-0.04046757228038267,-0.05966493731979051,0.018990095036696596
CXCL8,-0.060506909338750095,4.566398207819409e-05,-0.038575401113602865,0.09474767478145826,-0.013649902296679714,-0.023341907432148694,-0.014558468336089132,-0.04215006033092675,-0.05888743227669553,-0.05785139085758692,0.002039782193110898,-0.043044255548899395,-0.02157078564672699
GRN,-0.056349489834520525,-0.012378684520567625,-0.042387223510134034,-0.037256745028839466,-0.11412031124316722,-0.0026926569439544397,0.014525432464014526,-0.06526209599195956,-0.0015973912174841066,0.04023302342271789,0.05386831810567322,0.017636112020579006,-0.04857505841729716
MIA,0.021236534554217285,-0.0387208463883409,-0.01592147269833905,-0.014800499321890892,-0.031044173811526448,-0.026101067462027047,-0.017779659216209054,,0.005452352235523111,-0.009613064190443603,-0.05604521892959693,-0.03301299191047439,
COL4A4,0.07988708988612189,-0.023341041238922458,-0.07024030161815918,-0.021832209253890452,-0.014128247005745718,-0.013864227203243833,-0.02986841351383922,,-0.028445663674256768,0.05481378322481794,0.0343977187241475,-0.04077125364323284,
TAC1,-0.040528972634805496,0.037881016097022345,0.12352603466730062,0.06937962694390153,0.11638398666060264,0.0879755734729967,0.05552508878701454,0.044305046005003644,0.07375109991042914,,-0.032455590169426334,0.05932479197914336,0.157687482956529
RARRES2,-0.0209948099454307,-0.06219883702641589,-0.1261667373014703,0.03304465623600745,-0.08651854471810906,0.021701083585865286,-0.008482657849394974,-0.07800653821533972,0.011476280226689683,0.00291646248820264,0.00674956568029331,-0.042080524108154854,0.0897442779172868
FGF7,-0.040459240529939634,,0.08062025956351522,0.05472042807782864,0.02455141925941247,-0.013454301044757611,-0.028652814294635308,-0.005564399830624565,-0.06129030388166324,0.03356911543856138,0.011579948272681013,0.03468891824807605,0.04062836468335631
EFNA2,,,,,,,,,,0.037473521058943395,,,
HBEGF,-0.04475370632987032,-0.00531551476596952,-0.05689794578086686,-0.04079984914463898,-0.01522540953393187,-0.040094711661437,-0.025880209911479508,-0.04987925607369894,0.014687361553334857,0.01155706327106021,0.022554511344373796,-0.07486980201071307,-0.019494406871820733
CSF3,-0.032360449820197694,,0.02772068560735615,,-0.014947413397092234,,,,,-0.04900221719171483,-0.02696918194227325,-0.033687004249373674,
PI3,-0.022252792986994903,0.10112782124738547,0.02317595673370962,,-0.016830984769628507,,,,,-0.05430909650214029,0.022185105927882053,-0.03129693127248644,
PCSK1N,0.048190745349542326,-0.024432815301596668,0.05616235434171644,0.01242267861925276,0.09924786880324829,0.025771538689781798,0.032244403732357915,0.13988307758262242,0.09967817023031346,0.015088499070729122,0.015699148754616088,0.14812204002346654,0.04894619599209654
NTS,,,-0.05790362789961541,0.10390287081305387,-0.018372169109784064,-0.015838267966539643,-0.00041646349705396515,-0.027013185685763545,,-0.018838076305057218,-0.0007410511774304635,,
SFRP1,-0.04996497343029705,0.029546109946512432,0.05338700732429499,-0.03608720176321952,-0.017154809828762215,0.05539645920957153,0.03129409931491805,5.845669321775981e-05,0.043484074843063526,-0.002725400371075487,-0.009424040281648036,-0.009421032221609966,0.043556435006276484
CXCL13,,,-0.01954230407376937,,,,,,,-0.03972747396025691,-0.017734476912136678,-0.04353813747044352,
MICA,-0.026799631439768688,-0.0185474997796602,0.015120944405311974,-0.021360430337061205,0.07500191360981048,0.0066941082324465,0.023622694866772407,-0.06501167453050738,-0.05301179872530124,0.05431602877262582,0.038333320102032754,0.001163314441380716,0.02791361996999393
TG,-0.025796443615754536,-0.030605100809313314,-0.005471054011836701,0.020574682073114386,0.13035853588667892,-0.013378611417638507,0.02114409599910055,,-0.01884357316835137,0.10596800799332949,-0.02219605116260482,0.021656573281598007,
ADA,-0.023091599698671715,0.03652584932941094,-0.008637542846063231,-0.006498510055369197,-0.060185489103069964,-0.021259504663546192,-0.025050053579450945,-0.05805695964207957,0.0014235666376753216,0.04573906096344123,0.02062315612050431,0.04762188598303818,0.19189408728297264
LAMC3,-0.01682520580841353,0.011027877738894269,0.04003892597688176,-0.017021178446226432,-0.05145439362590074,-0.030923528856687605,0.008217869373280453,-0.06833428282760626,0.05652421936444004,0.020321404065288744,-0.04339146756810124,0.008561796298655038,-0.06568260252468164
CCL7,,0.09772773998984838,0.03304688131753723,,,,,,,,,-0.05178895623380203,
NGF,-0.018643775035693238,0.07550459617407329,0.07748872454987071,-0.004040359674693333,,,,-0.027013203472154024,,0.17111960079239114,-0.03767714278720557,-0.02274120910065719,
TNFSF15,0.026919104841494453,,0.05621499037844522,-0.014674155560373787,,,,,,,-0.016747398982425693,-0.05940515997562173,
HMGB1,0.016169688240288697,0.04501271757392723,0.0014976581881404592,0.030749927469854343,-0.10252794808169471,0.054755827435462985,0.012242826927724049,-0.044865461635230273,0.048878862626756524,0.027528847881430736,0.008909154552134542,-0.02595471981922469,0.04033219760482441
ITGB3BP,-0.021506935582601503,0.022660663599261107,0.007268714929174376,0.00530172323065574,0.001457190350786884,-0.028107338045678908,0.05050114279766767,-0.03396502308426012,-0.06744461093166647,0.0445332314185877,-0.02486430405132758,0.016237001807390343,0.11327784199565163
AANAT,-0.03341601880457355,-0.017935637919896844,-0.017285297304019637,,-0.013482971389891203,-0.012031463432730795,0.015336353583896156,0.01735762207404491,-0.02679940089737294,-0.020808286538842428,,-0.03277420604552826,
RELN,0.024691766660221923,-0.028664571923787054,0.12236943710467138,0.011083706370444039,0.0019055925342704525,-0.005857411232172293,-0.056554568687072475,0.09126902825604935,0.0163082897706628,,0.035215022697169245,0.004909966061271653,0.09135124439043892
IL15,0.043092357995051074,0.1039993091764493,-0.023031409882710303,0.018108883524102642,-0.03516908363914804,-0.017777085275529507,-0.038214316523919725,0.0028812838740545207,-0.024855205684153163,0.06735005005060095,-0.04085206048027601,0.0036399600264152114,
UTS2,,,,,-0.03526275295875598,,,,,,,,
BSG,0.018888392267446794,-0.021020634301516978,0.028247685559704347,-0.025581228305003027,0.04696781231255578,0.010243145725487124,-0.03501833772957677,0.0908992797016806,-0.0007826923714398003,0.0140196302962687,-0.002249538353565913,-0.06622640732866218,-0.01100715765652277
ADAMTS3,0.03217683413883442,0.06516776657684444,-0.016814176450813973,0.02449495772047394,-0.07352152811687963,0.0025034044512358047,-0.009859719883234416,-0.014971681159817413,-0.0321843756910706,0.04896846695908798,0.04649417282995092,-0.008516970866391969,
CD34,0.0002837183180257205,0.016254753721503267,0.006478012083479648,0.05462069511703905,-0.041045825091486965,-0.0177517573708426,-0.03326526148887413,0.025185118003486107,-0.0024563172619136986,-0.05795215683709391,0.00914364742175142,-0.023619688990118785,-0.008350854900897103
CCL23,,,,,-0.015341481160859496,,,,,,,,
PLAT,0.009546146031427772,-0.00293863682051439,-0.03735009138078837,0.010181220979498319,-0.0566291837995003,-0.04559558102902005,0.054071357276024294,-0.010173117181813345,-0.027906637624021347,0.11292834771678942,-0.02822496305165976,-0.03208504762929829,0.10826610586760625
NTF3,,,,,,,0.0008308148265252488,,,-0.02341858701355077,0.03084183477906872,,
LTA,,,,,,-0.011587553160305459,,,0.07571806266322366,,,,
CKLF,-0.04687009192899748,-0.012556681575975963,-0.00030819327898305905,0.00656771868691805,-0.09264447192401755,-0.014942932054780079,-0.004816956234296654,-0.13206529442361528,-0.003035450821202505,0.08041205574451574,0.0007722312632551215,-0.040815389658826806,0.14061963261227156
CD24,0.08548884226673982,0.03775759028391913,-0.03655491787012183,0.02993225428201401,0.0465178975515001,0.04453641300475796,-0.0627244148435963,-0.040704199564557,0.0019407497203680574,0.010852220019553245,-0.00087174712986693,0.0236657606718985,0.0643883960095262
HSP90AA1,0.0683549269240333,0.03815347588944244,0.13557596888669712,0.07629575318776909,0.07333861799470533,-0.020313994875422535,0.025113422388920992,0.11007891097183746,0.061645161514214154,-0.024091991186610696,0.0030623569573952633,0.09092323392972983,-0.03120921248889285
BMP4,0.049838466271849624,-0.026486266031995196,-0.03354491165846918,-0.03718355112399616,0.010022042037289826,-0.01351698378563152,-0.03904030433864739,0.027244874324330117,0.07427780562135715,-0.042750766728455104,-0.007567054701747645,-0.01540354785033922,
SCGB3A1,,-0.012362175672001366,-0.020584655226008535,-0.02108606122121657,,,-0.014997317280386977,-0.006080666326654044,-0.01734363597096012,0.05867645147844497,-0.024134199751877927,0.028328874357904144,
IGFBP4,0.012396144602955498,0.029951157639797988,-0.004267833431362254,0.013775430045870441,-0.05655145109532104,-0.025208497166320662,0.007437127774676933,-0.00393884329142899,0.05170220727448973,-0.01647243440086461,-0.05054462413837708,0.037258524410430385,0.06104237483208032
RSPO4,-0.022775282636296038,,-0.023758038272798893,,,0.007203480342936225,0.1169799198031892,,-0.024063031650210457,,-0.023422218912453472,-0.01614564214920489,
LEFTY2,-0.03814874574164807,0.06992903676872299,-0.03687614792191855,0.007113699760634354,-0.03660227747734228,-0.03318921640892202,-0.016444739413749233,0.013679387817073816,0.025248432083016217,-0.017779053739317263,-0.031852670312167236,0.0015466724750046266,
PF4,,0.013621289733797405,,,,,,,,-0.014172417366277086,,0.028028684541474974,
ANGPTL2,-0.02404058747281392,0.03301191905182353,-0.06981039938707485,-0.05522697869193638,-0.04965202229075587,-0.060058957626606777,-0.013210686906131959,-0.060349481741766894,-0.046882886646453965,0.07043213334322303,0.004364862009672354,-0.02050430998633067,0.04913136240272463
LRIG2,0.06776425377857381,-0.034937572963136716,-0.03316822840992392,-0.030584839075375913,0.05185115517324396,-0.01121651417503472,-0.011099118194458468,0.01546117018831947,0.000529224825555025,0.09017849151126581,0.016687326189877685,-0.0041308399369727475,0.005377738376289224
ICOSLG,-0.052733929105234445,0.01680789268596113,0.02455342910804882,-0.022681419071063594,-0.04035712117163366,-0.029877999897911633,-0.028462103407393247,-0.020545550952162178,-0.04505513473688442,0.03758868775096702,0.007595921226827727,0.0024266546483193477,-0.0036077877784009543
WIF1,0.07251079540501013,0.03941875679652149,0.08488771159344112,0.054747226237398354,0.16135655716091915,-0.01039990465138052,-0.028221841870109406,-0.053154077686531485,0.05992442872763267,,0.04624784625277071,0.06352196950085758,0.03897629154624653
NPPC,0.044874097260330474,0.0008904021384316911,0.07884230971423839,-0.02272966858555694,0.032451378463756106,0.03714686746347283,-0.02084259780897745,0.046921046675354065,-0.026387058099047792,-0.026815163775935447,-0.05885380995544599,0.12898717068637341,0.09683417721906218
LYZ,0.03105079515627192,-0.012284008033502774,-0.05116827302509624,-0.02588442661222766,-0.04373666894165863,-0.046682221501155204,-0.016183725245101987,-0.06074208301668539,0.05558911643812545,-0.025530380066475095,-0.020745526590862942,-0.030545209674107617,0.00442910578308394
EREG,,,0.04934145294898243,,,,,-0.02778869207849407,,-0.04503346424701301,-0.029172768555722463,0.031759231553533544,
SPTAN1,0.06324019174993911,-0.024797063593960677,0.07336149768501254,0.0336704337860901,0.07267525834681207,0.004652893252655556,-0.007505107187339798,0.1054583054844265,0.04131692658539135,0.06852863782556493,-0.003205322265849965,0.1426088441571821,0.08407982464952304
PTH2,,,,,,,,,,,-0.017423604327398774,,
LIPC,0.049616765403506596,0.13260712990806,-0.023001691397462713,-0.00879555236573283,-0.023022746195694617,0.04310594204258853,,-0.008054155899943505,-0.03904520862423631,,,0.03453156123877531,
COL8A1,-0.023801171668526893,0.026516901737097264,-0.0033682594772397796,0.00868861365954923,-0.013777083583525125,0.01924476095669109,-0.03372668044946983,0.00038662857462940485,-0.015551930766223876,0.03337967100541387,0.03886323769109128,-0.0655977977448796,
GSTM2,-0.0025780356043545462,0.011383889004962204,0.026252573851253725,-0.021448605460648744,-0.014314456717874957,-0.03204221673985341,0.055087103572362635,0.017896493358188638,-0.025684043798833787,0.04863489246797746,0.030691764586267593,0.06103217112795666,
SPX,0.011873069972118849,-0.02539173361849476,0.11277125554089798,-0.011911847759397255,0.05402040253131196,0.03785006674933746,0.030480830548047604,0.03539274159653793,-0.002856323568030845,-0.01759686765859642,0.015081826080561326,0.10520665908936418,-0.07627451613714412
MFGE8,-0.027520105152762153,-0.006553372212284436,0.07073759249591134,0.00963326701205499,-0.0272964631741418,-0.045152970530496446,-0.03196295248652421,-0.015252609462303968,0.03325316945125516,-0.026895258628843934,0.009835091856689904,-0.03700316192042029,-0.004942307468157519
TGFA,0.01989099192294875,0.015305378114152746,-0.04883447235540314,-0.04568955211191086,-0.056956853282530535,-0.02909725340571048,-0.03257244854809015,0.020750955446925245,-0.0720101413382965,0.06230395496145864,0.056296635628099466,0.027764315818602035,-0.013193585962327293
SLIT2,0.024334762452912044,0.01676291172656358,0.11021647053904746,0.03127812358431005,0.02081805457212235,-0.008488117674685899,0.0015965421208153086,0.09932964356764223,0.08741840435108118,0.01692297323511888,0.001862688846475217,-0.010092559591724165,0.15512785798933462
PLTP,-0.0036900662691343187,0.010427634372561355,-0.07402590019846178,-0.03700391138975027,-0.08552553624347888,-0.019175412203262885,-0.011875773807481135,-0.1009252899812437,8.966630735632376e-05,0.04611621629645694,-0.0003482644532706461,-0.011440355141876263,-0.01715326128451669
APOD,0.01795618095579179,-0.02794245370717761,-0.03378429706263666,-0.03583659488178911,-0.1012090358513656,0.010414129297087033,-0.0030012161385868986,-0.030728184484752105,0.018295854595015735,0.03228243602768999,-0.037793983816399826,0.10790441127277214,-0.07619898880253462
B2M,-0.07347753504224534,-0.010569268486805651,-0.10532909316237239,-0.02917071806866001,-0.11908170625773674,-0.033957943602063397,-0.0694044230946441,-0.09065200387089403,-0.04485601079223682,0.015896555693676293,-0.010486032739728876,0.03796411510699306,-0.12686686995569996
OMG,-0.012158926420849049,-0.023116684998949765,0.03432860988007828,-0.006666037161033493,-0.04639395382487064,0.03252417203009747,-0.022965099593409657,0.06352126376236339,0.03546970532049064,0.03305369831349186,-0.009800754936253195,0.2012565006002431,-0.0063911585094935655
CXCL3,-0.041054144443981845,-0.03166792094699421,-0.028159820938249765,,-0.017702496914075164,0.008799161380603956,-0.01604395705996827,-0.011953145936118443,-0.017900251241656763,-0.0374366582987495,0.04099132126791367,-0.037752532505062344,
CXCL10,0.048269523698887144,0.002845103948004082,0.0034389062444774112,0.01917464996189926,-0.059368012915623145,-0.023627049203716995,-0.02437194505859559,0.014995142717691397,-0.015597340967241339,-0.019009320222206076,0.06717421320394559,-0.015488142873928438,
RSPO3,,-0.01679244491170265,0.24832254213579272,0.0482101853208143,0.11942134863093269,-0.006531499706213452,0.03572994151736912,0.013818663494823271,-0.018705417553983084,-0.04683186173414728,-0.0037219809344216925,0.04218755389265482,0.08961943455480897
CORT,0.01920858336921065,0.05171224167404812,0.05182352764142188,0.00430883146777128,0.12463639356184048,0.05711465986044311,0.02824132301302858,0.07373884659810986,0.09169016629910005,-0.014830714445050724,0.07241176993810455,,0.07863229346996996
NCAN,-0.022300152136812287,-0.0244548623953137,0.1078403376038233,-0.05302062883806389,-0.018249008282372782,-0.02170082112116022,0.018231528988635094,0.09487282046265533,-0.05210732965787155,0.055698736192865465,0.0007700689390346896,0.11526864116027777,-0.05609254775130467
PRG4,-0.03484942235453014,-0.018591237710583786,-0.016469118306243945,,-0.019179041999991563,-0.01722310901263333,,,-0.021869725240193337,-0.02188362671509018,0.03032189462268269,0.004027864100918656,
ZG16B,,-0.017142606514262054,,,-0.020706857896568703,-0.009207362886350112,,,,,,-0.027618136219289893,
TGM2,-0.04884707953283546,0.03982159162016619,-0.01004023646319973,0.049710289243303646,-0.02566861807069398,0.015599635798755618,0.007957530950355528,-0.03416070883986749,0.03444064929137013,0.008276315782298389,0.02233101979876477,-0.007712144478146807,0.00030656119131249965
VEGFC,-0.025005156331298233,-0.023605274859574265,-0.010951557446398074,0.05877267944617207,-0.0252863627058083,-0.024793156636533472,-0.06789790801922357,0.03913042338464605,-0.007042811176314352,-0.02971534657079765,-0.0103260783622514,0.012136258757406503,
WNT6,0.004066390288884071,-0.019946099150782225,0.010286809517793582,0.002094369741628761,-0.018860076420113177,-0.020490657698756486,,,0.032719691908703566,-0.02756354567321307,0.01781521234807147,-0.028537820753302197,
NRG4,-0.023633801485368994,-0.011385998938017523,-0.023458105318861392,0.07225457100503847,0.04273318414309782,0.09216210407359733,-0.027519835638523338,0.04351936551437044,0.06427267273924855,,0.029444294895528283,0.10887683601876563,
PMCH,,-0.01312297652415215,,,,0.007117389449568255,,,,0.018031342353017486,-0.017808014179334714,0.011437616328105183,
COL9A1,-0.003897084084044619,0.00679022485442396,-0.05102281168085867,0.010425082261975208,-0.03959862646721191,0.021010647578480614,0.01300920076384355,-0.02740346377013107,0.005386405122323828,0.10722263177454985,-0.012477820922535835,-0.026400923233576665,-0.059666605721277965
GDF11,-0.06211818137358738,0.012689968827180247,-0.06749761137289202,-0.014470072487201715,-0.03118533879294597,-0.03220759722206486,0.025206085800758164,-0.06476350220433405,-0.03931729028564071,-0.01441348284002783,-0.041125384660560906,0.05037745313735034,-0.022629379143734817
IL24,,,,,,,,,,-0.01394644537689372,,-0.04797922524860942,
SORBS1,0.009312952707091716,0.0901148956342667,-0.01368866085733931,0.08217938551536334,-0.015517483955418602,-0.067209553992786,0.0015856351547794425,-0.08031871645627756,0.05703682650786473,-0.039148248323080455,0.013846089589969447,0.04595284387291734,0.0018067386236090362
DLL1,-0.05278197023107933,0.0097916988917538,0.03056066120291995,-0.016231217483215443,-0.058289116352724595,0.02308507089249736,0.029610198976629185,-0.003074994290367288,0.03400075970974276,0.09036180222158904,-0.01955258528028639,0.06536321730840776,-0.023328828109286357
TLN1,-0.029813453702958213,0.007457162243416071,-0.09536127684324575,-0.014579843936343874,-0.10245721202641032,-0.013425739993360976,-0.04749191666055207,-0.009803082133171867,-0.03860819761773656,0.006184661901765252,0.060190833293622244,-0.06412247579531985,0.058084476478801904
COL2A1,-0.0241907521496959,0.011834276876948479,-0.01470942104227327,-0.0025179275969838344,-0.017702502938431057,,,,-0.018172429985855047,-0.0363487029742987,-0.03751545079912634,-0.038665467765354546,
SHH,,,0.02315880296876531,0.016281971411868042,0.014103315300966696,-0.048882849925335946,-0.017219594895681156,,0.0023017236279348277,0.024471441008633413,0.037047732665487276,-0.03411764387660242,
PON2,-0.03136782684826875,0.004043066560003765,-0.04432967435975164,-0.00474769670606697,-0.10883191597587115,0.023047894208730324,-0.020569762136637817,-0.04377718394940772,-0.02047733126794987,-0.036622255373152925,0.04363166435996694,0.044203566947310306,0.04529113337372872
ICAM5,0.05339489644020438,0.009272656175252338,0.11119554877724501,0.06948852585817844,0.03445743505096063,0.01957598886066445,0.0036106439688317112,0.03205113732124909,0.04043762577593567,-0.03492527124747058,0.004155444312209535,0.05838033103190928,0.19156714197245167
HPX,0.02284024129895234,0.04482651028485669,0.04303108772538834,0.07134550424729812,-0.025778532393084128,-0.018068879011719927,-0.0149973157514466,,0.013492208903040682,0.05710162201566599,0.006499694700860647,-0.003557058148433683,
SFRP2,0.047279440645093464,-0.016435545500382648,,-0.03375306558272081,-0.014128242845490298,-0.015059229083082064,-0.009625163748740834,-0.052078835001581655,-0.03402377233022335,0.005347373065724615,-0.0020924254280102776,-0.03101652620903281,0.11610384524807867
CFC1,,,,0.09194456561166747,,-0.011587553860601155,,0.00918499266008378,,,,0.04272987256215949,
CD70,,0.004911449163866829,,,,0.02960115861672139,,,,0.01654636773453204,0.028469303436828793,-0.06206229601272557,
HP,-0.06277327136973707,0.01751972195170539,-0.008170639001493504,,0.038076208071813694,-0.0447871050073034,-0.01690894334286365,0.0016850425407366903,-0.0037497759553450413,0.0536507949062911,0.012084620768044447,0.025318760191777333,
CXCL2,-0.09647566326605818,0.01219074336220917,-0.0491082748905156,-0.0029057698018020127,-0.01676393346906709,0.004932352080692214,-0.02084259617777139,-0.04230079770671345,0.0549911073805582,0.015343257881463407,-0.023831688398976335,-0.08903443760086754,0.04715919874656849
NPPB,,0.09073883528194389,,,,-0.010146533410954308,,,-0.022318927955195914,-0.0299944065728318,0.02964202485640943,,
CCK,0.06783827961025908,0.00472739840138433,0.171729266754307,0.060063272741184275,0.09857075956998632,0.07806374472384449,0.033589168788706554,0.13748275059847676,0.09482131609360946,-0.007822154358374005,0.052044271078515884,0.13168714314407523,0.1687760231077711
SEMA6A,0.012797846547631647,-0.004224529205267878,0.07352752696209836,-0.05668600202981693,-0.10044993978498062,-0.013827293853881024,-0.0024439904937459027,-0.0385241797300024,-0.04502291008045072,0.07547081948484062,0.07694566610157783,-0.04704518959556273,0.016561102049517808
IRAK4,0.1282872041013105,0.043912014541437325,-0.051174887483225996,0.0025250935248689833,-0.08571410789204513,0.013852302808596527,0.00627609960801278,-0.021937242634335097,0.039416383032885166,0.06594235959450001,0.024945677037191503,0.0661867898481645,-0.015552971071989224
GSTP1,-0.01250319387527486,-0.044014162621633636,-0.04961134809456393,-0.030243234084205466,-0.10338509824473296,-0.024746418258448994,0.0034359914549585463,-0.08580101327824151,-0.023435971285832854,0.02691744818162299,-0.004260409466177707,-0.07630462418244785,0.06241461403271277
VCAM1,-0.03177234548189008,-0.013050491760031922,-0.10892487493391104,-0.06856605602882411,-0.08085444709183551,0.03518584269967824,0.009244664954949921,0.0063088874423907195,-0.03464078083169728,-0.0628203004309408,0.04426789009147963,-0.06343315207165712,0.08707629746760219
NXPH3,-0.05590578735970695,0.024463025188310294,-0.004419298435820609,-0.03187067972106544,-0.028410889299104132,0.025708822633693982,0.005655935223935293,-0.012630765432197781,0.03419751196908701,0.014635814546013653,0.05036338239590727,0.034343587196017544,0.020347564618910734
MTMR4,0.02340723601964409,0.0037976260721885456,0.025220488364736348,0.002351233481261646,-0.0063062137430007215,-0.02569215673684756,0.006777422411776039,-0.017917057831397045,0.04205846585806279,-0.03284206478710003,-0.02240767514225961,0.03360737336212639,0.04211941884998019
LAMC2,-0.021582310191328506,-0.01251782880642755,,0.04981252067866946,,-0.01277335357465853,,,,-0.018315596077341276,0.06686667542465635,-0.04132699835790853,
IL10,-0.03424108773509053,-0.013798317475519104,-0.04559705982488961,,0.011215715323916988,-0.0331009186255121,,-0.05419933180986359,-0.019978613616504375,-0.04274615698957595,-0.03422087433863682,-0.04079717230611488,
SEMA4D,0.03780958514477281,0.0765675884613818,0.013193133046383951,-0.0449049846257673,0.006577682565373182,-0.004439200965018431,-0.003725422327050132,0.007652623424225609,0.05437899879511666,0.08702605276160018,0.015448240860747321,0.07234355492295971,0.04030018242734541
TRH,-0.04211707280168364,-0.052492237052880794,-0.014475185521297035,-0.048763768466469626,0.03805918880185185,-0.033659839856597915,,0.05610432230954549,-0.0007339256906565508,0.0815409406981624,0.01723102187016251,-0.06478378950295083,
SEMA6D,-0.06442010588315172,0.05633660799524792,0.08397584209048592,-0.09070492675571486,-0.026825019826809706,-0.0036939838076082416,-0.006949193781726377,0.0641801904771649,-0.015013185712047596,0.038971987189398184,-0.01395916233954469,-0.023121310359509217,0.11311623931068789
CEL,,,0.10286261905983106,,,,,,,-0.022769421421849213,-0.008578407531445518,0.029421805869309172,
PDCD1LG2,-0.028910819355457574,-0.01245834535221132,-0.03218432036101683,-0.02503209607982421,0.02905682870037071,-0.005751981308965145,-0.014055941254764857,-0.027423409243968855,-0.03417579164397576,0.06339539109828243,0.05857885602307325,-0.003833812033353833,
SPINT1,0.0021636318747088046,0.0253837286862405,0.00025274763265201443,-0.03237749600084937,0.01570175563442866,0.08060301884345256,0.04680766505894298,-0.018189016725156985,0.018407098779427564,0.053642891913648245,-0.020222097009904006,0.03716860306972947,
CTHRC1,-0.009851036396290824,0.05699906761513542,0.021359942478554012,-0.038174226328951795,-0.04955345926633129,0.012143910632070574,0.03586028072222914,-0.021364900287297272,0.027321873219239467,-0.07063845276627485,-0.007123028770003864,0.005860683928531948,0.0023159165531088433
PODXL,-0.08781228854421834,-0.028345697648670672,-0.03851037525842932,0.011683024711839166,-0.06822767059596785,0.040853850343513784,0.03226412900203633,-0.007922724672379953,0.03642474692920782,0.03496427937961682,0.04077958446878982,-0.03274941036178221,0.01034719399121955
JAM3,-0.041298086204836576,0.010481623442931085,-0.02086627203025491,-0.06307545503921377,-0.0841998235423366,-0.02165573725599904,0.03690294531247995,-0.03335860178129705,-0.021272728363812752,0.025452525170038418,0.04684134635038614,0.02800118352108888,-0.0801107983068888
