,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.014158630043471919,,,,,,,,,,,-0.03194617699837904,,-0.003127710917097849,
BMP1,0.058910422920318346,-0.044242381362984896,0.07904551586488533,-0.012646583261893149,0.03503996683413327,-0.010282025093865832,0.028594421576098497,0.006649834332234131,-0.047656081888713855,0.024728839255542322,-0.03542567117472498,0.11027376112364276,0.00032866278758188227,-0.008506986602340148,-0.03024927575374417,-0.08751741541637188,-0.04375177045419848,-0.05366596073364976,-0.06087910011077102,0.030361380543540713,0.07067484408190236
NDP,-0.06738919929717864,-0.04556905722531535,0.05392522888997461,-0.010153215621375816,0.023366040046437806,0.013785907758092627,0.021241179905848548,-0.020912700614729992,0.010212442079392531,-0.0004121454632321649,-0.03443238195512137,0.05209268706658266,-0.07829385604044034,-0.08056239791331797,0.02352120114078009,0.041534988507254005,0.10787453533453947,-0.027446203469525945,0.017759599197579357,-0.02324803824469403,0.045876185880283755
TNFSF18,-0.030204087515848393,-0.03615722177280811,-0.00632764592954036,-0.004253874624031012,,,0.016073089245831406,-0.014795352839288248,,,,,0.08760826208994082,-0.028231130577234535,,,,-0.017027544980293248,,0.03073836717162661,0.08894739112124443
IL36G,,,,,,,,,,,,-0.010889480936180886,,,,,,,,,
RTN4,0.009596092450268967,0.04586606396049008,0.04267586022029486,0.021403741577792967,-0.03173833085250741,-0.0502458506756253,-0.07828108443332375,-0.01351234998153449,0.009420054647826425,0.03032165632693668,-0.05014160420395152,-0.08710224988328658,0.012046316364164708,-0.02527946615135728,-0.05071626971498845,-0.03139869333187921,-0.05231017968767234,0.0924232072597641,0.0669127741402399,0.04577860951691833,-0.08247818454062424
HEBP1,-0.01555823393310107,-0.03151111283559726,0.0046095199105225595,0.07411042457024195,0.036553430955399875,0.07213259285050262,0.04136494041124479,0.016893889871281254,-0.0208157267714181,-0.005336187996165124,-0.02229313063387119,-0.010804029777679844,0.009064227338137918,0.04050058435032773,0.005644754332728754,0.060876904775123766,0.07932438713814044,-0.05289443874934229,-0.0034358691725153907,-0.007529313505774157,0.005483337370644368
WNT7B,0.007822759106719297,0.019548911954205807,-0.04769190269766208,-0.01722763696686439,0.004419138042755561,0.024776695093504515,-0.058602132464027366,-0.014362295388587382,-0.0067718222517347245,,-0.0048643933380055375,-0.035627597909752715,-0.030160585187633468,,-0.007606983309031109,-0.021274910226372002,-0.008825835996561978,0.07081436358153374,0.08126106975787092,0.036909389635252546,0.12628475077599527
PTMA,-0.0874183201579685,0.024821442937762325,0.025252308740888716,0.05464447411577755,0.0012647667166652387,0.006747173971498437,1.4958587199735945e-05,-0.007243211253422149,-0.026110897045124284,-0.02961933547176035,-0.009159863750876867,0.07437283795289566,-0.006168895112618067,-0.10997963260083239,-0.003981808771795136,-0.09480400321797189,-0.062173996915998606,0.08501346054029014,-0.022353963708650258,0.014249582373224297,0.001684877430207292
FASLG,-0.026608862605389787,,,,,,,,,,,,,,,,,,,-0.018946214444187526,
