,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
TNFSF4,0.03469306453378773,0.03179113018247249,0.025693518461633213,-0.01916454994831572,0.021934575889563674,-0.006944262864555375,0.0034984869591163617,0.015506318218602854,-0.0007200510687477338,-0.021839051950338306,-0.025843357458256905,0.009838730422334865,-0.02702958726448215,-0.04462626717527575,0.06731755459728123,0.07127511191983384,0.001815488427979559,0.031596540842503004,,-0.03450574508053037,0.1120875803570082
RBP4,,0.031006643853675575,0.023462367874636996,-0.03341740752276367,0.012905517095729494,0.010178400265534385,0.07925566558326615,-0.09136779742556561,0.045563854350809466,0.048077214784688474,0.01662232126759488,0.06046985024713065,-0.03683542965256763,-0.019620345782701647,0.09722491284917283,0.08951863584355545,-0.02037768770713605,0.05126573196377369,0.06734611671614109,0.05433110118159778,0.03887875200820327
DKK3,0.06571796337903169,0.10334861592438029,-2.3223738702123645e-05,-0.061849676013539634,-0.034238263933111364,0.019752425241908914,0.057133015888330176,-0.03826774875130147,-0.006898364918838333,0.020859914649958598,-0.05756993861920656,0.09455284692473388,0.07384783580470432,-0.018932327056104044,0.11581187818494346,0.08011442405217231,-0.03498379514797662,0.050995203697154386,-0.005836265278146171,0.03564254551209523,0.08780074081674669
COL11A1,-0.024345448889680772,,-0.07943076863508639,0.020070389848153646,-0.029387360475041466,-0.020514517257829122,-0.0788586447207746,-0.041990240564754915,0.019853659447122533,0.011666704222199625,-0.04904865987528477,-0.032384326177408634,0.04196780386535442,0.07563348583175009,0.08721647903731859,0.05579154637666497,-0.013851108934990369,-0.0009846204471766773,,-0.02439922208277469,0.012771376441765422
COL5A1,0.0011471658603538948,0.004135949241019871,0.0011573025126230898,-0.005523869855091444,-0.009201258468108146,0.06542952504853546,-0.015466503331855253,0.07256795082985883,-0.007467614010635462,-0.025815216462035828,0.1730585237542101,-0.020993903056508806,0.04745249681952516,0.0028234050149825354,-0.0905884375008563,-0.04611813816126874,0.04650555735151277,0.029655994514463678,-0.0423106206969751,-0.032053516934550885,0.045200020030082715
KISS1,,,,-0.030210699302446707,-0.007751268162592585,,,,,,,-0.012799908563925197,,-0.03661883299949312,0.00626300077671825,-0.030846807656511255,,0.07418058133099935,,,
MEGF10,-0.02235810934677007,-0.012388256687803523,-0.01309714031961497,-0.04523123879367894,-0.02715179856123909,0.002575563949687632,-0.022501869518017772,-0.002076694486342508,0.026787203686207548,0.015825808635301294,0.014398194904573145,-0.0051397950611263305,-0.02898559083995365,-0.008326815551189104,0.07449763707116322,0.07208772751094689,-0.06750942812031553,0.004851382857604556,-0.1006995124731169,-0.0027831791562480416,0.03346215272542589
CEACAM1,-0.02524093642036748,,0.04528586497917404,-0.013060768008625765,-0.03021535867145824,0.04325665667114786,,0.036215905841364096,0.005934192284820447,,,,,-0.04037132030379464,0.07986362780883885,0.038648852788446264,0.03118008702706689,-0.025420465313781327,,0.0072821785286103806,
EFEMP2,0.009624802490536528,0.1511514929081206,0.017244024153551373,-0.0010802686241012467,0.029374738558222865,0.022608286670777814,-0.053890430234701116,0.10675627205270284,-0.05118385857113363,0.03053331093610751,0.08250139322227384,-0.023116503916821674,0.042287284414069516,0.05819048142918487,-0.04294412161560918,-0.026693233428890004,-0.057028364432555025,-0.023338360793460043,0.03695368469081989,0.004486255402699541,0.11398609342521235
IGF1,0.010368320462535193,0.020986966760062255,0.06432574617953515,-0.00859856323681928,0.05348160321869044,-0.0021511990347528906,-0.034929823300219306,0.0074170982740358864,0.048386240506151576,0.010474674352507393,0.02126205153318433,-0.023092993763316978,0.020836896608201462,0.06090550493225627,0.1056636771885082,0.004773788339785346,0.010016981495445247,-0.024805935035400708,-0.055319236554844775,0.060441297802088755,0.11119695105769468
COL6A3,0.016979965730001094,-0.04979585829645813,0.042794623349455586,0.10259893322000813,-0.03009701613982272,0.04876565685635518,-0.01308548038820297,-0.008058812341400755,-0.03667453719800861,0.013546629229610077,0.02007525773397069,0.018816950847004934,-0.07641765468016308,0.03112422147312534,-0.0017372976994700275,-0.08623530994439543,-0.03049195736524198,0.04771119180491731,-0.038310084337914975,-0.029376242510193176,0.024622397471969898
RLN2,,,,0.09195279504294766,-0.052636025177662804,-0.015628384853894114,-0.01793574996052192,0.030179357317629035,0.041481180753676336,0.006380392976388394,0.02080051786704613,-0.010906653615176603,,0.2382393766767556,-0.021938139796842844,,-0.029593756749285497,0.046538857977463426,,0.05048266206276728,0.026903546515942862
WIF1,,-0.05235044138208342,-0.03162129291418409,,,-0.005040929567971281,0.07268005230750113,-0.07516005108450119,0.04005879540356944,0.0068064672499937,-0.02036839429985403,0.03452080561342725,,,,,,-0.02942235876637725,-0.036947265633123845,,-0.03024172255522355
IL13,,,,,,,,-0.005811741039806747,,,,0.07393538828290334,,-0.03410019016964801,,,,,,,
PLAU,0.0022348216487266424,0.1622714775570806,0.028319405806242724,0.03529867437339553,-0.013881346400064176,0.05621351390703677,-0.02826697244972521,0.1674024773432156,-0.00454633762075595,-0.020255468319070494,0.10289955802173509,-0.0060054623617405425,0.04636602021589465,0.05458617490554504,0.04233432781105668,0.045625282654415865,0.028354802929183066,0.050366480317149145,-0.011007772420906465,0.09319647220614123,0.1128510157350241
CXCL12,0.029035381700019475,0.06334547010783663,0.0491159439564987,0.00356295791927992,-0.008925780312065042,0.04714232724613623,-0.011709811350524717,0.005054871351361144,-0.004221134390163132,-0.04399525989576775,0.051749999732833514,0.005061517227944679,0.04666433855299348,0.01291353471570671,-0.023253941737384775,0.009873767206146952,0.007479042074792922,0.09136733470638833,0.11042470778998591,-0.019722163408336914,-0.006958571236547295
MMP9,-0.039729149355262346,0.1255427919279411,0.12446935860498215,-0.011880546089466025,-0.07305606916926767,-0.05201628938633006,-0.008284899891007112,0.08222061660993371,-0.02953775840253908,,0.11713933419406669,0.09815835446397526,0.015357516979806944,-0.054298922266065426,-0.09189618422869515,-0.03305729638355143,-0.0033858313158528245,0.03198223499690434,,-0.01966509973000396,-0.03041342757247787
TNFSF14,-0.016159055089722783,0.07532922262774576,0.09610569424541153,-0.01788085507086795,0.024890639499258668,0.037605044850733585,,0.03304460448096729,-0.026440020542224437,-0.018226130082169556,0.1222080167205335,,-0.04125530146195073,-0.01327112803348913,-0.030003794213104527,-0.02565720813992098,0.04736426851648968,-0.023318781362060795,0.0005746882220293801,-0.0022830551160011006,0.0839895411341219
HBEGF,0.029988087464660935,0.034446399495203166,0.03697953463270432,-0.002918909213200875,0.014619302712701059,-0.008940418273752151,-0.06728662068784506,0.04661486424657658,0.017327157185285824,0.028272024686538354,0.08716328238854305,-0.04694776423192523,0.10001902238767188,0.04021264389269142,-0.007642138970231905,0.009891824461724198,-0.003975489677853703,0.031061065983970685,-0.0561902552655962,-0.006410969080736481,0.028348737763723503
NUCB2,0.044757946368957906,0.0212162731646249,-0.030895203075581742,0.011306120801365156,0.02802406903225699,0.01649523127636925,0.04919743831836531,0.027880626565983887,0.053066617623593125,0.019159569174477125,-0.009078625923429463,-0.005055496138663257,-0.05612294766866733,-0.01925640093358088,-0.022053035837119997,-0.03828941222231465,-0.07076855930387704,-0.007180732019972073,0.016350780396241972,0.0008093697230098304,-0.023593757034393266
VCAN,0.07212115612360197,0.16439697156551625,-0.09091034324405192,-0.0019079120679233045,-0.0672533451762345,-0.09442466023414609,-0.036808319447831916,0.07931446632032921,-0.005761953333511899,-0.03727723158329097,0.021421401073163034,-0.0062886029148489725,-0.12014818943395125,-0.08640078714028822,0.10329518154608866,0.03079988718366443,-0.035404859948320704,0.06005942183939567,0.018312433527534505,-0.024428358258069837,0.08356347780397538
VEGFC,0.02229916798010851,-0.04872736194654788,0.028811367660297345,-0.018357005931248154,-0.02712650583864739,0.005598182652594397,0.05318750287350061,-0.037593281086895594,-0.008386720261331625,0.03759440384188229,-0.00912813292435222,-0.013200360934486916,0.005686630770165581,-0.03806198615407524,-0.01593165266302683,-0.009891060760933688,-0.01200498665179813,0.037162879512564084,,-0.04553450155803093,-0.008412547408928151
LMAN1,0.005421794303476645,-0.028949651663373824,-0.055351909244678,0.014717946100393524,-0.042798530174353595,0.0021551914323178272,0.033595300507024216,0.1206251182898144,0.027446622110153134,0.015316575021465375,0.009940865726731918,-0.031190407888311705,-0.052171156081460814,0.07274539790148743,-0.051148628924881395,-0.047546667740490725,0.051304921703489055,-0.006088050035329196,-0.04954603005861823,-0.014040319885999714,0.007742607022722769
IRAK4,0.038599248212815795,0.08242045170127683,0.04079838100690711,-0.016473202996195965,0.04017009548894763,0.005287780343708033,-0.06823162648426942,0.0972022305917782,0.012271813979181001,0.014717321882727931,0.003036817136251976,-0.020380795899513353,0.05451432550467079,0.008987286053172328,0.019587542620656075,0.028320230795881987,0.00636322318416077,0.0024654010648351194,-0.0469995383344813,0.0893038137086011,0.03404525518707798
MICB,-0.05335823039703445,-0.0324123708583493,0.053048929337246975,-0.008864316528896677,0.01462879096838624,-0.0146353497978998,-0.0027834602690970933,0.04662699456610354,0.01767506099197424,0.06940292731979084,0.023671916534739577,0.07780124098304828,0.0844158440565394,0.004131188507858665,-0.0222040741352096,0.03191461971940596,0.0010746404199291869,0.005633115195024777,,0.02897262893709157,0.019155911164432892
COL1A2,7.427111021636607e-05,0.14534315373322657,0.05820751089116678,0.04876867485324239,-0.010818082750464137,0.011699957501331397,-0.025258475092512795,0.15061149377609723,0.013506158684602754,0.020696268403047703,0.011880383346238442,0.036692358775883734,-0.01964131189769726,-0.04467556825673169,0.0157799763647766,-0.06637852685252728,-0.0021108756585859934,0.08882054051196556,0.05375341214134584,-0.07010010339396272,0.05738893187881569
ICOSLG,-0.04229834283957301,-0.056457886321503,0.03737957985072309,0.017022377068734978,0.00838830972675266,-0.029859202379971587,-0.01079949017764228,0.021684110226836327,0.0011762116578370298,-0.022353462515657563,0.05296602144942397,0.04453811436780799,-0.0007216913176359781,-0.07069859413545193,-0.01620929863967048,0.04521715527600191,-0.01202535965426548,0.043026809949572156,-0.04902046900098644,0.028537053026299032,0.06269335437544271
GNAS,0.03155137537412867,-0.07474223247009809,-0.09568884300777389,0.016160711762304148,-0.09656761909236311,0.01372095798450556,0.04277654457368571,-0.05443114260925445,0.03276952095755248,0.05517011633206949,-0.11862493489568708,-0.09144053138438053,0.0369874155543646,-0.034558038134984745,-0.10805982490318619,-0.01864551143424217,-0.05996878748409694,-0.09323703621095097,0.09770852473397186,-0.010340126920688912,0.0006114020161700045
C4B,,0.11606718609876827,,-0.013845185208991572,0.05933644739389258,,,,0.06329600991288674,,,-0.018921214803612856,-0.011298512153224112,-0.03512606071133063,,,0.021514753275454032,-0.030555229165042986,0.08424883819147864,-0.020700938845551024,
COL2A1,0.09503627003370489,0.06844948907120293,0.04099024639237949,,,-0.01809931757729553,-0.027690654114951054,0.03222808059513173,,,,-0.010747946890589166,,,0.06039797211330433,0.0214647577326033,,-0.035681268606927705,,0.03531273081118677,0.0424543802761762
GSTM2,0.06828455583809064,-0.03755676342230697,-0.006857977808158582,-0.026033342315715316,0.05028571069568249,-0.018531491126063924,-0.02107269302275862,-0.00036839767268354094,0.0007279562769256891,0.02481173845063848,-0.04096952516288017,-0.040850453460657764,-0.019530630570904605,-0.048646940638839495,0.05004354535834658,0.033964891188784374,-0.010915535519458052,-0.013901134405488631,0.0068243569905162725,0.07540666886256943,0.03948222516619336
NLGN1,0.01708244828073743,0.05700161326582366,-0.03529293833120137,0.007039673993150265,0.025557613026998192,0.03312247220901068,-0.023023133810866035,0.07795058186650296,0.009130438493846227,0.038711811919897095,-0.04091330005125966,0.026382084625478745,0.013898244309561596,0.008033716821132233,0.07510488066101043,0.045726550276341545,0.023213604860519023,0.02978144474821209,-0.06941741891689902,0.04667766170825634,0.09467439354091876
SCGB3A2,,,0.016324606442894206,,,,,,,,,-0.01764888566420264,0.1706422058298462,,-0.027376495699197263,0.018069498470339285,,0.012628229188320609,,-0.002371561907502056,0.03727812555709922
LEFTY2,-0.020844699536312013,0.0023399988711570617,0.15425759804243122,-0.013221175468111449,-0.032649227173552994,-0.02875607488083484,-0.00037525732741846966,0.13716339451714865,-0.004627967776436918,-0.018226130082169556,-0.02051098337117097,0.03787467987724473,0.056378339628168024,-0.11609589870427928,0.02509488302206797,0.07960538984220424,-0.007453984568730421,0.03609982341510751,-0.056218802423408216,0.027765685152111367,0.17703756742156285
ACE,0.06622636906471675,0.13232169208946012,0.1220947886582406,-0.0283051626370468,-0.029172702367747844,-0.015276276111844126,0.010107531904525057,0.025514725482741862,0.11007811786441658,-0.02446792636133894,0.04584029883811458,0.07753579154256678,0.0040477332845115024,-0.14439267296730343,0.09313086325580838,0.05123215623874827,0.02935552098192434,0.11436595957294625,,0.016771582789037526,0.06772842947485218
RPH3A,0.08548719563341466,-0.009339288487330582,-0.022278853698233122,-0.0077218252558571366,-0.023356446009748497,0.06182479491837588,0.027334127777058417,0.014905755601373378,0.021355249065413685,-0.009100315585113813,-0.06705993092148689,0.025388761094255245,0.03709688828049533,-0.019509828681450042,0.03542804625664001,0.08917916472521226,0.04412094003483936,-0.0041486969866976605,-0.03264617025910961,0.0407317774227385,0.13992073807529964
NCAM1,-0.028242802769226305,0.10531787860479332,-0.038753349891953205,-0.06881941129187451,-0.004917932083926198,-1.4161676438498385e-05,-0.03543288013711306,-0.07774482589838962,0.026045240455644127,0.084551949741587,-0.047902943897463676,-0.007824052798174615,-0.021449215964161883,-0.0419392237463615,0.08601549206609997,0.058804236412940636,-0.0592589448643077,0.04803494919451838,0.04092094276566656,0.009718879241917049,0.060820318683011465
EFNB2,0.025361458243570587,0.09543583038552803,0.04337306114687262,0.023452348843733144,-0.05831980530997319,0.0395305362464642,-0.024080154650171378,0.030175664479415092,-0.026592441519484353,-0.02244829187298938,-0.006857399061430888,-0.035212970719193264,0.025053674182517204,-0.004943370398418173,-0.03055484340980535,0.05710199369774253,0.02243138689895014,0.02655757316467626,-0.010486644502922528,0.03796411863825992,0.09438291694092221
ICAM5,,-0.01942968296367879,-0.050704723867241744,-0.0170186225354116,-0.0011974104841201312,0.08408051292839787,0.05591563901521903,-0.051428614280019026,-0.006520972025182506,-0.017106326203074753,-0.020981391048624964,0.10039870941387172,,,0.0024310162350161743,-0.007167344025877095,,0.0784581318002966,-0.07687140402270892,-0.03974059305378459,0.0722457574562585
CCL5,-0.03943722441069494,-0.003127588067176358,0.0450631508837478,0.060283582143958514,-0.0029328310489551437,-0.05114101845144523,-0.02661535620675151,0.007847078959523301,0.03360674269327265,-0.001840076713534177,0.07644353627524964,-0.014580882318187313,0.012388419652452746,0.03399770712589626,0.020126871201669363,0.04440755274498937,-0.07119317376769156,0.06164373881626987,0.022259738827179208,0.011965495393921905,0.05501955628559745
PSPN,-0.034752731809795656,0.00925572793917678,0.03425667546094766,-0.0024405987536093065,-0.013368961003359152,0.05712423548961496,-0.044677042833752664,-0.00020277969167800512,-0.04761851208175045,0.0017887075368623344,-0.003031795512217609,0.011434381270435032,0.12215809501062724,0.11855833989426065,0.006689672693140194,0.041953506738793986,0.004915536176107238,0.02221153284013272,-0.06306601602219632,0.04897671230300177,-0.009215337302835459
PENK,-0.01720535461214231,-0.0785502761003211,0.05829862642880348,0.06452426156606324,0.007976419499547782,0.016193211254560098,0.0737166800224071,-0.0915760916675949,-0.04460108460156064,-0.05733625516407053,0.013837084297886078,-0.018921209543287444,0.0911915458342679,,,,-0.05253393555626253,0.031135706130587828,0.09070986798574823,0.04863518745893627,0.01310856471140785
EGF,0.039700269070446555,0.1348227578551562,0.03816923138810125,0.001348737397448914,0.019934741418813035,0.029497079488481015,0.09907238588887952,0.026243413229410307,0.010380510838741204,-0.028929641922904988,0.11154627536349944,0.047680780115736024,0.014514788014813797,0.000483686467526476,0.10911789022532886,-0.030125614342187832,-0.0005627610693111643,0.060082655716718156,,0.025084122269290902,0.06655740470792788
SERPINC1,,,,,,,,,0.006495532507588181,,,,,,,0.023282244866487136,,-0.02574896888956966,,,
UTS2B,-0.01695392757056471,0.04736511283899052,-0.04166106444484519,-0.014296304203482355,-0.04959684809254886,-0.020772403070112667,-0.022897628432152584,,0.07997523340942299,-0.018903830506221173,,,,,,,,,,-0.02425178486110283,
F10,,,,-0.017144218520640627,,-0.023826039250138983,0.012710675057894416,0.06460513731961771,-0.019395424991497465,0.02314375284020389,-0.014653421515300795,,0.037722378370735214,,,0.04361714217122406,-0.037161065986776966,0.005649107303135849,-0.038807017764276294,-0.03253684089998684,0.007027560798789469
FN1,0.023257962904229455,0.006177993472842915,0.0947924309959936,0.0230766856750219,-0.03116515962800856,-0.044819453964776684,0.010338664704204883,0.11680808283348514,-0.01598453003123614,-0.01334522913261379,0.07226585639470777,0.0366073094875731,0.0020467492234138547,-0.06437202697379732,-0.13333279683801938,-0.10973402048448531,0.004017003361722218,0.049347125791582784,0.052780601606740384,-0.053145537896162456,-0.018387338559715027
FGF2,-0.024423176397534503,0.032875117982617566,-0.07205205283998592,-0.016078401227870173,-0.025778434279632653,0.005202492793829833,0.04854607261469632,0.06917768716388924,-0.017226736063082664,-0.023607593765080148,0.008788694632396406,-0.012851686983118485,0.0029322558134988945,-0.036466951201403294,0.024338094102101967,0.05110008909566363,-0.01799415940350501,0.011320943495250327,0.08347090992220735,0.028110493578285805,0.0782523222044156
GDF9,-0.02146368431739402,0.013083484187826698,-0.008310971881602496,0.011778235333812209,0.02231909336300186,-0.012206882526108829,-0.004308593001882006,0.022060366748276557,-0.011152529133183164,0.04190530284280682,,-0.03835755355596662,-0.04048264103455923,0.03044853879138896,0.03737594082067388,-0.010005345674942885,0.04365815152572566,-0.04518515111014659,,0.03796907143299977,-0.051864256289455686
CSF1,0.04586251485441796,0.14841288946790548,-0.014579705880435116,0.04037654032838692,-0.0260946406883009,-0.011014053536061538,-0.048990745154134784,0.03003825740785358,0.02254315834972663,-0.009141122910818096,0.0031664545358548878,-0.0167645827186537,0.019883306782228178,0.033436420998897744,-0.011592339766731382,0.014591367540147424,0.0029700950903685987,0.017022135232706827,0.021623786054123115,0.07262087988323142,0.07757001054440148
GZMB,0.06575131931867191,,0.011972808085178725,0.040339781410929795,0.0056557820310938825,0.034266870934340846,0.05921202725564019,,0.01059236150771166,-0.0076737805835417625,0.07977663364820844,,,,-0.03427527349893006,0.003500871380848854,,-0.047306897416547436,,0.05683102155039844,0.1113235698886879
WNT11,,,-0.017936494512694766,,0.012733990971840983,,,-0.005348947737238179,,-0.009778458350807765,,,,,0.03790507353567858,0.07141588702821818,,0.14719126984284459,,-0.024458002270410364,0.03916047442397764
GDNF,,,-0.008883259985909034,,-0.006555838892441628,,-0.037766652715783874,,,,,-0.012934684330952764,,,-0.02298367984874656,-0.02268987513185334,,-0.006561907143877173,,,
FASLG,-0.01817844964224868,,,,,,,,,,,,,,,,,,,0.004908529195656643,
SHBG,0.07023475799315994,0.006275299143481536,0.032051069328057485,-0.01994277041241071,-0.0030600421963079393,-0.03830768663863974,0.015322788162952026,-0.0058699710978810556,0.05619476821854382,0.003978314846475824,0.05702372860339588,-0.010423611453741174,0.05994486497086548,-0.0325090471462103,-0.012040329051835766,0.06496353857011795,-0.06982584265379271,-0.00797273160733315,,0.039857364858095996,0.03698927261465754
EFNA5,0.04900117775806851,-0.021350480584571188,-0.02925228717728562,-0.02330252065944078,-0.006761892002421025,0.10420684699145942,0.005140689979147692,-0.06709006617297016,0.00394376401028638,0.026218561194795896,-0.09212235095094018,0.08516203342133373,0.02854030874761555,-0.030799472526104602,0.002171811601383076,-0.04566999141821182,0.014842255533317725,-0.039866547942514256,-0.06980692704778291,-0.013942272840326748,0.06386607401763997
THBS1,-0.03734573407834973,0.20150675642903268,0.029233971020888372,0.027173039845398234,0.009456255835248619,0.05466120135060203,0.008698168252980034,0.1339161217378463,0.06530650261001941,-0.007673458298793039,0.07023183906431067,0.1432071767622518,-0.017273945479988194,0.05420061990361352,-0.0002595618044380051,0.038972374497455275,-0.0003623386817591373,-0.006084200817816957,-0.013929699139593448,-0.06494532737036927,0.09031037364062916
PODXL,0.007281626311919622,0.0892356704447569,0.10500887880665025,-0.019841876427173544,0.06739334990958197,-0.021908197032716036,-0.05806589346566426,0.16702654982771406,-0.03969425932596331,0.01819505174374875,-0.01367425965542547,0.05891961979726972,-0.010572131147629787,-0.03853457838085315,0.0018780627908833664,0.08676285302142515,-0.06111913952440698,0.03979082184501398,-0.07093537725839827,0.02124150698985888,0.187930108897065
LCN2,,-0.03860635310921542,,,0.006513330815642661,,,,,,,,,,-0.0477794072150009,-0.054377262445851116,,,,,
C5,-0.023364473843788498,-0.0007336817013711672,0.04712167041266071,0.012236168362938405,-0.011164127447935194,-0.03221103877640645,-0.029989018079268924,0.04113598563008137,-0.008489495265555539,-0.02117583521634318,0.08102842108224091,-0.03908642836532435,0.08015497067939568,-0.04940250323979463,0.09185860237232635,0.002662256829675628,0.006707895090282937,0.02870378221291586,-0.04866715900471666,0.051028718234724275,0.05135291590903716
DLK1,,,,,0.046895435718950794,0.026686798475274904,0.07359829058834776,,-0.010100347261045698,,,,0.05065614330354216,0.09278282180412749,,,,,,,0.0566100233505293
CXCL5,-0.028260025217027425,0.027977008184676196,-0.01436095337063715,0.04463573123607458,0.01831994437573163,-0.017183189195900575,-0.0038584054942529928,0.007761530435198792,-0.023628808122712747,-0.0030866076469052827,0.01111102052734764,,-0.005269970772318818,-0.023105197117789227,-0.039483560518773476,-0.058873049822381174,0.00841608435811654,0.017130426927887608,,0.061431110406292753,0.050083120185930384
BCAN,0.01512494965328514,0.0710002684739264,0.06198696275281108,-0.0013512361609876366,-0.10708698306098521,-0.0634485120709306,-0.021710636024682678,0.03934819387156527,0.01873408714153392,0.02132699057898988,-0.1311425507355048,-0.00457174619641855,-0.08010323085663108,0.0070535542957335115,0.18055662229748187,0.11406622086221657,-0.03059431942031118,0.0009525159747321597,0.07473809705728446,0.012703676439060781,0.019488713453231457
RELN,0.14009485123218726,0.02954685573612437,0.08349601656977028,-0.025311156256712146,0.05587066792857893,-0.03135211371663594,0.00946298411357698,-0.05881878267056676,-0.01977014281944249,0.02268150162470207,-0.017840154213416927,-0.017547654492870497,,,,,-0.03352473311437719,-0.01277841642657117,-0.06224019973063377,,0.07077692249305353
COL4A3,,-0.042053886319546,-0.019406607280986123,-0.028951052393187796,-0.02929728824996334,-0.02144039601846476,,,0.005976737891565864,-0.025054329675786226,,-0.014339050632991514,,,,-0.02496824773328815,-0.0043923449634966655,0.03453211987291812,,-0.03348591504894118,-0.04582069805481256
GNB3,0.07397269533933869,-0.07036775691121443,-0.007523155639166151,-0.028467701789392133,0.10657435870212315,-0.044878459405839094,-0.010556978867739077,0.1081033456523049,-0.019113393121870076,0.048055944334947844,-0.08283920177997439,0.022723052331035037,0.06284616043013679,0.0007080143734827372,0.06138632820818284,0.04743596364834585,0.06116670326921623,-0.013104022600508127,,0.030184064935418822,-0.01592695889183551
PYY,,,,,,,,,-0.0006173221346853449,,,-0.010586968891220057,,,-0.03196475605583419,0.0498141590904623,,,,-0.01847716656457463,0.058504075714832654
MSTN,0.04989258470689364,-0.016713082828104357,-0.04770460163403909,-0.000676523849804382,0.005533249811697931,-0.0336290409991077,0.011743244675501904,0.0631019394770049,-0.02087230255811213,-0.03139755963414985,,-0.0413936479922287,-0.03140783800096742,0.011237489341160933,0.053975892451220045,0.08479059662109664,0.006493435601475843,0.07374161883693447,,0.017229133123512562,-0.028312642139491268
