,ZH1007nec
BMP1,-0.02529705278201258
NDP,0.06625424468774961
RTN4,-0.09289683007598809
HEBP1,-0.01425681813129911
WNT7B,-0.0447563544970871
PTMA,-0.1104831590043339
CEACAM1,0.06681664795776437
PDAP1,-0.008698641439248336
QDPR,0.037075191731862814
POMC,-0.002363614919065186
CCL18,-0.026128299346295476
VEGFD,0.00645735175715687
WNT5A,-0.063111481709169
CXCL8,-0.07891720550786473
GRN,-0.03356701444076568
MIA,-0.0722887882565672
RARRES2,0.07077322181707381
FGF7,0.1276179751273949
HBEGF,-0.1553513289564336
PI3,-0.05299852558141229
PCSK1N,-0.04340821773386337
SFRP1,0.0012977368460881029
MICA,-0.06884999599380023
TG,-0.023091073489365455
ADA,0.17267211254929457
LAMC3,-0.07108207990431288
HMGB1,0.09213303574212214
ITGB3BP,0.016528390607059355
AANAT,-0.05794006680884207
IL15,-0.00664005728074985
UTS2,-0.029187117471585665
BSG,-0.05920932862210817
ADAMTS3,0.13241271854041675
CD34,0.016874248550728922
PLAT,0.01564450284663639
CKLF,0.06718848000409841
CD24,0.09805633301862865
HSP90AA1,-0.11370225945018646
BMP4,0.06492530902371636
SCGB3A1,0.04740469124714448
IGFBP4,-0.0724909720073402
LEFTY2,0.19684221105087496
ANGPTL2,0.2472527812202935
LRIG2,0.02549321190762231
ICOSLG,-0.08390872181111546
NPPC,-0.04014978992050768
LYZ,0.016193414576750532
SPTAN1,0.01275582664018509
LIPC,0.013549433310067013
COL8A1,0.05477786402486992
GSTM2,0.007279895881828308
IL4,0.054158525411731294
MFGE8,-0.009135215078651412
TGFA,-0.056522526807514545
SLIT2,-0.07669388535633807
PLTP,0.04595267785596821
APOD,-0.031063861404169855
B2M,0.12349381658247413
OMG,0.13355547147818536
CXCL3,-0.05741212928607316
CXCL10,-0.050598984212219894
NCAN,0.010759633754133658
TGM2,-0.09147105853726836
VEGFC,-0.008824227851276786
WNT6,-0.06256423351908272
COL9A1,0.08335780295211026
GDF11,-0.07750838908599364
SORBS1,0.1193153179424556
DLL1,0.09493882298113034
TLN1,-0.10693323280480353
SHH,-0.10093521380017934
PON2,0.10793614238854624
HPX,-0.03512306082058557
SFRP2,-0.06186039317995518
HP,0.1982664665782287
CXCL2,0.01710397694059207
SEMA6A,0.0972211109381775
IRAK4,-0.11165328957758942
GSTP1,0.11031113740860077
VCAM1,-0.0537937433185316
NXPH3,-0.005286319730239748
MTMR4,-0.06495737034991256
IL10,-0.09113262517967065
SEMA4D,0.039240967734347494
TRH,0.15516840265062876
SEMA6D,0.03012430481227722
CEL,-0.04936947446426978
PDCD1LG2,-0.013184345789231484
SPINT1,0.02232175219185717
CTHRC1,0.10436736885002242
PODXL,0.005613079778811324
JAM3,-0.016417082404618876
TGFB2,0.030761904904825086
COL18A1,-0.000650891693843931
NODAL,0.028642902558362437
INHBB,-0.028568000093850954
ARF4,0.005243965993863967
CXCL14,0.05610611211031707
LIF,-0.16843938011629925
IL17B,-0.05292191612707236
MMP1,0.05366961256454155
ADAM28,-0.022105894525497986
TCN2,0.018621492493798616
THPO,-0.07844329678543144
CUBN,0.0005353368350103186
TIMP3,-0.025552259609692273
PIGF,0.009970099596252032
BDNF,-0.060856087534507115
CCL5,-0.009153359040738393
GAD1,0.133125545776656
COL14A1,-0.027093747192385432
HLA-A,0.06342176187839797
ADM,-0.17179400159596575
GNAI2,-0.04873488061758632
COL11A1,0.08809525024426061
NUCB2,0.021091969296033658
CXCL1,0.014732079826514536
VCAN,0.08574449935921737
MMP7,-0.08891398298392915
PTPN6,0.06564503042552951
PTGS2,-0.09329994879567548
CD58,0.0021605797363079254
TNFSF14,-0.046627453604635424
MFNG,0.05704682766730376
ICAM1,0.0171706340002085
PROS1,-0.0043878140364766545
CLCF1,-0.1348644175571606
PSAP,-0.012480471311470877
EFEMP1,-0.06958476372866518
C1QTNF1,-0.07676973777150604
ALB,-0.01405906001411516
EFNA3,0.014390707184853562
DRAXIN,-0.1460749521657266
NPTX2,0.017543783185615072
FGF11,-0.023964097405757466
CD59,0.07444263381618427
COL9A2,0.07615743320527557
DLL3,0.06146318582601074
LIN7C,0.0805757388752757
PSPN,-0.0014716654954654116
ANGPT1,-0.02526989313018145
L1CAM,-0.05025438902192323
APOA1,-0.01812179503282728
PSEN1,0.027085710144441194
CALM2,0.22644353933540715
CLEC2B,0.013613359092490776
NTNG1,-0.010018904828196505
