,UKF260,ZH8811Bbulk
BMP1,-0.12689367871928187,-0.03498120042772563
NDP,-0.04933109049599839,-0.041107083143056194
RTN4,-0.0988871906461363,-0.030995534354997436
HEBP1,0.02145693050676622,0.021876777085693223
WNT7B,-0.027321265867378316,0.06707338354703214
PTMA,0.06946682300972326,0.08582109597978295
CEACAM1,-0.038773459146277334,0.03310673669048332
PDAP1,0.06296769482800862,0.04172920276855542
QDPR,-0.13618644924439727,-0.025205510365220517
POMC,-0.045897079482069246,-0.015038462144349313
CCL18,,0.033676089082151466
CCL17,,0.009430287554451126
VEGFD,-0.007475428572435313,-0.016687428485838113
TNFSF13,,0.03874426295534024
WNT5A,-0.04112110132707913,-0.06055868521200489
CXCL8,0.06713786958051737,0.06458262074683269
GRN,-0.03423219846405204,-0.07108588227825521
MIA,0.03967567032744808,0.07987946216852913
COL4A4,-0.001084442717060925,0.0339563492280083
TAC1,-0.044714066636059514,
RARRES2,0.2176190559616222,0.046038685534551094
FGF7,-0.030064967177626384,0.02634749210302886
EFNA2,,-0.015860284001724678
HBEGF,0.049253758846585734,0.04490534180137219
CSF3,-0.016096469378718233,-0.01636210448127527
PI3,-0.04259432653208282,0.04945368854612784
PCSK1N,0.010669413249321033,-0.0183844095900244
NTS,0.007042779326566056,-0.01932274635430647
SFRP1,-0.042320397528855254,0.0038895918790089437
CXCL13,-0.04194005440726039,-0.04074959089242461
MICA,0.01870898715907479,-0.016728238832329028
TG,-0.04284277618092664,0.043772934355204136
ADA,0.032208966423267316,0.0005921449939631781
LAMC3,-0.12070952057532253,-0.004040860859607412
CCL7,0.02514868596065727,
NGF,-0.032795102280123944,-0.015647095101629947
TNFSF15,-0.04116958218317117,
HMGB1,-0.05225599279251749,0.02380064182738749
ITGB3BP,0.07098951194917372,2.339215126579728e-06
AANAT,-0.0269040280168987,-0.021343646577641397
RELN,-0.02688958937719263,
IL15,0.017518919792528728,-0.03869583272591776
BSG,0.0788889131574891,0.051016889455334474
ADAMTS3,-0.08233810842073375,0.003198400841770073
CD34,-0.0817322275524049,-0.0012892576711223554
PLAT,-0.08627875702653184,-0.09687731644505577
NTF3,,-0.010617834845121639
CKLF,-0.048189486317221426,0.03559342666772404
CD24,-0.0666856898846143,-0.03644838024834661
HSP90AA1,-0.08959700833663868,0.03715326813458846
BMP4,0.053270428324089826,0.04445295205142915
SCGB3A1,0.034655429969166984,0.054326970372422984
IGFBP4,-0.05894511053541897,-0.03183461272487686
RSPO4,-0.034955381635101694,
LEFTY2,0.022436128003727615,-0.018236477029885775
PF4,,-0.01453704834619569
ANGPTL2,0.09022496625960175,-0.060216143725870086
LRIG2,0.030426141206900785,0.0263758092831687
ICOSLG,0.009657431645498017,-0.024787348549139717
WIF1,0.025756801769896184,
NPPC,0.07401304580680626,-0.027505070034804374
LYZ,0.029830642622507324,0.04630970422309415
EREG,-0.06640576369619924,0.036562079765515884
SPTAN1,-0.05501394734283306,-0.007736469254692836
LIPC,0.005115421994447677,
COL8A1,-0.09676811161486248,0.05746191124577356
GSTM2,0.06724323776807478,0.0697963146325721
SPX,-0.018979300284682837,-0.01804960362678203
MFGE8,-0.05723258661981678,0.01138513484585799
TGFA,0.026526023546328496,0.011546693970831157
SLIT2,-0.04869382069956639,-0.04241347275744655
PLTP,-0.0021684011721464563,-0.02222710811278556
APOD,-0.11441339331686406,-0.07356256220163522
B2M,-0.04917243896781518,0.024552005308991307
OMG,-0.08708301390039297,-0.013628858952323502
CXCL3,-0.061205723328509015,0.05652926791274739
CXCL10,0.026930940434972794,-0.01949839607151762
RSPO3,-0.04936427098089208,-0.022613161039567446
CORT,-0.03341056987936334,-0.015212282232763457
NCAN,-0.13774351151674102,-0.06758063686559021
PRG4,-0.035344640795482836,-0.022446653335536963
TGM2,0.02580533896754026,0.029648038948042077
VEGFC,0.014399400201606698,-0.030479869351823903
WNT6,-0.048701512226887726,0.0017985229923537611
NRG4,-0.00677159434340824,
PMCH,,0.05376682354371057
COL9A1,-0.05005077505126323,-0.03900251642396204
GDF11,-0.06882918484711543,0.042096261573981254
IL24,,-0.014305262501222733
SORBS1,-0.03569663395828747,-0.0504464605498804
DLL1,-0.012194842997203614,-0.029677437498260746
TLN1,0.025002542062042436,0.014437130040077267
COL2A1,-0.03156812607579338,-0.01338795224011053
SHH,-0.017871449784912116,0.04283979828791701
PON2,-0.09549030602220834,-0.014384504118961593
ICAM5,0.0016149581345026353,0.02813769153488956
HPX,0.04163499454824013,-0.002771995016358658
SFRP2,,-0.03862429787477817
CD70,,0.06883492588994801
HP,-0.059115499150945564,-0.001224332026640753
CXCL2,-0.036384368735543994,0.08008139144340712
NPPB,,0.1533086481185225
CCK,-0.07752598418855378,0.008380918447984196
SEMA6A,-0.06001747006168855,-0.047735224506128
IRAK4,0.031280764017183466,0.016142678762075792
GSTP1,-0.09430981057047526,0.08221447346070766
VCAM1,-0.004420117749477697,0.07948042813041065
NXPH3,0.06166241288858667,0.014897091553711057
MTMR4,-0.007724675360686128,0.04018758582172427
LAMC2,,-0.018786823643738345
IL10,0.04750575489813086,-0.013601137191218977
SEMA4D,-0.0008058563626389136,-0.06950657559475305
TRH,0.01743310172935932,-0.03594393775830556
SEMA6D,-0.09285950682550603,-0.01908140547084098
CEL,-0.004306224915747521,-0.02335523795763541
PDCD1LG2,-0.02332661091461717,-0.012994296419556961
SPINT1,0.06554649298688135,0.014752749627276648
CTHRC1,-0.06303876917645265,0.018968345230434648
PODXL,-0.022392873178290616,-0.01594307038528295
JAM3,0.03008366010835803,-0.016285818341962292
TGFB2,-0.025731756802298042,-0.041938717686108615
COL18A1,-0.06150485296513609,-0.013303497869071392
NODAL,-0.06405463927541469,-0.017670368974241676
INHBB,-0.0019143598524416574,0.060412963171445365
LCN1,,-0.016687428485838113
ARF4,0.0616914882193394,-0.013153957651553711
CXCL14,-0.059001405342865215,-0.033805602384944504
LIF,0.00950156636785204,-0.024849568754807674
IL17B,,0.004116060038740003
MMP1,-0.018676922032853344,-0.027505068251614046
MATN1,,0.058035178799916085
ADAM28,-0.000992498167396356,-0.006760135150138284
TCN2,-0.08490015718338467,-0.024808680094753725
CUBN,0.03221076700696291,0.029064305819928762
TIMP3,-0.1086404467522498,0.01917815541781579
PIGF,-0.09989938260294533,-0.016650036612157654
CRH,-0.03156813186803692,0.0007932447018419189
BDNF,-0.034508657674326176,-0.05781707028067453
CCL5,-0.08279312519941394,-0.012542217381634425
GAD1,-0.027357503563037164,0.0253268121331781
COL14A1,-0.03303421829055429,0.030128446887281966
HLA-A,0.06806076109757457,0.05164584885989638
FGF18,0.01144748973156179,-0.02604913648882375
ADM,0.2101424655522207,0.10911414728539003
GNAI2,0.011101715358306037,-0.021596514779520102
COL11A1,0.1263850382691191,0.041241081847990205
NUCB2,0.029575700751954766,0.06392292616946647
CXCL1,-0.004748931889230024,0.02598338214010408
VCAN,-0.13675149709748077,-0.0494408106837029
MMP7,,0.06173084883762648
PTPN6,-0.05438605818765883,0.02317879078013617
PTGS2,0.058572325500975964,0.0511995345216591
XCL1,-0.03303241617889843,
CD58,0.01155026518633675,-0.03535951943286986
TNFSF14,-0.01824565320894531,-0.02839896505127352
CNTN4,-0.024073567492527384,0.031108096030534185
INSL3,,-0.016484289799984758
BTLA,-0.03443739351234262,
MFNG,-0.008228748850376895,-0.025468417212091855
ICAM1,0.012139465601277485,0.029581675941836486
PROS1,0.08871933836947721,0.10736268050060585
CLCF1,0.01651246201657675,0.04798102604407126
PSAP,0.12711450127636167,0.018159279878419785
EFEMP1,0.10212349820925332,0.05176284536566369
C1QTNF1,0.08336558457454256,0.03128791694999157
ALB,0.10544521427524642,-0.03779240926853422
EFNA3,0.1245286537684828,0.09352510182518854
DRAXIN,-0.014210316904395452,0.028284303209890366
RAET1L,,-0.01668741754959625
NPTX2,-0.07855528692214933,-0.02102828429316143
FGF11,0.16907180381311376,0.08848995105016498
CD59,-0.10018743825680003,-0.049152416519306796
COL9A2,-0.10303299032234832,-0.014438877979193004
DLL3,0.007733461010958937,-0.030782385901348363
LIN7C,-0.031000744607376694,-0.01865828291976203
