,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk
IGFL3,,,,,,,-0.02866510968450179,,,,,,,
BMP1,0.03746937433185609,0.038424940105079526,0.05677325300452077,-0.0737316641821473,0.03260632977659365,0.06761440071766013,0.11578677707699629,-0.006997594400841047,0.022919436890466268,0.055896968905706224,0.0946383354387985,0.06504462609991465,0.11069188216860731,-0.0066449576071125945
NDP,0.026163905240633202,-0.002430231533204393,-0.02083506592376868,-0.021842267974914755,-0.014133215603240398,0.0813511336974941,0.04288390336378601,-0.024839008222804063,-0.0285647001920819,-0.0016185721783887298,-0.001691252722019791,-0.1026798994514942,0.008155449080974337,0.030507218109139818
TNFSF18,0.050056566194388606,-0.02528979954525549,,,,0.057666807238508894,0.05372066087892721,0.022365682197698186,,,,-0.017371645449558402,,
IL36G,,,,,,,,,,0.008741969906525827,,,,
RTN4,0.04665078955043957,0.07547459615677862,0.0020960373016335313,0.019897149137143657,-0.027355012173759005,-0.02970405420092692,-0.18462916404623414,0.05180334519443654,-0.00732962045130018,-0.06459324357086116,-0.04560133137839943,0.0014076034326466816,-0.0939849108547206,-0.0025618943803557355
HEBP1,-0.039497116092322995,0.04521421739203522,-0.024253678999375746,0.011006172927193905,0.019613144681787396,-0.0175726099031695,0.0053876098470099125,-0.03800489276169778,-0.017671163650322765,-0.003923399783115666,0.10289801765108325,0.05079719911902676,0.09493327629464295,-0.006965269366202638
WNT7B,-0.02270407562051289,-0.015709239525174813,-0.011838707069433458,0.013129800200673144,-0.02918397838570875,0.0447487681053131,-0.05169027749639429,0.021952894323046684,-0.012913395721334287,-0.024738875352496602,-0.041029099904211074,,0.021375244036875463,0.0231977829721317
PTMA,-0.00195556325771161,-0.05257556724889454,0.06718131250046637,-0.005767940774170752,0.12927674424410412,0.038680263904358546,-0.06438471631004918,-0.0025553709612203134,-0.014629965294727276,0.06023159479537142,-0.07592400682640484,0.006980288477258713,-0.09497647261707863,-0.013328690035021297
CEACAM1,0.03517600358053379,-0.012055896488437145,,-0.04469551465220666,-0.009100800621017792,,0.059314646964781406,-0.012662111951954545,,,-0.04579526298577938,0.19796098262337994,0.08689368648837706,0.03994597437767719
PDAP1,-0.019113946055733622,-0.015537210749873746,-0.008623760852758691,-0.013835718869591786,-0.058288636273963634,0.048322815463807824,0.09109136520975906,-0.0029955114498306,-0.028407426924333744,0.06410710829167002,-0.14387201628704446,0.04346995950366357,-0.029664750835829756,-0.03954024059204488
QDPR,0.012556491981354605,0.011970173127043241,0.024381385448720268,-0.017837903737812952,-0.006933331480137801,-0.03475346886277974,-0.12192608433189696,-0.026845550882673982,0.05873130510612908,-0.02040456019023497,-0.0580555243760991,-0.02220116803394641,-0.0556655895168398,0.06652058136623203
POMC,-0.05594792158918422,-0.021421404630910947,,0.02241330547690279,-0.022440055227576302,0.051283815573454614,-0.025712009422915176,-0.023040722993915276,-0.016538626715433047,0.006182808102431156,-0.011428911540074513,0.07065707294522004,0.09821212022400669,0.07924657486049935
CCL18,-0.005034734938198213,,,,,,,,,,-0.039267043839850975,,-0.02835962271081901,-0.012118249877610242
CCL17,,,,-0.0060159425736675915,,,,-0.024765792741423848,0.05636220259723669,-0.020561688274073057,,,,-0.021243759576394797
VEGFD,0.029030209223936766,0.05815127326588526,,-0.0141429134674174,-0.018746527701345207,,0.09859778009133582,-0.026385857446417197,-0.011723844024438414,0.04204687068541227,-0.017960189075615918,-0.09460662139223137,,-0.014716200693901064
TNFSF13,-0.022229631037767306,,,-0.0015785507253463689,,-0.01835867309116167,,,,,,,,0.10384687400726794
WNT5A,-0.005122465385895703,-0.018188784382940467,0.06687111713176705,0.008693747732016015,0.07116728262860683,0.09703203465477232,0.1392324121245547,0.051356689533593104,0.012659845360394422,-0.017907507083408842,0.10867024278379962,-0.05229803214874007,0.06840684276703035,0.02329130549052101
CXCL8,0.005008002218933648,-0.016168406738585335,-0.1401306740389487,0.032136672021313054,-0.08465906413375997,0.045164448853601886,0.08384882150974082,0.009329540546789304,-0.010917753325242667,0.019966915733136466,0.031636824636199136,0.042785484120446256,-0.04993158081308947,-0.09048386899477431
GRN,-0.014251929558650523,0.02477428015763983,0.02123559941161703,-0.0021790223448047625,0.0179437998071485,-0.0015037643111499306,0.10621398353672715,-0.03547948954675168,-0.026627447089096055,-0.04664830666780544,0.09518736971801162,0.09994796414868187,-0.007399088671191311,0.05842477619730602
MIA,0.011946050185774283,-0.015356642960508524,0.024702195099541437,0.003969717950013776,-0.03584896802098575,0.04613999027570535,0.036836964801042725,0.01779427637194446,-0.013333403559236854,-0.030180131101201997,-0.015355424380405517,0.08191186045122639,0.10639671440167878,0.004949431197523336
COL4A4,-0.03537829645533573,0.06617425562234147,-0.03076587274804193,0.027834124282692337,-0.017732511403632058,-0.017467466352428594,0.0009946732577693002,0.007073116305529605,0.02746654338216457,-0.02927584682381961,,0.018086364403427136,0.006278772594290641,0.09619731129401632
TAC1,-0.01311174020987631,0.007098312396398455,-0.02367441055563959,0.06790696411092563,0.003991852231873533,-0.010716229881525754,-0.06805733906668998,0.054434762938766,-0.031052983779617988,-0.023204614333159717,,,,
RARRES2,0.032473050998672356,-0.018368377712486762,-0.0359767135478787,0.052621288244068656,0.03070439695499505,0.03890612373539175,0.10118367952243391,-0.012635199057190835,0.011348196970008962,0.02187556692233847,-0.0045669160965108035,-0.0412941601384041,0.01946282607166887,-0.039380984130872584
FGF7,,-0.01948973928325289,0.02325867436804498,0.030783742939315545,0.034712935472778775,0.033636741182066165,0.005005229967358703,0.004081428499246461,0.01596758996642258,0.03269684427766957,-0.048729583467544704,0.06482850469412654,0.08564928767120635,0.009653743279073482
EFNA2,,,,,,,,,,,,,,-0.013986763906118166
HBEGF,0.06331135794710056,0.025375328011743702,0.001540154656759011,0.0693989385709715,-0.013401569548235546,0.0205123909994118,0.06537976920127812,0.014232615378595341,0.02031570645096715,0.024286549108047832,-0.06005195555964808,-0.0032574127650848305,0.014852717871334133,-0.02090824622705386
CSF3,,,-0.03669170866307763,0.001307207670407113,-0.017374199562576787,,-0.004451032974187755,,,,,,,-0.06609676196366868
PI3,0.015479195786823293,,-0.08692778945119901,-0.01898672079012294,-0.05520458950877178,,-0.029748943511029056,,,,0.07073650399217646,,,-0.0725724846979784
PCSK1N,-0.014538891076856368,0.012475648536387251,0.07480559441017792,-0.0005952902885278999,0.03990047580815287,0.014796843193890909,0.02936244565493203,-0.007453415897404275,-0.023881633303064576,-0.038973945266026606,0.02942353335051712,-0.12803484929581013,0.10885124976760502,0.03184708068001996
NTS,,,,,0.11115521370167994,-0.021323807665115317,0.005875288632682378,-0.010517435973251228,-0.044311796157403265,,,,,-0.017040217643397887
SFRP1,0.049391258314841285,0.010585335794926314,,0.004772991773034559,-0.02452398062800443,0.01181315627985422,-0.03388441257441708,-0.017267440261735264,-0.015983164078121927,-0.01769245667582844,-0.0565425794920384,-0.08282070868956957,0.0030019845652554844,0.03298317010828741
CXCL13,,0.016592056698897312,0.051277423074650906,,0.010391994447144724,,,,,,,,,-0.035935983682339356
MICA,0.04911447622078994,0.0008564658906775741,-0.011001068882932518,0.011044155875960616,-0.014902750669502675,-0.02912394692315733,0.006018639002421449,-0.008992870191305095,-0.03736334651691362,-0.031167532714538627,-0.0012344765159546785,0.08266349945805018,0.0027558425102356845,0.022221764580104768
TG,-0.022895926916493198,-0.016393590150347106,,0.01577450866976024,0.04155023642113228,-0.02461329528431449,0.009418553900067178,-0.013778081803626902,-0.011566946318022159,0.04486005906003707,-0.024535833613950685,0.1453801171815245,0.048958023713090604,0.11765804132320241
ADA,-0.02127381386566867,-0.02417770782384644,0.07951874134569556,-0.0071158651973548545,0.06675035513660084,0.04449493321947456,0.08186614212357535,0.036164342881870995,-0.01878565103491002,-0.02525107576969299,0.0008030980963886534,0.0343449339947495,0.018586654684598553,-0.01733197117998725
LAMC3,0.018112818738382785,-0.029152192132817736,-0.035167582365715655,-0.046301699562605034,0.07494281677903854,0.07988882357443106,0.14867234618819916,-0.04099867043328709,-0.029674084648189967,-0.01949674637151007,0.03483609258723303,-0.016587280220181962,0.0035591426184108715,0.014567998952305261
CCL7,0.018574274056564533,,,0.019650373730856804,-0.02178448767410077,,,,,,,,,
NGF,0.02205854489965604,,,0.07097732218895822,-0.011194272948802465,0.03859870680959612,,,,,,0.02028583255443228,0.02494306174110831,-0.013798758268091398
TNFSF15,,,,0.011378313757543827,0.03952740314168166,-0.015594293374173184,,,,,,0.02691773966381962,-0.04256206850836502,
HMGB1,-0.01608102618129665,-0.000773882269775488,0.030068414071383883,-0.007975975121702745,0.06944196832565605,0.049275830908351005,0.15337893741372172,-0.03880340445229596,0.0034809000531859785,-0.024131520758789646,-0.06888476906720488,-0.004872961683986151,0.0078024540180257375,0.000155335255564975
ITGB3BP,0.00015705131975932846,0.06948992916536123,-0.03387632187162006,0.0045956170967502916,-0.04342365466104738,0.07776310406076467,0.1078908548153388,-0.014048033844054985,-0.0015726646157138097,0.024054260669938037,0.1430393909368918,-0.011194106146941685,0.06154178475391957,0.05358225661729948
AANAT,-0.027185261743488738,,,-0.003208477289908494,0.033453192565621764,,-0.026421100701572574,0.03968395902458453,0.0075330421128260265,-0.0016861585068237434,-0.033245745753966376,,0.06856843126827258,-0.01882239596369363
RELN,-0.005248224907729206,-0.03847037691425044,-0.0413204701753889,-0.03844933449243953,0.05962404653938895,-0.00561992352034388,-0.05718059196154273,-0.008974706265981628,0.03861789683260422,-0.030535143306935925,,0.03288599749297321,,
IL15,-0.03198457766156953,-0.020885183044233493,,-0.004771545082452998,-0.043217752127044554,-0.02029310579146667,0.000520807981350543,-0.0005938930238286277,-0.008030033057743515,0.0420819023405106,0.2061849634049153,-0.010139383254756183,0.05287954941138552,-0.034124828813229216
UTS2,,,,,,,0.022776728442922937,,,,-0.05100577563648013,,,
BSG,0.035126297636296405,0.03485028644599657,0.04382872930303498,0.10341228188757433,0.020643414588450214,0.06882177455257725,0.009126222812822231,0.015222693381527253,-0.010992871678393414,0.04143274893960758,0.015667286767037835,0.03027256391588922,0.020270268201104454,0.03945279587856572
ADAMTS3,0.003569826029386038,-0.0052842801345485925,,-0.032572796160840946,-0.012612689707671723,0.0349082205345133,0.12377825443736967,-0.025386921225080298,0.000634333018382765,0.09106710557311844,0.0038146077027600444,,-0.03536843159740853,0.04229146047915116
CD34,0.0020609120525975837,-0.021095027129509808,-0.017967782012498785,0.02644488988776229,0.01481486015121862,0.12769227294038676,0.09405502224388225,0.029341686775407695,0.04445079917768108,-0.059240575168011476,0.2111476650422521,0.010086280084421695,0.016244104333135705,0.09893407213670505
CCL23,,,,,,,0.021926662575250753,,,,,,,
PLAT,0.08019523461582434,-0.04951538203149378,0.06631691168683192,-0.01776201447599238,0.019560229476912546,0.08299639663233772,0.12288395671665277,0.0024261401909583275,0.02289686666457685,0.050802009668431715,0.023461438156020597,0.05286918279717138,0.11977253723265556,0.042990071980825606
NTF3,,,,,,,,,-0.008264688097761505,,,,,0.03751783704672809
LTA,,-0.012055897725588065,,-0.024072007667349644,,,,0.004919597763399534,,0.014482613166686833,,,,
CKLF,-0.0011601056822924687,-0.043468367666683286,-0.007004220928647342,-0.006573391268644117,0.03400526511730168,0.006629366683566244,0.14502477695281682,-0.06525017791705631,0.05618032826159453,0.05384766944057343,0.07083494282092494,0.03382765666514142,0.061043712794435226,0.03396968651954463
CD24,0.09671612009904038,-0.047834661036990384,0.04155420195304432,-0.006454712288355567,0.03042894032132038,0.014955101248381309,0.03801486477351582,-0.015898291780963174,-0.06363922910599588,0.002590508774822826,0.007588959295095953,-0.06854890189413584,-0.03182538201428778,0.06032936992015915
HSP90AA1,0.02735435640109606,0.01002517894128419,-0.14323601361164276,-0.06155906099023086,-0.07839662765596202,-0.05114145657940547,-0.10939177534080824,-0.036227850706672,-0.01318643979483986,-0.06435367226002016,0.006004847972382339,0.005584934439919597,0.011344759264025346,-0.09799151311762039
BMP4,0.046375409292499926,-0.012779958305916658,-0.021596220122038975,0.0058780864860147565,0.06470807685054948,0.029022626785213636,0.008498060715146919,0.0002697616136911464,-0.01728748555922829,0.009424647224759905,0.01373727542921272,0.054549825771940987,0.11296486186730834,0.04955726138259666
SCGB3A1,-0.0004804636482663022,,0.014766188708610323,,-0.015644565683357023,0.0023077487045634337,,,-0.011246856937674889,-0.017849807825486882,0.1290608748144865,0.009466088623819913,,0.04989180828094058
IGFBP4,0.06118102542424883,-0.024834907195103163,0.01340605757456001,-0.04773904577538279,0.0037941727774047926,0.07492343619446268,0.06825273071622126,0.025023070779478837,0.017673456257420218,0.015411828134554975,0.1013954438700839,-0.012726634671104084,0.02779619116984304,-0.015501307770445132
RSPO4,,0.06519588640038194,,0.0038116541096558498,0.020879617998679687,,,-0.01421007471891096,-0.01124685529256764,-0.016635241545205733,,0.062972379590786,,
LEFTY2,0.0507888314751511,-0.012203962492385409,0.07862277952616638,-0.008068591705954885,0.05827463957211309,0.06120692485621893,0.09837676803324977,-0.056482663027087376,-0.012332314380362893,-0.03157897110183984,-0.0122638176767205,,0.0377555882354729,-0.016082265529962936
PF4,0.015015777929728906,-0.010966477549302144,,0.0461297284502522,,,,,,,,,,-0.012819837468733507
ANGPTL2,0.02588838430604424,0.019054438815843514,0.11076335494787175,-0.05144771987879662,0.08683059247427397,0.05596056255178322,0.13238006794785503,0.030173247742689212,0.011409859216626834,0.03905257518289659,0.004895093420100819,-0.016685229564637038,0.019543095136680795,0.10866441605836422
LRIG2,0.09042997984839213,0.02650806333708723,0.057550580639578484,-0.02047559320332131,0.0005741169525204931,0.07507195446984066,0.04619225333492556,0.00707066334877702,-0.031051889192859408,0.035222201998176814,-0.06931929461867141,0.02775453214140242,0.01999760413232601,-0.010066719398223145
ICOSLG,0.01342325531779382,-0.007360863161516077,-0.055137515001608475,0.013763294270040334,0.02507249980386174,0.06238439421283728,0.077285724923548,0.019728251190825476,-0.021344431086144294,0.044406362420718826,0.08345767933638884,0.05540910133851896,0.013501386726162443,0.0012174844296196092
WIF1,0.025429394851209975,,-0.04756908896697849,,-0.0039956807840258604,-0.031192363318356515,-0.0632970182587574,-0.019395424690083672,0.046896840342538396,-0.005997109033807321,,,,
