,UKF248,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
SEMA4D,0.036848938647133796,-0.03891709010490787,-0.03478645064965478,0.01662129186759493,0.02550244503737785,0.061403485349238666,0.06991896251789052,-0.08270794822174202,0.07716117270752826,0.008142904093696468,0.06312447550446729,0.021911685814093466,0.0294741568755351,0.03757009055905243
TRH,-0.013704044021406413,0.008284799058972076,0.07225646532870333,-0.029297012866216998,,0.0066989003120442245,-0.03358798146381076,-0.001415615363141094,0.05185471081454733,0.052037971739054875,0.08134623076822531,-0.03715296183396525,0.016925447726426023,
SEMA6D,0.02669102154274389,-0.05638718986630299,-0.036059709388329045,-0.0905764723418215,0.006026250411269578,-0.009441713854832182,0.06922908080204258,-0.030943850646550895,0.05584262358018074,0.001716975815386519,-0.026824057163905377,0.014606787266726099,0.04995031581918836,-0.02151005858139104
CEL,,,,,,,,-0.06777374581430858,-0.010873928721958179,-0.014086350484431851,0.008737118335962865,0.011372423150034179,-0.0005508800737667684,
PDCD1LG2,-0.015601476370454791,-0.03021675867237811,0.042074976937727764,0.005336163960921795,-0.013675879483061051,-0.027145092506645183,0.1463701291572087,0.03204879981411838,0.001749324674832906,0.008092090264078542,-0.004595614799789082,0.06539825350365283,0.06764121390192473,
SPINT1,-0.010069054145464372,0.03548745547756846,-0.007821706944361245,-0.02491115689502092,0.024749964989417325,0.08866223431735182,-0.024796497950460086,-0.012433926657462261,0.053711860575464926,0.012988198985928592,-0.04129466740791562,-0.041339979173298305,0.09121473302525909,
CTHRC1,-0.009060418666726714,-0.009053934882092,-0.04595425698630258,0.026731733389093355,0.03828155537923752,0.030557866737624374,0.08822886689742233,-0.03690358835100279,0.09978524544471663,-0.0368035397887306,0.04986791506551696,-0.034213689210550985,-0.03193015536466287,0.013834573206111188
PODXL,-0.01679014334934007,-0.051793124812230654,-0.052126883104529786,-0.04178828761080049,0.012637386106452016,-0.01095474299318097,0.10134398592204721,-0.09317793491569115,-0.05147792841012771,0.007516534815540484,-0.04317528376935688,0.003084997320146386,-0.0060347238201938986,0.06062789582643412
JAM3,0.039791403541135445,-0.07957396987098148,0.012734820402129025,0.031073118467685727,0.016943263825991532,0.00045931378271029137,0.02620110202614894,0.006649032251625409,-0.04194405554677761,0.021805765108601785,0.04129318579505615,0.01488045779959017,-0.011162649564026458,0.12985409702658177
TGFB2,-0.02337183238232216,-0.1010764014210957,0.005010555440305574,0.0017481312686900665,0.008211793553993348,0.06385214151781471,0.04253576025014152,-0.06028733500532214,0.02725356660984468,0.05240988803206474,0.030249940924312543,0.04382658787800587,0.022006870984409222,0.21346370513307825
COL18A1,-0.03922798687187344,-0.06865294337577053,-0.033323086836272636,-0.016023267789472953,-0.0021831321943925103,-0.03350032970583757,0.04849533305025568,-0.09586807528176591,-0.013869997903214297,0.01614135296394232,-0.07643346298556793,0.0499566887785488,-0.05396261074887752,-0.011128651113269852
NODAL,-0.03489490243029095,-0.029712768619173508,-0.006629886841605064,,,-0.022111138348414338,0.1319395173351398,-0.05515603096214879,-0.026823006665488636,-0.02163954452230175,-4.3944771862432013e-05,0.007946019788792195,-0.029158717598510204,
INHBB,0.00027521287719538316,0.009832001730161747,0.03219884069516983,0.018741295057181993,0.07025813223650283,0.039448219075782866,-0.035099746790585334,0.012964034990174924,-0.006289479820082556,0.02663829827407544,0.07792482023875265,0.04011360412890061,0.08263111867702781,0.01021000649891691
LCN1,-0.016982805882868837,,-0.017531410811177442,,,,-0.011666756209893766,,-0.028530603191336743,-0.02043581275571623,,,-0.02154543148056166,
ARF4,-0.017286119521172892,0.07274156576126567,0.04702387909120091,0.017118633760526122,-0.009524406115377106,0.044462131206060816,0.04538219283011609,-0.06808787393757396,0.04283902953265108,0.023016828765216064,0.025032871557894548,-0.028509806289559105,-0.04927831248280558,0.029189307824308734
CXCL14,0.012942975125591217,-0.005833161228352073,-0.02162624921833036,0.0045496450532599006,-0.02823981011001642,0.0015830835369245273,0.029182889902203697,-0.0007430655408363382,-0.05397652211576442,0.011475970355144312,0.07245608408605125,0.02015909528227786,-0.015105608664598286,-0.06922243833275978
LIF,-0.016592480597679093,0.07661144869695084,0.005808942068496659,0.024132734708838616,-0.014049130593656,-0.005560405948328161,-0.00929037110491545,0.02937185343443526,-0.06557050092877761,0.02506860530619555,-0.04635847523854283,-0.058987550522790026,0.026172142817112148,
IL17B,,,-0.028953385402437755,,,,0.03798435533706615,-0.036936787072889804,-0.024827660753398567,-0.03272093347546457,,0.05864792003863092,-0.036393248457902774,
MMP1,-0.023413602309807952,,,,,,0.1280568407830437,0.015470345638027337,-0.039225771105428006,0.09275522413942972,,-0.014035570640783337,-0.04443686764943841,
MATN1,-0.022297928687302064,,-0.018380492362898387,0.03626223851265369,,0.04849823776971529,,,-0.03589974000877873,-0.036145284262185585,-0.021141450575764987,-0.01997589065660745,0.021378105409508713,
ADAM28,-0.021866653310700195,-0.04705912714204673,-0.010702813250746937,0.0618187382446578,0.05037396529422219,0.031243159819173114,0.06618210770218873,-0.006657434705101344,0.056423099508427964,-0.02370031100925771,-0.03816277794410248,0.03285855158464654,0.008320356340114106,0.041353282972017076
TCN2,-0.011082174823107555,-0.0025583427902599242,0.030847237399085535,0.017492721910918812,0.011724742110980128,-0.041783462517979694,0.011308198914620057,0.05139194746695745,0.033685164165472924,0.0009879228648497903,-0.04987524571255624,-0.00951416413213635,0.013091439681998468,0.05743834299220976
THPO,-0.029055124332576964,0.016595161939687273,-0.03577084547530805,-0.02367754502628308,-0.014619454525853864,-0.0015887647451763509,,0.04506315125934099,,,,-0.01732815990485047,0.19632456356501657,
CUBN,0.008746044587485253,0.02393002809794751,-0.035001588010250294,-0.042458109938808185,0.011591815123189625,0.038547676461706176,0.02112081483537806,0.1103767366883969,0.04403759093764101,-0.023968923537911888,0.002515298112194043,0.0010394531904299232,0.0060425671720486995,
TIMP3,0.03086402007442599,0.0010662177635259,0.0060603170010348215,0.012573106011475297,-0.010738158177075765,-0.032505976684636756,0.045324088097701026,-0.06987218220126151,0.060742274945020366,0.0010168500288389524,-0.02216622695849066,0.03729864224104704,-0.016633661269893747,-0.04454552600550863
PIGF,-0.01854498003162077,-0.04699454010004979,0.03314003552995542,0.025657275412847003,-0.009589171798217567,0.02374084806911719,0.030263761132798127,-0.025609837703573158,0.05736779475374852,0.01803841962682238,0.025370551612366222,0.017928748333413846,0.03238315116694783,0.026192824250613395
CRH,-0.019897379039302072,0.016576913171562145,-0.02695869970176791,-0.018156244571803634,-0.026450857955950265,-0.0015883767806493382,,,0.008750557507895893,0.004370106625447121,0.007458536324244327,0.02741276053676674,0.021223553531300184,-0.06679072268309597
BDNF,0.03937362833181778,-0.03826389360630065,0.017730313370080547,-0.017972821090337817,0.048657123859671816,-0.02198998541116799,-0.031124596056011113,0.017913923315552183,0.020570682121950127,0.054051117898707,0.028609648939756368,-0.03741625533615089,-0.036555000444655816,-0.06511280701184559
CCL5,-0.004842649697331699,0.026780882913536724,0.04244841052626242,-0.021529597828341584,-0.03653181932260845,-0.026487794478647107,-0.021838413049900154,0.0026093383648909414,-0.00670407199978729,0.021616397090462258,-0.04927951043002924,-0.035317307836898626,-0.014049706919218377,
GAD1,-0.007933613650436995,-0.07308437337541727,0.0025669406717718384,-0.018118245301845703,-0.02829675145245019,0.041577426168929066,-0.020874396235407103,0.10460608070110071,-0.043453803971348806,-0.009923345005048902,0.015180383466581581,-0.047508466341178536,0.023615075486858064,0.07040581331940965
COL14A1,-0.03175232503313987,-0.044928685393963226,-0.03109970921432118,-0.025053014145158262,0.01099712824054548,-0.017328453784242553,0.08696708973523852,-0.08972831430868777,0.06327129898313055,0.017282913700837028,0.005241337492708547,-0.018964894961311075,-0.021521280816449908,
HLA-A,-0.009985665901836105,0.07778677807553919,0.009790457846764581,-0.035416189212289576,0.06374941060207973,-0.03163342340603123,0.08123466534407547,-0.11409408815483658,-0.08006591855357735,-0.019217370702717715,-0.04635898535906968,-0.006033131464244308,-0.09781773039383664,0.005836773380139245
CD5L,-0.019897376737326875,,,,,,,,,,,,,
FGF18,-0.018003529615350636,0.07071554656262183,,-0.012358479390958039,,,,,0.030195672895733227,-0.031900377951310295,,0.038656817958450704,-0.021305650283504205,
ADM,0.03277433943371156,0.08666818667329917,-0.03213876394272251,0.054657806690812626,-0.01752502078538549,0.02333144169795757,0.07448544714822121,0.09175938714773411,-0.05876591314005935,0.019319935049353393,-0.02180311171131144,-0.001297509133979773,0.05101890722562754,-0.037657905389552805
CCL15,-0.03319701059911996,,,,-0.012846931457412657,,0.09154459158560882,,,,,,-0.018478388836856378,
GNAI2,0.008882639624924485,-0.0457778116935988,0.0018603571503692249,-0.05483285959358727,-0.0026352955602487803,-0.009266375634719182,0.03599535316812099,0.08079518942648495,-0.05239433718209083,-0.04449565115307143,0.05450524845140049,0.01918847269662904,-0.04476404630793261,-0.017725489805179125
HDC,,,0.11192614110176555,,0.047180867398226675,,,,,,,,0.11211102171671611,
COL11A1,0.007231201063348181,-0.00531380006071924,-0.03187358055526598,0.0859004888943777,-0.021777710341624637,0.007347394012839645,0.05476102110428677,0.02996038944113936,0.014642882258701142,-0.045771543459164725,-0.02987025021738767,0.04350171278652968,0.03146314077032644,0.08142315497875682
NUCB2,-0.047295950224934435,0.02513449859443412,-0.01007592184276925,-0.01759006383115323,0.010660402280757604,0.02765662863181999,0.03237758560035896,-0.019562807294999287,-0.05585901888246776,-0.0116565561614266,-0.014418651305691988,0.0022279620285440955,-0.042377717000540736,0.08507919680999036
CXCL1,0.03669547534267697,0.03121805314567205,-0.025433215262263283,0.03951787190951988,-0.013303790897610013,-0.02648779896942793,-0.02745518210053318,-0.05036860755660076,0.0008623920076346861,0.02821824066434023,-0.016326848791526412,-0.04003677639924314,-0.035899030238717926,-0.04073728791042434
VCAN,-0.02323428091425804,-0.09937586030627131,-0.03160862430798346,-0.03192310403351512,-0.024908407725067316,-0.0003872420046545994,-0.002652218990328033,-0.09081364912216312,0.010129519173088542,0.002986388533752911,-0.013876216787585988,-0.03504310104753115,-0.0017615927022146393,0.029526622087059973
MMP7,0.006958419533602531,0.026650422231221486,0.046133864462130206,0.06138515280662158,-0.025700041927934725,0.01564480328621408,0.09608634802092535,-0.01189573686468064,-0.038876828458638754,-0.004185262092110271,,0.016032766940213567,-0.040339210570493576,
PTPN6,-0.07574388415520025,-0.0185066352567146,0.009056535931083288,-0.011968355957942508,-0.00272301855745865,0.029771612495926962,0.09962022801234482,-0.025912256699932055,0.058896806852827846,0.018260771115716373,0.06655275625128755,-0.022473604941320374,0.06811574374546212,0.003438936074699886
PTGS2,0.030418228973739546,0.09539177044826694,0.01759816183884319,0.03545256742708734,-0.008434662342002434,-0.012722802928074593,0.007211538749436099,-0.07980290008621144,-0.013759062986764258,0.06467163202425032,-0.026136217384163347,-0.03145033610710267,-0.011619015183741324,-0.09815526985997473
XCL1,-0.021803966056529792,-0.014710420973047676,,0.03886047566087395,,,,,,,,,,
CD58,-0.040421621683533644,-0.0037887340071605445,0.024434539974667897,0.012082420594230316,-0.02118366643796876,0.01869262423486584,0.05706472452492467,0.03987425947610777,0.06672027840314915,0.052198125926941355,-0.015208672229539933,0.041978008067513416,0.019733650332270574,-0.03685817766399451
TNFSF14,-0.021969743584760643,0.021292810571572007,-0.012254505593581653,-0.020154845137908724,-0.012994302980850336,,0.057412319577331075,0.012095944142041275,-0.02348024978769896,0.0032746716798642047,-0.008432308772719246,-0.020266627402505254,-0.004035599622702267,-0.04423635162929787
CNTN4,-0.0030952504634877563,-0.02643727304318298,0.06721821258660855,0.06277720306662753,0.022855161390562956,0.02251711196552474,-0.030486205236466207,,0.0005766898989402869,0.002440386175198452,-0.026530885175589203,0.0458539101129217,-0.031442127735622216,-0.061753381091067025
NTF4,,-0.018608038327157638,,,,,,,,,,,,
INSL3,-0.0015735941271978746,-0.013520160132469658,,-0.013134253154285735,,,,,-0.02611296618534952,0.06098146886619185,,-0.02026662544442272,0.040669184703753,
BTLA,,0.019827555708323952,,,-0.016594169344718513,,,,,,,,-0.024464904131501937,
MFNG,-0.01704970520387404,-0.030496679955270962,0.006245166918465869,-0.04574782606142134,-0.0064651623472222735,0.025836079388114778,0.05008832425441939,-0.1425761546501829,0.038926954834792866,0.08306440431133552,0.029187691864581054,-0.003408725617491353,0.028977544750022552,0.021701718402545336
ICAM1,-0.029033779371856475,0.03694990118150661,-0.010606827954418242,0.00988806001140797,-0.0035585968640190527,-0.002190730576380514,0.06118747560887198,0.07306084804919492,0.058180699004896745,0.08982305213396823,0.005546891307648262,-0.016146989638852173,0.034843352345538106,0.002130229991308991
PROS1,0.003226835754220174,-0.0514696564851025,-0.016233583543205348,0.00245616501870852,0.0020793044150979635,-0.01793507888065704,0.1724853155821711,-0.008895524589224647,0.023217175741240707,-0.02347416535855796,-0.01061309341878978,0.07013186971959548,-0.008665504400255573,-0.01626542219385478
CLCF1,-0.018714088162540665,0.022967126627673633,0.012736011478181243,0.015475558426411636,0.005089912260762999,0.06038537781424521,0.06250500133117058,0.08971250469315677,0.013420275496135713,0.07740835994301352,0.02527270194706315,-0.004569971879865619,0.002236116014807233,
PSAP,-0.05519444538004842,-0.013352742158095223,-0.01964732900482218,-0.041360179304616204,0.003611470751749026,-0.015101218014181012,0.08688648178650088,-0.07405006489949546,-0.010058716721516111,0.020885572534925727,0.07279458671175484,0.017148555842773718,-0.012505107173261238,0.003972603022623053
EFEMP1,-0.036993866599858205,-0.07820196849897708,-0.018709220099854176,-0.043577800421844545,-0.018459042284881776,-0.01230245472809256,0.04224536719766972,-0.11730012593293668,-0.10500370554253385,0.020916719739115346,-0.06188517459345981,0.004290457853046044,-0.044287673708138506,0.04517015041230692
C1QTNF1,0.04573719572015982,0.009299719517274024,-0.023422840801034416,0.014700811932656824,0.059998322592680876,0.04487085551604458,0.01666689920059815,-0.058977759243637844,-0.05389722233613034,-0.0012331583402085187,-0.0016968864901882714,0.021817245919023367,-0.02784729528496345,-0.07739638357675988
ALB,0.013841169519745964,0.02466987567991499,-0.02146449206186714,-0.014339159536201447,-0.014758783694345965,-0.016525983071747026,0.00890762215289537,-0.008311325437512796,0.02983910345107999,0.007033102782605991,-0.06712760330816671,0.04784467190578026,0.0014902356238432272,-0.03549608750718518
CCL13,,,,,,,,,0.07942843163198589,,,-0.022733231761571132,,
EFNA3,-0.01114529917441863,0.021914631212464643,0.009959281852103524,0.005540349839593847,0.05560782478757497,0.014575956335719238,-0.004408572255450601,-0.040522525087997564,0.05222172887730717,0.03575180501302181,0.08257077245429464,-0.012392896822722748,0.06691191723073643,0.04426227301720557
DRAXIN,0.010378689747971548,-0.015016350957416439,0.04670565727010054,-0.018781098817189628,-0.011850579065932442,0.024071578942448563,0.025652055248201865,0.06744648861886894,-0.03306750252385419,0.04457036413583917,-0.005566791443724807,-0.03915756804001021,-0.005469417092957748,-0.013150652965383234
RAET1L,-0.01521587435128758,,,,0.0670414952540877,,,,,-0.020435799362940276,,0.0385196438133408,,
NPTX2,0.029012802433150065,-0.0009450042707024073,-0.012058649043983802,0.006169628084276483,0.07136921287618726,-0.029784912738437818,0.014993607199855484,-0.0883868895949356,-0.010701122175623157,0.05424234119453017,-0.01591981042163016,0.10778753729686441,0.055035209304934024,-0.03567057179594709
FGF11,0.021793445769206454,0.059571124232386474,-0.04690577501547894,0.003046237716281953,-0.015870372958920336,0.0495753706962148,-0.036262707979900624,-0.028151381481200066,-0.009008995233901113,0.07227507151390523,0.04488939528010563,-0.04339969060966147,0.02516102492197478,0.004284864166979626
CD59,-0.019316054607994727,-0.07888239238739506,0.028692945126692047,-0.03814028169754152,-0.10002426965336164,-0.01821951709906121,0.08715933139293992,-0.036585181789907315,-0.012918155628033863,0.011577052437454967,0.0028084010236875023,0.051924875284395364,-0.03794828604446091,0.036645617912198336
COL9A2,-0.04890867814247704,-0.042497522297642545,-0.002443100372370222,0.005106185967259751,-0.06382605218700256,0.03214909755865167,-0.03946339726436975,0.07820990880519146,0.06476675934505634,0.07709058839401779,-0.016906587359177692,0.00212157294325592,0.09807598186769073,-0.003742792981581554
DLL3,-0.009866991084579906,-0.09281445842234974,0.04833310820877254,-0.08061359408836025,-0.03910922280824634,0.032362235737970424,-0.10147479792028972,0.07385010364098801,0.07687312377791383,0.06580110825012063,-0.017705385598770287,-0.0282055419010915,0.0890751800903479,0.002891142266448402
FGF5,,,-0.01709205419549576,,,,,,,,,,-0.030251087857830594,
LIN7C,-0.021958740769702417,-0.018143701500473113,0.04962165264903374,0.015663402263083912,-0.03524749497846664,0.04153851476886908,0.09249769499733804,-0.0008274031468809732,0.008199035701973395,0.006310493585592074,0.016662553726339742,-0.003839883496007486,0.016835929919063377,-0.09018703910185602
GDF7,-0.035882801275861076,-0.024123912897674935,0.06099355264615401,-0.013849866915293049,0.07537085550792277,,,,,-0.017518562477351014,0.09701902680930875,-0.01647558353388386,0.05844403863726258,
PSPN,-0.015586508292263209,0.014351053802178005,0.05931098491333142,0.007348782293424627,-0.015096267456910492,0.07974184590378033,0.04311326962341371,0.07765982952695163,0.040858421375876273,-0.014026910226960988,0.015874011864811317,-0.02675595398401018,0.047424552567578014,-0.07204477186275124
ANGPT1,0.023650229701711396,-0.07451550287923446,0.016785330631815257,-0.03564618375177653,0.009690952995051173,0.024679708962449653,0.028215270199737855,0.062204892864000196,0.00393609070376218,-0.012330736924545125,0.07954495460806764,0.06962806569937845,-0.012534381349001193,-0.027324197163956905
PNOC,0.005130603863630328,0.01041822601578841,0.0022692855434617997,-0.02528908745393706,-0.03217075197751209,-0.029449709373894364,,,,0.13544598345633102,,0.05706826733918234,0.07069315479892366,-0.03066381767285591
L1CAM,0.0070504784463303665,0.01130315843921465,-0.009019378656581357,-0.011161230506650797,0.015824793644536508,0.002955901318611665,-0.02083383112861226,0.026018260517435533,-0.03298250662681432,-0.009753180149785896,-0.018689775340162765,-0.01861514236111173,-0.03178087718429301,-0.08434288984500429
APOA1,0.07182188147647414,0.06146096221683967,-0.025932366428086107,-0.017103082413441918,0.006819719675606655,-0.008365671866832543,0.03704320020813869,0.08828000647375898,0.014264529120505196,0.02711733096197063,0.039565465101134074,0.004392592140229904,0.05103242869094703,-0.0047477802681744315
PSEN1,0.04082753606776205,-0.07450414836287288,0.007733318010585876,0.031516071379898265,0.011623661213142972,-0.03527741562952644,0.009781044519254305,-0.10323408240492953,0.011548099817660711,0.06067349989583501,0.024232434394194504,0.04596246445899147,0.06184138093350382,-0.07055401743408445
CALM2,-0.056144470235097686,-0.0956659107274759,0.0031968553461687982,-0.003969474117747942,0.03067829582902432,0.0056765992904565365,-0.010879048609467945,-0.10029846611052683,0.03204452201760034,-0.012157361731776827,-0.05544750759540984,-0.03174804487480281,0.057014490165821614,0.11667230602166097
CLEC2B,0.013534511067009786,0.06507800715600705,-0.001536396659197207,0.048855943706959094,0.024682133263372198,-0.018419949770069707,0.08090471170142427,0.04635350498342655,-0.043446474221264464,0.03768181754049338,-0.016070559805380937,0.03281810693011106,0.000802755379146245,-0.03131513567163813
NTNG1,0.057562578659622894,-0.033209856069444044,-0.025653643130374774,-0.02599384199823848,-0.01353864646767678,0.006360119302441729,-0.03897095196219384,0.0010684829508021876,0.05414880277920298,0.0528638731626446,0.026873319986694275,-0.03804111892943431,0.059571591293530096,-0.06825058405722913
LRIG1,-0.01606009371549402,-0.08829661552577071,0.04072311075451333,-0.016686626693264924,-0.010598451053123608,-0.034216958131059946,-0.016506788737870377,-0.020138474870816693,0.0599575355660083,0.0237825048150134,0.04386393490499571,-0.009506525019845126,0.07790583708301232,-0.05114166746330067
CPAMD8,0.07364082218738802,0.019938908279397496,-0.015462063209999736,-0.01456891926113117,-0.02405137942829944,-0.03606211825708968,-0.00029416262674912254,,,-0.019680690135117942,-0.003938099484479849,,0.03751480955171095,0.05198228298842923
GHRL,-0.040540087542108055,-0.002468893200181719,-0.03288225810195682,-0.0035358494229627857,-0.011850579065932442,-0.02491898263996215,-0.03699090396877598,-0.014674447125370223,,,0.03265030380470782,0.1315505826324509,-0.03639324388777736,
NPY,-0.029232574996102142,-0.020922127571654237,0.0502767831375914,-0.007752139236703199,-0.019509259173980942,0.04114752423310033,-0.03206170303113829,0.034512592682417596,-0.05997891568966188,0.058377826546037015,0.043185932834468095,0.0009976317050398686,-0.03194910841177702,-0.03686928017972956
MMP2,-0.00442012193526309,-0.028300413151382722,0.02756784469234919,-0.020272425907401533,-0.02128995022717992,0.011548040139223205,0.1262143695638525,-0.002758877733976235,0.04255949381082257,0.02277335518400122,-0.011131203810018572,-0.0328292973836248,-0.01387917548890656,-0.047806419290693764
LHB,,-0.013927769371814305,,,,,,,,,,,,
PPY,-0.025656971061781247,0.0341828713493292,,-0.010647509781325186,,,,,-0.029796073050497397,0.07943964105567905,,0.019370707845289797,-0.050616839398012016,
ALKAL2,-0.0285349822243661,0.0695803867897223,-0.017531407969840387,-0.025683510068333013,0.044614105840324894,0.01569622033597676,0.030808948541904135,0.08855837463735833,0.030409277548884422,-0.008172260996345902,0.021358561194343016,-0.04385836041906994,0.00938688062406323,-0.04933679587264981
CSF1,-0.08759589337386862,-0.06737124246382835,-0.00960389597352644,-0.03750270113698595,0.02993754879621306,0.02119564835849214,0.04852471861821093,-0.09933220004453519,-0.01791076427848332,0.0257354592088829,0.02223296928892329,-0.013087778206831288,0.042419621883353076,0.14493927312353988
SEMA4C,-0.034030855646276,-0.042163253677561,0.022995439559239716,0.0033950852374676475,0.005501976902746037,0.09020384212368457,0.05672758744608653,-0.013876575212894133,-0.0142133460882526,0.05059483374139706,0.09870524858965625,0.0283431491598588,0.031443100186284594,-0.00038331674432188107
BMP8A,,,,,,,,,,,,,-0.022709104296350587,
ICAM2,-0.006146119841396624,0.016475811935161743,-0.005003183287025282,0.02141001345091552,0.028495217925325264,-0.04695881811611585,0.06140599930549265,-0.05666035937184142,0.029691400025572315,0.04886778628541084,-0.018816114755585023,0.06431140390964077,0.0352529280180627,0.03084431000628781
SYTL3,0.04610689753916096,0.021095325216362242,0.026045224294602425,0.0023777979348678186,-0.01574391246262253,-0.025181507282955148,0.10363067503350608,0.06880822772149883,0.01941267677342471,0.016531088260045006,-0.016058290828484235,0.022280024887708295,0.09093451586852773,
IL1A,-0.03872796573978484,0.10504768599453808,0.03666612826601029,0.012702450069228372,0.017549826258889463,0.10390933732437943,-0.002184032400598549,0.059316842607754786,-0.03413688616620198,0.060810574385684615,-0.04087978423272019,0.002692299973310886,0.025763786865649823,0.1553532584392768
HLA-G,0.005761888462495296,0.06434415622639235,,,,,,0.01731805877678792,-0.02654164886884464,0.06890925316473454,,0.10819665982458324,,
PGF,-0.024761646037053286,-0.008749406671897168,-0.007848391664353516,-0.03046576547666678,-0.021427928388140182,0.049936513878664206,0.06309401832137884,-0.08928408497437003,0.027040149070546717,-0.004057089752050833,-0.006457986389926628,0.04079659970674004,0.004063608153464654,0.016414942736834127
LGALS8,0.007001209502917329,-0.04788509667101204,0.03512578472072862,-0.016283800079082672,0.001822851348635438,-0.004056483635256186,0.03160023451898546,0.031982550951824916,0.01453495976416716,0.03663208268558352,0.002576464948407251,0.03939642673310803,0.020437731853226063,-0.04646632587113152
DKK3,0.02997101459992935,-0.0923789587550205,-0.02619987593154798,0.050705128046943666,-0.014581135129080597,0.017059025051049344,0.02526953431122914,-0.0929472160957168,0.05838936119626421,0.05531738937027362,0.005084518439361366,0.023382911194836153,0.10062293874287469,-0.1301083258629572
COL16A1,0.010234348240129542,-0.056593167593468045,-0.032231894929160676,-0.07447273155666125,-0.02331468774286515,-0.02802637365922272,0.03386239894654635,-0.10209915413003787,0.01680954853179577,-0.00393708285508802,0.0209540435500831,0.03324713240654401,0.0531604825691588,-0.019507592657674495
TPH1,0.06380509899035686,0.01576037643196924,-0.018380492189394276,-0.024625455861249937,,0.019022707735603606,,0.08154503350600059,0.03106325176790871,-0.03829509813510516,0.01025387880060867,-0.04666177362243828,0.00957311705528936,-0.035339612897821907
TNC,0.02886009249041983,-0.021541800525253577,0.01698985209259971,0.0049897416180977846,-0.0038321458693700546,-0.010954419064023323,0.02690358804827486,-0.06531536703806648,-0.0888158653957675,0.02480335159815896,0.02244019612134163,0.03379879431245782,-0.024302771042864837,0.07939759113104977
TNFSF9,-0.006978187012293472,0.0005855319058347127,0.016645096384695662,0.08900920237625376,0.008760178760861364,0.01487463469358993,,,0.09625512583616584,0.03518024311071265,-0.00977505207817122,-0.025462128561680744,0.03417197520106513,-0.03831516386462677
C4A,,-0.016512178786917155,,-0.012622088780450189,,-0.020655011504735685,,-0.07043539542853684,-0.019405225547730443,,-0.028800316601030256,0.028508230339217115,-0.0037468917362477126,
CNTN2,0.044247036791143245,-0.032973657929408096,0.014028639669727309,-0.015147155379680652,-0.04072139689566726,0.03762499525988797,-0.050744636056799845,-0.01956070101205158,0.1049016595657659,-0.014964812054703703,0.04446858103931424,0.0216512071757266,0.052753772391855934,0.11832094112641915
F7,-0.016771629987339387,,0.08522837108051005,,,,,,0.046589080739517556,,,-0.016475585127032528,,
LUM,-0.03558784898135769,0.0008802842737883576,0.022548641273365266,-0.025123696409908417,-0.0071203580487109175,-0.028771291803865263,0.01852796927350722,-0.1079567744998205,0.03932610872942423,0.06302533483988206,-0.02793101157725385,0.013200978074433734,-0.025369821739974596,
BTC,-0.015215868013386886,-0.03780287966632387,,,-0.004820026797376517,,,,0.08236322681373626,0.0121433277080011,-0.024711758560512626,-0.01594374172118321,0.08877001326999809,
APOC1,-0.022410374514440706,-0.04694726522621956,0.026169091590644223,-0.011481817234352558,-0.028363281588487502,-0.042645422263456044,0.11971944999833779,-0.21358240849381202,0.034853146475351364,0.023818290949634956,-0.027759754535778502,0.022723765901555983,0.0715165937625617,0.01614542538029869
PKM,0.026323498730055194,0.056243670244707965,0.017139821575762996,-0.024760025547172496,0.02172579315152664,0.015428071507228013,0.06291490502871212,0.03220929312107729,-0.07516627756496573,0.007500569339967018,-0.04240928010429589,0.018598097253299504,-0.027177349882165722,0.012912169273465614
TNF,-0.03913602147820767,0.03004744374730267,-0.022692483162778165,0.012823165946372216,-0.0006661546994507392,-0.014008376516583342,-0.016236948706418747,-0.012689747993329144,-0.017168267649124734,0.061270283676396926,,,0.03730327459399377,0.12992648296824952
GNAS,0.07087528425038161,-0.09249108795846793,-0.013435146365953925,0.018736718922634336,0.0011823991733697443,-0.0035330768862535523,0.11636962992041988,0.13020535610652276,-0.050827365993604046,-0.02777580634078733,-0.005562341774617626,0.011920651658831214,-0.01823389099024511,-0.08010793877700566
BMP8B,0.0024936293657694722,0.019042999059135337,0.05728092946110307,0.022694984196932246,0.013089631009705284,-0.01746347497758951,0.03357307755782552,-0.0366487498890399,0.022563907132299728,-0.021129946067196956,0.0852244518878712,-0.028886958372276277,-0.002429457265449484,-0.0192031099387052
LIPH,-0.017191522492805963,0.036576249066494086,,-0.010176854013251437,,,,-0.05997887333246804,-0.017430123560191968,0.01401939330984598,,-0.026163957896719613,0.12450399297717224,
CCL28,0.13097155052502155,,,0.01935648634189098,-0.013606579241243174,0.07090038243960575,,0.03541962656645503,,,-0.019907886191163095,,-0.017633668590449535,
PTPN11,-0.017452253038963268,-0.02127682627027452,-0.003759653222357755,-0.00969423714919687,-0.042461002735172476,0.08252847037832789,-0.03669911644440921,0.030082805820866247,0.006845253173119734,0.007399922385679856,-0.07925414547244539,0.031067410024675064,0.043172597082048396,0.10416112635274082
ADAM12,0.009138635399910234,0.014925958162577404,0.01682115122204398,0.005244835549878773,-0.013149912977686504,0.010182942394333764,-0.0048630052093381945,-0.134110669348626,-0.018788700332902284,-0.005358057764272506,0.03133909882188762,0.05715555847242714,-0.05635205630528433,
