,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01695564593841805,,,,,,,-0.05542947032162957,
BMP1,0.07153734813177175,0.05108743340666653,-0.008110601628702056,-0.02331120991059452,0.015757896133911896,0.053916663555697394,-0.057425194642828234,0.07611677609847935,-0.08933743346656756,0.17963379847735536,0.2417736611263562,0.12479281204967729,0.1803483646087541,0.021204204019333265
NDP,-0.05838520941358418,-0.04118505188899696,-0.014259945880537604,-0.07418713202142835,0.01522343792056589,-0.028493305452662744,0.06310981956466127,0.06563884812501639,-0.09166832972522292,0.08726205229232128,-0.0455897568003221,-0.023163207943868377,-0.03449040957118862,-0.11698868170596194
TNFSF18,0.0023183427551599248,-0.016826577006548306,,,,0.05358985148140779,-0.0215996564852748,,-0.027050290524053063,,,,0.07271713553274195,0.04487012593027114
RTN4,0.08046960724440891,0.018035934643410627,0.06663122574909255,0.015050057562937855,0.041982769313940155,-0.07453647770932399,0.0022275210308054004,-0.008797285445320392,-0.007933615835893002,-0.019770140871615847,-0.02951193095831027,-0.18211742224172855,0.004823081668640984,-0.07528374766521635
HEBP1,0.07740758739046877,0.048716569603188334,0.03540049411484628,0.03520948895474022,0.022449848628975484,0.01004494019268045,0.012685399729571795,-0.012856661337966849,0.053787690364022804,0.01740154542511275,0.02779062559338363,0.01661255455243798,0.04924703920550822,-0.00020506109313907076
WNT7B,-0.06014904503651365,-0.0038157527353384515,0.06084949773487798,0.060791042279938826,0.028806134151315926,-0.03221602930628817,-0.0524864487104559,,-0.029779729612288888,-0.023466370393756354,0.015432987077596678,0.03171759385260114,0.01087044237473691,0.05181846576257428
PTMA,0.027903721887586806,-0.06718324647381242,-0.03953596405159837,0.011423199000869097,0.029727152548812166,-0.06833034317764995,-0.07202362108666367,0.028340298098639687,0.07266792111304685,-0.10541067784673093,-0.04700495580186772,-0.020256669579459378,0.2078563256237386,0.18487813871656025
FASLG,,,,,,,,,,,,,0.06734288296647849,
CEACAM1,,-0.030570825346224392,,0.03329366921641274,0.04219541134825093,-0.00964514070021811,0.0010716146642104128,,,-0.040687198411596064,-0.035563184850297226,-0.03991699988424686,-0.03085864929621071,
PDAP1,0.04229842737288956,-0.010991774616178522,0.0017551434299251235,0.04133743254950344,0.06171291957795331,0.08523533172297708,0.023492482192295643,0.03410759767379953,0.025558779570358073,-0.008963562144952076,0.027664590603259216,-0.05022177961877126,-0.035466970941108074,0.09909347978231017
QDPR,-0.016638469678259243,-0.08064935615985482,-0.058824382496634124,-0.0020440704675665842,-0.07215447064158628,-0.0869471836812221,0.012878213148734089,-0.025485782083859532,-0.054237173288733585,0.026037134483425373,-0.07728261726943518,0.012714350732311933,0.007161716938227259,-0.12047746628056619
POMC,-0.021344625990815432,-0.029911880862558027,,0.014222052808028107,-0.03626300003371606,-0.005922489840313605,-0.02506253332491257,-0.005497194197428246,-0.040704415271939964,-0.09439096477577597,-0.03214142891711026,0.08554075803431832,0.04803580927351387,-0.03528440814972407
CCL18,-0.002853467653142292,-0.0009112431633830857,,,,,,0.09075553481318603,,0.03272028437546348,0.020594922626744342,0.14818238183629984,,
CCL17,,,,0.015741778274445416,,,-0.006095291840443971,,,0.26080250224929336,0.19542965628676157,,0.03712338670403652,
VEGFD,0.07119475119322671,-0.0017063383427306288,,-0.009200585411041342,-0.021547500865566744,-0.014809976803006938,-0.009850003880435363,-0.02691848346784571,,,0.04994550137753639,,,
TNFSF13,,0.053608006388510904,,-0.02187281591039474,,,,,,0.062424704162326615,-0.0488143205811354,0.017420304694711175,0.029967396799508297,0.015581116495874561
WNT5A,0.05220651692448144,0.0210296334842492,-0.04179376761208023,-0.0625269455068007,-0.05073936497867376,0.09206540376973918,-0.02971091507011355,0.0303964728104266,0.06829595322609244,0.07573765132286477,0.08635569197012387,0.027603969836367082,0.2164014801090099,0.16550453101831594
CXCL8,0.08385514677226813,0.08336734685000463,0.006718981239136705,0.17072162814086056,0.13473269793616766,0.0645030688372782,-0.020559327579407496,0.06286741745265172,,0.21448052910586796,0.2850460674085471,0.15915656128067376,-0.009707373209507614,0.27648450784167744
GRN,0.023400318211324888,0.06868768328726843,0.06315040057735835,-0.037164099084780786,0.002675069881761842,0.04237316373740496,-0.009128670852275353,0.09250623952709106,0.035256547893046726,0.06673456054453504,0.0749944776000469,0.17287707135512442,0.20413473849116487,-0.032545561639486804
MIA,0.049319946448368186,-0.011728975842988765,0.055063877983155735,0.04193894545255547,0.03972612858611304,-0.00630802724552454,-0.023581709983192017,,0.013390186125795659,-0.042209800601821015,-0.08202250600140318,0.20623704304214147,-0.044484540247585205,0.05787419445613761
COL4A4,-0.025831190748660866,-0.014050027915035564,-0.03578393643209262,-0.005753300270125238,-0.015191398426006074,0.07307624056231211,-0.028125125403530866,,,0.0039001246960001655,-0.04974387785819756,-0.02359696777447849,0.1064339106655968,0.05962860057291416
TAC1,0.05909757415154158,0.004487461669374537,-0.05587948092973057,-0.022843765345395593,-0.03110498433650261,-0.047075162834201566,0.04099675105395752,-0.07371057766352941,,,,-0.06886819645474095,0.013088133478419809,-0.018148411529833465
RARRES2,0.03635905311995473,-0.0336192904879643,0.023129785841368777,-0.007059902670411618,0.0940940449007092,0.06624521549087785,0.015208293304142001,0.12020631521430543,0.07390118583695542,0.22525001387107332,0.15508406018325666,0.17016390733624795,0.10780661507294705,0.2356380463656922
FGF7,-0.013079333442237818,,0.036921742435974,0.034727025532057296,0.005229300737407026,0.039211316938066884,8.200165688996814e-05,-0.012848456979655082,0.006588031442648736,-0.09182205845261782,-0.06663278212685009,-0.034631171890536314,-0.017996240037962803,0.005380138717358493
EFNA2,,,,,,,,,,,-0.049095085532218016,,,
HBEGF,0.06419031628029352,0.002334684564719797,0.03233445165816929,0.030001470496099865,0.10119138754863533,0.10080265687348987,-0.014836459566464127,0.06879362894774,-0.04955705532543616,0.15285913121376785,0.007255391865916722,0.12520286609130557,0.12752812459492027,0.203648770729116
CSF3,0.1439001850357632,,-0.025047395263163755,0.06526257465773365,0.15706050505190564,-0.01767730370850599,,,,0.25190479847712455,0.31344728989931914,0.12557833616292183,-0.03224972604606239,0.21563109969241465
PI3,0.057920560507212754,0.069651526447558,-0.028694141106068695,0.10976976600468022,0.12844559955400017,-0.01990487729093253,,,,0.14147306938447254,0.27990466025982513,0.16108070838654392,-0.028833145830665367,0.2877770221926571
PCSK1N,-0.07026113387037768,-0.07728203769670283,0.0009817680104879125,-0.07331598628420843,-0.0736027399558292,-0.038290871330251476,0.01923827238906378,-0.11362232933933243,0.11739968390593045,-0.029711776216582476,-0.0953444345725825,-0.11607349861596913,-0.11997985828292998,-0.2226571904608718
NTS,,,,,-0.007646492361827878,-0.02172753268474287,-0.032129686437151715,-0.024235282067362487,,-0.0679629850475102,-0.05981304526948393,-0.022032076186702793,-0.0537696461164755,
SFRP1,0.07795120881980934,-0.01575178354627544,,-0.02766815972222089,-0.024581966959762044,-0.003666994726305355,-0.015479954377250296,0.017122425143101007,0.023695138852822963,0.08374472276099373,-0.006048151665053221,-0.1416378263662717,0.1461489370357519,0.04069803830254047
CXCL13,,,0.15588188442464596,,-0.024361043183182614,,,,,0.17046725188237313,0.22618810084832502,0.04268223743439786,,0.10785587266846135
MICA,0.049921630874380375,0.009076793728032849,-0.02824386075402193,0.04922304979452574,-0.04383454454566095,0.13870172875758696,-0.012195844970827414,-0.04369852029907685,-0.019118204086341975,-0.023928493702298815,-0.03158657193542181,-0.008633668237209994,0.11178146425929462,0.04819330786030292
TG,0.08159008712837394,0.036949064044396726,,0.008835821332510574,0.006712209030334907,-0.021334924023593927,0.013764421974940237,,-0.03466621039790441,-0.03687548443306122,-0.03267881576684549,0.005460854906487228,0.02766504387657954,0.022169351299926705
ADA,-0.025539955020758315,-0.004323253635050285,-0.049421360868492865,0.013196240595752402,-0.049233970863449626,0.037932367084453786,-0.02211112857176032,0.041954497850678,0.018631629768899212,0.03840681326282493,0.00598397359509838,-0.007473550638585708,0.18229404550955253,0.08284027401062086
LAMC3,-0.003003334994353463,0.07224282036538086,0.03233926516581281,-0.054681706411044986,0.018448156202204306,0.076368687903174,0.06644557618101418,0.03760718162455349,0.030863833047386425,0.006862756198145057,0.040608152993512205,0.12574410005061967,0.15758858754914956,0.0645424220160686
CCL7,,0.07823544234365633,,-0.021587523383694525,0.09281412973233642,,,,,0.060575749361731095,,,0.015124867702663617,0.3026164479444498
NGF,-0.02869205894074271,0.027727024108650224,,0.08539653098616408,0.0833647305062877,,,-0.02423529802468774,,0.005780925005800903,0.027855743718423615,0.09606743296844306,0.238477302438397,0.15653685044284057
TNFSF15,0.03142516264054486,,,-0.024038763119987518,-0.023913511405082893,,,,-0.008532256481340202,-0.012921167423327704,,0.008095148186958494,0.02921479095655118,0.08016163509918424
HMGB1,-0.019711500830081424,-0.0989515097343293,-0.012630683951819615,-0.07981232854833946,-0.05848278410204344,0.021319666781667492,0.0022273385348450182,0.02609681987912679,-0.00439805398665385,-0.10559039170336212,-0.06367535445760324,-0.04508670273101132,-0.10711993615019955,-0.01874428886703056
ITGB3BP,-0.031134153588669573,-0.00816269077303694,-0.0638791508080746,0.062070716470967256,0.02988836185987445,0.07957743812175644,-0.01937142286034971,-0.006717315899583383,-0.006186379417119379,0.026567038212376524,0.012094098090414597,0.00221615014028609,0.08959725965544739,0.017621062797121407
AANAT,-0.027355287522889155,0.012806731133602957,,-0.02187281824483875,-0.021547503941593923,-0.01594540632686117,-0.0020107742689650116,-0.02278474433630912,,-0.044071703369429276,-0.06606868793678534,,0.01547589135135806,-0.010324436944100434
