,UKF251,UKF259,UKF269,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IGFL3,,,-0.028580312291363742,,,,,
BMP1,-0.04275995879911748,0.020561718116144784,0.16064857812592961,0.00674080529044874,-0.008107558882052258,0.015508208060169833,-0.07463021708875002,-0.06403066097147796
NDP,0.05824550102028863,-0.024850300107953555,0.07739364352570025,-0.053784494740009015,0.05122042966144258,0.05022599791795367,0.05050535050228352,0.07335246737513956
TNFSF18,0.03171728343816481,,-0.02295917656315623,-0.012622089051545443,,,,
RTN4,-0.018237017871556994,-0.014303648656267147,-0.1907934570718403,-0.03730991215540344,0.004141028228214695,-0.054502389527187424,0.025785540544637085,0.12870638037920484
HEBP1,-0.02057492614373459,0.07626689918727804,0.12374434359370147,0.019415246298151254,-0.08088471959768523,0.06450637265186311,0.021743895667169943,0.012133970012595356
WNT7B,-0.015480747886494393,-0.03960806246307794,-0.08898907365252272,-0.01931570460712916,-0.0142679073097752,-0.005202407515897158,0.02371936297844576,-0.014300553323863718
PTMA,0.043364443920282124,-0.0016979976684972228,-0.08923959158917233,-0.01668024685322145,-0.03490179209655308,-0.09020640902067131,-0.01634590232827357,-0.012872606523716303
CEACAM1,-0.011880542898596587,0.0055779514602092165,0.030489706752184813,-0.0061312346981238575,,0.01580115742485559,0.035252076620774626,0.01139304186834624
PDAP1,-0.0470116321159256,-0.011218375548212351,0.13827547856981012,-0.03157531762955171,0.034350463677810146,-0.10638657151963599,-0.054253680941126876,0.04980894806527843
QDPR,0.039423569428213644,-0.0025633753320549396,-0.19372372020610595,-0.03290566495625077,-0.0062461344706435575,0.017907221304415168,0.13317756616944132,0.07151313338150324
POMC,-0.021109829278131497,-0.035103826500551875,0.062274410778492814,-0.014645674004122807,0.06617686920951588,0.037672095401278916,0.0955891496751127,-0.05664448990465186
CCL18,,,,,,0.021408893099682115,-0.018232299492622537,-0.06894449993165994
CCL17,,0.017535330341158364,,-0.015742202492532522,-0.017659669556180504,-0.03205767251583728,-0.005451549065873108,
VEGFD,-0.01701649411644875,0.11973711995092129,0.07311910324212006,-0.016771985261987456,-0.012953581185357292,,0.03734322746493638,
