,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013038943159679834,,,,,,-0.02168418611918572,,0.11830656768162635,
BMP1,0.04749156317029163,0.013058534074377976,0.0048373807052796,0.058785476916751275,-0.012933687022898079,0.05161165106499966,0.0396240727643442,0.008429031689048636,0.044054196555208626,-0.021710630644707143,-0.004022125006918015,0.05376587594958168,0.07174264287921416,-0.034673712604009164,0.03178391598313337
NDP,0.009657510963415626,-0.009960802474809216,0.0232499110693001,0.024761847636141598,-0.01745610970283393,0.03715780533176669,-0.0709678344843298,-0.006316201217376022,-0.027253534057631437,0.056281489380654935,0.058956778830811456,0.006940578874578299,0.02405942512726703,0.03242259808206285,0.05334276200364856
TNFSF18,-0.030625578054752862,0.01566397749805399,0.002365644816581673,,,0.0008092967883703692,-0.018708196838093966,,,,,-0.02236251839635432,,-0.030320081210177832,-0.02476233885980873
IL36G,,,,,,,,,0.021651468569142622,,,,,,
RTN4,0.04964076828807446,0.08138024062732964,0.023925294816119158,0.03870411627504586,-0.03553024575978177,-0.08304900461983888,-0.0614357792029286,-0.023192181501679707,-0.08392795872034203,-0.00958921061697318,0.008511126645324532,-0.06085600459141854,-0.03673951548145613,-0.024988936512453448,0.013109965346456087
HEBP1,-0.03261441657580719,-0.006187545297743902,0.022041314493611706,0.028211957669855264,0.017835354450508878,0.04912985391804971,-0.004886429210732682,-0.02469971476715965,-0.02363397386989831,0.05477682146547617,0.010901816812786316,0.03583336490795537,0.013845033025773373,0.003875322862582899,0.040601839002141746
WNT7B,0.08980202710146776,-0.00637122746369368,-0.021678094054551032,0.09765296365949025,-0.022142065464144538,-0.044600662196266495,-0.01623640460004776,,-0.019186637388581156,0.0160538639238136,-0.030376909384264548,-0.046761835047442246,-0.02655853217850651,-0.03836545143776944,-0.0297314346548897
PTMA,-0.039386391976057734,-0.0951612123871769,-7.638566399865748e-05,-0.045447564032267726,0.003943617723566041,-0.03363208646679256,-0.09108810335438336,-0.024581359542533,0.04292791293340123,-0.06895303826726018,-0.06992028569357503,-0.08104161141686064,-0.023359249666781618,-0.1132447586001566,-0.045739487875266126
FASLG,,,,,,,,,,,,,,-0.015589438764257951,
CEACAM1,,-0.028768989061221467,0.02149951181931999,,0.06824465565464392,-0.010717470950874735,-0.02014531913301298,,,0.09745984908424675,0.012788622360158517,0.11246028779148501,-0.017627284066211092,0.015648490876189466,
PDAP1,-0.013273310648302417,-0.02327121016806591,-0.03079021881476895,0.025607919373142867,0.034006087956413814,0.030211312259001966,-0.0040705201705592085,0.021225660761233632,0.02849862992526024,-0.008986992058196924,0.013863607937064487,0.0004252241133949957,-0.005700295357653268,0.029872439952896634,0.009220795792098915
