,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
PCSK1N,-0.009915674023398416,-0.019606920281219773,-0.01980177793124246,-0.013808564047707963,0.023703957766677445,0.043632074018852336,-0.010881151642739647,0.02662435821945054,0.023855539846593242,0.1486105171474798,0.03756746649342241,-0.022187401122454684,0.0174372316095745,-0.0386559942732121,0.10818560505048515,0.07271653272266934
NTS,,,,,0.13064044947705675,-0.025685266330706547,-0.0008612701369306146,0.049013381543071756,-0.01917690954921891,,,-0.03607888700484225,-0.022021764051501688,,-0.041339443823720096,
SFRP1,0.11518486256834196,0.003895838985044192,0.006588222263750233,-0.008219020662844476,-0.0021842568303832273,0.013106109433915644,0.006536096895611083,0.004346414441455663,0.023401810043173203,0.07631461458841196,-0.02399513331021988,0.04552250606675592,0.051543391252300064,0.0040591528442264135,-0.006914377392408379,0.05809925837568134
CXCL13,,,0.09660282282064613,,,,,,,,,-0.034738188398328006,-0.02837773715504485,,-0.053223144313618145,0.03424526457419281
MICA,0.027297331443507787,-0.03231263871705714,-0.02635907344348522,0.03987943719685095,-0.03564665708097784,-0.03248153170222193,0.06205936919156713,0.040906558539023294,0.003910047232837244,-0.05630750281778324,-0.040520810338173695,-0.024831922010816153,0.04339479805697428,-0.04339107800143815,0.015200174146890419,-0.03611434111760158
TG,0.05699498939711846,0.011445168985908976,-0.019033200375066568,-0.023826233455621973,-0.03297292207492633,-0.009473486293659059,-0.020479293083028656,0.007501690585404765,,-0.022381625688418498,-0.06446299167227734,-0.02054948980444528,0.09564033149052488,,-0.02685338905488343,-0.00845793239364703
ADA,-0.042329690655132146,0.04993389827192119,-0.020678416502328264,0.06894781509436974,0.03822685450910698,0.031441543996718405,-0.03460812493749543,-0.006303751737400762,-0.026574232928885045,-0.05137286336781072,-0.0754904816383088,0.02072421800764866,0.057897980834714216,-0.06445292261628124,-0.0037333467703647423,-0.032233223802849355
LAMC3,0.03519865134583301,-0.01097190509441293,-0.03384612578133845,0.03843668259864103,-0.0211210824357384,-0.02421747329483403,-0.0486819026120913,-0.010627017200881335,0.029454692521618753,-0.024189087076082322,0.0015379609605514718,0.020064997138480235,0.0207040489864806,-0.07260532386126746,0.015854433596900756,-0.006042868957821839
CCL7,,-0.018737501501948486,,0.03226368700674609,,,,,,,,-0.02317888909035541,,,,-0.014387084624790275
NGF,-0.020687066539214094,-0.011112082232737326,,-0.03229113714626592,0.06747784953111564,,,,0.03541887963061613,,0.007229523275534314,0.021735044911683554,0.004613025128819833,,-0.056015236942740514,-0.034718093099065234
TNFSF15,-0.025592483125378658,,,-0.019182359559269967,-0.02871637446882337,,,,,,-0.02254425822809333,0.055336508163275545,,,0.07098556119400143,-0.017642867103895194
HMGB1,0.0623023699675811,0.01497175849333939,0.014813588256459871,0.005978110323018736,0.025697247797319536,-0.020854321887278034,0.004032335581321449,-0.0015455405649361532,-0.012406261944270166,0.0658302612436987,-0.028733330547758017,-0.04603233983187237,-0.01217628944820264,-0.02522127452009052,0.034689197297398736,-0.04891019812759168
ITGB3BP,0.03623043077788852,0.02039116319764753,-0.00047748322487892186,0.04910052040833416,0.022758862913793518,-0.014794570686362226,-0.0687541739346995,0.018273978761721744,-0.008677923104647095,-0.0916093360965682,-0.03872463392869521,-0.013475606120821432,0.029320560430307695,-0.0022791927933284066,-0.007520256137046588,0.001527612882783892
AANAT,0.18391789409822124,-0.027185263967504234,,-0.01745398721443348,,0.02242647222520474,-0.01841714795092897,0.006750967024769939,-0.018029127122390853,-0.019986677667401604,,-0.020334426001795226,0.08025330321762585,-0.027077454081293858,,-0.01870528136291565
RELN,0.04484698113163485,-0.040859089645493195,-0.03717963255604969,-0.020890140308907013,0.03929175506828606,-0.04031213216297816,0.025803506890896298,0.0134951358281245,-0.06335035799082622,-0.006186883026406539,-0.06029460995375015,,,0.011699621345496946,0.035285593030108905,0.02999990677795085
IL15,-0.03637927300027042,-0.024667952451392184,0.03145802263735643,-0.02450489838549684,-0.012739660442705483,-0.01564213278581574,0.017463936578969892,0.04665488429680816,-0.03694570856292022,-0.018536719767300258,-0.04610417542727334,0.025104661742457287,-0.02565025177398395,0.04736026092299643,-0.04942393877784426,-0.010658261498153502
UTS2,,,,,,-0.0004945358628438913,,,,,,0.03184887502503924,,,,
BSG,-0.061203264043514574,0.029059321984969824,0.019452544098363098,-0.008575670577140653,0.03185091908341156,0.003494172322314731,-0.08381197729195054,-0.03609756682097785,0.03080519048621983,-0.060374395781988596,0.049204511785981925,0.0891785692568764,-0.03824026270312794,0.01641384438260472,0.06241851389846065,-0.018750862174995435
ADAMTS3,-0.019261826133807274,-0.017975369737628227,-0.012743555376730435,-0.006738680359167395,0.036240217510381,0.032308398873364126,-0.009826679880129764,0.021395120929486488,-0.028950541778978763,-0.030802045668890245,,0.06648476696363077,0.01331022062981414,0.011148732464763644,0.03576893840635859,0.07745342091813459
CD34,0.05272604964077791,0.01188967495781364,0.020493293877450216,0.09488397609097596,0.04332903052276533,0.022876490723542045,0.03650713787761009,0.037678566661114556,0.039257721883676946,-0.010238642452400831,-0.005866145142510465,0.12114124665688626,0.029702028864104352,-0.07410454286887995,0.0019269862459983305,0.024463943917521713
CCL23,,,,,,-0.02144820392026234,,,,,,,,,,
PLAT,-0.03946587643647115,-0.002845194961175875,-0.03149865226210856,0.03793210071558549,-0.043205851199602775,-0.01069567516855346,-0.09173653116960588,0.01253855669840388,-0.012747292613707276,-0.009440362471766856,-0.13252930583135514,0.09839733280092795,0.07040795894808126,-0.05490598765408017,0.1418890639478263,-0.04672372845032309
NTF3,,,,,,,,-0.031248096623798894,,,,0.1187496040059891,0.05667781920485363,,0.09738265583410778,
LTA,,,-0.013997075381780754,-0.008911503442878397,,,0.01304072186613566,,,-0.0185367220554816,,,,,,
CKLF,0.11356529683430111,-0.013156986071811977,-0.056180313600419376,0.04517791874138324,0.018490273791833746,0.026464645843488902,0.003984351262309628,0.027342727213556565,-0.005839500918349184,-0.08415829668448697,-0.019304786171537153,0.10558817024200273,0.07122384967158207,-0.018415577359839216,0.02739349054008155,-0.034809485861128815
CD24,-0.0064727842325437435,0.04026042837532347,-0.023745851331843516,-0.0008951049497959458,-0.08157987549416855,0.006113367295647249,0.0844526827437033,0.026359056428971715,-0.0010418831017437742,0.022114347050027638,0.057444153895745254,0.04332078836340518,0.042112559314460174,0.06625319724750853,0.030790481248032197,-0.014395556908133654
HSP90AA1,-0.08161625666640251,0.00794628841388781,-0.0013346450785292738,-0.05628662167136914,0.00927860305898211,0.012138588450487313,0.08181657823254189,0.05863758949185465,0.06621355183092145,0.14205213509110745,-0.06143527417068456,-0.0979483298475391,-0.14029860500408328,0.010728171353194614,-0.059198170378514645,0.058098761386270105
BMP4,0.008771971292289958,0.012522289591625315,-0.014837720413326169,-0.03269622352594526,-0.014010314320417645,-0.005776845481909568,-0.017023176883187628,0.030486600451163432,-0.01063370745748336,-0.015795201745957926,-0.020219412558783102,0.07393917576919183,0.037442345282011034,-0.024907852144557638,0.03724435452863835,-0.051873911757731435
SCGB3A1,,-0.01873749962822337,,,-0.024177345893416403,,,-0.025566766191105303,-0.03173630915056819,-0.012934679512418203,0.003560716493851776,0.015027273631069107,0.09993350900901421,,-0.04207666069742548,0.0500619672440693
IGFBP4,-0.06042495647692554,-0.018064889417385797,0.009801272890012246,0.0003423945685873014,-0.012352796791419809,-0.04758944865263643,-0.022965982763371532,0.0034363767160817318,-0.055500188213762944,-0.05553173527686507,0.05682651747688682,-0.03387997123133566,-0.021582968268836024,-0.003553040812943742,-0.07177070047798748,0.015884030605192553
RSPO4,-0.025271372693805107,,-0.022627870967170005,-0.015580374376915404,,,-0.020629946836865434,0.03122597461170312,,-0.025713351761010052,-0.03959856811810333,,,,-0.015368606106902896,-0.023586618865553886
LEFTY2,-0.011669464943426532,-0.011629797172636605,-0.014168980763646219,-0.049332556109683054,0.03547881236670117,0.0029381526274265806,-0.045237252180535294,-0.01712372391410887,-0.019176922175941483,0.03738501348716707,,-0.019676252035802415,0.018713230260622257,0.0002655206365906287,-0.03853623070443409,0.04793478679508423
PF4,,0.04933354933927986,0.08866179184460686,0.023246941401133727,,,,,,,,,-0.016567595662396434,,,-0.018476733198880206
ANGPTL2,0.053312741729243406,-0.0008941743504576971,0.0077492944474913,0.03867471250997729,-0.04160568058977332,-0.02089676663117576,-0.005440598741234976,-0.04539078970094571,0.013892392548790593,-0.11468414290383787,0.015379010952380093,0.07144100518739085,0.09550149675107635,-0.043450023780151864,0.05185256628181018,-0.01702268827753836
LRIG2,0.05008195083129678,0.005678366510977706,0.08618917954025554,-0.010387226377877453,0.04239678979359227,0.02564470455086381,-0.0359269853626128,0.009024577944066702,-0.009007406917066259,-0.011578880528430735,-0.07639687819044244,0.021314608913911147,0.026904162415760553,-0.026638322086311148,-0.02913220235458878,0.013234294002681297
ICOSLG,0.013910249701914283,-0.06127526589600727,0.0018107033412158803,-0.046090987790921085,0.009933117896091432,-0.05115134021323809,-0.0051070641953973,-0.024308136383506238,0.023717323687784998,-0.030966238071915324,-0.045808895787383036,0.05627377114517983,0.049946825250371786,0.005134706558418408,3.3355184096125065e-05,-0.01508582178098662
WIF1,-0.029055850367792017,0.006291617791642995,,,0.1000417051757622,0.006363124188048646,-0.01591964133963678,0.051832181560533555,0.01864030269697892,0.05817813959663554,,,,,-0.026341837815000387,0.16046910270273146
NPPC,-0.00816446956603308,0.035600438675080885,,0.013806329369556312,-0.0356834381465291,-0.003106146272335931,-0.031054161998463288,0.015035137997447538,-0.04761085877688826,-0.08049205830685811,0.12401495256216152,-0.021920261037125816,0.04694760793505878,-0.025688607092836366,-0.016067558126246044,0.064185501091025
LYZ,-0.04373242117577055,0.004464279799691657,0.012634230093548828,0.04485290905702956,0.03527287268480179,-0.018811837685054133,0.002205633735221795,-0.0029085278061809585,-0.05606701983409393,-0.0027525403527597567,-0.001085942111703066,0.0354298982588336,-0.003350449129586251,-0.014659700425944349,-0.048878432898499746,-0.04461075998382096
EREG,,,,,,,,,-0.019727448686706575,,,-0.017951499733673725,0.0032597584760155536,,-0.03529401234912952,-0.02127219332613674
SPTAN1,0.03319711185847011,-0.05821033155800497,-0.02399223416698223,0.004731241526825724,0.07188552230281699,0.002004753520857577,0.02598870308213618,-0.05066962551699213,0.020372247334352465,0.0767002715497125,0.13935283585558228,0.024285269153115543,0.029361651450368963,-0.01197532926545287,0.04736569906763789,0.019617207663286108
PTH2,,,,,,,,,,,,,,,0.04610973694511547,
LIPC,0.0839163306459069,0.00557083353759997,-0.01916270537344448,0.08095272506061978,-0.0041083463397867635,-0.04153859913096248,0.026420218407564703,,0.10455127756474908,-0.029119456894484495,-0.013054077954868038,,,-0.03153146937559991,,0.05750375246725839
COL8A1,0.05766620181813155,0.0015666070693333214,-0.002452604181709342,0.04050745381822029,-0.05363867772691425,-0.028823461444858058,-0.016977306802401403,-0.04256986642382589,-0.06370816539726173,-0.06861450689185443,-0.026574333374481632,0.09322346034438975,0.02033703697095683,-0.01154473700993703,-0.062028380731156206,0.050469054983283954
GSTM2,0.056703423083817546,0.003372254154378286,0.020037110056061087,0.010547707183092314,-0.02298894096353966,-0.0076299419304678455,0.0002617416481027953,0.004845693044084976,-0.03137675018009753,0.020118027495430412,0.09276302811712929,0.06819183835253029,0.013282327522350017,-0.010264797438384701,0.045380330517475365,-0.044290288521917014
SPX,-0.024702734948443553,-0.03848655866572609,0.01096346166284675,0.026760971190969016,0.0022994256765589785,0.057606166983753926,0.0411138325860445,-0.047303969535336915,0.10116244660958693,0.0726384982950304,,-0.0048859639286542135,-0.02057078766153423,0.03511159419583908,-0.023460060582952882,0.020496855071032945
MFGE8,-0.037983164942946755,0.033080566666389505,0.03383170119535732,0.055184925513642,0.035980261516291884,-0.04580200689359686,-0.06807857029790308,-0.03936739351530158,-0.01605005841348015,-0.028931124025326375,-0.005381091791935686,0.028080448964930463,-0.008768285599523432,-0.057648749769925234,-0.002254232787578578,0.004090031613834963
TGFA,-0.04249279946651466,-0.00609661013639493,0.00434187881982271,-0.012709904877806816,0.03054298806128364,0.011318513352151168,-0.06957749915345585,0.006368302231930004,-0.05797267604639935,-0.02525406675286433,-0.04278847424223104,-0.04188075229981119,0.006512624747475737,0.04984123510511148,0.027804404356713452,0.039433058274565606
SLIT2,0.03869469894456766,0.033569442285321924,-0.013240899991269123,0.00786474562111568,0.0030189602542000818,-0.010503104717593251,-0.012153000791738703,-0.01880972004620249,-0.042058703742922615,0.12318555145119017,0.08661621266180651,0.020663416518250086,-0.00639942165309046,0.01458023198437235,0.014027615443995776,-0.0011893079038604946
PLTP,0.03109151964554855,-0.004189905028555788,0.03773123621945228,-0.023579123084560203,-0.03138977855541268,-0.000624806825689717,0.08254596737262718,0.019661977958491065,-0.03208773195931748,-0.021049421752543828,-0.004464927214246885,0.025130713569914052,-0.02684556499885447,0.033264629884265845,-0.09745933515995672,-0.03463410369333679
APOD,-0.033913828021344204,0.061701956860126125,-0.013770924089838208,0.006192335793317589,-0.09056480048912877,0.03159326589241709,0.09823829851761985,-0.03568221376893513,-0.004118607618635753,0.1098383184970547,-0.07177735063072747,0.1265408943465179,0.11188086224189366,-0.00020769194823668842,0.010781659098458784,0.05056537356487457
B2M,0.09307817412371201,-0.028700982814314664,0.03637262704784362,0.07010188844416324,-0.11761913310974106,-0.005940587647962825,0.06786323336637935,-0.01196487750053051,-0.041905319893160944,-0.12347782498012409,-0.05951906520326979,0.07453061663551917,0.05212249139495475,0.018959589277617737,-0.06206654635347877,0.013596575957578525
OMG,0.061830335148882275,-0.0264339994458178,-0.06498452984497942,-0.002373737066371301,0.012416863573291142,0.02823847964199244,0.06863870069713336,0.002842417585273237,0.034812608251623925,0.07970809667581753,0.04342694157013124,0.04271536583986534,0.10870668898910046,0.01516321664821141,0.04768401933501721,0.025809782854890287
CXCL3,0.018043152099006927,-0.00018116470897036702,-0.026176278795562013,-0.05065099953590059,,-0.02474902910154388,-0.06793754172526788,0.015198769502175538,-0.027771213254667734,-0.013349796628012297,,0.0011552582683175474,0.0002101916150233115,-0.019067956203905966,-0.00573780544892976,-0.06843294914758564
CXCL10,0.05964556930837141,-0.0004612650357077561,0.02468951574831036,0.00984719648714783,0.04178215564983358,-2.7519032541052825e-05,0.037659168015509864,0.008382633503471158,-0.03269653276190943,-0.021214442404411567,0.01235374676031787,0.04957888592196601,0.10640201507023042,-0.02568860429962327,0.0018806805026359643,-0.030986284013513013
RSPO3,,-0.011623409282393768,,-0.017453985924781437,0.024445564522809958,-0.005115426113768514,-0.03115841619243896,-0.0035250368899506714,-0.04236866851213638,0.01011471547192536,,0.004042834447584273,-0.03937807183272042,,0.026331020387410024,-0.038882485421752315
CORT,-0.028333661313498366,0.0025311220265921168,-0.0078017422444383415,0.030661792598449623,0.049676671250923066,-0.0048165808391146085,0.023246138146820076,-0.005645818480516015,0.047451653051593067,0.02433645960193854,,-0.026430067560595863,0.07501213005736558,,-0.04712796585663072,
NCAN,0.03558265159046344,0.008350380180796684,-0.03496327471523411,-0.019999678167374656,-0.06747423707163977,-0.03496196781723005,-0.06287475102774066,0.02105354500444575,-0.026259784848733134,-0.07646286500693109,-0.021977579497032097,0.07076879687010401,0.06681388080848415,0.0348597482526494,0.09379715029820046,0.04172410112433186
PRG4,-0.038668795226349036,-0.003321195045286496,,-0.01722633140501086,,-0.026813317403835937,0.01581589028580037,,,-0.016310183601650183,,-0.007790798357472339,0.04246261117792747,,-0.034303528404203074,-0.02571709539326621
ZG16B,,-0.012878959484454664,-0.015321184448193373,0.009636076895997363,,-0.028949285017315637,-0.014094159489733343,,,,,,,,,-0.0157625483889223
TGM2,0.044713883983868094,0.01012390442256484,0.012768258939287092,0.05219391543248945,0.01397401687209532,0.022297737036362328,-0.02895796635558683,0.01764382588395999,0.04385613398090754,0.030705745765635173,-0.029095233265007733,0.021155196540003775,-0.056571815589618206,0.013057756521752867,-0.009030521199638134,0.04920394294691918
VEGFC,-0.027745632623150926,-0.035778801453787853,-0.019672990843010732,-0.030701935081675732,-0.021401867961524546,-0.035351675501813694,0.029250309133037274,0.010173070745559397,0.0026639661063297113,-0.01664519248717323,-0.05103177613547007,-0.02982989868903179,-0.034737323508718956,0.1998892898427063,-0.008943462659764465,0.08060822643731994
WNT6,0.0006846783106213744,0.027059337390392086,-0.01416898113550408,0.13653889705797895,-0.027883873916996767,0.0026641704409809206,-0.031366049239131145,,,0.031730917420091403,,0.017132184981901527,0.031667677849839454,,0.003761189136280672,-0.016287441591519628
NRG4,-0.02622398215846235,0.002471944713352681,,-0.020965233353468796,0.03268344070522474,-0.0333976878167207,0.015906514663740462,-0.027356077599217783,0.08478348923347583,-0.019418558518309172,0.0916460313578132,,,-0.020195848315263144,0.01292392353108447,0.018223688861426952
PMCH,,-0.0026242366143214885,,0.011372537957238258,,,0.032208775522291316,,,,,-0.023559745229934544,-0.007463331354637211,,0.09982140015689955,0.03691600802041455
COL9A1,0.08767960254430346,-0.01798525479974475,-0.03519226449713425,-0.021896656074909527,0.034843092407323174,0.05307930849338048,-0.03777418821908816,0.02024997946107419,-0.019453971559232147,0.04158750696060574,-0.028265383089414006,0.08385285504208723,0.046393635110778465,-0.047642966361072035,-0.001994688659023813,-0.06283518993516603
GDF11,0.014404231032434702,-0.030961859286022683,0.06113798053615351,0.0035496701410531453,-0.04731990320377668,0.003320013235553627,0.023870738625633343,0.03332370021842474,-0.008490983270597916,-0.045377300557586306,-0.01398033253869199,0.03970558159886264,-0.01280886700391047,-0.04556979256150826,-0.020935133235780102,-0.015658909355918384
IL24,,,,,,,,,,,,-0.017565578325900368,-0.016303433772834865,,,-0.027383269227124314
SORBS1,-0.016391052650052668,0.00502142208750137,0.031238960271258904,-0.043566256781440285,0.00490882810287322,-0.018882690192995905,0.03601686162320281,0.024214251720292432,0.03961515112132276,0.037271790447357796,0.17632971664761604,0.08314606579354822,0.01381741464865376,-0.009304143487635395,0.009485503584560162,0.11631955945888321
DLL1,-0.03672168420445876,-7.284129839808561e-05,-0.02427508727361978,0.04074362453297526,0.0025944123564914236,0.029191829148804745,0.026206626064551455,0.00748945895069055,0.054924353233193265,-0.05141728356686922,-0.03235332664686967,0.05730078034970085,0.11754902178473355,-0.044643915490057515,0.023915751822555235,-0.04740676001267226
TLN1,0.021973311336390185,-0.052237442285407984,-0.032119575485567695,0.0512448704313274,-0.03427769931367774,0.0004911995059793012,-0.013302637971669543,0.05003134201201685,-0.042244021073572655,-0.07037725856954911,0.07385821802573253,-0.03686349704563648,-0.0498790638258747,-0.016044187521752077,0.003118473466295273,0.015090504285047714
COL2A1,-0.004616365440800662,0.03688795771585522,,,0.06836068641502836,-0.024749037523912776,,,,-0.013552784330947946,,-0.026840410236816926,-0.020546420418781602,,-0.0007005910458723779,-0.022067611724140693
SHH,,,,-0.017900986653390325,-0.032972925599852675,-0.019455750659114496,0.019833262519489612,0.020791417230711425,,0.14614455600352796,,-0.003880770366927613,0.018541600097557596,-0.050860106297041435,0.005069931915302887,-0.022222704312132746
PON2,0.07753460830052428,-0.005477022111551708,0.008514247193205782,-0.016721481288301903,-0.022231909919385166,-0.021978082047872147,-0.013616119911861067,0.02308557163513142,0.005917110718624829,-0.05830816531136965,0.0908993184900517,0.10548455641497678,0.0746878922267734,0.004481467938436531,-0.022046134448268372,-0.023258550780604976
ICAM5,0.08425822980822152,0.02273628803233535,-0.018238660844461792,-0.017401760949514646,0.007001880635970642,-0.031762399964082616,0.01999779014362035,-0.0359969433524193,-0.041900292248228305,0.05732788787216618,,0.0662945858415304,-0.010061203051708677,,-0.018718967883070946,0.04966110983322085
HPX,-0.04274410490045042,0.014222984740467886,,-0.02951539595841063,0.026587062463526046,-0.01517518614081721,-0.027658914472613764,-0.013143940483384034,,0.04548255601889244,-0.04111429033517516,-0.034861525593371294,0.031520983438507524,-0.008350068398105641,-0.01178180278658299,0.015444804315836244
SFRP2,0.0313955946445443,0.07634919384315526,,-0.02038728387078853,0.008050511351274041,0.018514967595025994,0.04957744925486724,-0.04038237471821384,-0.013725088759850065,-0.02537452882612358,,0.0215793786911313,0.025720813050885232,-0.03387880795294868,-0.004791207934339712,0.017719114340536066
