,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
TNFSF14,0.01388151805446988,-0.024544906079194306,-0.01916270547560199,0.03520339181915748,,-0.009986054773677094,0.0019670210697257445,-0.028034267716321337,-0.025323550247927335,,,-0.02298634487056088,-0.019356460602664008,0.06586057738165967,-0.031109301074000673,-0.013578526459669385
CNTN4,0.025422892167322683,-0.043152894978651886,-0.015000504716880397,0.024005805155321306,0.03290119154335536,0.015189552129135834,0.09523184412893092,-0.036397832609772876,0.0637941368131307,0.03019403026224642,,-0.010273092992417836,0.000824338737538189,-0.02478692990546053,0.02924179561527118,0.02037933433831289
NTF4,,,,-0.02207853155983431,,,,,,,,,,,,
INSL3,,-0.021821792796461074,,-0.016041738356863195,,,-0.00222839102828923,,,,,-0.00825366633010585,-0.018786829463863213,,-0.00613139094055742,
BTLA,,,,-0.02546311392814554,,,,0.016559772245267963,,,,,,,,
MFNG,0.06418264262860406,-0.03710712564576297,-0.002667889534016479,0.051287933182797944,-0.04633939082766171,0.03191863158579305,-0.04615452214207759,0.0010729052340889113,-0.05281699299407703,0.009566880787229212,0.003996086963231407,0.07469251886589441,0.03243814678406425,0.02760644186300474,0.07792511784012636,0.021759647043168562
ICAM1,-0.00071584177863059,-0.05515234591580452,0.011378059118048983,0.035047060179206564,0.01855470035328291,-0.015120814849835691,-0.042267822711015327,-0.021363254804524043,-0.01997594747504752,-0.06190271744031163,0.02495468786311402,0.02989212759406287,-0.04685979817489483,-0.010354111184652999,-0.06381610176335767,-0.042282206544556424
PROS1,0.02546742295105402,-0.0425991633409743,-0.06482171814777703,-0.004196269676127139,-0.036942037358605795,0.04588804139556144,-0.061183387001995965,-0.017800060497306744,-0.07174828570734618,0.021958829803944598,-0.00618942041016748,0.014530123974363164,-0.027446267783638355,-0.04015256924216059,-0.08482303672328093,0.023362371423660624
CLCF1,0.04249026777755827,0.010146133410530663,-0.04703580346652353,0.058650268919118426,0.0036535635401718637,0.02386934369841456,-0.023333416546588888,-0.005671100118216764,0.01984660967172243,-0.02329383746938357,-0.01915731195157499,0.04500107831282164,-0.0002287035471508524,-0.04705570010834564,-0.007674552291238204,-0.03029897572870863
PSAP,-0.0034156524739498936,-0.051161850804430434,0.07578984638505898,-0.010074459974228232,0.053939654511585944,0.0003145121746200273,0.07597679790162047,-0.011440290806635752,-0.000213229018522858,0.11775230743026657,0.0385827754966949,0.04392935517752275,-0.11186318777208143,0.03888075989325473,0.020094014387802343,-0.04041849271935563
EFEMP1,0.06736561090041535,-0.015671839254260484,-0.00905204009412432,0.05064871950881572,-0.06877004353826233,-0.018225386538948833,0.01893379210329569,0.008948230345232977,-0.060134913183621755,-0.0837897053410079,-0.03257035188766268,0.08292822851012144,0.022224206690511523,0.019908356712741004,-0.12441759635439101,-0.04812709549080474
C1QTNF1,-0.07249512323684425,-0.03133329688707028,0.05514438029703745,-0.07457207995471672,-0.014759348324447228,0.017771135444197166,-0.008257224334423705,-0.011594025748646939,-0.06241034506252463,-0.07029958285143963,0.04486909942021837,0.0261164044083262,-0.12044508323649245,0.07652027382630103,0.020269016964259534,0.007558151181657128
ALB,-0.03192100770462336,-0.022806054060392735,-0.025278359486999035,-0.0073891655912287435,0.01776443410994587,-0.02659119748827411,0.03706386721154992,-0.03184100708320542,0.03517504999431178,-0.018054301146467663,-0.020289105758670573,0.05821935797685646,-0.04307128524015226,-0.005360736244949804,-0.05207619318256377,-0.00323055827608256
CCL13,,,,,,,,,,,,-0.017063476222042285,,,-0.03489554217433971,
EFNA3,-0.058904821453513466,-0.07748328308494157,-0.04308869785894444,-0.032337844629388705,0.09146496252915616,0.003325010608479909,0.038411012728476114,0.06896885551975432,-0.012532347399319374,0.013656246178951373,0.056546343604444514,0.0323780108625552,0.025944064929669178,-0.042178641994171574,0.06161075873116884,-0.04474743945711355
DRAXIN,0.03149812602491722,0.0006552313596315663,-0.0020490002826436555,-0.010031637968384124,0.08670545602974715,-0.018804484364571293,-0.08772612586693222,0.02168811645288453,-0.023010315445066834,-0.06393947743694404,0.025203055925727975,-0.07337308241821967,-0.054239314391860596,-0.011106115143615827,0.05567210630183926,-0.015370014994810537
RAET1L,,-0.016999388519228553,,,,,,-0.020644373090411224,,,,,0.0662416540134758,,-0.03779489651982225,
NPTX2,0.08976543259159658,0.015005241928063592,0.02512393310531949,0.007067440743701501,0.10447021003090728,0.01579163154387254,0.12423665919420902,-0.05360846538144739,-0.04171130495433448,-0.029768943388600914,,0.0338880621146697,-0.00433508500047555,0.01568962433331767,-0.049669318590255924,-0.023375735471484027
FGF11,0.05302104802807233,0.027643450815681044,-0.013452757455436929,0.025747607433792372,-0.031096246214403288,0.00013138306993706338,-0.026371961780239955,0.009014049379497494,0.037924597350206035,-0.06343631704257538,0.0538766807231399,0.03127382869221968,0.019453285516195247,0.02182614419872431,0.01984069353995066,-0.011878106539962309
CD59,0.017106144504389364,-0.05358057519198314,0.0163209238692454,0.03138903146316056,0.0617969706299919,0.03333236720913467,0.04245131540312058,-0.018038427352879763,0.059838827168137876,0.10031802279702151,-0.04194637170765361,0.03772488963984259,-0.036608048902335974,-0.04388095149030915,-0.08707885098573526,0.018491451291192805
COL9A2,0.033504102852657563,-0.014855500640446714,-0.005290041386748582,0.012031426270879773,0.02171788318086271,0.026398016550912076,-0.010418589349463568,-0.01165519339100555,0.01985061820603179,-0.04119265021654447,-0.009817568115541679,0.04003362277323234,0.07325061214219176,0.012506399937285,0.06660687219863383,0.073213441824769
DLL3,0.11585800964065067,-0.025487747063584677,-0.017965496976965645,0.007513649497446007,-0.026076820242648655,-0.01247649518884165,0.07845480636784247,0.016309973998007692,0.02949007918720148,0.05945686493170972,-0.012542167059787349,0.04033060924326924,0.12017359853687325,-0.011508450977992005,0.014906552494258646,0.004049400840579537
FGF5,,,,,,-0.021174420865991653,,,-0.01616547540458377,,,,,,,-0.02881335074700702
LIN7C,-0.04534598105261056,-0.006746836447401981,-0.017086121472605503,0.0004657111545009858,-0.03564685348886783,0.05188145172615632,-0.02790216279838266,0.0043925352760217085,0.002656377846305328,-0.029079912364006106,-0.027429654935652605,-0.013638404411510326,0.04986244316946367,-0.018644844994999975,0.0061425325790215365,-0.00011129886016963958
GDF7,-0.022552788121632004,-0.0021666268538930245,-0.016096608979528644,-0.02862314462673226,-0.014381617536197358,-0.006238921633934314,0.11064076252188099,-0.006817474027261431,0.0059243139896765435,,,,0.0813551613905407,0.03548538713821896,-0.01082269272241531,0.07523610458018012
PSPN,-0.04597982938418333,-0.022343421809048126,0.018920171511801545,-0.029143404188238183,0.023250446252090985,0.01262585194258419,0.02813119149663722,0.02306976325710614,-0.045452522304569046,-0.008237569467936972,0.13812564788361534,0.0547301653099272,0.023528042259270226,0.05391838586994139,0.06007890475312735,-0.05065410936441395
ANGPT1,0.055717696645002875,0.024804436394966014,-0.049974530251608744,-0.044927187314316254,-0.02667799832509713,0.05549829976907694,0.11006988857342832,0.0025474283950090663,-0.029243555735046802,-0.00501587410068889,-0.03712831385561908,0.06251421185047358,-0.0337423950712519,0.027304156985550037,-0.04672468519431693,0.044461540964130526
PNOC,0.19241796692113083,-0.01830441384387326,0.006792206819951229,0.006714699478889213,0.028921657153956157,0.05932985613928026,0.08604078836363609,-0.05046663882813891,0.02533808569146288,0.08947560373213158,,,-0.017337148680587305,,0.03721735733375688,0.05725173419982239
L1CAM,0.0629437299972586,-0.005241480424515334,-0.07577009417321345,0.007575071386776456,0.022090824374153745,0.019415095789297367,0.0237745229800403,-0.00981392213033057,0.032074392308366645,0.1255017109507798,-0.018119196698058785,0.022332911776701846,-0.07407858372928106,0.035211573744661086,0.057579527915036836,0.02008391888732593
APOA1,0.0613097182059662,-0.004376075619044184,0.03752024228436117,-0.024982357033717248,0.04360360457012503,0.007821107557408495,0.02562859040583734,-0.012164324305240625,0.03405503833418767,0.04897860212748266,0.01859657143514396,0.025178355080189372,0.009688103688988335,-0.027246811159190816,0.027624060383182755,-0.029137346492512785
PSEN1,0.07050356687280407,0.024101695057494932,0.020927706335133953,0.0366482010760544,-0.061124614651259804,0.06310073825244515,-0.010277529895924724,-0.009159982850612152,-0.03726500839434097,-0.06723302398433363,-0.01897962029842167,0.045188134724331266,0.0098100969779944,-0.009995980308586921,0.03760366281051636,-0.021615697773970648
CALM2,0.05331251275798754,0.01784802137676406,0.03423901366586708,0.01248139088019789,0.03437684027244556,0.011674523921643023,0.08408240323228165,0.03652985252685798,0.016529577102768634,0.1385981141630254,-0.04509619120446674,0.08765301807082297,0.10346524539457509,-0.00015812605977995713,-0.03745642136448509,-0.033152350177069766
CLEC2B,-0.05656551437328797,-0.0327943664029812,-0.018670693943419706,0.0029600028487632543,0.0021707616041286588,0.013565891347609035,-0.018226007774550017,-0.028791145249513244,-0.024810489927570553,-0.04231360528130834,0.014670190880664484,-0.023890665709981343,-0.03257278065221496,-0.04946559093901668,-0.04202669988591132,0.033202159031597
NTNG1,0.03089434976102612,-0.003425472781995463,-0.032863307972361075,0.058737630333844104,-0.008475489596816155,-0.05030675891170332,-0.014298950952886172,0.007853729096888045,-0.010247786670735492,-0.004767338766187761,-0.02919337347980911,0.025787940181486366,0.05739516091046156,0.08636183768967028,0.03303377940422136,0.028975046726981108
LRIG1,0.10735684220206955,0.0022720414772193468,-0.022545241512456016,0.01472844368906577,-0.06673490953255631,-0.011827506914752225,-0.03919055454976541,-0.019864284709755282,0.01458641500422052,-0.08816876618302516,-0.005027194035522719,0.06403961791149264,0.08255172631076756,-0.025461464272254323,0.017081231553394367,0.025479229025650856
CPAMD8,,0.04748964651452319,,0.13385343160240637,0.005080031010458426,0.0013490350630803215,-0.01986609390877234,0.013438266598270616,-0.006511557974693041,0.0018477204143485684,-0.012308226155890868,,-0.018315596972768192,-0.03960066438448853,,0.009642398348818288
GHRL,,-0.04529195515297582,-0.02041681010860566,-0.01938319834974723,-0.01233493740384671,-0.04073604986921247,-0.03483231024078844,-0.025566766191105303,-0.018029127279742846,0.02092288481396353,0.13368799816312382,,,-0.03972693772987842,-0.0273560921354245,-0.01628744720641644
NPY,0.06807057517401724,0.04772854198879798,0.06576873660712036,0.04145231511323671,0.001054052031934191,-0.009477814516945376,0.04748766523410654,0.005177486248949275,-0.020151336689129842,0.06170251060655308,,-0.014763388134901282,-0.05161013240753331,0.035342252469938024,-0.006307002115765479,0.05268844690994497
MMP2,0.09230162609099613,-0.032780424863169524,-0.007888814961213974,0.019249906877955986,0.0009538349414806054,-0.012433540072141676,-0.005114603364308118,-0.03224620638065854,-0.003236936466691113,-0.07751625877925576,0.01516338026427013,0.02854484626893554,-0.02483016111912868,0.11913945800550987,0.05931825513618372,-0.015308609979745643
LHB,,,,-0.016525368780270937,,,,,,,,,,,,
PPY,,0.019547451071841186,,-0.028765847370010422,,,-0.014518882658284075,,,,,0.011724044064204598,-0.06802603455476999,,0.01357400723614979,-0.003267816004518232
ALKAL2,0.0713455951558664,-0.0213932563831026,-0.012920165978530202,0.002247678093171589,0.06007089239747641,-0.0036882970072255475,-0.0020322724934916606,0.055623658089318316,-0.05404445976244286,-0.044511906199715165,,-0.04435527653849954,0.03649250070582693,-0.03484345319769765,0.028247823457210736,0.01770052633595706
CSF1,0.030768402902036238,-0.008393700539152234,-0.014590814912145783,0.058368684577361156,-0.00872810251325365,-0.034019818139706656,-0.03116723073807313,0.011710258920863494,-0.011849418475674814,-0.06271735552928447,-0.10827446908080832,0.005161208759281277,-0.023322585185544947,-0.007198011406902067,-0.0408278320468781,0.04673836162143131
SEMA4C,0.03220579112675997,-0.012288855993615799,-0.03554173103714818,-0.02371119675983219,0.01815936605711629,-0.01029056463671911,-0.0004894163103377133,-0.03186588507648159,-0.009684798104048395,-0.03619364797919054,-0.0032425930656184813,0.029401040123974632,-0.011107528208151717,0.05932464280534649,0.05512152142943226,-0.0309606729270978
ICAM2,-0.027195641261334995,-0.014841404612280779,0.002252474828162376,0.054839301056176785,-0.013924512509798145,-0.0034880816288196527,0.009600464333448824,-0.039632192779265274,-0.02982675336806524,0.01798830516602671,0.030217080565809858,0.026030134398384093,0.06708884976605838,-0.03520447409898043,-0.019175596243665903,0.07445281938321834
SYTL3,0.030609349084141937,0.04737962185863313,0.006356897979128688,0.02198790089145285,0.03929604014801815,-0.03083086366496918,-0.05286617714404414,0.0020492554992594075,-0.007948556256973752,-0.04231501833741483,0.04533788308485462,-0.04590737271471793,0.023459897173874335,-0.011800074251488666,0.004656947558607161,-0.010405356461038564
IL1A,0.03353309986610408,-0.025899710898028443,-0.025780437978019325,-0.005559354928540505,0.048838185213513435,-0.0061012502214228504,-0.023742065736999714,0.01582249789797709,-0.02502112091330688,0.0008625500432168282,-0.07867430779613198,-0.02238245180901403,-0.042955820631286314,-0.03819263245913478,-0.00018053917435197796,-0.02927719817682724
HLA-G,-0.0183153149588028,-0.026157999783574158,,-0.0007584275538673319,-0.009244102927210455,,,,,,-0.032975993225759094,-0.03763880075100572,-0.01742673929748187,,0.061294099974920344,
PGF,-0.04733988849238417,-0.013530261852427217,0.0759039633277592,0.006264930673045082,0.051375944532337695,2.5516563519243327e-05,-0.008456392585683927,-0.03303611071219037,-0.04055316264557824,-0.040534510318919484,0.08171822928640471,0.0015359254094778072,0.02774307141755336,-0.0291517171611272,0.06441689613415322,0.029281879554486977
LGALS8,0.1079218663422849,-0.023361521939465408,-0.016908342716322553,0.018074157677203818,0.013671793207817851,0.04551437162216463,-0.047231723693784464,0.005251624088367843,-0.008442011537899299,0.023974948847441842,0.030457736949771077,-0.020414661777044846,0.025429491611424503,-0.053335402920628834,-0.0012836735083733362,0.00035583482175128005
DKK3,0.08829648291836507,-0.003711660526082988,0.015115825045784806,-0.02497539301293579,0.07696723955225009,0.0031178877442488385,0.11193243201879095,-0.005047568244138888,0.002024115672040776,0.14683604868740727,-0.11634672199590049,0.058253951613492776,0.05245579980236838,0.054332115871184194,-0.036217313637044286,0.04444699291145458
COL16A1,0.02597668164707809,0.006068358647584567,0.04384103517057113,-0.0034768477452859488,-0.0023368915577993347,-0.031535712144460736,0.021455676142690516,-0.02994017683043478,0.015262698883082064,-0.08582218587364011,-0.08641462364637054,0.05603377382303882,0.053727171544699234,-0.031245798856351738,0.01129706269861523,0.008298153652101938
TPH1,0.04738940220493446,-0.019206615097743494,,0.00727798819022627,0.08456476957474829,-0.022770596962234713,0.05068601359732414,,,-0.016310182476629534,-0.0316043206756728,0.05694403400060316,-0.049656229226088075,0.016377637381960342,0.026149534959757102,-0.03846889515710572
TNC,0.05102104243744877,0.002793950940911708,0.013000512758715655,-0.005973203182483852,-0.04311120207418372,-0.022470463620875333,-0.08511891260659943,-0.007407323998310233,-0.05634068463945083,-0.12004700816284476,-0.03466998247742381,0.005115422969742367,-0.06525690066947241,-0.036280978617279726,0.02082964520706899,-0.0369680189356521
TNFSF9,-0.0014774182461950965,-0.03415352573484132,-0.021605462990317018,0.06389920553365336,0.049560055401325284,0.04770785029399276,-0.013575658239371654,0.007670598041758961,0.03197793083160817,-0.0022885442750476305,0.02728509139940113,0.00233099591445717,-0.0007447298601605021,-0.011550993364144434,-0.028999982799638967,-0.0027108331917132275
C4A,,,-0.012732244445056391,-0.004354807870608178,,,0.014190719202388452,,0.06285952261139667,-0.01433726998667676,,-0.018997038394575932,,-0.026907184744127344,-0.025556768636788463,
CNTN2,0.03813576248111012,-0.026260496179583676,0.009373749078150329,-0.03692569409136708,-0.07839703368740497,0.00547735844557549,-0.0034730130105572344,-0.01118401770317121,-0.008451139383865615,0.01619453861639969,-0.0002112152797582265,0.030391667947999856,0.08100926259159731,-0.02500651555450987,-0.02480043204057691,0.06337782328452184
F7,,-0.01873750056508586,,,-0.005763837601246689,0.0011585389733256013,,,,,,-0.023935171559193148,,,0.06433502320704032,0.06600003809763447
LUM,-0.03248317081656272,0.004624810114697764,-0.000838555819757229,0.001544827337063027,0.08883419170905309,-0.01251007146978242,-0.01839500875605063,-0.005773868881509618,0.027737637547056705,0.035491444889111115,0.01979610971113282,0.036072486669485246,0.010508657871093821,-0.011099991071884155,-0.02445031490771157,-0.06122469269924985
BTC,,-0.01699938143843689,-0.0037004210961149,0.004478715198266751,,,,-0.017870264089747283,-0.023709077806534883,,-0.03583637866113095,-0.017316255151120695,0.0012555166789389074,0.02187623873605875,-0.024473665578372526,0.0033938366722292774
APOC1,-0.07040646130605846,-0.030607309051018772,0.03607781616532343,0.010475164020236868,-0.01315620802541665,-0.005583618602483588,-0.02834451215010656,-0.048839796714653674,0.0028921152650885013,-0.05628978323541337,-0.05458533823673752,0.03249503948674189,0.05350422913276391,0.03446328013053393,-0.007202354832223505,-0.011464430934614727
PKM,0.0018819949036861516,-0.024102211601002725,0.027302272667800807,0.02388820409835184,0.01326111794174843,-0.08993816801483873,-0.03599366201460123,-0.0009124047008892525,-0.0025426884418929367,-0.09333481465217554,0.15236466232787954,-0.02342113728123176,-0.07981533990970892,0.06128162373393018,-0.017653092475389476,-0.014122483904630046
TNF,-0.01093874790575637,0.005347010435751172,-0.0049558913881668784,0.04504799082833625,-0.017609577511623054,-0.02811248920037474,0.05918890788285416,-0.0033654444792814405,0.14725375405005767,-0.03405749396885039,-0.04320869906777766,-0.01680713470176198,-0.01901833545810562,,,-0.017774864882041597
GNAS,0.0021804848225940765,0.052721156912546314,-0.009094750181587794,0.006703945197581476,0.11809447774017551,-0.013395952039663364,0.017556354832097863,0.03957789747085195,0.026334381010050957,-0.10415715802154604,-0.0627799801204265,-0.030556104312619962,-0.02530354210108507,-0.0358528932117725,0.04139670748454406,0.07457076127307101
BMP8B,-0.03148849949056175,-0.02411199836222872,0.012562953143846388,-0.0015506092497573462,-0.012033787709420892,-0.03275137648590623,-0.03135717543921259,-0.00029559017036669626,0.004461664229876345,0.013553248630425698,0.09159331065529908,0.03206829737041603,-0.029817681671799167,0.016843773713116225,-0.005238616637794812,-0.001847913178702757
LIPH,0.06696475627919601,-0.019206610369225025,,-0.012401376399157605,,,0.06660202736650377,,,,,-0.01706348249757375,0.037378767155523226,,-0.04016171153350915,-0.028343296085035087
CCL28,-0.022552768325061166,0.025950079347065728,,,-0.002557045830813536,,-0.021368449810914243,0.030741010199645032,-0.024164859522925988,0.06585955335320377,,,,-0.018599280661780127,,-0.026892586276809658
PTPN11,-0.02159758055940964,-0.0427787410545019,0.0030725511345389683,-0.0119936841611382,-0.02545456149152875,-0.0013578381828696759,0.004587248023205186,-0.030318650173348248,-0.019006664262915435,-0.04935971939078953,0.07149850198585622,-0.031856927943575516,-0.013493648284514478,0.02587232119778027,0.015468680427558345,-0.01391597837651681
ADAM12,0.12314404006578973,0.06218897287294466,0.006135070972555676,-0.03599019018233581,0.009289059884959728,0.022354616064823425,-0.06466416974447277,-0.007006071982055343,-0.028827362784193386,-0.0659625105720765,-0.0399422133431265,-0.0002490624832930164,0.0014010432891392206,-0.022806608351268715,0.023487153404232197,-0.006931685862485991
EPO,0.016756418802193074,0.0022032277508468538,,-0.025303786349892048,,,-0.01451888329203617,,,0.024410152788161357,-0.045071120016369405,-0.018531377772014468,0.053750033316810865,,-0.024195798054975338,
EDN3,-0.031125410078729,-0.03345700489626359,0.008969884587149231,-0.031499696883888297,0.0851538270586528,-0.009726672174379121,-0.02250355303369463,-0.012247922452042545,-0.028950543013884108,0.06660264864625343,,0.09677185184646511,0.024494114403581155,0.049756215378786973,-0.048556591099974726,0.041769175230567175
CCL22,,,-0.016096608589742843,,,,-0.010413698569916805,,,,,-0.0209735283050521,-0.02013857230901075,0.13261686896902447,-0.02123075948513181,
CCL2,0.03861201096492611,-0.03263290755293843,-0.014845867720115556,0.0199073809866915,-0.027558047555021722,-0.03750937918524947,-0.043010147391054764,0.042968572432627236,-0.03326723941865558,-0.043707630700345806,-0.0767927963887224,0.04457978006539609,-0.03247900611048204,0.03856335443461329,-0.008222338863702904,0.016314838006264765
DSCAM,0.0036077297236809273,-0.0021086710789580084,-0.0265615429907638,0.01799715276038598,0.018843244355733597,0.003336683165307253,0.023662616130280256,0.024618877813370483,0.01235968975305613,-0.02693832588411077,0.007610268622430727,-0.01796369928487463,0.07067472375698598,-0.009289377056417313,0.014293457025818631,0.022585642906695434
GPHA2,,-0.021406743194848993,,,,,,,,,,,,,,
ANG,0.008671462963773902,0.012451132173647052,-0.04843990114619485,-0.04798428182961922,-0.02489066379744905,-0.006334162278946382,-0.020301518347993028,-0.02248849868559119,0.02116590863532779,-0.04174500108249677,0.03104585839970896,0.025288514543105454,-0.029346655708822625,0.024675266074565536,0.03495983249737125,-0.042063323281085516
FBLN2,-0.0012088422769576434,0.058071985850175055,-0.00622327713348812,0.06033872500849006,0.13609608076266125,-0.012429956451627611,-0.032688201516664316,-0.06497048421892564,0.05469812682854431,0.06955171027548948,,0.04081400825658285,0.054332715252181085,-0.03355848333684742,-0.04072276182678476,-0.0015298722911567125
VTN,-0.029195913994353805,0.025776038617006374,,-0.03253697477260159,0.02968675294814059,-0.019518233221132882,0.022998523520659696,-0.03914421499357637,,-0.013552781649719833,-0.04778813093083705,-0.0009003702497675797,-0.015485265359030963,,0.057649996028499496,-0.028813360749356618
VEGFA,-0.03364798350487185,0.07654137746979864,0.028537608300485948,-0.014789326454985752,-0.009883543456735887,-0.010795728224643685,-0.09089627013696358,-0.04231342715760647,-0.057860023383348023,-0.12620468575151592,0.07777959278724028,-0.06276301196043427,-0.08994889325279443,-0.03690123857149898,0.025486381589534618,-0.06314585200907206
F10,,,-0.0004474686780078026,,-0.012573929930099837,-0.019007738663115777,0.07011968752748457,-0.037267268888473336,-0.026547292517412814,,-0.029689497806807238,,-0.010763410868531758,0.08048663959260144,-0.0033302378721181986,-0.023401511162539128
SERPINA1,0.0019355596535926831,-0.01813707247939299,0.0024196124505602204,0.01990516380708851,-0.04093541986881353,-0.014927143940804266,-0.04848340376672555,-0.0076076155406563485,-0.003583080629035331,-0.002214342428988857,0.04226201068214344,0.040120168305255124,-0.0860425141605998,-0.01792561624171145,-0.044724623571265706,0.03358167603078059
VWF,0.0237046548426592,0.0023664138063178705,-0.043341439482609816,0.04852174449448557,0.04957855906905569,-0.041459147279503145,-0.017961018703123752,-0.04205706696579568,-0.010491611219832536,0.029778783563610585,-0.02383451730340957,0.08072441084595736,0.013706048743823798,0.021942471355564326,0.01994791574503828,0.032868910751295805
GDNF,,0.03093816217992252,,0.12255168916495451,-0.005898224696836066,,,,,-0.016310183601650183,-0.04330773183365575,0.050289087252014864,-0.04828015999572476,,0.05544445758465746,
VASP,-0.049468026958300666,-0.04843219618473926,-0.009204228743471786,0.012842239253397432,0.023732729427956855,0.046337597661893104,-0.038882877611141224,0.04955883177706435,0.08150988546018517,-0.06082900887748618,-0.0881261616273358,-0.001356895360315059,-0.00962891922242465,-0.035186645676774465,0.038007143485684305,-0.03234381274820651
ADAM15,0.03701989007632619,-0.03551864731933587,-0.010474209833865019,-0.018943132006561832,0.0556080047294085,-0.018678740717400888,-0.03103494508236305,0.0392797358969168,0.014843329329585883,-0.10135694202583755,-0.05542538366278911,-0.009763447382638825,-0.025549127836591187,-0.02402485248075798,-0.02318602785933534,0.06736231980177605
WNT2,0.12937029904450204,-0.02267707507446376,,,0.04413073900733614,0.012597539192346909,,0.04736744920090261,-0.027368488551746496,0.00691743601939219,,-0.022986334453414862,-0.004520118509489096,,0.03595751550656064,-0.01830784039212286
CALCB,-0.027447374732982165,,0.046622045924056166,,-0.011864668262063147,0.09093872421750179,,,0.04022784793001012,,,0.06552687174531739,-0.011465422134609958,,0.02496994756023145,-0.027383282650259955
OLFM2,0.08557392553319389,-0.029171812016628534,0.028739143060870925,0.015116862081920934,0.09918690671734996,-0.05400485586653909,-0.016311249509266237,0.005050637290660732,-0.018056763893475842,0.06298830528883471,0.03725300359727401,0.025817531926453446,0.05567253237473005,0.01557315220752489,0.03318188792558321,0.02392417590148401
MFAP2,0.030853968230752288,0.014160454631998921,-0.02514918557604713,-0.010906765204192082,-0.009450557593551855,-0.010934921326939143,-0.030550187224564835,-0.00986824173398156,-0.021300082427629458,-0.028520233464937716,-0.02839904806465455,-0.03254359396275056,0.029286121645454428,-0.055614811231627606,-0.006673777604872542,0.0006781094881881503
HLA-C,0.12313550136207758,0.012109840666728594,0.07546302879399748,0.0021496825064872284,-0.06252402932726603,0.007313750080233195,0.051073307386989446,-0.12123783363453021,-0.04864746730989567,-0.11539645409622627,-0.025187368211450265,0.006497578063853021,-0.05986697984348756,0.030989431180526158,0.014669124971741892,-0.043052308829624505
THBS1,0.047767382862831866,-0.039736852085385625,-0.00015199546871724482,0.029399038316508076,0.00801319164200094,0.013454172159323444,-0.053053288900148335,0.029839002549038682,-0.058050409164985196,-0.026321035390457635,-0.053095275134289674,0.008958686408648496,-0.020895220995380808,0.06458243232162571,-0.0612986358721989,0.03733916328819186
HSPA4,-0.06650279386493589,0.010535210355610204,0.08349989607416064,0.004970308049238011,0.025420001689138005,-0.005617361173500619,0.013032715467465752,-0.0649998759310191,0.02824612148475851,0.0359831852760091,-0.017562268934222438,0.020545041517012846,-0.04030779823180201,0.08046042920305566,-0.05075566732000728,-0.01864480814277566
LMAN1,-0.06833518175186822,-0.029415591628864014,0.014520270854415915,0.019064238485941517,-0.00988388639350031,-0.046977650387158176,-0.048744213387018294,0.004203413777737871,0.029995908481409518,-0.08607424994012723,-0.010522773693181234,-0.013775833838863832,-0.08183542821382328,-0.005576655025717618,0.018026080138419078,-0.05071742245316896
LYPD3,,-0.02930043436182116,-0.014837723261298064,0.04328828692434824,0.05920250535637076,-0.032847530108647015,0.006733281558954635,-0.014355394982290876,-0.022047768724627798,,-0.04004595560676422,-0.027172410345304907,0.02951743738320937,,0.06124335810276296,-0.025887802213987496
APOE,0.0696930065792234,-0.0515178237335662,0.0563406335559823,-0.02541027011328314,-0.08941094782953017,0.0325942492591248,0.01933090778510101,-0.04840885393668804,-0.023149077752556806,0.05593683625797205,0.10260048409300082,0.014789832172167951,-0.026283124683828808,0.037823906392262165,-0.045270886612168715,0.060583997599420764
SOSTDC1,-0.033210265645058475,-0.04326742853240504,,,0.06514274848510228,-0.020168340415968086,0.036990233193430845,-0.03204531906439159,-0.004587967792452199,0.11616315401091733,,-0.03827447956566134,0.10254838427849318,,-0.052153054260135286,-0.007029287323512891
ANXA1,-0.03419041932401448,-0.01081301012742293,0.021577116030404728,0.06944685375253011,0.005471915156541094,-0.014810406730064328,-0.034555172985262145,0.02566868885199386,-0.01589739201521619,-0.05021886619533856,-0.01596224069135849,-0.04844125211559882,-0.005260684054972494,-0.027027584617534645,-0.06707008556912829,-0.015304704235169622
WNT2B,0.03355816015456451,-0.009507258496526857,0.04271744818493176,-0.03483687748485872,0.07351752864742159,0.03001659346294336,-0.03990988277847982,-0.025455139424846923,0.017178860491789932,-0.0267078490601492,0.06901928436875879,0.004101075732307931,0.006946194425123138,0.02448467978285687,-0.010081173907232463,0.01768493975361664
AMH,-0.03081954155888015,-0.006519761055722761,-0.019923703286917328,0.10313893447756428,-0.0010723598823112433,-0.005880862920995304,-0.020928235268290553,0.0024655341753010603,,-0.04743865876816688,0.014373617889646103,0.08061153536503678,-0.01845347999119115,-0.018599278289976488,0.006556913664075599,-0.002548753123246969
GDF10,0.19865816692039334,0.00951963703148484,-0.01669268137094915,,0.015307625534186383,-0.010433900993380665,0.25406690607444105,0.033632606978129025,0.022605838307493204,0.04707870661547935,-0.02868963859792503,0.04796568858888865,0.0035131265340414023,-0.023474377997373754,0.07783643598230722,-0.009920894368225555
