,UKF243,UKF248,UKF255,UKF259,UKF266,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.023222022714551458,,,,,,,,-0.019296712679259323,,0.04837768524863114,
BMP1,0.09666794084151162,0.19677272949112462,0.07818681461744478,0.07922211608431017,0.10360336886721176,0.10711659150436972,0.04836831139509369,0.17678550412699703,0.14528880113397288,0.004160252839366429,0.08588399684083349,0.07962508114992259,0.056212671774574265,0.06258186630570471,0.1626914991355547,0.3577258322450102,0.1911279450821829
NDP,0.06330404917501013,0.044544352398948335,-0.0425637982781105,0.04242253129627632,0.04632985598308787,0.06798307734068634,-0.029660356274126803,0.17839108310325705,0.13478397441877518,-0.04165482730392004,-0.0411618795815031,-0.003163143615722067,0.009251637143521892,0.0724795512918189,-0.015405522778447199,-0.11502638560835338,-0.05515361489722175
TNFSF18,-0.024816092556367714,0.01898329902156744,,,-0.014130676271838723,0.08913404622447786,,0.17147757613569709,,-0.003393779053065694,,,,-0.019900359179139196,,0.06368251717908309,0.04086491151961684
IL36G,,,,,,,0.13134631861366708,,,,,,,,,,
RTN4,0.01441315583500878,-0.025887738940501576,-0.038453808557395004,-0.04272501631851228,-0.0960051810528869,-0.13679638575959954,-0.036820733221205194,-0.05283426028963119,-0.15789549481180917,-0.00833095264976503,0.007590306008365159,0.02868673227982704,0.011677966018659858,-0.06825964041199001,-0.04865115708759764,0.0003372531958271571,-0.02964112971108373
HEBP1,-0.007247889174170839,0.02494569338098209,0.047174140746279396,-0.04051690171061949,0.01281350216459662,0.05114359166744117,0.029667219889673666,0.06845101647158683,0.10379535282990543,0.10102109502380237,-0.023801513668209207,0.09977659604230538,0.029951278330308258,0.005167397203380435,0.01599497470042513,0.022397810802689083,-0.003586266608833334
WNT7B,0.09122918499552375,0.019844934768370646,-0.021447273696676233,-0.03980368179767228,0.026904904701643667,-0.03782987171611553,-0.015116034573743229,0.1132473777039119,0.019348462425177418,,0.0036980121514623033,-0.014611663936530786,-0.009452843273681077,0.07971063985535608,-0.038841475354364975,0.11081340338827012,0.019803033875610897
PTMA,-0.06121137467716125,0.07098395407006297,-0.10585995436623029,0.044978657671626766,0.11544766064625132,-0.07333100425286529,0.04552255419691325,0.14881430479168264,0.0721992986065471,0.03578913624617254,0.0015558136911185902,0.04286565441162164,-0.0010373709392002331,-0.0954019834703133,0.0014828845420353691,0.2703191418475781,0.06852325306275496
FASLG,,,,,,,,,,,,,,,,0.12894359442771786,
CEACAM1,,0.004446266827952792,,0.018541868945663755,,0.031591712136283104,,,0.07753165253424624,0.008851548586432842,-0.04655287607324933,-0.020854055159713076,-0.040369637538111326,0.07647477013437692,-0.018524969351570636,0.019115187345149325,
PDAP1,-0.02672494263458235,-0.01403995122242417,-0.028456985527352954,-0.012609599936301613,0.05074228525347036,0.09311230621754903,0.0026584309949837987,0.08673016955796908,0.027365293179303578,0.0649263363431421,0.046017362885140564,0.000849676419576872,-0.01619870172694257,-0.006649947764030583,0.006498897300640503,-0.08121999177343785,0.05578034559661955
QDPR,0.10018017320795024,-0.08121703394199299,-0.05620629069254437,-0.03600500635763754,-0.013879770427237629,-0.14217488364766323,-0.0495709431477596,-0.16105669219039806,0.0503186635858217,0.07886058747513852,-0.11037099141694862,0.0652872220847255,0.051051659690812184,-0.12338344275754154,-0.06791807703284908,-0.015561296773259499,-0.06930846597230245
POMC,0.08349904273107533,0.04344129471219077,,-0.02865705389451203,0.062432708827089775,0.038306945816634366,-0.0065092344642377325,0.10227551408691155,-0.024006127622745496,0.09421242212739338,0.05958122401150484,0.049710475195694624,0.06835941490616594,0.017891000748877048,-0.01095669855913349,0.04466095006639686,-0.040201065363537174
CCL18,-0.033280420602105974,-0.056408803031677446,,,,,,,-0.00225499829804544,,-0.03300675453863858,-0.054067992644678924,-0.0396286224160767,,-0.024318373933451147,,
CCL17,,,,0.019199313119291014,,,-0.012563675042489455,,,,,-0.03976242005214176,-0.04310928957056857,0.05287251325487343,,0.014550560115973183,
VEGFD,0.07205428693980515,0.017267025292008673,,-0.029679959204317534,,0.010060542192822508,-0.013464879681973988,,-0.037827957397643934,-0.07411390306381961,,,-0.040369637538111326,-0.008371177944711847,,,
TNFSF13,,0.055734028589404724,,-0.01837571129028323,0.0938248311564405,,,,,,,0.11457618391393518,0.07285582835222255,0.009233345401183476,0.00944999995834059,0.1055087032820812,0.010287795449930356
WNT5A,-0.05046377556276975,0.02025658994881397,0.0252761255352443,-0.02409602447511744,0.04570716440891616,0.11132240617723928,0.06996056072871405,0.11706360265192885,-0.045593626232772175,-0.051773795303003356,-0.003373777732060539,-0.016916232747782242,0.03231828716735519,-0.0334484185645462,0.08349384120767483,0.1376647066888956,0.0928203310349074
CXCL8,-0.07691527869465703,-0.051342974685817284,0.07471123773001341,0.09355437680561489,-0.0009563989457589677,-0.03583410532333123,0.061207487434689074,,-0.09649342474711407,0.1326833151207859,0.011340489944191928,-0.16178871402158976,-0.18335240142872916,-0.03612152753187082,-0.08921434979092624,0.007954259307602608,-0.06401435697381275
GRN,0.019550049971848282,0.18080707879052238,0.023886039596111994,0.04707597664247313,0.009312598352123329,0.13936741857796364,0.00205239917939525,0.09645400061842056,0.08646924596975639,0.09316910209741239,0.0942272677513749,0.07270458740509633,0.05105576353816667,0.0259612334803897,0.1051657821005702,0.2535753372322268,0.11076903568580646
MIA,0.04690191791895575,0.013293489702071254,0.1443850689918209,0.03763824500538443,0.049738741203015684,7.320563918431512e-05,0.07367784966225098,0.12238475016053597,-0.05931503793548816,0.15872615148665242,0.053559367172523346,0.041339964353959556,0.051203208803151164,0.0271710322531305,-0.028057095355320937,0.029268840903922937,0.025233565178601466
COL4A4,0.13523833750362685,-0.026640196861240185,0.04214503457200558,0.03618296241000033,-0.013038568022704318,0.04703677286996442,-0.017888230829369873,,,-0.0481443585673308,0.06264408765616213,-0.04026004963199091,0.011500871997600266,0.04323340707256401,0.07938406470315676,0.038717665027158246,-0.03133862690304185
TAC1,0.0622941394990268,-0.028186277462288037,0.005537181695011349,-0.05779987572553013,-0.009486304140887365,-0.08084121547864932,-0.03170168871892075,,,,,,,,-0.05382553660179482,-0.004432834084794002,0.05700574716995807
RARRES2,0.055379208586134834,-0.08908958689801519,-0.06976497811749482,-0.05132334546264187,-0.0031597128410787425,0.1607522081951403,0.03898928053114526,-0.03746500100427781,-0.022091243419961805,-0.0815892129289602,0.05404654685023822,-0.09847376134901606,-0.09216913575578597,0.012668183348035947,0.03178743388189349,-0.10102113731911558,-0.08880190384297722
FGF7,0.007637027494864725,,0.07135641942402406,-0.021689170300165435,0.05388355228184542,0.05880265820210749,-0.04087417798369497,0.09293772954543605,-0.005876482679956452,-0.04488155311999063,0.010732158954155488,0.0381119844124597,0.0026735935946850947,-0.020752208370219627,-0.009040034836180598,-0.010634117091098811,0.03401369523819927
EFNA2,,,,,,,,,,,,,-0.03836863881960623,,,,
HBEGF,0.059120513018899534,0.20697646784709303,0.10903074833150612,0.014895043441634823,0.13539490249522637,0.06928583919716841,-0.0007973460056384399,0.1726119314339234,0.015566312066960523,0.131059517810423,0.07689604931770513,-0.004646353558271582,0.010950092177556247,0.014341712700541475,0.058857561336612386,0.13470171862871233,0.11708644377219447
CSF3,-0.03774755333353442,,0.09854889195265712,0.013929874196621705,,0.07100502653353123,,,,,,-0.07517994622136764,-0.10814345046113612,,-0.0028705302098038805,-0.058274822820497,-0.03599444106795666
PI3,-0.04471760587584257,0.014484907833406665,-0.009116821495674186,-0.04330086149226818,,0.030481474488010835,,,-0.018143462535081596,,,-0.11377483609467431,-0.11450110510687042,-0.021616789474614696,-0.07976582041145766,-0.03650971642939141,-0.028052209014197117
PCSK1N,0.10853387796468676,-0.06801581202390881,0.027166327905718934,-0.014371195718502625,-0.08091651641104965,-0.08156613174562138,-0.048110731381961834,-0.009168057528075512,-0.02116865305658494,0.04913636745432402,0.005826510301830452,-0.033589006414855224,0.06779203294469587,0.002728495828166021,-0.037203077221841345,-0.13860768813943875,0.016004204084476194
NTS,,,,,0.07505066291678483,-0.004561039664641525,,,,,,-0.010649019225662769,0.002520351620171915,,0.039499472713645956,-0.03791510539563371,
SFRP1,0.1288618390324818,0.03161643286381824,,-0.023244474651631566,0.012261025736216274,0.0004292898965396019,0.027715445120445246,-0.017537853190865663,0.01943763781624628,0.04219393051560093,-0.060843069657690284,-0.02499278140709734,0.0627528197688119,0.009392740951514515,-0.024818616059831464,0.11001564956377696,0.045909401158476734
CXCL13,,,-0.035508571187858044,,,,,,,,,-0.023712095221586668,-0.07550791939763012,,-0.06181473097259226,,0.08527597428745859
MICA,0.031486214447166185,0.13712280247530217,-0.002157714827097136,0.004752376436013025,0.02094530692921944,0.10037250742516378,0.04870814161423287,0.16906680327927187,0.036603195214211744,-0.015653993917953798,0.09693065001029938,0.08709427448809907,0.052067566719690976,0.06495020766713266,0.03622581751934246,0.13721570256511625,0.0769047380233163
TG,0.04498626343802849,-0.012539671635412595,,0.011634769767379321,-0.01837256293227795,0.12172664692639745,0.06902475711230982,0.05000212181363325,0.016284549600053416,-0.016577482223533987,-0.009977179521938712,-0.03452449088968445,0.05608312171356367,,0.0050939235814176365,0.05867674502972453,-0.0061348185723642205
ADA,-0.044499414296591606,0.12027495694857045,0.035502182896656055,0.09540532194129524,0.0807255082853081,0.07078687740316046,0.06400573345789022,0.025480395018929878,0.21832951284585683,0.16416552138110402,0.029328958964888453,0.16804972154406958,0.07569597365866743,0.0963461402114728,0.19453505979644797,0.2839983254220577,0.05421511804897951
LAMC3,0.014491099728344082,0.23071901601170536,0.05014228027307343,0.09084552955242055,0.19090585226959841,0.1748687563105342,-0.010886644242565538,0.1864055696843105,0.3077532245650142,0.032966786384729364,0.1306023224914973,0.15204572340844608,0.15537356831498955,0.014818676793170548,0.19190827908173788,0.2859744328238429,0.17537285430590888
CCL7,,-0.02579661943234006,,-0.018136032360720845,,,,,,,,0.0010354344462514516,,,,-0.0009713703966252968,-0.040305677232759234
NGF,-0.02174743850621631,0.06624950622917553,,0.03773192919455318,-0.01753235287154154,,,,,-0.03593914380305333,-0.03515202004832078,0.033908731066020666,0.06042970828314731,,0.07693013245659076,0.027055400600984717,0.0688491465143078
TNFSF15,0.058789947945626,,,0.06581407931050307,0.13719486808019504,,,0.031623776136886855,,0.028034761419621256,0.029110090094675495,0.014069036828228725,,,-0.027774498390190534,0.16719085866673364,0.09233378134822257
HMGB1,0.10261152472829596,-0.0058001013804268075,-0.0022340667975621355,-0.053356434998667934,0.10066758469564108,0.09559681468782157,-0.057733577133854456,0.016374873799652898,0.06266199275251869,0.002982751734004408,0.026154526408483363,0.024868876295360852,0.04497248283086622,0.009891234846865096,-0.013654037056461262,-0.15912281563181907,-0.010874586733719327
ITGB3BP,-0.07731455786614107,0.034881838079774914,-0.04609468045197277,-0.041723117277284796,0.13333641732055904,0.08334153629053878,0.039850772890780074,0.08496418961969161,-0.021408641066383096,0.09728731148693448,0.027597327034423386,-0.026424328484415543,0.03514570870707745,0.023425508507268204,-0.010511318756882044,0.04924208028110199,0.0025818145237507654
AANAT,0.06597648295536732,-0.023040950474340738,,-0.018375713251487923,,-0.021838424160304792,0.12235716740727207,,-0.0526578230056162,,-0.034377918433760715,-0.05228136953581649,0.038007086019364394,-0.015642956324518106,,0.04848006128392383,-0.033282035986798054
RELN,-0.006502287371543742,-0.032803678198041836,0.055319831548267064,-0.031896123054713746,-0.02807803284393674,-0.06408078851130766,-0.018657690592845277,,,0.04321040212498086,,,,0.041542188894684175,0.01123586869826858,,0.02998854667853788
IL15,0.0227951347648718,-0.02643876813750768,,-0.022925146194740613,-0.015147762984938303,0.08563867047243004,-0.015630349204753258,0.038879761035172974,0.023347188695115532,0.07450694109821339,0.007249810709583457,0.10809411641691052,0.06429898176182276,-0.03919072479016702,0.023018753999078434,0.0825782061762248,0.01406041724592205
UTS2,,,,,,0.014360031404048625,,0.04867769389964568,0.0655924579541044,,,-0.03484875739616369,,,,,
BSG,-0.04221061854230527,0.05147178193674625,-0.10188485841519267,0.0002500434522651349,0.06915636605480942,0.004402705459239746,0.10521474755985333,0.14580147264752782,-0.05644000291185116,0.030008178051913522,0.059547340400798454,-0.07519986208561552,-0.021350877441582046,0.12962565643266635,0.06169864515700134,0.07555230256932628,0.10885377657625052
ADAMTS3,-0.040565975717367475,0.035217007274477234,,-0.02352331978656159,-0.009334736912897466,0.10919293352276564,0.012594614852882415,0.19019602757722956,0.042909948257179295,,0.04424393708872555,0.06467093740811088,0.056021716489612426,0.04287019830889984,-0.01142835043641838,0.05000554396817074,0.006193825432503213
CD34,0.08141172823464876,0.20333661063060085,0.11127156229035404,0.03842805148231872,0.136543165122345,0.1141275896645192,-0.03619738446670034,0.18810523199846352,0.24654752018247583,0.06357167994792466,0.1490285038953939,0.17444385459605077,0.18353001631677884,0.024731646493101982,0.15698454290463487,0.2727947695173101,0.15191177946963177
CCL23,,,,,,0.070062435108713,,0.07115532286059344,,,,,,,,,
