,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CXCL8,,-0.14834377502185708,-0.04882315406778311,-0.03226185504010145,0.003482850440386842,0.020871372479922344,0.029300831719277026,0.0520184975057016,0.040080809056898946,0.02696864367105255,0.0006514148880513278,-0.034991482548438285,-0.038075154916163985,,-0.042663948003020445,-0.028151774009072907,-0.05040025723951768,0.019178863352385944,-0.0039213564299190205,-0.03534789484800498,-0.040465250780790885,0.09651156695983863
GRN,-0.10360827458017198,0.020412724620360683,0.07027883881434407,0.04398999786121657,0.012418616786472329,0.05810019082609351,-0.04968833847904627,0.10652315242980871,-0.0006142527866004096,0.004970324581348182,-0.00733665335492106,-0.05127182113888882,-0.0012532150797553774,-0.07035685417618846,-0.047918734061090144,0.015879422923031933,0.020709720505034227,0.041661123095807835,0.008676300207486935,0.024964933578686524,0.007894079244264841,0.03925725350924914
MIA,0.08570162315049679,0.08937057085898875,-0.026418497183685132,-0.009809980973479732,0.01905434316946152,0.01910731684429725,-0.028521701913644473,0.06191976738116966,0.027456522374489492,0.0030576600702247755,,-0.02007832738871194,-0.017343633471334285,-0.07677394194349361,0.02554926242329154,0.10739348828013674,0.08613462668449168,0.074051045734738,0.007117220087330704,0.009656727905227858,0.02103521344714684,
COL4A4,-0.004688436973384566,0.057156164581856315,-0.015972924486813544,0.006474864451717314,-0.022169668451860157,-0.05263769713529229,0.00906050918929003,-0.027779219326289545,-0.013864226598067604,-9.740796009168624e-05,,,-0.016823967900359157,,-0.030636601670164007,-0.024229969959310385,0.06494117105987088,-0.013075410761767468,0.076438277765896,0.04468993761581104,0.0925530781312386,
TAC1,0.009277627341261982,-0.0011130363892721327,-0.0006030949708646384,0.03529724026093831,-0.018042706783817804,0.08022265051166375,0.06577311240418716,-0.07885519518752473,-0.04927269609183444,-0.05215432733432927,0.046644764322418646,,0.09326452875322114,,,,,,-0.00787144302676656,0.020888088288027552,0.04848767766072409,0.08027277538980533
RARRES2,0.0975588493237411,0.042940299930009605,-0.01989470383540521,-0.03654683911594795,0.03319420299608324,-0.07597286950281237,0.017834330164485997,0.1032607491656125,0.004925536241596971,0.035511359099780086,0.030003693782322365,0.0014295165258892482,-0.04137957339644547,0.06086994027638253,-0.04469817475581672,0.03556263107291284,-0.023308370418187264,-0.08371381053975764,-0.026098789705243892,0.01122078255845705,0.04003162343729254,-0.01909111004643905
FGF7,0.04492309875015419,0.004050875034959218,,-0.03888912208183913,-0.006567177517008544,-0.009777060156966284,-0.015236204573550937,0.1283874863948845,-0.02277034735365828,-0.003685191458893341,0.04115499362850258,0.08606294546869335,0.045406623401245925,-0.039028474835782416,0.028754861714689998,0.07861152984897116,-0.038719570628109864,-0.05842978330446518,-0.030346663005923338,0.0656717157928087,-0.04009377578745851,0.010515985772975564
EFNA2,,,,,,,,,,,,,,,,,-0.02261394269709777,,,,,
HBEGF,0.060981871094807655,0.10231148091459473,0.10199128401833171,-0.007440413758370916,0.025441431409235254,0.0325861275220868,-0.049665633542277765,0.004459180618344691,0.0015485593588420445,0.03979326289630599,0.010678389620786197,-0.060202434611804564,0.013196790454442366,-0.10854253972976304,0.06660349137468712,-0.06383945219288732,-0.026087880747466884,0.023111858574035596,0.009308700143491284,0.038247819123713424,0.058846160983927726,-0.01026310465663782
CSF3,,0.07730619826274537,,,-0.04936179785568843,-0.020800308885877524,,-0.029389879363637815,,,,-0.02224203704229776,,,,0.010999272685881021,-0.07553989002853424,,-0.031924908727607636,-0.018238560644367612,0.0005867752241047542,
PI3,,-0.07630922074948165,-0.03119639246722488,,-0.012285792095760058,0.020291512819541047,,-0.03309339206787679,,,,,,,,-0.05847339940433063,-0.042152533107491987,0.008548159482702218,-0.040307872571191665,0.00622587246162925,-0.010566516836552228,
PCSK1N,0.038510133440597005,0.09476619120787956,-0.020126441881530177,-0.01394087402453704,0.026112247509527634,-0.04655559305663675,0.042119659340744145,0.012142906975128492,-0.012324835381866213,-0.11851098576153386,0.029626139184540837,-0.043642812907181396,0.06074400717222752,0.02084355651505336,0.05817065422312517,0.066295598899425,0.02642237933398633,0.042986238230190904,0.006928801933606236,0.02331734342768887,-0.05331395578552991,0.11249677771892751
NTS,,,,,,0.018087438611064443,-0.018321210076402784,-0.013211166503766707,0.018182604167314396,0.02406846195230588,-0.0009121428990560985,,,,,-0.0545934125466473,0.05070544421710294,,0.014636974678384504,0.01154278610215561,,
SFRP1,-0.05303823930704646,0.019057794326730215,-0.0033707019378883107,0.005883334829678825,0.06130051470389002,-0.001907296081025652,0.003854519022413722,0.004150332722357537,0.10192781635899403,-0.04016841834150137,-0.01941453660032705,-0.048129122975977365,0.01766745389919377,-0.013730692210867639,0.09554490111791418,0.007765934715151269,0.05662901212924338,0.013743573349531297,-0.03802418388244984,-0.012204878389404844,0.05431280733504035,0.05376135147177427
CXCL13,,,,0.0070375082511984,,0.016498076450465193,,,,,,-0.0005557818859581304,,,,0.04155010793839767,-0.04360612820630953,,0.03723093401045057,,0.00435372894894408,
MICA,-0.02148460716715792,0.06703927606107271,0.0558821066425766,0.04042950981856451,-0.005567229728036033,0.041250649984163994,-0.018016004739591286,0.0964438297096033,0.03795129664307996,0.03913418428354397,0.029645790461316542,0.019581618867274626,-0.03669544930523508,-0.056183456786233765,-0.019481400340434517,0.038164823545232464,0.011639541989894383,0.05371795398950689,-0.04313964435928961,0.18605475395353444,0.05020671594269056,-0.056167362298732364
TG,0.01794793559362516,0.09160587146705601,-0.0008450497667713104,0.00588623003686854,-0.04312683143821712,0.009305695189486074,-0.021147506142356737,0.06476407300176279,0.13192298745444084,0.07114662940421528,,-0.031600426434498,0.05673579376778323,-0.03641070917420091,-0.03945508102980674,-0.031094827685971438,0.026693661256581753,,-0.02627469045951118,0.09037777717429607,0.028148550138398582,
ADA,0.049885917188804196,-0.023034558368722757,0.14447685705017013,0.01719639890060438,0.0027637549209054376,0.015391500427688077,0.048319592452549145,0.0816478544878784,-0.00025870832268445903,0.0035993152767436263,0.04499035120051655,-0.09056674954156535,0.006449102138635634,0.019385558992475536,0.0038886464940318015,0.007667697405885832,0.0018165793636330013,-0.0116874270049731,-0.017241944693222454,0.08207762909411037,0.07531398136204234,-0.009396641904549677
LAMC3,0.07969107177855296,-0.06491754565133988,0.16532980218690452,0.032039043547760056,0.03662622299896305,0.11214696368282885,-0.04810197392176109,0.07820839933731485,0.020798132440885103,0.03755141027607685,0.03609859576759575,-0.05507836388997067,-0.015297709905696347,0.05639997070848002,0.06867142069096471,0.0943137019210136,-0.015930614316041924,0.0957068872634276,0.03964929384259288,0.08668254141580163,-0.022393253054601592,-0.06723654480328256
CCL7,,,-0.018861925626237334,,-0.03118063022482851,0.04395228236061274,,,,,,,,,,0.016244894032035346,,,,-0.029894333999728847,-0.023861932676529484,
NGF,,-0.03711133575250621,0.01176346427171132,,-0.043625578551710176,-0.013982790693442179,-0.020180392980965592,,,,-0.013050665677876792,-0.04643843045923299,,,0.0411419249664375,-0.018785560702457158,0.05231386382795658,,-0.04745424456009768,0.06679392791788012,0.05303735072406657,
TNFSF15,,0.03383385140540787,,,-0.03472115678043553,-0.019370330024260928,0.05121749964611564,,,,,-0.014164166370129525,,-0.03356145675245826,0.005652530813091729,0.08559241697102345,,,-0.019824820236786996,0.005539270225908105,0.005562420783980327,
HMGB1,0.03470770871587898,0.09326547548423578,-0.013133416939253025,0.03580434877785366,0.05244789769987862,-0.03788006655558986,0.014953791868355104,0.12397234724047261,-0.015756247090711512,0.011303944007871006,0.019209333172691714,-0.06431782217906341,-0.057594715717910916,8.340599406704913e-05,-0.013662674043404575,-0.06013622891276979,-0.05037818686202834,-0.022151947652084426,0.009302550222269517,-0.02819416100528728,0.006704594364791739,0.06540234957752349
ITGB3BP,0.09969932969890871,-0.027083318456764344,-0.019948760870650825,-0.017861504676052384,0.0015091281647826526,-0.03185916116421318,-0.03684849049168738,0.11081531080739207,0.029060427473871782,-0.021917173388174498,0.010262257823080883,-0.002818050014774096,-0.0712282673742003,0.048798482218038626,0.005263366518096583,0.014374207760691232,-0.04692505579613687,0.06590225569509846,-0.0028660577553740515,0.03045633125987842,-0.0110060287443226,-0.0184565571352675
AANAT,,-0.057332277076759856,-0.015040263951522168,,-0.012844892467483406,0.024086573678469492,,0.018487872885590628,-0.012031462907555064,0.0004924248098891668,0.020351746641180262,,0.00510108358570295,,-0.02523846442094021,-0.030769400050125868,0.049308279643291535,0.017769171300018732,,0.06113828694815463,-0.009914290844217978,
RELN,-0.0107553600012867,-0.05498785001999576,-0.059079362412699274,-0.03587938593478366,0.03399239412359125,-0.052544231592925796,0.056602981021657665,-0.015090160062979554,-0.026489397553330244,0.007761526084038458,-0.01898193688666243,,0.061901375473049636,,,,,0.005494305850556008,-0.008326954966657174,,0.09229494565367467,0.07766771925219025
IL15,0.0760739463640608,-0.02731065727385734,-0.030690907232947245,0.0072084214787706555,0.04302534462506707,-0.05395950923968275,-0.017435640958081033,0.06396959827911496,-0.03412645569711191,-0.07467393963126956,0.06475288685176427,0.016040650301625423,-0.014700419275696265,0.019147046835991985,0.043204892436801694,0.12775366371685332,-0.002312826119173099,0.05971653486828031,0.006970454240289596,0.02577172817828172,0.08923589742038927,
UTS2,,,,,,,,0.08429055811263299,,,,,,0.01672884156621469,,0.042152227014568694,,,,,,
BSG,0.1371637764078202,0.017924783161517875,0.060416506015376396,-0.011099864396764293,-0.013695675630062184,0.012345159211172041,-0.02835124502928606,-0.006636940934457473,-0.040796795170023936,0.014948081535549173,0.055637509692794865,-0.013118259989921261,0.004042472658075427,-0.08160829689087098,-0.02975689743581215,0.025463460796901132,0.00261170806537387,0.11420095642491056,0.03175007392593358,0.05726916122409649,-0.0032927445746956194,0.058844994162084156
ADAMTS3,0.05988324350618144,0.028153897267294746,0.08288517149958434,-0.013340841038823771,0.012515970212590702,-0.05156837255048988,-0.028083773672080158,0.12752882454453854,-0.0027118193240023253,0.0021676126065605828,0.05026319414832516,0.047078548724525576,0.10338773569331439,-0.05769825868806047,0.015753223448387057,0.107213507890651,0.08808725873895283,0.02381582657849242,0.07948498806676421,0.029572989578983664,0.11504223226337125,
CD34,0.008178133740775053,0.0618211616483013,0.14941493479256643,0.052372896390206536,0.024073276041209977,0.06084850517658867,-0.02434716476384703,0.049437526296230966,-0.05190839321853159,-0.050289206781339586,-0.017978938858995718,-0.061480921169701976,-0.022245218162622434,0.08684014231133504,0.01659899756824082,0.021583676061785653,0.02126284853700203,0.08643242789497203,0.032021671062901665,0.07594968059531924,0.0425912517261714,-0.02401719623107259
CCL23,,,,,,,,0.12499704889621044,,,,,,-0.03166890988958039,,,,,,,,
PLAT,0.10368145793746117,0.043399162016144584,0.1189867924475725,0.05994156100792436,-0.0074898388995189085,0.1052018948447262,-0.02275468439015012,0.16460405431089536,0.05100791473530632,0.016020597993496727,-0.0008725129121579262,0.03058433310602687,-0.07797887188357638,0.027458777302444042,0.04820183615320706,0.03213234303921227,0.03773380269293885,0.03464691925710524,-0.04684435044493391,0.014734464815017341,-0.025355197496560487,0.0004975679092908887
NTF3,,,,,,,,,,-0.01987829241404352,,-0.03017051443377158,,,,0.07748663912292597,0.045044030369815566,,0.05102456302879987,,,
LTA,,,,-0.024055903039166243,-0.0026309549225381214,,,,-0.011587552654506499,,,,-0.014700421090322878,,,,,,,0.009847063138092893,,
CKLF,-0.03800199600251848,0.09600808522754284,0.050422988200370375,0.056884809538676126,0.006194644858457175,-0.0035559120284313775,-0.05661910755441179,0.1418217015276713,0.0066433158866686355,0.012209696285628737,0.007123661465884863,0.017834495321696266,-0.05850231074244715,0.0008479853033710482,0.018734513517996328,0.022452203617037626,0.06632819815901556,-0.007491927269089863,0.025017202712832528,0.011667654271455346,0.007208238543121938,0.1611403673248725
APELA,,,,,,,,,,,,-0.026110881584802834,,,,,,,,,,
CD24,0.05672971165605834,0.016396101614978627,0.021515529940866526,-0.01556784695432408,0.07774578038281954,0.003002072120520376,0.014444096947514393,0.011704938521843728,0.03420453147521077,0.10686647476632592,0.04187527332631735,0.00386273638351676,0.02675405817241529,0.006090061815871819,-0.0037181586984279306,0.04376231822529162,0.06788873799780828,0.02777100527626401,0.012488022102792403,0.05828363076327362,0.0378307700788366,0.07856903493632389
HSP90AA1,-0.07684188334868579,-0.10822555092991779,-0.050746384123036295,0.021303711849625793,0.06028515748615725,0.05837082779175332,0.034941975306539017,-0.10903737176528565,0.04264843429049794,-0.07617142334105559,0.015693483905728906,0.04285510159727831,0.07894154516464595,-0.00942772047941617,-0.0009927310148695747,-0.0826036668678481,-0.08288031987993362,0.05558655479205585,-0.008666172946744707,-0.002985102372356018,-0.05226548854607432,0.0018015716846708067
BMP4,0.13912614469031714,0.00451349346305301,0.1183199329409639,0.0809930059461957,-0.03785342776969793,0.043241827943378164,-0.002604710644470583,-0.03657307231903185,0.024189103351448634,0.0752107013171579,-0.02483116024239811,-0.04404760595987435,-0.012526277093501579,-0.04680356825259339,0.04722076121329882,0.0011132400857909184,0.01538213417252979,0.03810440066323616,-0.012540741994815773,0.1281098691741064,0.03279731593469843,
SCGB3A1,,,-0.01886192374006997,,,-0.02078535187075713,-0.022256904055204266,,,-0.0040758264411853385,-0.05142829858515939,-0.029653871398842204,0.0552706258543556,-0.03908197896402005,,0.04487512513381031,0.06688098701542225,,-0.013003031861110978,0.0611700580421895,0.012236246990877922,
IGFBP4,0.031851293062219274,0.050101608094059835,0.12070550676896664,0.007999047378875516,-0.0035409139129947906,0.004340690826313863,0.02778736948739926,0.07997775077662278,0.020745996147253372,0.018883126339271347,0.026780970891380283,-0.007363930536631938,-0.07709564379310843,0.00707350267860053,0.018252280636837467,0.03196456531001874,0.023113548542018362,0.08395084292422235,-0.015404414320761343,0.11245933404757148,-0.012806975770113534,-0.06104560470616758
RSPO4,,0.09708502009472576,,-0.03005268893027342,0.0541249436215293,0.05078721455238103,,,-0.013477029169440952,0.013056362853240489,,,-0.002973077165241383,,,,,,0.03873904907349022,0.07287104523335759,0.0036376727496124574,
LEFTY2,-0.05678558067179657,0.021731855743365894,0.12442937699702306,-0.010401430630716834,0.042607042515477145,-0.03723568365753928,-0.04997811668127642,0.1647293303470652,0.019579836368032906,-0.011936827934651393,-0.028086285267041124,-0.016015279296498097,-0.01814750566707626,-0.05716103462175261,0.12676439290419164,0.06174304494300092,0.005786828382929386,0.03363329022217262,0.014815376457335735,0.020197428302603824,0.08010233240104997,
PF4,,,-0.019566218098681115,0.03731959187035624,-0.0027009974436700323,,,,,,,,,,,,-0.020727244118078938,,,0.08636984729820261,-0.07301656912560647,
ANGPTL2,-0.036712796490155464,0.06122072934807625,0.11114737855015051,0.027775374472511837,0.03887409426590246,-0.0793381408866337,-0.0655988896494476,0.09994782999860266,0.031021480435630636,0.014891150447918784,0.099149684478799,0.07795066587249298,-0.07435557242852282,-0.11947863222415038,-0.01760443071818785,0.06083845910157898,0.03446249754971195,-7.236840032664822e-05,1.0853839987401027e-06,0.03421443757779297,-0.02373115695286666,-0.07342708485260654
LRIG2,0.05983482507324032,0.04184445461406174,0.004442406962470649,0.014614321914467937,0.013986860911197756,0.0027441733885903673,-0.02398190076462931,-0.004643281789900266,0.0018681023795014586,0.071289836216179,0.029569536226503657,0.006689144417492814,-0.0335639922769707,0.0033001995470325163,0.07516743682537216,0.062359515654112414,0.012873186728563945,0.0950139945301082,-0.022130888068845406,0.06640104758260192,0.07067888410018025,0.1384887826426248
ICOSLG,-0.0015851488932722942,-0.04629976575184107,0.023628511921017552,0.050599090490270164,0.0001831579545367722,-0.009438153244932296,0.022227446426862005,0.05765404216127881,-0.02252805611771612,0.008455763522651458,-0.00044091061407447555,-0.05685520210788303,-0.030560606616793547,0.021773882574049427,0.017497177423141025,0.08946307051822086,0.08297391420463689,0.07772898252542114,0.054911820145686185,0.09302548877706768,-0.003841620278917108,-0.03259482051967594
WIF1,,0.019669859185329507,-0.024639188973213336,,,0.001942745531025856,0.05972685787988149,-0.08079839374120078,-0.010399904197422647,-0.009350617470480724,0.09166324840961851,,0.06700364486632301,,,,,,-0.025774163302412476,,0.029063929069080004,0.09363342051323073
NPPC,0.07037454211325536,0.003225537601922718,-0.006860800054976591,,0.04824884915553082,0.10915192634019552,-0.02364474639121912,0.004257850622438962,-0.020286908657367392,-0.016873063946270552,0.13159457360105464,,-0.0368677671592998,0.1353612044763248,-0.030220433721628078,-0.0110654911963301,0.013528853587209585,7.69543804846028e-05,0.009527077259246081,,0.034520306965628966,0.053385181618034835
LYZ,-0.04348211681284238,-0.05050560250980372,0.05209902565496431,-0.015491345092295276,-0.049810912567053264,-0.02105813325828379,0.043958385650723256,0.06092502504779312,0.015714670447294174,0.0074742174128741914,0.028790494105513667,0.054811351459124094,-0.03355763742307654,0.0034580697789442796,-0.007030035863203869,0.05075122415017175,0.03907605990167441,0.020744437675161053,0.008029127230127806,0.062435145768674975,-0.07460855046683657,0.10083767619396339
EREG,,,,,,-0.0337591644969336,,,,,0.04046220409238533,-0.01872736947786344,,,,-0.025474557304479853,-0.020907813755231222,,-0.011692543022005357,-0.0010424453830991177,0.028317817391684187,
SPTAN1,0.11246194277746542,0.08232888933532378,0.05120484236443029,-0.008201392720548751,0.03505710883621991,-0.0208637929171821,0.035000390958128555,-0.0663168431520719,0.002484579960910058,0.013793523544355823,0.030451812378401374,-0.02630559543380367,0.02322961984462723,-0.069989253607433,0.00797616482249246,0.11971194756092092,0.03134796866831694,0.022096471822156225,0.06606169701574982,0.024482228702033475,0.04307451389596574,0.026204544403220235
PTH2,,,,,,,,,,,,,,,,,,,0.016041103189327364,,,
LIPC,0.02909896504187188,-0.0035236977272037648,0.06156991001200625,0.03782146469414565,-0.01068366141179883,-0.0232259537052997,0.02773568722676246,0.12118821588993944,-0.025196678501944635,,-0.02312855525656407,0.045289927325099386,-0.023092986828479815,-0.029670528985905838,0.11129280852482887,,,0.08460228850503985,,0.029564660350491052,0.03929448171590116,
COL8A1,-0.023548700221745864,0.028894170792715307,0.04456792125042695,-0.0022998189784125,0.054885122460598366,0.00551419652490806,-0.012723395529060459,0.07991947242554613,-0.007822044907056201,0.08577978633431055,-0.05901681625201553,0.009604561974636562,-0.010624536869896853,-0.06073602000126541,-0.01680374157267146,0.052856275098996534,0.06806554925933332,0.05256106274460809,-0.02290336627147088,0.053259929765634324,0.11508778185964609,
GSTM2,0.07548145983276429,0.016086800164585264,-0.005221242906845879,-0.012679857046623663,0.022872589574156676,-0.016256982390292864,0.03429054268580407,0.029209694120866866,0.005533538877180886,0.027392378117708845,-0.01816116119510378,0.013072702838981251,0.019083074774611256,0.03993801261079251,-0.02868572214488041,0.06082341424915309,0.011399420335111269,0.04069435683997176,0.008150935744186115,0.0005889997284538835,0.002473436964487152,
SPX,-0.0039729780930728015,0.09992674605589795,0.016166598550332475,-0.08140960638876768,-0.016710303889906897,0.045770002891404336,0.048893585301418574,-0.050339550630634645,-0.00668567941992348,0.029994786236640248,-0.02580956062148655,,0.0812152386745947,0.045388225436943305,0.0481792101393824,0.0679204764558594,-0.02573552289965246,-0.03208016180988671,0.031106648714663006,-0.011021223436334288,0.1914777489406024,-0.00821475663925426
MFGE8,0.07803782110591423,0.04497413195505301,0.046038197122724854,-0.05620750230172731,0.0025700233983363867,0.04518975596755941,-0.02598300160317889,0.03460895041447268,-0.03170388029394591,0.06967313297263959,0.06556980550959168,0.02090073265087072,0.02634403075399644,-0.03509643354001955,-0.01924978394724594,-0.04355550156909391,0.029701575624046343,0.03831073164360661,0.044998074578339244,0.028926182408547055,9.255079027640557e-06,0.008321799119059682
TGFA,-0.047202840117980906,-0.00957428058125598,0.018302533884651747,-0.019505061881652044,0.01275988690793069,-0.05887899466966091,-0.03090200855104549,0.05191071890949633,0.04171378669304519,-0.029051693888146428,0.021586244100986827,0.039861123654773754,-0.036245058284282275,0.0026661490723983907,0.02886010866990195,0.10798891410573533,-0.0007382859501380921,0.06516938199147156,0.04061545102349209,0.03832106832827802,-0.056590174424514604,-0.006050103875212212
SLIT2,0.025970647775765656,0.009717728536317496,0.03486510179977795,-0.00989996435404776,0.01677734221480025,0.04180856477755502,0.06324486561305821,-0.060639922260527376,-0.03468134720710035,-0.0009078270883193568,0.042016957284112436,0.05116384282919025,0.058966116218523025,0.03345124489383874,-0.0341766379247392,0.051532332028244476,0.019444699527205768,0.04766866946644631,-0.00839357697145531,0.10939576443332281,-0.01408519058508081,0.03797890048074724
PLTP,0.04043382644963969,0.06294480303107024,0.0502199665074472,0.029104650429229464,0.054150154650153284,0.00455779765845337,0.06805096173955788,0.10767458875871802,-0.015158699777757727,0.06331024819404656,0.023906915130536922,-0.05405961434038597,0.045232938236050874,-0.04531128804681835,-0.030466994132926018,0.01881843550107881,0.02285054643832241,0.08886663654953048,-0.050326232938259725,0.04430697625986113,0.04123125433905757,-0.03347474225007686
APOD,-0.09290104264116973,-0.013978604565931188,-0.01725249379761389,-0.004282783150955594,0.015096389679786569,-0.006897624382933038,-0.012176708348706801,0.05011517065625494,-0.010528501083364521,0.06499576104232047,0.04996931441708645,-0.027480848292487814,0.04672572260657037,-0.02152181200690838,0.04072397055466904,0.10019207046177049,0.0690939660295115,-0.04876128406944057,-0.009370276068187414,-0.06150328200321287,-0.058369579850810274,0.015668971014622918
