,UKF260,UKF266,UKF269,UKF304,ZH1019T1,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
FGF7,0.049136572736251,0.07910872224593277,0.052204125979085796,-0.021864928102963952,0.118800720516246,0.0070573096607080815,0.0392030312415206,0.08641457992221308,-0.00958681546941618
HBEGF,-0.02139504305237925,0.00758404621507688,-0.0010273771198717472,0.02260336419271322,0.027404598457675143,0.04595162551954974,0.06712220464835468,0.015466702780139521,0.033708290813676135
CSF3,-0.03701929908793949,,0.004104807546950485,,,0.056038515572011546,0.05049269618332774,0.03529025662059637,0.09655124568890189
PI3,-0.023624296467583687,,-0.0199048821584953,,,0.041764598588303885,-0.011998240588811574,-0.011072736665853976,-0.004617564322082585
PCSK1N,0.0190439836423767,-0.01574244765724496,0.00274554490023616,-0.009172834821618474,0.030254513114649467,-0.015206938652509496,-0.01844395349698554,0.0799213790286445,0.03314317535040271
NTS,-0.0023193125715728793,-0.017665339164360652,0.04767945084703983,-0.017570559258882745,,-0.03685409538384854,0.014045782602044641,-0.006037482657432874,
SFRP1,-0.017690653856962432,0.11096892653021805,0.09549324239657049,-0.014145242165317562,0.055035870036210945,-0.021610336374199374,0.02722418581609793,-0.022998699983111243,0.027298148222753657
CXCL13,0.0035551395275258434,,,,,-0.009568701247168987,0.008875680482982378,,-0.03322018353159186
MICA,0.008454324841597029,0.04305594721133501,0.04369058216307734,0.028417014078966175,-0.028319918715764544,0.05095333242125766,0.01987896923057367,0.0450397999545933,0.056041224253018766
TG,0.06471200687122802,-0.0203904582135811,0.014195475436081626,,-0.04222438158483058,-0.020991026060222035,-0.0174940507081097,0.03826246220805524,0.02020822214647308
ADA,-0.010815961100065415,0.10032350095912161,0.014056945194139366,0.02328355037788908,0.006189873869398287,0.027884236446066586,-0.0349485701690767,-0.042000976428339075,0.020732800424892717
LAMC3,0.02110555501400113,0.02933297874824273,0.062258845517643914,-0.004837040564463732,0.0323531661835163,0.1031789643803553,-0.03462284649706804,-0.04818901817172151,-0.02736127674023714
CCL7,-0.023243749500695663,,,,,-0.005439100614168566,,-0.016661739359050378,0.05456405327655757
NGF,-0.024810283351709792,0.01792047892140772,,-0.01757057082793023,-0.01885768576676369,0.004290951262116614,0.029736033264896024,-0.006745497075961916,-0.012351917648736693
TNFSF15,-0.017209593254450452,-0.023626236800803717,,,-0.008627897076195757,-0.0036887032688413296,-0.013199638299676601,-0.0440232000861052,0.013367279408564635
HMGB1,-0.02090405825212899,0.08188001968072245,0.0522510420834476,0.01247613170377775,0.001529628821365332,0.030746414682487098,-0.05440844062207602,0.049228007347319434,-0.07463493008255388
ITGB3BP,-0.01302893806988192,0.048708730838178206,0.015498354360855069,-0.012353213501233645,-0.0034427014188972253,0.014332137008309091,0.05764776587237701,0.003030383109368712,0.020718479473736347
AANAT,-0.015506872754984849,,-0.015945410226170117,0.11236560077752435,,-0.020771341292911593,,0.006095800686164659,-0.025007159313458927
RELN,-0.028089595699875767,-0.012757700838971155,-0.01706184590244024,-0.013522571459293154,-0.0035546977989792754,,-0.015943732590478505,,-0.010817697455672763
IL15,-0.05181178833937158,-0.016811472047319816,0.016198813636591983,-0.017775386376344886,0.049316612631265376,-0.003190166280792146,-0.03219798027753523,-0.009415097441083816,0.11180333140079238
UTS2,,,0.03648010234120924,,,-0.017688317315289217,,,
BSG,0.0037187441951135017,0.05385065278048294,-0.02285445119834544,-0.01838460411583639,-0.044219937146660525,0.07858664543437405,-0.04058688655451264,0.016732941603837613,0.05107515084443212
ADAMTS3,-0.056560562715674174,0.029500038212155837,0.0857703920062862,0.07289377389059797,,-0.02208776656046423,-0.034254317462637275,-0.02438177451530331,0.026019904245906764
CD34,0.060563858603474734,0.05840282022812513,0.07319290885302944,0.061161141052102366,0.003484472684157488,0.03261482649212013,-0.05979982422899325,-0.03203206060382587,-0.033953302834343495
CCL23,,,-0.018143345670107454,,,,,,
PLAT,-0.023844516276736557,0.02723277921282251,0.10457437812634202,-0.011461784796465403,0.02238366925989989,-0.01909665508670716,-0.04761750032116276,-0.07637889227909951,-0.024033151404236362
NTF3,,,,,,-0.05754615327709749,-0.00281285753349531,,
LTA,,,,,,,,0.011895056803299532,
CKLF,-0.002790797384671277,0.029939266169048705,0.071809935101894,0.013050810680580763,-0.04834116789615845,-0.04902069320710363,-0.05753278883592206,-0.0343352871149822,0.017268561786366047
CD24,0.10806564885400313,0.06723084390822971,-0.03541821324048165,-0.05899805687259871,-0.02717107538323071,-0.09745291655115979,0.058696590945729245,0.07226183224071947,0.0645531745138164
HSP90AA1,-0.026088335425944267,0.0031587676384604137,-0.10027671306448274,-0.02542330675770674,0.04558802918677666,0.057966533395663954,0.0005654907695143656,0.02556427292484633,0.03768318916082166
BMP4,0.09265361869411441,0.09395530899761936,-0.03140179480326139,-0.02634803682336974,0.026013001307525513,0.016049855504188148,0.013903223101096505,-0.024293411256318686,-0.010046533401454862
SCGB3A1,-0.018466771133911503,-0.02146014140137048,,-0.029077923069778126,0.07499323613139271,0.013676699937411626,0.039936628500165876,-0.034935212794090904,-0.01104674044988728
IGFBP4,0.008551877786161292,0.03834991791537383,0.08134219888702697,-0.04267088140232832,-0.03511917267134008,0.039751178315574905,-0.018441680861553924,-0.04636225654080454,-0.02295310600708498
RSPO4,-0.02131365575752516,,,,-0.04373593198547518,,-0.018460467690813387,0.09351359068654529,0.017330785110704214
LEFTY2,0.014614543494848021,0.15133680323482326,0.07093152718291294,-0.01757057082793023,,-0.020099025483429737,0.03267904984978065,-0.01211144370091974,0.03725552753514528
PF4,,,,,,,,0.04683991183205587,-0.02470161243405384
ANGPTL2,0.052064006600955344,0.07277971097565784,0.04484645113682523,-0.010860009634126533,-0.04802978112408685,-0.02891855860704923,-0.01476864245506116,-0.05490596090570797,-0.014345807873686368
LRIG2,-0.03732176975521747,0.043277209723556205,0.013422916876893069,0.0007193459315356387,-0.07248723600428122,0.021129653868328848,-0.014714241117695974,0.009544646666047119,0.05337584755497615
ICOSLG,0.011666216265868848,0.06427185327201934,0.03614132296537435,0.04866568408523166,-0.024722829047665627,0.014022306209175536,-0.024779076612248978,9.542272029512608e-05,0.010708810819655357
WIF1,0.05140934081677401,-0.04292587882257946,-0.05815310320161519,0.02192251502744728,,,-0.01716079283469864,,0.03399344631882339
NPPC,0.0381543845745443,-0.0137349142903483,0.022188096446814482,0.04857282565112251,-0.07621810921400507,-0.03534537463348872,0.025705813378795874,,0.036010411641896355
LYZ,-0.06510427193283212,0.004852953174393973,0.10206653157553779,0.077631630820912,-0.05238828956434989,0.028810909659973655,-0.025084286902640238,-0.02574311292683633,-0.021004767400748685
EREG,-0.02999337073114628,,,-0.01807498258709076,,-0.01941596976824754,0.027574941858296967,-0.03583133727757712,-0.028438873339164856
SPTAN1,-0.004631658052432872,0.027941373100623456,-0.019339893808072803,0.01150342707105728,0.061971170363159,-0.07187172904940069,0.0407972948041234,0.026038995218621738,0.03550298568469197
PTH2,,,,,,,-0.029358293584442377,,
LIPC,0.05386177659894961,-0.026070282459054406,0.0062076806082956675,-0.03237196437587979,0.026429176555121146,,,-0.01636507133470698,0.028732820863419932
COL8A1,-0.02540644671837772,0.08034695791978627,0.0854863669348813,-0.05035616615603769,0.038270142851884584,0.04853563718974182,0.04871143770802922,0.01608458238578675,-0.04587423484615918
GSTM2,0.024866951311293482,-0.014216363324620075,0.008946763323346568,0.04609361869535084,0.04164260110841398,-0.05696562977673785,-0.039192305780104755,0.09288226836560867,-0.050171981560365994
SPX,0.0032770463567808263,-0.02178860484778189,0.03716838722842229,-0.014825549220272788,,-0.0238721633110078,-0.012916131513306223,0.05569285330100246,0.06983377975331057
MFGE8,0.00653262964643277,0.013879807424841665,0.03684782105609941,0.03649904209641353,-0.06632982012203055,0.04308152910542127,-0.011418031820196052,-0.04914219695595826,-0.06291366562890148
TGFA,-0.030827929160964856,0.03364959820658226,0.01594825813770311,0.104108407782467,-0.006724077308423495,-0.019709194606517887,0.03195683385792196,0.0742654069163722,-0.007205493926642837
SLIT2,0.016502051039932932,0.0658920741661414,-0.010981802860391476,0.052577253144778645,-0.03642137088397881,-0.0405880409459609,0.007794152135563014,0.04108461766891172,0.027655033391306844
PLTP,-0.05919149265239874,-0.0008209535461694092,0.074192899712978,-0.021886603275512565,0.07131504380624058,0.014170248126341295,0.04668665733817926,-0.06750495525034146,-0.03995360805984036
APOD,0.05850346789943248,-0.03282926657413948,0.015422998641212686,0.03518025641568024,0.03889518199280165,-0.046428594499542966,-0.04919752222914472,0.00743826017111341,-0.0404067718766554
B2M,-0.014575848636008196,0.011210834173620331,0.0940809790390567,-0.018326004456957343,-0.05512067369273333,0.043694599684686294,0.006876000021311528,-0.07997393789329846,-0.08206828975202751
OMG,0.06263274577744432,-0.04474498950276792,-0.06265051835403349,-0.014570130805704316,0.06927396576269898,-0.01088241122689633,0.09286255980543708,0.04453199879558983,0.05430752860048128
CXCL3,-0.07047986295200716,,0.0518645494482303,0.05622799997397723,,0.11140100050407538,0.014287707002487346,-0.041930142078132566,0.05081831792139754
CXCL10,-0.042256670505125035,0.15222171539824297,0.0864474832779169,0.04205284058686076,-0.009632476431510155,0.028743555843588682,0.0657817764337893,0.04252098201909298,0.10117054850078135
RSPO3,-0.020635114077764173,0.05796173551524923,-0.026183209086798147,0.02209278415730146,,-0.053779222342573124,0.021591215963976177,0.08363892729063233,0.032346413999850915
CORT,0.0919850623426129,-0.027976278578928607,-0.04531590951884071,0.008252100095753044,,-0.02699795674819543,0.04493660419591266,,
NCAN,0.08797779256790218,0.07286819257233962,-0.014884781616037583,-0.037715791410156393,-0.048683130590381894,-0.08731946822294448,-0.05893791852131309,0.002753424480093234,0.01590735207867948
PRG4,-0.01477466759581437,,0.045219989398752866,,,0.04058726329362012,0.0024176233247401196,0.030377546975825894,-0.034381279228113404
ZG16B,,,0.037087920569291215,,,,,0.05826097910691066,-0.021073008798967546
TGM2,0.017786496733188762,0.0030169514676815657,0.02350216494663676,0.04412232506311247,-0.025127871728248916,0.11218717653744147,-0.006557616275020915,-0.04316933165458404,-0.0729301769374834
VEGFC,-0.02274310928154433,-0.012554169424850046,0.0212688352182314,0.006672653252068128,-0.020154833414509174,-0.030470838289123746,-0.007987090380987485,-0.009667159171404557,0.11268664972143873
WNT6,-0.02035806952259976,-0.01724339033845113,-0.022304553404384943,,,-0.035345379402213696,0.008022814958764744,0.007430586376923069,-0.02177474044818649
NRG4,0.04698945594720857,0.04924298128471679,-0.028251586794578024,-0.02275427048217021,-0.034906453574818384,,0.007986164460001065,-0.016908409300308923,-0.03274586984770507
PMCH,,,,,,0.01267535036112922,-0.014035573300032798,0.0016465254323986124,-0.029090951187899644
COL9A1,0.05106488169767274,0.08855743373061954,-0.029924266116325593,-0.017824413220743924,-0.0858209329214499,-0.054790112223716166,0.011666312797905056,8.101795032252032e-07,-0.03158430390289124
GDF11,0.007175150046659739,0.035135289909983186,0.11514453220274967,-0.013020456736494632,-0.019639594371074275,-0.025768680604940072,-0.032105078562004195,0.007635024608890005,-0.033996734872782
RAET1E,,,,,,,,-0.018548404864950158,
IL24,,,,,,0.030534208310939632,,,0.11600281618983689
SORBS1,-0.06378831679681608,-0.007568658609318071,-0.018395365119162732,0.0036613286546660017,0.01714703506181156,0.013842088855929491,0.007322106363747394,0.06573120743698825,-0.0048475512783783615
DLL1,0.016717618286533707,0.0470979425385154,0.04193633948191125,-0.019419647569804202,-0.06507723383503645,-0.04949488537111717,-0.016083852645058242,-0.022841473965351727,0.049962132038318424
TLN1,0.0030394360798069553,0.07581823912987577,0.07052728087590493,0.041266765382573616,0.11745295528362872,0.03492952304802546,0.021680934712629205,-0.0738701350140087,-0.015103977866986164
COL2A1,-0.013196019506646551,0.020089078463281493,0.01527147257590424,,,0.029188615894645848,-0.02956819633409473,-0.024607447658585538,-0.029502271115109377
SHH,0.06979819027088689,0.0517767969870147,-0.016457900661148585,,,0.03646610700306964,0.05090585381450146,0.007483789439399849,-0.04947631669008749
PON2,0.029742700591483345,-0.019685820075990138,0.05253375276657735,-0.010901158072373148,-0.010465722987419091,-0.011099185244128293,-0.03950081836008102,0.053537153915335166,0.05286925732027112
ICAM5,0.00945359757551022,-0.002789217852857133,-0.0299847812196018,0.0789051657178694,,-0.011143719289598758,0.007528752871259294,-0.013400065247073607,0.04832056428656509
HPX,-0.03743611239305449,0.04596956136110967,-0.03048654945189038,,-0.045410020896897725,-0.025918971495254465,-0.02934518019974779,-0.006090869676128201,0.009452708543228617
SFRP2,,-0.01365685999272055,0.0292779904013653,-0.05459135479359061,,0.022758910944731304,-0.042055299114605704,-0.009039550246998016,0.039939535260258445
CFC1,,-0.016713840942462713,,-0.018566699843833998,,,,,-0.028974942497128772
CD70,,,,,-0.03788363671816511,-0.015780293690630474,-0.011770638945022244,0.05554821703208204,-0.03740705190430577
HP,-0.04202023699682258,,0.048759394679332095,-0.015725568507843565,0.021859611338474343,-0.00801352015897868,0.0371932870617275,0.007411161607132923,-0.02900858695491722
CXCL2,-0.03501895688854976,0.028769114874450337,0.008559137867135688,-0.005047787001550504,-0.03438846313265617,0.03272452090176122,0.04700741968041138,-0.0035408515533760726,0.0015321723924507744
NPPB,,,,,,-0.018118047333780685,0.0663053583667666,-0.01715169814189281,
CCK,0.06344788181245552,-0.03235038019445995,-0.07759659207391685,-0.02975151658369991,,-0.06304648918080649,0.007730200275556734,-0.02225038268369066,-0.02126468212934977
SEMA6A,-0.004399271451293443,0.017980806396241687,0.060427752354773934,0.03369175681638009,0.010654979788196992,-0.06648425880015253,-0.013428397267176564,0.07759368344556472,0.0014588695420023705
IRAK4,0.00251290941364333,0.03558128359366602,0.07488164500338314,0.02549470027318425,0.033571973694627534,0.02899780236809703,0.006817755536623998,0.06257972225383554,-0.018922549716581957
GSTP1,-0.006336640563869116,0.022663733374247617,0.09534236040101565,-0.03543233319599415,0.06601223170328985,0.024320212582580544,-0.004794266529385184,-0.02238522656882097,0.052174035513897016
VCAM1,-0.031774943370652446,0.04882368595834644,0.07311220115379925,-0.03175321678921007,0.13445229699338695,0.029775328925101846,0.037881106063429856,0.04955856581391232,-0.0235932391562733
NXPH3,-0.04015935724553189,0.0745145505279397,0.005478145861084635,-0.012627899399043655,0.008924952325008494,-0.0011161173548946757,0.008193048036770291,-0.005688626738499735,0.07927079123877157
MTMR4,0.03502030241885983,0.022079180717284087,0.045760090074592766,0.00024276734526581346,-0.02390788596403462,-0.06889203496519596,-0.0002751283905682058,0.012804630301887394,0.019417880290828516
LAMC2,,-0.008244527856759432,,,0.0183185922703848,0.05538250943515086,-0.013623713125730803,0.033471405610934916,-0.03153305469696593
IL10,-0.020818349321859393,,0.06990461582845857,-0.02477438157842084,-0.060793383274640775,-0.008578951033261046,-0.03392583282964813,0.008999443621840355,-0.05485419082870371
SEMA4D,0.002365598498668557,0.02404149649691246,-0.013041236142389754,0.0801745559303611,0.03006871796110945,-0.09037445927448633,0.00835535959497959,0.036049986990276076,0.030814768407633465
TRH,-0.01298588366954808,0.024363232142270895,0.03188118146422386,0.008991901228489507,,-0.022062712822510076,0.0486915227451983,-0.019211052137080173,-0.08685466220118168
SEMA6D,-0.006057747346698241,0.022801874019881235,0.018898268392898963,-0.043487962307237074,-0.06801590638964324,-0.040093246249719605,-0.021412621956193475,0.021912811942857643,0.025567417674221972
CEL,0.060947014425269605,,,,0.1093122602701538,-0.027171932074778565,-0.02265019191580191,-0.00206175873736734,0.07128803536950573
PDCD1LG2,-0.0017138481285812234,0.09381498296092072,0.11882520907103591,-0.014948387311427107,0.03754165049112321,0.013675438008467683,0.009529278161592238,0.03692503945024621,0.05604490227138167
SPINT1,0.009443840831252931,-0.02146014795852308,0.047270046924521684,0.05254437153146562,-0.0717480410507338,-0.02638983321449828,-0.028175194561594133,0.09909412299443358,0.008645501258466286
CTHRC1,0.008711356893446867,0.056221898197126294,0.04084068928309216,-0.026709728362303897,-0.0664702771523717,0.006289138073947904,-0.02349979235387231,-0.029930932984891502,-0.009330073383056008
PODXL,0.007370178895558947,0.03197048720292855,0.07287310440931997,-0.019029164171394462,-0.06588123835164346,0.029836802543793308,0.0007794869666526284,-0.06841859599354295,-0.04383609100504787
JAM3,0.03128951246388098,0.03573329625830546,0.04240610412832006,0.046490221079840494,-0.07587281164482056,0.008149807206749701,-0.04071302451824746,-0.0032952418157652904,-0.024207932922098798
TGFB2,-0.02409649937402492,0.021983892860088717,0.09370357387440333,-0.0009030459945926244,0.04712780073708002,-0.050934487389415375,-0.005921967118811135,0.027138305211427478,-0.03709630115588661
COL18A1,0.013744023218525182,0.06947402342382744,0.07735467939251427,-0.03909121513618164,-0.01945559321554687,0.11245359874842809,0.015346051383143012,-0.0921718284317963,-0.01894065031912654
NODAL,0.05491571912375934,0.11052675076625601,0.060448312525636365,,0.08901497511772277,-0.026822996135963343,0.03143718526842026,-0.02629207189282818,0.04845541371684719
INHBB,-0.01346472702706965,-0.04652888840532881,0.03047462778663561,-0.02559908016103261,0.041823079112098524,0.025768100719795968,0.007709947732380964,0.08335761529075375,0.009719009349181764
LCN1,,,-0.018372175745968753,,,0.030745360415522623,,-0.01942726155686193,0.024803354606894014
ARF4,-0.006313716794643961,0.012302241682330257,-0.003062890508656718,-0.032149030984481214,-0.08524013331550008,-0.013618544753740358,0.05847397757397399,-0.07297342615626505,0.03595914840741441
CXCL14,-0.00804746068525669,-0.03162279677840812,-0.04997245791986632,-0.003621993704806277,-0.022702616051877386,-0.0026396717087110774,0.006420559532634806,-0.002673672317890077,-0.03721356346941558
LIF,-0.052533012056604066,-0.02093156151527512,0.04550614312676851,-0.025261038505105946,-0.020684608444042293,0.06682609371033807,0.051109422297840754,-0.02466230548340809,0.013236284750282294
IL17B,,,0.12281782055036135,,-0.033331353758272925,-0.024827651007157767,-0.019382641470029216,-0.032815363077477254,-0.025007154291337028
MMP1,-0.012985880836715015,,,,,0.056983620911211966,-0.014035572188501273,-0.0094132512374349,0.016622146627769604
MATN1,,0.05139639380299219,-0.019261977237639425,,0.06986120490691652,0.017138662646078485,-0.019975892859371062,0.030153330478373163,-0.02278927081624609
ADAM28,-0.01267835387215341,0.02839351212967848,0.08425165236102367,0.02468004237505222,0.05387310677577325,0.016535440589371026,0.05125597232719929,-0.004703888299119311,0.015509383673317745
TCN2,0.020475154471597836,0.029826214120469454,0.03686079465285737,0.023179841611225088,-0.007541918782417144,0.011680604743349568,-0.005472318054078953,-0.022491810248732865,-0.027353621400052427
THPO,,-0.028735429088994804,-0.026552096305590876,-0.025075954947463563,-0.007452129123884724,,-0.01732816181564588,0.024255940381378484,0.024197678956044816
CUBN,0.012875471179083671,0.01635390834061505,-0.0047496621441640114,-0.019282607127787878,-0.12698744385803082,0.015555286089403776,-0.046092739564671886,0.10563314058164751,0.11489201449977775
TIMP3,0.03063404472490743,-0.0338145225367098,0.02246080845523475,0.016708716061387782,0.08494757137831264,0.05417619886349823,0.025505106258760055,-0.03369391076948113,-0.012708420752439262
PIGF,0.06734908470767577,0.08855400718768999,0.026820746390740585,-0.005134398229024222,0.024304648866701653,-0.03287021551075469,0.013407402763648046,0.034714641134053245,0.01765702569039699
CRH,-0.013196021927903949,-0.017028721369235725,-0.028251575080762755,-0.02151158210160452,,0.013537247029074499,-0.030099073592815967,-0.014416354895988592,-0.027376893737504997
BDNF,-0.028769414009993013,0.03599178761071989,-0.06988888062397929,0.060343806056572295,,-0.030801855012222386,-0.05090991265870247,0.03759572070598206,-0.024677262537313834
CCL5,-0.059241590797363124,0.004311304473906414,0.045578514356313646,-0.029921591376245234,0.09259924241273566,-0.016093639056469704,-0.03531731173137732,-0.018872431347885615,-0.004211245575262407
GAD1,0.0595772939566149,0.016474604778063527,-0.010524359937948966,-0.007766209613611609,0.05832783945046786,-0.017134156378798532,-0.005827728251962571,-0.03315691203552609,0.03269393664893554
COL14A1,-0.035094613510368695,-0.026361734969748953,0.12613447625005147,0.01971291715494724,0.05830750880286489,0.04643581391215495,0.049378920646746455,-0.02656871193451476,0.020783303800133185
HLA-A,-0.028281546276528183,-0.025557547946980102,0.07705402738744208,-0.015531939701150636,-0.08452689029225663,0.06810351575127738,-0.057573910936093174,-0.0906129802887547,-0.007060619646715211
CD5L,,,,-0.026169550477036733,,,,,
FGF18,0.0025426875688214245,-0.023626231037101104,,,,0.04892975814195551,-0.00860587940716783,-0.019211053678367812,0.018470557077111982
ADM,-0.1082597561991607,0.030493452324198707,0.0400035415330694,0.0273135384111415,-0.04970123902437008,0.06592441442925896,-0.08180374361964422,0.014909382769294668,-0.0038248566025238157
CCL15,,,,,,,,-0.016661745363831918,
GNAI2,-0.02080447911313575,-0.040128202949776585,0.06507260545291899,0.0059239435681621875,0.04019742352963532,0.05219377989068751,-0.02730239349875882,-0.03304297572894089,-0.04148391338428529
HDC,,,0.0240495001734614,,-0.04156675430745471,,,-0.03887567028110075,-0.022789260495201018
COL11A1,0.033347360100433154,0.06779654428555164,-0.03340216197781916,-0.03176552222429043,,-0.0475937265760187,-0.030492503049659746,0.01825926592247077,0.014691697244205187
NUCB2,0.030962567757962436,0.054386660003592976,0.022006638479419537,0.03816650955334822,0.006036235244756529,0.08213152700556291,0.04722206013178853,0.0029057685806440584,0.006312399859477924
FGF16,,,,,,,,,-0.02245585363267303
CXCL1,-0.0029318142409780834,,0.12696561504659126,0.06941411612012366,0.04555941916816938,0.05592896833221018,-0.01129288679913171,-0.031138073857428245,0.00769214974465678
VCAN,0.07544522863194303,0.06429930775475035,0.055361834218266494,-0.03570875736638092,0.0693050791352174,-0.10341351734088935,-0.035645025378075415,-0.05884791183123191,0.013867542192430846
MMP7,,0.06613344487890721,-0.013410173151732162,-0.015400405280122752,,0.02482754208513803,0.05736995598651179,-0.017680709534731165,-0.017698406443495407
PTPN6,0.046910051216355386,0.08254254051884995,0.07166961697993374,0.058357405661889086,0.04893492478543732,-0.011446127195754283,-0.007750757031081687,0.06441040755130834,-0.010334518455289965
PTGS2,-0.05997553095265804,0.06365812870866161,-0.05736968196436241,0.04297962105063041,0.14371362256636408,0.009546572625615977,-0.028626022119147488,0.03475694818730573,0.09491015600125129
XCL1,-0.013808117947889812,,,0.032007029878317876,,,,,0.0351623619934073
CD58,-0.061961336412611874,0.0202021562247421,0.09773113121927504,-0.015077188218972328,-0.06772467382367924,0.010580523858655414,0.052734376158637554,0.0231554704332141,-0.0026391547172435093
TNFSF14,-0.038865241182105305,,-0.013826172606584782,0.007904705091387899,,-0.023480240570392073,-0.02026662963732873,0.003193481426242109,0.09763217011752634
CNTN4,-0.009414620727521202,0.036430366895219356,-0.03872456078905437,-0.06668848237520418,,0.03702724955337114,0.06389002126544831,-0.028350995893272876,0.07457249881372796
INSL3,,,,,,-0.009338216854115358,0.018104856963488344,-0.02281370871526366,
BTLA,-0.014395422631544839,,,,,,,0.11048157485724558,
MFNG,0.04616515589703825,0.04496622368413262,0.08534770816075347,-0.03951877368102496,-0.0334567575442477,-0.006430664026529001,0.058476069312936294,-0.015325659276963674,0.04180111655900674
ICAM1,-0.07043192513033475,0.10263305721986382,0.11420051737185738,-0.04978413280851636,0.025348807245799236,0.02961007953798711,-0.012943391244906876,0.027708059656222,-0.0034357978150601556
PROS1,-0.048803417365503816,0.019110731995472786,0.1155976461707409,0.03472575045631051,-0.03597754833950282,-0.04448419822662399,-0.00847893836332409,0.005723351637843903,-0.04554122651929335
CLCF1,-0.07380992364119994,-0.019457971201096845,-0.03370824317906055,-0.0204491820656208,0.11575895142096243,0.058041736791252636,0.006863088234362394,0.04969860496241714,0.00381402883484551
PSAP,-0.05985062767196771,-0.07730204331828351,-0.04825324488450055,0.0008124386213737375,-0.05170183262897511,0.0871526608768292,-0.007435318289266165,0.017931182964544826,-0.06228329821148267
EFEMP1,-0.058252504778608986,0.0066134226566413245,0.08411052076196485,0.02615776118058387,0.12501929480780788,-0.02290781981729472,-0.0024396778472216434,0.02605580046507469,-0.039738376352971796
C1QTNF1,-0.06233977466917705,0.009810964388872674,0.06618443471366878,-0.048948629262916876,0.014831830071159745,0.03922510727908239,-0.07452428269545167,0.005117501505402378,0.025591929764569088
