,UKF243,UKF248,UKF259,UKF260,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.01839538154640311,
BMP1,0.04369065712543956,-0.03170276893080061,-0.024676413847374384,-0.001581538475333747,0.00792150874600231,-0.0061917499908783966,-0.013829588394764013,0.04130816684113272,-0.009485342910256274
NDP,0.09159254249446112,-0.004228528186791459,-0.02864396951992949,0.0768584818877846,0.009226477672808582,0.06045136175395765,0.06776604663987894,0.03991026475314049,0.030314455873287155
TNFSF18,-0.004859633512182372,0.042795325872440226,,,-0.012622089446573373,,,-0.031029719912144822,-0.03090681244818011
RTN4,0.008255933238832867,-0.03463510632907221,-0.015892907815995075,0.04632373856335652,0.05754865525103185,-0.058759443575421434,-0.0632565928425565,-0.0021787881931895625,0.006367717228703823
HEBP1,0.05396583908904772,0.04672267492776683,0.04713475636639084,-0.00430175555476423,0.026020075269009103,0.0496121754099881,-0.015538927594910714,0.02849524986691284,0.025316587983722216
WNT7B,0.08221046825761677,-0.013805234570344861,0.062203483732766955,0.012259150513949548,-0.0013829269738342578,-0.03348587504138266,-0.006657797280041482,0.02751293170485709,0.0743624872819213
PTMA,-0.07806693770776368,0.003052772112143322,0.04903611034799324,-0.04017423108170741,-0.04912201173943548,-0.034336041652678694,-0.058676607568038684,7.94985631504669e-05,0.010464367264842825
FASLG,,,,,,,,-0.015954308139520316,
CEACAM1,,-0.024984568455833356,-0.016994514032710316,-0.019599433715961883,-0.01985153968813039,-0.018763787371557396,0.011009892299234948,0.014854656338849121,
PDAP1,-0.004679370386608991,-0.07215198462384173,-0.027408882201166135,0.02683894270401793,0.02829948220181614,-0.0322824963415534,-0.04702089224203116,-0.022141695425307424,-0.009562350999913092
QDPR,0.05996173301206928,-0.044224763118116406,0.011330801943016791,0.035044990045610035,0.03583830704429496,-0.0031646987652270532,0.05185803265997368,0.014018867595369442,-0.06726889947637484
POMC,0.07193711040890187,0.0052509098891915336,-0.03331256226432072,-0.039438695356444946,-0.014645674462481979,0.054595563187949114,0.047932386536788364,-0.04314927198815245,0.0410168498805276
CCL18,-0.03544152668739373,0.0014288311130062643,,,,-0.021858264830649284,0.01817737735236748,,
CCL17,,,-0.025576015018500577,,0.05384303973509509,-0.013311998947282532,-0.022230507854607503,-0.014460788346664774,
VEGFD,-0.039932241558787725,-0.009762114759447691,0.0015783471851623116,0.0002501223115184579,0.08508354279063851,,0.010572742184757811,,
TNFSF13,,-0.023528214123989893,-0.017641762751643277,,,-0.007969899923437987,0.027518885751428006,0.06463049463535069,0.07873778761774773
WNT5A,-0.03610947197646255,-0.0036587935128457854,0.0030479141993833415,-0.03298764751863838,-0.017762097310998027,0.032175618459712875,0.012630806363715974,0.05538202209372743,0.016331653199595814
CXCL8,-0.06185237131658786,-0.0029752709289448767,0.11714736032197687,0.015136775967529882,-0.030805022934484498,-0.03028914553965089,-0.0650504052408109,-0.02762223139003237,0.010380139021421715
GRN,0.05395408365664422,-0.027389457248762964,-0.0580516960769008,0.02257088369186124,0.04665257333858597,0.016856209150948986,-0.023683300878922085,0.025679941962171465,-0.08436529376539297
MIA,0.03572521191850546,-0.012468842959301339,0.0012862108745795259,-0.043223627941197475,0.05328875733517713,0.08869246186950171,0.14951393267018093,0.01481359966604299,0.04715567922831242
COL4A4,0.03238034955962436,0.011840492967618339,0.02368613542430747,0.011442588872645132,-0.016435346959405277,0.027879889250896073,0.22276417644729665,0.02858683005858984,0.10270188321967548
TAC1,0.0679756734689552,-0.05096986432630677,0.01774183619756172,0.011516073687580274,0.05372925266133376,,,-0.019010176716540657,-0.020537443504418187
RARRES2,-0.014210271022117917,-0.013442505336330351,-0.056887186423704134,-0.035463591616471404,0.013044200706571881,-0.020256667052207366,-0.03101651100187518,0.01071074306932736,0.020047467857179924
FGF7,0.040381507395055895,,-0.017300690581468676,-0.025516018307361266,0.01829759256065369,-0.00773101214489615,0.13435490332808714,0.05700769403257231,-0.009311707388540704
EFNA2,,,,,,,-0.014636433054956832,,
HBEGF,0.04660418360061054,0.025667723096439863,0.06959334445269784,-0.012602260103012524,0.007041650022839788,-0.013494231935705385,-0.0013284040217673493,0.02740465115165594,-0.044496254768133986
CSF3,-0.0401987383167153,,0.20452442321381314,0.0038170139103708427,,0.01137926600459884,-0.05146929268652707,-0.015224979289132195,0.11022429315212778
PI3,-0.00601833306048406,0.07609333134061194,0.09780829984996048,-0.003444680169134172,,-0.027013304256897946,-0.1036907669036952,-0.033078821991772575,0.0010706037612394344
PCSK1N,0.07692001875607452,-0.03501907692917045,-0.05637364284336555,0.03950555160730925,-0.000325514618001179,-0.047186510237417684,-0.0718026672274808,0.0008347344347654447,-0.06198805903127702
NTS,,,,0.0010228810824270925,-0.018775473414429384,-0.031055507815989595,-0.017831716217815763,-0.022546118230492716,
SFRP1,0.11505862333351406,-0.02549774735070441,0.016512531023961344,-0.021392360765923362,0.06585262421418944,-0.014765412530973437,0.011006424366627101,-0.02202220356209617,-0.02824117756889724
CXCL13,,,,-0.02120010271195667,,-0.0007856269415765996,0.00505724685568982,,-0.016573819152673124
MICA,0.05522017471297462,-0.028657695948466445,0.08789263126370075,0.007394167419977253,0.0031817964893434314,0.050161558379875425,0.03919128181393744,0.037319013950618755,0.0589021469163262
TG,0.09245383210352108,0.0023393997231257206,-0.0005359163904588027,0.03205143605901496,-0.01585967376764452,-0.017688318410457003,0.22216420751057805,-0.014883923851562416,0.025351207072529903
ADA,0.035490754398024446,0.019174760484213405,-0.02582239404837268,0.0003777098607819524,0.024311742360238333,0.01564129463735088,0.000777035126477515,0.04353562206718926,0.06184915062451839
LAMC3,-0.06898591590701533,0.036933685134586024,-0.0021146418881364403,7.533771301809536e-05,0.019348125129018193,0.05765505678634126,-0.04927276220354226,0.020870191420682138,-0.005347019904098014
CCL7,,0.04975871571195346,-0.01741165689369244,-0.0011361815334643788,,-0.019951617997940953,,-0.015954302466358778,0.009141255889366422
NGF,-0.023159635853632992,0.0980520604785616,0.0729721275692334,0.04555233433685502,,-0.023042521539834115,-0.01443969477057573,0.03536296034426846,-0.022787898440160662
TNFSF15,-0.028651359952387632,,0.039884694436388896,-0.020810639929462672,,0.13700195810285337,,0.07028526848621316,0.10079622420393541
HMGB1,0.040465059001435835,0.010142633283033116,-0.0712448229366425,-0.03565580200951515,-0.02611459015153903,-0.03710234815279358,-0.05041485658498908,-0.003971855048580786,0.034442100155155496
ITGB3BP,-0.03765571481268593,-0.03577191034612904,0.018449762758837245,-0.004544479886663942,-0.014065638336851585,0.006251560357048694,-0.020834527382121312,8.91801070176734e-05,-0.03493186969752066
AANAT,0.1027468825390306,-0.028773336733786643,-0.017641764634515035,-0.018751631172487546,-0.014262697303464704,-0.01750319863103479,0.14390360454069304,-0.016880317338572034,0.038076067695810394
RELN,0.018990675329383984,0.039458971524408325,0.008843254042889522,-0.03538928068915282,-0.021767931671108517,,,,-0.0008307779748963032
IL15,0.016396476278699227,0.020074909084814956,-0.022230087489373794,-0.011583505056009502,0.03832045354665173,-0.003859587203368122,-0.03570988799047452,-0.0025812046219944812,0.13530265972332126
UTS2,,,,,,-0.014905254651221476,,,
BSG,-0.017872896604865216,0.012264345261692537,0.009179627692254194,0.022209278406968208,-0.00889656372675423,0.03476277240143164,0.008421121789888976,0.07301537087553613,0.0009616692868075363
