,MGH258,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.04989264430980631,,,,,,,,,,0.04049029472802767,,,0.07787887997697454,,
BMP1,0.08035731059997983,0.04915020233019181,-0.025697701599729166,0.01015236837701657,-0.010422704154131771,0.07108512214061644,0.13311824713868536,0.05144744073702209,-0.04488020857200442,0.022925855310663143,0.0243008386200226,-0.04910111347289724,-0.05442738680111688,0.05029875192465904,0.06176712140573578,-0.022889901971416566,0.00709794672399915,0.022342432200147207,-0.01328594306952613,0.04255814006877617,-0.010951499526535497,-0.11546753007934903
NDP,-0.0319409594534307,0.042522979096807426,-0.0574280168048999,0.03278780976577427,0.032847155031145436,0.026036109602384973,0.07384571840497708,-0.01777691419798705,0.01676745092618515,0.08998945816166587,-0.010183861026778264,-0.025699251526376813,-0.008092607656468789,0.0016174953353283346,0.09393241051152318,-0.0036883518315608036,-0.057396948842364855,0.04110647802582603,0.13500571400516267,0.04011601161034421,0.0642878944629684,0.04380568650953035
TNFSF18,-0.010218369867386017,-0.040184140950790606,0.12715371500388659,,,0.0031062045353227995,0.042001056377088425,-0.01985719860754254,,,,0.06167050214787055,0.045489792208259786,,,,-0.02353166334459851,,-0.05687037700865997,-0.0015522766499026308,-0.02634857482846696,
IL36G,,,,,,,,,,,0.00525133524052064,,,,,,,,,,,
RTN4,0.04442054056719014,0.04495704365076696,-0.015413500524916237,0.0014168577293988281,0.055234412804576125,-0.11338833150460333,-0.1532545280839916,0.007421495265663405,-0.04059711163074021,-0.07632673527698354,0.02490415837824934,-0.05782176290357052,0.00428867452854356,0.06050469231844028,-0.03483948548034151,0.009003440279156736,0.07930289914752893,-0.05324471435621437,-0.09310830378042122,0.018909316602328384,0.08538050108756379,0.01925200278659582
HEBP1,0.10135888109395355,0.031706742725030275,0.03435639698064328,-0.037390540646300284,-0.02592222583221276,0.08317590301869486,0.024973266961661904,0.02970016150354996,0.03793044198811272,0.12872345448768752,0.1020089430871578,-0.06380539749259916,0.03442603250100811,0.014990453693568514,-0.03292428112105898,-0.008521176723640849,0.008526965033092982,0.03908216252917358,0.09155063330981664,0.05833226969729125,0.048128160736896186,0.028649261084927026
WNT7B,-0.0205026944583084,0.023791204792816812,-0.019199451647408473,-0.035723853199335416,0.0194405613077749,-0.021229472324484713,-0.06901222557799676,0.01614529973482689,-0.013874672001022869,,-0.037531494101977474,-0.04940161830755116,,-0.014362036522055985,0.002734507123284125,-0.03628063048923615,-0.07242524308050233,-0.03163840858517075,-0.056870318038351096,0.04492969736926213,0.12754135926767413,-0.07253187307018368
PTMA,-0.0004913351360356155,0.02286258231906234,0.04386797917394558,0.09618032725651089,-0.04493699295078449,0.153393510458566,0.014204196096410885,-0.0028898986979622133,0.09557076501511884,0.15874570448154524,0.037933964225013744,0.07034209941297495,0.04397392234416117,0.06706279702962216,-0.043393478733018034,-0.09910534245546591,0.16947944885975672,0.030904773354462307,0.11259076569272145,-0.03408987349650797,-0.12316003004358698,0.016001735673150285
FASLG,-0.032879127943729346,,,,,,,,,,,,,,,,,,,-0.01521643896679291,,
CEACAM1,-0.03058864720296116,0.027997728407136786,-0.014734424370127792,,-0.013897370304846272,,0.05223865938537779,0.03217165776556677,,,,,-0.021446990417369152,0.05041432623289464,-0.0042159314134698695,-0.022091365602021296,-0.0180620875712685,-0.020998871917514914,,-0.021171439934207115,,
