,UKF248,UKF251,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8812bulk,ZH916bulk
TIMP1,0.0807970292707386,0.011819160288388177,-0.02646684364294397,-0.012256319143135512,-0.10086677168387163,-0.02439218356663594,-0.052387185111271696,0.056644824882269684,-0.005188809714606218,0.10889385656910441,-0.09459329648169482
SEMA3C,0.03497095974903234,0.09093184521811326,0.02137712963107316,0.030305360579368217,0.010716910493310765,-0.044581821011487055,-0.02792592071309115,0.07505122700719019,0.007266184823036276,-0.032526348387376926,-0.07926593219542258
GAS6,-0.04405428895039126,0.014358430288645006,-0.006466183613440317,-0.024318223894547897,0.009863762148358829,-0.037202812694005,-0.0043681887096187234,0.043712507745871765,-0.07123215769519345,0.10345659339632414,-0.021962505382710325
MEPE,0.0003805829498145034,,0.027059467061026868,0.01794456056231221,0.0047625329386585015,-0.00055610023866308,0.014537766748171026,-0.03230330494487169,0.060527661467163305,,0.003820038468045522
SERPINE1,0.022968312920503657,0.003880748360201765,-0.08019280950470609,0.08586992475676362,-0.060486262102670434,0.02098593077420609,-0.03323871330134969,0.04193542923200998,-0.03854585066769732,0.08926934839140183,0.011180138988416216
RSPO2,-0.028202956130597583,0.029957311759864137,0.07339519457293607,0.0072562424626547144,-0.03646294426255358,0.07540111504018279,0.03950226288760851,,0.00930156816640479,-0.010392483378240794,-0.01699738142424712
SHBG,0.09634565311340058,-0.00233778510318337,-0.020566641781664903,-0.009338351236021671,0.04289011166059151,0.12302832392560399,0.10707425207134742,-0.030162604673743394,0.02982890365214826,0.00398380067899232,0.05852071116655582
LGALS3BP,-0.0016500080882996626,0.0014880850110619306,-0.07017824724175793,-0.07202090379195765,-0.05080767498583559,-0.02942527686044039,-0.020126516565537215,0.0122984423660829,0.0065308199213656385,0.08418931023494312,-0.035066251716722806
LAMB1,0.06902739015853222,0.037488964122283364,-0.013379165305912101,-0.006322146594964223,-0.020256125993790747,-0.01270497393885965,-0.006367091319734011,0.0997552632397462,0.016895092525669453,0.14546467052549403,-0.1064291918926042
SPTBN2,0.04780492796899412,-0.002463214173541674,0.041813558234783096,0.056132170862569816,0.038501940346315766,0.08858481060174943,0.07037771252411057,-0.027265088244164133,0.040009668934581466,0.13619234906812813,0.055611036536503816
COL1A2,0.0866762570994122,-0.011181316768902176,-0.00016695194604226613,-0.0359261094879435,-0.01843012771493235,-0.0018325682737902217,-0.04374081530248875,0.03997050045270803,-0.0004432157393451144,0.09128504400346514,-0.1331444831520935
DEFB1,,-0.015913283045715456,,,0.018830655815920774,,,,,,-0.02794716957079367
CEACAM16,,,,,,,-0.020406864381001227,,,,
SCT,,,,,-0.0149590772764452,,,,,,
WNT11,0.04054183766352803,,,-0.020485079465423,,,,,0.00031135016390736165,,0.053665062458890495
LGALS1,-0.012028344022366794,-0.0028049393641988818,-0.06555847904627932,-0.01419616099661999,-0.063198942935938,-0.013332608961107119,0.005680872812850085,0.03604172568095981,0.04493896599826157,0.06660302998128582,-0.017888834846832683
BCAN,0.09505442428089242,-0.021357059444480766,-0.05072003001975696,-0.0754821468789074,0.06831932801842289,0.06181756568044789,-0.0785796042859803,-0.09039485869107788,-0.0067685887456825815,0.036913602104732164,-0.039953629174450125
ANOS1,0.04463725821032899,-0.029756252307671413,0.025398448917346605,-0.04960889504968991,0.048668635758278164,0.014239665048387263,-0.05030171233111113,0.011355550585579533,-0.024110345754710157,-0.005572119089938992,0.0313056640405299
EDA,-0.019143685266821874,0.03722723776527021,0.006028960612677881,-0.02449325892615561,-0.02343940138607051,0.038063643186744794,-0.02455774826259961,-0.04188634239981975,-0.005793544376733328,0.06508797060813303,0.02783129999432182
FGF22,-0.027222395265163235,-0.021912344199679433,0.02111164949813517,-0.018777270758817494,,-0.02079431657638488,0.10052174810806265,,-0.021964863458950806,-0.005534421587232121,-0.03488422211859516
SHANK1,0.027128579367772812,-0.01776001264141327,-0.016279757030675714,0.004289104415366434,-0.021895945438236846,0.014100552095300537,0.0701372569718357,,0.012481559976758759,,0.04598351047938419
NPVF,,,,,,,,,0.1449560732125666,,
RAET1G,,,,,,,,,,,-0.023106806313707446
TGFB1,0.02783994781978769,-0.023148254309923944,,0.009864134304647396,-0.002792367353132574,-0.02631485454102588,-0.036586230940662545,0.0527618072627457,0.00889139946449901,0.0843784301213032,-0.02945879618120204
MSTN,0.05916059281696754,-0.011756268262026635,-0.0043157737603172356,-0.02802654284143929,-0.03175728113422999,,0.029863073576308997,-0.029267041639161082,-0.02912343305787159,0.03945422290305844,0.08520843793086268
WNT4,0.0019267231412395964,0.04228439924351048,-0.02144972638234067,0.1995225516036894,0.02421529617820811,0.031273420829512996,-0.015595832254932345,-0.03586955266850224,0.0814622067101569,0.2312055156202635,-0.04309219719712184
TNFSF4,-0.00608354551765047,-0.013295974426738973,0.09006673664735587,-0.03379521325255352,0.018205204971677616,0.037431005758900245,-0.023304765436705583,-0.04155273579974372,0.024615134975575444,0.025670802666829737,0.007970677880271695
NTN1,-0.0007574686030888691,-0.029393428865501184,-0.025559445267702225,0.020728379827836933,-0.04806570300817052,-0.006108974743730991,-0.04672244220064071,0.117037028837637,0.01641227550602353,0.1108065052471947,-0.05324932104486043
CXCL12,0.04100652202008798,-0.025349754568584775,0.0018061187978660057,0.004057601736783494,0.02135052667236564,-0.064225708371601,-0.03307443952399808,0.01948808500904923,0.02659832964759464,-0.04814858974482858,-0.03712862951610496
GNRH1,0.012711137564451273,0.06288853409251445,-0.016561052490768134,-0.005785681848163421,-0.034694766902367204,-0.02849742339619143,0.024217553493985574,-0.04511119364111093,0.03107634206171766,-0.018360794069479977,0.11592142122067756
FGF8,,,-0.023144249847603618,,,,,,-0.03879299270641973,,
RIMS1,0.005718970185586894,0.022781976181347984,0.005778650493938174,-0.013034291432288935,0.05842441921939048,0.047437253764043806,0.04670383364443272,0.01930034268735631,-0.00031766727892904316,0.009326716216203967,0.04600476799933639
FGF14,0.043873340939767934,-0.007204415277038389,0.04073856936572788,-0.03666864765725018,-0.01610534495372052,0.015624491200270504,0.09751308402994013,1.8085398362597196e-05,-0.013228734076538113,-0.08347307775445041,0.004877214656427965
IGF1,0.07673334834722001,-0.049059988134104934,-0.04202697878292225,0.09041192056912709,-0.0389444996028298,-0.08323049269090725,-0.024906200415963788,0.016556553990127475,0.0001397426078904211,0.041811207321647885,-0.027429584026763397
TNFSF10,0.04082496308160693,0.036117605200115664,-0.010384235889607048,0.0019235786178569867,-0.025668032394611042,0.05006339920561406,0.0716462145253082,0.07968118853521383,-0.022208614402702987,-0.025423169591659023,0.03350766488503876
GDF5,-0.014499977329634026,,0.019133446627532753,-0.0330942331055063,,-0.007816205986809469,0.10548129225347982,,0.0321020140141911,0.045395936469667164,-0.04709323985965877
CHAD,,,-0.03277986496022194,,,,,,0.08153095283226468,-0.020414578695911807,
RGMA,0.0027754788765634777,0.011951472976557092,-0.040136674698649226,-0.032230061898948954,0.012917958323864123,-0.04057940067643775,-0.0543707292840588,-0.015963784051207464,-0.010987990304525429,0.04562437021888311,-0.008794583082707627
WNT16,-0.03727376585628449,0.06590065891967675,-0.022315725775227207,-0.015318823523817056,-0.02573221887787679,0.07323316681462218,,,,0.13217588362941363,0.040415886661495884
CX3CL1,0.07046856649875374,0.03464495436388699,0.03698742901344582,-0.0348164954710983,0.012174273634466585,0.095526273686312,0.033042345255593734,-0.041297136552884486,0.00416427536763332,0.08763482025451345,-0.01909544814968928
FGF1,0.0841375628041718,0.03484629454995156,0.004906402633940016,-0.05557253462561814,0.03935602028372415,-0.023511607895151408,0.010486026235497473,0.04082918123846724,0.04439075627331987,-0.04168888064142924,0.0029945770407811957
ALOX5AP,-0.055586690366305216,-0.005014855542107577,0.028694117382947065,-0.0399521778682012,0.02665794440290278,-0.058476152567382034,-0.0380391983316746,-0.0040778437537479775,-0.0005932987664848049,0.05007986797787818,-0.018191491844969324
IL1RN,-0.021970668958919276,0.0027202818492639167,-0.022733458262832164,0.0009959402288244922,-0.01131600955144098,0.03753991898968804,-0.012262826750634642,,0.029203012253201734,,-0.016114571566192372
PCSK9,,,,,,,,,-0.003252425350480821,,
NPW,,,-0.007119757197947411,,-0.02075269552430509,,0.011106555790164117,0.0024911236021808937,0.03848305586425347,0.03385541820025692,0.051070981151440306
CXCL9,0.007642462771765259,0.10496785894318206,,-0.0066417688031945865,0.01879940997888116,0.015987205263250998,,0.06319122231730058,,-0.022093718174751874,-0.045680340239254956
ANGPTL4,-0.025246913682406738,0.016814244079383065,-0.016172450759879116,0.040209445325974896,-0.008715710916766432,0.04897693826424588,-0.026893761630175463,0.06522262463308484,-0.03778591445189324,0.021978493192273307,-0.014998202559703834
UCN2,,,,-0.020209948633098475,-0.011673572864662638,,,,-0.03879299923804784,,
OBP2A,,,,,,,,0.009108633418087073,,,
COL4A3,0.024212505087488397,0.013528062374912482,,,0.035231628506320826,,-0.015464918602595346,,,-0.03168104739080093,-0.02769840925033846
NRG3,0.07698415825969032,-0.014482372236695958,0.0286800583496547,0.05441451595697517,0.03760333344051494,0.12759906000693108,0.05405654416203124,0.14875791879685724,0.006728701235552853,-0.006740952747294238,0.002292741718200136
IL23A,-0.028863558570815046,-0.02154920441516294,,-0.02472364837284494,,,-0.018815725137432075,-0.03230329816031726,-0.022435281626435398,,0.033937887917571595
COLQ,-0.012694732151343572,0.028504609201772804,-0.02446530832324636,-0.005734501035627198,0.0451244913895163,0.005994248656785222,0.018238799928036075,-0.04019558619244733,0.04324736350722111,0.020554954284753495,0.06311472322081596
SCGB1A1,,0.0036409378354932223,,,,,,,,,
TNFSF12,-0.010106055513561443,-0.01630353850779039,0.008683578433747322,-0.02015307535609683,0.03986014085731595,0.027245076125331353,0.010365570370921593,-0.005044626472202779,0.020769440290967545,0.0889818697317765,0.0038566381459816724
DKK2,-0.007564858413358282,-0.01923765239691308,-0.008893298097419717,0.13037810684715725,-0.02403123240486849,0.01600373328248719,,,0.005548962617306108,,-0.010665978054384939
FYN,0.025827802517492376,-0.04247743383210824,-0.008192389943662969,-0.05520047373592765,-0.007296119114725856,-0.009304913631561239,-0.009134990364200781,-0.0019020451388200113,-0.031088606514281664,0.08609981196331946,0.03400098577668372
ACE,0.1210620998771834,0.040374294472653956,0.049445805395066045,-0.01803009196094262,0.0001507331760711908,-0.026240647520540217,-0.0334452437125046,0.09378088017379763,0.008427778505869071,0.08675570859172917,-0.04597401501658715
IL18,-0.029624285142425606,-0.004311197203191359,0.059282061961665584,-0.04458164447409302,0.020969308629482642,0.00019447508513952428,0.003019726361928175,-0.01626220263548391,-0.027556866606227623,0.05311288802251818,-0.0007252239634329541
PPBP,,,,,,,,,-0.027469844784002963,-0.021684902633693853,-0.02589748185084475
CCL27,0.1742965519818925,,,0.033493266435773564,0.018012163560272174,0.07410023225842492,0.008746592847111042,-0.03230329731224825,-0.041495327062911626,-0.023281590737418492,-0.047923704144637876
SERPING1,-0.03312695402136729,0.020401041262301373,0.0010177674394033084,-0.017851032091242024,-0.02843710621420588,-0.09604089699122034,0.06716173612604154,-0.01038512052393661,-0.06755822702805242,0.08491954857420426,-0.0040598002625351366
AZGP1,0.04893987602405264,-0.026096385426842263,-0.023096740149330348,0.042542454655600886,-0.028463093053857975,0.04407225538073316,0.04153474544113826,-0.09391565903914689,-0.005157616567704111,0.07473702683852906,0.0491316999994813
INHA,0.02253227208155755,-0.011952449409563604,-0.02998227778592799,0.026153681475042545,0.006237355476032764,-0.017952039647666725,-0.012443357661938043,,-0.028380316186672125,0.034010770415425405,0.06967332142712639
SEMA3G,-0.011073795399693748,0.03995622906693927,0.017339343180680436,0.0009429918392401981,-0.02154123510821051,-0.02050917198876895,-0.017451198128730708,0.11116907031461509,,0.0965117200702544,-0.047281178204663
COL6A1,0.006009252328493759,0.011241741929886624,-0.06926284592929968,-0.03797990435197239,-0.08240265077358754,0.0505712537630947,-0.031109089474697933,0.03907353079868296,0.02798650464865619,0.07879693876388434,-0.11497927157763704
FGF17,-0.036099167448193664,-0.017978133877997505,0.03814417992428222,-0.02976496774571377,0.03347195676209934,-0.045258605751562354,0.004947051714295633,,-0.024200573374349298,,0.027045128807014294
TNFSF8,,-0.01591328468398591,,-0.019071985700090728,-0.019189942469363765,,,-0.039502515435533334,-0.02980684932835961,-0.01686462249784702,-0.029162671000913493
FGF20,0.05500337707366006,0.015645541161466228,-0.01987389034922911,-0.030721397639011043,0.052358172717971975,-0.022252551137435864,-0.01493068789657372,0.0756241231055126,-0.03241242855992044,0.0018917763776168767,-0.02158804316470641
ICAM3,0.05268513067558801,-0.045473185776686784,0.041375653721867606,-0.0036335147938764954,0.0530809225142091,-0.003226967751897894,-0.03346853659960806,0.03967913402547291,0.02623622165641948,-0.034714652517211696,0.0025681810740908286
LAMA4,0.1135612524610437,0.01818812663443281,0.010685588966645305,-0.05806410682857553,-0.005816754647609309,0.03730605954630411,-0.005204681761937087,0.05433683335123232,0.012459339936808577,0.07482916263112005,-0.08952597663292997
DLL4,0.08144621663616655,0.023829438969330173,0.05887517666374171,-0.005030956768312871,0.01355023075116388,0.023180910320685245,0.027461046817128125,-0.010401889905583148,-0.011540555406420874,0.048171943222124834,-0.06461068375266409
SEMA3A,0.03268136872476986,-0.008031260296613418,0.028711036823025806,0.011968422687222797,0.031012890240208105,0.05117980729155181,-0.010444274119489295,0.04340863203752573,0.012763383765750464,0.13121173914330742,-0.044027590039285046
RLN2,,-0.01708981218979584,-0.023347156225914396,-0.00788417199970881,-0.019547352665063022,0.032814736446510735,-0.011763017978144844,,-0.020611363914145954,-0.009684228981736279,-0.025361822304638418
C5,-0.03402500611551253,-0.012260763350446695,-0.06067822575197203,-0.029195266735372274,0.018222820349289043,0.0531057943447709,-0.02569587522347527,0.008270996770098574,-0.009716452759146914,0.09041539866810899,-0.009905676239846926
COMP,,,,,,,,,,-0.020195837658412,
EDN2,-0.02162933020569648,,,-0.026066683969561924,-0.023737000201380812,,-0.0196433352517678,,,,
C1QA,0.005514667417663432,0.03893011940375434,-0.02881867817730982,0.01640023922547048,0.027320888810734207,-0.03761412135259055,-0.07605683346992109,-0.054658858764227845,-0.07187051752791293,0.08922882751139023,-0.06912464885327542
UTS2B,-0.023145821526366468,-0.01944008966604803,-0.01737879888184027,,-0.0168965843356105,,,,,,
COL9A3,0.11219457334003112,0.009091869206107848,-0.0607329858833846,-0.03670612437826235,-0.03724046572136986,-0.029256124810357883,-0.07028667619393934,-0.015166449292542433,0.04579169868381581,-0.015136331160124453,-0.003311371439252145
DLK1,,,0.020499141996427432,,0.015659114733434253,,,0.1134117908108148,,,0.00611301041040196
HGF,0.02671460157842024,-0.00675713676792121,0.06978191135498991,0.04611065355227982,0.08154861688919197,-0.018494704370305304,-0.017916383699444295,0.03914525134931615,-0.012657089115578909,0.10106858802109066,0.0010207913594183146
P4HB,-0.05285528240972326,0.020558087642609225,-0.03721760341948302,-0.06212839395970297,-0.07355393950297423,-0.038847530751808294,0.021476134332023295,-0.024440907731974906,-0.013835738577787967,0.09890261684471215,-0.04424225515049707
ADCYAP1,0.0439038933326414,-0.009964084851719754,0.011611826665495713,0.14624750378259282,-0.005720532951218639,0.07405783646955551,0.001965570664612015,0.20444380809491858,0.03253284881294059,0.18917857852847386,-0.02983315227374438
GREM1,-0.00786900095328492,0.0015746256828570243,0.01483657403733661,-0.05857139978858594,-0.015266293267807091,0.05597995725794033,-0.0023688604990096214,-0.01526835571602028,0.009538882250348652,-0.04159424060609967,0.08719563948027431
EGF,0.03010744762413508,0.022213145592988207,-0.014548649083007568,-0.014031168236389521,0.03474206230336301,-0.021486810685549806,0.012026222251918676,0.0723628225017128,-0.025200791774535505,0.07410663631761985,0.014669330637555347
VEGFB,-0.058948912435308726,0.049253087286900324,-0.023542673766007435,0.002883887871548393,-0.07142591052780338,-0.09656566972222612,-0.03263752593649723,-0.0654177247562545,0.04030577005732655,0.06085083287794791,-0.03801752277681561
FARP2,0.050929299805819325,0.013532850078507061,-0.003485114430358969,-0.024555792003321034,0.01632018062908439,0.042842627846897206,-0.04716496280559828,-0.005996632877505163,0.044249454692991984,-0.03263507303846513,-0.04577244628250144
BMP3,,,-0.012847906546458508,,,-0.00881569286974411,,,,,
IHH,,,,,,,,,0.10883736358730126,,
LAMA2,0.10478310886422422,-0.014091141268554312,-0.016744356809410665,-0.03519301307591865,-0.05114106432133543,0.0750098220630152,0.0072829911027020265,0.006609489424500598,0.022094626278731676,0.08052149582159754,-0.06445874615796197
SERPINC1,,,,,-0.018077818855578534,,,,,,
NRG1,0.03105001967988599,0.061496839939984754,-0.0008252997613955141,0.005339094790389514,0.012128434144599241,-0.0038553326902562206,-0.023758515310530668,-0.028809790397896603,0.009510441597969104,,-0.020867228257704793
SPINK1,-0.06471954403818103,,,,,,0.10183412706793966,,-0.03184527022088985,,-0.05920451543251229
EFEMP2,-0.01586879886883214,-0.015439520848985812,-0.040428679162735424,0.017417374868427295,-0.048523556564927295,-0.044061841223388076,-0.0892757088152363,0.018228229310906938,0.017715308305730187,0.08456095804974283,-0.024701862318036692
SELPLG,0.01357086594562417,-0.00404024276141094,-0.044186400044992205,-0.05169904293764093,0.03603321236763533,-0.0024750910819250575,-0.001569118999579262,0.03568001428125444,-0.00019918416822300487,0.03806305509280668,0.022494924623885068
GDF6,-0.008041971805436761,,-0.0029454875299519904,0.05649985421388512,,,,,0.0828601804467911,,
HLA-E,0.015849605104486394,0.009480207532936135,0.025373811283575236,-0.02515185003948138,-0.03808247364818538,-0.01561397497623682,-0.08265013334898169,-0.005184366642152366,-0.04917549942399755,0.038273241353986104,-0.06424384712891902
PTN,0.04942351845599123,0.016755385286932205,-0.03930650436062987,-0.06657999251062802,-0.10584015623310915,0.035119116894049354,-0.09596891527615753,0.04004869406629578,0.013757791581337149,0.1288574519175765,-0.005462916933300253
CD274,-0.0021506885753241134,-0.016738581092289144,-0.03877242191401092,0.001683399487837365,-0.01778076481304646,-0.047049931413216346,-0.019358883619401017,0.026482848230742973,-0.04628528609823083,0.07160112530154335,0.031377275745388664
CD14,-0.01642260931764802,-0.05069725603821823,0.032866221643704015,-0.021379039079957605,-0.044150557881122605,-0.011637979821063103,-0.032998334861501055,-0.04579596499526107,-0.047795190150693875,0.13391028592410698,-0.08600416628914093
SFTPD,0.007872587158738434,0.009570602212883155,-0.029332974448968686,,0.10895401972816954,,0.04821977019365684,0.002396964408466738,-0.01847156743775184,0.06018515491698272,0.02597741560362311
SLIT1,0.01796436412080003,0.02350950103542509,0.0019117255639170556,0.0062440747069715434,-0.00696292073033603,0.046698185292466575,-0.05174163518145514,0.02594520246244866,-0.022464382051914145,0.029384232604821675,-0.005640857065917486
LPA,,,-0.017378803238774408,,,,,,,,
CNTF,,,,-0.02562616875326157,-0.0154098642873205,0.015729640918458184,-0.013658119152719063,,,-0.017376687668024166,
BST1,0.012672196176546453,-0.026263300969524866,-0.0006700181969304953,0.01570459527212264,-0.03427955803924352,0.017383939935913244,0.07433880779383917,-0.022325604384564345,0.09532199738182301,-0.02267193381874049,-0.009699444757537734
AGTRAP,0.03506435167845078,-0.014709368894992471,-0.036986218900771695,-0.016415391365907556,-0.019631215506030645,-0.02417614696524211,-0.012221521536241493,-0.04847425726292659,-0.02139074190222156,-0.02979112027931753,0.02887649204644949
LAMC1,0.09473912653655427,-0.029525155985520638,0.0163966736748572,-0.020870002493509565,-0.07620396779518021,0.012269944494755151,-0.0453471189439385,0.09580228683551549,0.04741397274792757,0.07858020777348242,-0.08673713189894702
COL6A3,0.05110535569257886,0.06830078208026674,0.08526880817625354,0.05741057038401322,0.0047565964991353555,0.009451623936032636,-0.01698833622749466,0.03390089084411,0.014911105567762106,0.13002057035422787,-0.06642221425588761
FN1,0.0928378118895168,0.021589647433597488,-0.025166456689328803,-0.023278693123754204,-0.03659812616832473,-3.728563276833953e-05,-0.044375195295740674,0.09083233360335971,-0.035298584858569515,0.07987943147882533,-0.06973107403299793
MIF,-0.08558536300370109,0.004030881824415827,-0.0015374188545043785,0.08064494689351132,-0.0013485253700882358,0.07709155976632205,-0.0004441260043124867,0.016438672381947565,0.039967372356316554,-0.007434473402792461,0.08077751068757619
JAG1,0.0248409518696137,0.04841216566348037,0.028773343318593332,-0.07003065210405202,-0.06104236470562032,-0.032045933067488645,-0.05454240163180249,0.10929596534679926,-0.044811851431324205,0.010421711156249156,-0.004737037231228653
NID2,0.07985489619421293,0.013396074425393966,-0.007339716046687981,-0.03226924996155624,-0.033070795885875866,0.039785434723592125,-0.030411456563825913,0.16195866708481532,0.014766949007247709,0.05915177598075434,-0.07344182614911966
EFNB1,0.032345593252384945,-0.003913550605806319,-0.02944640957712274,-0.018992521936094815,0.0022219580420347325,0.0035897377418353323,-0.07813631035533301,0.04763317304189365,0.08934556008063689,0.0599675257023644,-0.002244325011475676
COL4A2,0.1125642879797736,0.06668644196687568,-0.012603947995764147,-0.05131190083476826,-0.07332468151896401,0.0062988959795314175,-0.08002458377655,0.10503680158181215,-0.010843827525938682,0.11861241946459818,-0.07936637151316263
SPP1,-0.16803826965915544,-0.11014757716161624,-0.0691034205265954,-0.019354505703178194,-0.05012926572160761,-0.04442116921355598,-0.05852982210195875,0.01549676117653719,-0.05142571747303495,0.09782241788400942,-0.004354154055164887
PODXL2,-0.0467624014311521,0.00043101482743570504,-0.028497317834196692,0.12744033268662508,-0.006550073653676516,0.06485429037614869,0.048861000736337916,-0.10869321398219228,-0.006448301343145797,-0.0066597293266813145,0.025413501746065346
FGF9,-0.03187805784483219,0.022698615629517246,0.034266624500208225,-0.023365714769706187,-0.008436518242919066,0.10925671857541129,0.0019163341321643073,,-0.02681016599780317,,0.009289895479461885
ITIH2,0.051242032845219776,,-0.027639432643359114,-0.024952091422418055,,0.10376632677566654,-0.01914325511117585,,0.028867401688858454,0.030818559739013457,-0.05196598761545379
ADAM10,0.061049111377535915,0.01028046192814596,0.03578223215066071,-0.03204681092612524,0.03608492825558083,0.012628009866740038,-0.015216940081269253,0.03381527580751213,-0.004987083245185399,0.052500022346402365,-0.001447938545803569
CFH,0.09709124883506381,0.012313876270371716,0.011949091720209094,-0.004453903284374762,-0.05021782005166589,0.04341002330308277,-0.018995179851076953,0.0905210848160776,0.03086229619142743,0.06426844325792024,-0.02700156637431409
COL4A5,0.021498607106345796,-0.0169009231381564,-0.008544181821594278,-0.046625672234703514,-0.05692107922326396,-0.01949704016947434,0.05419750168618409,-0.000659894443872864,0.013112619872346675,0.09802460238134926,-0.01206573760415502
LTBP3,-0.09914534238245896,0.03847380538711682,-0.007445250993946675,0.026495498467536308,-0.06587107715976233,0.040567160487838684,-0.030942078792934955,-0.025834032399514817,-0.02299439515275159,0.03099530363320658,0.0074227963503609735
GNB3,-0.006435415957355707,-0.012531557289666111,0.03394275951936437,0.03176431808729966,-0.03680029484033421,-0.0006157593382996596,0.025268308679223236,0.07207518712157522,-0.007033830827867727,0.037115777585155996,-0.030484013857243683
COL6A2,-0.02142338372267104,-0.032088623425111186,0.013388326353552808,-0.014163947826411548,-0.04392786660250882,0.06406339999992591,0.02031006016880209,0.12066592275811662,0.0599269859456951,0.08288587043004719,-0.0981368992425613
PLG,,,,,,,-0.017102973756161165,,,,
GDF9,0.012444359127223427,-0.01975404301831941,-0.013978345409089897,0.007025313143854646,0.02459330221256758,,0.08523772506647538,-0.018212020548148935,0.11120365515017541,0.03590047104093148,0.050670375156761135
NCAM1,0.005099946495989579,-0.08681696956921435,-0.03335239483586517,-0.02942878927534954,0.037024557994921846,0.0027812230551954153,0.009260468436026976,-0.06658856077178503,-0.03422142538772859,-0.13625191625488858,0.04914542286065286
APOC2,-0.026244090087071095,0.03196715097563036,-0.024883704428977155,0.0025685009448660587,0.02471525890079195,-0.0004846961205108093,-0.05443315969776769,-0.012597642882070683,-0.018203485454754226,0.03869700086002824,-0.007568336808263713
BST2,0.02202942192182181,-0.02944513899813769,0.03819330952754424,-0.04191193265484985,-0.033197073250909925,-0.0040944529953299445,-0.04917944750393063,0.020197600273747125,0.0070056149930893975,0.10717181323621155,0.005910991221487711
COL5A1,0.049399922085659534,0.03241901183076384,-0.028559327430357412,-0.05595631742352148,-0.022040907494377062,-0.05880597252950275,-0.010244644928675044,0.07300324961848081,-0.001876263169189085,0.08433763137788909,-0.05924995770154426
CALM3,0.04461899224221008,-0.057810307303235275,0.023197890563551687,0.08053707527339289,0.08617248390971331,0.06662562877907847,0.09849756740325312,0.010452609209809883,0.022243164973836185,0.03945378575662109,0.0013355997971928794
THBS2,0.005362987955631823,0.006236712991854226,-0.0167079532694632,-0.04906264783480376,-0.04549978702178379,-0.009101509099590612,-0.06414476275439136,-0.004009632140940161,0.05177896527043897,0.015525059685547907,-0.03322664217818966
SERPINE2,-0.05495891523927821,-0.09959245291435065,0.01988723488848282,-0.004529921437563245,0.037175138160448,-0.010802220573674434,0.04148595515597433,0.03259997939603624,-0.05084583021369707,0.003770686795392465,-0.012794750644266557
EFNB2,0.021684457513051605,0.04252777155098839,0.10317880256626519,0.03341625649165035,-0.06031415641279568,0.009500300023122084,0.00987056972232945,0.050818708819191934,0.09192546648304618,0.020472249437181955,-0.029871519924604243
PROK1,-0.03540341846128211,0.05753583069828727,-0.025105670271141207,,-0.024894889804063198,,,,-0.02061136848668543,-0.01737667070611432,0.008135292833574365
MMP9,0.12065396310079336,-0.01615514597154262,0.03961957532129612,0.0014113418278606422,-0.025732214595861714,-0.039247002472657014,-0.05092463090298546,0.1093544573497531,0.04966146054246638,0.04483449240813058,-0.0694227867570802
DMP1,-0.012363987494030934,,,,,,,0.09754760307465975,,,0.059432294754503845
NPPA,0.006940421275750614,-0.022829982391791237,0.03029603799656554,-0.022830475085929152,-0.0013042668901469122,0.08163072872800463,-0.024467402743422028,0.017402703536198483,0.03314694923896998,-0.03379266959491049,-0.06058893073023246
APOB,,-0.01639358966341898,,-0.0005634556675522869,0.02421343508284976,,,,,0.008333840248076704,0.0790428360214447
C4B,,-0.018826658839581557,,,0.03611494969214933,,-0.02040686334748282,-0.03146263686035701,,0.10976297214382753,
NTNG2,0.036027722091160355,-0.03100034577356555,0.05322074191334562,0.014281593137004752,0.0010915448412157935,0.04591034932171357,-0.03602359826668444,0.13611478789616913,-0.008303900030654763,-0.009567586329860534,-0.062177726834169965
LAMA1,0.007818669115127198,0.004775359864533984,-0.012751168122420182,-0.04363462226232591,-0.02235759613917844,-0.010095018569219053,0.08550797566309679,0.013125798624371045,0.04441307809326316,0.006488998106663141,-0.035893088422701606
UCN,-0.031549393683148005,0.00704355490344074,-0.009196970381777275,-0.02130814519839525,0.018430173767621898,-0.030217781012623485,0.03560365936400002,0.049457221624801956,-0.0013015411277278995,0.032484297556997596,0.011082072203488797
ARTN,0.036055263278541465,,0.06365524711814718,-0.02976498401021954,-0.02573221709370358,-0.03381179818454364,-0.013658120102589306,,0.02945434197329555,-0.02404456776880646,-0.017584471033389944
PDGFD,0.054766430557208465,-0.023582722594798683,0.06733747298661712,-0.010888938384113686,-0.02146404580078359,-0.03172042633904832,-0.040451237804861755,-0.0038585643040276296,0.056965239485003163,0.07901245510807252,0.04324313238018864
EDN1,0.04052699166513687,0.01891585472842685,0.022329998985624645,0.03553382277951554,-0.020341885717984204,0.06241642868151272,-0.011361638213447572,0.0535402954643644,-0.02929643920221094,0.029353354772641768,-0.053923969779661705
ARPC5,0.010746735673935725,0.030749554661268594,0.04390827407365,-0.023400484169943375,0.02546825039378597,-0.029828830555326365,-0.06198189192219056,-0.009708230446125636,-0.035430885376752055,-0.015494385893775693,-0.0023776164568364063
GSTO1,0.055236558002083,0.000628798993913677,0.07340107991023288,0.06426384823522471,0.028293852925497725,-0.004821278217635264,0.051855280177748625,0.018615321380973503,0.01651878753713822,-0.02019320927331579,-0.0165638205575172
PROK2,,,,,,,,,0.03140941508637496,,
