,UKF260,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
IGFL3,,-0.014158629893395721,,,-0.016113798546391982
BMP1,0.034103757791072956,0.05164247700220224,-0.027103078348404103,-0.030564691707345226,0.03318525006189241
NDP,0.03742183217961952,-0.004482554953448056,0.0337484063184736,0.07104347005615419,0.0328891349466526
TNFSF18,,-0.021025140337975482,,,-0.01661787601564682
RTN4,0.0014669023734109673,-0.06801438004833785,-0.05224379806126296,0.03361572759466713,-0.030947663106000584
HEBP1,-0.0025611640967901097,0.01928548270819223,0.03954852515867226,0.030971789876116977,0.03627610614953403
WNT7B,0.020829330646833327,-0.019381459871096626,0.08799122673347151,0.028497975835590175,-0.019818820143830723
PTMA,0.034364788949739,0.0013290153230291093,-0.048306357731531774,-0.0010512863643888412,-0.060523194914116715
CEACAM1,-0.017085583050015174,0.08308232279396387,-0.025323613766563356,0.16028766101216554,0.019051381755406934
PDAP1,-0.02364980011405527,0.0627894419157111,-0.06921248804896199,-0.044285799121239616,0.07070858381808544
QDPR,0.021344771414175512,-0.03168834142688087,0.028598165216674132,0.028668768656231712,0.011668072551182256
POMC,0.07491267318861193,0.03863575252856334,0.023107926939635138,0.039441026628425815,0.041972498637908674
CCL18,,,0.03437189870469092,-0.004605546869560972,
CCL17,,,-0.017965878270016913,-0.02637683121058432,-0.02124511256953703
VEGFD,0.006307286834002767,-0.023719503035622824,,-0.01827203609456338,-4.631195082577343e-05
TNFSF13,,,0.04061478183525732,-0.028670713730736788,0.02104700627623606
WNT5A,0.08372323369722023,0.012673810145101378,-0.024636079838409708,-0.03469705766615857,-0.03484232831638119
CXCL8,-0.09616533903083516,0.2042530280431554,-0.08685424680854835,-0.10946211219672707,-0.030163428741006644
GRN,-0.04401925321181716,0.06600398328762075,-0.03607588403333365,0.02603847915360287,-0.023554862016713685
MIA,-0.06261080089020425,0.12289433621176939,0.15330771055408604,0.06839844151075472,-0.038702618090579045
COL4A4,0.013307233035260163,0.09471341872707648,0.07730053259577116,0.02585284088246712,-0.032726378564146896
