,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CXCL13,,,-0.01041580446102676,,0.05178977972940256,,,,,0.011937934219383838,,,0.08159529115382294,0.1175547175559347,,0.012444280949469656,,0.1292568817364613
MICA,-0.014605137826913618,0.10282884713038026,0.022209923027888462,0.009197420105059327,0.015970993718090905,0.08308140097289421,0.027629845829946948,0.0039752864865779175,0.10529808606780541,-0.03167975085184516,0.11862466653738803,0.0926935147490319,0.046206294451409224,0.0831229597554589,-0.006541327391248736,-0.004838142988019087,0.12293102553530322,0.05593605505084605
TG,-0.02790435723590711,-0.006995267294310381,0.04206704519472206,0.027107271938181583,0.02292019593814183,0.0851280298545708,-0.004423550095986986,-0.020293800456737725,,0.04555763516229418,0.054186154768447424,0.01632040251343506,-0.017168258985565326,-0.029629400370657352,,-0.016848515322586535,0.10376889042665974,-0.03666482523493907
ADA,-0.05904364926049619,0.025636900528534793,0.017784140025182322,-0.018404880667081232,0.08827258606802267,0.1007820704369256,0.004084683934077527,0.0031127476054279043,0.029119764945232038,0.12157772488349251,0.040894697619154,0.06675318812960879,0.03834808883117583,0.07113754491682114,0.004716534605544296,0.021096394704136393,0.21432642905844904,0.04701642848434602
LAMC3,-0.06578719465010963,0.21106739114222464,-0.02688294471453771,0.007138382971376576,0.1550874221158283,0.18006778200029805,0.057552506738651185,0.09806677043346786,-0.010039650428948419,0.0791985149756058,0.04249998402433882,0.15384478416833539,0.06459135257401381,0.05394214047204512,-0.04624394346503565,0.012311869813365389,0.30520421534718667,0.10141493399410151
CCL7,,-0.004031875373882395,,-0.02801563032836724,-0.016345043305547327,,,,,,,,-0.019365014639674095,,,,-0.0519404342410356,-0.05082741717615218
NGF,,0.035326382081315735,,-0.026872116348374435,-0.038882796846633275,,,,-0.03161670030203289,0.00723248365491445,,0.039766325152844756,0.07489839172210028,0.022569966991775686,,0.020945589271459224,0.2249305239245994,0.06223700820566058
TNFSF15,,,,0.005119786305251421,0.07062140483537045,,,,,-0.026267659266648903,-0.024081405048992047,-0.04320408391315254,0.02737261686697033,,,0.0166237628872145,0.11180279331662003,0.043560874826708326
HMGB1,-0.03475982455926591,-0.008746544224259791,-0.03719980784659234,0.031824483603356664,0.011623454550147964,0.07014939140979384,-0.09380033623294741,-0.042468913937497445,0.18765417151165692,0.1298678536932781,-0.029469907907846413,0.02794904732941226,0.026341062921556975,0.00909373826494542,0.05051512679942232,-0.046003098450414434,-0.16376260770978973,-0.10496698132563739
ITGB3BP,0.09513921850058632,-0.025591751625227067,0.009224441835298554,0.05166723809529122,-0.02719844659560578,0.12297720006721194,0.0290661352422141,0.05406652288770224,0.07539695302940078,0.11527573977861084,0.1350864292177006,-0.012292557354411702,0.005194749590539769,0.029846544302057437,0.0671731171651407,0.02445873486466267,0.0411816607867075,-0.0702229928643706
AANAT,,-0.019587481600289242,,-0.007517952372386449,-0.009121546500989026,-0.020733278748574127,0.03386764572525955,0.12728462214615655,0.101233308188889,,,0.09705982895784004,-0.01698858196694086,0.020779687395476764,0.025218868012897622,,-0.03330659860006762,-0.010619009612755108
RELN,-0.0355829579683298,-0.001529474043657639,-0.013692789392404174,0.004882652269723556,0.07326960317497283,-0.018541049460488214,-0.04182044513246402,-0.022517235644232435,-0.01222243280425738,,,,,,-0.03363700459757177,-0.015355404379008208,,-0.06961618261711319
IL15,-0.06455264657182022,0.018830513469376007,0.12889035145600478,-0.00161511896221531,-0.03138902411514181,-0.009754050407000042,0.06740195246962488,0.02567608795806646,0.07524313885364782,0.08261701904424072,0.020993055112339745,0.017160958739022923,0.026934252050644418,0.12355430583940234,-0.008020305280745363,0.019096034524174153,0.137843568830585,0.023223114881235754
UTS2,,,,,,0.09186744934738432,,,,,0.03921521093384117,,0.1055184172854502,,,,,
BSG,-0.10706098625963079,0.06778244680354772,-0.006567412992185627,-0.01798560210501169,-0.004864603156405329,0.039405773971761475,-0.04655608571590225,-0.03393282811457701,-0.028395728882088342,0.01107408509189998,0.15165713159373062,-0.04373272739371132,0.01425289385226471,0.10130278132420113,-0.008418136339798264,-0.024115335702797343,0.018470990227423757,-0.019504369399124376
ADAMTS3,-0.0852846539412986,-0.00022956741229363794,-0.0018291909023457854,0.0016274152534861439,0.023043574178752677,0.12617201819538704,0.025485300794718904,-0.0037344091098483697,0.002679786278325228,0.04217979297235595,0.16144019763745351,-0.035901936634275974,0.11389421468070103,0.005339549641197172,0.005342797528537988,-0.00922786325681319,0.08856742218591589,-0.0391047599158298
CD34,-0.0943066032416536,0.14252048858606584,8.771254846172954e-06,-0.028025392434636816,0.10170592968432329,0.15072326863538826,0.013072499603268582,-0.04376764697701888,-0.07270556073748023,0.08996702813030961,0.025590959252724133,0.08539289164222172,0.001621359160819688,0.08188742304600365,-0.04391474214251623,-0.002506057122098866,0.24811264352217946,0.05343423651985312
CCL23,,,,,,0.12468607183261679,,,,,0.20533171190264526,,,,,,,
PLAT,-0.09330956150495122,0.14356020740372855,0.018140356930808708,0.03799143730668904,0.0298418448360717,0.13094396852683446,0.04633884494102856,0.017655706571334133,0.04129362200007425,-0.04544276510745764,0.06306205361704033,0.026699657132900557,0.031145614836712437,-0.05122378999331955,0.004228625089667128,-0.09495260118697331,0.10649599572005179,0.007168765035270395
NTF3,,,,,,,,-0.029572594608810558,,-0.02010606361576001,,,0.051883227537911,0.001300655596655519,,0.040857180298471275,,
LTA,,,0.00193806720141332,0.0665294111750408,,,0.008325988292614408,,,,,,,,,,-0.022942200099711728,
CKLF,0.053925275706834794,0.019563775990683308,0.053694158191642895,0.04191164696392472,-0.03286998255639706,0.16632973880334917,0.07370577395269784,0.028457117822688,0.10193444498150425,0.11497373012889908,0.1102710589350162,-0.03824494246507,0.07250013853310654,0.004350362319016089,-0.009359795437346474,-0.042329946397113356,0.04801670597974949,0.03798249308758787
APELA,,,,,,,,,,-0.031233462194377712,,,,,,,,
CD24,0.04588288297734035,0.020871787653825306,0.04852548758350133,-0.021865577829001476,0.0473431106594373,-0.023685209469188607,0.056179940342346704,-0.0015365554295941714,0.05054774527393081,0.05958096348183045,0.1748179221829396,-0.07152814236837576,0.014400547937368583,-0.08206569880070402,-0.04458896193441857,0.030793084105726443,-0.04054023295780616,-0.025006503508357602
HSP90AA1,0.10953543995504755,-0.03606203761718198,0.02894869023819176,0.033359399363833975,-0.009688875619431865,-0.10799597904892286,0.16901747389409622,-0.003061817930858931,-0.18651735611518902,-0.01893570426707819,-0.06602463121490805,0.01648636781206978,-0.0391175686615055,0.03668009819449498,0.0244023231761779,-0.02488887921363239,-0.2089864003840464,-0.008819554560179223
BMP4,-0.01228370531270969,0.09526946842747328,-0.0013148998987322536,-0.03582294369661129,0.0654506152780994,-0.014384265933856635,-0.010533865869319302,-0.015011476818702728,-0.04741098009560442,-0.009216777472803537,0.12584219996060236,0.0737496645699168,0.05404528010671355,-0.018566390349433252,-0.045064856977035814,0.01277228707309434,0.11366646156544304,0.022841087829738985
SCGB3A1,,-0.03952450723565309,,,-0.028941213618330932,,,0.08558242090800679,0.07620917994066874,0.005491243321355755,0.1574753995996432,,0.03213423716307244,-0.03780003854982198,,-0.02639999223319357,0.1155470088511579,0.045294423387492504
IGFBP4,-0.037093319893624764,0.2290990565776253,0.05622707647523259,-0.00861787036226822,0.07711099643166724,0.19146134448657684,0.10527251205638104,0.06899662417905665,0.07485358040501962,0.09929047411153769,0.02588525951064931,0.17490862564880313,0.08134513526852956,0.08961732349041263,-0.01805824835514145,-0.03186896674860172,0.39462735976067487,0.12272364926432798
RSPO4,,,0.02441360301133589,0.04012527606550364,0.009411469846803576,,-0.03357473968419196,-0.01973221201152764,,,,,,,,0.06716486309246192,-0.05402926690950124,0.02142866057454604
LEFTY2,-0.019864900019262416,0.08585383699767879,-0.035404786701672165,0.05268158552946731,0.05291168487959238,0.1824538744608958,-0.031310408004679206,-0.021636611800895388,0.10439296540982201,-0.02970057599067735,0.10538119162403216,0.09086369611992486,-0.01643870451434946,0.06532087937315492,0.006214536475681364,0.07322282933689828,0.15942152680175958,-0.0010643864849020637
PF4,,0.000508362724168196,0.011568065202589786,-0.02444308552067197,,,,,,,,,,-0.018099112469953983,,,0.05056792549402046,-0.01967180036250307
ANGPTL2,0.014709519008732625,0.07812662304216197,-0.01713163978532011,0.07315596329820703,0.005912143226635176,0.12331463992667432,0.0531762193754195,0.0319286329449025,0.12490027077354335,-0.05626532561085791,0.1565511879330574,-0.03221962050783582,0.07369533459094568,0.004858823013779563,0.0354843513758546,-0.026224149403636567,0.13155628946752876,-0.00788827355613108
LRIG2,-0.024695855953131767,-0.06279338487375533,0.04852157250609426,0.0013743934997085918,-0.05193410132045174,0.060368323947851764,-2.7162670587956825e-05,0.01796307042649215,-0.04039305016370332,0.027241263603169558,0.023900059057311015,-0.05672294193006192,0.04873126125492773,-0.02179838126077641,0.07538456961247332,0.02019771484634704,0.04120419949599018,-0.01656050009879955
ICOSLG,0.08450265121938584,0.07900423739854033,0.06555737378730365,0.019320380208454873,-0.017952581741624753,0.045186272275004775,0.030023920037726415,0.034765741341498596,0.04867494443696075,-0.003462040909657292,0.12770453269830523,-0.004834279434179854,0.005518801790540139,0.04197262130741276,-0.07812950307174221,-0.03213212917140165,0.1466915293597894,0.06978225487183806
WIF1,,-0.06819747294371202,,,-0.010276332900940585,-0.06865831889750416,-0.03168092131665764,0.0018917876168407064,-0.057345388266794174,,,,,,,0.09576449868417598,,0.026718547522948156
NPPC,-0.10691711220534228,-0.0183959306505474,,0.017373043106088448,-0.025197065319638765,0.022137683954066543,-0.023290897206284217,0.024427409699576824,-0.040845912198383856,,-0.007962972282628877,-0.035901867682456796,-0.028908474693358888,0.06771824475810662,-0.033841680026384845,0.015550115579520357,,0.03140594256585546
LYZ,0.13066613973907273,0.112113083167984,0.003456380689463408,-0.005592712582689788,0.047172117070266244,0.08255083192439878,0.03448439462928993,0.02013916931864353,0.2171957066496895,0.0864412585137874,0.07950007746614761,0.14928878512595473,0.03409548716751748,0.023195530239848175,0.06335508869454683,0.03086174162744083,0.17029127516691808,0.08437326490188335
EREG,,,,,-0.006776975236275357,,,,0.07297897676539498,-0.011548886702288742,,,0.03365204717994777,0.07361182955088941,,-0.022144382098084805,0.02662253144663854,0.03921795231049877
SPTAN1,-0.04290726259143771,0.007430911381757788,-0.020606677204931378,0.05520468171969032,-0.010156829216621716,-0.03357807740877471,0.024318175708566505,0.01368937637277551,-0.11548534676371053,0.06675244512160529,-0.015159345023053666,-0.012582601415356207,-0.035257295249646645,-0.019349018078609573,0.0033470662692963683,0.018614045901362272,0.004143141689391663,0.06130866237627383
PTH2,,,,,,,,,,,,,,,,-4.2108667583979664e-05,,
LIPC,0.03566605282377313,-0.05019518265777385,-0.003447485464674572,-0.028746337737508305,-0.03233947117442079,-0.00153276074483149,-0.009536847535391638,,-0.028304663566087872,0.018275510865221993,0.01650132038499631,-0.053786043638422765,,,0.05388083128165022,,0.06565922219540765,0.032287771232174245
COL8A1,0.03314638524707256,0.1284205131632071,0.023428780503105748,0.02904893758157332,0.03270274413068038,0.027683062338518662,-0.015367491084173379,0.06038997303785629,0.15980028937542498,-0.07744806131031176,0.09817700275075193,0.12319176595949262,0.09357068141933167,0.026197539015178357,0.03359019409335265,0.04275301817557414,0.017216732534256547,-0.10978316528348131
GSTM2,-0.030400959770957164,0.006343930425327927,0.0881545665104158,0.0424584165590057,0.004677870106761682,-0.011257448497900271,0.013776833033910026,0.021994473752905537,0.00496391336557307,-0.0066862739582130536,-0.0075818843574380025,0.007588283975400122,-0.02549013654467319,-0.05594933421186886,0.04899684314625484,0.002449132471400793,-0.0601509998933903,-0.025046778516379632
SPX,0.014190594339582394,-0.02146861505681186,0.020525083308162134,-0.010136828594403076,-0.03037801230616923,-0.0399474858399186,-0.014340394420832582,0.017085845320987315,-0.07234406181309426,,-0.004068975938556569,0.0047245832249120535,0.15923219964710372,0.06815279843390881,0.008129869125056486,0.040676508554639494,-0.010806605181852546,0.07228105624350714
MFGE8,-0.06729473949713743,0.13161070649042064,-0.0009814800708713677,-0.03633375704985419,0.02162926460919695,0.03001308344282981,0.027506246960795684,0.008086791329317597,0.018811522287745023,-0.0011068679229910923,0.012526628320449068,0.08559785753915045,0.011637614983543258,0.07004596390777507,0.0025337032193343927,0.023131356298548424,0.2360614607335193,0.035399199326967196
TGFA,0.023362985324978953,0.01978781772074908,0.07256458330650437,-0.00708148233399343,-0.0770655994997085,0.09193880154530791,0.0003732061562168514,0.04576377365146873,0.02857336170534326,0.07882525037156846,0.0741779966318321,-0.035144913440103474,0.05529421630289221,-0.03227922442383037,0.050777351274186124,0.023920668228154217,0.06964844487882227,0.013593933535245947
SLIT2,0.08215677068064119,0.06835876018308643,-0.04710500785816488,0.005871004566279325,0.02031781249254427,-0.0625751446936934,-0.049809012427452275,-0.02364426866679247,-0.07455666161918577,0.004274800544431268,0.10023426212971112,0.0473963663471716,0.016097456105247245,0.02264842774057869,-0.006772418592464392,-0.006330391653506219,0.050402093740555494,-0.04861967296985204
PLTP,-0.07225696181830764,0.10368102707761172,0.0013703707839438722,0.007821925771941672,0.09089344243111322,0.12207120910940782,0.024570843186166706,0.0036405779366878843,0.193481814150773,0.1319436321524014,0.02866046520697595,0.05467687795997379,0.13545239685932536,0.05032539487956878,0.024322406788691072,-0.0006458502917523457,0.09945305856708764,0.08999761250680581
APOD,0.20758105729142598,0.05860586963673111,0.0062729275435705325,0.00965288034794785,-0.061990236595305566,0.05592217643094224,0.06101393026526384,-0.007998105511110411,0.03716606594570219,0.08099577551586085,-0.10914312489212509,0.09107093603474332,0.05247381294493339,-0.010417635900138573,0.04320098318487855,-0.010767575386543937,0.09188167860142991,0.1838961562818966
B2M,0.038193355121453935,0.2330975306984963,0.01428393615820187,0.053709555399425166,0.13763791129340683,0.17704534833754476,0.18348439067225825,0.13301686228260776,0.19297929562167407,0.12177687727007831,0.28063201037212254,0.17422790174839756,0.10275425175446619,0.07880131017039678,0.07184206489721158,-0.010245081599197207,0.2564236598503281,0.12855784047035052
OMG,0.06553672787128503,-0.06536624589977383,0.028745394534366194,0.02940092121892626,-0.004191140650718633,-0.08671062613229946,0.01094695943074298,0.0024348654030922567,0.0037755105319428823,0.01305868451927179,-0.020374229301623088,0.040168727212691234,0.0195534114785497,-0.0851670764436074,-0.010753783940595068,0.0428841283171763,-0.0068578238548631645,0.036368908543662586
CXCL3,0.0557064322829652,-0.040657550759773536,-0.04030044865291823,-0.010535960056421777,-0.06317721782727434,-0.027221803892610304,0.03941498177726364,0.03550727602969489,0.00034704363892200043,0.13107176529808862,0.10919295553347856,,0.03098301804970824,0.08882354945368255,-0.025119761078429753,0.04130841963173273,0.14119093749495762,-0.06275594476621268
CXCL10,-0.050360896564425994,0.11197282837656701,0.044539094579772426,0.015301966866102629,-0.042632884374439385,0.18624307232050547,0.20490901568375494,0.11700492417659412,0.12269573236170554,0.09112079823608361,0.07387233311031287,0.041059904846395066,-0.019996861906579576,0.010260004783062446,-0.0045245556025278145,0.03774846977660723,0.18994227790438192,0.10336270201276887
RSPO3,,-0.04107978132814723,,0.03323828790623063,0.0346726862153703,-0.034045143074326156,0.009446425737488242,-0.029187643406961745,-0.0698525802135727,,,,-0.031758727135793634,-0.037686691243931786,,-0.025183111833347864,0.04124525510494051,0.016019644242825176
CORT,-0.0373344121433509,0.010482124029526696,-0.004725317301422394,0.028358450000548766,0.03925765171558652,-0.05892274770436905,0.0012152089899186496,-0.039810124935540335,-0.025131765027624545,,,,0.1216093784426851,0.06545998488542729,,0.03728033608553361,,
NCAN,0.0050092884898783815,0.069783188195526,-0.012992918334042836,0.008903608232401232,0.0014131792706336523,0.076955239697427,-0.06068599874085567,-0.043002745944663114,-0.10681926318170656,,-0.0854095314791804,-0.07819441944815049,-0.03731701033528212,-0.06499384255874571,0.0859865489090242,-0.0018163537374578794,-0.04942909146541474,-0.00046038967008616723
PRG4,,0.04499479023327248,,-0.02801563469418735,-0.02315493098006056,-0.029492343521144597,-0.05246624654246448,,,,,,0.08241039588217562,0.031152467588519722,,-0.023604259536764066,0.07248901857293404,0.03481710017391037
ZG16B,,0.05858938800504184,-0.028635117914846627,-0.03251557036747353,,-0.00802181746575581,-0.017679644030766276,,,0.04206076299423411,,-0.012319080729185418,,,,,0.023976671510364676,0.08731047449469043
TGM2,-0.07935716165666715,0.09204916521214727,-0.09009900779057556,0.022058605582501743,0.0381080578049106,0.09483124934887915,0.0679035812988473,0.12131430896665717,0.06311338424596066,0.0005398456019990063,0.09256639313641547,0.11204339846003458,0.057254830819259146,0.09338622806102433,0.03377279950023769,0.032326413701652686,0.22239831926098033,0.08768949355787939
VEGFC,0.004510365616853355,0.10359593395196873,-0.04182171437253787,-0.004358236599698447,0.019305344001818756,0.0007073764260305351,-0.06772553499334406,-0.03226661484581234,0.039904874580291905,-0.021246847775133405,0.12161676474789056,-0.04320408776594782,0.13355228556443496,0.15692221821645644,-0.033133378789622366,0.05454164720706271,0.16476695875930691,-0.0010277023055062253
WNT6,,0.027439934206657825,-0.01614231752545373,0.022782020954044684,0.08377219696616962,-0.015924833653864916,0.013264711150579526,,,-0.04381175625685488,,0.08403093542278098,-0.013073954477999045,0.02548921314271103,,0.00919411518578154,-0.014762974284959084,0.11498948929350211
NRG4,,0.03394315390993743,,0.010252915411569929,-0.021364099839179036,-0.01589215261726575,0.022407008245548206,0.039007461779710643,-0.04094431293504618,,,,,,-0.026605624589786797,-0.006924821886427005,-0.06549313707398535,-0.039628252053637375
PMCH,,0.040691686295546835,,-0.020224577057691172,,,0.04494625280438831,,,,,,0.02430665115044567,0.03513723566886704,,-0.01351765670241626,0.11150699865322213,0.05213560784988121
COL9A1,-0.028383543651371933,0.05838358381201581,-0.043877099393032686,0.007451822440024528,0.03899373891402154,0.003943764338291468,-0.04219413129428971,0.016256691881440282,0.03914086570221354,,0.06595003129135574,-0.03130057475794311,0.014150768646123111,-0.04573770289705629,0.06317105896485248,2.8657966628844388e-05,0.12770836924175308,0.03695423039084857
GDF11,-0.0315698619517253,0.017973647554976595,0.04591271585149364,0.005537776559915505,-0.06758415785891747,0.1361322615629632,0.014082901869875236,0.025174502591796155,0.1254658488291119,-0.020319370202497307,0.004773412839001641,-0.008704751699177466,-0.004699893667571887,-0.01856119318073824,-0.007878103125721578,-0.0538540008329479,0.166508232161701,0.090941120142471
RAET1E,,,,,,,,,,,,,,,,,0.134186016541304,
IL24,,,,,,,,,,-0.024707060057265282,,,0.19159032541004142,0.12057012664973409,,,,-0.044791628908231094
