,UKF243,UKF248,UKF251,UKF259,UKF266,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,0.028945942743042023,,-0.02018780449750069,
BMP1,-0.016722715336596073,-0.023117879109994927,0.06258313141028032,-0.026233025747610935,0.007280062640931391,-0.023615545245454832,-0.02728224830180105,0.08740216055397071,0.00122997373290682,0.07652959303064603,-0.0008132392260690544,0.03393362248045462,-0.0037027622847357563,-0.008578535239697954,0.03606932810013282,-0.024915902081321332,0.05464238210218434
NDP,-0.04154607087421535,-0.06063329167334373,0.021268618558327873,0.010785985594247084,-0.0010225848441551288,-0.028143397719789357,0.0032901699972010686,0.09689983508264338,-0.04398076755782353,-0.05028984877164284,0.08978998351895441,0.001625695159294732,0.023346695023640444,0.0016694972703364596,-0.06678257875822606,0.042972651663206095,0.029673128866147584
TNFSF18,-0.01928564036443786,-0.03201337393822499,-0.03924174897934704,,-0.014612399666744713,-0.013506325325882383,,,,,-0.06061988376017736,,,-0.021367653355873883,,-0.020809719452374927,0.03677797019648703
IL36G,,,,,,,,,-0.015082909639595654,,,,,,,,
RTN4,-0.015953831945494577,0.0036481585458084864,0.01950758412214827,-0.022146176957326482,-0.041190947078521126,0.01948114989248582,0.007344002720312723,-0.03238426998184571,-0.015079992130274713,0.08808713719372353,0.041294219891504794,0.002466759945034324,-0.03891225543752754,0.016920823402724352,-0.024717947679864863,0.04085168470509888,-0.08254453160656773
HEBP1,-0.008465049879202461,-0.060881404375505876,0.024949565301897163,-0.014346032474411843,0.07027659385765313,-0.01616883068228703,0.00789611340952142,0.0285678554059478,0.08529855526050739,0.05164942428920875,0.00026295921888891454,0.032093792976996105,0.028361964999101902,0.05756806882535751,0.013240508139511803,0.06920169757145637,0.027520651243226155
WNT7B,0.025210148817452826,0.03913193554545404,0.02868260959374657,-0.005564748588619554,-0.0014714187527771518,-0.03134324921265342,,0.0537372343314535,-0.0165778558695308,-0.018925512771602343,,-0.04096262041750708,0.00723073599175385,-0.021136829614169027,-0.02006997124041424,-0.03269795521708031,0.10786034506883921
PTMA,0.09926179758360408,0.012409332246933793,0.01770043032662921,0.0580378345302529,0.06367194769728314,0.07538166829647644,0.023514060267336313,0.12053012868057944,0.05689346170944481,0.025848818948361104,-0.05840482024352151,-0.0016131609464036386,0.02193577917530934,0.0022136051607935547,-0.0038622434827755743,-0.08859104565145698,-0.09928854975499003
FASLG,,,,,,,,,,,,,,,,-0.017508875953513327,
