,UKF243,UKF259,UKF269,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
VEGFD,0.005756516186476203,-0.0007742748890935128,0.11883443623190074,-0.022576930091545027,0.0040026234395459164,,0.05298424757419745,,
TNFSF13,,-0.015145470095848223,,,,,-0.044584367676252346,0.061157601424713444,-0.013769933514088112
WNT5A,0.05027705538570759,0.05396212813610919,0.03607641785944706,0.0023310100529928797,0.04190209329153163,0.05295129945090823,0.11404068607830009,-0.001872688863106694,0.058898617448289795
CXCL8,-0.051995469675170235,-0.07212946896338926,-0.050878285848118106,-0.0069583244450385036,-0.020730255061593435,-0.038598242786035755,0.07833900581464949,-0.049540337434190555,-0.09291182055780312
GRN,0.017070003829216602,-0.004919219784765003,0.09841152203044806,0.002133754589948438,-0.0025080103732100577,0.08946490682482208,0.0021905780712507777,0.0008966563577630984,0.00234336559339896
MIA,-0.04997892077368177,-0.046234145677491824,-0.014084246366389995,-0.025676503321927086,0.007314135798861799,0.03463481675180767,-0.0023037342838835686,0.035797837343275817,0.03206706900082686
COL4A4,0.0372071669541522,0.009731737665826636,0.07154403904268455,-0.02992488786704536,0.07798531038921494,-0.027717054908287925,-0.048187667977514476,-0.010990787737595903,-0.04488543519782644
TAC1,-0.04861238691598194,0.06548628288018524,-0.07401985572032065,-0.008590640979970676,,,,0.05865831943268795,0.013170548486386715
RARRES2,0.00032493025417771443,0.03645561651845748,0.06804769905464328,-0.054928530837125504,0.010670173944271033,-0.04211793586112987,-0.03832233088945984,0.03167444610438897,-0.03270307350642398
FGF7,0.0003883562951389601,-0.006931504507950515,0.05650903047395487,0.03201382148310083,0.08629890796835459,0.060890382351331186,-0.03295274192476303,0.09037144699895458,-0.005100038108944039
HBEGF,0.0021476211923375623,0.009942932240103734,0.008285108604424161,0.01623423186098531,0.09766768899827806,-0.001142988532194436,0.03603070343399611,-0.05380037123406327,-0.02001706999049578
CSF3,-0.00925431343518382,-0.026170869086774233,-0.018300796940237212,,,,,0.0005142275875079058,0.04976218586586725
PI3,-0.045981764964959405,0.004956568753060367,-0.0019632874057250063,,,,0.02238306063632458,-0.014786186681312973,-0.10237981388513885
PCSK1N,0.023785986715165828,0.02089041798042597,-0.03740699271510213,0.005500061604304481,-0.045929879351884854,0.023093886198941208,0.03996317062833138,0.06168692044248193,-0.03342837049821063
NTS,,,0.04556948055515088,-0.004572713319094671,,,,-0.0010195740905851241,
SFRP1,0.04327157431507515,-0.019158360194532723,0.012908151844662052,-0.0307792203036186,0.010858206755975222,-0.010380079211070505,0.013709561524678742,-0.029380320562302262,-0.013582277125673295
CXCL13,,,,,,,,,0.06764113000788062
MICA,-0.0501272659138594,-0.005499402262396995,0.030940897008233003,0.025134733986220476,-0.0275189232414725,-0.017481141199910552,0.011741727242464417,-0.010541863509123086,-0.0506723734122836
TG,0.04705275480863983,-0.020674905990205973,0.04649884101774906,-0.022274787846910952,0.010446406062923802,0.004796312259519577,,-0.018245020229043323,0.07194802455889625
ADA,0.010785555587339533,-0.02231192697410424,0.08148839608202518,-0.036176046803014325,-0.04927663873692922,-0.014873364229083133,-0.07352526602489796,0.005665700730057314,0.04498856517621638
LAMC3,0.018687337930801785,0.025307317311547933,0.037280834656405464,0.0050641583266542054,-0.014337419660756804,-0.01587776730516815,-0.004597125803028329,7.52677782136769e-05,0.03993693141607509
CCL7,,-0.01494792399801572,,,,,,0.017688167823246285,-0.052963498534972515
NGF,-0.02236223488259152,-0.03424951175849806,,,0.06490987506597201,-0.03257841319826118,,-0.02214415114451258,0.03839923972744342
TNFSF15,-0.02766487543285194,-0.01664524446538806,,,0.10178482544770433,0.09505329008732473,,0.018289564491766063,0.015443575471526253
HMGB1,0.04254931153063993,0.047448276147389806,0.12458193079888327,0.00848689851239388,0.0188350106472403,-0.10495178218809544,-0.0008521899888207363,0.020545138559066686,0.05169578377310122
ITGB3BP,0.06279186338294071,-0.011838140359334387,0.09771905756842707,0.0032928169737940485,0.06408495318351397,0.10493752524227631,0.03803716259304304,0.050965832103410214,-0.000995542839086354
AANAT,-0.009191454801639425,-0.015145471712295418,0.0776643942881033,-0.025676504750119764,,-0.022833338752363198,-0.007007028039002547,-0.022520413690764587,0.11182464858241205
RELN,-0.038557329108236636,-0.02628914713925156,-0.04052321599523245,-0.03277692198700663,-0.05235546938367728,,-0.006589744848069305,,0.057110001058712605
IL15,-0.03932514289292138,-0.029171602862654755,0.032531552720332,0.014843235984066233,0.02386763074686939,-0.03859834366596901,0.010778281486462088,0.08007016630895025,-0.0316330688635342
UTS2,,,0.03529886791410798,,,,,,
BSG,0.04844646742198837,-0.012145313465396528,-0.051098306991128425,0.03216218711622083,0.05866474664056898,-0.04391367300880728,-0.014010660866050644,0.051166252654366966,-0.007255033579740427
ADAMTS3,0.05384888149053479,-0.02577410550894034,0.10172311849649447,-0.02626641380942055,,-0.027340598625713825,-0.02078796807270596,-0.03521032212038319,0.018965767083548992
CD34,-0.034200200238257934,-0.004571534518155539,0.05526452730141663,0.014111529599629882,-0.049509811880811626,-0.060774066580151706,-0.027987028787265215,0.012001761171594925,0.09631853096540793
CCL23,,,0.021073686811833945,,,,,,
PLAT,0.08249445099094349,0.002048966231778604,0.07422323676052293,-0.011409701415833392,-0.04459981934505972,0.002208623153403032,0.001192395033398738,-0.008589406472365444,0.07132947487229542
NTF3,,,,-0.02041206388360567,,,,,
LTA,,-0.01915835929827452,,,,,,0.023651982460148137,
CKLF,0.06985277414085951,0.05958614456056907,0.11747877579862515,0.09522514267028842,0.08450681088307252,0.10054197444966118,0.0992627303358957,0.04344666880559654,0.04680385250245907
CD24,-0.04662711536435763,-0.06359359511147174,0.008482346503841769,0.006009765792833319,0.03114235965702677,0.011281304453398816,-0.025892592583947167,0.04582228806990317,0.005636575615781534
HSP90AA1,-0.04041884238408444,0.0575415959467582,-0.04466998287050482,0.046504149283236595,-0.05315757528537889,-0.08426683201108577,0.024515598348450903,0.03497753872222743,-0.04127625355418513
BMP4,-0.024071311750671457,0.04004201904538359,-0.01076360155745756,-0.007882537678195772,0.05796679206798741,0.048930865576882775,-0.02426134627583167,0.06366543748632937,0.0263941412148414
SCGB3A1,,,,-0.02165838289064556,-0.05593342595842561,,,-0.04462894648638234,0.027096312645311777
IGFBP4,0.02184607368528448,0.021522278810469555,0.040785977474850556,-0.014334132064166016,-0.003907674674462558,0.033604832102353696,-0.013958548942188538,-0.00894629521861393,0.06099864864400787
RSPO4,-0.006169058575878258,-0.01931630775329689,,-0.021658379722617114,-0.009796638804128482,,,0.045889166601008516,-0.036352251278870804
LEFTY2,0.03402403032921471,-0.006769515881945505,0.064763549779649,-0.0237486782536537,,-0.004813476178566259,-0.02893105207159709,-0.014922846723687416,0.08742700355862565
PF4,,-0.013041769196606086,,,,,,0.011927549867461345,-0.009677357069320144
ANGPTL2,0.013703403005705288,0.03109631726327928,0.10987660276945206,0.02546032322906084,0.01409816838903831,-0.04908507841122353,-0.04879482416452893,-0.005875341121517157,0.052416624389261306
LRIG2,0.023866935424810044,-0.017895167809599537,0.04386648746154017,-0.024940288849434597,0.05443923495761679,0.05639579249811735,-0.002618069463344513,-0.016200649827648565,0.008347645526310414
ICOSLG,-0.01748599621461366,-0.020175643277709224,0.020713926338648887,0.017362867013754144,0.06606995374879734,-0.044813251007082215,0.05360524994541357,0.06788486681458111,-0.024593139219063344
WIF1,-0.054291546453325304,,-0.07833341174113073,0.002742193273324952,,,,,-0.04255941394373305
NPPC,-0.012607777788815331,-0.005876116695006964,0.036695556524403546,0.05805910231594126,0.038624238928350624,-0.027340546116456966,-0.04878977840998266,,-0.03581760367969561
LYZ,-0.012889909483196559,-0.04182325426660647,0.06993891305530836,-0.017652787861193696,0.1428551422893049,-0.007947548477222392,-0.07715107386127185,0.021166922177871902,-0.059043316029146316
EREG,,,,,,,,-0.008436578433972665,0.03336112620402972
SPTAN1,0.001959521054691301,0.04478110111579548,-0.022955281265245497,-0.07118692700723757,0.006332511001158825,0.040357860078988686,0.014978512570503323,0.024472379603805,0.05110622463407193
LIPC,0.04987250627925965,0.09107800151559989,0.032161018645872494,,-0.016553398221003858,-0.005488495965848553,-0.004678091745709088,0.08357508567619006,0.041000723684124905
COL8A1,0.06338819838596146,-0.005022831073060448,0.022336195281189887,-0.018010252534551307,-0.02587190676356489,0.031012880269716703,-0.03275605203599169,0.02975118380475858,0.07095575887677101
GSTM2,0.012743336598227795,-0.03680182593610865,-0.014647707640084091,-0.040694733081504585,0.006718241259354056,0.013912876122774389,-0.01599301990991897,0.003854111661219461,-0.010800326587291402
SPX,0.09629694469411387,-0.006683119360516861,0.029564566522989888,0.05759549654746409,,-0.03781866544123813,0.010418548802814983,0.050218113733895356,0.01060792912748527
MFGE8,0.0670309048683806,-0.02666569632302659,0.010656090751518686,0.016892588412518516,-0.019714280155864433,0.015532963156625472,-7.455848084660639e-05,-0.01618585064918506,0.06130660063028081
TGFA,-0.01153138877358065,0.018137915812799214,0.07881741536677407,0.01265944186273069,0.09759046595828716,-0.004295849759700069,-0.019820070747834234,-0.001462206333268286,-0.024672177830700373
SLIT2,0.010243277638278632,-0.0157705956668902,-0.054852937470915915,0.03605563984132756,-0.042589603905941645,-0.030919739732856635,-0.009745482374915158,-0.0043459048748196154,-0.06795132040558652
PLTP,0.12002627369399083,-0.00947509676400174,0.06457707295361671,0.028134131099712835,-0.06597600313578729,0.01633859783805964,-0.040185520052984425,0.03153330445950373,0.03732736974074431
APOD,-0.01981160206470891,0.04855131755792415,0.0490533351860875,0.005341817219521551,0.0698868048908166,-0.05233294908577389,-0.017269851182244327,0.04442790844659953,-0.021187993535705694
B2M,0.059325252868370135,0.03056060131019537,0.08499360236647754,-0.017376982230380256,0.004456072080182859,0.08168020480433456,-0.008396708325687785,-0.07201415272752495,-0.0352036390848287
OMG,0.022990922771721933,0.040360255219627994,0.053038699339721856,0.0030063017330024555,-0.02310034100514743,-0.024552418067799307,0.03253502949363372,0.09822008167103308,0.004589103948483484
CXCL3,-0.07087165085924307,-0.05980480530299396,-0.021673970790336762,0.040663727908573276,,,-0.022369974956464592,0.022014190058667178,-0.05343495420176268
CXCL10,0.05473759848240262,0.027815864138496058,0.04490983142525396,-0.009404315377874489,0.04543986044559207,-0.03687911023743651,0.01987196929679232,0.03655888394604717,-0.038928470597011273
RSPO3,,-0.015145470593216534,-0.027106706060214154,0.003064694332663692,,,,-0.002204732977874745,-0.0750072088775484
CORT,0.08582697084153637,0.06326221809867437,-0.04691422793540729,-0.012288162517887277,,,,,
NCAN,0.12143652687451663,0.0031961685715433045,0.0839079338377943,0.06742712286568545,0.049293759229045164,0.0914545906240597,-0.025365579214163655,0.06515496385533456,0.0585104636983134
PRG4,-0.04180006284792961,-0.014947926327427785,0.009212143221207456,,,,,0.014063070698367928,0.010630574371412625
ZG16B,,-0.017348896630499374,-0.02535234636041912,,,0.030929674156167545,,-0.02693301149920946,-0.024293609995381063
TGM2,0.06853528509619869,-0.018530792182556596,0.009989144400572832,-0.006888610100087101,-0.05568548096203728,0.06738266521955466,-0.0006844167665685561,0.011112280396523481,0.012135243726739874
VEGFC,-0.0299923796594781,0.01914848676426343,-0.030959242040245385,0.028331524046047135,-0.0659093304757568,0.011739089149122393,0.009392549954573639,-0.030027919152172858,0.07249499007664224
WNT6,0.051262075710519876,-0.020674906848639037,-0.0230912479418674,,,0.1499179879987458,,-0.03252714674606655,0.016036521147667866
NRG4,0.013381505653198468,-0.018192310146420625,-0.003259627073969415,0.024265855213247912,-0.04081812395937603,,-0.010920612568725131,-0.021600111563109575,-0.03775044174416284
PMCH,,-0.013706028372416766,,,,,,-0.028920873940831444,-0.04834487359716359
COL9A1,0.11909617451991403,-0.01900054016896265,0.031950050168262356,0.035466554380004976,-0.026698295654720497,0.0868080570649971,0.03376994033193112,0.0774449936668326,-0.03636505094074478
GDF11,0.04094857946732977,-0.026106549276179343,0.07576042653640708,0.008531604895161464,-0.030466254224570655,0.03929019863719544,0.005806798118831071,0.035959022225768876,0.05622113390243046
RAET1E,,,,,,,,-0.0060414017296728335,
IL24,,,,,,,,,0.00412406330098907
SORBS1,-0.0011259911074996609,-0.02121576022593938,-0.010741532306193294,-0.027323908279572078,-0.07606920287615283,0.040381012064665295,0.02559626464987828,0.036110756330845505,0.02290002182639788
DLL1,0.05177144477705657,0.056242684629836205,0.060533693770237006,-0.00384662629844566,-0.01932142919850053,0.006495402481277301,-0.05055851952701408,0.03306848795964248,-0.04582043544901298
TLN1,-0.0022908695844211647,-0.01675139295017285,0.10601058569902581,-0.0005954226408187607,0.0647017981113997,0.021086787915338745,-0.10960296079414852,-0.04134062393123804,-0.028230729365581145
COL2A1,-0.02901554435850017,,-0.021673978166229235,,,,,-0.004542507552988768,-0.034011121776002774
SHH,,-0.015533349695415194,0.07310658814364021,0.05692758752882274,,,-0.025993597852167608,0.043582099155315294,0.0681362926313683
PON2,0.12052002975524627,0.09107386573289422,0.11558064747532043,-0.024450514785386176,0.10843255389436703,0.12118702374456149,0.029753407418057716,0.07400269938060723,0.07176790542204546
ICAM5,-0.06761192152093093,0.049050914323920655,-0.04235307138020845,0.02260397497966907,,,,-0.02011565974970602,-0.011933423935498833
HPX,0.1312047710524817,-0.02999604424170124,0.05446373989492884,-0.021658380682625586,0.07654326780549305,0.02777173515223169,0.007395911286472037,-0.01287001954711734,-0.024581106640109592
SFRP2,-0.03777655983180366,0.06605548614634932,-0.017297849237780178,0.03052822460510196,,0.08310920000856009,0.02472453100012693,0.0008047818948396982,-0.017791275357295216
CFC1,,,,,,,,,-0.033403201193477706
CD70,,-0.03006932979838814,,,-0.02296416519408048,,,0.03260203899312483,0.03570699047449681
HP,0.0530964086015785,-0.03152218191827353,0.04069681027023629,-0.042882707271924954,0.05298133335599425,0.14988355670283293,-0.026944711831621084,-0.004863176993475152,-0.007008157189833439
CXCL2,-0.025729617522314438,-0.005491263980021513,0.04113325974116393,-0.00950675532289575,-0.04021240794091456,,0.01907071179540827,-0.02864844807529932,-0.03603645703939999
NPPB,,-0.05533341565013732,,,,,,-0.02191090757158895,
CCK,-0.07365832475030888,0.06107318558668694,-0.09586852601965946,-0.055142654668831635,,-0.03159231606950377,0.006302334116853148,-0.02842436208832599,0.014182908777967039
SEMA6A,0.11898961773593592,-0.04153448163244354,0.0917311071985045,0.01672539536170578,0.04321710407641575,-0.009418469021697093,-0.0025265320583014407,0.06022878191903092,0.06903347389454657
IRAK4,0.05975666164577639,-0.03723217781798011,0.04640603705573355,0.0039770206799983115,-0.06289000506845221,-0.011075300447538697,0.008410203020044135,-0.024339884267442814,-0.0008372886938575663
GSTP1,0.09905329018990514,-0.023275724110028713,0.1081048679898433,0.07595102324727011,0.07869833928652101,0.02517599346956013,0.04288303398645789,0.04465321003186267,-0.05410665961864408
VCAM1,0.06845553196875552,-0.013517151949883576,0.08399253649342173,-0.06052066752238317,-0.018139984114038485,0.04861837624319137,0.10133757302465488,0.09343225449601886,-0.0397523402412906
NXPH3,0.06105011198069338,0.07766272482242043,0.03343736450081788,0.01082351478102147,0.08648316588162339,0.1606619115001893,-0.01215996963977439,0.031018226876409583,0.004413801326423903
MTMR4,0.039916168294993205,-0.041535628991092095,-0.03156293569840624,0.026766334721601354,0.053964527449213345,0.05549678458136724,0.021950327814300685,0.01101994119173006,0.01811256784093222
LAMC2,0.018249492284164143,-0.034719763699621556,,,-0.04081814843003695,,-0.037085781421860725,-0.041746998173544596,0.021726657442544865
IL10,-0.011317434830719428,0.009790043784292577,-0.028441098629201154,,0.06660414394121783,-0.010360216571072554,0.04739469901357807,0.02726395076223655,0.07971620611931701
SEMA4D,0.0893789998933818,-0.025641833747028383,0.0034856981057068697,0.014738806165973395,0.04251977603410234,-0.03929847546587971,-0.052766713226420535,0.05176869400708744,0.0055813464326365915
TRH,-0.026456449911651712,0.030024613755065887,0.02836280997379571,,,,-0.015212575635229549,0.07937214875302998,0.04962701164368539
SEMA6D,0.10923504186328416,0.023048651036022598,0.08581992277030973,0.016337579390733645,0.07348086509008234,-0.021893307017077247,0.012589971105791449,-0.013971580902960067,0.00803783614448875
CEL,,,,,0.08423389675811084,0.004878844634925953,0.07586530745995669,-0.05156504371555383,-0.03883744235386375
PDCD1LG2,0.06436299580701113,0.002504706849625361,0.005616635096713965,0.05056910804094267,-0.01563123984035962,0.10484521126788302,-0.0741919805766351,0.08833770843783811,0.042142960370388796
SPINT1,-0.040080746083404915,-0.04328578318566625,0.004871916847701052,0.029069259796990293,0.009767545839982072,-0.049859453663862,0.029057509924076904,0.05652292144762096,0.0208111090098658
CTHRC1,0.14366463370470395,0.012510503247284133,0.009693622679905861,0.08353670908163842,0.02518957968227453,-0.003584527483732705,0.05716263405795941,-0.020495310532522546,0.001970736216936884
PODXL,0.040135701332768024,-0.06238351585700609,0.06507425615374018,-0.03295631374506592,-0.08564431117477958,0.0653559539786577,-0.06995905514518472,-0.008684300376857452,0.03204595433155253
JAM3,0.052877614286834476,-0.04239189950466205,0.10172596960813332,0.0010220422777912138,0.1340051590463655,-0.0928267204631034,0.010011300141336766,-0.006831782360118634,0.010820435959990478
TGFB2,0.008615343931650803,-0.006477473005969272,0.08293202546466077,0.006312052940588542,0.04643836836603805,0.038845454017479845,0.04077603897583246,0.08113889806964888,0.05339174254238267
COL18A1,0.028580468505689866,-0.021536947789833855,0.10053519034654333,0.008914143752762848,-0.08861977268516327,-0.006293163678665338,0.05383798486679298,-0.05624865353756432,0.04229314942126332
NODAL,,0.01902836750858303,0.10525475250665349,,0.006644700091239407,-0.049824945373094245,0.039940153060032985,-0.03358752890492248,0.008191247815900547
INHBB,-0.06035466662826326,-0.0043178305256414895,0.02339939020615929,-0.005788440707945002,-0.08959350225055351,-0.032946576901158306,0.015972727831683447,0.04126443068545351,-0.041030663899674615
LCN1,,,-0.01902017304225983,,,,,0.0427579414025099,-0.006073750839374101
ARF4,0.01172004729513762,0.02627855038950579,0.06407646819220916,-0.04041090743690203,-0.03437402971230043,0.0823816863512106,0.022983061099980624,-0.057683468504575404,0.05502709227483752
CXCL14,-0.034111411107253554,0.04075956264285322,-0.05892997953914818,-0.06671516014087633,0.004619275953960016,0.03552756055444563,0.017450876388607643,-0.0057432804286846,0.0627586971743593
LIF,0.041537536412184925,-0.020213609594256277,-0.019202499009119595,-0.025676504750119764,-0.05920221521483274,-0.004692713972888993,0.05021253624608546,-0.04292257781272812,0.002113931852976241
IL17B,-0.012791940889433992,,-0.0067001354303681026,,-0.03897626914527013,,,-0.041920886280207625,0.07888084682724536
MMP1,,,,,,,,-0.014833298076771988,-0.03321715332706259
MATN1,-0.02437901966737212,,-0.0199413583487171,,0.03042198897765081,,-0.03751406013286833,-0.029847934250294177,-0.026272169416838412
ADAM28,-0.05021627191332297,-0.04843971246433842,0.03441774496373113,-0.03686530801518644,-0.04183009082310555,0.05918164398345197,-0.04380721444314134,0.05511470618578297,0.01952863248326498
TCN2,0.08112908748905696,-0.045153101417535695,0.07413213367975699,0.021104253117183145,0.021796922439773637,0.09094526757010109,-0.02287455299967077,0.0742207659976208,0.025732763139825417
THPO,,0.03550946961155379,0.001598417322978014,-0.02671884150231695,0.1022648774977955,-0.026182044567179836,,0.018632718163723125,0.012656931372494623
CUBN,0.06737667348237117,0.0344073010331762,0.04468259273067315,-0.020785622231175725,0.08725891362414764,-0.05469649118593951,0.032820035295676155,0.09032135283656553,0.026644797209111344
TIMP3,0.07003779825250166,-0.03453604003351629,0.10849711824754417,-0.02606900931524135,0.0033919741353194105,-0.06234067088294861,-0.017069934767135617,-0.016504449696317352,0.06396106204296785
PIGF,0.05246363746153243,0.03901735113763534,0.0698239034832282,0.031650621344814424,-0.04843108347854471,0.0686988921716458,0.051612720015791425,0.07072267647778283,0.041688829230248116
CRH,,-0.017520635344539615,-0.029248024522648568,0.006839275113485063,,,0.013312787312488503,0.012135685533062138,-0.031205215064099092
BDNF,-0.044161853507613466,0.04121588269083705,-0.06724278842274342,0.01274983790507039,,,-0.045846958555305344,0.008727019880954022,0.009834767794811666
CCL5,0.16472315118731506,-0.035004391610096844,0.051856922809436955,-0.020532135561491825,0.017996468604556268,-0.0023607042791936343,-0.04963777383772873,0.017065504921559553,-0.07106140580803418
GAD1,-0.015983341618875213,0.08022943102670205,-0.0879387272753469,-0.041623335975403644,-0.044857011166137335,0.148438051471742,0.010339646174255576,0.10351201668869733,-0.002872390436398239
COL14A1,0.046717515982621347,-0.008745362584150044,0.024311975684705563,0.00897921018710304,0.026121059294848262,0.028508017305183504,-0.0331444222017762,0.044272060196017884,0.1123158723217658
HLA-A,0.18140507161056332,-0.054240213595964766,0.08149259620776497,0.012402961400161994,0.02331771758031414,0.03148598185954688,0.014103993155991115,-0.06600933923047787,-0.09513194838989034
CD5L,,,,,,0.08589243057614042,,,
FGF18,,-0.01392001375789579,,,,,,0.010336095066828702,-0.036066945954221545
ADM,-0.025906589235557918,-0.06403069894450811,0.049126534177435635,-0.005389718242580381,-0.021146536965593796,-0.014972959232152234,-0.02534619350684813,-0.018687468665030304,-0.01108580629756796
CCL15,,,,0.023003214588672508,,,,-0.021285003947019293,
GNAI2,0.060407534374130566,-0.06611731875866216,0.07357275587460772,0.025953250130514516,0.003024145717892676,0.010241422557632877,-0.006344358129125607,-0.0014349063020985063,0.043300780666523535
HDC,,,0.006381832919716995,0.049240698978384546,-0.048606396701800766,,,0.0354185588622753,0.012982708275287145
COL11A1,,-0.004478765158568525,0.05704243317462505,0.0055551832392439085,,-0.0035588754289978225,0.050373123608265354,0.009751658908353859,0.056964455270768176
NUCB2,-0.048276122620229574,-0.05264691906514471,-0.02355495474192762,0.029819264357769097,0.11157333623497173,0.03949316692480181,-0.0020050219822439702,0.012291753277840411,-0.014315263607307786
FGF16,,,,,,,,,-0.025887795875273758
CXCL1,-0.06844933562340175,0.04862861625140562,-0.016414029289413008,-0.0243143052803092,-0.05189550307345109,,-0.04768940568246346,-0.0038688001631394606,-0.03432327655568008
VCAN,0.04621665311301945,0.03374568426194919,0.09538197967226619,0.020582431999117305,-0.036017961891453565,-0.0509309346604458,0.04806192022591016,-0.022010357402884203,0.0027788681365576175
MMP7,0.012371789807336686,-0.027673934229653554,-0.013883157738058274,-0.034559205890183554,,,,-0.06012226777115225,-0.03571002853597168
PTPN6,0.04623304303869677,0.05357075551086818,0.07206310185915919,-0.025260587457828252,-0.03619129782523877,-0.024000741227128596,0.0322446396772858,0.05990838373381433,0.035617912582686415
PTGS2,0.04116005352937628,0.06605515558976174,-0.04125702242771297,-0.033906845568674494,-0.025287932727252955,0.01523033682739392,0.01128699153815597,0.005629110788641321,-0.04045876186933379
XCL1,,-0.015145473142229905,,,,,,,-0.03630468463403724
CD58,0.06902420183733139,-0.026118189770853607,0.0790247888955112,-0.01838734742080404,0.04408660926136718,0.03768312966734643,-0.007074618288871504,-0.01672990498233596,-0.0070229021113351634
TNFSF14,0.0016530985225054486,-0.033380473105738766,-0.028927599435381562,-0.0237486782536537,,-0.03569517633606199,-0.01808370358901155,0.024984991980525898,-0.0021741430259683042
CNTN4,-0.0403299966552989,0.09172708728628919,-0.049296225723579536,-0.01846098911651943,,-0.031314310805807724,-0.04707724374391773,-0.024715147312130155,-0.00889833709487301
NTF4,,-0.004297805812364092,,,,,,,
INSL3,,-0.013920011027566336,,,,,,-0.02914399838954555,
BTLA,,0.043535609949803836,,-0.03032787439504311,,0.12076494131465104,,0.032201499432920326,
MFNG,0.04935062461832577,0.03761593040982764,0.01621202446403707,0.05103756326548243,-0.07465395044275035,0.004555393210422948,0.05884658549617604,0.07179792213777049,-0.026533411830909133
ICAM1,-0.01090805564445136,-0.03979059494177913,0.01229189026767061,0.04606049493399736,0.045849276614684104,-0.03663505557759388,0.010185084515900073,0.018662825539936683,-0.0006586157846199068
PROS1,0.025980872741278,0.048345061097334496,0.05905309149409262,-0.03353801930141704,0.05671481536033808,0.06937282882839578,0.0012569249950784567,0.001961800570307406,0.08426492981928888
CLCF1,0.0577147123080426,-0.03504746560966585,0.04712779737919584,0.031484807176042254,-0.07224817147188362,0.11678312210269201,0.015105677710048568,0.0037232024859495043,0.01756554196252726
PSAP,-0.03672779154487039,-0.0631150439188053,-0.034308391077140676,-0.06476653971928527,0.028233235689602485,0.08183919758807187,0.016071550118372583,0.046268543925068885,-0.022787171668658908
EFEMP1,0.02211546740194412,-0.013775478925962228,0.07570577328660183,-0.0029606732362961615,0.02077278786438756,0.03951282312155132,-0.008756300822763559,-0.013991277648552656,0.05614733348122585
C1QTNF1,0.03355299421755143,-5.801184475339454e-07,0.0349156520462879,0.05041534053855071,0.007828585315035157,-0.02577322628280772,0.036905247457241094,-0.02529548046814948,0.0028156160108307312
ALB,-0.034505862425041514,-0.012435200060998682,-0.02328725039177301,-0.026973482601477423,-0.018673700193199565,0.062464662794112745,0.0465273275343544,-0.00733010826382334,-0.01072460254426081
EFNA3,-0.023345807874759168,-0.021604919477900546,-0.033120101526177614,0.01163258001080017,0.022051498179251637,-0.04807021187419447,-0.006497502794885525,0.010791853217865705,0.09802190425425807
DRAXIN,0.10124941374116593,-0.03954075043559907,0.083058961077489,-0.02165838289064556,-0.014677651630235017,0.010602530539686725,0.08099569115583458,0.050488806724421145,-0.0226229440204216
RAET1L,,,,-0.02594078775930604,,,,,
NPTX2,0.06036632049779467,0.038850782582718534,-0.10487007943486469,-0.02681986673530118,,0.08784528443843767,0.1062356615741007,-0.03917796059460298,0.010954905644118234
