,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
NTN1,0.08826396809713448,0.05048454925062468,-0.021369517215909246,0.012826743142717709,0.0785905030050376,0.13233382790451498,0.003031346838373289,0.0891012674502361,0.1514318360245321,-0.0005164703390437466,0.031203421990086827,0.03634123607222659,0.031046449552462184,0.009684227252311264,-0.04072627791420466,0.0978877298296146
CXCL12,0.03740356694609716,-0.04349497108966131,0.05007636902585794,0.01166165275345342,-0.026478367691058956,-0.053238050251299844,-0.019650688981618626,-0.0009390510878787717,-0.028789418870667223,0.05287834691983455,0.031980864340492056,-0.029388774251256116,-0.06402797223433424,-0.006315909548527701,-0.03966283271162679,-0.038027398564306945
GNRH1,-0.011738557011473843,0.007914112104270107,-0.019206261463421727,0.009039306967030208,0.06327252486456712,0.05671496568184217,-0.013862463408367113,0.10310729827922731,0.004600221715193801,-0.049031851211005506,0.04085981349321619,0.020634560306430655,-0.018360808051607478,-0.03164498270379821,0.00890618952497533,0.0670408446621173
FGF8,,,,,,,,,,,-0.025979420497146744,-0.040231471652591076,,0.0368631213046183,,
RIMS1,0.07186979971529325,-0.021745552907855015,-0.017635039628107908,0.06893819359858532,0.024317844494675625,-0.047679809641993975,0.0017949715134586385,-0.051385624096936,,-0.01624777560553846,0.012012973408178782,0.011888923109293814,0.027215610470338637,0.038290916932443436,-0.035694682945415813,-0.03231181703978779
FGF14,0.051336944427013954,0.0249611869221804,-0.045798431799026526,0.05819036520853333,0.08816187364848627,0.08345136590902043,0.008760537110958113,-0.03578073207743016,0.0982692010481868,-0.015524149453782833,0.043856024225648445,0.055088476545690296,0.007816771373454975,-0.0012583471626151125,-0.023569056018048002,-0.0096100328527795
IGF1,0.10029327852157473,-5.130996305234139e-05,0.05678362936242068,0.15621072626110932,-0.02962288663218996,-0.04638197097197301,0.006558163471467063,-0.009877287621862607,0.04312997643170135,0.046706084140670234,0.048703870236099116,0.11206226449551347,0.06420666622961192,0.035958740155588795,-0.07046684857812377,0.01938134215815392
TNFSF10,0.011869481538160049,-0.003758910126864763,0.009249018470735547,0.0029739877234951956,-0.05678452691857922,0.037526657880470396,0.02526244260169824,-0.03851714118845444,0.008108226514267956,0.05131387063189024,0.030463784652273833,0.01758126483844472,-0.04176046987753008,-0.01835817263993965,-0.008497675326788322,0.032152815423212876
GDF5,0.12091615558877705,-0.017611341791176544,,,-0.02171341610168555,-0.023115209531720925,,-0.01428799935808622,,,-0.04922702790895536,0.11505566480819539,0.010391052717574087,-0.04095895245073035,0.016911160118566717,0.042912240448039395
CHAD,,,,,0.009217414446606594,,,,,,0.04521767229909821,0.024504489116751578,-0.020414594242039123,-0.018444142060095994,,
RGMA,0.040021392788635875,0.00792322044900987,0.008316919946024204,-0.043774100379836235,0.08177303820008824,0.1002555140203848,0.034845674882892044,0.06633375027509546,0.10120350446172968,0.09603154007881985,0.03807973984210459,0.05512234574774924,0.01628156561631156,0.03451300966343482,0.06005602262704496,0.051663450908786754
WNT16,0.0890481724765883,-0.01691491457828022,-0.010806970563041135,-0.021387877000266398,-0.01427115712146576,0.02482340059993149,0.02526878584820733,,,,,,-0.016864628784150168,-0.020001499043954884,0.033634786982745066,0.03405404480987108
CX3CL1,-0.02860720776084412,0.0031119394206436048,0.10572740611059431,0.01881581187235602,-0.03789311433098324,-0.04160000176484125,0.021100879161080655,-0.00944186391084416,-0.008594593328328562,-0.02208167781141787,0.024779544378635634,0.06520932576681247,0.021766723268571892,0.029168633165826265,0.019555916054472253,0.02831815006772148
FGF1,0.0485497754018832,-0.009687755608109014,-0.023249596172374543,-0.010271235458545271,-0.01132429373053735,0.033292948874591284,0.02984289920228026,-0.060221860215352974,0.09819755897025416,-0.027928991252819894,0.054967951588826655,0.11778696069019325,0.032901355500618804,0.03486907559686632,0.057673105284520985,-0.11482477324883449
ALOX5AP,-0.0808475108390973,0.022599621377843597,0.03880959313398156,0.0006710574751091628,0.0177184859972662,0.13182837761058216,0.022808837301874513,0.021866509400016075,0.04321513847835555,-0.03923776558234505,-0.06959301877852891,-0.04475938717793795,0.026186507368318217,-0.07064274449465979,-0.014100899204520992,0.04154269997206757
IL1RN,-0.034981100022156805,0.008299878436310576,0.005387866839547149,-0.027525074363512373,-0.02636089500992614,-0.024270161938405168,-0.0057670776058606765,0.13584569159379448,-0.04834409775141756,-0.06879911544197276,-0.05644053862936363,-0.03878319486964407,,0.02497330519428166,-0.051840027475382223,0.002516436060015636
PCSK9,,,,,,,,,,,-0.021596302080849596,0.02250103767060538,,0.018424993173072637,,
NPW,0.06331430514095049,,,0.02235368534526747,-0.02593125748386882,,-0.019053594581637922,-0.01709084382689176,-0.04008901587140248,0.057026173822629436,-0.03104043998523163,-0.03678115320174079,0.08811013248766388,0.04619872874085762,0.011306606181023707,0.01760468705047954
CXCL9,0.1017741744493227,0.04943814578237327,-0.017121413519478955,-0.038032619723786465,-0.0227591746682846,-0.01610840222486017,0.007942763963804032,,,0.014925597654263842,,,-0.022093734999578913,,-0.032972207753621606,-0.011349271788575095
ANGPTL4,-0.12887063978111088,0.007352954350723195,-0.02501684606581583,-0.045543983578835295,0.08855452760479848,0.04615382042913191,-0.054951548912929575,0.03640935521550551,-0.10113081834021115,0.051782074213050505,-0.08317641283452942,-0.0936106768140815,0.01794321037734428,-0.0021051930454511853,-0.05689774723898577,0.0979159805540604
UCN2,,,,0.04220676342286219,,-0.0257182832451528,0.10711102643792676,,-0.025361580840587476,,-0.03734230092860781,0.026131999304469744,,-0.021938378094541973,,
OBP2A,,,,,,,,,0.02858785875800729,,,,,,-0.018593412583789663,
COL4A3,0.06251774886703586,-0.023083357401112878,0.025263739452146966,-0.027050288952887268,0.08354339064932585,,-0.007874247459944103,0.050683230709346404,,,,0.02861782084704557,-0.03168107151657906,-0.030683310190134015,0.027932990442541068,-0.024356035437591902
NRG3,-0.006548600854916969,-0.03475429703392301,-0.030266566630410167,0.0013659839222617215,-0.029154938637367026,-0.0756408938494401,-0.04331707788974826,-0.051918720077579576,,0.022670740580339764,0.028420743321235585,0.08090569729858381,0.00861954607214241,0.012441768410952857,0.04765169325891403,-0.02780524140162014
IL23A,0.04121911435934742,-0.01881931076356795,-0.014415323927287407,-0.016908650333160472,-0.03946421608027027,-0.031462217111479236,,0.035491053908079474,-0.03114548843323415,-0.029809057278618597,0.12256829920253307,0.058307787673109485,,,-0.026841074822195745,0.08125984338565631
COLQ,0.03696150217629036,-0.009214234847963198,-0.026552640878864067,0.00623358133581621,0.11880107158030963,0.04313104206262502,-0.006144631679880464,0.0054463091967802985,0.1044610384994805,0.0923731172679984,0.01607664337054116,0.11612899420962929,-0.01666030061638973,0.12920891278277732,0.09244262641603744,0.06580709199024198
SCGB1A1,,,0.01858824730087488,,,,,,,,,0.06929262129950396,,-0.022462788706906392,,
TNFSF12,-0.02808379701772308,0.06213221979852845,0.03149168669523621,-0.06595643267050133,0.015079871168342841,0.10826857262863235,-0.0063870133468278195,0.004649682008843404,0.07606708876318441,-0.03370586117264546,0.010220443547128725,0.04207242741192588,0.024585719693598553,0.048879255942516735,-0.05159443314524099,0.0297829212603383
DKK2,0.04115811343811303,-0.01971232744678077,-0.012869012960261633,-0.01090573487231767,-0.0157746176136297,-0.04580267916665049,0.002932340097423091,,,,-0.02549292632231204,,,-0.0258556569396265,-0.04158380752996761,0.0272735143141603
FYN,0.04123713126719455,0.02532423037785352,0.02746903251798794,-0.002632734409311627,-0.09515834113552214,0.11854829921342704,0.011223690733932217,0.0028857313719906695,0.0918884361336346,0.13727587818578235,0.11632961960866618,0.1114650813017464,-0.026339985895680613,0.06798335137483082,0.00826990003832931,0.01919347250992429
ACE,-0.0010826249078494446,-0.019995608499443592,-0.025747395410067337,-0.04877351130283682,0.005612721506939895,0.04665982337055644,0.04165271570443928,0.034533185124656196,0.060498549818999346,-0.01732215794211247,0.0786534014051935,0.03686406015689172,0.04512923471120752,-0.0007722945435073263,-0.003643876360657271,-0.029112824949504207
IL18,0.06000608044059102,-0.039244155904438534,-0.029759317559836858,0.007318970888779254,-0.008483054965531301,0.11381732573160211,0.038686594788834176,0.03463156685228217,-0.02200365107720063,-0.07734307303030298,0.12846279271101702,0.02791454742708387,-0.03409712098954648,0.06415463241169322,0.010608533100275841,-0.005560593596771698
PPBP,,,,,-0.014933129661265103,,,,,,-0.02644258578955924,-0.03658333287398841,-0.021684919147199333,,,-0.022772426387477843
CCL27,-0.052403170223360135,-0.012481862336300277,,-0.013727694110236392,0.00817412377237133,-0.03861189918350737,0.023534908363599016,0.13678684793851315,0.0504123012725839,-0.020402526422155596,-0.011607406738720202,0.0713695564410071,-0.0008583081462427743,-0.021272183766050008,-0.02829292820614741,0.0893547960669461
SERPING1,-0.09005306057769721,-0.0033058511858071503,-0.04522938348507093,-0.013350488167995432,0.05673796963211688,0.10752193008169333,0.018424236578922448,0.008082551408646655,0.12605187837261925,-0.009548280663424266,0.03293054429509194,-0.0524441694927249,0.047183351498236284,0.04055494338664121,-0.08675466182962133,0.04071537451237405
AZGP1,-0.07902229536538372,0.002462582169550576,0.007619146750377757,0.008165299322151308,-0.002785288351179244,-0.013764102199087958,-0.032697490595038785,0.03949133138115229,0.08229512498474434,,-0.018291775643512618,-0.08173431321884142,0.03128824891805618,-0.07045507120260193,0.013165033454289161,0.07824394054951596
INHA,0.04564790141853857,0.09284660413461196,-0.016804897249366495,0.00808740076882352,0.0076711143207769455,0.13292704651090312,0.02034846457386196,0.06261518120216969,0.03284574968952028,-0.048914408608034914,-0.04284414987048265,-0.012287086299853789,0.11401157980695391,-0.024580105221542494,0.03531432847895692,0.05677445328875204
SEMA3G,-0.016272538413487338,-0.014809589380667948,0.033966293957847345,-0.020261402602000367,-0.025800440015514875,-0.04945456415852397,0.016408579492011115,-0.021837245660120186,-0.01035056512379229,-0.053691754906001414,,,-0.017376694043780644,-0.032209810182630354,-0.03705880558527854,-0.029556293804864065
OXT,,,,,,,,,,,,,,0.021421537119467274,,
COL6A1,-0.0001978097954183287,0.04765368642442274,0.006468082282157819,0.035400333009753995,0.06379181979709324,0.16292301789293695,-0.004033656091744903,0.04539071519695213,0.015230386219984541,0.024423830835228054,-0.07589865857809693,-0.10537061805917457,0.06143262464930252,-0.06699797398999653,-0.0885809364843958,0.10087447065133202
FGF17,0.09477687244383821,0.06522976487917585,-0.012026459003614876,-0.020172498060667215,0.031451916897942675,-0.037877576294944856,0.015163794075162239,-0.020316373409981527,,,-0.012295591475671297,0.0017166005162542969,,0.04286422031010404,-0.017713819470110123,0.022228884681682784
TNFSF8,-0.01829012508770379,,-0.010645179703496899,-0.013709744048520853,-0.014933125790507082,0.038607294296105585,-0.01761878997492092,,0.29362049865927903,,0.07963600466892609,-0.03385286989379131,-0.016864635340608676,-0.020001501683948923,-0.018094746579392453,0.16935273348020366
FGF20,,0.02988723007003769,-0.011532698400249534,0.013866866877204754,0.02012451346313535,-0.018660808254578432,-0.011984655805594015,-0.0186832501165224,,0.013153378891295645,-0.017560450018504523,0.07673423794200682,-0.03209189469903256,0.006025703577737167,-0.016068150277062505,-0.01898300872066969
ICAM3,0.06441548516946437,-0.023799685759461498,-0.016515134414149795,0.018927130811894143,-0.0044808532272034105,0.05443243282139401,0.03913710511201391,0.01510961094025619,0.1385108078808053,-0.062429069036299974,0.028185489585671752,-0.0036363598041836624,0.03647493709263528,0.05361346414470033,-0.01589751230959946,0.008138957854121815
LAMA4,7.420330423817526e-05,-0.04367820679661436,-0.005434285815452881,-0.006147285174047121,-0.036685785042010685,0.10063307862040975,0.013416613715659198,0.004199089474746975,0.06877251624693924,0.04721383920059829,0.027142851509280613,-0.024814185011389968,0.047647255520685834,-0.04025965003131058,-0.06289540822891737,0.10215896501315105
INHBE,-0.009137147121661932,,,,,,,,,,,,,,,
DLL4,-0.04016980265868382,0.02081528464144412,0.013538835677817915,0.00811643193095043,-0.026593554059937345,0.03324697840151069,0.03304286963133445,-0.0022202881256218835,0.004688054668483333,-0.06181832191516382,0.056169110447190924,0.007713841047565809,0.02413028429216126,-0.02503511092692214,0.04316715066904874,0.09953628905166961
SEMA3A,0.037728195884151015,0.021243375975318956,0.04566225773329681,-0.03608355119369297,0.03338777368792478,0.0508599563171054,-0.02592659132627239,-0.030399530438214275,0.0006577382258287866,,0.01985288898259708,0.01460873296568325,-0.0007530787898165301,0.02320351133487989,0.0037057819553524053,0.08555204693971238
RLN2,,,-0.011432216884956829,-0.013835774168379094,-0.022905088805976307,0.01793862820238459,-0.017946937658686716,-0.01471944283700838,-0.059163166981227755,,-0.019840583841122413,,-0.028080746432665185,-0.021938375675372965,0.020460109561034275,-0.022301405009608415
C5,-0.027113041535105895,0.014400128040984268,0.026494719283678202,-0.030003992289906623,-0.030658775378685253,0.007624202310331814,0.02530322236754857,-0.03280024734662218,0.01747580606900227,-0.012705154672439382,-0.011546508681789627,-0.027124428681687903,0.08010900516119068,-0.023132379706857425,-0.045455432496009786,0.0038751977038393136
COMP,,,,,,,,,,,,,0.0824993261189781,,-0.025254690277234176,
EDN2,0.044914345422842734,-0.014102526053748989,,,-0.019639556880150778,0.03901940992703941,-0.021793563052648898,-0.0020392396789872236,,,,,,,,
C1QA,0.04385440259068281,0.0013000976075392434,0.01747586143365508,-0.009930681641950838,-0.06975089370961389,0.13706033021045388,0.02775455743811098,0.020214623219284043,-0.014684377782464586,-0.049104490184469565,0.018568965733143494,0.0016121736598771678,0.04185130345507891,-0.05369984554770712,-0.09298081061379102,-0.0688504557199494
UTS2B,0.09533883821862986,-0.015091292610856722,0.012090435028550041,-0.013835774088890978,0.11860010001556616,,-0.015513197664762472,,,-0.01507278609224598,,,,,-0.021782759287572284,
COL9A3,0.12019577394090077,0.008513148868024482,-0.017093935394105253,-0.0338037319047287,-0.023996728697341985,0.1400838467330956,0.030612764995951138,0.04147780262107642,0.1283420011998097,-0.08514031840966002,-0.009945146208948737,0.046643556869694375,-0.05043207326591095,0.007343342817577017,0.05626471134478557,0.07435223255150496
DLK1,,,,0.0023206894662432397,-0.013339932175528538,,0.013721425917679842,,-0.0009882267040275713,,,,,,,-0.05476907086563995
HGF,0.09923735159808288,-0.018090486590422616,-0.02474079800371844,0.11110142554218054,-0.017479911457320512,-0.05872927286883644,0.057908395937939706,-0.02241934733074942,0.06195166236015567,-0.02173022310704062,-0.0029664005227010813,0.0059309515859667684,0.006981016649396957,-0.029612059168579927,0.023508798503551073,0.06439701338821582
P4HB,-0.039451755521955116,-3.6460993303200386e-05,0.03851453558771631,-0.06576756117278272,0.05848085788360594,0.12360052754588992,-0.005059977224857277,0.006485211655653088,0.01939140244594399,-0.013673323486720868,-0.12568049501434495,-0.10812916749324607,0.04567745361849404,-0.04756416151682743,-0.12732870376287708,0.1266275986468886
ADCYAP1,,-0.030137441252621466,-0.01615514725244177,0.013953587544419672,-0.026958230248611725,-0.04854402411387956,0.008295635588656317,-0.02168951608221947,,-0.07190263905014783,-0.023322485547229644,0.056875649723605086,0.05475524608186913,0.011628831187295048,0.0396670042031425,0.0006301742342520935
GREM1,-0.019668762832651066,-0.01983695276685306,0.03645667987967159,-0.011958446414148569,-0.03265353928828002,-0.029082965211979887,-0.02627540277633442,-0.04206699190951083,-0.07014694462543498,0.04515673216873387,0.09370082358967818,0.044225533848286945,-0.06031097152799853,0.030280592686120697,-0.03765725789611873,-0.0008400658459954535
EGF,0.052701509344050754,-0.00804404177197723,0.054347325017563466,-0.014456426705269152,0.11991955643038288,0.0018666735109836156,0.06225564688093893,0.07653680437325137,0.05635691341617771,-0.0663562270072501,-0.024258386012105764,-0.029506331291024354,0.04623396863273863,0.0134064681106996,0.027990028209135622,-0.0437854353016405
VEGFB,-0.03279130002382536,0.03869343158043491,0.022495585391872856,-0.040343957964590796,0.0643782871709768,0.09243356914344793,-0.055243566269493415,0.04529553152472934,0.05602058379340769,-0.007333001598302535,-0.04322381671547724,-0.01084795836002469,0.08550223516616286,0.02641095362706631,0.003913758571396027,0.07725341192362761
FARP2,0.02023987732572755,-0.039221410951877825,0.00015917140244343998,0.04408378818821085,0.0312215897116945,0.1033738266523091,0.01837678336601721,0.011803964288005314,-0.040559128553424646,0.04565962793398605,0.07359643241205331,-0.0002713273985008412,-0.02041118997933628,0.04025825269811337,0.04742094311124993,0.03633638563284055
IHH,,,,,,,,,,,0.09523506345167433,0.010932316538161789,,-0.004685534250889224,,
LAMA2,0.033247784879322534,-0.033953313885162394,-0.04284386446271808,0.018460470880017434,-0.0014385860848109098,0.06415589749715192,-0.012065922338046218,0.0222922735262477,0.05338593349512391,0.009154501589155132,0.025086278462900517,0.023909610055376774,0.026167175458400214,-1.270932479564949e-06,-0.044015374096249726,0.007953051735486043
SERPINC1,,,,,,,-0.016597720088509654,,,,,0.05469053895975212,,-0.021401891140372182,,
NRG1,-0.017023971788908448,-0.026172999276247354,-0.01628158892869815,0.03596702067832802,0.007509552319517031,-0.03824014994907152,0.03275418887446977,-0.029729794569326836,-0.0756534413687254,-0.07226386597427216,-0.04180513607482927,-0.009046044322919531,,-0.03068752452406455,0.015641387022295058,0.046347711549202315
SPINK1,-0.04615565502087024,0.021386766497499356,,-0.02738706831049903,-0.026704646371702254,,,-0.01471944283700838,,,-0.05476188440801515,-0.03400991758300739,,0.016838491477308825,0.01737222542459171,0.02129247701262277
EFEMP2,0.031062504555344546,0.04333168785791758,0.00762369417612396,0.04205586126207394,0.03852508619362132,0.11515021553938312,0.024826945374330382,0.02378919346176925,-0.03473075324387699,-0.024284454859827047,-0.09705725108762692,-0.07645004890109328,0.07902359033192227,-0.015666411475489833,-0.08114868459015016,0.11707117360761124
SELPLG,0.03477899878784584,-0.07854273066026382,-0.01577197021211398,0.030015081191623386,-0.030036464072800695,0.014576505666593027,0.04366971061087057,0.0008732497711488936,0.026570537881878083,-0.039161731598122064,0.024424657243781216,0.05716525962134867,0.01326533086884021,0.00031917667211002894,0.08507105733276928,-0.037720302737568254
GDF6,-0.023064674519302514,-0.023940108750024013,,-0.015499544804757258,,-0.006615201469085246,,,,,0.041766337985987494,0.05118822176822908,,0.02501665346968411,,
HLA-E,-0.020153267418051554,-0.04464087082686106,0.03044495143534982,-0.04150964221469933,0.00024742637187716743,0.10013438897969848,0.044258049763687086,-0.004905535563515969,-0.03865221788080038,0.03383323692660621,0.06390511189182559,0.006571876164387476,0.02395621776228423,-0.030939539780029286,-0.08113901235963682,-0.05407377733957528
PTN,0.1128771981838874,-0.021958876193487437,0.03693626562542284,0.03653501698354412,-0.0026387057578059576,0.14613740603997488,0.017206159941102993,0.07320541741600224,0.14684253064404293,-0.1418544771134455,-0.01000202252161348,-0.010902238924230628,0.08529716887971682,0.017433585777047324,0.03016386921837655,0.031086396217372088
CD274,-0.06241301330198404,-0.009744293093537039,0.011498887526363827,0.03134524736065349,-0.04951825969808307,-0.05544215060701816,0.015438941043749715,0.0037033313820779346,0.1245388302730823,0.01835497901698279,0.023054459214211488,-0.026532743299428143,0.06607332449132847,0.1077101710400027,-0.055981729190762254,0.06149398915085446
FGF10,,,,,,,,,-0.05403412692862658,,,,,,,
CD14,0.028865863658710217,0.0046164290694910995,0.015111300153910762,-0.009044779634671922,0.007910505093383067,0.0970801199391531,0.023046237347399936,0.07063774784412559,-0.0191327225161833,-0.01738113575844826,-0.027050808612074366,0.027745263665856154,0.021895562817325884,-0.07195953490429349,-0.040925441284007574,0.06638835240436486
SFTPD,0.021667001045425762,-0.02275497039951551,-0.018140663509993958,,-0.016770284173217367,,-0.028487711873802765,0.02852190316111672,0.08993813381082336,0.07803438404691458,0.0006582861484949998,-0.042368947688220894,-0.023052396897264873,-0.03599611486826842,0.032227992750879855,0.0037289260546032542
SLIT1,0.16938953626314693,-0.03709610502442862,-6.438211784075912e-07,0.05343559416334011,0.00639127317063948,0.09211204129307068,-0.001121409562383759,-0.008911483787684908,-0.0574568650313111,-0.0405090445981599,0.014981074858854464,0.07020654099506145,-0.004485143849050152,-0.014103895671074843,0.004077270528692752,-0.0800468825946997
CNTF,,,,-0.010905733751205581,-0.014933127153449703,-0.032610724472851946,0.06406934382591463,-0.017090843906131966,,,,,-0.017376700900734125,-0.021938378094541973,,
BST1,-0.009087460220857442,0.07374810991989789,-0.01699184814929454,0.012384336804724604,-0.037845568432523,0.09633979772391986,-0.013590334817502468,0.1387642480231006,-0.0013596112089590115,0.10909570519363063,-0.02111954759515686,0.010569247634249447,0.0945129135689426,-0.0772428589931256,-0.031042939473716273,0.01916102915608749
AGTRAP,0.058423395550879,-0.007024811547979526,0.02190633299026802,0.03895246238790956,0.043169811981011524,0.08644677239096044,-0.04486912613695743,0.010811624735545375,0.08100258731855643,0.10202372387950662,-0.02846366544997857,0.010700472884133783,-0.0671669380547068,-0.003409790993366351,0.04085851316083534,0.061961423467735484
LAMC1,0.07998261962005172,-0.0025687894040609628,0.01891787376961168,-0.040657638140002346,-0.009409643766543518,0.08653301603863581,0.027692388483432976,0.06709178650958283,-0.0025368754710948425,0.05059079530875814,-0.03214666605096194,0.0017728013205883934,0.07109787057752351,-0.05396112156314891,-0.06762625670483426,0.0763141615559496
COL6A3,0.03772044602095037,0.0029950851761690964,0.06045956707811437,-0.013321441095079078,-0.02202804787833993,0.0509374585734787,-0.029333688686310488,-0.046189517183371095,0.17651823872962238,0.08436965107426875,-0.009993334107914363,-0.011623589510425586,0.0038465929848998325,-0.07867888903735432,-0.04844188342306622,0.04637883789980248
FN1,-0.12347957711397718,0.014007950425530418,-0.020359428149865185,-0.018267103673481767,0.013497996584788906,0.12909365280109558,0.016997117384580814,0.008678561435134683,0.030538922765628394,0.017620699357541576,-0.03891497072480283,-0.07432524873344573,0.06405702701144597,-0.05622030594770526,-0.08539995827853734,0.053040485293830215
MIF,-0.04984939160584437,0.02430107968671855,0.02226526434777247,0.011768897699787742,-0.032648450994901115,0.030332773187894613,-0.04929746083296447,-0.004702479629782589,-0.11468616136354387,-0.05195803023939854,-0.08506155052744535,-0.034438940924372066,-0.09369090079963582,0.049252919854705444,0.06535420920206855,0.05057183413136046
JAG1,0.008304460852230446,-0.03012075675379748,0.0011115013362030675,-0.008473308217252357,-0.004373373248623144,0.107180656458517,0.06367687204830055,0.06177644093995251,-0.05625081661211468,-0.07282902192822015,-0.015744808603945365,-0.019415327558239822,-0.03783102835350865,-0.019569103695258123,-0.029184167981722884,0.0699052479530528
NID2,0.09890839333562954,0.007072704739206584,-0.019949861613243004,0.014314835832905637,-0.007917719903780372,0.06989911291316442,-0.00039447224347780014,-0.019042775332730223,0.02396672648051392,0.054120072332877876,0.05497021062912327,0.012208934361737573,-0.004127517677579817,-0.07400763837888616,-0.01857895545498813,0.006186880149217486
EFNB1,0.07141265234083075,0.018325699261179888,-0.05618620247700136,-0.008233242208991225,0.022691230584009535,0.06825736588600849,0.0015183898133718104,-0.0003136159189745853,0.022416217068641078,-0.07556165349739816,0.0284703104621466,0.034605839267863356,0.026111162052763443,0.014976167364103243,0.026510020845400113,0.08386812189189717
COL4A2,0.08550067557431387,-0.017393821914644406,-0.004073156423053089,-0.03476052268019134,0.03793800627181879,0.14300422655243406,0.025291810906284032,0.051059880441699075,-0.017535432640762932,0.05190449019727867,0.036816165643155804,-0.024198137508289374,0.0547827423175877,-0.0030847606359126214,-0.07634786774769402,-0.01723967656196108
SPP1,-0.13423846924957625,0.06644428965740216,-0.0006102863768074256,-0.04300905055545866,0.007382600749249915,0.16292329808462053,0.006118915431562865,0.056739656167379776,-0.07941275762028038,-0.11598550907445082,-0.12280936519159869,-0.03801585019983303,0.05060162077445165,-0.02602069359067586,-0.08652257963107533,0.1140621908458052
PODXL2,0.06464156826812821,-0.03048952409746875,0.00497392563706961,0.10772717328000758,-0.04362773555806934,0.06346220368384992,-0.04426595637877159,-0.03292220330951073,0.12477457769047991,0.02068899801260905,0.031774305898955316,0.025834348337178143,0.00262016862746822,0.08795620790094658,0.06387576589707382,-0.01874718357684501
FGF9,0.07226161141335218,-0.0029354207923252646,-0.04263108169465711,-0.010327360042830636,-0.04415161236398429,-0.07569840019778928,0.05452040218904956,-0.0319173063854294,,,0.015002745435197739,0.12741849084744572,,-0.007662956802241672,0.060176451230105406,-0.039111690887739664
ITIH2,-0.018290144559976858,-0.023834454104433075,,0.10411632039935581,-0.022759173264519206,-0.0056036504725404555,,0.03354185111933771,,0.10333823805457541,0.05859285970607726,-0.0056845902189542755,-0.0408907516782947,0.05039774485486295,-0.03982685739146688,0.11680456935156353
ADAM10,0.009467196495004286,0.052605870303003996,-0.011067202393374609,-0.01644277868980724,-0.007064235239155845,0.06844176267310975,0.0031014759448153044,0.02304202660606478,0.04517369224349334,-0.0337355380651175,-0.04164733782974866,0.01886799423895203,-0.05398007672996645,-0.028500863614845554,-0.047954690265836986,0.019056223342413633
CFH,0.05728985374746496,-0.002985919289431455,-0.023818579304029565,0.06221235052155902,-0.01369495278004767,0.07766723383722282,-0.0009900289843546484,-0.005475144630906655,0.05762473347812839,0.021158547910821352,0.0001691221324597732,0.006903557423209763,0.09661537097697157,-0.0037927218307835723,-0.008449815380021484,0.0038483447742637357
COL4A5,0.06912296326308119,-0.03356607983881892,0.051323293599693925,0.037796501029981326,0.08146381966570698,0.1266718071310891,-0.027952369383990563,0.027116505728690746,0.05327650646602305,0.06678604873280518,-0.004349047426742883,0.09556226385159514,-0.012667440959735009,0.012132999883738232,0.06658347468489181,0.012987388143597487
LTBP3,0.0029753290462256215,0.05130108391067248,-0.003940109298771486,-0.010299595907408572,-0.014120780101458853,0.03847848829556023,0.018217766925478655,0.028630418962530674,0.013345877976765242,0.0477679328395468,-0.015955529786354276,-0.059137605849141614,0.063602750793839,-0.03077208355468332,-0.08958927596139023,0.12124266944072487
GNB3,-0.050581444189507344,0.007361613624735527,0.03706673831575957,-0.023592831794078173,-0.009518122275565548,0.016397593889875137,-0.03168703642353214,0.05978938524596333,-0.04257778100290893,0.04057037658866626,-0.02205199717949398,0.02058862182202552,0.0038691653907946223,0.028436611581795217,-0.0058108378246466506,0.12083985700901624
COL6A2,-0.04453364421119735,-0.01441816926204716,-0.026984018577783726,-0.03894498615432368,-0.0701514645825413,0.10008894532658325,-0.013755846265364566,-0.0018592752580148541,0.0040221575563317005,0.05407548215480851,-0.050457485589411245,-0.0864076541668322,0.03245683820525537,-0.05372985939143737,-0.0776111318110267,0.03490475541885814
PLG,,,,,,,,0.08998305255500147,,,,,,,,
GDF9,-0.031190612563262523,-0.019835678301522518,-0.028591575546863097,0.06717261159558173,0.01108200454413303,0.09769982026380407,0.015654905745742978,0.00910629872932598,-0.04363716022478358,0.0005956362731185112,-0.017467086500589327,-0.012934923799896933,0.07605472827778793,0.023966725565565075,0.07747956859680129,-0.004711381007681146
NCAM1,0.11170493854610147,-0.03316372670636828,0.04457813426251644,0.0771487805203705,-0.025604649578096984,-0.03581801393144418,-0.0010017308044809796,-0.015001112872553186,0.013631501007691116,0.0464975650532474,0.059764767931371476,0.02207472975650957,0.025691725555903724,-0.0052139017469762855,0.021490188065597347,-0.02417644042383877
APOC2,0.04303834652987432,-0.004142299250633683,-0.03760703966086798,0.008956853573224078,-0.06376588153597351,0.11435659252898199,0.06875625389963698,-0.002321334674083567,-0.0059161931767869325,-0.08477219271026325,0.0071825459020065765,0.03937401934508209,-0.04524585144392089,-0.015274467626718987,0.11563402556027648,-0.007354959699247567
BST2,0.03612853694734333,0.01601313016382558,0.006200780503986084,-0.04915090867618546,0.021906743494369704,0.10777121182537225,-0.01128790949875514,0.0523404986089384,0.18480428719959602,0.07236151028862439,0.04883179635816733,-0.01152223176248676,0.05017786553469941,-0.023496280198087287,-0.04287057002507193,0.04680731486356939
