,UKF248,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
BSG,-0.05259523459164872,0.018551494433466473,-0.03243702542528098,-0.02521075762583932,0.1019706480762602,0.055983107055866864,0.15292269828475497,0.05291056747520614,-0.050552683291454,0.03460296472872694,-0.0163219928318885,-0.08412212332058895
ADAMTS3,-0.02207579258565243,0.016168438136270044,-0.020965097290258677,-0.00942876031797386,0.04486073057060152,,-0.026977309105316972,0.03988775453657248,-0.052333817876534794,0.05401313017441971,0.03801086818412172,
CD34,-0.025608370386595324,0.009424525969476846,-0.02575781398595895,0.1250109403461868,0.0279788148761761,-0.0007757564988167666,-0.032033812691886016,-0.022480087086324898,-0.03404174812397808,-0.024305410349194676,-0.0012391711545518837,-0.034668295066183456
PLAT,-0.058854819801438515,0.010813583768158759,-0.02687078278739781,-0.02694822849280817,-0.014299691470055692,-0.11769986886644503,-0.004995362936893347,-0.0318835082727048,0.0026074581309034808,-0.01997695799944221,-0.05003707355116676,0.026773333995849514
NTF3,,,0.056464143353832284,0.03113578136660284,,,0.022717700561273375,-0.014054676611181018,,,,
LTA,,-0.018070451533300856,,,0.05998972934822011,,,,,0.044549842276867646,,
CKLF,-0.04327664142642771,0.007899911302780074,-0.001953586640696626,0.010431893821624722,0.041477545795033655,-0.04028887086155327,0.003791195387405272,-0.0066033488959793855,0.06337471338818702,0.03883926298546447,-0.0170186797020955,-0.05118831894527296
APELA,,,,-0.03103905833128352,,,,,,,,
CD24,0.040373631947831674,0.021040720431693756,0.020571637219905417,0.10492682179588989,-0.002907893575520229,-0.0811083786425715,-0.047229688783857575,-0.08755380919647578,-0.00772932548386929,0.0334250522292605,0.057852254390531,0.03067328894430243
HSP90AA1,0.00038985060773918587,0.0023057116785520503,0.06968967561815548,0.07108667528008779,-0.016237886933724126,-0.010637265987697112,0.0016142605663143675,0.0388874652950889,-0.00817530090444867,1.1115602655027647e-05,-0.030341636139013334,-0.03927708647253162
BMP4,-0.0017578907177587615,-0.017865469468850224,0.030026672254523698,-0.02060993125650155,-0.01460667838236381,0.01657477637358409,-0.01433836460810657,0.002290436461608725,-0.0385519226676808,-0.04373148055495111,0.015877675284351366,
SCGB3A1,-0.011989087382972285,,-0.011612658115608573,-0.0011739649149704048,-0.011961398572524842,-0.05201533741640698,0.020057602339325967,-0.0057026201380821874,,-0.02901281830731427,0.018506866325095704,
IGFBP4,0.024677850580650692,-0.03817328882145271,-0.037581382119414135,0.0503272154133669,0.052624896912331035,-0.07112514344944766,0.059353810444899346,0.016494211948319636,-0.09917306396702331,-0.020649594161604192,0.01948945112199345,-0.04142368376643094
RSPO4,,-0.02101703523431683,-0.011612656416994627,,0.004016596814396733,-0.047560421758044764,,,,-0.025987015612186474,-0.026897653826297767,
LEFTY2,-0.050529004319470355,0.013968057594584492,-0.012733419787143135,-0.019038008604241284,-0.02116149728626264,,-0.018580605009300522,-0.026809781114466375,-0.1061386753175862,-0.04533812811946266,0.01632395249129648,
PF4,-0.012436753629802951,,,,,,,-0.021371182798806343,,-0.019703617978036467,-0.021070454237514236,
ANGPTL2,-0.008206218973159197,-0.012087608413309072,0.013285017796072758,0.03847641445811581,0.01602789561232885,-0.06296487545338018,0.02422141567053531,-0.04345819759460698,-0.04237108556400897,0.023019265267068073,-0.007494573413981223,-0.11496120207940044
LRIG2,0.00994603809694522,0.02586456113163131,0.0011187079888187756,0.027966403744896236,-0.024041064663137567,-0.04698567333703132,-0.009453083603056064,0.049467050928378,0.02090376635221282,0.04471163770577957,0.01668994182872727,0.0675370552506778
ICOSLG,-0.04806782260481483,-0.008913315806912842,0.003562464698681409,0.04386211350227446,0.015313655410352088,-0.030693208602346936,0.02435610813960174,0.09629911771661845,0.023776195323004,-0.007489122590565042,-0.04171162061200859,-0.05353509325255083
WIF1,-0.0223779195061699,-0.01621834828749711,0.043352177618268116,,-0.02644974690800174,,,,,,-0.038663833341363814,-0.00703127461936453
NPPC,-0.03719336035865119,-0.03163684434356271,0.05361710862988429,,0.0762688837904062,0.028538098812729243,0.03679203067629051,0.0016039064440013069,-0.052122775633234,,-0.010530873869886928,0.0514280151795783
LYZ,0.016719519030797568,0.048221527960129136,0.0023389619645634023,0.005483277820926934,0.09133214876797968,0.024572899433664343,0.01182232751176203,-0.09446592746314321,-5.7797960705839096e-05,-0.0018788452835821327,0.05317308204091085,0.0416561681996203
EREG,,,,0.04840500519050938,,,0.043125721207052915,0.004587605060253173,,-0.029757027222638777,0.1599848935476053,
SPTAN1,-0.014391771503640762,-0.0077970361581315055,-0.023178421287799164,0.04920835340115814,-0.02394474208575848,-0.06431199750905114,-0.005684505328598574,-0.000957770527959397,-0.03086294487259567,-0.05436314329053578,-0.009930412744578473,-0.018595676423748892
LIPC,-0.015225855378797918,-0.03929348769711766,,-0.027835745750507943,0.10121055357915523,-0.04404122735454729,,,0.04116591482735948,-0.024912830898780186,-0.03285811212780682,
COL8A1,-0.013825076902861382,-0.012704073426443899,-0.008914454659966075,-0.08338080032477989,-0.014066409552996621,0.023319965132752515,0.026245294228353346,-0.0037696252280598375,-0.03643887986543708,0.06643754296625569,-0.0457999903795582,
GSTM2,-0.0011090312891644004,0.013392367901388045,0.0012249201091291393,0.03770051103473443,0.07974788451806972,0.09344428636819989,0.05079383143153229,0.09761633355550924,-0.0860234721868494,0.08303231579756255,-0.05050765670653904,
SPX,-0.02462541556069024,-0.008888483992960636,0.023889937071957527,,-0.03252608650771168,,-0.02206869370681856,0.004108880913246441,0.01962304552168078,-0.02579190837873598,-0.0030978956607819203,0.15258126561108493
MFGE8,0.035087652864106006,-0.019694232698218343,-0.004641844001764151,0.04017133040135773,-0.01489392805997748,-0.051461273372937634,0.01604219917564163,0.014669210825043029,-0.0006977282451056839,-0.04205853844447152,0.03165146951420668,-0.07956882374211835
TGFA,-0.024334868326870172,-0.00902580906034949,0.024137066086309774,0.022885444781996004,0.0013345504392884282,0.06431452048816297,0.017837915599331025,0.015699317285218388,0.022010240353372994,-0.010118740745993724,0.018475657988438855,-0.04181302058762187
SLIT2,-0.0032655358934461157,0.005635998893895902,0.05738755794083513,-0.0033798182633370663,-0.03855874466681017,-0.039606238660318864,0.0709468246689732,-0.01642687013621043,0.027232132844055488,-0.025197664096045923,0.006977649008209453,-0.029206082709776784
PLTP,-0.026231654735794658,-0.048951468082427306,0.0004778962815386047,0.016293347887579093,0.046982503503475104,-0.052958439048517776,0.005436654451282722,-0.030514572134226616,-0.08752987475347042,-0.09621184082311034,-0.038199245235339685,0.030991480447248573
APOD,0.007943102050572614,0.027659840294494465,-0.011794060058696895,-0.010468191939460792,-0.06232125346662088,0.047055414162712125,0.036116742730484375,-0.046646205478073535,0.06931182061913388,-0.02104340919329864,-0.009085903880951318,0.01951605231899671
B2M,-0.045473805771137486,0.017622022749640493,0.02553109214897187,0.05771281432103448,0.06209738632098824,-0.06596263404153209,0.07812318485032407,0.0005399712217266605,-0.09027639011017599,-0.02042776362141001,0.0032827730308902354,-0.020166469193661
OMG,0.010949567595494402,0.028437363142817224,0.053017859435342415,-0.01409863400726725,-0.02596686977876911,0.1579142145998697,-0.046565772705193784,-0.0154479387221551,0.06932632009921055,-0.0745450248119566,-0.049081004293521684,-0.0032356628998386943
CXCL3,-0.03071218865870604,0.01639665691051139,0.010211460207659742,-0.024912323725680433,-0.012345279848371738,,0.16404321287826285,0.1027117866208658,-0.03868932244588999,-0.04818828948641814,0.14887076429590887,
CXCL10,-0.03512337827908389,-0.03558345253995889,-0.018871579515624105,-0.019210833118264704,-0.01961814367719099,-0.08542799885445987,-0.022602376737616482,-0.02866495156404847,0.0576004120520647,-0.02584857145509379,0.2078097921136637,
RSPO3,-0.01628565187567488,0.013166930961161812,-0.03016702851123468,,-0.012900579509586434,,-0.041290584231940486,0.008335906970203723,,-0.01404200841159345,-0.0005079199868806649,-0.03055273408873494
CORT,-0.035551930849747095,-0.03487931739517593,-0.040816191104708424,,-0.014694856642112541,,-0.024958342921151334,-0.004181677677499474,,,,-0.03262537141326732
NCAN,-0.06578549518583884,0.006479176297616392,0.044222131291960814,,-0.03806755723807407,0.025422429734953803,-0.059962505888753605,-0.042273433040751804,0.024085659091274338,0.006525465295289051,-0.04403020113561668,0.10072039306279743
PRG4,-0.0180301574240381,0.014338655393241978,,,0.09449591797888741,,-0.005267545144019887,-0.0329992389260187,,0.01023053425526541,0.03909782842082928,
ZG16B,-0.01662524566261276,-0.014358614151369018,,-0.025114590955798537,,,,,,0.17238988297689806,-0.017975258446418417,
TGM2,0.030596847156319516,-0.03457744584423082,-0.04246136051432796,0.011638481103768061,0.0026976480452035093,-0.024638254120692687,0.05762457469622762,0.04249401280370787,-0.06156537656302905,0.010012938264604237,0.03503890487798507,-0.004169114928786878
VEGFC,-0.022892871813129455,-0.03866420539003629,-0.0016769891533556177,0.005136864372981293,0.07245056447409551,0.019160725401418558,0.11872193236856289,-0.04480901790300717,-0.02929211527529195,-0.0009751987176059468,0.005730965412066066,
WNT6,0.016520068763646506,0.004967272685710945,,-0.013399100340899096,0.011917464037172283,,0.046567766066426944,-0.031108082502028473,,-0.02114556297865849,0.08697924021158283,
NRG4,-0.011042371491249153,-0.02758522265141465,-0.007279199822695469,,0.00036380002054130494,-0.03795884936549007,,,-0.040977841525430075,0.04373481022496664,0.008062758378732632,
PMCH,-0.012726927399122036,0.046176854722751653,,,,,0.056213606643136536,0.03602860942434248,,-0.03027990794986538,0.020445107700016445,
COL9A1,-0.022797561798029237,0.06294148678424638,0.023210789250547464,,-0.020462021957224005,0.005131899274766839,-0.026074014371016113,0.005651938232009778,-0.025975124641679354,-0.00858976067243067,0.025454070992607238,0.07623814514468383
GDF11,-0.03520970005397241,0.016485555126155717,-0.0015568627203501985,-0.02922322216171347,0.029617030149996535,0.09854521106521934,-0.041922767127444284,0.008165156775750634,0.02744258899453093,-0.0453222153261906,-0.03658663463126,-0.05287659607917209
RAET1E,,,,,,,,,,-0.015403985182776003,,
IL24,,,,-0.015837175080488913,,,0.03578571890403897,-0.021030430154588216,,,0.11787382444506726,
SORBS1,-0.02280094823674183,-0.023653470713818955,0.03506366386311608,0.022633320706452076,-0.023937706256120704,-0.041994676247493055,-0.01777973335442737,-0.0223690176055644,0.05411144202028038,-0.024241109188358458,-0.0931186537065975,0.1286652633994622
DLL1,0.02044341909558946,0.018289538533143503,-0.028161260546221537,0.06297411267556817,-0.0029118209413462512,-0.03792794067049248,-0.026178221667800462,0.028253195090671687,-0.0016003773859428268,-0.00474927998943704,0.02467264619435777,-0.06152616639264944
TLN1,-0.021803447632898106,-0.020527683328637854,-0.002757237204272124,0.0421905236211792,0.01802003090854801,-0.09430492580313164,0.0860238480688833,0.0451184588936206,-0.023840072654134157,-0.04202494523569327,0.05578526503161975,0.08492459839420677
COL2A1,0.0048813668980394525,,,,-0.01253299356928794,,0.012911530548670004,0.03899623720921712,,-0.020435868306662944,-0.025165411978396657,
SHH,,0.06227999257337888,0.0707056615827844,,-0.011961397527024143,,-0.0011576568079296379,-0.023150173697562018,-0.05576016941823975,0.004096229874992111,0.014627730652470363,
PON2,-0.07836521404567097,-0.026982096243470137,-0.028708586963454776,0.11061626356008561,0.0017820933246244035,-0.017845386221028357,0.01739086820983849,-0.027579697633067966,-0.009715797756668611,-0.0012106976268895162,-0.08207361060156257,0.06735441867452344
ICAM5,-0.032313086136700704,-0.034098715858532164,-0.04145179247521436,-0.014991832107188442,-0.023359963251786728,,0.05039441210629388,-0.014094785774884693,,0.029052466948802223,-0.0022085686997043615,-0.05387559203789766
HPX,-0.029958770128665803,0.08032480658203096,0.01272313841091151,-0.029767945093399716,-0.030403485238331435,-0.010526143310697808,0.09637196696618931,-0.02143287832750391,-0.03617041275181987,-0.006403960559263461,0.0017851635646742886,
SFRP2,-0.01593952362586057,0.05743005419412236,0.035666691922060643,-0.015629892898156247,-0.02346520086469011,,0.07316545855576737,-0.027597004174055677,-0.024634913680401778,-0.0024602220324899658,-0.05109676536532046,0.06013177768691488
CFC1,,-0.01807045262539159,,,,,,,,,-0.02471560111916812,
CD70,-0.0035495105385756906,-0.017517621537742712,,-0.03871166829288679,,-0.04119637237049969,0.039553741554498846,0.06389589281287347,,-0.021423623430771442,0.11286100162480792,
HP,-0.01695678462854414,0.049431473157194164,-0.008017787768527214,,0.0377459522185272,-0.024394429901957417,0.05961534159766999,0.0410105527635978,0.009894112793038498,0.09696481343585531,0.03857213295514072,
CXCL2,-0.07027321379331923,-5.7653574210169274e-06,-0.01613874929289379,-0.0015541644713564795,0.004601871746345864,-0.0373955632348995,0.13052634439172414,0.08883471577624362,0.02355326932094788,-0.023161139677551533,0.11442541303685105,-0.05516019662331963
NPPB,-0.01546708308319781,-0.01582322322039162,,,-0.015392711968272837,,0.10227179694739504,-0.0038254175406190346,,-0.014244055268408308,,
CCK,-0.019319914196964858,-0.038108294827195036,-0.020092681123922564,,-0.04337973509078249,,-0.024289918972748445,-0.01572617430142877,0.020421009483776793,-0.018478384942865418,-0.006471708578539794,-0.07829367860230457
SEMA6A,0.007710266285190868,0.036217006309761254,0.015563539257782685,0.13970751297370024,0.03204697248511122,0.007643398063793433,-0.042633621282284484,0.01334723329145726,0.042389284352864987,0.04618938722596952,0.014026056815183045,0.0631681749132136
IRAK4,-0.01868196188184544,-0.01275280373261122,-0.04188716862926131,-0.0012345086791845847,-0.010060072351981787,0.13554595035740835,0.03610341495026786,0.03862816661956399,-0.04839920945888253,0.04952864379904507,-0.0313183015978089,0.025572951740667427
GSTP1,0.020187370976939508,0.014122816704623897,-0.03294852158726079,-0.09135917451167726,-0.010707453888860928,-0.02710841780036428,0.03188790010148311,-0.00885462665496187,0.04073733788690501,0.04355223742961364,-0.053237633970935117,-0.03455472886649888
VCAM1,0.015707490569917767,0.017791150942880883,0.018572911912737928,0.023978680009504545,-0.02546634957343846,0.014655741789125761,0.11867823293492308,0.10001046462907948,0.014037292631784139,0.01766130142346085,0.06250868330912109,0.178241363725913
NXPH3,-0.031622192202480255,0.04240687792124444,0.021734194605962175,0.02484874958919631,-0.029394797390668012,0.028909548213068303,-0.00512054519571821,0.04824620304078059,-0.08902300494102268,-0.003495892052154977,-0.0018457796544432952,-0.019706726170935808
MTMR4,-0.05176576037847158,-0.007537712568300303,-0.03960234527880029,-0.007679957357039529,0.0022229404837636295,-0.038189154960024604,0.03388406142822129,-0.047013771109641125,-0.017381411851477277,-0.001968156680668594,-0.03182878783363057,0.011836358538969093
LAMC2,0.09863846161876966,-0.019919672729466684,,0.08026230729093291,,0.064199922681626,0.022749024786763657,0.1538327938811391,0.04493500432702631,0.005363194012061678,-0.026897668633383824,
IL10,0.01745407358582741,0.015306504718310226,,0.014439964895909894,0.05887824671953936,0.02235081485959349,-0.038815195857372406,-0.03380111711542553,-0.0382165602989433,-0.023841109967029737,0.04665276582966923,
SEMA4D,-0.02466579888499601,0.006184113634480592,0.006076865689773458,-0.02568508218683599,0.010697554961367043,0.09429756481889354,-0.031376200814364,0.09340588480818161,0.07657237579609288,0.003916108269489483,0.04942306760883826,0.019322498815681752
TRH,-0.017648043439931923,0.04558507334613868,,,0.017177299807967818,,0.020134927483034738,0.014135247417161677,-0.05031899590593716,-0.01595429712796036,0.01150121312301146,
SEMA6D,-0.06893822825301828,0.008311578736891569,0.025821859556189104,-0.02134109284314675,-0.011684014526466925,0.1342140239198161,-0.0030784146259570655,-0.06626357375014859,-0.04110357535977529,0.028173294709370675,-0.08211196932634189,-0.056621005089687634
CEL,,,,,,-0.03923770009319907,-0.025119174938965847,-0.022318501869373772,-0.00911903512526441,-0.024129765234749575,0.09481637522023639,
PDCD1LG2,0.01054844253569707,-0.001950049691966718,0.02475672458307108,-0.03367897829236443,0.03536417690597614,0.007633842840712379,0.07354109443536143,0.05592552817878185,-0.003579983456016149,0.0439176206595755,0.057327118079967924,
SPINT1,-0.030712196776510957,-0.001585973682056165,-0.018977636271834308,-0.04257630634706254,-0.02022411481404354,-0.029337557393684398,-0.011307658507537881,0.0029528721322765114,0.026851506816299133,0.003555125892348835,-0.016610473104350952,
CTHRC1,-0.0259760512176584,-0.009206974489982664,-0.03016702505245299,0.04220385198964598,-0.0376526992661435,-0.08089286873298669,0.07195184564092076,-0.002896664230118568,0.01495847278679929,0.01055784718169519,-0.02428056823059598,-0.034709961319854925
PODXL,-0.04509084314357248,0.00013504185824685113,-0.062493266687802175,0.12384261898040475,-0.019890428535141218,-0.10397333945620696,0.007976047073184453,0.005124361259654402,-0.06280119764428808,0.0445677168319908,-0.04669321315312079,-0.06287900408256696
JAM3,-0.031157757627137208,0.01528749696049369,0.03785662661675595,0.044385382497803716,0.046246974877844536,-0.02622886102793808,0.07425051134522404,0.008365185115959798,0.012898197807058955,-0.04269564140788857,-0.058512587044224317,-0.007822907301855059
TGFB2,0.016356358407941148,0.006630573880763686,0.0239115820086694,0.0209129152558465,0.003087027048038748,0.12471388024916953,0.023132789977679483,0.012778801397119817,-0.0037417920809514143,-0.040188477509172704,-0.0028626279379367183,0.017698407784393504
COL18A1,-0.044812050495252984,0.036929079670524445,0.022964300958775823,0.0932537036036069,0.04509688365109519,0.03008670210684992,0.09818888908104711,0.008281230334102906,-0.05275451180680081,-0.055406831301244304,0.009914238493388842,-0.046736244553222527
NODAL,-0.024944388571086072,,,,0.010340555258207384,-0.0884472604231291,-0.024796600053033177,-0.010237383375359649,0.020826362139436415,0.016097256538910212,-0.02659347805243896,
INHBB,-0.013327044681135653,0.004676684779561903,0.08800844186265788,0.12151373872988348,0.0017459738776182808,0.026750542603915368,0.10537011545275156,-0.01336313335844286,0.051095921253092515,0.0611414171986346,-0.024613886300354108,-0.059422619795252256
LCN1,0.043689690364222794,,,,,,-0.026375192215778446,-0.008140248446943034,,-0.01613385363014715,-0.018866419692090457,
ARF4,-0.039750768163543906,-0.010438721035560894,-0.007305704051405205,0.06824121492265588,-0.024465551719336304,-0.0765882294092422,0.01366191696738027,-0.017540946587559954,-0.0029139621634649083,0.04017065168957972,0.0569226682917415,0.016820003952702566
CXCL14,-0.004963476693887817,-0.0612569372032148,-0.010106539227230218,-0.03237241089046688,-0.0055324000983659645,0.019571388071632768,0.017749700943010694,0.03957115360890726,-0.011414559400624937,0.11867658811003996,-0.07221515257597225,-0.047711046800675144
LIF,0.012846563303119719,-0.04110088375549804,-0.013767069904176624,0.09318953204886271,0.0006453964413970383,0.02438740029465739,0.028834451432713206,0.04280159412541833,0.033365713700377574,0.03953251763925995,0.03679085014722892,
IL17B,,,,0.015273560038005516,,-0.036246014902266574,-0.022951997202704248,-0.018096474084217395,,0.0025626698005218477,-0.0213310811799342,
MMP1,-0.016737057655669112,,,-0.0642134903044196,,,0.03567567207023558,-0.029256271143544385,,0.014331693903389519,0.053770411812574435,
MATN1,-0.015939525798003274,-0.01602195049622851,,-0.01583717736323268,0.013720550327874037,0.05870034334845315,-0.03318761040129441,-0.04339118109191813,0.042337362682048796,-0.019403834538569763,-0.019439228476358553,
