,ZH1007inf,ZH1007nec,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
PIGA,-0.060817203913533784,0.17458212768652961,-0.0366379916429591,0.015212274485054208,-0.05612649344512132,-0.00568836967614648
CD200,-0.05966077467165916,0.025039069493405695,0.029879075662433523,-0.004219063425402431,0.0967800198860225,0.11006072830702773
GRP,-0.038977163499075845,,-0.01341327850444815,,-0.010579459806541779,
CDH1,-0.03454297685349371,-0.051180988398307016,-0.027103999793124642,-0.06095239517384111,-0.014198457184916717,0.02284507744048403
LPL,0.0954690960953619,-0.03405725822744199,-0.018634906278817566,0.06192791954680434,-0.053646106716536544,-0.02116922027578338
SEMA5A,0.16693333791400822,0.02320684272233897,-0.030824891853540533,-0.06371014813041839,-0.07243951061654184,-0.08928821355283077
SEMA7A,-0.03554040829383062,0.04959249037605884,-0.048391976244615456,0.050766216620474494,0.057567360889450636,0.0027834181915535132
SEMA4G,-0.04304920550486492,-0.01375355932943068,0.01889951030693143,0.037781280181887235,-0.05384353619552429,0.002096322664682699
SEMA3B,-0.02218038694079013,-0.012621137512320453,-0.00509203644262146,-0.062146325030070275,0.003622920561866927,0.009109499064312689
RPH3A,0.002566639477099098,-0.05314813067795017,0.00737177963745869,0.0761049973603595,0.03080957454735411,0.1835744936497664
JAG2,-0.03854329284820649,0.017549974868937588,0.007221902611608758,-0.02924821189766358,-0.026838633547350693,0.15665466461489178
CGN,0.10320692091868737,0.09303760763889,-0.009409483793029451,-0.041949239221514806,-0.034892921122316296,0.015637703845869936
GDF15,0.04074393942385894,0.036302087220524235,-0.04583393341228869,-0.06125926597149117,-0.06256887235713442,
SEMA4F,-0.026298052555901907,0.034101693062602356,0.045933209998111534,-0.028027515687910377,-0.01168277569574225,0.07089751973504972
NXPH1,0.0696750450235731,0.013833576455950484,-0.023951251567737114,-0.06304512991917048,-0.015021696165583893,0.09213262581466534
ARF1,0.015637745525971632,-0.04328694563393055,-0.004784784910469614,0.1250465202117742,0.06908901817968222,0.13272536551868078
EBI3,0.020295509750464923,0.023968708622273526,-0.008204682506622056,-0.05940357839686059,-0.06013519575089054,0.025133508677573746
TIMP1,0.0026869981555230353,0.07161472937238827,0.03658250510716432,-0.017830605653482826,-0.022164730415735447,0.020146922169539568
SEMA3C,0.035906293389759356,0.18446299003864497,0.02729173293031857,-0.019504572027511897,-0.0319319361840276,-0.02776148130476312
GAS6,-0.0526438722580235,-0.04603416960115588,-0.03653453848399404,-0.07676088899825471,0.05673225617914637,0.12061211005328792
MEPE,-0.02663999545752904,,-0.020699035061943136,,0.031008565154120767,0.12697021836508843
SERPINE1,0.015403957270352186,0.10580479807418593,0.019146391024151492,-0.004979875739094516,-0.06592461439646842,-0.029940843511453766
RSPO2,,,0.06580766351530876,-0.061870026293267315,0.0948542244571924,0.11868120298328369
SHBG,0.004903633509541136,-0.03529372708175167,-0.01946367787345974,,-0.045058806061044676,
LGALS3BP,0.07528775273137585,0.12655681023325466,0.040555053347462025,-0.13400237913071808,-0.04487236382002494,-0.12354931247276135
LAMB1,0.0001088985933218709,0.11577973674695424,-0.018559188326338214,-0.06721559255125319,0.024039995473820443,0.010604257947352426
SPTBN2,-0.0706559911638121,0.0183286743826198,-0.003406619407800186,0.06282137596159805,-0.04495289638123792,0.13042206633888406
COL1A2,0.03560525446811269,0.16977418804533312,0.015874695304758234,-0.005825034490681874,0.032028534021387944,0.05975163586211448
DEFB1,,,,,-0.030987836889469843,
CEACAM16,,-0.04382947166441968,,,,
WNT11,,,-0.0018021940519012398,,-0.027819929793301026,
LGALS1,-0.04179290831172688,-0.024822162774989397,0.0322059612923572,-0.1287794446970517,-0.016867788741079418,-0.14051090248252643
BCAN,-0.04094409518511398,-0.015706942840330664,-0.01997441553260088,-0.0921948050685736,-0.018463563423745465,-0.031669707930498205
ANOS1,0.06856545395680867,0.027440775475801416,-0.018662493028979373,0.014604867284275121,-0.008336058541404255,-0.049246648481395615
EDA,-0.03454296621252839,-0.0244271634471862,-0.02753820896567137,-0.04154576296671139,0.072326403252235,0.03226796872350207
FGF22,,,-0.020589403472358832,-0.03214802869157979,0.041590741914067475,-0.06669405755558856
SHANK1,,,0.0026770566679257153,,-0.015678309669889357,
RAET1G,,,,,-0.02562083946540435,
TGFB1,0.05333940833492961,0.030521771091640094,-0.014459268626227824,-0.01101469538708866,0.005044663609882551,0.04261129147752422
MSTN,-0.024136039877441142,-0.0589913470386752,-0.020808176600439883,,-0.034644683239314134,0.05135744774671871
WNT4,-0.029581020325420263,,0.038465153101572905,,-0.05939215130907819,-0.04327427634953205
TNFSF4,0.01311585561048268,-0.054884361166242665,-0.01702467958459147,,-0.04035285037397642,-0.05047304623449567
NTN1,0.031222627152940722,0.07400455254507775,-0.0006823403002120335,0.044693217331085645,-0.013120529863387931,-0.008393126189593715
CXCL12,0.007311576929897188,0.04293707398574215,-0.011220866844029785,-0.047673448875845396,0.0887942850894891,-0.03008468010683
GNRH1,0.0450057324395497,-0.06759157967367137,-0.01934796476044379,,-0.0058854675283484675,
FGF8,,,-0.024743258677037323,,,
RIMS1,0.05420977239755725,,-0.01127758955201981,0.10767386131961258,-0.05295601762682934,0.1403718529601199
FGF14,0.025367648272379296,-0.012394273088774995,-0.041695669429713214,-0.05218149292077937,0.09701235017287842,0.18264897106236727
IGF1,-0.04637674124784012,0.0785516132628339,-0.007374353533152147,-0.0458268961009186,-0.010085812460080145,0.018382935611169438
TNFSF10,-0.031269318473617,0.18870159321553603,0.03556337439017483,0.08355353574240496,0.04665508793482734,0.01023518970453923
GDF5,,,-0.007388758060736967,,0.0070264537629787845,
CHAD,,,0.06178359050232918,-0.03947947727580251,,-0.056902591459179794
RGMA,0.046278314730789784,-0.051708192714586536,-0.002065146613947997,-0.099367589636295,-0.007696255989513197,-0.08788094788864989
WNT16,,,-0.012229057044548193,,-0.038905924581309696,
CX3CL1,0.025355088743357592,0.003938618082592282,0.05693156977627304,0.07225579270037205,0.05199715692737302,0.005201102035428315
FGF1,0.0339095560309559,-0.01938824592388413,0.014400916607121412,-0.06876525407323436,0.07510707716588925,-0.0937529043333801
ALOX5AP,0.05057711990772952,0.08204537478604605,0.07387578197446629,-0.09868947377880358,-0.06278207000590001,-0.05440689965661299
IL1RN,,0.053448412612804065,-0.02223116298161554,-0.039899688486913845,0.05193622991140641,
PCSK9,,,-0.011870210218468468,,,
FGF23,,,,,,0.09520293684411606
NPW,-0.030809202182129628,0.030601276983059842,-0.03189389792866543,,-0.035660968418468844,-0.03754050531575082
CXCL9,-0.03822444956329488,,,,0.0856564756780651,
ANGPTL4,-0.1131712649792992,0.0140840576919522,0.0009808621821344727,-0.013285716287092582,-0.045588616294668594,-0.026091541245151197
UCN2,,-0.04080564669462687,-0.01341327850444815,,,
OBP2A,0.023905313237514304,0.1393040138906062,,,,
COL4A3,,,-0.018759991428948526,,-0.030712011310235002,
NRG3,-0.056058063773091076,,0.045483945663074246,-0.044843236011807605,0.02504777482114572,0.08821626061422054
IL23A,0.08301055438519642,-0.04431692950283262,,,-0.03439479257770619,
COLQ,-0.03314862783875959,-0.014692768427354659,0.00505408723577397,,-0.008016618769211767,-0.05376592669106709
SCGB1A1,,,-0.013733906837318491,,,
TNFSF12,-0.025611880456618906,-0.016768474925487466,0.00572047973579307,-0.05562794555719166,-0.026703485033350956,0.025547203837127202
DKK2,,,-0.015808330312848427,-0.016228917242610837,0.05669009291158717,
FYN,-0.11040858562228058,0.03619956609610726,0.005002054338779736,0.05380992878800348,-0.0619199916158463,-0.09051699193726714
ACE,0.009232840521128091,-0.0020721914250277085,-0.05123073135697411,,0.04838110037213067,0.07358155736002156
IL18,0.015195335375988547,-0.035136193774440605,-0.0752988115633358,-0.013872084663268275,0.09378959167069152,0.03680398756712764
PPBP,,,,,-0.028715142025711484,
CCL27,-0.02663998916303212,0.020939699302681,-0.02101820356709603,,-0.01392012229647032,
SERPING1,0.05043356230505254,0.08285211997492277,-0.004839247993492459,-0.08616782619232856,-0.005895611773198653,0.0112624187033088
AZGP1,-0.051774654758530735,0.07440767616228001,0.047556184289067514,-0.07883291314640016,-0.05853954829783046,-0.019797012687836128
INHA,,0.028346365951597615,-0.0357534332439113,,0.04776214183290946,0.037073576044273256
SEMA3G,0.0034094912988152206,0.04508989707005041,-0.019693304249438454,,0.05806413692744623,
OXT,,,-0.011500716565184208,,,
COL6A1,0.01306044570113671,0.08887918321328545,-0.0025832251757104494,-0.06953378192134975,0.08840374086166292,0.07975813664126657
FGF17,,,0.0065249585282527185,,0.01918378549665038,-0.03665641718232894
TNFSF8,-0.03257706397408863,0.0003557661009925375,0.0471092319688607,,-0.03233558553929494,
FGF20,-0.022987969164823648,,-0.024743261822213543,,0.018357564562621966,
ICAM3,-0.0863590468463899,0.0691194373464594,-0.014615976523182946,-0.034581366072338984,0.012387403023020806,0.023509830779984066
LAMA4,0.027130751448871275,0.15060567976932018,-0.001320244863497978,-0.04732031351205106,0.013929639435773635,0.061190072627729374
DLL4,0.006784379164178134,0.15657811961509857,-0.05112684360275988,0.16847331780676436,0.019999148849389095,0.13147433615983814
SEMA3A,0.0928101597251751,0.08346642372892737,-0.02543353047707085,0.10800965775940506,-0.06804519659369901,0.026301937377108058
RLN2,,0.05952068287473288,-0.013413277025351222,,0.04615662426191499,
C5,-0.014053986244858572,0.13085312551122444,0.1121924721108632,-0.04031626208407448,0.0019768782061118715,0.17544498341541262
C1QA,0.04299302992825415,-0.06231102287957127,0.034487570701029764,-0.01403525147659149,0.03251233762088043,-0.09829169596345937
COL9A3,0.004085214941321682,-0.010301619954654853,-0.0309193126685743,-0.038417758025208755,-0.04175151188502727,0.044214280115294706
DLK1,0.026009261375297875,0.04525474869758714,,,0.03007619835365112,
HGF,0.019402146589364757,-0.008758053504266797,-0.05229843004350111,-0.05687014586712359,-0.0020997055196930606,0.10030489436312606
P4HB,-0.007752367550120573,0.057375964257246864,0.030327356854297778,-0.040995602394299,-0.027772457424991986,-0.07195034685137165
ADCYAP1,-0.05045884745547099,,0.035058555475992535,,0.03300107399761867,0.0550582561222193
GREM1,0.005306917040189659,-0.05859874691355641,-0.023654360714955094,-0.0925215122415811,0.048777609616314915,0.004691714062672499
EGF,-0.02413602535767616,0.08847486290100134,-0.016887906968533796,,-0.04266925343841576,0.08273429325508452
VEGFB,0.03229537799465478,0.020985793278946816,-0.01169004490325137,-0.18727190514597788,-0.02772911285571754,0.0047047447751215
FARP2,0.0126967935191893,-0.008758872811952449,-0.01904443896764229,0.045837039129532416,-0.029755728683370328,0.05000472092668263
IHH,,,0.04369354989863169,,,
LAMA2,-0.006399526068251631,-0.057992799754551475,-0.02730616757982691,-0.08564113613437377,0.002076685267539101,-0.029578489644318997
SERPINC1,,,-0.01308526661135051,,,
NRG1,-0.02375895242428353,-0.01130412836587166,0.04359292127641887,,-0.019985707122172746,
SPINK1,,,-0.016084425867201255,,-0.04184291947629614,
EFEMP2,0.02653390852895877,0.033031659208518395,0.021570872467765078,0.05215091415376615,-0.0217195447187142,0.027831961228617856
SELPLG,0.013692390296637099,-0.016974760189034262,-0.012400189359374356,0.013097880949465799,-0.005573284335901026,-0.03056186656231036
GDF6,,,-0.020401484136070156,,,
HLA-E,0.006986133922308905,0.09418587154300864,-0.02807739857983349,0.11682005938529978,0.09168294965629332,-0.026993695493615032
PTN,0.016007006821738855,-0.024449213329366386,0.0062930176462588526,-0.10562530661568877,-0.08448990553881044,0.01798561981543677
CD274,-0.06640252927316125,0.05927683080999599,0.00221760810653087,-0.0035938783379251466,-0.013378157038982288,
FGF10,,0.003174549968913398,,,,
CD14,0.032059954946314966,0.03430788815105182,-0.05530366047594426,0.029784757189797104,0.012712415008415138,-0.11761190225724111
SFTPD,-0.030506151646144383,-0.018141462700744945,-0.0027860992013781674,-0.03314004921104281,-0.026451637681145352,0.05420605735040576
SLIT1,-0.0577621514127702,-0.0416529512264369,-0.011386227391756673,0.047451376998774296,0.03530424068603208,0.12771746981516893
CNTF,,,0.09478381016672291,,,0.0031314137361853666
BST1,-0.030254232507950313,-0.07881895210093222,-0.032141080061698996,-0.041139366615150434,-0.059340052496602756,-0.049105446647267965
AGTRAP,0.02835989368418954,0.1232421127464274,0.0141787995065335,0.014652705567108912,-0.015904081201508276,0.0025310967587678663
LAMC1,0.06831820485713587,0.09848180113570577,-0.0003612527339409254,-0.04894159824584117,0.008572225934157577,0.03297431463654097
COL6A3,0.02273175401281891,0.2131546527793555,0.006981098349961481,-0.09892661334949962,-0.0006076680589141029,0.07309882944893283
FN1,0.02940076949693723,0.14055785847057464,0.02742856648828365,0.034249221805389286,0.013454580330912257,-0.06699531664443002
MIF,-0.1329520873449417,-0.042318514327850436,-0.031758055099475234,-0.03269295824449676,-0.11363162401206268,0.006285022272117007
JAG1,0.028746818523483382,-0.05854823961190566,0.034407710121791384,0.016147558516050743,-0.0031310453875566142,-0.014850792596341231
NID2,-0.09559717956953702,0.12712440819231732,-0.021006817450582426,-0.0439216164078758,0.0036117972743036674,-0.07503712580436449
EFNB1,-0.09932620705158768,-0.08757284010757653,0.024308193089182386,-0.06894864940187866,-0.00013352504485786884,0.03959234802833224
COL4A2,-0.030300811518432003,0.13864448635243753,-0.020343184125932594,0.04516570789093655,0.05674130353885041,-0.05563937532754806
SPP1,0.03474491117566707,-0.04076383729478271,0.04935651645887134,-0.10307003903949224,-0.054332417885895073,-0.1759854874756061
PODXL2,0.05741505917576176,0.02197250609708062,0.027737184295364394,-0.05907743196760448,-0.007692604219905821,0.1873380133725218
FGF9,,,-0.052095384148783674,,0.028825174235430687,0.03480130971193064
ITIH2,,,-0.05003598202156212,-0.028994650655619424,-0.04720353468057603,
ADAM10,0.10295438766655103,-0.055729969835479155,-0.045872470472316004,0.04439059861936641,-0.03480139913011414,-0.0685049455752449
CFH,-0.07045733718014574,0.12245359832419367,-0.046747595237331,-0.04620073711769719,0.04479856915401747,0.11627196920378985
COL4A5,-0.037064791867884916,0.1266725046343404,0.007813137577967215,-0.04461801808280186,-0.08995688275813295,0.042706643955410156
LTBP3,-0.007072341771576761,-0.09685494391131022,0.009939655790700963,-0.0020152207284325585,-0.04260810291445795,-0.008312226066659767
GNB3,-0.019108355856979006,-0.03544500391015345,0.031169790955647002,,-0.0591645446485231,
COL6A2,-0.0016301566390755466,0.07665980177775822,-0.019315800579205247,0.01058197906644885,0.01354783611346734,-0.062218070911012315
GDF9,0.1874567691274313,0.19228057878532237,0.019449218048845415,,0.012518173929630907,-0.027294864643950954
NCAM1,-0.009869020723880673,-0.17289579507756345,-0.026574981387983095,0.04775585688623247,0.03032280063661749,0.043996899918389516
APOC2,0.01135439027884785,-0.10716797965410664,-0.021572945785132962,-0.015947994569723734,0.02361773927703002,-0.10399070911576139
BST2,0.002144467711924243,0.0752201092294428,0.03740582236361641,-0.1251816003688469,-0.04515917847909624,0.04731468532447898
COL5A1,0.07555803186719091,0.023613581197594113,-0.025472211628311103,-0.03505045512917229,-0.018742887561238663,0.09379474734453408
CALM3,-0.0504708010917531,0.07841109600685195,0.03629506514801258,0.12807345667538989,0.07546346397920267,0.22788473992609345
THBS2,-0.04482588734621889,0.07577988654855264,-0.049411218478436436,0.10703254630074897,-0.09575167449579122,-0.14210550275981407
SERPINE2,0.07819451874947521,0.06878951605573955,-0.02699887500286488,-0.0759462937457162,-0.09247710780282128,-0.01571685385714881
EFNB2,0.021607998027848553,0.020343884754852513,0.011355385338905385,0.07860857487682542,0.09124279665341344,-0.004701868838137495
PROK1,,,-0.0125781612758868,,-0.03207004983569741,
MMP9,-0.0014208174521556283,0.04374576052741975,-0.01954793223119046,,-0.013448297277676933,
DMP1,-0.027650813426781013,,,,-0.027208253713911227,
NPPA,0.03349846665540327,-0.014262057991409793,-0.01668102541614608,-0.058743518026619056,-0.05100282573467884,
APOB,,,,,-0.016392350961920064,
C4B,0.11786188331207023,-0.038134910402849595,-0.015527741002376985,-0.021745250500962397,,
NTNG2,-0.029573210447909063,0.027930465382895966,-0.08757943084416689,0.13062776798747897,0.0006597351373201847,0.048506465121440696
LAMA1,-0.04044973804754209,,0.009100723617285485,,0.02113254409731067,-0.0683121137440571
UCN,-0.03897712890362014,-0.04233981773159616,0.020368565069517265,-0.033140089723689196,0.0011648200718609868,0.13602299662750383
ARTN,,,-0.024268605837976458,,-0.035053964031198606,
PDGFD,-0.036889935562318565,0.05369032742644388,0.001987693724018757,-0.03410676162560394,-0.028176447496728377,0.14617797976788238
EDN1,0.03444704384064077,0.05702804472513572,-0.008712065281107389,-0.0384678850146378,0.04209730102800477,0.03487411067815881
ARPC5,0.11541519484558084,-0.1140566444998721,-0.04840841039801315,-0.0006824025903144863,0.03470804240035225,-0.0815312089905372
GSTO1,0.010026082308869453,0.04235671356577584,-0.011340406007385466,0.0054910049771039315,-0.009332594432714022,0.10319499673005976
SYK,0.03503574610941238,-0.07896218269708168,0.009860422394480792,-0.08312876652162937,-0.06546752262573187,0.023542866297026503
ST6GAL1,0.0435268869183277,-0.006811712468193268,-0.04909745947833125,0.03226180552763257,0.045241888422413425,-0.1168573184677336
WNT3,0.08343169207222531,-0.050331584365019194,-0.035609423287870354,-0.03505044311943442,0.00500222344019408,-0.06884544710672648
HSP90B1,0.04435127929833338,0.055483205804675154,0.022647575761437187,-0.11931150633541561,0.00021479387993839953,0.07101250531131943
ZP3,0.03452622374942896,0.07632847355352643,-0.021977891269998547,-0.008280114253312385,0.0016417800194828175,-0.017644037315731196
NRG2,-0.019941536404239023,0.009921631987362787,-0.025900337737926465,0.010977917277854653,-0.014937210422378566,0.1496457580670275
MELTF,0.015515210235887176,-0.045428804538587525,0.05128959314342241,-0.036268385343068484,-0.019061680828566796,-0.021928207952450197
NLGN1,0.11658145949294357,0.005226975912335084,-0.015898197471581197,-0.037771641016247186,0.00043937488391092717,0.0002369357741010936
SLIT3,-0.038742710771869145,0.09531681505719239,-0.04275649405224355,-0.008939858471339567,-0.05132045843100678,0.07478626871690025
CCL8,-0.03535771837618928,0.10530183422861852,-0.00024136993641237913,0.14605331519642284,0.005025507539728992,-0.05872024342489233
S100A4,0.010866620431040903,-0.01263369853983083,-0.006163438253799179,-0.10012952133140436,-0.03573634420668766,-0.02837049756648657
TNFSF13B,0.049256174035639685,0.11143082603256883,-0.019112650162994908,-0.0983944078350786,0.011026574709837856,0.04109597757028086
HSPG2,0.01250904256800154,0.13873933085518902,-0.020011376132563572,-0.018746634440954656,0.09705904219045375,-0.04260484896214227
FAM3C,0.09183983075077996,0.021010927894376075,0.016033425894355444,0.02239201468493133,-0.03845042965810427,0.20285157870202158
FLT3LG,0.062032412986067834,0.07075922438942679,0.02168631993195906,-0.052922142626392,-0.036609438392345345,
A2M,0.025201206019147777,0.07802235645014527,-0.005583021065503815,-0.016927665184743222,0.007247926076307584,-0.10623234080349188
VCL,0.0002721454379042652,0.0637088205487082,-0.007546454200946587,0.023709758314369264,0.028037945665249375,0.08791923612979619
FGF2,0.10178352828402111,0.09741113154615536,0.04526793202257016,0.04474930452576274,0.03613687170783751,-0.013299233474790891
AGRP,-0.03371210811548497,-0.03200402650349747,-0.012918325679058902,,-0.023936828142842433,
CNTN3,,,0.007191091132607597,-0.03458133569983066,0.06556159783229565,0.0847718990803545
RNASE2,0.0380736864875364,0.030193991268625566,0.007781151843893261,-0.011393225973994753,-0.0522958624783737,-0.06107828847269251
ADM2,,,-0.01649062810590575,,0.014047664910787344,
GAL,-0.0516904554828425,-0.02721825414483393,-0.016624010863352266,,-0.02025321426975846,
IL36B,,,,,-0.03439476001309121,
CXCL6,,,0.07748591118626645,,-0.025691218703746712,
PDGFC,0.06586380619299748,0.11308484961713684,-0.026744336846211563,-0.04232606788776831,-0.03498493089620493,0.04100426218896394
COL8A2,-0.009861302658883053,0.016834593824041354,-0.009994657644452901,-0.06951499086584619,-0.06038381056873721,-0.01698037619390866
SPON2,0.04099692492555054,0.18002437918034653,0.016957068569398943,0.07615958867510667,0.0325402788784747,
SEMA3D,-0.02487453698962092,,,-0.03264732786067764,-0.00561035154236661,-0.004636558752643622
BMP6,,,-0.02398014523170119,,0.11559633763487122,
TIMP2,-0.010052405643836637,-0.042391019057100424,-0.021086791865505796,0.011925265584497647,-0.029650561034220983,-0.06369827547110647
EFNA1,-0.054689666972194545,0.1417208028073216,-0.06548124945767979,-0.04205574793087193,-0.0819456718926147,-0.029700782656778522
S100A12,,,,,0.0218491710907677,-0.05872040557313087
TFPI,0.037841389328948365,0.10919011331302303,-0.02354982259803657,-0.03687563140385896,0.034045400295867494,0.10744524948893346
GPC3,0.15490413359042451,,-0.026112186281333886,,0.05753989122058642,
NMU,-0.009579841743259942,-0.0009860254336877326,-0.01083006888002216,,-0.01234404288654327,
SCGB3A2,-0.02094733506042462,,-0.021664227389773534,,-0.026266398945408553,
LAMB3,0.06377417573877175,0.083502260322297,0.008681238829796498,-0.014140535835346225,0.011718194203153454,0.09248797730522577
LGALS9,0.01984480520431556,0.01760715636205821,-0.02452534646765519,-0.058211874056145405,-0.0340600639441675,-0.061602431899767024
VIM,-0.029464330021143476,-0.06694323582342637,-0.001864220133580516,-0.05411107675388527,-0.018292224946729954,-0.015313495717574508
PLAU,-0.020364097170169407,0.12149718446548939,0.015940420170558012,-0.014107686970717218,0.01913827022650414,-0.05628647310029576
TGFB3,0.0476903139878634,0.041973098357094375,-0.037407922615773914,-0.019125385842027016,0.046427255755449405,-0.019169518368135987
APLN,0.0727458485014615,0.07013688530952496,0.01727448336991678,-0.043647429744721494,-0.007823008548910894,-0.057438775052272725
SHANK2,,-0.04986717115996146,0.02797082070562926,0.05098660733002518,-0.0037172813760315976,0.09230813750984553
LTF,0.09372487590280175,-0.012503982547507364,-0.0012504946732147177,-0.14183938788911954,0.03269734460356888,-0.023449631524624974
PYY,,,,,-0.023936834055991972,
PENK,0.08339282999643235,,-0.017404801412869986,-0.06779416252229634,-0.024897798334564167,-0.036656407968597184
CTF1,0.10092185028110677,-0.04604883827133589,-0.029014775901741795,-0.05846184809311764,0.001684863462060957,0.052953909562271785
COL3A1,0.04866188895760599,0.18277438191829834,0.007120609306541762,-0.033140089723689196,0.001531164616848743,0.07841470749584885
S100A10,0.08963739653986745,-0.04868783416351265,0.03252183446023266,0.04663406460265419,-0.04180033107466927,-0.08900225493009009
FGF13,-0.02487456524814519,,-0.004562970397954306,-0.08257391092455002,0.06417991254475786,0.04530658538942459
SEMA4A,-0.0018141095415785135,0.007310119430450444,0.04580722053223321,-0.08573461660119808,0.006327667879057548,0.0369619523875095
EFNA4,-0.016055929129099193,-0.08804017570066693,0.046945169995481824,-0.035050416526487375,-0.07333912366408882,0.005315536216225381
HSPA8,-0.007297173550595999,0.09795752310531428,0.04739974344732938,0.0220293228155332,-0.04506403694695827,0.09583754473025577
NPB,-0.0257486608275046,0.07730236600017143,0.02545506439493012,0.04513322848245194,0.011816375303933292,0.028806641566461545
ULBP1,,-0.058204542677234926,-0.022796405683518487,,0.016711970298319355,
SEMA3E,0.045123743690744365,0.05022934078258407,0.02558228477254137,0.16732757980111176,-0.0406168796655067,-0.0546126889174695
FGF3,,,0.053604865968466746,,,
ADAM9,0.052991386371839956,0.01534108796443718,-0.00990848155061272,-0.03134161113892563,-0.07052941739325265,-0.07440269316009755
ASIP,0.022299328780316742,-0.035452920577646395,0.042922804515589746,-0.04620078239258279,-0.0028139181254040854,
IBSP,-0.0046114619428364,0.10578613084802892,0.026841354081875945,,-0.05051250527817208,
MMP12,,,-0.012229058658659099,,,
FAT4,-0.04396605382935859,-0.06394392950932394,-0.008660448547152103,-0.05156027774438882,-0.04751679498019145,-0.04907817948314454
MDK,-0.072703688659766,0.03479889571488678,-0.01241908222262624,-0.05503876035634403,0.011613072368526095,0.15650757029795181
BMP5,-0.027980597481943505,,-0.027722349637986313,,-0.042599894766332566,
CAMP,,,-0.01790820884339003,,-0.0017172008901825153,
HSPA1A,0.0013264977552277855,-0.023208601948493703,-0.004104228131487724,-0.10042977470176172,-0.08231373116843582,-0.02834622352453581
SEMA3F,0.04705837632329366,0.14098761419391698,-0.022270663484558154,,0.032327044049699986,
ARF6,-0.0033932084845518314,-0.04815970028219956,0.023139798477715662,-0.07746385432634534,-0.04495313324130142,-0.05137332611899991
IL6,-0.03140787589655501,-0.044800233436208634,0.0280840669671531,-0.007498419265687634,-0.026350907123510084,
CALM1,0.0678336608437716,-0.0012141513908891478,0.031290414921323326,0.02301363422055231,0.07234645003946233,0.14462175829901502
VIP,-0.024874595737713605,,,-0.030607383983362525,0.01158661244861389,0.07137780537577751
NMB,-0.0808400911983335,-0.006408405768166604,-0.031234497786687958,-0.11209601155148168,-0.04959767284504721,-0.03397216679797577
CCL26,0.023524480520188167,0.15003084826763757,-0.021769209959727087,,0.03635807253338423,
FBLN1,-0.014245110518258884,0.14416406826462455,-0.005626367466061165,0.006325669511603007,-0.01990834140126166,0.16480420483814506
SAA1,0.0729675146037027,-0.08086490021577247,0.08109865706095916,,-0.0005079105820345249,
MICB,-0.059299410052263704,0.01366301407674376,-0.010325032172204473,,-0.026038612977044122,-0.04626853649702167
MMP13,0.040981157199804503,,,,,
F13A1,0.029372664906208452,-0.0025902751399973357,0.036182274593103865,,-0.027009404309708142,0.20956543480895337
CXCL11,,0.08584019907906683,,,-0.05116166701824825,
COL5A2,0.01739984083511961,0.11112135130244506,0.0250197508849351,-0.05224436230627354,0.04678659449425772,-0.0016139388190688463
EFNA5,-0.05508404003212193,-0.028491422617620287,-0.037794598383857854,0.03321016438381945,-0.04763057736618443,0.037017129877706514
AREG,,,-0.026661925407414078,-0.038627665788082514,0.031905109637456734,
EDIL3,0.023620088165954307,0.13235904211697105,-0.00814163369628869,-0.011503300383557213,0.03490129831741959,-0.05748301159604268
CD86,0.01643269784566978,0.00607539277522816,0.03365621749344226,-0.04356961670567207,-0.02325700030653664,0.003862446676384707
AHSG,0.03260827106164156,-0.03529385948123764,,,,
HRAS,-0.028467336215010526,0.0006174856401180315,-0.06598317287231852,0.037300505974906605,0.013340880142698155,0.001514070531601007
C1QTNF5,,-0.048526269003504506,-0.014355017175679682,-0.03597291189175087,-0.04815447190024778,
RLN1,,-0.03645324676010299,,,,
COL4A1,0.03167964867257292,0.1622007580848773,-0.022856776415575986,0.01746068364757573,0.0654190889146785,0.13895229790421146
CCL3,-0.03799444188522379,0.1308815294109911,-0.03947841520990822,0.11160609245721709,0.020034542484494315,-0.037650293526529724
BGN,-0.005706667114679395,0.1636790618497554,0.029882388994969183,0.006620914809867958,0.0867978388921409,-0.049347073320278934
RETN,-0.049248699488159096,0.0023218401676482533,0.12873660467741074,,-0.03233556129470654,
S100A9,0.030045932971857533,0.004904377213066707,0.03175311089026801,-0.019234577318680033,-0.006635242653306747,-0.0378451591047021
HCRT,-0.03007555976391458,-0.007808458691037832,0.015230362003787324,-0.04032328384476475,-0.05893523874966578,0.06215887145892454
FADD,-0.011326818568559828,-0.03485453093248534,0.004729280340833564,-0.0008091074916540512,-0.12659871556326352,0.027671192132322997
ACTR2,0.16806042568095542,-0.06863922401287242,0.041716628346812896,-0.06965798521748344,0.02271638040179394,0.011590115999676224
BMP2,-0.08611634940983247,0.07190635389520364,0.006921083373301681,0.0031654643481964866,-0.0279819146031595,0.04434232716903668
PDYN,,,-0.03132570470816911,-0.04154587101461341,-0.005111930580798337,0.03312424817495452
CD55,-0.01552360680291188,0.01447912374357871,0.05653494988217922,-0.06349187307252892,0.06975636350967451,0.053275487650345774
OSTN,,,,,-0.00531208473794275,
PDX1,,,0.009782502284832875,,,
CD6,0.046385455952445025,-0.03758163177260392,0.09234999839783313,,-0.045855231433667654,
IL16,-0.04407263716683409,-0.09825861376407433,-0.024843732541484538,,-0.06659701987110057,0.018505934838139507
